date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,EME,USD,0000105634,2025-02-26,2025-02-26 07:32:46,2024,FY,1007145000,133680000,-29115000,19978000,252723000,-324822000,17982000,-15362000,574925000,23483000,1407894000,-74950000,-228173000,0,0,3839000,-299284000,-2855000,0,-489820000,-43384000,-19306000,-555365000,-2600000,550645000,1340395000,789750000,1407894000,-74950000,1332944000,https://www.sec.gov/Archives/edgar/data/105634/000010563425000015/0000105634-25-000015-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563425000015/eme-20241231.htm
2023-12-31,EME,USD,0000105634,2024-02-28,2024-02-28 07:33:04,2023,FY,633329000,118965000,-16651000,13739000,141853000,-620761000,-23442000,82192000,703864000,8420000,899655000,-78404000,-96491000,0,0,13604000,-161291000,-248947000,0,-127713000,-32684000,-2710000,-412054000,6372000,332682000,789750000,457068000,899655000,-78404000,821251000,https://www.sec.gov/Archives/edgar/data/105634/000010563424000006/0000105634-24-000006-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563424000006/eme-20231231.htm
2022-12-31,EME,USD,0000105634,2023-02-23,2023-02-23 07:33:54,2022,FY,406122000,108611000,10483000,12125000,-39106000,-340091000,-31541000,111488000,221038000,-302000,497933000,-49289000,-98656000,0,0,7145000,-140800000,-17426000,0,-660609000,-27187000,-4896000,-710118000,-12515000,-365500000,457068000,822568000,497933000,-49289000,448644000,https://www.sec.gov/Archives/edgar/data/105634/000010563423000005/0000105634-23-000005-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563423000005/eme-20221231.htm
2021-12-31,EME,USD,0000105634,2022-02-24,2022-02-24 07:33:33,2021,FY,383701000,112436000,9517000,11107000,-208359000,-297504000,-116000,54849000,34412000,10415000,318817000,-36192000,-119834000,-1595000,1595000,2950000,-153076000,-18064000,0,-195546000,-28163000,-3683000,-245456000,-1279000,-80994000,822568000,903562000,318817000,-36192000,282625000,https://www.sec.gov/Archives/edgar/data/105634/000010563422000006/0000105634-22-000006-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563422000006/eme-20211231.htm
2020-12-31,EME,USD,0000105634,2021-02-25,2021-02-25 07:33:36,2020,FY,132943000,106671000,-36354000,11151000,354616000,147206000,-12709000,-9022000,229141000,237339000,806366000,-47969000,-50357000,0,0,3463000,-94863000,-41457000,0,-112553000,-17674000,-223000,-171907000,4046000,543642000,903562000,359920000,806366000,-47969000,758397000,https://www.sec.gov/Archives/edgar/data/105634/000010563421000044/0000105634-21-000044-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563421000044/eme-20201231.htm
2019-12-31,EME,USD,0000105634,2020-02-27,2020-02-27 07:34:50,2019,FY,325140000,92087000,1701000,11386000,-78900000,-146065000,4345000,-33971000,96791000,4286000,355700000,-48432000,-303232000,-2252000,2252000,6325000,-345339000,5231000,0,0,-17950000,-77000,-19247000,2592000,-6294000,359920000,366214000,355700000,-48432000,307268000,https://www.sec.gov/Archives/edgar/data/105634/000010563420000043/0000105634-20-000043-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563420000043/eme-20191231x10k.htm
2018-12-31,EME,USD,0000105634,2019-02-21,2019-02-21 07:35:40,2018,FY,283577000,80915000,4249000,11030000,-113690000,-146101000,-3915000,78554000,-42228000,4930000,271011000,-43479000,-75564000,-3484000,0,1321000,-117722000,-16736000,0,-216244000,-18640000,-1422000,-253042000,-3421000,-103174000,366214000,469388000,271011000,-43479000,227532000,https://www.sec.gov/Archives/edgar/data/105634/000010563419000044/0000105634-19-000044-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563419000044/eme-20181231x10k.htm
2017-12-31,EME,USD,0000105634,2018-02-22,2018-02-22 07:34:51,2017,FY,227193000,88509000,-53358000,9939000,31726000,-80514000,-4936000,54910000,62266000,62125000,366134000,-34684000,-107898000,-675000,0,5164000,-138093000,-116647000,4793000,-93166000,-18971000,314000,-228470000,3242000,2813000,467430000,464617000,366134000,-34684000,331450000,https://www.sec.gov/Archives/edgar/data/105634/000010563418000045/0000105634-18-000045-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563418000045/eme-20171231x10k.htm
2016-12-31,EME,USD,0000105634,2017-02-23,2017-02-23 07:34:32,2016,FY,182153000,79789000,-8108000,8902000,-4194000,-98773000,954000,13141000,80484000,6019000,264561000,-39648000,-233046000,-99000,0,2122000,-270671000,105626000,4814000,-94221000,-19454000,-1380000,-9429000,-6675000,-22214000,464617000,486831000,264561000,-39648000,224913000,https://www.sec.gov/Archives/edgar/data/105634/000010563417000043/0000105634-17-000043-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563417000043/eme-20161231x10k.htm
2015-12-31,EME,USD,0000105634,2016-02-25,2016-02-25 07:35:10,2015,FY,172507000,74189000,-10300000,8801000,19532000,-115303000,9733000,25440000,99662000,1937000,266666000,-35460000,-28195000,0,0,3847000,-59808000,-20251000,4223000,-104330000,-20095000,-4797000,-149473000,-2610000,54775000,486831000,432056000,266666000,-35460000,231206000,https://www.sec.gov/Archives/edgar/data/105634/000010563416000297/0000105634-16-000297-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563416000297/eme-20151231x10k.htm
2014-12-31,EME,USD,0000105634,2015-02-26,2015-02-26 07:34:23,2014,FY,173427000,74490000,7891000,8121000,468000,27409000,5269000,-25122000,-7088000,-17740000,246657000,-38035000,-2757000,0,0,19124000,-21668000,-19169000,3615000,-201994000,-21293000,12506000,-229950000,-2796000,-7757000,432056000,439813000,246657000,-38035000,208622000,https://www.sec.gov/Archives/edgar/data/105634/000010563415000041/0000105634-15-000041-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563415000041/eme-20141231x10k.htm
2013-12-31,EME,USD,0000105634,2014-02-25,2014-02-25 07:34:33,2013,FY,127354000,67338000,1318000,6943000,-45225000,-3221000,-865000,-12904000,-28235000,-7659000,150069000,-35497000,-455471000,0,4616000,2930000,-483422000,195295000,2854000,-26070000,-12080000,9886000,167031000,832000,-165490000,439813000,605303000,150069000,-35497000,114572000,https://www.sec.gov/Archives/edgar/data/105634/000010563414000042/0000105634-14-000042-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563414000042/eme-20131231x10k.htm
2012-12-31,EME,USD,0000105634,2013-02-26,2013-02-26 07:34:32,2012,FY,148886000,60966000,6626000,6766000,-27976000,-12852000,-5597000,5425000,-14952000,-10860000,184408000,-37875000,-20613000,-22433000,35305000,6140000,-42546000,-2018000,2549000,-23912000,-34073000,9416000,-50587000,2706000,93981000,605303000,511322000,184408000,-37875000,146533000,https://www.sec.gov/Archives/edgar/data/105634/000010563413000042/0000105634-13-000042-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000010563413000042/eme-20121231x10k.htm
2011-12-31,EME,USD,0000105634,2012-02-27,2012-02-27 07:16:46,2011,FY,133671000,53776000,8826000,5447000,-45145000,-75529000,-10549000,34727000,6206000,-7150000,149425000,-29581000,-301306000,-17667000,1409000,28036000,-320518000,-5242000,2310000,-27523000,-3336000,6813000,-29288000,867000,-199514000,511322000,710836000,149425000,-29581000,119844000,https://www.sec.gov/Archives/edgar/data/105634/000119312512079814/0001193125-12-079814-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000119312512079814/d257683d10k.htm
2010-12-31,EME,USD,0000105634,2011-02-25,2011-02-25 06:13:13,2010,FY,-82684000,41915000,-15390000,5742000,-85032000,-8342000,2118000,16992000,-95800000,204101000,68652000,-19359000,-39902000,-65000,25570000,2064000,-32724000,-51258000,2305000,0,-2500000,3222000,-47161000,-4906000,-16139000,710836000,726975000,68652000,-19359000,49293000,https://www.sec.gov/Archives/edgar/data/105634/000095012311018213/0000950123-11-018213-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000095012311018213/y88228e10vk.htm
2009-12-31,EME,USD,0000105634,2010-02-25,2010-02-25 07:35:37,2009,FY,163077000,45745000,2922000,7454000,116025000,354206000,20135000,-135107000,-123209000,23889000,359112000,-24100000,-29686000,0,0,1215000,-52571000,-4126000,2165000,0,-1350000,5004000,1693000,12872000,321106000,726975000,405869000,359112000,-24100000,335012000,https://www.sec.gov/Archives/edgar/data/105634/000093041310000960/0000930413-10-000960-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000093041310000960/c60392_10k.htm
2008-12-31,EME,USD,0000105634,2009-02-26,2009-02-26 07:31:20,2008,FY,182204000,48517000,-9492000,5905000,84993000,57246000,-601000,-43740000,72088000,22899000,335026000,-37514000,-90159000,-297000,1381000,3843000,-124127000,-29017000,379000,0,0,3640000,-24998000,-31669000,154232000,405869000,251637000,335026000,-37514000,297512000,https://www.sec.gov/Archives/edgar/data/105634/000093041309001016/0000930413-09-001016-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000093041309001016/c56715_10k.txt
2007-12-31,EME,USD,0000105634,2008-02-21,2008-02-21 07:35:41,2007,FY,126808000,37671000,-23313000,0,108015000,0,148688000,0,-40673000,9840000,259021000,-21501000,-513064000,0,0,8215000,-526350000,220044000,10310000,0,0,13392000,243746000,1485000,-22098000,251637000,273735000,259021000,-21501000,237520000,https://www.sec.gov/Archives/edgar/data/105634/000093041308001130/0000930413-08-001130-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000093041308001130/c51317_10-k.txt
2006-12-31,EME,USD,0000105634,2007-02-22,2007-02-22 08:15:20,2006,FY,86634000,21310000,-6169000,0,96754000,0,100612000,0,-3858000,10813000,209342000,-19733000,-40732000,0,0,-3950000,-64415000,-670000,10400000,0,0,6768000,16498000,8525000,169950000,273735000,103785000,209342000,-19733000,189609000,https://www.sec.gov/Archives/edgar/data/105634/000093041307001476/0000930413-07-001476-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000093041307001476/c46812_10k.txt
2005-12-31,EME,USD,0000105634,2006-02-23,2006-02-23 08:06:02,2005,FY,60042000,22631000,5002000,0,38560000,0,28837000,0,9723000,17074000,143309000,-12445000,-10690000,0,0,3031000,-20104000,-80271000,1742000,0,0,0,-78529000,0,44676000,103785000,59109000,143309000,-12445000,130864000,https://www.sec.gov/Archives/edgar/data/105634/000093041306001268/0000930413-06-001268-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000093041306001268/c41117_10k.txt
2004-12-31,EME,USD,0000105634,2005-03-09,2005-03-09 08:38:49,2004,FY,33207000,26308000,13704000,0,-24697000,0,21130000,0,-45827000,5961000,54483000,-16134000,-1568000,0,0,13744000,-3958000,-59971000,1590000,0,0,0,-58381000,0,-7856000,70404000,78260000,54483000,-16134000,38349000,https://www.sec.gov/Archives/edgar/data/105634/000093041305001671/0000930413-05-001671-index.htm,https://www.sec.gov/Archives/edgar/data/105634/000093041305001671/c35676_10k.txt
