date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,paymentDate,declarationDate,recordDate,adjDividend
2025-12-03,935,953.49,910.05,949.3,949.3,300466,300466,14.3,1.53,936.96,"December 03, 25",0.0153,,,,,
2025-12-02,972.59,988.68,934.95,935.78,935.78,465932,465932,-36.81,-3.78,958,"December 02, 25",-0.0378,,,,,
2025-12-01,961.01,964.95,946.5,961.2,961.2,402502,402502,0.19,0.01977087,958.415,"December 01, 25",0.0001977087,,,,,
2025-11-28,979.65,980.92,965.05,976.94,976.94,172500,172500,-2.71,-0.27663,975.64,"November 28, 25",-0.0027663,,,,,
2025-11-26,962,982.92,960.27,970.95,970.95,342429,342429,8.95,0.93035,969.035,"November 26, 25",0.0093035,,,,,
2025-11-25,936.78,957.26,910.02,957.04,957.04,377741,377741,20.26,2.16,940.275,"November 25, 25",0.0216,,,,,
2025-11-24,923.89,958.83,910.09,945.07,945.07,3206200,3206200,21.18,2.29,934.47,"November 24, 25",0.0229,,,,,
2025-11-21,878.96,896.52,850,894.08,894.08,535390,535390,15.12,1.72,879.89,"November 21, 25",0.0172,,,,,
2025-11-20,954.86,975.56,869.88,876.19,876.19,650447,650447,-78.67,-8.24,919.1225,"November 20, 25",-0.0824,,,,,
2025-11-19,929.74,949.95,911,930.5,930.5,348644,348644,0.76,0.08174328,930.2975,"November 19, 25",0.0008174328,,,,,
2025-11-18,901.44,936.91,895.78,920.99,920.99,353835,353835,19.55,2.17,913.78,"November 18, 25",0.0217,,,,,
2025-11-17,914.8,937.78,905.05,919.82,919.82,401631,401631,5.02,0.54875,919.3625,"November 17, 25",0.0054875,,,,,
2025-11-14,861.51,931.39,841.66,909.6,909.6,589449,589449,48.1,5.58,886.04,"November 14, 25",0.0558,,,,,
2025-11-13,963.47,974.75,892.35,897.52,897.52,654855,654855,-65.95,-6.85,932.0225,"November 13, 25",-0.0685,0.6,2025-11-24,2025-10-23,2025-11-13,0.6
2025-11-12,961.69,981,957.79,973.18,972.58,309918,309918,11.49,1.19,968.415,"November 12, 25",0.0119,,,,,
2025-11-11,957.88,974.95,942,954.53,953.94,223349,223349,-3.35,-0.34973,957.34,"November 11, 25",-0.0034973,,,,,
2025-11-10,978.11,994,965.05,974.14,973.54,279905,279905,-3.97,-0.40588,977.825,"November 10, 25",-0.0040588,,,,,
2025-11-07,937.44,956.85,910.1,955.26,954.67,488573,488573,17.82,1.9,939.9125,"November 07, 25",0.019,,,,,
2025-11-06,986.34,992.01,948.01,957.78,957.19,305494,305494,-28.56,-2.9,971.035,"November 06, 25",-0.029,,,,,
2025-11-05,963.33,997.31,956.06,987.78,987.17,319258,319258,24.45,2.54,976.12,"November 05, 25",0.0254,,,,,
2025-11-04,956.99,967.38,925.05,955.96,955.37,398049,398049,-1.03,-0.10763,951.345,"November 04, 25",-0.0010763,,,,,
2025-11-03,975.94,982.69,960.3,977.67,977.07,235822,235822,1.73,0.17726,974.15,"November 03, 25",0.0017726,,,,,
2025-10-31,969.3,987.2,951.18,965.58,964.98,313447,313447,-3.72,-0.38378,968.315,"October 31, 25",-0.0038378,,,,,
2025-10-30,994.44,1020.26,957.16,963.3,962.71,509288,509288,-31.14,-3.13,983.79,"October 30, 25",-0.0313,,,,,
2025-10-29,990.99,1019.73,990.99,1010.64,1010.02,383332,383332,19.65,1.98,1003.0875,"October 29, 25",0.0198,,,,,
2025-10-28,975,989.24,966.44,980.97,980.37,357242,357242,5.97,0.61231,977.9125,"October 28, 25",0.0061231,,,,,
2025-10-27,998.76,1007.67,965.75,976.45,975.85,484950,484950,-22.31,-2.23,987.1575,"October 27, 25",-0.0223,,,,,
2025-10-24,955,1002.64,950,981.66,981.05,1052128,1052128,26.66,2.79,972.325,"October 24, 25",0.0279,,,,,
2025-10-23,791.36,836.32,791.36,825,824.49,653000,653000,33.64,4.25,811.01,"October 23, 25",0.0425,,,,,
2025-10-22,839.24,847.68,770.47,790.72,790.23,685169,685169,-48.52,-5.78,812.0275,"October 22, 25",-0.0578,,,,,
2025-10-21,832.12,835,812.09,829.36,828.85,331685,331685,-2.76,-0.33168,827.1425,"October 21, 25",-0.0033168,,,,,
2025-10-20,842.49,854.46,832.26,836.75,836.23,259282,259282,-5.74,-0.68131,841.49,"October 20, 25",-0.0068131,,,,,
2025-10-17,827.98,841.9,810,827.92,827.41,388740,388740,-0.06,-0.00724655,826.95,"October 17, 25",-7.24655e-05,,,,,
2025-10-16,846.79,849.23,827.64,838.78,838.26,316698,316698,-8.01,-0.94593,840.61,"October 16, 25",-0.0094593,,,,,
2025-10-15,850,850.59,827.18,837.11,836.59,480719,480719,-12.89,-1.52,841.22,"October 15, 25",-0.0152,,,,,
2025-10-14,829.71,851.5,813.7,831.89,831.37,338541,338541,2.18,0.26274,831.7,"October 14, 25",0.0026274,,,,,
2025-10-13,843.86,861.77,832.4,845.99,845.47,240298,240298,2.13,0.25241,846.005,"October 13, 25",0.0025241,,,,,
2025-10-10,839.72,858.55,815.11,816.07,815.56,312486,312486,-23.65,-2.82,832.3625,"October 10, 25",-0.0282,,,,,
2025-10-09,844.62,846.89,821.55,834.7,834.18,240653,240653,-9.92,-1.17,836.94,"October 09, 25",-0.0117,,,,,
2025-10-08,824.96,851.64,816.94,844.62,844.1,244320,244320,19.66,2.38,834.54,"October 08, 25",0.0238,,,,,
2025-10-07,832.85,836.89,796,816.53,816.02,349423,349423,-16.32,-1.96,820.5675,"October 07, 25",-0.0196,,,,,
2025-10-06,829.72,842.96,823.25,825.42,824.91,245900,245900,-4.3,-0.51825,830.3375,"October 06, 25",-0.0051825,,,,,
2025-10-03,838.1,840.78,816,818.01,817.5,285400,285400,-20.09,-2.4,828.2225,"October 03, 25",-0.024,,,,,
2025-10-02,835.89,852.31,820,832.98,832.46,305000,305000,-2.91,-0.34813,835.295,"October 02, 25",-0.0034813,,,,,
2025-10-01,813.07,843.8,811.75,834.33,833.81,296665,296665,21.26,2.61,825.7375,"October 01, 25",0.0261,,,,,
2025-09-30,807.84,827.97,805.26,825.18,824.67,309489,309489,17.34,2.15,816.5625,"September 30, 25",0.0215,,,,,
2025-09-29,814.59,823.5,799.42,801.8,801.3,300314,300314,-12.79,-1.57,809.8275,"September 29, 25",-0.0157,,,,,
2025-09-26,784.61,807.97,780,804.36,803.86,287867,287867,19.75,2.52,794.235,"September 26, 25",0.0252,,,,,
2025-09-25,776.29,789.67,757,781.88,781.4,469700,469700,5.59,0.72009,776.21,"September 25, 25",0.0072009,,,,,
2025-09-24,811.19,817.34,787.87,791.46,790.97,284447,284447,-19.73,-2.43,801.965,"September 24, 25",-0.0243,,,,,
2025-09-23,818.43,825,795.05,804.24,803.74,333074,333074,-14.19,-1.73,810.68,"September 23, 25",-0.0173,,,,,
2025-09-22,792.53,824.29,791.21,821.62,821.11,424600,424600,29.09,3.67,807.4125,"September 22, 25",0.0367,,,,,
2025-09-19,798.9,802.63,782.86,797.71,797.22,685944,685944,-1.19,-0.14895,795.525,"September 19, 25",-0.0014895,,,,,
2025-09-18,768.09,806.58,767.33,799.38,798.88,366300,366300,31.29,4.07,785.345,"September 18, 25",0.0407,,,,,
2025-09-17,781.1,782.7,757.88,762.91,762.44,533169,533169,-18.19,-2.33,771.1475,"September 17, 25",-0.0233,,,,,
2025-09-16,780.52,785.23,768.92,777.18,776.7,406100,406100,-3.34,-0.42792,777.9625,"September 16, 25",-0.0042792,,,,,
2025-09-15,758,782.46,755,782.05,781.57,397385,397385,24.05,3.17,769.3775,"September 15, 25",0.0317,,,,,
2025-09-12,762.48,770.18,751.85,753.69,753.22,301700,301700,-8.79,-1.15,759.55,"September 12, 25",-0.0115,,,,,
2025-09-11,763.68,772.22,755,764.91,764.44,559842,559842,1.23,0.16106,763.9525,"September 11, 25",0.0016106,,,,,
2025-09-10,726.79,757.12,721.87,752.1,751.63,616802,616802,25.31,3.48,739.47,"September 10, 25",0.0348,,,,,
2025-09-09,717.15,717.5,698.06,709.53,709.09,311850,311850,-7.62,-1.06,710.56,"September 09, 25",-0.0106,,,,,
2025-09-08,712,718.39,703.75,715.87,715.43,337916,337916,3.87,0.54354,712.5025,"September 08, 25",0.0054354,,,,,
2025-09-05,721.34,727,682,706.31,705.87,523800,523800,-15.03,-2.08,709.1625,"September 05, 25",-0.0208,,,,,
2025-09-04,706.95,724.59,701.88,723.95,723.5,343835,343835,17,2.4,714.3425,"September 04, 25",0.024,,,,,
2025-09-03,701.19,705.92,696.39,700.69,700.26,320666,320666,-0.5,-0.07130735,701.0475,"September 03, 25",-0.0007130735,,,,,
2025-09-02,687,700.23,670.19,698.61,698.18,363101,363101,11.61,1.69,689.0075,"September 02, 25",0.0169,,,,,
2025-08-29,729.06,729.06,691.45,703.38,702.94,375267,375267,-25.68,-3.52,713.2375,"August 29, 25",-0.0352,,,,,
2025-08-28,713.97,732.8,710.07,730.01,729.56,366394,366394,16.04,2.25,721.7125,"August 28, 25",0.0225,,,,,
2025-08-27,704.5,717.24,703,709.83,709.39,388109,388109,5.33,0.75656,708.6425,"August 27, 25",0.0075656,,,,,
2025-08-26,692.53,709,691.27,707.39,706.95,430206,430206,14.86,2.15,700.0475,"August 26, 25",0.0215,,,,,
2025-08-25,690.97,700,684.36,691.18,690.75,219063,219063,0.21,0.03039206,691.6275,"August 25, 25",0.0003039206,,,,,
2025-08-22,695.96,716.89,688.41,689.48,689.05,526212,526212,-6.48,-0.93109,697.685,"August 22, 25",-0.0093109,,,,,
2025-08-21,679.78,695.17,678.4,694,693.57,311834,311834,14.22,2.09,686.8375,"August 21, 25",0.0209,,,,,
2025-08-20,674.67,685.07,655.96,681.08,680.66,418900,418900,6.41,0.95009,674.195,"August 20, 25",0.0095009,,,,,
2025-08-19,692.82,694.39,681.58,683.93,683.51,372522,372522,-8.89,-1.28,688.18,"August 19, 25",-0.0128,,,,,
2025-08-18,680.86,695.76,678.4,695.76,695.33,266828,266828,14.9,2.19,687.695,"August 18, 25",0.0219,,,,,
2025-08-15,689.32,702,671.7,680.86,680.44,408945,408945,-8.46,-1.23,685.97,"August 15, 25",-0.0123,,,,,
2025-08-14,693.31,708.22,688.25,689.86,689.43,432748,432748,-3.45,-0.49761,694.91,"August 14, 25",-0.0049761,0.5,2025-08-25,2025-07-24,2025-08-14,0.5
2025-08-13,725.21,733.25,682.66,702.1,701.17,662209,662209,-23.11,-3.19,710.805,"August 13, 25",-0.0319,,,,,
2025-08-12,696.81,720,689.33,718.61,717.66,379798,379798,21.8,3.13,706.1875,"August 12, 25",0.0313,,,,,
2025-08-11,694.06,695.3,687.4,693.31,692.39,251900,251900,-0.75,-0.10806,692.5175,"August 11, 25",-0.0010806,,,,,
2025-08-08,699.51,708.73,684.07,691.76,690.85,376166,376166,-7.75,-1.11,696.0175,"August 08, 25",-0.0111,,,,,
2025-08-07,697.77,700,685,694.43,693.51,256878,256878,-3.34,-0.47867,694.3,"August 07, 25",-0.0047867,,,,,
2025-08-06,691.45,694.68,680.28,690.45,689.54,301794,301794,-1,-0.14462,689.215,"August 06, 25",-0.0014462,,,,,
2025-08-05,705,711,682.5,691.45,690.54,354100,354100,-13.55,-1.92,697.4875,"August 05, 25",-0.0192,,,,,
2025-08-04,706.72,706.72,684.69,699.16,698.24,412788,412788,-7.56,-1.07,699.3225,"August 04, 25",-0.0107,,,,,
2025-08-01,681.23,705.95,667.01,695.3,694.38,552425,552425,14.07,2.07,687.3725,"August 01, 25",0.0207,,,,,
2025-07-31,711.12,718.4,698.43,703.3,702.37,686604,686604,-7.82,-1.1,707.8125,"July 31, 25",-0.011,,,,,
2025-07-30,693.95,705.08,687.6,702.97,702.04,433747,433747,9.02,1.3,697.4,"July 30, 25",0.013,,,,,
2025-07-29,698.35,708.57,683,687.67,686.76,469503,469503,-10.68,-1.53,694.3975,"July 29, 25",-0.0153,,,,,
2025-07-28,697,709.4,677.62,692.97,692.06,736593,736593,-4.03,-0.57819,694.2475,"July 28, 25",-0.0057819,,,,,
2025-07-25,665.3,699.39,648.23,688.74,687.83,1254317,1254317,23.44,3.52,675.415,"July 25, 25",0.0352,,,,,
2025-07-24,551.75,565.02,543.25,562.83,562.09,511007,511007,11.08,2.01,555.7125,"July 24, 25",0.0201,,,,,
2025-07-23,538.73,554.96,538.26,547.91,547.19,340745,340745,9.18,1.7,544.965,"July 23, 25",0.017,,,,,
2025-07-22,544.25,544.25,513.99,532.14,531.44,385702,385702,-12.11,-2.23,533.6575,"July 22, 25",-0.0223,,,,,
2025-07-21,553.37,556.18,543.48,544.95,544.23,205246,205246,-8.42,-1.52,549.495,"July 21, 25",-0.0152,,,,,
2025-07-18,552.84,559.36,547.99,554.18,553.45,227200,227200,1.34,0.24238,553.5925,"July 18, 25",0.0024238,,,,,
2025-07-17,549.27,555.25,544.44,550.5,549.77,326423,326423,1.23,0.22393,549.865,"July 17, 25",0.0022393,,,,,
2025-07-16,541.75,549.83,535.62,546.63,545.91,303210,303210,4.88,0.90078,543.4575,"July 16, 25",0.0090078,,,,,
2025-07-15,550.31,550.31,535,539.02,538.31,241739,241739,-11.29,-2.05,543.66,"July 15, 25",-0.0205,,,,,
2025-07-14,539.5,549.2,534.48,542.95,542.23,316756,316756,3.45,0.63948,541.5325,"July 14, 25",0.0063948,,,,,
2025-07-11,532.6,543.04,530.02,539.5,538.79,263900,263900,6.9,1.3,536.29,"July 11, 25",0.013,,,,,
2025-07-10,535,539.46,517.03,533.77,533.07,359100,359100,-1.23,-0.22991,531.315,"July 10, 25",-0.0022991,,,,,
2025-07-09,535.67,541.27,529.24,535.02,534.31,407367,407367,-0.65,-0.12134,535.3,"July 09, 25",-0.0012134,,,,,
2025-07-08,540.9,544,519.99,527.42,526.72,382595,382595,-13.48,-2.49,533.0775,"July 08, 25",-0.0249,,,,,
2025-07-07,541.25,549.22,536.18,541.48,540.77,280769,280769,0.23,0.04249423,542.0325,"July 07, 25",0.0004249423,,,,,
2025-07-03,529.07,543.74,529.07,540.98,540.27,162349,162349,11.91,2.25,535.715,"July 03, 25",0.0225,,,,,
2025-07-02,518.74,531.48,517.58,529.9,529.2,284108,284108,11.16,2.15,524.425,"July 02, 25",0.0215,,,,,
2025-07-01,531.33,536.12,510,521.66,520.97,365900,365900,-9.67,-1.82,524.7775,"July 01, 25",-0.0182,,,,,
2025-06-30,535.1,541.54,530.66,536.21,535.5,424600,424600,1.11,0.20744,535.8775,"June 30, 25",0.0020744,,,,,
2025-06-27,520.42,536.44,517.28,535,534.29,503137,503137,14.58,2.8,527.285,"June 27, 25",0.028,,,,,
2025-06-26,513.77,517.92,512.18,516.08,515.4,246458,246458,2.31,0.44962,514.9875,"June 26, 25",0.0044962,,,,,
2025-06-25,516.96,520.23,507.57,507.6,506.93,222816,222816,-9.36,-1.81,513.09,"June 25, 25",-0.0181,,,,,
2025-06-24,509.28,516.29,504.75,513.32,512.64,317200,317200,4.04,0.79328,510.91,"June 24, 25",0.0079328,,,,,
2025-06-23,497.57,504.16,489.98,502.98,502.32,291800,291800,5.41,1.09,498.6725,"June 23, 25",0.0109,,,,,
2025-06-20,500.57,503.47,491.5,500.02,499.36,770925,770925,-0.55,-0.10987,498.89,"June 20, 25",-0.0010987,,,,,
2025-06-18,495.25,508.71,495.25,499.02,498.36,465409,465409,3.77,0.76123,499.5575,"June 18, 25",0.0076123,,,,,
2025-06-17,496.21,504.3,493.11,495.37,494.72,356800,356800,-0.84,-0.16928,497.2475,"June 17, 25",-0.0016928,,,,,
2025-06-16,497.89,511.09,497.14,500.91,500.25,258761,258761,3.02,0.60656,501.7575,"June 16, 25",0.0060656,,,,,
2025-06-13,495.83,499.4,489.54,492.72,492.07,335648,335648,-3.11,-0.62723,494.3725,"June 13, 25",-0.0062723,,,,,
2025-06-12,491.75,501.64,491.75,501.25,500.59,188100,188100,9.5,1.93,496.5975,"June 12, 25",0.0193,,,,,
2025-06-11,490.5,499.78,486.73,496.7,496.04,244711,244711,6.2,1.26,493.4275,"June 11, 25",0.0126,,,,,
2025-06-10,501.29,502.49,469.16,487.71,487.07,506501,506501,-13.58,-2.71,490.1625,"June 10, 25",-0.0271,,,,,
2025-06-09,509.14,509.91,497.22,501.33,500.67,502900,502900,-7.81,-1.53,504.4,"June 09, 25",-0.0153,,,,,
2025-06-06,505.67,511.28,500.17,510.52,509.85,340977,340977,4.85,0.95912,506.91,"June 06, 25",0.0095912,,,,,
2025-06-05,501,504.49,491.81,499.13,498.47,248839,248839,-1.87,-0.37325,499.1075,"June 05, 25",-0.0037325,,,,,
2025-06-04,495.89,502.7,493.59,498.63,497.97,271300,271300,2.74,0.55254,497.7025,"June 04, 25",0.0055254,,,,,
2025-06-03,480.31,498.86,480.31,496.78,496.12,426308,426308,16.47,3.43,489.065,"June 03, 25",0.0343,,,,,
2025-06-02,474.8,478.21,465.05,477.08,476.45,325238,325238,2.28,0.4802,473.785,"June 02, 25",0.004802,,,,,
2025-05-30,478,480.67,466.89,478.23,477.6,322400,322400,0.23,0.04811715,475.9475,"May 30, 25",0.0004811715,,,,,
2025-05-29,482.55,487.16,470.68,478.83,478.2,255050,255050,-3.72,-0.7709,479.805,"May 29, 25",-0.007709,,,,,
2025-05-28,486.52,488.13,474.22,476.92,476.29,431196,431196,-9.6,-1.97,481.4475,"May 28, 25",-0.0197,,,,,
2025-05-27,483.43,490.36,473.58,485.4,484.76,462600,462600,1.97,0.4075,483.1925,"May 27, 25",0.004075,,,,,
2025-05-23,452.68,475,452.65,471.5,470.88,261800,261800,18.82,4.16,462.9575,"May 23, 25",0.0416,,,,,
2025-05-22,461.47,468.02,452.04,462.24,461.63,306400,306400,0.77,0.16686,460.9425,"May 22, 25",0.0016686,,,,,
2025-05-21,465.13,476.72,462.43,465.25,464.64,243802,243802,0.12,0.02579924,467.3825,"May 21, 25",0.0002579924,,,,,
2025-05-20,467.98,475.67,467.98,472.57,471.95,287855,287855,4.59,0.98081,471.05,"May 20, 25",0.0098081,,,,,
2025-05-19,462.46,471.68,461.33,470.24,469.62,241820,241820,7.79,1.68,466.4275,"May 19, 25",0.0168,,,,,
2025-05-16,466.91,472.97,461.71,471.97,471.35,316405,316405,5.06,1.08,468.39,"May 16, 25",0.0108,0.45,2025-05-27,2025-04-24,2025-05-16,0.45
2025-05-15,464,470.01,460.94,463.37,462.31,445480,445480,-0.63,-0.13578,464.58,"May 15, 25",-0.0013578,,,,,
2025-05-14,474.36,475,465.29,467.51,466.44,527783,527783,-6.85,-1.44,470.54,"May 14, 25",-0.0144,,,,,
2025-05-13,455.41,471.74,453.44,465.23,464.16,557902,557902,9.82,2.16,461.455,"May 13, 25",0.0216,,,,,
2025-05-12,455.85,458.85,446.78,451.86,450.83,246500,246500,-3.99,-0.87529,453.335,"May 12, 25",-0.0087529,,,,,
2025-05-09,441.7,443.21,430.79,434.88,433.88,286300,286300,-6.82,-1.54,437.645,"May 09, 25",-0.0154,,,,,
2025-05-08,439.11,449.57,435.27,439.15,438.14,369073,369073,0.04,0.00910933,440.775,"May 08, 25",9.10933e-05,,,,,
2025-05-07,428.97,433.67,422.53,432.16,431.17,336100,336100,3.19,0.74364,429.3325,"May 07, 25",0.0074364,,,,,
2025-05-06,430.47,435.28,426.97,428.97,427.99,213430,213430,-1.5,-0.34846,430.4225,"May 06, 25",-0.0034846,,,,,
2025-05-05,428.56,438.4,428.56,435.29,434.29,318049,318049,6.73,1.57,432.7025,"May 05, 25",0.0157,,,,,
2025-05-02,420.88,439.33,420.88,432.1,431.11,444577,444577,11.22,2.67,428.2975,"May 02, 25",0.0267,,,,,
2025-05-01,410.31,429.35,408.96,418.05,417.09,640300,640300,7.74,1.89,416.6675,"May 01, 25",0.0189,,,,,
2025-04-30,382.07,397.92,380,397.55,396.64,416064,416064,15.48,4.05,389.385,"April 30, 25",0.0405,,,,,
2025-04-29,394.31,398.74,388.09,397.54,396.63,449348,449348,3.23,0.81915,394.67,"April 29, 25",0.0081915,,,,,
2025-04-28,395.08,404.78,386.46,394.4,393.5,529587,529587,-0.68,-0.17212,395.18,"April 28, 25",-0.0017212,,,,,
2025-04-25,385,412.5,384,397.43,396.52,1315739,1315739,12.43,3.23,394.7325,"April 25, 25",0.0323,,,,,
2025-04-24,355,378.91,355,376.21,375.35,481508,481508,21.21,5.97,366.28,"April 24, 25",0.0597,,,,,
2025-04-23,365.74,372.72,353.58,355.7,354.89,361087,361087,-10.04,-2.75,361.935,"April 23, 25",-0.0275,,,,,
2025-04-22,334,345.2,333.6,340.33,339.55,409793,409793,6.33,1.9,338.2825,"April 22, 25",0.019,,,,,
2025-04-21,345.09,350.02,321.95,328.17,327.42,351815,351815,-16.92,-4.9,336.3075,"April 21, 25",-0.049,,,,,
2025-04-17,350.42,354.99,341.3,347.95,347.15,336315,336315,-2.47,-0.70487,348.665,"April 17, 25",-0.0070487,,,,,
2025-04-16,348.18,354.3,341,349.16,348.36,289704,289704,0.98,0.28146,348.16,"April 16, 25",0.0028146,,,,,
2025-04-15,354.55,363.09,352.76,356.21,355.39,291600,291600,1.66,0.4682,356.6525,"April 15, 25",0.004682,,,,,
2025-04-14,353.26,362.11,344.61,351.6,350.79,308700,308700,-1.66,-0.46991,352.895,"April 14, 25",-0.0046991,,,,,
2025-04-11,337.4,349.38,331.97,348.77,347.97,330200,330200,11.37,3.37,341.88,"April 11, 25",0.0337,,,,,
2025-04-10,339.44,349.71,325.58,337.4,336.63,591657,591657,-2.04,-0.60099,338.0325,"April 10, 25",-0.0060099,,,,,
2025-04-09,318.51,365.55,306.19,356.77,355.95,796600,796600,38.26,12.01,336.755,"April 09, 25",0.1201,,,,,
2025-04-08,329.8,336.5,305.5,312.21,311.5,505700,505700,-17.59,-5.33,321.0025,"April 08, 25",-0.0533,,,,,
2025-04-07,281.68,323.84,281.52,312.13,311.42,928342,928342,30.45,10.81,299.7925,"April 07, 25",0.1081,,,,,
2025-04-04,296.7,301.37,276.44,296.51,295.83,782819,782819,-0.19,-0.06403775,292.755,"April 04, 25",-0.0006403775,,,,,
2025-04-03,315.28,322.95,306.65,311.37,310.66,643092,643092,-3.91,-1.24,314.0625,"April 03, 25",-0.0124,,,,,
2025-04-02,320.18,343.22,318.66,342.28,341.5,452970,452970,22.1,6.9,331.085,"April 02, 25",0.069,,,,,
2025-04-01,320.46,331.41,317.69,330,329.24,509076,509076,9.54,2.98,324.89,"April 01, 25",0.0298,,,,,
2025-03-31,312.79,322.93,303.24,322.33,321.59,820000,820000,9.54,3.05,315.3225,"March 31, 25",0.0305,,,,,
2025-03-28,328.45,332.75,319.73,324.11,323.37,675435,675435,-4.34,-1.32,326.26,"March 28, 25",-0.0132,,,,,
2025-03-27,342.85,343.53,329.5,332.28,331.52,668567,668567,-10.57,-3.08,337.04,"March 27, 25",-0.0308,,,,,
2025-03-26,371.77,374,345.3,345.61,344.82,603831,603831,-26.16,-7.04,359.17,"March 26, 25",-0.0704,,,,,
2025-03-25,377.86,381.53,365.18,373.06,372.21,370609,370609,-4.8,-1.27,374.4075,"March 25, 25",-0.0127,,,,,
2025-03-24,366.56,380.37,363.45,379.24,378.37,459035,459035,12.68,3.46,372.405,"March 24, 25",0.0346,,,,,
2025-03-21,350.57,356.33,346.21,352.15,351.34,714241,714241,1.58,0.45069,351.315,"March 21, 25",0.0045069,,,,,
2025-03-20,354.74,366.21,350.54,356.79,355.97,395000,395000,2.05,0.57789,357.07,"March 20, 25",0.0057789,,,,,
2025-03-19,342.65,364.64,339.51,357.53,356.71,592786,592786,14.88,4.34,351.0825,"March 19, 25",0.0434,,,,,
2025-03-18,342.2,343.56,335.04,339.3,338.52,481903,481903,-2.9,-0.84746,340.025,"March 18, 25",-0.0084746,,,,,
2025-03-17,339,354.24,339,346.35,345.56,340300,340300,7.35,2.17,344.6475,"March 17, 25",0.0217,,,,,
2025-03-14,335.65,345.05,335,341.13,340.35,395400,395400,5.48,1.63,339.2075,"March 14, 25",0.0163,,,,,
2025-03-13,334.92,340.36,323.92,327.25,326.5,381014,381014,-7.67,-2.29,331.6125,"March 13, 25",-0.0229,,,,,
2025-03-12,339.65,343.6,330.86,335.92,335.15,475600,475600,-3.73,-1.1,337.5075,"March 12, 25",-0.011,,,,,
2025-03-11,313.38,334.65,309.01,324.58,323.84,688700,688700,11.2,3.57,320.405,"March 11, 25",0.0357,,,,,
2025-03-10,311.8,319.25,305.97,313.26,312.54,671514,671514,1.46,0.46825,312.57,"March 10, 25",0.0046825,0.4,2025-03-21,2025-02-20,2025-03-10,0.4
2025-03-07,330.23,332.97,312.42,324.24,323.1,696600,696600,-5.99,-1.81,324.965,"March 07, 25",-0.0181,,,,,
2025-03-06,337.46,342.32,321.7,328.1,326.95,717431,717431,-9.36,-2.77,332.395,"March 06, 25",-0.0277,,,,,
2025-03-05,342.54,353.83,338.48,348.68,347.45,578844,578844,6.14,1.79,345.8825,"March 05, 25",0.0179,,,,,
