date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,close,change,vwap,low,open,high,unadjustedVolume,changePercent,changeOverTime,adjClose,volume
2025-03-07,"March 07, 25",,,,,,187.66,1.35,186.6075,183.95,186.31,188.51,825804,0.7246,0.007246,185.45,825804
2025-03-06,"March 06, 25",,,,,,187.48,0.13,187.385,186.26,187.35,188.45,651200,0.06938884,0.0006938884,185.27,651200
2025-03-05,"March 05, 25",,,,,,188.43,1.74,187.3825,185.31,186.69,189.1,1013900,0.93203,0.0093203,186.21,1013900
2025-03-04,"March 04, 25",,,,,,185.88,-0.35,186.0075,183.24,186.23,188.68,779008,-0.18794,-0.0018794,183.69,779008
2025-03-03,"March 03, 25",,,,,,188.53,-7.48,192.6725,188.11,196.01,198.04,617400,-3.82,-0.0382,186.31,617400
2025-02-28,"February 28, 25",,,,,,194.33,-0.46,194.085,191.62,194.79,195.6,687529,-0.23615,-0.0023615,192.04,687529
2025-02-27,"February 27, 25",,,,,,193.74,-2.1,195.5425,193.14,195.84,199.45,371413,-1.07,-0.0107,191.46,371413
2025-02-26,"February 26, 25",,,,,,195.8,-1.16,196.2225,195.17,196.96,196.96,332619,-0.58895,-0.0058895,193.49,332619
2025-02-25,"February 25, 25",,,,,,196.44,-0.23,196.6325,194.94,196.67,198.48,478300,-0.11695,-0.0011695,194.12,478300
2025-02-24,"February 24, 25",,,,,,196.62,2.8,194.9575,192.24,193.82,197.15,597046,1.44,0.0144,194.3,597046
2025-02-21,"February 21, 25",,,,,,192.98,-3.19,193.925,190.38,196.17,196.17,377300,-1.63,-0.0163,190.7,377300
2025-02-20,"February 20, 25",,,,,,196.07,-2.54,197.4525,195.16,198.61,199.97,388747,-1.28,-0.0128,193.76,388747
2025-02-19,"February 19, 25",,,,,,198.65,3.07,196.9175,194.44,195.58,199,418037,1.57,0.0157,196.31,418037
2025-02-18,"February 18, 25",,,,,,196.37,0.62,196.0225,194.82,195.75,197.15,512638,0.31673,0.0031673,194.05,512638
2025-02-14,"February 14, 25",,,,,,195.21,1.16,195.235,193.69,194.05,197.99,644036,0.59778,0.0059778,192.91,644036
2025-02-13,"February 13, 25",,,,,,193.03,-1.34,193.8,192.17,194.37,195.63,673900,-0.68941,-0.0068941,190.75,673900
2025-02-12,"February 12, 25",,,,,,193.54,1.53,192.6225,190.73,192.01,194.21,738200,0.79683,0.0079683,191.26,738200
2025-02-11,"February 11, 25",,,,,,194.89,-0.28,195.215,193.92,195.17,196.88,675619,-0.14346,-0.0014346,192.59,675619
2025-02-10,"February 10, 25",,,,,,196.45,-0.75,196.4125,194.8,197.2,197.2,658603,-0.38032,-0.0038032,194.13,658603
2025-02-07,"February 07, 25",,,,,,195.94,-4.38,197.515,193.48,200.32,200.32,856100,-2.19,-0.0219,193.63,856100
2025-02-06,"February 06, 25",,,,,,199.32,1.28,199.2275,197.42,198.04,202.13,1012421,0.64633,0.0064633,196.97,1012421
2025-02-05,"February 05, 25",,,,,,197.58,-10.58,202.4275,195.81,208.16,208.16,1477120,-5.08,-0.0508,195.25,1477120
2025-02-04,"February 04, 25",,,,,,218.65,0.24,218.92,218.07,218.41,220.55,602942,0.10989,0.0010989,216.07,602942
2025-02-03,"February 03, 25",,,,,,218.86,-1.63,219.41,217.19,220.49,221.1,565400,-0.73926,-0.0073926,216.28,565400
2025-01-31,"January 31, 25",,,,,,224.31,0.2,224.4925,223.5,224.11,226.05,384901,0.08924189,0.0008924189,221.67,384901
2025-01-30,"January 30, 25",,,,,,224.11,3.52,222.455,219.5,220.59,225.62,365000,1.6,0.016,221.47,365000
2025-01-29,"January 29, 25",,,,,,218.88,-1.85,220.09,218.75,220.73,222,322800,-0.83813,-0.0083813,216.3,322800
2025-01-28,"January 28, 25",,,,,,221.17,0.19,221.06,219.79,220.98,222.3,334800,0.08598063,0.0008598063,218.56,334800
2025-01-27,"January 27, 25",,,,,,221.42,1.71,220.715,219.71,219.71,222.02,346607,0.7783,0.007783,218.81,346607
2025-01-24,"January 24, 25",,,,,,219.97,-1.62,220.5175,218.36,221.59,222.15,278600,-0.73108,-0.0073108,217.38,278600
2025-01-23,"January 23, 25",,,,,,222.05,1.87,221.0575,218.8,220.18,223.2,375814,0.84931,0.0084931,219.43,375814
2025-01-22,"January 22, 25",,,,,,219.99,1.6,219.26,217.74,218.39,220.92,342400,0.73263,0.0073263,217.4,342400
2025-01-21,"January 21, 25",,,,,,219.66,2.06,218.585,217.02,217.6,220.06,350139,0.94669,0.0094669,217.07,350139
2025-01-17,"January 17, 25",0.69,0.69,2025-01-17,2025-01-31,2024-11-13,215.69,-4.31,218.2075,215.47,220,221.67,476300,-1.96,-0.0196,213.15,476300
2025-01-16,"January 16, 25",,,,,,217.27,1.84,216.1825,214.27,215.43,217.76,400300,0.85411,0.0085411,214.03,400300
2025-01-15,"January 15, 25",,,,,,214.53,-4.02,216.79,214.39,218.55,219.69,465707,-1.84,-0.0184,211.33,465707
2025-01-14,"January 14, 25",,,,,,214.54,3.65,212.7525,210.21,210.89,215.37,654700,1.73,0.0173,211.34,654700
2025-01-13,"January 13, 25",,,,,,210.03,4.94,207.5075,204.32,205.09,210.59,381600,2.41,0.0241,206.9,381600
2025-01-10,"January 10, 25",,,,,,206.02,-0.02,206.1575,205,206.04,207.57,511100,-0.00970685,-9.70685e-05,202.95,511100
2025-01-08,"January 08, 25",,,,,,208.79,2.1,207.7525,206.48,206.69,209.05,608947,1.02,0.0102,205.68,608947
2025-01-07,"January 07, 25",,,,,,208,-1.41,209.1475,207.12,209.41,212.06,652700,-0.67332,-0.0067332,204.9,652700
2025-01-06,"January 06, 25",,,,,,209.32,1.78,208.5125,207.2,207.54,209.99,609746,0.85767,0.0085767,206.2,609746
2025-01-03,"January 03, 25",,,,,,207.02,0.77,206.3775,204.41,206.25,207.83,304100,0.37333,0.0037333,203.93,304100
2025-01-02,"January 02, 25",,,,,,206.06,-4.61,208.45,205.67,210.67,211.4,379800,-2.19,-0.0219,202.99,379800
2024-12-31,"December 31, 24",,,,,,209.29,0.05,209.4225,208.41,209.24,210.75,255300,0.023896,0.00023896,206.17,255300
2024-12-30,"December 30, 24",,,,,,208.83,-0.89,208.8225,206.75,209.72,209.99,246600,-0.42438,-0.0042438,205.72,246600
2024-12-27,"December 27, 24",,,,,,211.11,-0.16,211.5025,210.2,211.27,213.43,166152,-0.07573248,-0.0007573248,207.96,166152
2024-12-26,"December 26, 24",,,,,,212.98,1.1,212.6275,211.29,211.88,214.36,401800,0.51916,0.0051916,209.8,401800
2024-12-24,"December 24, 24",,,,,,212.28,2.11,211.33,210.17,210.17,212.7,156300,1,0.01,209.11,156300
2024-12-23,"December 23, 24",,,,,,210.76,-0.32,211.195,210.41,211.08,212.53,424200,-0.1516,-0.001516,207.62,424200
2024-12-20,"December 20, 24",,,,,,212.38,2.88,210.6,206.97,209.5,213.55,1243751,1.37,0.0137,209.21,1243751
2024-12-19,"December 19, 24",,,,,,210.26,-2.52,212.14,210.11,212.78,215.41,766900,-1.18,-0.0118,207.13,766900
2024-12-18,"December 18, 24",,,,,,211.65,-10.95,217.2175,211.62,222.6,223,549300,-4.92,-0.0492,208.49,549300
2024-12-17,"December 17, 24",,,,,,222.19,-1.27,223.0525,221.66,223.46,224.9,898712,-0.56833,-0.0056833,218.88,898712
2024-12-16,"December 16, 24",,,,,,224.08,1.06,223.2475,221.33,223.02,224.56,1236141,0.47529,0.0047529,220.74,1236141
2024-12-13,"December 13, 24",,,,,,223,-1.11,223.5025,221.29,224.11,225.61,455777,-0.49529,-0.0049529,219.68,455777
2024-12-12,"December 12, 24",,,,,,224.98,-2.84,226.53,224.44,227.82,228.88,420018,-1.25,-0.0125,221.63,420018
2024-12-11,"December 11, 24",,,,,,228.17,-1.04,228.8,227.53,229.21,230.29,431600,-0.45373,-0.0045373,224.77,431600
2024-12-10,"December 10, 24",,,,,,227.95,-2.23,228.66,226.33,230.18,230.18,286516,-0.96881,-0.0096881,224.55,286516
2024-12-09,"December 09, 24",,,,,,229.65,-0.55,230.1225,228.89,230.2,231.75,378020,-0.23892,-0.0023892,226.23,378020
2024-12-06,"December 06, 24",,,,,,229.71,-0.41,230.2575,229.44,230.12,231.76,477412,-0.17817,-0.0017817,226.29,477412
2024-12-05,"December 05, 24",,,,,,228.45,-1.08,228.5925,226.06,229.53,230.33,799040,-0.47053,-0.0047053,225.04,799040
2024-12-04,"December 04, 24",,,,,,227.87,-2.02,228.655,226.8,229.89,230.06,571003,-0.87868,-0.0087868,224.47,571003
2024-12-03,"December 03, 24",,,,,,230.5,-1.43,230.7675,228.71,231.93,231.93,376722,-0.61657,-0.0061657,227.06,376722
2024-12-02,"December 02, 24",,,,,,231.81,0.87,230.9525,229.16,230.94,231.9,361400,0.37672,0.0037672,228.35,361400
2024-11-29,"November 29, 24",,,,,,230.63,0,230.87,229.91,230.63,232.31,268800,0,0,227.19,268800
2024-11-27,"November 27, 24",,,,,,231.1,-1.71,231.6325,229.47,232.81,233.15,728300,-0.7345,-0.007345,227.65,728300
2024-11-26,"November 26, 24",,,,,,232.02,-3.25,233.4975,231.05,235.27,235.65,482300,-1.38,-0.0138,228.56,482300
2024-11-25,"November 25, 24",,,,,,236.06,1.83,235.34,233.69,234.23,237.38,726612,0.78128,0.0078128,232.54,726612
2024-11-22,"November 22, 24",,,,,,232.5,4.06,230.585,228.32,228.44,233.08,410000,1.78,0.0178,229.03,410000
2024-11-21,"November 21, 24",,,,,,227.45,4.1,225.5625,223.15,223.35,228.3,507138,1.84,0.0184,224.06,507138
2024-11-20,"November 20, 24",,,,,,223.11,-1.07,222.855,219.95,224.18,224.18,465205,-0.4773,-0.004773,219.78,465205
2024-11-19,"November 19, 24",,,,,,223.61,-0.72,224.1775,222.79,224.33,225.98,685046,-0.32096,-0.0032096,220.28,685046
2024-11-18,"November 18, 24",,,,,,226.66,0.46,226.96,226.2,226.2,228.78,659600,0.20336,0.0020336,223.28,659600
2024-11-15,"November 15, 24",,,,,,227.83,-1.6,229.06,227.66,229.43,231.32,1896200,-0.69738,-0.0069738,224.43,1896200
2024-11-14,"November 14, 24",,,,,,229.39,-1.25,230.46,229.19,230.64,232.62,596344,-0.54197,-0.0054197,225.97,596344
2024-11-13,"November 13, 24",,,,,,231,3.86,229.13,226.86,227.14,231.52,780643,1.7,0.017,227.56,780643
2024-11-12,"November 12, 24",,,,,,227.97,-0.29,227.9525,226.6,228.26,228.98,377474,-0.12705,-0.0012705,224.57,377474
2024-11-11,"November 11, 24",,,,,,229.34,-0.34,229.595,227.84,229.68,231.52,369300,-0.14803,-0.0014803,225.92,369300
2024-11-08,"November 08, 24",,,,,,228.51,-0.17,228.92,227.51,228.68,230.98,488700,-0.07433969,-0.0007433969,225.1,488700
2024-11-07,"November 07, 24",,,,,,228.9,-6.32,231.9975,228.56,235.22,235.31,608700,-2.69,-0.0269,225.49,608700
2024-11-06,"November 06, 24",,,,,,234.9,0.51,235.1775,233.2,234.39,238.22,917500,0.21759,0.0021759,231.4,917500
2024-11-05,"November 05, 24",,,,,,224.71,6.34,221.825,218.26,218.37,225.96,839881,2.9,0.029,221.36,839881
2024-11-04,"November 04, 24",,,,,,219,1.4,219.115,216.68,217.6,223.18,638600,0.64338,0.0064338,215.73,638600
2024-11-01,"November 01, 24",,,,,,216.05,0.38,216.085,213.8,215.67,218.82,725543,0.1762,0.001762,212.83,725543
2024-10-31,"October 31, 24",,,,,,214.64,-4.73,217.3575,214.18,219.37,221.24,984611,-2.16,-0.0216,211.44,984611
2024-10-30,"October 30, 24",,,,,,218.64,9.07,213.335,206.04,209.57,219.09,1365067,4.33,0.0433,215.38,1365067
2024-10-29,"October 29, 24",,,,,,203.88,0.61,203.8975,203.01,203.27,205.43,452922,0.30009,0.0030009,200.84,452922
2024-10-28,"October 28, 24",,,,,,204.84,0.37,205.2975,204.47,204.47,207.41,398841,0.18096,0.0018096,201.79,398841
2024-10-25,"October 25, 24",,,,,,202.82,-1.9,203.775,202.36,204.72,205.2,268800,-0.9281,-0.009281,199.8,268800
2024-10-24,"October 24, 24",,,,,,203.48,-0.6,203.6925,202.08,204.08,205.13,462128,-0.294,-0.00294,200.45,462128
2024-10-23,"October 23, 24",,,,,,204.86,-2.71,206.405,204.7,207.57,208.49,275400,-1.31,-0.0131,201.81,275400
2024-10-22,"October 22, 24",,,,,,207.89,-0.9,208.1875,206.65,208.79,209.42,336200,-0.43106,-0.0043106,204.79,336200
2024-10-21,"October 21, 24",,,,,,209.29,-1.19,209.52,207.77,210.48,210.54,221300,-0.56537,-0.0056537,206.17,221300
2024-10-18,"October 18, 24",,,,,,210.53,-0.43,210.35,208.95,210.96,210.96,283800,-0.20383,-0.0020383,207.39,283800
2024-10-17,"October 17, 24",,,,,,209.88,-1.58,210.45,209,211.46,211.46,409200,-0.74719,-0.0074719,206.75,409200
2024-10-16,"October 16, 24",,,,,,210.6,-1.21,211.36,210.05,211.81,212.98,306421,-0.57127,-0.0057127,207.46,306421
2024-10-15,"October 15, 24",,,,,,211.72,-1.71,212.8,211.37,213.43,214.68,479700,-0.8012,-0.008012,208.56,479700
2024-10-14,"October 14, 24",,,,,,213.31,1.86,212.105,210.2,211.45,213.46,279952,0.87964,0.0087964,210.13,279952
2024-10-11,"October 11, 24",0.69,0.69,2024-10-11,2024-10-25,2024-09-18,211.49,3.51,210.0175,207.98,207.98,212.62,342021,1.69,0.0169,208.34,342021
2024-10-10,"October 10, 24",,,,,,208.45,1.96,207.56,206.49,206.49,208.81,360500,0.9492,0.009492,204.66,360500
2024-10-09,"October 09, 24",,,,,,207.74,-0.42,208.545,207.67,208.16,210.61,394138,-0.20177,-0.0020177,203.96,394138
2024-10-08,"October 08, 24",,,,,,208.41,0.16,208.4725,207.61,208.25,209.62,269600,0.07683073,0.0007683073,204.62,269600
2024-10-07,"October 07, 24",,,,,,208.58,-0.83,209.13,207.95,209.41,210.58,436074,-0.39635,-0.0039635,204.79,436074
2024-10-04,"October 04, 24",,,,,,211.1,-1.65,211.475,209.02,212.75,213.03,400903,-0.77556,-0.0077556,207.26,400903
2024-10-03,"October 03, 24",,,,,,210.85,-0.66,211.4525,209.23,211.51,214.22,472000,-0.31204,-0.0031204,207.02,472000
2024-10-02,"October 02, 24",,,,,,211.32,-1.19,212.41,211.24,212.51,214.57,508731,-0.55997,-0.0055997,207.48,508731
2024-10-01,"October 01, 24",,,,,,212.53,-1.54,212.78,210.45,214.07,214.07,358400,-0.71939,-0.0071939,208.67,358400
2024-09-30,"September 30, 24",,,,,,214.5,-0.47,214.245,212.14,214.97,215.37,619320,-0.21864,-0.0021864,210.6,619320
2024-09-27,"September 27, 24",,,,,,214.98,0.16,215.2075,213.63,214.82,217.4,403900,0.07448096,0.0007448096,211.07,403900
2024-09-26,"September 26, 24",,,,,,213.41,2.33,212.3525,210.92,211.08,214,675623,1.1,0.011,209.53,675623
2024-09-25,"September 25, 24",,,,,,209.04,-4.15,211.195,208.91,213.19,213.64,814637,-1.95,-0.0195,205.24,814637
2024-09-24,"September 24, 24",,,,,,212.48,1.7,211.5425,210.29,210.78,212.62,456631,0.80653,0.0080653,208.62,456631
2024-09-23,"September 23, 24",,,,,,210,1,209.53,208.64,209,210.48,526800,0.47847,0.0047847,206.18,526800
2024-09-20,"September 20, 24",,,,,,208.73,-1.19,209.18,207.2,209.92,210.87,3999200,-0.56688,-0.0056688,204.94,3999200
2024-09-19,"September 19, 24",,,,,,210.5,1.57,209.2825,206.86,208.93,210.84,509300,0.75145,0.0075145,206.67,509300
2024-09-18,"September 18, 24",,,,,,205.6,-0.07,206.055,204.15,205.67,208.8,449422,-0.0340351,-0.000340351,201.86,449422
2024-09-17,"September 17, 24",,,,,,204.69,1.5,204.215,202.68,203.19,206.3,495607,0.73823,0.0073823,200.97,495607
2024-09-16,"September 16, 24",,,,,,202.68,0.88,202.605,201.68,201.8,204.26,790238,0.43608,0.0043608,199,790238
2024-09-13,"September 13, 24",,,,,,199.78,1.01,199.515,198.6,198.77,200.91,420500,0.50812,0.0050812,196.15,420500
2024-09-12,"September 12, 24",,,,,,198.11,0.5,197.1875,194.6,197.61,198.43,437038,0.25302,0.0025302,194.51,437038
2024-09-11,"September 11, 24",,,,,,197.13,-0.05,196.0825,192.59,197.18,197.43,466200,-0.02535754,-0.0002535754,193.55,466200
2024-09-10,"September 10, 24",,,,,,197.55,-0.19,197.45,196.1,197.74,198.41,270538,-0.09608577,-0.0009608577,193.96,270538
2024-09-09,"September 09, 24",,,,,,197.17,0.39,196.8125,195.08,196.78,198.22,578800,0.19819,0.0019819,193.59,578800
2024-09-06,"September 06, 24",,,,,,195.14,-1.9,196.6075,194.78,197.04,199.47,374645,-0.96427,-0.0096427,191.59,374645
2024-09-05,"September 05, 24",,,,,,196.77,-3.59,198.405,195.8,200.36,200.69,557920,-1.79,-0.0179,193.19,557920
2024-09-04,"September 04, 24",,,,,,200.39,-2.62,201.5525,199.69,203.01,203.12,681902,-1.29,-0.0129,196.75,681902
2024-09-03,"September 03, 24",,,,,,202.89,-2.64,204.1775,202.07,205.53,206.22,822800,-1.28,-0.0128,199.2,822800
2024-08-30,"August 30, 24",,,,,,206.48,0.51,205.7625,203.86,205.97,206.74,501627,0.24761,0.0024761,202.73,501627
2024-08-29,"August 29, 24",,,,,,205.18,0.09,204.8475,203.4,205.09,205.72,362120,0.04388317,0.0004388317,201.45,362120
2024-08-28,"August 28, 24",,,,,,203.18,-0.32,203.4375,202.27,203.5,204.8,459840,-0.15725,-0.0015725,199.49,459840
2024-08-27,"August 27, 24",,,,,,203.59,-0.1,203.61,202.72,203.69,204.44,561827,-0.04909421,-0.0004909421,199.89,561827
2024-08-26,"August 26, 24",,,,,,203.96,-1.05,204.325,202.83,205.01,205.5,293102,-0.51217,-0.0051217,200.25,293102
2024-08-23,"August 23, 24",,,,,,203.9,3.19,202.115,199.83,200.71,204.02,332700,1.59,0.0159,200.19,332700
2024-08-22,"August 22, 24",,,,,,199.47,-2.94,200.675,198.26,202.41,202.56,608716,-1.45,-0.0145,195.84,608716
2024-08-21,"August 21, 24",,,,,,201.43,1.56,200.625,199.43,199.87,201.77,438344,0.78051,0.0078051,197.77,438344
2024-08-20,"August 20, 24",,,,,,199.02,0.13,198.78,197.22,198.89,199.99,383200,0.06536276,0.0006536276,195.4,383200
2024-08-19,"August 19, 24",,,,,,199.18,1.87,198.37,196.94,197.31,200.05,544444,0.94775,0.0094775,195.56,544444
2024-08-16,"August 16, 24",,,,,,196.58,1.89,195.8375,194.69,194.69,197.39,796502,0.97077,0.0097077,193.01,796502
2024-08-15,"August 15, 24",,,,,,195.24,-0.4,195.5575,194.69,195.64,196.66,374936,-0.20446,-0.0020446,191.69,374936
2024-08-14,"August 14, 24",,,,,,193.31,-0.48,193.4,192.21,193.79,194.29,525846,-0.24769,-0.0024769,189.8,525846
2024-08-13,"August 13, 24",,,,,,194.57,2.55,193.0575,190.86,192.02,194.78,396349,1.33,0.0133,191.03,396349
2024-08-12,"August 12, 24",,,,,,191.3,-2.7,192.6775,191.02,194,194.39,299941,-1.39,-0.0139,187.82,299941
2024-08-09,"August 09, 24",,,,,,194.34,0.13,193.9875,192.64,194.21,194.76,338200,0.06693785,0.0006693785,190.81,338200
2024-08-08,"August 08, 24",,,,,,194.86,2.94,193.3175,191.31,191.92,195.18,514500,1.53,0.0153,191.32,514500
2024-08-07,"August 07, 24",,,,,,190.56,-3.05,192.71,190.46,193.61,196.21,566720,-1.58,-0.0158,187.1,566720
2024-08-06,"August 06, 24",,,,,,192.12,-0.82,193.695,191.46,192.94,198.26,638500,-0.425,-0.00425,188.63,638500
2024-08-05,"August 05, 24",,,,,,192.21,0.17,191.8875,189.51,192.04,193.79,1028000,0.08852322,0.0008852322,188.72,1028000
2024-08-02,"August 02, 24",,,,,,194.12,0.03,194.24,192.12,194.09,196.63,786349,0.01545675,0.0001545675,190.59,786349
2024-08-01,"August 01, 24",,,,,,196.29,-9.2,200.3075,193.33,205.49,206.12,988700,-4.48,-0.0448,192.72,988700
2024-07-31,"July 31, 24",,,,,,208.48,-0.13,208.8375,207.55,208.61,210.71,464919,-0.06231724,-0.0006231724,204.69,464919
2024-07-30,"July 30, 24",,,,,,208.07,0.46,207.4225,205.11,207.61,208.9,352300,0.22157,0.0022157,204.29,352300
2024-07-29,"July 29, 24",,,,,,206.22,-0.41,206.6325,205.22,206.63,208.46,446922,-0.19842,-0.0019842,202.47,446922
2024-07-26,"July 26, 24",,,,,,206.46,2.04,205.6225,203.22,204.42,208.39,278603,0.99795,0.0099795,202.71,278603
2024-07-25,"July 25, 24",,,,,,203.08,3.32,201.7325,198.3,199.76,205.79,614400,1.66,0.0166,199.39,614400
2024-07-24,"July 24, 24",,,,,,198.71,-4.1,200.8025,198.36,202.81,203.33,665700,-2.02,-0.0202,195.1,665700
2024-07-23,"July 23, 24",,,,,,203.9,-2.46,205.02,203.46,206.36,206.36,426901,-1.19,-0.0119,200.19,426901
2024-07-22,"July 22, 24",,,,,,205.22,0.38,204.2775,201.48,204.84,205.57,566634,0.18551,0.0018551,201.49,566634
2024-07-19,"July 19, 24",,,,,,202.97,-3.71,204.6025,202.08,206.68,206.68,388800,-1.8,-0.018,199.28,388800
2024-07-18,"July 18, 24",,,,,,206.2,-2.58,208.1325,206.18,208.78,211.37,409645,-1.24,-0.0124,202.45,409645
2024-07-17,"July 17, 24",,,,,,210.5,0.13,210.915,209.56,210.37,213.23,562000,0.06179588,0.0006179588,206.67,562000
2024-07-16,"July 16, 24",,,,,,210.81,3.1,209.49,207.71,207.71,211.73,556000,1.49,0.0149,206.98,556000
2024-07-15,"July 15, 24",,,,,,206.69,2.27,205.875,204.4,204.42,207.99,497200,1.11,0.0111,202.93,497200
2024-07-12,"July 12, 24",0.69,0.69,2024-07-12,2024-07-26,2024-06-20,204.46,-0.26,204.8625,204.11,204.72,206.16,377110,-0.127,-0.00127,200.74,377110
2024-07-11,"July 11, 24",,,,,,203.48,3.65,201.8525,199.83,199.83,204.27,608700,1.83,0.0183,199.1,608700
2024-07-10,"July 10, 24",,,,,,198.44,3.19,196.7775,194.72,195.25,198.7,386818,1.63,0.0163,194.17,386818
2024-07-09,"July 09, 24",,,,,,195.24,0.23,195.0125,194.2,195.01,195.6,262500,0.11794,0.0011794,191.04,262500
2024-07-08,"July 08, 24",,,,,,195.64,-0.37,195.425,193.77,196.01,196.28,395532,-0.18877,-0.0018877,191.43,395532
2024-07-05,"July 05, 24",,,,,,194.69,-0.38,194.3475,192.56,195.07,195.07,632800,-0.1948,-0.001948,190.5,632800
2024-07-03,"July 03, 24",,,,,,195.14,-1.86,196.1075,195.1,197,197.19,276100,-0.94416,-0.0094416,190.94,276100
2024-07-02,"July 02, 24",,,,,,196.41,0.75,195.9625,195.06,195.66,196.72,570424,0.38332,0.0038332,192.18,570424
2024-07-01,"July 01, 24",,,,,,195.89,-6.39,198.95,195.35,202.28,202.28,648200,-3.16,-0.0316,191.67,648200
2024-06-28,"June 28, 24",,,,,,201.2,0.4,201.1375,199.21,200.8,203.34,721200,0.1992,0.001992,196.87,721200
2024-06-27,"June 27, 24",,,,,,200.15,1.13,199.1625,197.26,199.02,200.22,742548,0.56778,0.0056778,195.84,742548
2024-06-26,"June 26, 24",,,,,,199.12,0.12,199.1425,197.79,199,200.66,646200,0.06030151,0.0006030151,194.83,646200
2024-06-25,"June 25, 24",,,,,,199.99,-2.73,201.275,199.22,202.72,203.17,369708,-1.35,-0.0135,195.68,369708
2024-06-24,"June 24, 24",,,,,,204.5,0.8,204.345,202.69,203.7,206.49,475200,0.39273,0.0039273,200.1,475200
2024-06-21,"June 21, 24",,,,,,202.7,-0.68,202.79,200.54,203.38,204.54,939500,-0.33435,-0.0033435,198.34,939500
2024-06-20,"June 20, 24",,,,,,203.17,1.53,202.7325,201.32,201.64,204.8,461740,0.75878,0.0075878,198.8,461740
2024-06-18,"June 18, 24",,,,,,202.35,1.97,201.1825,199.6,200.38,202.4,321900,0.98313,0.0098313,197.99,321900
2024-06-17,"June 17, 24",,,,,,200.29,2.54,198.8,196.75,197.75,200.41,333800,1.28,0.0128,195.98,333800
2024-06-14,"June 14, 24",,,,,,198.23,-2.87,198.9575,194.4,201.1,202.1,371900,-1.43,-0.0143,193.96,371900
2024-06-13,"June 13, 24",,,,,,202.92,-2.03,203.6275,201,204.95,205.64,479739,-0.99049,-0.0099049,198.55,479739
2024-06-12,"June 12, 24",,,,,,205.79,0.76,205.775,205.03,205.03,207.25,496200,0.37068,0.0037068,201.36,496200
2024-06-11,"June 11, 24",,,,,,203.87,1.92,202.7325,201.23,201.95,203.88,399921,0.95073,0.0095073,199.48,399921
2024-06-10,"June 10, 24",,,,,,202.91,1.66,202.3025,201.24,201.25,203.81,362700,0.82484,0.0082484,198.54,362700
2024-06-07,"June 07, 24",,,,,,201.79,-1.05,202.7275,201.12,202.84,205.16,323600,-0.51765,-0.0051765,197.45,323600
2024-06-06,"June 06, 24",,,,,,203.4,-3.37,205.0725,203.27,206.77,206.85,386564,-1.63,-0.0163,199.02,386564
2024-06-05,"June 05, 24",,,,,,207.54,0.74,206.8325,204.94,206.8,208.05,460111,0.35783,0.0035783,203.07,460111
2024-06-04,"June 04, 24",,,,,,206.1,0.39,206.185,205.2,205.71,207.73,550038,0.18959,0.0018959,201.66,550038
2024-06-03,"June 03, 24",,,,,,206.11,-2.56,207.23,203.82,208.67,210.32,581942,-1.23,-0.0123,201.67,581942
2024-05-31,"May 31, 24",,,,,,208.64,3,207.0175,204.86,205.64,208.93,1374730,1.46,0.0146,204.15,1374730
2024-05-30,"May 30, 24",,,,,,205.2,-2.71,206.7425,204.84,207.91,209.02,1136323,-1.3,-0.013,200.78,1136323
2024-05-29,"May 29, 24",,,,,,207.31,-2.15,208.4675,207.1,209.46,210,378800,-1.03,-0.0103,202.85,378800
2024-05-28,"May 28, 24",,,,,,211.24,-3.85,213.145,210.81,215.09,215.44,442307,-1.79,-0.0179,206.69,442307
2024-05-24,"May 24, 24",,,,,,215.15,-0.93,215.26,213.73,216.08,216.08,494000,-0.4304,-0.004304,210.52,494000
2024-05-23,"May 23, 24",,,,,,215.54,-1.91,216.3775,215.07,217.45,217.45,419727,-0.87836,-0.0087836,210.9,419727
2024-05-22,"May 22, 24",,,,,,217.99,0.49,218,217.1,217.5,219.41,678940,0.22529,0.0022529,213.3,678940
2024-05-21,"May 21, 24",,,,,,217.12,-2.05,218.3275,216.53,219.17,220.49,308247,-0.93535,-0.0093535,212.45,308247
2024-05-20,"May 20, 24",,,,,,219.79,-2.73,221.2825,219.33,222.52,223.49,380747,-1.23,-0.0123,215.06,380747
2024-05-17,"May 17, 24",,,,,,222.33,-0.74,222.5075,221.4,223.07,223.23,215800,-0.33173,-0.0033173,217.54,215800
2024-05-16,"May 16, 24",0.69,0.69,2024-05-17,2024-05-31,2024-05-07,222.24,-1.1,222.7275,221.53,223.34,223.8,202244,-0.49252,-0.0049252,217.46,202244
2024-05-15,"May 15, 24",,,,,,224.2,-1.82,224.9275,223.47,226.02,226.02,284200,-0.80524,-0.0080524,218.7,284200
2024-05-14,"May 14, 24",,,,,,224.66,-1.93,225.4225,223.85,226.59,226.59,310300,-0.85176,-0.0085176,219.15,310300
2024-05-13,"May 13, 24",,,,,,225.42,-1.39,226.2475,224.88,226.81,227.88,464400,-0.61285,-0.0061285,219.89,464400
2024-05-10,"May 10, 24",,,,,,226.16,2.6,224.785,222.2,223.56,227.22,763133,1.16,0.0116,220.61,763133
2024-05-09,"May 09, 24",,,,,,222.74,0.13,222.46,220.86,222.61,223.63,680008,0.0583981,0.000583981,217.28,680008
2024-05-08,"May 08, 24",,,,,,222.07,0.73,221.84,221.1,221.34,222.85,339105,0.32981,0.0032981,216.62,339105
