date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,close,volume,high,unadjustedVolume,changePercent,vwap,low,adjClose,change,open,changeOverTime
2024-05-08,"May 08, 24",,,,,,132.99,676500,135.92,676500,-2.11,134.415,132.9,125.09,-2.86,135.85,-0.0211
2024-05-07,"May 07, 24",,,,,,136.19,648319,138.2,648319,-1.37,137.1,135.93,128.1,-1.89,138.08,-0.0137
2024-05-06,"May 06, 24",,,,,,136.82,1078690,137.03,1078690,1.66,135.555,133.79,128.7,2.24,134.58,0.0166
2024-05-03,"May 03, 24",,,,,,133,1071007,134.54,1071007,-0.08263842,133.285,132.49,125.1,-0.11,133.11,-0.0008263842
2024-05-02,"May 02, 24",,,,,,131.68,1451643,131.72,1451643,1.35,130.14,127.24,123.86,1.76,129.92,0.0135
2024-05-01,"May 01, 24",,,,,,130.62,943513,132,943513,0.62399,130.425,129.27,122.87,0.81,129.81,0.0062399
2024-04-30,"April 30, 24",,,,,,130,1025700,131.82,1025700,0.26222,130.285,129.66,122.28,0.34,129.66,0.0026222
2024-04-29,"April 29, 24",,,,,,131.13,942224,131.67,942224,0.8227,130.73,130.06,123.34,1.07,130.06,0.008227
2024-04-26,"April 26, 24",,,,,,129.23,874720,129.78,874720,1.35,128.5075,127.51,121.56,1.72,127.51,0.0135
2024-04-25,"April 25, 24",,,,,,127.2,863200,128.31,863200,-0.29004,127.445,126.7,119.65,-0.37,127.57,-0.0029004
2024-04-24,"April 24, 24",,,,,,128.4,495023,128.85,495023,1.61,127.4025,125.99,120.78,2.03,126.37,0.0161
2024-04-23,"April 23, 24",,,,,,127.49,708009,128.75,708009,0.03923415,127.7125,127.17,119.92,0.05,127.44,0.0003923415
2024-04-22,"April 22, 24",,,,,,127.47,486341,128.21,486341,0.96634,126.87,125.55,119.9,1.22,126.25,0.0096634
2024-04-19,"April 19, 24",,,,,,126.08,564700,126.37,564700,0.72701,125.6975,125.17,118.59,0.91,125.17,0.0072701
2024-04-18,"April 18, 24",,,,,,124.62,1016613,125.7,1016613,-0.25612,124.8175,124.01,117.22,-0.32,124.94,-0.0025612
2024-04-17,"April 17, 24",,,,,,124.8,1375936,126.83,1375936,0.77519,124.8275,123.84,117.39,0.96,123.84,0.0077519
2024-04-16,"April 16, 24",,,,,,123.79,579340,126.23,579340,-1.82,124.96,123.73,116.44,-2.3,126.09,-0.0182
2024-04-15,"April 15, 24",,,,,,126.63,406730,129.45,406730,-1.88,127.765,125.93,119.11,-2.42,129.05,-0.0188
2024-04-12,"April 12, 24",1.47,1.47,2024-04-15,2024-04-30,2024-03-19,128.13,572651,130.2,572651,-1.22,128.91,127.6,120.52,-1.58,129.71,-0.0122
2024-04-11,"April 11, 24",,,,,,131.99,647800,133.96,647800,-1.47,132.7175,130.96,122.77,-1.97,133.96,-0.0147
2024-04-10,"April 10, 24",,,,,,132.95,801400,133.85,801400,0.00752219,132.7675,131.33,123.66,0.01,132.94,7.52219e-05
2024-04-09,"April 09, 24",,,,,,135.38,1096700,136.39,1096700,1.48,134.615,133.28,125.92,1.97,133.41,0.0148
2024-04-08,"April 08, 24",,,,,,132.72,1128600,133.44,1128600,3,130.825,128.28,123.45,3.86,128.86,0.03
2024-04-05,"April 05, 24",,,,,,127.1,668600,127.64,668600,0.60951,126.615,125.39,118.22,0.77,126.33,0.0060951
2024-04-04,"April 04, 24",,,,,,126.83,637639,130.22,637639,-2.32,128.36,126.55,117.97,-3.01,129.84,-0.0232
2024-04-03,"April 03, 24",,,,,,128.45,758136,128.67,758136,1.25,127.575,126.32,119.48,1.59,126.86,0.0125
2024-04-02,"April 02, 24",,,,,,127.45,598710,128.07,598710,-0.1019,127.4375,126.65,118.55,-0.13,127.58,-0.001019
2024-04-01,"April 01, 24",,,,,,128.7,577500,131.63,577500,-2.08,130.1175,128.7,119.71,-2.74,131.44,-0.0208
2024-03-28,"March 28, 24",,,,,,131.58,741936,132.34,741936,0.0608365,131.675,131.28,122.39,0.08,131.5,0.000608365
2024-03-27,"March 27, 24",,,,,,130.8,693815,132.06,693815,0.4917,130.795,130.16,121.66,0.64,130.16,0.004917
2024-03-26,"March 26, 24",,,,,,128.83,549819,130.31,549819,-1.01,129.5025,128.73,119.83,-1.31,130.14,-0.0101
2024-03-25,"March 25, 24",,,,,,130,311546,131.65,311546,-0.8693,130.6825,129.94,120.92,-1.14,131.14,-0.008693
2024-03-22,"March 22, 24",,,,,,130.85,485800,133.16,485800,-1.66,131.8525,130.34,121.71,-2.21,133.06,-0.0166
2024-03-21,"March 21, 24",,,,,,132.94,656008,133.92,656008,0.88025,132.575,131.66,123.65,1.16,131.78,0.0088025
2024-03-20,"March 20, 24",,,,,,131.29,815100,132.12,815100,0.87591,130.7775,129.55,122.12,1.14,130.15,0.0087591
2024-03-19,"March 19, 24",,,,,,130.4,557716,130.65,557716,0.246,129.945,128.65,121.29,0.32,130.08,0.00246
2024-03-18,"March 18, 24",,,,,,129.79,546000,130.84,546000,-0.33786,130.06,129.38,120.72,-0.44,130.23,-0.0033786
2024-03-15,"March 15, 24",,,,,,130.34,1167800,131.04,1167800,1.3,129.68,128.67,121.24,1.67,128.67,0.013
2024-03-14,"March 14, 24",,,,,,130.27,616809,131.7,616809,-0.82978,130.45,128.47,121.17,-1.09,131.36,-0.0082978
2024-03-13,"March 13, 24",,,,,,131.95,616728,133.44,616728,-0.05302227,132.28,131.71,122.73,-0.07,132.02,-0.0005302227
2024-03-12,"March 12, 24",,,,,,132.36,816200,134.85,816200,-1.73,133.2275,131.01,123.11,-2.33,134.69,-0.0173
2024-03-11,"March 11, 24",,,,,,134.97,574934,136.05,574934,-0.02962744,135.1675,134.64,125.54,-0.04,135.01,-0.0002962744
2024-03-08,"March 08, 24",,,,,,134.91,676928,135.12,676928,0.71669,134.185,132.76,125.49,0.96,133.95,0.0071669
2024-03-07,"March 07, 24",,,,,,132.69,819539,132.79,819539,1.7,131.585,130.39,123.42,2.22,130.47,0.017
2024-03-06,"March 06, 24",,,,,,129.95,579005,130.68,579005,0.0153929,129.945,129.22,120.87,0.02,129.93,0.000153929
2024-03-05,"March 05, 24",,,,,,128.91,667700,130.03,667700,0.06209734,129.025,128.33,119.91,0.08,128.83,0.0006209734
2024-03-04,"March 04, 24",,,,,,129.3,1089639,129.56,1089639,1.6,127.775,124.98,120.27,2.04,127.26,0.016
2024-03-01,"March 01, 24",,,,,,127.63,786700,127.71,786700,1.66,126.3,124.31,118.72,2.08,125.55,0.0166
2024-02-29,"February 29, 24",,,,,,125.68,1478501,127.21,1478501,-0.94578,126.2875,125.38,116.9,-1.2,126.88,-0.0094578
2024-02-28,"February 28, 24",,,,,,125.83,667400,127.29,667400,1.52,125.21,123.77,117.04,1.88,123.95,0.0152
2024-02-27,"February 27, 24",,,,,,124.89,689520,125.96,689520,-0.1519,125.0425,124.24,116.17,-0.19,125.08,-0.001519
2024-02-26,"February 26, 24",,,,,,123.7,775954,126.33,775954,-1.79,124.8025,123.23,115.06,-2.25,125.95,-0.0179
2024-02-23,"February 23, 24",,,,,,126.32,465600,127.48,465600,-0.10281,126.5,125.75,117.5,-0.13,126.45,-0.0010281
2024-02-22,"February 22, 24",,,,,,126.59,611254,128.47,611254,-1.46,127.51,126.51,117.75,-1.88,128.47,-0.0146
2024-02-21,"February 21, 24",,,,,,127.67,420100,127.96,420100,0.63057,127.2375,126.45,118.75,0.8,126.87,0.0063057
2024-02-20,"February 20, 24",,,,,,126.62,768015,129.69,768015,-1.84,127.9075,126.32,117.78,-2.38,129,-0.0184
2024-02-16,"February 16, 24",,,,,,129.17,1027600,130.12,1027600,-0.26253,129.19,127.96,120.15,-0.34,129.51,-0.0026253
2024-02-15,"February 15, 24",,,,,,129.51,775744,129.58,775744,2.53,127.9325,126.32,120.46,3.19,126.32,0.0253
2024-02-14,"February 14, 24",,,,,,125.09,820200,125.73,820200,1.1,124.4975,123.44,116.35,1.36,123.73,0.011
2024-02-13,"February 13, 24",,,,,,123.35,1032635,123.5,1032635,0.37432,122.8125,121.51,114.73,0.46,122.89,0.0037432
2024-02-12,"February 12, 24",,,,,,125.47,729425,126.46,729425,0.56103,125.2775,124.41,116.71,0.7,124.77,0.0056103
2024-02-09,"February 09, 24",,,,,,124.52,1076238,124.95,1076238,0.41126,124.2125,123.37,115.82,0.51,124.01,0.0041126
2024-02-08,"February 08, 24",,,,,,124.48,1437000,126.01,1437000,-0.52741,124.415,122.03,115.79,-0.66,125.14,-0.0052741
2024-02-07,"February 07, 24",,,,,,125.18,1030700,125.93,1030700,-0.32646,125.1175,123.77,116.44,-0.41,125.59,-0.0032646
2024-02-06,"February 06, 24",,,,,,125.58,994700,126.05,994700,0.84317,125.105,124.26,116.81,1.05,124.53,0.0084317
2024-02-05,"February 05, 24",,,,,,124.84,944200,126.8,944200,-1.26,125.7275,124.84,116.12,-1.59,126.43,-0.0126
2024-02-02,"February 02, 24",,,,,,128,1198500,129.02,1198500,0.81122,127.49,125.97,119.06,1.03,126.97,0.0081122
2024-02-01,"February 01, 24",,,,,,127.92,1793717,128.15,1793717,1.44,126.7825,124.95,118.98,1.81,126.11,0.0144
2024-01-31,"January 31, 24",,,,,,126.38,2167447,131.02,2167447,-3.23,128.5325,126.13,117.55,-4.22,130.6,-0.0323
2024-01-30,"January 30, 24",,,,,,129.97,713459,131.21,713459,-0.29152,130.2275,129.38,120.89,-0.38,130.35,-0.0029152
2024-01-29,"January 29, 24",,,,,,130.9,810300,131.73,810300,-0.04581552,130.9325,130.14,121.76,-0.06,130.96,-0.0004581552
2024-01-26,"January 26, 24",,,,,,130.84,1129241,132.38,1129241,-1.16,131.3475,129.79,121.7,-1.54,132.38,-0.0116
2024-01-25,"January 25, 24",,,,,,131.98,1475427,135.61,1475427,-2.03,133.4275,131.41,122.76,-2.73,134.71,-0.0203
2024-01-24,"January 24, 24",,,,,,134.06,1431000,137.3,1431000,-1.56,135.3675,133.92,124.7,-2.13,136.19,-0.0156
2024-01-23,"January 23, 24",,,,,,135.61,1599100,136.92,1599100,-0.58647,135.87,134.54,126.14,-0.8,136.41,-0.0058647
2024-01-22,"January 22, 24",,,,,,135.91,1183700,137.34,1183700,0.1769,136.1475,135.67,126.42,0.24,135.67,0.001769
2024-01-19,"January 19, 24",,,,,,135.24,1528700,136,1528700,2.55,133.715,131.74,125.79,3.36,131.88,0.0255
2024-01-18,"January 18, 24",,,,,,131.46,1225119,133.73,1225119,-0.91951,132.3225,131.42,122.28,-1.22,132.68,-0.0091951
2024-01-17,"January 17, 24",,,,,,133,1446048,135.83,1446048,-0.69439,133.51,131.28,123.71,-0.93,133.93,-0.0069439
2024-01-16,"January 16, 24",,,,,,135.47,1653228,136.29,1653228,0.75865,135.0175,133.86,126.01,1.02,134.45,0.0075865
2024-01-12,"January 12, 24",,,,,,134.03,683738,136.24,683738,-0.98257,134.855,133.79,124.67,-1.33,135.36,-0.0098257
2024-01-11,"January 11, 24",1.47,1.47,2024-01-12,2024-01-31,2023-12-12,133.94,1432967,134.14,1432967,2.86,131.9,129.31,124.58,3.73,130.21,0.0286
2024-01-10,"January 10, 24",,,,,,132.58,811200,133.25,811200,-0.25579,132.67,131.93,121.95,-0.34,132.92,-0.0025579
2024-01-09,"January 09, 24",,,,,,132.39,720300,133.31,720300,0.05290206,132.335,131.32,121.77,0.07,132.32,0.0005290206
2024-01-08,"January 08, 24",,,,,,133.49,773418,133.96,773418,1.64,132.445,131,122.79,2.16,131.33,0.0164
2024-01-05,"January 05, 24",,,,,,131.78,779723,132.93,779723,0.43442,131.5825,130.41,121.21,0.57,131.21,0.0043442
2024-01-04,"January 04, 24",,,,,,132.16,784256,133.92,784256,0.37977,132.2775,131.37,121.56,0.5,131.66,0.0037977
2024-01-03,"January 03, 24",,,,,,132.2,724929,134.85,724929,-1.93,133.4725,132.04,121.6,-2.6,134.8,-0.0193
2024-01-02,"January 02, 24",,,,,,135.84,647400,136.19,647400,1.73,134.7475,133.43,124.95,2.31,133.53,0.0173
2023-12-29,"December 29, 23",,,,,,134.46,614234,136.3,614234,-1.05,135.265,134.41,123.68,-1.43,135.89,-0.0105
2023-12-28,"December 28, 23",,,,,,136.55,575100,136.65,575100,1.9,135.29,133.96,125.6,2.55,134,0.019
2023-12-27,"December 27, 23",,,,,,134.31,632711,134.97,632711,0.23134,134.1775,133.43,123.54,0.31,134,0.0023134
2023-12-26,"December 26, 23",,,,,,134.06,335400,134.51,335400,0.55506,133.7575,133.14,123.31,0.74,133.32,0.0055506
2023-12-22,"December 22, 23",,,,,,133.12,817325,134.39,817325,0.09022556,133.3175,132.76,122.45,0.12,133,0.0009022556
2023-12-21,"December 21, 23",,,,,,132.03,1513889,133.88,1513889,-0.84116,132.5025,130.95,121.44,-1.12,133.15,-0.0084116
2023-12-20,"December 20, 23",,,,,,132.13,1207900,135.1,1207900,-1.76,133.3975,131.86,121.54,-2.37,134.5,-0.0176
2023-12-19,"December 19, 23",,,,,,134.77,819018,136.42,819018,-0.6707,135.2625,134.18,123.96,-0.91,135.68,-0.006707
2023-12-18,"December 18, 23",,,,,,135.43,802121,135.67,802121,0.1553,135.1325,134.21,124.57,0.21,135.22,0.001553
2023-12-15,"December 15, 23",,,,,,134.52,1552909,137.59,1552909,-2.22,135.8125,133.57,123.73,-3.05,137.57,-0.0222
2023-12-14,"December 14, 23",,,,,,138.45,1241800,139.89,1241800,1.76,137.61,136.05,127.35,2.4,136.05,0.0176
2023-12-13,"December 13, 23",,,,,,133.61,1511913,134.78,1511913,4,131.235,128.08,122.9,5.14,128.47,0.04
2023-12-12,"December 12, 23",,,,,,127.63,1433327,128,1433327,1.33,126.6725,125.11,117.4,1.68,125.95,0.0133
2023-12-11,"December 11, 23",,,,,,126.43,1013134,127.1,1013134,-0.02372292,126.395,125.59,116.29,-0.03,126.46,-0.0002372292
2023-12-08,"December 08, 23",,,,,,127.13,633612,128.01,633612,0.3473,127.09,126.53,116.94,0.44,126.69,0.003473
2023-12-07,"December 07, 23",,,,,,127.18,637310,127.76,637310,-0.03929891,127.1225,126.32,116.98,-0.05,127.23,-0.0003929891
2023-12-06,"December 06, 23",,,,,,127.13,1073746,128.82,1073746,0.32355,127.3475,126.72,116.94,0.41,126.72,0.0032355
2023-12-05,"December 05, 23",,,,,,126.45,738061,126.6,738061,0.20604,125.95,124.56,116.31,0.26,126.19,0.0020604
2023-12-04,"December 04, 23",,,,,,126.83,888539,127.01,888539,0.81876,126.2325,125.29,116.66,1.03,125.8,0.0081876
2023-12-01,"December 01, 23",,,,,,126.79,1013800,128.04,1013800,1.68,125.9225,124.17,116.62,2.1,124.69,0.0168
2023-11-30,"November 30, 23",,,,,,124.48,1137300,124.71,1137300,0.56552,123.9975,123.02,114.5,0.7,123.78,0.0056552
2023-11-29,"November 29, 23",,,,,,123.86,630800,126.46,630800,-0.97538,124.79,123.76,113.93,-1.22,125.08,-0.0097538
2023-11-28,"November 28, 23",,,,,,123.99,1212447,124.58,1212447,1.7,123.0025,121.52,114.05,2.07,121.92,0.017
2023-11-27,"November 27, 23",,,,,,122.22,640013,123.02,640013,-0.1389,122.35,121.77,112.42,-0.17,122.39,-0.001389
2023-11-24,"November 24, 23",,,,,,122.67,247141,122.81,247141,0.44215,122.2475,121.38,112.83,0.54,122.13,0.0044215
2023-11-22,"November 22, 23",,,,,,122.29,1062830,123.2,1062830,-0.71446,122.5475,121.53,112.48,-0.88,123.17,-0.0071446
2023-11-21,"November 21, 23",,,,,,121.56,727700,122.93,727700,-0.4993,121.9125,120.99,111.81,-0.61,122.17,-0.004993
2023-11-20,"November 20, 23",,,,,,122.55,979800,122.75,979800,0.93065,121.76,120.32,112.72,1.13,121.42,0.0093065
2023-11-17,"November 17, 23",,,,,,121.42,1775917,123.27,1775917,-1.5,122.205,120.86,111.68,-1.85,123.27,-0.015
2023-11-16,"November 16, 23",,,,,,121.8,719582,124.34,719582,-1.5,122.895,121.78,112.03,-1.86,123.66,-0.015
2023-11-15,"November 15, 23",,,,,,123.16,1192052,125.44,1192052,-0.79742,123.86,122.69,113.29,-0.99,124.15,-0.0079742
2023-11-14,"November 14, 23",,,,,,124.15,1383432,126.47,1383432,0.76293,124.1675,122.84,114.2,0.94,123.21,0.0076293
2023-11-13,"November 13, 23",,,,,,119.59,964742,122.27,964742,-1.69,120.555,118.72,110,-2.05,121.64,-0.0169
2023-11-10,"November 10, 23",,,,,,122.72,1836624,123.04,1836624,1.52,121.5775,119.67,112.88,1.84,120.88,0.0152
2023-11-09,"November 09, 23",,,,,,119.78,819128,121.49,819128,-1.36,120.57,119.58,110.18,-1.65,121.43,-0.0136
2023-11-08,"November 08, 23",,,,,,120.95,536728,121.45,536728,0.4902,120.685,119.98,111.25,0.59,120.36,0.004902
2023-11-07,"November 07, 23",,,,,,119.59,764842,121.92,764842,-1.91,120.53,118.69,110,-2.33,121.92,-0.0191
2023-11-06,"November 06, 23",,,,,,121.76,826300,123.97,826300,-1.29,122.4875,120.87,112,-1.59,123.35,-0.0129
2023-11-03,"November 03, 23",,,,,,124.26,1021643,126.53,1021643,0.8522,124.275,123.1,114.3,1.05,123.21,0.008522
2023-11-02,"November 02, 23",,,,,,120.78,768428,121.67,768428,0.70875,120.355,119.04,111.1,0.85,119.93,0.0070875
2023-11-01,"November 01, 23",,,,,,117.58,836500,118,836500,-0.11893,117.215,115.56,108.15,-0.14,117.72,-0.0011893
2023-10-31,"October 31, 23",,,,,,118.15,1209000,118.43,1209000,0.76759,117.3925,115.74,108.68,0.9,117.25,0.0076759
2023-10-30,"October 30, 23",,,,,,117.51,1310232,119.38,1310232,-0.99419,117.8425,115.79,108.09,-1.18,118.69,-0.0099419
2023-10-27,"October 27, 23",,,,,,117.57,1625123,122.33,1625123,-3.89,119.8775,117.28,108.14,-4.76,122.33,-0.0389
2023-10-26,"October 26, 23",,,,,,121.81,1655300,127.03,1655300,-4.08,124.175,120.87,112.04,-5.17,126.99,-0.0408
2023-10-25,"October 25, 23",,,,,,127.38,782718,129.4,782718,-1.1,128.1775,127.13,117.17,-1.42,128.8,-0.011
2023-10-24,"October 24, 23",,,,,,129.78,797142,129.84,797142,1.52,128.7225,127.43,119.37,1.94,127.84,0.0152
2023-10-23,"October 23, 23",,,,,,127.37,647672,129.09,647672,-0.19589,127.7225,126.81,117.16,-0.25,127.62,-0.0019589
2023-10-20,"October 20, 23",,,,,,128.63,827405,131.94,827405,-2.06,130.12,128.58,118.32,-2.7,131.33,-0.0206
2023-10-19,"October 19, 23",,,,,,130.9,678500,133.76,678500,-0.16779,131.6325,130.75,120.4,-0.22,131.12,-0.0016779
2023-10-18,"October 18, 23",,,,,,131.95,782200,133.44,782200,-0.92356,132.5525,131.64,121.37,-1.23,133.18,-0.0092356
2023-10-17,"October 17, 23",,,,,,133.85,568140,134.19,568140,1.75,132.785,131.55,123.12,2.3,131.55,0.0175
2023-10-16,"October 16, 23",,,,,,132.7,552300,133.24,552300,0.54554,132.145,130.66,122.06,0.72,131.98,0.0054554
2023-10-13,"October 13, 23",,,,,,131.42,526780,132.64,526780,-0.80012,131.8725,130.95,120.88,-1.06,132.48,-0.0080012
2023-10-12,"October 12, 23",1.4,1.4,2023-10-13,2023-10-31,2023-09-12,131.72,601346,132.72,601346,-0.36309,131.9225,131.05,121.16,-0.48,132.2,-0.0036309
2023-10-11,"October 11, 23",,,,,,134.02,780415,134.49,780415,0.50244,133.4825,132.07,121.99,0.67,133.35,0.0050244
2023-10-10,"October 10, 23",,,,,,132.42,653039,134.7,653039,-0.53331,133.15,132.35,120.53,-0.71,133.13,-0.0053331
2023-10-09,"October 09, 23",,,,,,133.53,726100,134.23,726100,2.54,131.9625,129.87,121.54,3.31,130.22,0.0254
2023-10-06,"October 06, 23",,,,,,130.32,652300,131.24,652300,2.36,128.895,126.7,118.62,3,127.32,0.0236
2023-10-05,"October 05, 23",,,,,,128.36,392044,128.54,392044,0.49323,127.8825,126.9,116.84,0.63,127.73,0.0049323
2023-10-04,"October 04, 23",,,,,,127.88,628800,127.94,628800,0.73257,127.09,125.59,116.4,0.93,126.95,0.0073257
2023-10-03,"October 03, 23",,,,,,126.1,789908,127.31,789908,-0.49712,126.48,125.78,114.78,-0.63,126.73,-0.0049712
2023-10-02,"October 02, 23",,,,,,127.3,685200,128.92,685200,-0.60899,127.69,126.46,115.87,-0.78,128.08,-0.0060899
2023-09-29,"September 29, 23",,,,,,128.65,767857,131.85,767857,-1.79,129.8975,128.09,117.1,-2.35,131,-0.0179
2023-09-28,"September 28, 23",,,,,,128.94,674464,129.86,674464,0.13979,128.8925,128.01,117.37,0.18,128.76,0.0013979
2023-09-27,"September 27, 23",,,,,,128.07,963188,131.75,963188,-2.27,129.7,127.93,116.57,-2.98,131.05,-0.0227
2023-09-26,"September 26, 23",,,,,,130.49,1094023,130.59,1094023,1.07,129.825,129.11,118.78,1.38,129.11,0.0107
2023-09-25,"September 25, 23",,,,,,130.48,704200,130.59,704200,0.57812,129.995,129.18,118.77,0.75,129.73,0.0057812
2023-09-22,"September 22, 23",,,,,,130.21,697864,132.58,697864,-1.6,131.31,130.12,118.52,-2.12,132.33,-0.016
2023-09-21,"September 21, 23",,,,,,132.18,584771,135.85,584771,-2.7,133.98,132.04,120.32,-3.67,135.85,-0.027
2023-09-20,"September 20, 23",,,,,,136.7,305240,138.05,305240,-0.69737,137.2325,136.52,124.43,-0.96,137.66,-0.0069737
2023-09-19,"September 19, 23",,,,,,136.38,588513,137.15,588513,0.51592,136.195,135.57,124.14,0.7,135.68,0.0051592
2023-09-18,"September 18, 23",,,,,,135.66,380704,138.01,380704,-1.7,136.8025,135.53,123.48,-2.35,138.01,-0.017
2023-09-15,"September 15, 23",,,,,,138,970359,138.69,970359,0.38554,137.8425,137.21,125.61,0.53,137.47,0.0038554
2023-09-14,"September 14, 23",,,,,,137.97,559300,138.97,559300,0.1161,137.9875,137.2,125.59,0.16,137.81,0.001161
2023-09-13,"September 13, 23",,,,,,136.53,655600,138.59,655600,-1.49,137.445,136.07,124.28,-2.06,138.59,-0.0149
2023-09-12,"September 12, 23",,,,,,138.41,492000,138.5,492000,1.64,137.1475,135.5,125.99,2.23,136.18,0.0164
2023-09-11,"September 11, 23",,,,,,136.7,531900,138.3,531900,-0.94203,137.3225,136.29,124.43,-1.3,138,-0.0094203
2023-09-08,"September 08, 23",,,,,,137.9,649765,140.45,649765,-1.82,139.05,137.4,125.52,-2.55,140.45,-0.0182
2023-09-07,"September 07, 23",,,,,,140.15,731000,142.1,731000,-0.24911,140.5925,139.62,127.57,-0.35,140.5,-0.0024911
2023-09-06,"September 06, 23",,,,,,141.13,475217,142.17,475217,-0.33192,141.2925,140.27,128.46,-0.47,141.6,-0.0033192
2023-09-05,"September 05, 23",,,,,,141.92,520500,144.49,520500,-1.44,143.0675,141.86,129.18,-2.08,144,-0.0144
2023-09-01,"September 01, 23",,,,,,144.27,555913,146.18,555913,-1.12,144.925,143.35,131.32,-1.63,145.9,-0.0112
2023-08-31,"August 31, 23",,,,,,145.23,862600,146.64,862600,-0.72459,145.735,144.78,132.19,-1.06,146.29,-0.0072459
2023-08-30,"August 30, 23",,,,,,146.35,351100,147.13,351100,0.04101442,146.3625,145.68,133.21,0.06,146.29,0.0004101442
2023-08-29,"August 29, 23",,,,,,145.84,296319,146.1,296319,0.35783,145.4075,144.37,132.75,0.52,145.32,0.0035783
2023-08-28,"August 28, 23",,,,,,145.24,420500,147,420500,-0.03441393,145.66,145.11,132.2,-0.05,145.29,-0.0003441393
2023-08-25,"August 25, 23",,,,,,144.73,309254,145.43,309254,0.94859,144.225,143.37,131.74,1.36,143.37,0.0094859
2023-08-24,"August 24, 23",,,,,,143.17,344401,146.09,344401,-0.31333,144.0125,143.17,130.32,-0.45,143.62,-0.0031333
2023-08-23,"August 23, 23",,,,,,143.54,408900,143.58,408900,0.87849,142.7925,141.76,130.66,1.25,142.29,0.0087849
2023-08-22,"August 22, 23",,,,,,141.52,431753,143.12,431753,-0.96571,142.225,141.36,128.82,-1.38,142.9,-0.0096571
2023-08-21,"August 21, 23",,,,,,142.27,444900,143.82,444900,-0.8295,142.845,141.83,129.5,-1.19,143.46,-0.008295
2023-08-18,"August 18, 23",,,,,,143.78,562100,144.38,562100,0.85578,143.3025,142.49,130.87,1.22,142.56,0.0085578
2023-08-17,"August 17, 23",,,,,,143.65,764134,145.09,764134,0.8424,143.32,142.09,130.76,1.2,142.45,0.008424
2023-08-16,"August 16, 23",,,,,,142.41,634825,142.83,634825,0.40186,141.9325,140.65,129.63,0.57,141.84,0.0040186
2023-08-15,"August 15, 23",,,,,,141.78,524648,142.57,524648,0.27583,141.7425,141.23,129.05,0.39,141.39,0.0027583
2023-08-14,"August 14, 23",,,,,,142.61,710600,144.38,710600,-1.15,143.205,141.56,129.81,-1.66,144.27,-0.0115
2023-08-11,"August 11, 23",,,,,,144.27,670233,144.93,670233,0.15968,144.2175,143.63,131.32,0.23,144.04,0.0015968
2023-08-10,"August 10, 23",,,,,,144.19,430312,147.39,430312,-1.42,145.39,143.71,131.25,-2.08,146.27,-0.0142
2023-08-09,"August 09, 23",,,,,,145.78,332300,146.47,332300,0.14426,145.5875,144.53,132.69,0.21,145.57,0.0014426
2023-08-08,"August 08, 23",,,,,,145.6,297100,146.33,297100,-0.13717,145.5675,144.54,132.53,-0.2,145.8,-0.0013717
2023-08-07,"August 07, 23",,,,,,146.89,452600,147.04,452600,0.78216,146.18,145.04,133.71,1.14,145.75,0.0078216
2023-08-04,"August 04, 23",,,,,,145.21,622228,148.36,622228,-0.37733,146.0675,144.94,132.18,-0.55,145.76,-0.0037733
2023-08-03,"August 03, 23",,,,,,145.83,658184,146.26,658184,-0.294,145.25,142.65,132.74,-0.43,146.26,-0.00294
2023-08-02,"August 02, 23",,,,,,146.7,653300,147.88,653300,-0.52889,147.0375,146.09,133.53,-0.78,147.48,-0.0052889
2023-08-01,"August 01, 23",,,,,,148.01,597471,150.11,597471,-0.66443,148.5,146.88,134.72,-0.99,149,-0.0066443
2023-07-31,"July 31, 23",,,,,,149.66,550814,150.79,550814,0.49691,149.4975,148.62,136.23,0.74,148.92,0.0049691
2023-07-28,"July 28, 23",,,,,,148.74,469800,151.37,469800,-1.63,149.92,148.36,135.39,-2.47,151.21,-0.0163
2023-07-27,"July 27, 23",,,,,,149.45,954500,153.29,954500,-2.27,150.8575,147.77,136.04,-3.47,152.92,-0.0227
2023-07-26,"July 26, 23",,,,,,152.92,754913,153.97,754913,0.5259,152.7775,152.1,139.19,0.8,152.12,0.005259
2023-07-25,"July 25, 23",,,,,,151.83,514024,155.38,514024,-1.55,153.17,151.25,138.2,-2.39,154.22,-0.0155
2023-07-24,"July 24, 23",,,,,,154.76,372200,156.28,372200,-0.19991,155.1025,154.3,140.87,-0.31,155.07,-0.0019991
2023-07-21,"July 21, 23",,,,,,154.77,386000,155.05,386000,0.71582,154.2725,153.6,140.88,1.1,153.67,0.0071582
2023-07-20,"July 20, 23",,,,,,153.63,569109,153.77,569109,0.41833,152.935,151.35,139.84,0.64,152.99,0.0041833
2023-07-19,"July 19, 23",,,,,,152.92,672900,153.18,672900,0.04579653,152.5725,151.34,139.19,0.07,152.85,0.0004579653
2023-07-18,"July 18, 23",,,,,,151.69,558406,153.86,558406,-1.41,152.6675,151.26,138.07,-2.17,153.86,-0.0141
2023-07-17,"July 17, 23",,,,,,153.49,575500,155.8,575500,-1.48,154.5775,153.22,139.71,-2.31,155.8,-0.0148
2023-07-14,"July 14, 23",,,,,,156.18,577800,156.4,577800,0.45022,155.575,154.24,142.16,0.7,155.48,0.0045022
2023-07-13,"July 13, 23",1.4,1.4,2023-07-14,2023-07-31,2023-05-16,155.73,721624,156.07,721624,0.30918,155.39,154.51,141.75,0.48,155.25,0.0030918
