symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ABNB,2024-12-31,131.41,632000000,83051120000,6864000000,2294000000,78481120000
ABNB,2023-12-31,136.14,637000000,86721179999,6874000000,2304000000,82151179999
ABNB,2022-12-31,85.5,637000000,54463500000,7378000000,2341000000,49426500000
ABNB,2021-12-31,166.49,616000000,102557840000,6067000000,2418000000,98908840000
ABNB,2020-12-31,146.8,594079504,87210871187,5480557000,2329808000,84060122187
ABNB,2019-12-31,144.71,530945000,76833050950,2013547000,419396000,75238899950
ABNB,2018-12-31,144.71,530945000,76833050950,2140877000,0,74692173950
ABNB,2017-12-31,144.71,521709000,75496509390,0,0,75496509390
