date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-02,142.43,146.34,142.43,145.31,145.31,1859200,1859200,2.88,2.02,144.1275,"January 02, 26",0.0202
2025-12-31,143.84,144.47,142.49,142.5,142.5,1240544,1240544,-1.34,-0.93159,143.325,"December 31, 25",-0.0093159
2025-12-30,144.23,145.11,143.3,144.09,144.09,1380649,1380649,-0.14,-0.09706718,144.1825,"December 30, 25",-0.0009706718
2025-12-29,146.11,146.26,144.22,144.57,144.57,1932533,1932533,-1.54,-1.05,145.29,"December 29, 25",-0.0105
2025-12-26,145.36,146.6,145.1,145.81,145.81,1215835,1215835,0.45,0.30958,145.7175,"December 26, 25",0.0030958
2025-12-24,144.33,145.31,143.82,145.31,145.31,696800,696800,0.98,0.679,144.6925,"December 24, 25",0.00679
2025-12-23,142.4,144.76,141.89,144.1,144.1,1929517,1929517,1.7,1.19,143.2875,"December 23, 25",0.0119
2025-12-22,141.57,143.12,140.92,141.75,141.75,1814700,1814700,0.18,0.12715,141.84,"December 22, 25",0.0012715
2025-12-19,139.12,142.09,138.5,141.1,141.1,6392223,6392223,1.98,1.42,140.2025,"December 19, 25",0.0142
2025-12-18,137.29,140.14,136.32,138.88,138.88,2553147,2553147,1.59,1.16,138.1575,"December 18, 25",0.0116
2025-12-17,137.75,137.76,135.05,136.41,136.41,3218740,3218740,-1.34,-0.97278,136.7425,"December 17, 25",-0.0097278
2025-12-16,141.5,141.5,137.88,138.1,138.1,2711300,2711300,-3.4,-2.4,139.745,"December 16, 25",-0.024
2025-12-15,141.74,142.88,139.39,141.66,141.66,2648200,2648200,-0.08,-0.05644137,141.4175,"December 15, 25",-0.0005644137
2025-12-12,142.93,144.5,141.85,143.14,143.14,2293394,2293394,0.21,0.14693,143.105,"December 12, 25",0.0014693
2025-12-11,137.94,141.87,137.94,141.87,141.87,2041100,2041100,3.93,2.85,139.905,"December 11, 25",0.0285
2025-12-10,140.72,140.72,136.19,138.82,138.82,3601439,3601439,-1.9,-1.35,139.1125,"December 10, 25",-0.0135
2025-12-09,137.82,140.5,137.19,139.07,139.07,2353700,2353700,1.25,0.90698,138.645,"December 09, 25",0.0090698
2025-12-08,138.91,140.05,136.12,138.08,138.08,3534041,3534041,-0.83,-0.59751,138.29,"December 08, 25",-0.0059751
2025-12-05,140.04,141.03,138,139.33,139.33,4793400,4793400,-0.71,-0.507,139.6,"December 05, 25",-0.00507
2025-12-04,136.54,139.88,135.34,139.68,139.68,4126246,4126246,3.14,2.3,137.86,"December 04, 25",0.023
2025-12-03,128.93,136.46,128.65,136.01,136.01,5088487,5088487,7.08,5.49,132.5125,"December 03, 25",0.0549
2025-12-02,131.1,131.5,128.5,128.54,128.54,2569515,2569515,-2.56,-1.95,129.91,"December 02, 25",-0.0195
2025-12-01,130.78,132.35,129.71,131.1,131.1,1896400,1896400,0.32,0.24469,130.985,"December 01, 25",0.0024469
2025-11-28,130.5,132.15,130.24,131.45,131.45,936008,936008,0.95,0.72797,131.085,"November 28, 25",0.0072797
2025-11-26,129.73,132.13,129.72,131.05,131.05,2763682,2763682,1.32,1.02,130.6575,"November 26, 25",0.0102
2025-11-25,127.98,130.02,125.34,129.56,129.56,4446900,4446900,1.58,1.23,128.225,"November 25, 25",0.0123
2025-11-24,130.42,130.6,125.44,125.61,125.61,4986000,4986000,-4.81,-3.69,128.0175,"November 24, 25",-0.0369
2025-11-21,129.13,132.11,128.4,130.63,130.63,2736713,2736713,1.5,1.16,130.0675,"November 21, 25",0.0116
2025-11-20,130.58,132.27,128.39,129.01,129.01,3235600,3235600,-1.57,-1.2,130.0625,"November 20, 25",-0.012
2025-11-19,131.71,132,128.96,130,130,2921763,2921763,-1.71,-1.3,130.6675,"November 19, 25",-0.013
2025-11-18,131.77,132.89,130.17,131.33,131.33,3377537,3377537,-0.44,-0.33392,131.54,"November 18, 25",-0.0033392
2025-11-17,135.43,135.95,130.71,132.42,132.42,4524349,4524349,-3.01,-2.22,133.6275,"November 17, 25",-0.0222
2025-11-14,136.48,136.8,135.14,135.86,135.86,1777100,1777100,-0.62,-0.45428,136.07,"November 14, 25",-0.0045428
2025-11-13,139.69,140.49,136.55,136.82,136.82,2640528,2640528,-2.87,-2.05,138.3875,"November 13, 25",-0.0205
2025-11-12,142.37,143.71,140.48,140.49,140.49,3373500,3373500,-1.88,-1.32,141.7625,"November 12, 25",-0.0132
2025-11-11,143.27,143.75,141.72,141.85,141.85,3863049,3863049,-1.42,-0.99114,142.6475,"November 11, 25",-0.0099114
2025-11-10,140.48,144.76,140.48,143.35,143.35,3628054,3628054,2.87,2.04,142.2675,"November 10, 25",0.0204
2025-11-07,136.86,142.07,135.04,140.51,140.51,4124500,4124500,3.65,2.67,138.62,"November 07, 25",0.0267
2025-11-06,134.35,141,133.54,137.77,137.77,7068775,7068775,3.42,2.55,136.665,"November 06, 25",0.0255
2025-11-05,143,145,134.04,134.79,134.79,8851407,8851407,-8.21,-5.74,139.2075,"November 05, 25",-0.0574
2025-11-04,146.59,152.61,146.59,150.75,150.75,3365410,3365410,4.16,2.84,149.135,"November 04, 25",0.0284
2025-11-03,148.54,151.02,146.1,149.84,149.84,3695032,3695032,1.3,0.87519,148.875,"November 03, 25",0.0087519
2025-10-31,148.09,151.14,147.46,149.53,149.53,2814900,2814900,1.44,0.97238,149.055,"October 31, 25",0.0097238
2025-10-30,148.01,150.46,147.39,148.02,148.02,3026210,3026210,0.01,0.0067563,148.47,"October 30, 25",6.7563e-05
2025-10-29,150.26,152.74,149.08,149.19,149.19,2009405,2009405,-1.07,-0.7121,150.3175,"October 29, 25",-0.007121
2025-10-28,153.25,153.26,150.58,151.07,151.07,1702412,1702412,-2.18,-1.42,152.04,"October 28, 25",-0.0142
2025-10-27,153.91,154.19,151.9,153.17,153.17,1377840,1377840,-0.74,-0.4808,153.2925,"October 27, 25",-0.004808
2025-10-24,154,155.25,152.8,152.86,152.86,1347400,1347400,-1.14,-0.74026,153.7275,"October 24, 25",-0.0074026
2025-10-23,156.72,157.99,152.51,153.33,153.33,1914800,1914800,-3.39,-2.16,155.1375,"October 23, 25",-0.0216
2025-10-22,159.19,159.19,154.78,156.15,156.15,1850000,1850000,-3.04,-1.91,157.3275,"October 22, 25",-0.0191
2025-10-21,156.71,158.39,156.69,157.24,157.24,1218165,1218165,0.53,0.3382,157.2575,"October 21, 25",0.003382
2025-10-20,155.43,158.18,155.43,156.77,156.77,1872100,1872100,1.34,0.86212,156.4525,"October 20, 25",0.0086212
2025-10-17,152.14,156.45,151.63,155.19,155.19,3933823,3933823,3.05,2,153.8525,"October 17, 25",0.02
2025-10-16,154.78,156.24,150.79,151.71,151.71,1546530,1546530,-3.07,-1.98,153.38,"October 16, 25",-0.0198
2025-10-15,153.13,156.71,152.12,155.23,155.23,2291000,2291000,2.1,1.37,154.2975,"October 15, 25",0.0137
2025-10-14,152.85,154.04,151.7,152.83,152.83,1493824,1493824,-0.02,-0.01308472,152.855,"October 14, 25",-0.0001308472
2025-10-13,153.93,155.27,153.32,153.86,153.86,2590653,2590653,-0.07,-0.04547522,154.095,"October 13, 25",-0.0004547522
2025-10-10,152.43,154.55,151.48,152.96,152.96,2115996,2115996,0.535,0.3477,152.855,"October 10, 25",0.003477
