symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
DPZ,2.02965,0.78680444,2.09579,-0.33512221,-6.16478,0,0.18374558,25.51427,11.52253,286.86437,3050.22222
