symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
VST,2029-12-31,19456411780,28038256561,23445847886,4242015561,6113086113,5111818804,1539085464,2217946125,1854666939,4098464462,6602578638,5262549032,1530018552,2204879974,1843740903,14.92638,18.72716,11.62464,4,2
VST,2028-12-31,23646466358,23657407305,23651936832,5155558969,5157944387,5156751678,1870536719,1871402194,1870969457,4076432550,6220198571,5148315560.5,1859517193,1860377570,1859947381,13.33187,17.6426,11.56215,9,7
VST,2027-12-31,24302153655,24357317965,24329735810,5298516250,5310543538,5304529894,1922404391,1926768124,1924586257,3206603925,4369711884,3457894810,1911079307,1915417333,1913248320,10.71916,12.39399,9.09502,15,14
VST,2026-12-31,19440218815,26266555193,22862661918,4238485064,5726808064,4984668742,1537804531,2077796962,1808534432,2907161720,3456866559,2951931690,1528745165,2065556444,1797880168,8.75844,9.80485,8.2457,12,12
VST,2025-12-31,18900995526,19864036171,19377224417,4120920037,4330888527,4224750609,1495149661,1571330298,1532821405,900167015,2579528257,1673676330,1486341579,1562073428,1523791394,5.20727,7.31642,2.55318,10,10
VST,2024-12-31,15818693344,20564301348,17754157001,3448896132,4483564972,3870878718,1251326363,1626724272,1404429824,1813354330,2275523835,2196000000,1243954669,1617141070,1396156182,5.84465,6.45416,5.14329,7,6
VST,2023-12-31,11670935366,16818757939,14064000000,2544574508,3666936828,3066326285,923220950,1330435753,1112522607,369313933,594960339,477000000,917782160,1322598018,1105968621,1.34502,1.68751,1.0475,6,4
VST,2022-12-30,14562647890,15940215963,15251431927,433048412,2114395290,1273721851,-1970419471,-977774024,-1474096748,1132532277,1763467722,1448000000,-7403887452,-4188173610,-5796030532,2.12154,2.60621,1.70214,1,1
VST,2021-12-30,12469142976,17289492502,14705310592,602113640,2061133047,1331623344,-1509856489,-701262851,-1105559670,-1533096909,-979141774,-1256119342,-6749038783,-3834778568,-5291908676,-1.06503,-0.85449,-1.30834,1,1
VST,2020-12-30,10208901069,14155481161,12039725691,2817011368,4225517053,3521264211,1387950273,2081925411,1734937842,422616621,710152564,566384593,-4946914808,-1703299842,-3325107325,2.17753,2.67499,1.74707,2,1
VST,2019-12-30,10451507018,14491874267,12325839647,3029699499,4544549248,3787124374,1607185958,2410778939,2008982449,708974202,1063461304,886217754,2206094656,3309141986,2757618321,2.05986,2.53044,1.65266,1,1
VST,2018-12-30,8101405448,11233265111,9554280000,1179040344,2896745131,2037892738,-2249106625,-727798399,-1488452512,-2561569396,-1328770402,-1945169899,4355234445,6532851668,5444043057,1.14593,1.40772,0.9194,1,1
VST,2017-12-30,4958939703,6875977842,5848256667,1163212119,1852363634,1507787877,-112733430,374536219,130901395,-652806349,-228079654,-440443002,1435819526,2153729291,1794774409,0.98434,1.20921,0.78975,2,1
VST,2016-12-30,4673816010,6480630386,5512000000,1019016274,1412949893,1201762690,369718854,512645607,436022796,0,0,0,367540802,509625558,433454141,0,0,0,1,1
