date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,declarationDate,recordDate,adjDividend
2025-12-12,233.67,235.71,232.08,233.89,233.89,906843,906843,0.22,0.09414987,233.8375,"December 12, 25",0.0009414987,,,,,
2025-12-11,230.87,235.5,229.2,232.66,232.66,654700,654700,1.79,0.77533,232.0575,"December 11, 25",0.0077533,,,,,
2025-12-10,228.67,232.48,225.24,230.88,230.88,862645,862645,2.21,0.96646,229.3175,"December 10, 25",0.0096646,,,,,
2025-12-09,226.5,232.18,226.07,229.38,229.38,740400,740400,2.88,1.27,228.5325,"December 09, 25",0.0127,,,,,
2025-12-08,229.01,229.01,225.8,227.28,227.28,1181016,1181016,-1.73,-0.75543,227.775,"December 08, 25",-0.0075543,,,,,
2025-12-05,231.4,233.81,228.49,229.77,229.77,656933,656933,-1.63,-0.70441,230.8675,"December 05, 25",-0.0070441,,,,,
2025-12-04,233.87,235.74,230.39,232.1,232.1,663700,663700,-1.77,-0.75683,233.025,"December 04, 25",-0.0075683,,,,,
2025-12-03,228.66,232.43,227.66,231.91,231.91,714200,714200,3.25,1.42,230.165,"December 03, 25",0.0142,,,,,
2025-12-02,230.55,230.6,226.96,228.62,228.62,1100318,1100318,-1.93,-0.83713,229.1825,"December 02, 25",-0.0083713,,,,,
2025-12-01,231.77,235,230.2,230.78,230.78,966900,966900,-0.99,-0.42715,231.9375,"December 01, 25",-0.0042715,,,,,
2025-11-28,230.8,233.63,230.61,232.74,232.74,421000,421000,1.94,0.84055,231.945,"November 28, 25",0.0084055,,,,,
2025-11-26,234.88,236.04,230.88,231.25,231.25,637905,637905,-3.63,-1.55,233.2625,"November 26, 25",-0.0155,,,,,
2025-11-25,229.48,236.11,229.48,235.38,235.38,744744,744744,5.9,2.57,232.6125,"November 25, 25",0.0257,,,,,
2025-11-24,233.86,234.76,227.03,230.24,230.24,1802700,1802700,-3.62,-1.55,231.4725,"November 24, 25",-0.0155,,,,,
2025-11-21,223.55,240.25,223.07,234.18,234.18,1470424,1470424,10.63,4.76,230.2625,"November 21, 25",0.0476,,,,,
2025-11-20,227.14,228.45,222.6,224.13,224.13,885629,885629,-3.01,-1.33,225.58,"November 20, 25",-0.0133,,,,,
2025-11-19,226.36,228.32,222.85,225.89,225.89,816430,816430,-0.47,-0.20763,225.855,"November 19, 25",-0.0020763,,,,,
2025-11-18,225,227.91,223.02,226.32,226.32,993000,993000,1.32,0.58667,225.5625,"November 18, 25",0.0058667,,,,,
2025-11-17,230.05,230.9,225.53,226.89,226.89,782700,782700,-3.16,-1.37,228.3425,"November 17, 25",-0.0137,,,,,
2025-11-14,230.81,233.59,229.41,231.03,231.03,772700,772700,0.22,0.09531649,231.21,"November 14, 25",0.0009531649,,,,,
2025-11-13,228.29,234.1,225.65,230.17,230.17,1142800,1142800,1.88,0.82351,229.5525,"November 13, 25",0.0082351,,,,,
2025-11-12,231.75,233.89,229.8,230.13,230.13,813700,813700,-1.62,-0.69903,231.3925,"November 12, 25",-0.0069903,,,,,
2025-11-11,227.74,232.65,225.29,231.54,231.54,663763,663763,3.8,1.67,229.305,"November 11, 25",0.0167,,,,,
2025-11-10,230.91,231.71,226.17,228.64,228.64,863100,863100,-2.27,-0.98307,229.3575,"November 10, 25",-0.0098307,,,,,
2025-11-07,224.88,230.68,222.73,230.57,230.57,771937,771937,5.69,2.53,227.215,"November 07, 25",0.0253,,,,,
2025-11-06,237.64,238.73,222.54,226.44,226.44,1087139,1087139,-11.2,-4.71,231.3375,"November 06, 25",-0.0471,,,,,
2025-11-05,228.97,237.46,224.86,237.12,237.12,1322819,1322819,8.15,3.56,232.1025,"November 05, 25",0.0356,,,,,
2025-11-04,252.37,253.54,223.23,227.17,227.17,1861987,1861987,-25.2,-9.99,239.0775,"November 04, 25",-0.0999,,,,,
2025-11-03,248.69,248.69,241.8,245.92,245.92,1288236,1288236,-2.77,-1.11,246.275,"November 03, 25",-0.0111,,,,,
2025-10-31,247.02,249.38,244.5,248.34,248.34,870606,870606,1.32,0.53437,247.31,"October 31, 25",0.0053437,,,,,
2025-10-30,249.01,253,247.6,248.4,248.4,623428,623428,-0.61,-0.24497,249.5025,"October 30, 25",-0.0024497,,,,,
2025-10-29,253.09,255,247.24,249.74,249.74,1136863,1136863,-3.35,-1.32,251.2675,"October 29, 25",-0.0132,,,,,
2025-10-28,253.71,256.17,252.23,252.7,252.7,1046500,1046500,-1.01,-0.39809,253.7025,"October 28, 25",-0.0039809,,,,,
2025-10-27,252.29,257.69,251.36,255.58,255.58,777202,777202,3.29,1.3,254.23,"October 27, 25",0.013,,,,,
2025-10-24,253.46,253.68,249.93,250.21,250.21,543200,543200,-3.25,-1.28,251.82,"October 24, 25",-0.0128,,,,,
2025-10-23,250.02,251.84,246.66,250.92,250.92,949689,949689,0.9,0.35997,249.86,"October 23, 25",0.0035997,,,,,
2025-10-22,253.64,257.28,250.91,251.03,251.03,1108240,1108240,-2.61,-1.03,253.215,"October 22, 25",-0.0103,,,,,
2025-10-21,241.06,261.1,239.62,258.17,258.17,1314989,1314989,17.11,7.1,249.9875,"October 21, 25",0.071,,,,,
2025-10-20,237.99,240.39,236.15,239.48,239.48,716700,716700,1.49,0.62608,238.5025,"October 20, 25",0.0062608,,,,,
2025-10-17,236.5,238.75,234,235.73,235.73,2216414,2216414,-0.77,-0.32558,236.245,"October 17, 25",-0.0032558,,,,,
2025-10-16,239.13,242.27,234.71,236.18,236.18,881443,881443,-2.95,-1.23,238.0725,"October 16, 25",-0.0123,,,,,
2025-10-15,246.86,247.7,234.41,236.79,236.79,899177,899177,-10.07,-4.08,241.44,"October 15, 25",-0.0408,,,,,
2025-10-14,243.29,249.45,241.36,246.73,246.73,726911,726911,3.44,1.41,245.2075,"October 14, 25",0.0141,,,,,
2025-10-13,242.25,245.95,237.14,245.36,245.36,767336,767336,3.11,1.28,242.675,"October 13, 25",0.0128,,,,,
2025-10-10,246.24,247.17,239.44,239.45,239.45,874152,874152,-6.79,-2.76,243.075,"October 10, 25",-0.0276,,,,,
2025-10-09,244.01,249.19,242.98,244.5,244.5,766110,766110,0.49,0.20081,245.17,"October 09, 25",0.0020081,,,,,
2025-10-08,247.19,248.75,242.11,243.99,243.99,1365586,1365586,-3.2,-1.29,245.51,"October 08, 25",-0.0129,,,,,
2025-10-07,259.28,259.28,245.01,245.27,245.27,1403995,1403995,-14.01,-5.4,252.21,"October 07, 25",-0.054,,,,,
2025-10-06,258.93,260.67,255,256.43,256.43,1075200,1075200,-2.5,-0.96551,257.7575,"October 06, 25",-0.0096551,,,,,
2025-10-03,257.63,261.84,255.28,257.2,257.2,1089706,1089706,-0.43,-0.16691,257.9875,"October 03, 25",-0.0016691,,,,,
2025-10-02,251.44,258.2,250.24,257.23,257.23,1240025,1240025,5.79,2.3,254.2775,"October 02, 25",0.023,,,,,
2025-10-01,261.9,264.9,242.26,251,251,2622366,2622366,-10.9,-4.16,255.015,"October 01, 25",-0.0416,,,,,
2025-09-30,260.21,265,258.46,262.87,262.87,2272175,2272175,2.66,1.02,261.635,"September 30, 25",0.0102,,,,,
2025-09-29,265.62,265.62,260.75,261.19,261.19,1260001,1260001,-4.43,-1.67,263.295,"September 29, 25",-0.0167,,,,,
2025-09-26,261.86,265.85,260.92,264.09,264.09,1305935,1305935,2.23,0.8516,263.18,"September 26, 25",0.008516,,,,,
2025-09-25,260.83,263.06,257.17,262.4,262.4,1904159,1904159,1.57,0.60192,260.865,"September 25, 25",0.0060192,,,,,
2025-09-24,258.28,263.42,256.69,262.82,262.82,1419820,1419820,4.54,1.76,260.3025,"September 24, 25",0.0176,,,,,
2025-09-23,260.01,261.85,255.57,257.98,257.98,1482477,1482477,-2.03,-0.78074,258.8525,"September 23, 25",-0.0078074,,,,,
2025-09-22,253.96,262.31,253.96,260.13,260.13,1762965,1762965,6.17,2.43,257.59,"September 22, 25",0.0243,,,,,
2025-09-19,253.87,257.33,252.5,256.39,256.39,4285645,4285645,2.52,0.99263,255.0225,"September 19, 25",0.0099263,,,,,
2025-09-18,256.5,257.49,251.3,253.02,253.02,2190600,2190600,-3.48,-1.36,254.5775,"September 18, 25",-0.0136,,,,,
2025-09-17,251.73,256.6,251.15,253.92,253.92,1431025,1431025,2.19,0.86998,253.35,"September 17, 25",0.0086998,,,,,
2025-09-16,246.24,251.87,244.99,250.88,250.88,2021100,2021100,4.64,1.88,248.495,"September 16, 25",0.0188,,,,,
2025-09-15,251.5,253.3,246.59,246.89,246.89,2560463,2560463,-4.61,-1.83,249.57,"September 15, 25",-0.0183,,,,,
2025-09-12,244.66,247.84,242.91,247.33,247.33,2214246,2214246,2.67,1.09,245.685,"September 12, 25",0.0109,,,,,
2025-09-11,233.84,242,233,241.12,241.12,1381523,1381523,7.28,3.11,237.49,"September 11, 25",0.0311,,,,,
2025-09-10,244.93,245.42,231.33,232.59,232.59,1259992,1259992,-12.34,-5.04,238.5675,"September 10, 25",-0.0504,,,,,
2025-09-09,244.21,246.6,241.58,246.28,246.28,1024864,1024864,2.07,0.84763,244.6675,"September 09, 25",0.0084763,,,,,
2025-09-08,245.76,247.48,239.76,246.26,246.26,1420549,1420549,0.5,0.20345,244.815,"September 08, 25",0.0020345,,,,,
2025-09-05,237.88,246.07,237.47,245.91,245.91,1304600,1304600,8.03,3.38,241.8325,"September 05, 25",0.0338,,,,,
2025-09-04,246.8,246.8,236.29,236.73,236.73,1251115,1251115,-10.07,-4.08,241.655,"September 04, 25",-0.0408,,,,,
2025-09-03,249.5,250.19,245.06,247.58,247.58,986359,986359,-1.92,-0.76954,248.0825,"September 03, 25",-0.0076954,,,,,
2025-09-02,248.26,251.07,247.2,250.91,250.91,1057605,1057605,2.65,1.07,249.36,"September 02, 25",0.0107,,,,,
2025-08-29,247.68,251.36,247.06,251.19,251.19,920293,920293,3.51,1.42,249.3225,"August 29, 25",0.0142,,,,,
2025-08-28,247.24,248.56,245.15,247.73,247.73,881800,881800,0.49,0.19819,247.17,"August 28, 25",0.0019819,,,,,
2025-08-27,242.62,246.38,242.47,246.36,246.36,1037932,1037932,3.74,1.54,244.4575,"August 27, 25",0.0154,,,,,
2025-08-26,241.05,244.23,241.05,243.13,243.13,2532946,2532946,2.08,0.86289,242.365,"August 26, 25",0.0086289,,,,,
2025-08-25,249.5,249.5,241.2,241.47,241.47,1209999,1209999,-8.03,-3.22,245.4175,"August 25, 25",-0.0322,,,,,
2025-08-22,246.41,252.13,245.04,249.9,249.9,1274248,1274248,3.49,1.42,248.37,"August 22, 25",0.0142,,,,,
2025-08-21,243.72,247.39,242.31,244.66,244.66,1722805,1722805,0.94,0.38569,244.52,"August 21, 25",0.0038569,,,,,
2025-08-20,243.18,248.79,242.55,244.2,244.2,1301112,1301112,1.02,0.41944,244.68,"August 20, 25",0.0041944,,,,,
2025-08-19,240,248.14,239.65,242.88,242.88,1511900,1511900,2.88,1.2,242.6675,"August 19, 25",0.012,,,,,
2025-08-18,239.71,242.2,237.66,238.94,238.94,1927044,1927044,-0.77,-0.32122,239.6275,"August 18, 25",-0.0032122,,,,,
2025-08-15,243.26,245.03,238.63,238.69,238.69,1616000,1616000,-4.57,-1.88,241.4025,"August 15, 25",-0.0188,,,,,
2025-08-14,240.83,244.7,237.81,243.07,243.07,1982703,1982703,2.24,0.93012,241.6025,"August 14, 25",0.0093012,,,,,
2025-08-13,230,242.69,229.62,242.66,242.66,1678205,1678205,12.66,5.5,236.2425,"August 13, 25",0.055,,,,,
2025-08-12,226.12,229.67,223.65,229.39,229.39,1585028,1585028,3.27,1.45,227.2075,"August 12, 25",0.0145,,,,,
2025-08-11,228.11,235.4,225.78,225.98,225.98,2008886,2008886,-2.13,-0.93376,228.8175,"August 11, 25",-0.0093376,,,,,
2025-08-08,230.07,233.1,227.14,229,229,2105657,2105657,-1.07,-0.46508,229.8275,"August 08, 25",-0.0046508,,,,,
2025-08-07,246.92,246.92,228.9,229.69,229.69,2913800,2913800,-17.23,-6.98,238.1075,"August 07, 25",-0.0698,,,,,
2025-08-06,244,250.5,240.58,243.71,243.71,2574601,2574601,-0.29,-0.11885,244.6975,"August 06, 25",-0.0011885,,,,,
2025-08-05,242.49,247.99,231,243.93,243.93,4541200,4541200,1.44,0.59384,241.3525,"August 05, 25",0.0059384,,,,,
2025-08-04,331,337.29,330.04,336.71,336.71,1619687,1619687,5.71,1.73,333.76,"August 04, 25",0.0173,,,,,
2025-08-01,334.66,335.84,326.93,328.54,328.54,1286200,1286200,-6.12,-1.83,331.4925,"August 01, 25",-0.0183,,,,,
2025-07-31,343.25,345.5,337.4,338.65,338.65,897841,897841,-4.6,-1.34,341.2,"July 31, 25",-0.0134,,,,,
2025-07-30,350.62,352.08,342,343.8,343.8,709600,709600,-6.82,-1.95,347.125,"July 30, 25",-0.0195,,,,,
2025-07-29,353.71,353.77,348.64,350.4,350.4,865249,865249,-3.31,-0.93579,351.63,"July 29, 25",-0.0093579,,,,,
2025-07-28,356.74,357.33,352.47,352.47,352.47,617919,617919,-4.27,-1.2,354.7525,"July 28, 25",-0.012,,,,,
2025-07-25,356.01,359.36,354.24,356.64,356.64,753850,753850,0.63,0.17696,356.5625,"July 25, 25",0.0017696,,,,,
2025-07-24,355,358.22,353.72,356.14,356.14,516634,516634,1.14,0.32113,355.77,"July 24, 25",0.0032113,,,,,
2025-07-23,358.4,360.02,354.27,357.98,357.98,770416,770416,-0.42,-0.11719,357.6675,"July 23, 25",-0.0011719,,,,,
2025-07-22,354.95,360.49,353.57,356.52,356.52,1169968,1169968,1.57,0.44232,356.3825,"July 22, 25",0.0044232,,,,,
2025-07-21,356.64,357,352.29,353.1,353.1,953000,953000,-3.54,-0.9926,354.7575,"July 21, 25",-0.009926,,,,,
2025-07-18,361.2,361.2,352.65,355.4,355.4,1318630,1318630,-5.8,-1.61,357.6125,"July 18, 25",-0.0161,,,,,
2025-07-17,363.35,368.73,352.37,361.41,361.41,1045406,1045406,-1.94,-0.53392,361.465,"July 17, 25",-0.0053392,,,,,
2025-07-16,360.51,363.58,356.7,363.58,363.58,1425901,1425901,3.07,0.85157,361.0925,"July 16, 25",0.0085157,,,,,
2025-07-15,374.77,374.9,358.5,359.87,359.87,1107847,1107847,-14.9,-3.98,367.01,"July 15, 25",-0.0398,,,,,
2025-07-14,373.5,375.84,370.69,373.28,373.28,1095055,1095055,-0.22,-0.05890228,373.3275,"July 14, 25",-0.0005890228,,,,,
2025-07-11,385.25,386.06,373.87,374.4,374.4,817866,817866,-10.85,-2.82,379.895,"July 11, 25",-0.0282,,,,,
2025-07-10,392.61,394.09,386.75,387.78,387.78,809200,809200,-4.83,-1.23,390.3075,"July 10, 25",-0.0123,,,,,
2025-07-09,399.35,401.6,391.24,394.44,394.44,626121,626121,-4.91,-1.23,396.6575,"July 09, 25",-0.0123,,,,,
2025-07-08,400.05,403.96,398.49,399.15,399.15,449200,449200,-0.9,-0.22497,400.4125,"July 08, 25",-0.0022497,,,,,
2025-07-07,398.07,401.91,395,399.73,399.73,786479,786479,1.66,0.41701,398.6775,"July 07, 25",0.0041701,,,,,
2025-07-03,398.07,402.25,395.18,400.28,400.28,341200,341200,2.21,0.55518,398.945,"July 03, 25",0.0055518,,,,,
2025-07-02,405.16,407.24,392.19,395.44,395.44,816328,816328,-9.72,-2.4,400.0075,"July 02, 25",-0.024,,,,,
2025-07-01,403.54,409.76,401.47,406.7,406.7,1299360,1299360,3.16,0.78307,405.3675,"July 01, 25",0.0078307,,,,,
2025-06-30,404.11,406.58,402.12,404.22,404.22,957700,957700,0.11,0.02722031,404.2575,"June 30, 25",0.0002722031,,,,,
2025-06-27,403.68,408.56,400.01,402.76,402.76,1040422,1040422,-0.92,-0.2279,403.7525,"June 27, 25",-0.002279,,,,,
2025-06-26,404.69,404.96,398.47,404.6,404.6,897500,897500,-0.09,-0.02223924,403.18,"June 26, 25",-0.0002223924,,,,,
2025-06-25,403.14,404.31,397.38,402.64,402.64,832236,832236,-0.5,-0.12403,401.8675,"June 25, 25",-0.0012403,,,,,
2025-06-24,400.89,402.31,395.26,400.39,400.39,936000,936000,-0.5,-0.12472,399.7125,"June 24, 25",-0.0012472,,,,,
2025-06-23,394.01,398.52,390.71,398.5,398.5,1715900,1715900,4.49,1.14,395.435,"June 23, 25",0.0114,,,,,
2025-06-20,399.47,401.25,390.16,392.94,392.94,1951500,1951500,-6.53,-1.63,395.955,"June 20, 25",-0.0163,,,,,
2025-06-18,404.24,406.64,398.84,399.37,399.37,712192,712192,-4.87,-1.2,402.2725,"June 18, 25",-0.012,,,,,
2025-06-17,406.84,409.95,404,404.68,404.68,460000,460000,-2.16,-0.53092,406.3675,"June 17, 25",-0.0053092,,,,,
2025-06-16,408.6,409.98,405.78,409.12,409.12,680457,680457,0.52,0.12726,408.37,"June 16, 25",0.0012726,,,,,
2025-06-13,409.07,413.26,404.51,404.97,404.97,558800,558800,-4.1,-1,407.9525,"June 13, 25",-0.01,,,,,
2025-06-12,412.2,416.74,410.92,413.59,413.59,1023837,1023837,1.39,0.33721,413.3625,"June 12, 25",0.0033721,,,,,
2025-06-11,421.15,424.87,411.59,413.5,413.5,1042100,1042100,-7.65,-1.82,417.7775,"June 11, 25",-0.0182,,,,,
2025-06-10,423.06,430.19,419.86,422.48,422.48,913241,913241,-0.58,-0.1371,423.8975,"June 10, 25",-0.001371,,,,,
2025-06-09,423.73,426.29,420.33,421.53,421.53,509133,509133,-2.2,-0.5192,422.97,"June 09, 25",-0.005192,,,,,
2025-06-06,423.34,425.28,416.97,422.55,422.55,863326,863326,-0.79,-0.18661,422.035,"June 06, 25",-0.0018661,,,,,
2025-06-05,425.96,425.96,419.68,421.26,421.26,672211,672211,-4.7,-1.1,423.215,"June 05, 25",-0.011,,,,,
2025-06-04,433.43,433.43,424.87,425.62,425.62,756148,756148,-7.81,-1.8,429.3375,"June 04, 25",-0.018,,,,,
2025-06-03,428.11,432.82,424.44,432.23,432.23,595300,595300,4.12,0.96237,429.4,"June 03, 25",0.0096237,,,,,
2025-06-02,432.27,434.12,424.72,429.86,429.86,583312,583312,-2.41,-0.55752,430.2425,"June 02, 25",-0.0055752,,,,,
2025-05-30,435.89,437.42,430.04,436.42,436.42,2049100,2049100,0.53,0.12159,434.9425,"May 30, 25",0.0012159,,,,,
2025-05-29,436.36,437.84,431.8,435.57,435.57,743504,743504,-0.79,-0.18104,435.3925,"May 29, 25",-0.0018104,,,,,
2025-05-28,444.47,445.5,434.67,435.18,435.18,468980,468980,-9.29,-2.09,439.955,"May 28, 25",-0.0209,,,,,
2025-05-27,443.92,446.32,443.15,444.86,444.86,426600,426600,0.94,0.21175,444.5625,"May 27, 25",0.0021175,,,,,
2025-05-23,439.13,441.14,436.86,438.36,438.36,440448,440448,-0.77,-0.17535,438.8725,"May 23, 25",-0.0017535,,,,,
2025-05-22,443.49,447.08,442.18,443.66,443.66,462000,462000,0.17,0.03833232,444.1025,"May 22, 25",0.0003833232,,,,,
2025-05-21,443.63,450.6,442.9,442.91,442.91,495038,495038,-0.72,-0.1623,445.01,"May 21, 25",-0.001623,,,,,
2025-05-20,448.3,449.87,445.51,447.9,447.9,328200,328200,-0.4,-0.08922596,447.895,"May 20, 25",-0.0008922596,,,,,
2025-05-19,444.94,450.25,441.08,449.52,449.52,298624,298624,4.58,1.03,446.4475,"May 19, 25",0.0103,,,,,
2025-05-16,446.23,448.83,443.57,448.29,448.29,407128,407128,2.06,0.46165,446.73,"May 16, 25",0.0046165,,,,,
2025-05-15,446.11,449.1,443.55,446.49,446.49,569200,569200,0.38,0.08518079,446.3125,"May 15, 25",0.0008518079,,,,,
2025-05-14,449,449.29,443.89,446.1,446.1,450613,450613,-2.9,-0.64588,447.07,"May 14, 25",-0.0064588,,,,,
2025-05-13,445.91,451.73,444.6,448.7,448.7,531454,531454,2.79,0.62569,447.735,"May 13, 25",0.0062569,,,,,
2025-05-12,443.06,447.41,440.46,446.95,446.95,511600,511600,3.89,0.87798,444.47,"May 12, 25",0.0087798,,,,,
2025-05-09,437.43,438.34,430.93,432.5,432.5,415520,415520,-4.93,-1.13,434.8,"May 09, 25",-0.0113,,,,,
2025-05-08,440.16,443.44,435.43,437.43,437.43,437600,437600,-2.73,-0.62023,439.115,"May 08, 25",-0.0062023,,,,,
2025-05-07,433.25,442.55,432.18,437.85,437.85,668000,668000,4.6,1.06,436.4575,"May 07, 25",0.0106,,,,,
2025-05-06,417.55,439.17,409.98,432.92,432.92,963724,963724,15.37,3.68,424.905,"May 06, 25",0.0368,,,,,
2025-05-05,426.36,431.05,425.41,426.98,426.98,662277,662277,0.62,0.14542,427.45,"May 05, 25",0.0014542,,,,,
2025-05-02,425.89,431.15,425.74,427.49,427.49,398616,398616,1.61,0.37568,427.5675,"May 02, 25",0.0037568,,,,,
2025-05-01,421.63,425.52,419.35,419.6,419.6,552123,552123,-2.03,-0.48146,421.525,"May 01, 25",-0.0048146,,,,,
2025-04-30,416.39,421.64,411.29,421.08,421.08,683436,683436,4.69,1.13,417.6,"April 30, 25",0.0113,,,,,
2025-04-29,416.09,422.15,416.09,420.59,420.59,374238,374238,4.5,1.08,418.73,"April 29, 25",0.0108,,,,,
2025-04-28,416,418.31,410.93,415.81,415.81,561311,561311,-0.19,-0.04567308,415.2625,"April 28, 25",-0.0004567308,,,,,
2025-04-25,415.84,417.8,411.2,416.09,416.09,714600,714600,0.25,0.06011928,415.2325,"April 25, 25",0.0006011928,,,,,
2025-04-24,406.38,418.59,406.26,417.85,417.85,574851,574851,11.47,2.82,412.27,"April 24, 25",0.0282,,,,,
2025-04-23,412.31,420.2,404.55,406.49,406.49,433870,433870,-5.82,-1.41,410.8875,"April 23, 25",-0.0141,,,,,
2025-04-22,396.11,401.96,395.6,400.31,400.31,386400,386400,4.2,1.06,398.495,"April 22, 25",0.0106,,,,,
2025-04-21,399.82,399.82,386.66,392.47,392.47,454135,454135,-7.35,-1.84,394.6925,"April 21, 25",-0.0184,,,,,
2025-04-17,403.4,407.06,400.97,401.65,401.65,443434,443434,-1.75,-0.43381,403.27,"April 17, 25",-0.0043381,,,,,
2025-04-16,401.74,408.24,398.09,402.29,402.29,461400,461400,0.55,0.1369,402.59,"April 16, 25",0.001369,,,,,
2025-04-15,406.4,410.72,402.41,403.61,403.61,508434,508434,-2.79,-0.68652,405.785,"April 15, 25",-0.0068652,,,,,
2025-04-14,405.17,410.81,402.69,407.96,407.96,519203,519203,2.79,0.6886,406.6575,"April 14, 25",0.006886,,,,,
2025-04-11,397.59,402.32,388.98,399.88,399.88,574913,574913,2.29,0.57597,397.1925,"April 11, 25",0.0057597,,,,,
2025-04-10,394.08,396.99,382.58,392.03,392.03,605173,605173,-2.05,-0.5202,391.42,"April 10, 25",-0.005202,,,,,
2025-04-09,373.41,407.16,367.58,406.13,406.13,1550175,1550175,32.72,8.76,388.57,"April 09, 25",0.0876,,,,,
2025-04-08,391.98,397.33,370.5,377.5,377.5,925758,925758,-14.48,-3.69,384.3275,"April 08, 25",-0.0369,,,,,
2025-04-07,374.09,391.99,366.05,382.57,382.57,1232438,1232438,8.48,2.27,378.675,"April 07, 25",0.0227,,,,,
2025-04-04,396.04,398.53,382.23,383.24,383.24,995800,995800,-12.8,-3.23,390.01,"April 04, 25",-0.0323,,,,,
2025-04-03,410.94,413.15,402.3,404.95,404.95,888200,888200,-5.99,-1.46,407.835,"April 03, 25",-0.0146,,,,,
2025-04-02,411.74,425.14,410.78,424.37,424.37,1376752,1376752,12.63,3.07,418.0075,"April 02, 25",0.0307,,,,,
2025-04-01,416.85,422.05,409,413.72,413.72,1237701,1237701,-3.13,-0.75087,415.405,"April 01, 25",-0.0075087,,,,,
2025-03-31,415.54,422.21,412.14,419.74,419.74,858142,858142,4.2,1.01,417.4075,"March 31, 25",0.0101,,,,,
2025-03-28,423.66,430.99,416.99,418.25,418.25,661800,661800,-5.41,-1.28,422.4725,"March 28, 25",-0.0128,,,,,
2025-03-27,425.25,428.14,419.41,424.89,424.89,559352,559352,-0.36,-0.08465608,424.4225,"March 27, 25",-0.0008465608,,,,,
2025-03-26,422.61,428.62,420.06,426.77,426.77,745200,745200,4.16,0.98436,424.515,"March 26, 25",0.0098436,,,,,
2025-03-25,428.68,429.3,414.05,421.76,421.76,1383657,1383657,-6.92,-1.61,423.4475,"March 25, 25",-0.0161,,,,,
2025-03-24,437.26,437.26,429.28,429.79,429.79,685634,685634,-7.47,-1.71,433.3975,"March 24, 25",-0.0171,,,,,
2025-03-21,417.19,435.91,409.5,430.38,430.38,1798672,1798672,13.19,3.16,423.245,"March 21, 25",0.0316,,,,,
2025-03-20,444.66,445.74,412.68,418.77,418.77,1681135,1681135,-25.89,-5.82,430.4625,"March 20, 25",-0.0582,,,,,
2025-03-19,451.01,452.91,442.2,449.43,449.43,1095429,1095429,-1.58,-0.35032,448.8875,"March 19, 25",-0.0035032,,,,,
2025-03-18,460.68,460.68,444.76,447.78,447.78,1519800,1519800,-12.9,-2.8,453.475,"March 18, 25",-0.028,,,,,
2025-03-17,459.27,464.87,457.12,461.7,461.7,691914,691914,2.43,0.5291,460.74,"March 17, 25",0.005291,,,,,
2025-03-14,453.74,458.35,451.76,457.41,457.41,469000,469000,3.67,0.80883,455.315,"March 14, 25",0.0080883,,,,,
2025-03-13,457.6,459.7,447.48,452.06,452.06,450572,450572,-5.54,-1.21,454.21,"March 13, 25",-0.0121,,,,,
2025-03-12,469.73,470.37,458.57,459.74,459.74,354700,354700,-9.99,-2.13,464.6025,"March 12, 25",-0.0213,,,,,
2025-03-11,471.22,471.69,460.41,466.3,466.3,470133,470133,-4.92,-1.04,467.405,"March 11, 25",-0.0104,,,,,
