symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
VRSK,2024-12-31,275.43,142155000,39153751650,291200000,3245800000,42108351650
VRSK,2023-12-31,238.86,146623989,35022606012,302700000,3095400000,37815306012
VRSK,2022-12-31,176.42,157905718,27857726769,112500000,3955500000,31700726769
VRSK,2021-12-31,228.73,161841441,37017992799,111900000,3577100000,40483192799
VRSK,2020-12-31,207.59,162610586,33756331547,218800000,3524200000,37061731547
VRSK,2019-12-31,149.34,163535438,24422382310,184600000,3399700000,27637482310
VRSK,2018-12-31,109.04,164808113,17970676641,139500000,2723300000,20554476641
VRSK,2017-12-31,96,165168227,15856149792,142300000,3008800000,18722649792
VRSK,2016-12-31,81.17,168248307,13656715079,135100000,2387000000,15908615079
VRSK,2015-12-31,76.88,165090383,12692148645,138348000,3145700000,15699500645
VRSK,2014-12-31,64.05,165823806,10621014774,39359000,1436932000,12018587774
VRSK,2013-12-31,65.72,168031415,11043024593,165801000,1275887000,12153110593
VRSK,2012-12-31,50.97,165890261,8455426603,89819000,1461425000,9827032603
VRSK,2011-12-31,40.13,166015241,6662191621,191603000,1111440000,7582028621
VRSK,2010-12-31,34.08,177733506,6057157884,54974000,839543000,6841726884
VRSK,2009-12-31,30.28,174767798,5291968923,71527000,594169000,5814610923
VRSK,2008-12-31,27.22,182885703,4978148835,33185000,669754000,5614717835
VRSK,2007-12-31,27.22,163535441,4451434704,24049000,438330000,4865715704
