symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CRH,2024-12-31,92.52,683300000,63218916000,3592404000,14781970000,74408482000
CRH,2023-12-31,69.16,723900000,50064924000,5762058000,11833073000,56135939000
CRH,2022-12-31,39.79,758300000,30172757000,5511500000,10104882000,34766139000
CRH,2021-12-31,52.8,780200000,41194560000,5100375000,10722870000,46817055000
CRH,2020-12-31,42.58,785100000,33429558000,6302459000,11305409000,38432508000
CRH,2019-12-31,35.96,807700000,29046718209,9918000000,17524000000,36652718209
CRH,2018-12-31,22.98,832400000,19126221280,9191000000,17172000000,27107221280
CRH,2017-12-31,30.06,835600000,25120617732,2537370732,9568826930,32152073930
CRH,2016-12-31,32.65,833572453,27213846599,2575617348,8192755879,32830985130
CRH,2015-12-31,26.54,815900000,21651910350,2752935517,10081341700,28980316533
CRH,2014-12-31,19.84,737600000,14633587908,3966632618,7133129043,17800084333
CRH,2013-12-31,18.57,729064000,13542254440,3507415283,7650031760,17684870917
CRH,2012-12-31,15.41,721900000,11127115378,2310418705,6358610839,15175307512
CRH,2011-12-31,15.3,714400000,10926815153,1637125701,6251560262,15541249714
CRH,2010-12-31,15.53,704600000,10944861824,2300837877,7129937491,15773961438
CRH,2009-12-31,19.07,670441676,12785908727,1965728695,7627944294,18448124326
CRH,2008-12-31,18.64,541398541,10091713740,1112286660,10159534482,19138961562
CRH,2007-12-31,23.9,543635044,12990859578,1469000000,9489000000,21010859578
CRH,2006-12-31,32.2,539939826,17387277261,1454000000,7864000000,23797277261
CRH,2005-12-31,24.98,535422922,13377497801,1359368000,6043898000,18062027801
CRH,2004-12-31,19.76,527590105,10424275130,1452131000,5491277000,14463421130
CRH,2003-12-31,15.97,525700000,8392815219,1631846000,4533589000,11294558219
CRH,2002-12-31,11.63,522800000,6077748664,1610320000,3406228000,7873656664
CRH,2001-12-31,19.24,504700000,9708799333,1304239000,2992095000,11396655333
CRH,2000-12-31,19.45,437900000,8519169340,1282637000,3749965000,10986497340
CRH,1999-12-31,21.86,391538462,8560440317,981100000,2665800000,10245140317
CRH,1998-12-31,15.25,386200000,5890090680,2181426266,3392311899,7100976313
CRH,1997-12-31,10.57,380277778,4018431406,1325400000,1848600000,4541631406
CRH,1996-12-31,7.97,364714286,2905211882,1146500000,1723500000,3482211882
CRH,1995-12-31,5.69,354866000,2020619424,924809475,1220330026,2316139975
CRH,1994-12-31,4.58,351655000,1608958770,1163591819,1424537206,1869904157
CRH,1993-12-31,4.05,313608000,1269099446,945462842,1043989260,1367625864
CRH,1992-12-31,2.65,299584000,794460817,619018345,864653912,1040096384
CRH,1991-12-31,2.78,288260870,802155053,721365327,989808218,1070597944
CRH,1990-12-31,2.95,299584000,883143673,698208572,1053185738,1238120839
CRH,1989-12-31,3.25,289850000,942602344,355000000,546700000,1134302344
