symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
FRT,2029-12-31,1602301822,1741361920,1664500000,1107011792,1203086805,1149983793,642290647,698033579,667223096,277477563,309153256,291645343,76091363,82695157,79045078,3.49,3.69951,3.32046,2,2
FRT,2028-12-31,1475816915,1512762085,1494289500,1019624833,1045149823,1032387328,591588544,606398199,598993371,256065447,314847443,285456445,70084748,71839230,70961989,3.39667,3.76765,3.06423,3,4
FRT,2027-12-31,1384039797,1390946672,1387493235,956217084,960988964,958603024,554799230,557567885,556183558,186605387,288580142,287666450,65726365,66054364,65890364,2.99784,3.45332,2.23303,6,8
FRT,2026-12-31,1285512509,1385943174,1335727842,888145720,957532105,922838913,515304077,555562208,535433143,240392643,242019673,241206158,61047424,65816754,63432089,2.88447,2.89615,2.87668,7,7
FRT,2025-12-31,1227441181,1277337164,1267357968,848024911,882497469,875602958,492025896,512026949,508026739,327653933,329472329,328563131,58289687,60659187,60185287,3.93178,3.94266,3.9209,6,6
FRT,2024-12-31,1154739967,1209561054,1199564682,797796484,835671739,828765361,462883254,484858559,480851463,283529413,285629427,284579420,54837195,57440582,56965866,3.40293,3.41801,3.39288,8,7
FRT,2023-12-31,1124755233,1222370158,1168416000,777080378,844521400,807245097,450863724,489993152,468365359,271650506,302661013,280539000,53413256,58048870,55486653,3.41671,3.62182,3.25073,7,5
FRT,2022-12-30,1038348800,1106211386,1069268472,488139202,732208804,610174003,289492378,434238566,361865473,200062061,300093091,250077576,36011812,54017717,45014765,3.92023,4.09631,3.77286,4,7
FRT,2021-12-30,914491006,974258710,941722474,498605888,747908833,623257361,295319696,442979543,369149620,195919908,293879861,244899885,36710767,55066150,45888459,2.35569,2.46149,2.26714,5,6
FRT,2020-12-30,798080403,850239946,821845427,631719259,947578890,789649075,377325028,565987543,471656286,174269419,290478934,232374177,48356186,72534279,60445233,0.67927,0.70978,0.65374,5,6
FRT,2019-12-30,905866830,965070891,932841490,481210763,721816145,601513454,320604069,480906104,400755087,239471305,359206957,299339132,29436687,44155031,36795859,3.54479,3.704,3.41154,4,7
FRT,2018-12-30,878869789,936309424,905040538,466394483,699591727,582993105,273038821,409558232,341298527,188513326,282769991,235641659,26391822,39587735,32989779,3.24471,3.39044,3.12274,5,4
FRT,2017-12-30,822011141,875734709,846488769,413609628,620414443,517012036,231803434,347705152,289754293,192530267,288795402,240662835,25522219,38283329,31902774,4.02743,4.20832,3.87603,5,4
FRT,2016-12-30,774627160,825253888,797693800,357189767,535784651,446487209,217286031,325929047,271607539,162792797,244189198,203490998,22611390,33917086,28264238,3.34465,3.49487,3.21892,4,5
FRT,2015-12-30,713809307,760461208,735064929,319607965,479411947,399509957,201802527,302703791,252253159,140192910,210289364,175241138,24085929,36128894,30107412,2.81003,2.93624,2.7044,5,4
FRT,2014-12-30,563473370,845210056,704341713,343464036,515196057,429330047,218278385,327417579,272847982,130365546,195548319,162956933,25928472,38892709,32410591,2.45,2.94,1.96,11,11
FRT,2013-12-30,580802975,871204464,726003720,373854404,560781606,467318005,223783159,335674739,279728949,140372204,210558307,175465256,28240806,42361210,35301008,2.55,3.07,2.03,17,17
FRT,2012-12-30,437622130,656433196,547027663,283858045,425787068,354822557,179577755,269366633,224472194,105293712,157940568,131617140,21998548,32997823,27498186,1.86,2.24,1.48,15,15
FRT,2011-12-30,428314032,642471048,535392540,272869878,409304817,341087348,171195744,256793618,213994681,103811656,155717485,129764571,21949314,32923972,27436643,2.01,2.41,1.61,19,19
FRT,2010-12-30,429064213,643596319,536330266,272796467,409194702,340995585,182512243,273768366,228140305,97222627,145833941,121528284,19142080,28713121,23927601,1.94,2.32,1.56,8,8
FRT,2009-12-30,587169614,880754422,733962018,259128581,388692874,323910728,165722125,248583188,207152657,74723287,112084929,93404108,18110401,27165604,22638003,1.945,2.34,1.55,18,18
FRT,2008-12-30,400589270,600883906,500736588,238341872,357512808,297927340,166117207,249175810,207646509,97718357,146577535,122147946,20490539,30735810,25613175,2,2.4,1.6,12,12
FRT,2007-12-30,397558488,596337733,496948111,245817560,368726341,307271951,174139447,261209172,217674310,158649403,237974104,198311754,20998454,31497683,26248069,1.84,2.2,1.48,14,14
FRT,2006-12-30,311717272,467575909,389646591,146978817,220468227,183723522,138349836,207524755,172937296,79265227,118897843,99081535,15018823,22528236,18773530,1.295,1.55,1.04,17,17
FRT,2005-12-30,232427947,348641920,290534934,100807823,151211735,126009779,86348423,129522634,107935529,55893316,83839975,69866646,9789929,14684892,12237411,0.775,0.93,0.62,16,16
FRT,2003-12-30,235112137,352668205,293890171,108091171,162136757,135113964,65196899,97888449,81542675,60011000,90016501,75013751,7730455,11595684,9663070,0.85,1.02,0.68,18,18
