date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,declarationDate,recordDate,paymentDate,dividend
2025-11-18,95.6,96.96,95.14,96.75,95.67,457911,457911,1.15,1.2,96.1125,"November 18, 25",0.012,,,,,
2025-11-17,97.67,97.67,95.73,96,94.92,447856,447856,-1.67,-1.71,96.7675,"November 17, 25",-0.0171,,,,,
2025-11-14,97.77,98.12,96.4,97.03,95.94,489862,489862,-0.74,-0.75688,97.33,"November 14, 25",-0.0075688,,,,,
2025-11-13,97.1,98.75,97.03,97.63,96.54,655100,655100,0.53,0.54583,97.6275,"November 13, 25",0.0054583,,,,,
2025-11-12,98.61,99.25,97.63,97.65,96.56,563448,563448,-0.96,-0.97353,98.285,"November 12, 25",-0.0097353,,,,,
2025-11-11,97.11,99.18,97.11,99.06,97.95,621619,621619,1.95,2.01,98.115,"November 11, 25",0.0201,,,,,
2025-11-10,97.17,97.78,96.64,96.78,95.7,1039442,1039442,-0.39,-0.40136,97.0925,"November 10, 25",-0.0040136,,,,,
2025-11-07,96.15,97.51,96.15,97.34,96.25,917400,917400,1.19,1.24,96.7875,"November 07, 25",0.0124,,,,,
2025-11-06,95.95,96.71,95,95.88,94.81,799227,799227,-0.07,-0.07295466,95.885,"November 06, 25",-0.0007295466,,,,,
2025-11-05,96.39,96.51,95.42,96.2,95.12,654307,654307,-0.19,-0.19712,96.13,"November 05, 25",-0.0019712,,,,,
2025-11-04,95.68,96.66,90.03,96.06,94.98,1121978,1121978,0.38,0.39716,94.6075,"November 04, 25",0.0039716,,,,,
2025-11-03,94.17,95.85,93.9,95.68,94.61,1127400,1127400,1.51,1.6,94.9,"November 03, 25",0.016,,,,,
2025-10-31,96.46,97.25,94.3,96.19,95.11,1827649,1827649,-0.27,-0.27991,96.05,"October 31, 25",-0.0027991,,,,,
2025-10-30,95.64,96.45,94.71,94.87,93.81,843374,843374,-0.77,-0.8051,95.4175,"October 30, 25",-0.008051,,,,,
2025-10-29,97.14,97.69,95.34,95.47,94.4,706400,706400,-1.67,-1.72,96.41,"October 29, 25",-0.0172,,,,,
2025-10-28,100.44,100.56,97.93,98,96.9,700600,700600,-2.44,-2.43,99.2325,"October 28, 25",-0.0243,,,,,
2025-10-27,101.31,101.59,100.67,100.99,99.86,511000,511000,-0.32,-0.31586,101.14,"October 27, 25",-0.0031586,,,,,
2025-10-24,101.19,101.94,101.03,101.3,100.16,377085,377085,0.11,0.10871,101.365,"October 24, 25",0.0010871,,,,,
2025-10-23,100.78,101.25,99.67,100.78,99.65,400404,400404,0,0,100.62,"October 23, 25",0,,,,,
2025-10-22,100.64,101.06,99.68,101,99.87,466700,466700,0.36,0.35771,100.595,"October 22, 25",0.0035771,,,,,
2025-10-21,99.87,100.76,99.53,100.26,99.14,581429,581429,0.39,0.39051,100.105,"October 21, 25",0.0039051,,,,,
2025-10-20,99.29,99.8,98.38,99.55,98.43,472207,472207,0.26,0.26186,99.255,"October 20, 25",0.0026186,,,,,
2025-10-17,97.88,99.31,97.76,98.94,97.83,580200,580200,1.06,1.08,98.4725,"October 17, 25",0.0108,,,,,
2025-10-16,98.5,98.98,97.4,98.03,96.93,579400,579400,-0.47,-0.47716,98.2275,"October 16, 25",-0.0047716,,,,,
2025-10-15,97.53,98.55,97.3,98.22,97.12,460037,460037,0.69,0.70747,97.9,"October 15, 25",0.0070747,,,,,
2025-10-14,96.96,97.56,96.42,97.34,96.25,469500,469500,0.38,0.39191,97.07,"October 14, 25",0.0039191,,,,,
2025-10-13,96.24,97.12,95.63,96.96,95.87,326108,326108,0.72,0.74813,96.4875,"October 13, 25",0.0074813,,,,,
2025-10-10,97.59,97.65,95.58,95.58,94.51,402244,402244,-2.01,-2.06,96.6,"October 10, 25",-0.0206,,,,,
2025-10-09,97.8,98.1,96.6,97.16,96.07,384487,384487,-0.64,-0.6544,97.415,"October 09, 25",-0.006544,,,,,
2025-10-08,97.33,97.81,96.79,97.55,96.46,382828,382828,0.22,0.22604,97.37,"October 08, 25",0.0022604,,,,,
2025-10-07,98.39,98.53,97.34,97.6,96.51,438400,438400,-0.79,-0.80293,97.965,"October 07, 25",-0.0080293,,,,,
2025-10-06,99.36,100.1,98.67,98.74,97.63,513100,513100,-0.62,-0.62399,99.2175,"October 06, 25",-0.0062399,,,,,
2025-10-03,99.16,100.15,99.16,99.41,98.3,364000,364000,0.25,0.25212,99.47,"October 03, 25",0.0025212,,,,,
2025-10-02,99.36,99.87,98.03,99.01,97.9,498808,498808,-0.35,-0.35225,99.0675,"October 02, 25",-0.0035225,,,,,
2025-10-01,99.9,100.62,99.42,99.64,98.52,511400,511400,-0.26,-0.26026,99.895,"October 01, 25",-0.0026026,1.13,2025-08-06,2025-10-01,2025-10-15,1.13
2025-09-30,100.23,101.44,99.94,101.31,99.06,718621,718621,1.08,1.08,100.73,"September 30, 25",0.0108,,,,,
2025-09-29,99.55,100,98.99,99.92,97.7,545000,545000,0.37,0.37167,99.615,"September 29, 25",0.0037167,,,,,
2025-09-26,99.63,100.06,98.92,99.52,97.31,566400,566400,-0.11,-0.11041,99.5325,"September 26, 25",-0.0011041,,,,,
2025-09-25,99.24,99.91,98.99,99.09,96.89,481000,481000,-0.15,-0.15115,99.3075,"September 25, 25",-0.0015115,,,,,
2025-09-24,99.86,99.96,98.76,99.13,96.93,463901,463901,-0.73,-0.73102,99.4275,"September 24, 25",-0.0073102,,,,,
2025-09-23,99.61,100.37,99.53,100.06,97.84,451200,451200,0.45,0.45176,99.8925,"September 23, 25",0.0045176,,,,,
2025-09-22,99.4,99.85,98.76,99.61,97.4,557900,557900,0.21,0.21127,99.405,"September 22, 25",0.0021127,,,,,
2025-09-19,100.2,100.51,99.42,99.62,97.41,1219444,1219444,-0.58,-0.57884,99.9375,"September 19, 25",-0.0057884,,,,,
2025-09-18,99.52,100.5,99.47,100.22,97.99,500100,500100,0.7,0.70338,99.9275,"September 18, 25",0.0070338,,,,,
2025-09-17,100.12,101.18,99.11,99.29,97.08,767300,767300,-0.83,-0.82901,99.925,"September 17, 25",-0.0082901,,,,,
2025-09-16,100.86,101.1,99.72,99.91,97.69,492800,492800,-0.95,-0.9419,100.3975,"September 16, 25",-0.009419,,,,,
2025-09-15,101.41,101.95,100.81,101.08,98.84,655323,655323,-0.33,-0.32541,101.3125,"September 15, 25",-0.0032541,,,,,
2025-09-12,101.84,102.31,101.41,101.65,99.39,556700,556700,-0.19,-0.18657,101.8025,"September 12, 25",-0.0018657,,,,,
2025-09-11,100.55,102.02,100.35,101.8,99.54,522700,522700,1.25,1.24,101.18,"September 11, 25",0.0124,,,,,
2025-09-10,99.94,100.86,99.94,100.45,98.22,512207,512207,0.51,0.51031,100.2975,"September 10, 25",0.0051031,,,,,
2025-09-09,101.77,101.77,100.16,100.33,98.1,568747,568747,-1.44,-1.41,101.0075,"September 09, 25",-0.0141,,,,,
2025-09-08,101.59,102.46,100.89,101.75,99.49,774400,774400,0.16,0.1575,101.6725,"September 08, 25",0.001575,,,,,
2025-09-05,101.46,102.94,101.43,102.67,100.39,638342,638342,1.21,1.19,102.125,"September 05, 25",0.0119,,,,,
2025-09-04,100.68,101.08,100.05,100.99,98.75,358000,358000,0.31,0.30791,100.7,"September 04, 25",0.0030791,,,,,
2025-09-03,98.64,100.4,98.42,100.07,97.85,547300,547300,1.43,1.45,99.3825,"September 03, 25",0.0145,,,,,
2025-09-02,99.61,100.77,98.81,99.14,96.94,897400,897400,-0.47,-0.47184,99.5825,"September 02, 25",-0.0047184,,,,,
2025-08-29,99.84,100.69,99.52,100.55,98.32,907900,907900,0.71,0.71114,100.15,"August 29, 25",0.0071114,,,,,
2025-08-28,100.66,100.66,98.87,99.82,97.6,477800,477800,-0.84,-0.83449,100.0025,"August 28, 25",-0.0083449,,,,,
2025-08-27,98.47,100.46,98.47,100.29,98.06,455800,455800,1.82,1.85,99.4225,"August 27, 25",0.0185,,,,,
2025-08-26,99.06,99.82,98.66,98.76,96.57,594206,594206,-0.3,-0.30285,99.075,"August 26, 25",-0.0030285,,,,,
2025-08-25,99.21,99.5,98.15,99.15,96.95,683342,683342,-0.06,-0.06047777,99.0025,"August 25, 25",-0.0006047777,,,,,
2025-08-22,96.95,99.84,96.95,99.45,97.24,593908,593908,2.5,2.58,98.2975,"August 22, 25",0.0258,,,,,
2025-08-21,95.89,96.71,95.89,96.31,94.17,601200,601200,0.42,0.438,96.2,"August 21, 25",0.00438,,,,,
2025-08-20,97.05,97.71,96.21,96.43,94.29,596800,596800,-0.62,-0.63885,96.85,"August 20, 25",-0.0063885,,,,,
2025-08-19,94.1,96.71,94.1,96.7,94.55,741549,741549,2.6,2.76,95.4025,"August 19, 25",0.0276,,,,,
2025-08-18,94.76,94.96,93.62,93.74,91.66,822431,822431,-1.02,-1.08,94.27,"August 18, 25",-0.0108,,,,,
2025-08-15,93.63,94.1,93.34,93.85,91.77,1840952,1840952,0.22,0.23497,93.73,"August 15, 25",0.0023497,,,,,
2025-08-14,93.52,94.35,92.96,93.73,91.65,730231,730231,0.21,0.22455,93.64,"August 14, 25",0.0022455,,,,,
2025-08-13,92.89,94.74,92.18,94.58,92.48,738360,738360,1.69,1.82,93.5975,"August 13, 25",0.0182,,,,,
2025-08-12,91.51,92.87,91.39,92.82,90.76,666514,666514,1.31,1.43,92.1475,"August 12, 25",0.0143,,,,,
2025-08-11,90.97,92.6,90.91,91.45,89.42,780100,780100,0.48,0.52765,91.4825,"August 11, 25",0.0052765,,,,,
2025-08-08,92.55,92.74,91.07,91.3,89.27,1020600,1020600,-1.25,-1.35,91.915,"August 08, 25",-0.0135,,,,,
2025-08-07,94.83,94.83,91.54,92.36,90.31,1567700,1567700,-2.47,-2.6,93.39,"August 07, 25",-0.026,,,,,
2025-08-06,93.41,94.04,93.18,93.18,91.11,1363518,1363518,-0.23,-0.24623,93.4525,"August 06, 25",-0.0024623,,,,,
2025-08-05,91.76,93.5,91.67,93.39,91.32,819700,819700,1.63,1.78,92.58,"August 05, 25",0.0178,,,,,
2025-08-04,90.83,91.95,90.65,91.54,89.51,1016233,1016233,0.71,0.78168,91.2425,"August 04, 25",0.0078168,,,,,
2025-08-01,92.49,92.8,89.99,90.61,88.6,854700,854700,-1.88,-2.03,91.4725,"August 01, 25",-0.0203,,,,,
2025-07-31,92.47,93.64,91.65,92.16,90.11,2340300,2340300,-0.31,-0.33524,92.48,"July 31, 25",-0.0033524,,,,,
2025-07-30,95.1,95.89,92.89,93.58,91.5,939400,939400,-1.52,-1.6,94.365,"July 30, 25",-0.016,,,,,
2025-07-29,93.97,94.88,93.31,94.84,92.73,799622,799622,0.87,0.92583,94.25,"July 29, 25",0.0092583,,,,,
2025-07-28,94.14,94.29,93.1,93.19,91.12,697500,697500,-0.95,-1.01,93.68,"July 28, 25",-0.0101,,,,,
2025-07-25,95.14,95.25,93.55,94.24,92.15,856518,856518,-0.9,-0.94597,94.545,"July 25, 25",-0.0094597,,,,,
2025-07-24,95.26,95.77,94.64,94.71,92.61,491221,491221,-0.55,-0.57737,95.095,"July 24, 25",-0.0057737,,,,,
2025-07-23,96.12,96.12,95,95.63,93.51,503200,503200,-0.49,-0.50978,95.7175,"July 23, 25",-0.0050978,,,,,
2025-07-22,94.93,96.15,94.73,96.04,93.91,413702,413702,1.11,1.17,95.4625,"July 22, 25",0.0117,,,,,
2025-07-21,94.76,95.28,94.16,94.37,92.27,592306,592306,-0.39,-0.41157,94.6425,"July 21, 25",-0.0041157,,,,,
2025-07-18,95.22,95.33,94.46,94.67,92.57,609008,609008,-0.55,-0.57761,94.92,"July 18, 25",-0.0057761,,,,,
2025-07-17,94.38,95.42,93.84,95.13,93.02,655520,655520,0.75,0.79466,94.6925,"July 17, 25",0.0079466,,,,,
2025-07-16,93.62,94.6,93.18,94.34,92.24,595502,595502,0.72,0.76907,93.935,"July 16, 25",0.0076907,,,,,
2025-07-15,94.83,94.91,92.64,92.99,90.92,835360,835360,-1.84,-1.94,93.8425,"July 15, 25",-0.0194,,,,,
2025-07-14,94.53,95.32,94.21,94.97,92.86,631827,631827,0.44,0.46546,94.7575,"July 14, 25",0.0046546,,,,,
2025-07-11,93.86,95.19,93.75,94.88,92.77,404900,404900,1.02,1.09,94.42,"July 11, 25",0.0109,,,,,
2025-07-10,94.72,95.53,94.59,94.61,92.51,688200,688200,-0.11,-0.11613,94.8625,"July 10, 25",-0.0011613,,,,,
2025-07-09,94.64,95.38,94.21,94.64,92.54,947235,947235,0,0,94.7175,"July 09, 25",0,,,,,
2025-07-08,93.8,94.92,93.79,94.12,92.03,657359,657359,0.32,0.34115,94.1575,"July 08, 25",0.0034115,,,,,
2025-07-07,94.98,96.26,93.85,94.22,92.13,871226,871226,-0.76,-0.80017,94.8275,"July 07, 25",-0.0080017,,,,,
2025-07-03,95.03,95.93,94.52,95.8,93.67,558329,558329,0.77,0.81027,95.32,"July 03, 25",0.0081027,,,,,
2025-07-02,94.26,94.99,93.36,94.92,92.81,915500,915500,0.66,0.70019,94.3825,"July 02, 25",0.0070019,,,,,
2025-07-01,93.62,95.97,93.59,94.21,92.12,988500,988500,0.59,0.63021,94.3475,"July 01, 25",0.0063021,1.1,2025-05-08,2025-07-01,2025-07-15,1.1
2025-06-30,94.54,95.05,93.24,94.99,91.8,870251,870251,0.45,0.47599,94.455,"June 30, 25",0.0047599,,,,,
2025-06-27,95.03,95.89,94.21,94.66,91.48,902219,902219,-0.37,-0.38935,94.9475,"June 27, 25",-0.0038935,,,,,
2025-06-26,94.13,94.95,93.91,94.84,91.66,635800,635800,0.71,0.75428,94.4575,"June 26, 25",0.0075428,,,,,
2025-06-25,95.79,95.79,93.58,93.71,90.56,616246,616246,-2.08,-2.17,94.7175,"June 25, 25",-0.0217,,,,,
2025-06-24,96.71,96.81,96.04,96.27,93.04,495561,495561,-0.44,-0.45497,96.4575,"June 24, 25",-0.0045497,,,,,
2025-06-23,94.79,96.5,94.56,96.38,93.14,601035,601035,1.59,1.68,95.5575,"June 23, 25",0.0168,,,,,
2025-06-20,95.78,96.67,95.36,95.48,92.27,1179303,1179303,-0.3,-0.31322,95.8225,"June 20, 25",-0.0031322,,,,,
2025-06-18,95.14,96.31,95.14,95.62,92.41,755700,755700,0.48,0.50452,95.5525,"June 18, 25",0.0050452,,,,,
2025-06-17,95.34,96.39,94.75,95.19,91.99,591100,591100,-0.15,-0.15733,95.4175,"June 17, 25",-0.0015733,,,,,
2025-06-16,96.1,96.66,95.32,95.64,92.43,428386,428386,-0.46,-0.47867,95.93,"June 16, 25",-0.0047867,,,,,
2025-06-13,96.13,96.36,94.65,95.29,92.09,405450,405450,-0.84,-0.87382,95.6075,"June 13, 25",-0.0087382,,,,,
2025-06-12,96.16,96.66,95.67,96.64,93.39,352554,352554,0.48,0.49917,96.2825,"June 12, 25",0.0049917,,,,,
2025-06-11,98.16,98.51,95.99,96.46,93.22,582813,582813,-1.7,-1.73,97.28,"June 11, 25",-0.0173,,,,,
2025-06-10,97.06,98.49,97.06,97.84,94.55,807736,807736,0.78,0.80363,97.6125,"June 10, 25",0.0080363,,,,,
2025-06-09,96.45,97.39,95.74,96.75,93.5,1000300,1000300,0.3,0.31104,96.5825,"June 09, 25",0.0031104,,,,,
2025-06-06,95.27,96.59,94.79,96.42,93.18,839885,839885,1.15,1.21,95.7675,"June 06, 25",0.0121,,,,,
2025-06-05,95.14,95.35,94.01,94.47,91.3,461500,461500,-0.67,-0.70423,94.7425,"June 05, 25",-0.0070423,,,,,
2025-06-04,94.98,95.32,94.28,95.14,91.95,482523,482523,0.16,0.16846,94.93,"June 04, 25",0.0016846,,,,,
2025-06-03,94.88,95.59,94.73,95.14,91.95,396602,396602,0.26,0.27403,95.085,"June 03, 25",0.0027403,,,,,
2025-06-02,94.7,95.9,93.87,95.44,92.24,544204,544204,0.74,0.78141,94.9775,"June 02, 25",0.0078141,,,,,
2025-05-30,95.56,95.89,95,95.48,92.27,917421,917421,-0.08,-0.08371704,95.4825,"May 30, 25",-0.0008371704,,,,,
2025-05-29,95.11,96.75,94.85,95.97,92.75,601200,601200,0.86,0.90422,95.67,"May 29, 25",0.0090422,,,,,
2025-05-28,95.17,95.5,94.54,94.84,91.66,697235,697235,-0.33,-0.34675,95.0125,"May 28, 25",-0.0034675,,,,,
2025-05-27,94.04,95.23,93.05,95.12,91.93,818701,818701,1.08,1.15,94.36,"May 27, 25",0.0115,,,,,
2025-05-23,92.92,93.25,92.11,92.56,89.45,624100,624100,-0.36,-0.38743,92.71,"May 23, 25",-0.0038743,,,,,
2025-05-22,93.99,94.18,92.59,93.66,90.51,710800,710800,-0.33,-0.3511,93.605,"May 22, 25",-0.003511,,,,,
2025-05-21,96.03,96.55,93.73,93.86,90.71,723613,723613,-2.17,-2.26,95.0425,"May 21, 25",-0.0226,,,,,
2025-05-20,97.23,97.68,96.03,96.44,93.2,516812,516812,-0.79,-0.81251,96.845,"May 20, 25",-0.0081251,,,,,
2025-05-19,96.89,97.93,96.81,97.79,94.51,442237,442237,0.9,0.92889,97.355,"May 19, 25",0.0092889,,,,,
2025-05-16,96.92,98,96.39,97.95,94.66,848834,848834,1.03,1.06,97.315,"May 16, 25",0.0106,,,,,
2025-05-15,95.45,96.83,95.31,96.71,93.46,444600,444600,1.26,1.32,96.075,"May 15, 25",0.0132,,,,,
2025-05-14,96.15,96.15,94.62,95.22,92.02,922411,922411,-0.93,-0.96724,95.535,"May 14, 25",-0.0096724,,,,,
2025-05-13,98.3,98.74,96.75,96.91,93.66,740632,740632,-1.39,-1.41,97.675,"May 13, 25",-0.0141,,,,,
2025-05-12,95.45,98.37,95.26,98.21,94.91,1103304,1103304,2.76,2.89,96.8225,"May 12, 25",0.0289,,,,,
2025-05-09,95.25,95.25,93.11,93.5,90.36,1249900,1249900,-1.75,-1.84,94.2775,"May 09, 25",-0.0184,,,,,
2025-05-08,95.65,96.14,94.6,95.23,92.03,784900,784900,-0.42,-0.4391,95.405,"May 08, 25",-0.004391,,,,,
2025-05-07,95.18,95.95,94.78,95.21,92.01,588913,588913,0.03,0.03151923,95.28,"May 07, 25",0.0003151923,,,,,
2025-05-06,93.73,95.36,93.52,94.72,91.54,632073,632073,0.99,1.06,94.3325,"May 06, 25",0.0106,,,,,
2025-05-05,95.91,95.95,94.47,94.63,91.45,678222,678222,-1.28,-1.33,95.24,"May 05, 25",-0.0133,,,,,
2025-05-02,96.4,97.24,95.42,96.52,93.28,526502,526502,0.12,0.12448,96.395,"May 02, 25",0.0012448,,,,,
2025-05-01,94.64,96.13,93.62,95.26,92.06,719107,719107,0.62,0.65511,94.9125,"May 01, 25",0.0065511,,,,,
2025-04-30,93.56,94.22,91.68,94.02,90.86,940150,940150,0.46,0.49166,93.37,"April 30, 25",0.0049166,,,,,
2025-04-29,94.27,95.1,93.43,94,90.84,733300,733300,-0.27,-0.28641,94.2,"April 29, 25",-0.0028641,,,,,
2025-04-28,94.52,95,93.52,94.75,91.57,646136,646136,0.23,0.24333,94.4475,"April 28, 25",0.0024333,,,,,
2025-04-25,95.22,95.22,93.78,94.38,91.21,418300,418300,-0.84,-0.88217,94.65,"April 25, 25",-0.0088217,,,,,
2025-04-24,94.44,95.94,94.28,95.51,92.3,1039754,1039754,1.07,1.13,95.0425,"April 24, 25",0.0113,,,,,
2025-04-23,94.29,96.22,93.99,94.67,91.49,975500,975500,0.38,0.40301,94.7925,"April 23, 25",0.0040301,,,,,
2025-04-22,93.54,94.16,92.52,93.57,90.43,843820,843820,0.03,0.03207184,93.4475,"April 22, 25",0.0003207184,,,,,
2025-04-21,92.69,93.07,91.18,92.29,89.19,620129,620129,-0.4,-0.43155,92.3075,"April 21, 25",-0.0043155,,,,,
2025-04-17,92.47,94.5,92.06,93.72,90.57,542239,542239,1.25,1.35,93.1875,"April 17, 25",0.0135,,,,,
2025-04-16,92.3,93.4,91.33,92.07,88.98,636606,636606,-0.23,-0.24919,92.275,"April 16, 25",-0.0024919,,,,,
2025-04-15,92.28,93.3,91.99,92.3,89.2,733600,733600,0.02,0.02167317,92.4675,"April 15, 25",0.0002167317,,,,,
2025-04-14,91.03,92.86,91.03,92.28,89.18,1094630,1094630,1.25,1.37,91.8,"April 14, 25",0.0137,,,,,
2025-04-11,89.51,91.14,87.19,90.26,87.23,949479,949479,0.75,0.8379,89.525,"April 11, 25",0.008379,,,,,
2025-04-10,89.12,91.42,86.65,88.96,85.97,1212512,1212512,-0.16,-0.17953,89.0375,"April 10, 25",-0.0017953,,,,,
2025-04-09,82.23,91.01,80.65,90.38,87.35,1783741,1783741,8.15,9.91,86.0675,"April 09, 25",0.0991,,,,,
2025-04-08,89.5,89.85,82.63,83.56,80.75,1853438,1853438,-5.94,-6.64,86.385,"April 08, 25",-0.0664,,,,,
2025-04-07,86.52,89.92,84.56,86.57,83.66,1450346,1450346,0.05,0.05779011,86.8925,"April 07, 25",0.0005779011,,,,,
2025-04-04,91.98,92.05,88.71,89.09,86.1,1326105,1326105,-2.89,-3.14,90.4575,"April 04, 25",-0.0314,,,,,
2025-04-03,97.06,97.78,92.51,92.68,89.57,1274271,1274271,-4.38,-4.51,95.0075,"April 03, 25",-0.0451,,,,,
2025-04-02,96.8,99.37,96.44,99.08,95.75,920857,920857,2.28,2.36,97.9225,"April 02, 25",0.0236,,,,,
2025-04-01,96.93,97.34,95.71,96.99,93.73,1036003,1036003,0.06,0.06190034,96.7425,"April 01, 25",0.0006190034,1.1,2025-02-13,2025-04-01,2025-04-15,1.1
2025-03-31,97.41,98.09,96.55,97.82,93.47,982334,982334,0.41,0.4209,97.4675,"March 31, 25",0.004209,,,,,
2025-03-28,97.55,97.55,95.73,96.93,92.62,849700,849700,-0.62,-0.63557,96.94,"March 28, 25",-0.0063557,,,,,
2025-03-27,97.83,98.37,96.26,96.78,92.48,417737,417737,-1.05,-1.07,97.31,"March 27, 25",-0.0107,,,,,
2025-03-26,97.98,98.63,97.09,97.51,93.17,581446,581446,-0.47,-0.47969,97.8025,"March 26, 25",-0.0047969,,,,,
2025-03-25,98.3,98.72,97.2,97.73,93.38,938426,938426,-0.57,-0.57986,97.9875,"March 25, 25",-0.0057986,,,,,
2025-03-24,95.82,98.72,95.03,98.26,93.89,1297500,1297500,2.44,2.55,96.9575,"March 24, 25",0.0255,,,,,
2025-03-21,96.88,96.93,94.7,95.1,90.87,1675196,1675196,-1.78,-1.84,95.9025,"March 21, 25",-0.0184,,,,,
2025-03-20,97.12,98.22,96.87,97.32,92.99,630800,630800,0.2,0.20593,97.3825,"March 20, 25",0.0020593,,,,,
2025-03-19,97.11,98.54,96.55,97.53,93.19,640351,640351,0.42,0.4325,97.4325,"March 19, 25",0.004325,,,,,
2025-03-18,97.62,98.75,96.78,97.28,92.95,702411,702411,-0.34,-0.34829,97.6075,"March 18, 25",-0.0034829,,,,,
2025-03-17,96.14,98.18,96.14,97.91,93.56,605518,605518,1.77,1.84,97.0925,"March 17, 25",0.0184,,,,,
2025-03-14,95.23,96.25,94.67,96.16,91.88,1037011,1037011,0.93,0.97658,95.5775,"March 14, 25",0.0097658,,,,,
2025-03-13,96.87,97.67,94.58,94.7,90.49,1091988,1091988,-2.17,-2.24,95.955,"March 13, 25",-0.0224,,,,,
2025-03-12,98.11,98.9,96.78,97.12,92.8,768182,768182,-0.99,-1.01,97.7275,"March 12, 25",-0.0101,,,,,
2025-03-11,100.02,100.57,97.51,98.28,93.91,767500,767500,-1.74,-1.74,99.095,"March 11, 25",-0.0174,,,,,
