symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
HII,2024-12-31,188.97,39400000,7445418000,831000000,3408000000,10022418000
HII,2023-12-31,259.64,39900000,10359636000,430000000,2673000000,12602636000
HII,2022-12-31,230.68,40100000,9250268000,467000000,3151000000,11934268000
HII,2021-12-31,186.74,40300000,7525622000,627000000,3492000000,10390622000
HII,2020-12-31,170.48,40600000,6921488000,512000000,1843000000,8252488000
HII,2019-12-31,250.88,41400000,10386432000,75000000,1450000000,11761432000
HII,2018-12-31,190.31,43800000,8335578000,240000000,1283000000,9378578000
HII,2017-12-31,235.7,45700000,10771490000,701000000,1279000000,11349490000
HII,2016-12-31,184.19,46800000,8620092000,720000000,1278000000,9178092000
HII,2015-12-31,126.85,47900000,6076115000,894000000,1273000000,6455115000
HII,2014-12-31,112.46,48800000,5488048000,990000000,1700000000,6198048000
HII,2013-12-31,90.01,49700000,4473497000,1043000000,1779000000,5209497000
HII,2012-12-31,43.34,49400000,2140996000,1057000000,1830000000,2913996000
HII,2011-12-31,31.28,48800000,1526464000,915000000,1859000000,2470464000
HII,2010-12-31,37.49,48765741,1828227630,0,820000000,2648227630
