date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,dividend,paymentDate,adjDividend,declarationDate
2025-12-03,246.26,246.55,242.98,244.95,244.95,849613,849613,-1.31,-0.53196,245.185,"December 03, 25",-0.0053196,,,,,
2025-12-02,249.24,250,246.56,246.83,246.83,1321389,1321389,-2.41,-0.96694,248.1575,"December 02, 25",-0.0096694,,,,,
2025-12-01,246.07,249.85,242.5,249.34,249.34,1706917,1706917,3.27,1.33,246.94,"December 01, 25",0.0133,,,,,
2025-11-28,244.78,246.49,243.74,246.07,246.07,590112,590112,1.29,0.527,245.27,"November 28, 25",0.00527,,,,,
2025-11-26,242.5,245.54,241.86,243.63,243.63,1026970,1026970,1.13,0.46598,243.3825,"November 26, 25",0.0046598,,,,,
2025-11-25,239.62,242.42,238.81,241.84,241.84,1142043,1142043,2.22,0.92647,240.6725,"November 25, 25",0.0092647,,,,,
2025-11-24,234.9,240.37,234.89,239.07,239.07,2272200,2272200,4.17,1.78,237.3075,"November 24, 25",0.0178,,,,,
2025-11-21,234.86,238.37,234.02,235.47,235.47,1759880,1759880,0.61,0.25973,235.68,"November 21, 25",0.0025973,,,,,
2025-11-20,242.41,243.45,234.42,235.37,235.37,1717641,1717641,-7.04,-2.9,238.9125,"November 20, 25",-0.029,,,,,
2025-11-19,238.52,244.24,236.63,240.46,240.46,2097300,2097300,1.94,0.81335,239.9625,"November 19, 25",0.0081335,,,,,
2025-11-18,233.4,239.92,231.5,239.09,239.09,1867615,1867615,5.69,2.44,235.9775,"November 18, 25",0.0244,,,,,
2025-11-17,235.11,236.48,232.24,233.58,233.58,1457006,1457006,-1.53,-0.65076,234.3525,"November 17, 25",-0.0065076,,,,,
2025-11-14,235.95,238.27,234.01,235.03,235.03,1542943,1542943,-0.92,-0.38991,235.815,"November 14, 25",-0.0038991,,,,,
2025-11-13,239.52,242.09,237.27,237.55,237.55,1358200,1358200,-1.97,-0.82248,239.1075,"November 13, 25",-0.0082248,,,,,
2025-11-12,241.05,242.6,238.29,240.34,240.34,1317400,1317400,-0.71,-0.29454,240.57,"November 12, 25",-0.0029454,,,,,
2025-11-11,234.06,241.43,233.2,240.7,240.7,2072300,2072300,6.64,2.84,237.3475,"November 11, 25",0.0284,,,,,
2025-11-10,231.97,237.02,229.1,234.06,234.06,3222603,3222603,2.09,0.90098,233.0375,"November 10, 25",0.0090098,,,,,
2025-11-07,232.03,243.56,227.25,232,232,5792514,5792514,-0.03,-0.01292936,233.71,"November 07, 25",-0.0001292936,,,,,
2025-11-06,253.09,256.92,252.04,252.4,252.4,3324737,3324737,-0.69,-0.27263,253.6125,"November 06, 25",-0.0027263,,,,,
2025-11-05,253.71,256.27,249.99,254.76,254.76,2309400,2309400,1.05,0.41386,253.6825,"November 05, 25",0.0041386,,,,,
2025-11-04,256.06,256.06,250.33,252.43,252.43,1818500,1818500,-3.63,-1.42,253.72,"November 04, 25",-0.0142,,,,,
2025-11-03,257.75,257.75,251.33,255.65,255.65,1513578,1513578,-2.1,-0.81474,255.62,"November 03, 25",-0.0081474,,,,,
2025-10-31,253.16,257.09,253.16,256.37,256.37,1411265,1411265,3.21,1.27,254.945,"October 31, 25",0.0127,,,,,
2025-10-30,251.46,255.98,250,252.78,252.78,1265081,1265081,1.32,0.52493,252.555,"October 30, 25",0.0052493,,,,,
2025-10-29,250.12,252.75,249.24,251.73,251.73,1520541,1520541,1.61,0.64369,250.96,"October 29, 25",0.0064369,,,,,
2025-10-28,254.64,256.2,251.41,251.57,251.57,1455633,1455633,-3.07,-1.21,253.455,"October 28, 25",-0.0121,,,,,
2025-10-27,256.29,257.01,252.15,254.27,254.27,1318284,1318284,-2.02,-0.78817,254.93,"October 27, 25",-0.0078817,,,,,
2025-10-24,255.95,258.03,254.4,255.12,255.12,957401,957401,-0.83,-0.32428,255.875,"October 24, 25",-0.0032428,,,,,
2025-10-23,255.34,256.99,254.25,254.53,254.53,1042180,1042180,-0.81,-0.31722,255.2775,"October 23, 25",-0.0031722,,,,,
2025-10-22,261,261.06,254.94,255.56,255.56,1590829,1590829,-5.44,-2.08,258.14,"October 22, 25",-0.0208,,,,,
2025-10-21,261.29,262.2,258.33,260.28,260.28,916154,916154,-1.01,-0.38654,260.525,"October 21, 25",-0.0038654,,,,,
2025-10-20,262.22,262.95,260.37,262.29,262.29,1340184,1340184,0.07,0.02669514,261.9575,"October 20, 25",0.0002669514,,,,,
2025-10-17,259.23,263,258.22,261.35,261.35,1002026,1002026,2.12,0.81781,260.45,"October 17, 25",0.0081781,,,,,
2025-10-16,262.72,264.34,257.54,259.23,259.23,1327285,1327285,-3.49,-1.33,260.9575,"October 16, 25",-0.0133,,,,,
2025-10-15,259.42,264.79,259.38,261.5,261.5,1325555,1325555,2.08,0.80179,261.2725,"October 15, 25",0.0080179,,,,,
2025-10-14,256.99,260.73,254.55,257.72,257.72,900072,900072,0.73,0.28406,257.4975,"October 14, 25",0.0028406,,,,,
2025-10-13,253.3,257.42,251.5,256.68,256.68,931458,931458,3.38,1.33,254.725,"October 13, 25",0.0133,,,,,
2025-10-10,256.09,258.14,250.95,251.97,251.97,1350341,1350341,-4.12,-1.61,254.2875,"October 10, 25",-0.0161,,,,,
2025-10-09,259.34,259.38,255.86,256.69,256.69,923345,923345,-2.65,-1.02,257.8175,"October 09, 25",-0.0102,,,,,
2025-10-08,261.11,262.19,255.57,258.07,258.07,1332920,1332920,-3.04,-1.16,259.235,"October 08, 25",-0.0116,,,,,
2025-10-07,257.5,261.09,257.5,260.5,260.5,1383390,1383390,3,1.17,259.1475,"October 07, 25",0.0117,,,,,
2025-10-06,258.65,259.96,256.1,256.98,256.98,1399800,1399800,-1.67,-0.64566,257.9225,"October 06, 25",-0.0064566,,,,,
2025-10-03,256.67,261.09,255.51,257.68,257.68,1728474,1728474,1.01,0.3935,257.7375,"October 03, 25",0.003935,,,,,
2025-10-02,255.4,257.33,252.55,256.94,256.94,1366330,1366330,1.54,0.60298,255.555,"October 02, 25",0.0060298,,,,,
2025-10-01,256.69,258.42,253.2,255.4,255.4,1626328,1626328,-1.29,-0.50255,255.9275,"October 01, 25",-0.0050255,,,,,
2025-09-30,259.7,261.15,256.16,258.36,258.36,1986714,1986714,-1.34,-0.51598,258.8425,"September 30, 25",-0.0051598,,,,,
2025-09-29,257.57,261.47,254.55,259.96,259.96,2671320,2671320,2.39,0.9279,258.3875,"September 29, 25",0.009279,,,,,
2025-09-26,246.32,258.1,245.49,256.12,256.12,3480600,3480600,9.81,3.98,251.5075,"September 26, 25",0.0398,,,,,
2025-09-25,244.09,246.13,242.62,245.11,245.11,1189116,1189116,1.02,0.41788,244.4875,"September 25, 25",0.0041788,,,,,
2025-09-24,253.06,253.06,239.46,244.12,244.12,2076154,2076154,-8.94,-3.53,247.425,"September 24, 25",-0.0353,,,,,
2025-09-23,251.64,254.12,250.84,251.28,251.28,1573068,1573068,-0.36,-0.14306,251.97,"September 23, 25",-0.0014306,,,,,
2025-09-22,249.39,255.33,249.39,251.64,251.64,1609367,1609367,2.25,0.9022,251.4375,"September 22, 25",0.009022,,,,,
2025-09-19,251.96,252.4,247.81,250.85,250.85,3620235,3620235,-1.11,-0.44055,250.755,"September 19, 25",-0.0044055,,,,,
2025-09-18,251.09,252.61,249.11,249.74,249.74,2167138,2167138,-1.35,-0.53766,250.6375,"September 18, 25",-0.0053766,,,,,
2025-09-17,248,251.2,245.7,250.52,250.52,1690939,1690939,2.52,1.02,248.855,"September 17, 25",0.0102,,,,,
2025-09-16,247.54,250.96,246.72,247.73,247.73,1764313,1764313,0.19,0.07675527,248.2375,"September 16, 25",0.0007675527,,,,,
2025-09-15,246.25,250.25,245.92,247.25,247.25,1333464,1333464,1,0.40609,247.4175,"September 15, 25",0.0040609,,,,,
2025-09-12,245.97,248.3,244.03,246.26,246.26,1001700,1001700,0.29,0.1179,246.14,"September 12, 25",0.001179,,,,,
2025-09-11,246.07,248,244.89,246.54,246.54,976820,976820,0.47,0.191,246.375,"September 11, 25",0.00191,,,,,
2025-09-10,248.58,248.58,243.46,244.04,244.04,1116417,1116417,-4.54,-1.83,246.165,"September 10, 25",-0.0183,,,,,
2025-09-09,249.28,250,247.27,247.86,247.86,997647,997647,-1.42,-0.56964,248.6025,"September 09, 25",-0.0056964,,,,,
2025-09-08,241.78,250.45,241.4,248.78,248.78,2214540,2214540,7,2.9,245.6025,"September 08, 25",0.029,,,,,
2025-09-05,242,242.69,236.94,239.68,239.68,979465,979465,-2.32,-0.95868,240.3275,"September 05, 25",-0.0095868,,,,,
2025-09-04,238.53,240.84,237.37,240.65,240.65,915426,915426,2.12,0.88878,239.3475,"September 04, 25",0.0088878,,,,,
2025-09-03,241,242.3,237.03,238.86,238.86,1208772,1208772,-2.14,-0.88797,239.7975,"September 03, 25",-0.0088797,,,,,
2025-09-02,231.16,241.08,229.33,240.95,240.95,1860506,1860506,9.79,4.24,235.63,"September 02, 25",0.0424,,,,,
2025-08-29,234.28,235.99,232.61,233.27,233.27,989052,989052,-1.01,-0.43111,234.0375,"August 29, 25",-0.0043111,,,,,
2025-08-28,230.64,235.03,230.64,234.9,234.9,1127151,1127151,4.26,1.85,232.8025,"August 28, 25",0.0185,,,,,
2025-08-27,230.52,232.34,228.75,232.03,232.03,1030309,1030309,1.51,0.65504,230.91,"August 27, 25",0.0065504,,,,,
2025-08-26,231.36,233.55,230.33,230.82,230.82,2165313,2165313,-0.54,-0.2334,231.515,"August 26, 25",-0.002334,,,,,
2025-08-25,228.67,232.99,228.5,231.83,231.83,1188089,1188089,3.16,1.38,230.4975,"August 25, 25",0.0138,,,,,
2025-08-22,228.67,230.07,226.75,229.03,229.03,1089332,1089332,0.36,0.15743,228.63,"August 22, 25",0.0015743,,,,,
2025-08-21,227.47,228.79,226.28,227.87,227.87,950500,950500,0.4,0.17585,227.6025,"August 21, 25",0.0017585,,,,,
2025-08-20,227.38,229.45,225.54,228.67,228.67,1327312,1327312,1.29,0.56733,227.76,"August 20, 25",0.0056733,,,,,
2025-08-19,232.1,232.45,227.75,228.36,228.36,1366324,1366324,-3.74,-1.61,230.165,"August 19, 25",-0.0161,,,,,
2025-08-18,233.47,235.6,231.52,232.55,232.55,1428641,1428641,-0.92,-0.39405,233.285,"August 18, 25",-0.0039405,,,,,
2025-08-15,233.65,233.65,229.59,232.18,232.18,1376626,1376626,-1.47,-0.62915,232.2675,"August 15, 25",-0.0062915,,,,,
2025-08-14,235.3,238.39,232.2,233.16,233.16,1688745,1688745,-2.14,-0.90948,234.7625,"August 14, 25",-0.0090948,,,,,
2025-08-13,233.29,236.24,230.7,236.14,236.14,2105918,2105918,2.85,1.22,234.0925,"August 13, 25",0.0122,,,,,
2025-08-12,224.44,232.78,224.2,232.56,232.56,2440238,2440238,8.13,3.62,228.495,"August 12, 25",0.0362,,,,,
2025-08-11,219.36,226.57,218.4,222.67,222.67,3191102,3191102,3.31,1.51,221.75,"August 11, 25",0.0151,,,,,
2025-08-08,237.52,239.14,216.34,217.37,217.37,5619200,5619200,-20.15,-8.48,227.5925,"August 08, 25",-0.0848,,,,,
2025-08-07,227.75,228.51,222.38,226.49,226.49,2267100,2267100,-1.26,-0.55324,226.2825,"August 07, 25",-0.0055324,,,,,
2025-08-06,226.66,227.67,224,227.21,227.21,1544408,1544408,0.55,0.24265,226.385,"August 06, 25",0.0024265,,,,,
2025-08-05,226.18,227.99,225.41,225.92,225.92,1398107,1398107,-0.26,-0.11495,226.375,"August 05, 25",-0.0011495,,,,,
2025-08-04,222.84,226.39,221.62,225.99,225.99,1875325,1875325,3.15,1.41,224.21,"August 04, 25",0.0141,,,,,
2025-08-01,222.82,222.82,219.07,220.58,220.58,1396460,1396460,-2.24,-1.01,221.3225,"August 01, 25",-0.0101,,,,,
2025-07-31,224.62,225.31,222.3,222.73,222.73,1644000,1644000,-1.89,-0.84142,223.74,"July 31, 25",-0.0084142,,,,,
2025-07-30,224.05,225.92,223.05,223.81,223.81,1512046,1512046,-0.24,-0.10712,224.2075,"July 30, 25",-0.0010712,,,,,
2025-07-29,227.15,227.36,222.5,223.98,223.98,1857602,1857602,-3.17,-1.4,225.2475,"July 29, 25",-0.014,,,,,
2025-07-28,228.23,228.66,224.41,226.1,226.1,1421678,1421678,-2.13,-0.93327,226.85,"July 28, 25",-0.0093327,,,,,
2025-07-25,226,227.21,223.04,224.75,224.75,1895607,1895607,-1.25,-0.5531,225.25,"July 25, 25",-0.005531,,,,,
2025-07-24,228.18,229.41,225.33,225.75,225.75,1608296,1608296,-2.43,-1.06,227.1675,"July 24, 25",-0.0106,,,,,
2025-07-23,230.45,231.29,227.87,228.73,228.73,1331200,1331200,-1.72,-0.74637,229.585,"July 23, 25",-0.0074637,,,,,
2025-07-22,232.13,232.85,229.1,231.07,231.07,1777141,1777141,-1.06,-0.45664,231.2875,"July 22, 25",-0.0045664,,,,,
2025-07-21,232.08,233.24,230.06,231.63,231.63,1355962,1355962,-0.445,-0.1939,231.7525,"July 21, 25",-0.001939,,,,,
2025-07-18,233.97,234.95,227.45,231.18,231.18,3170699,3170699,-2.79,-1.19,231.8875,"July 18, 25",-0.0119,,,,,
2025-07-17,238.73,238.96,230.4,233.92,233.92,2106100,2106100,-4.81,-2.01,235.5025,"July 17, 25",-0.0201,,,,,
2025-07-16,238.79,239.6,236.91,238.73,238.73,1660469,1660469,-0.06,-0.02512668,238.5075,"July 16, 25",-0.0002512668,,,,,
2025-07-15,237.8,241.07,236.2,237.7,237.7,2203496,2203496,-0.1,-0.04205214,238.1925,"July 15, 25",-0.0004205214,,,,,
2025-07-14,234,239.16,233.5,238.46,238.46,1340000,1340000,4.47,1.91,236.28,"July 14, 25",0.0191,,,,,
2025-07-11,235.78,236.53,233.15,233.92,233.92,1429460,1429460,-1.86,-0.78887,234.845,"July 11, 25",-0.0078887,,,,,
2025-07-10,241.67,242.53,234.6,235.33,235.33,2472205,2472205,-6.34,-2.62,238.5325,"July 10, 25",-0.0262,,,,,
2025-07-09,241.35,243.18,240.16,242.23,242.23,1369512,1369512,0.88,0.36462,241.73,"July 09, 25",0.0036462,,,,,
2025-07-08,242.53,243.13,239.51,240.56,240.56,1083344,1083344,-1.97,-0.81227,241.4325,"July 08, 25",-0.0081227,,,,,
2025-07-07,240.64,243.19,239.84,242.53,242.53,1924540,1924540,1.89,0.78541,241.55,"July 07, 25",0.0078541,,,,,
2025-07-03,240.16,240.99,237.01,240.11,240.11,1008300,1008300,-0.05,-0.02081945,239.5675,"July 03, 25",-0.0002081945,,,,,
2025-07-02,239.93,242.28,238.82,239.51,239.51,1640728,1640728,-0.42,-0.17505,240.135,"July 02, 25",-0.0017505,,,,,
2025-07-01,242.43,243.9,238.11,240.1,240.1,1932647,1932647,-2.33,-0.9611,241.135,"July 01, 25",-0.009611,,,,,
2025-06-30,242.68,244.5,237.31,242.85,242.85,3236744,3236744,0.17,0.0700511,241.835,"June 30, 25",0.000700511,,,,,
2025-06-27,239.55,241.91,238.88,241.44,241.44,4576830,4576830,1.89,0.78898,240.445,"June 27, 25",0.0078898,,,,,
2025-06-26,241.38,242.76,238.66,239.33,239.33,1667003,1667003,-2.05,-0.84928,240.5325,"June 26, 25",-0.0084928,,,,,
2025-06-25,243.47,244.44,240.81,241.64,241.64,1526915,1526915,-1.83,-0.75163,242.59,"June 25, 25",-0.0075163,,,,,
2025-06-24,242.37,245.08,240.62,243.05,243.05,1943345,1943345,0.68,0.28056,242.78,"June 24, 25",0.0028056,,,,,
2025-06-23,238.31,241.96,235.55,241.59,241.59,1719028,1719028,3.28,1.38,239.3525,"June 23, 25",0.0138,,,,,
2025-06-20,240.09,242.28,236.98,238.37,238.37,3448507,3448507,-1.72,-0.7164,239.43,"June 20, 25",-0.007164,,,,,
2025-06-18,237.7,242.09,235.67,238.5,238.5,2510636,2510636,0.8,0.33656,238.49,"June 18, 25",0.0033656,,,,,
2025-06-17,238.61,239.56,236.15,237.52,237.52,1713236,1713236,-1.09,-0.45681,237.96,"June 17, 25",-0.0045681,,,,,
2025-06-16,230.95,240.44,230.67,238.6,238.6,2220138,2220138,7.65,3.31,235.165,"June 16, 25",0.0331,,,,,
2025-06-13,232.93,235.8,229.59,230.23,230.23,2011518,2011518,-2.7,-1.16,232.1375,"June 13, 25",-0.0116,,,,,
2025-06-12,234.12,237.39,233.61,234.46,234.46,1441152,1441152,0.345,0.14522,234.895,"June 12, 25",0.0014522,,,,,
2025-06-11,234.33,235.67,232.24,234.74,234.74,1277678,1277678,0.41,0.17497,234.245,"June 11, 25",0.0017497,,,,,
2025-06-10,233.47,235.62,231.9,234.91,234.91,1596829,1596829,1.44,0.61678,233.975,"June 10, 25",0.0061678,,,,,
2025-06-09,232.27,234.33,230.39,233.5,233.5,1426462,1426462,1.23,0.52956,232.6225,"June 09, 25",0.0052956,,,,,
2025-06-06,232.98,233.2,230.47,232.72,232.72,1497156,1497156,-0.26,-0.1116,232.3425,"June 06, 25",-0.001116,,,,,
2025-06-05,229.55,232.78,228.83,231.03,231.03,2340468,2340468,1.48,0.64474,230.5475,"June 05, 25",0.0064474,,,,,
2025-06-04,229.52,230.4,227.2,229.18,229.18,1757500,1757500,-0.34,-0.14814,229.075,"June 04, 25",-0.0014814,,,,,
2025-06-03,227,229.85,224,229.65,229.65,1832336,1832336,2.65,1.17,227.625,"June 03, 25",0.0117,,,,,
2025-06-02,226.1,227.63,222.12,227.6,227.6,2472701,2472701,1.5,0.66342,225.8625,"June 02, 25",0.0066342,,,,,
2025-05-30,225.4,226.95,224.26,226.28,226.28,3647903,3647903,0.88,0.39042,225.7225,"May 30, 25",0.0039042,,,,,
2025-05-29,228.66,228.66,223.72,225.39,225.39,2137661,2137661,-3.27,-1.43,226.6075,"May 29, 25",-0.0143,,,,,
2025-05-28,226.34,229.88,226.34,228.33,228.33,2077600,2077600,1.99,0.87921,227.7225,"May 28, 25",0.0087921,,,,,
2025-05-27,226,227.5,224,226.27,226.27,2372263,2372263,0.27,0.11947,225.9425,"May 27, 25",0.0011947,,,,,
2025-05-23,225.92,226.16,224,224.99,224.99,1863014,1863014,-0.93,-0.41165,225.2675,"May 23, 25",-0.0041165,,,,,
2025-05-22,228.03,228.4,223.12,226.01,226.01,4751087,4751087,-2.02,-0.88585,226.39,"May 22, 25",-0.0088585,,,,,
2025-05-21,228.03,231.64,226.67,226.76,226.76,6086320,6086320,-1.27,-0.55694,228.275,"May 21, 25",-0.0055694,,,,,
2025-05-20,233.02,237.62,232.54,237.5,237.5,1729504,1729504,4.48,1.92,235.17,"May 20, 25",0.0192,,,,,
2025-05-19,226.74,235.72,225.45,234.66,234.66,2190000,2190000,7.92,3.49,230.6425,"May 19, 25",0.0349,,,,,
2025-05-16,236.58,240.78,226.11,226.74,226.74,4381400,4381400,-9.84,-4.16,232.5525,"May 16, 25",-0.0416,,,,,
2025-05-15,228.75,233.76,228.4,232.34,232.34,3081518,3081518,3.59,1.57,230.8125,"May 15, 25",0.0157,,,,,
2025-05-14,225.71,229.67,224.89,229.5,229.5,2140245,2140245,3.79,1.68,227.4425,"May 14, 25",0.0168,,,,,
2025-05-13,225.86,228.3,224.31,226.16,226.16,2116863,2116863,0.3,0.13283,226.1575,"May 13, 25",0.0013283,,,,,
2025-05-12,226.08,227.89,219.41,226.25,226.25,2080542,2080542,0.17,0.07519462,224.9075,"May 12, 25",0.0007519462,,,,,
2025-05-09,225.45,227.49,223.05,226.55,226.55,1524700,1524700,1.1,0.48791,225.635,"May 09, 25",0.0048791,,,,,
2025-05-08,227.11,227.98,224.39,225.45,225.45,1774222,1774222,-1.66,-0.73092,226.2325,"May 08, 25",-0.0073092,,,,,
2025-05-07,232.11,232.94,225.34,226.34,226.34,2787000,2787000,-5.77,-2.49,229.1825,"May 07, 25",-0.0249,,,,,
2025-05-06,223.51,232.21,222.24,231.84,231.84,2812000,2812000,8.33,3.73,227.45,"May 06, 25",0.0373,,,,,
2025-05-05,218.5,225.82,217.74,225.32,225.32,2828645,2828645,6.82,3.12,221.845,"May 05, 25",0.0312,,,,,
2025-05-02,214.45,224.72,211,219.5,219.5,8968333,8968333,5.05,2.35,217.4175,"May 02, 25",0.0235,,,,,
2025-05-01,234.12,238,233.42,235.17,235.17,2175100,2175100,1.05,0.44849,235.1775,"May 01, 25",0.0044849,,,,,
2025-04-30,227,234.09,225.4,233.32,233.32,2234204,2234204,6.32,2.78,229.9525,"April 30, 25",0.0278,,,,,
2025-04-29,225.2,231.23,225.2,230.71,230.71,1621200,1621200,5.51,2.45,228.085,"April 29, 25",0.0245,,,,,
2025-04-28,227.25,229,223.59,225.55,225.55,2071700,2071700,-1.7,-0.74807,226.3475,"April 28, 25",-0.0074807,,,,,
2025-04-25,222.65,225.49,222.28,225.38,225.38,1534600,1534600,2.73,1.23,223.95,"April 25, 25",0.0123,,,,,
2025-04-24,213.8,224.58,213.3,222.69,222.69,2966631,2966631,8.89,4.16,218.5925,"April 24, 25",0.0416,,,,,
2025-04-23,212.07,215.97,211,213.3,213.3,1713600,1713600,1.23,0.58,213.085,"April 23, 25",0.0058,,,,,
2025-04-22,208.13,211.75,207.07,209.97,209.97,1493048,1493048,1.84,0.88406,209.23,"April 22, 25",0.0088406,,,,,
2025-04-21,210.84,211.34,202.41,205.16,205.16,1744437,1744437,-5.68,-2.69,207.4375,"April 21, 25",-0.0269,,,,,
2025-04-17,213.67,214.8,211.46,212.77,212.77,1060193,1060193,-0.9,-0.42121,213.175,"April 17, 25",-0.0042121,,,,,
2025-04-16,213.8,215.85,209.17,211.4,211.4,1228698,1228698,-2.4,-1.12,212.555,"April 16, 25",-0.0112,,,,,
2025-04-15,212.75,215.35,211.95,214.6,214.6,1267466,1267466,1.85,0.86957,213.6625,"April 15, 25",0.0086957,,,,,
2025-04-14,214,216,210.99,212.95,212.95,1220645,1220645,-1.05,-0.49065,213.485,"April 14, 25",-0.0049065,,,,,
2025-04-11,204.83,212.85,202.26,212.07,212.07,2648600,2648600,7.24,3.53,208.0025,"April 11, 25",0.0353,,,,,
2025-04-10,205.01,206.36,196.65,204.41,204.41,2257360,2257360,-0.6,-0.29267,203.1075,"April 10, 25",-0.0029267,,,,,
2025-04-09,194.34,209.39,194.12,208.13,208.13,2820900,2820900,13.79,7.1,201.495,"April 09, 25",0.071,,,,,
2025-04-08,201.61,205.21,193.11,196.25,196.25,2230700,2230700,-5.36,-2.66,199.045,"April 08, 25",-0.0266,,,,,
2025-04-07,190.92,201.13,188.56,197.53,197.53,3608431,3608431,6.61,3.46,194.535,"April 07, 25",0.0346,,,,,
2025-04-04,205.1,208.33,194.18,194.58,194.58,3684623,3684623,-10.52,-5.13,200.5475,"April 04, 25",-0.0513,,,,,
2025-04-03,205.46,211.5,204.94,208.93,208.93,2324536,2324536,3.47,1.69,207.7075,"April 03, 25",0.0169,,,,,
2025-04-02,207.88,212.72,207,211.1,211.1,1602800,1602800,3.22,1.55,209.675,"April 02, 25",0.0155,,,,,
2025-04-01,205.23,210.57,204.7,210.13,210.13,1654740,1654740,4.9,2.39,207.6575,"April 01, 25",0.0239,,,,,
2025-03-31,207.4,207.89,200.66,207.25,207.25,2690200,2690200,-0.15,-0.07232401,205.8,"March 31, 25",-0.0007232401,,,,,
2025-03-28,214.28,215.52,209.32,210.47,210.47,1439438,1439438,-3.81,-1.78,212.3975,"March 28, 25",-0.0178,,,,,
2025-03-27,215.77,216.7,213.63,214.29,214.29,1128819,1128819,-1.48,-0.68592,215.0975,"March 27, 25",-0.0068592,,,,,
2025-03-26,217,220.93,211.95,215.89,215.89,1951880,1951880,-1.11,-0.51152,216.4425,"March 26, 25",-0.0051152,,,,,
2025-03-25,213.66,218.56,211.57,217.95,217.95,1361000,1361000,4.29,2.01,215.435,"March 25, 25",0.0201,,,,,
2025-03-24,217.15,217.18,211.89,213.51,213.51,1453231,1453231,-3.64,-1.68,214.9325,"March 24, 25",-0.0168,,,,,
2025-03-21,207.51,215,204.21,213.47,213.47,3631979,3631979,5.96,2.87,210.0475,"March 21, 25",0.0287,,,,,
2025-03-20,206.93,211.46,206.9,209.63,209.63,1329267,1329267,2.7,1.3,208.73,"March 20, 25",0.013,,,,,
2025-03-19,204,210.71,203.48,208.86,208.86,1381650,1381650,4.86,2.38,206.7625,"March 19, 25",0.0238,,,,,
2025-03-18,205.96,206.36,203.7,204.32,204.32,1067585,1067585,-1.64,-0.79627,205.085,"March 18, 25",-0.0079627,,,,,
2025-03-17,203.82,207.71,203.06,206.5,206.5,1904905,1904905,2.68,1.31,205.2725,"March 17, 25",0.0131,,,,,
2025-03-14,205.67,206.32,201.84,204.57,204.57,1365539,1365539,-1.1,-0.53484,204.6,"March 14, 25",-0.0053484,,,,,
2025-03-13,204.48,206.2,201.93,203.63,203.63,1263241,1263241,-0.85,-0.41569,204.06,"March 13, 25",-0.0041569,,,,,
