date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,vwap,low,changeOverTime,adjClose,changePercent,open,volume,change,close,high,unadjustedVolume
2025-03-12,"March 12, 25",,,,,,178.0775,173.62,-0.0265,172.78,-2.65,179.67,1836823,-4.77,174.9,184.12,1836823
2025-03-11,"March 11, 25",,,,,,180.0275,173.16,-0.0527,172.8,-5.27,184.66,2382453,-9.74,174.92,187.37,2382453
2025-03-10,"March 10, 25",,,,,,187.7525,182.99,-0.0252,182.97,-2.52,190,3573596,-4.78,185.22,192.8,3573596
2025-03-07,"March 07, 25",,,,,,184.88,179.38,0.0366,186.12,3.66,181.76,2239400,6.65,188.41,189.97,2239400
2025-03-06,"March 06, 25",,,,,,184.8075,182.12,-0.011,180.22,-1.1,184.46,1355400,-2.03,182.43,190.22,1355400
2025-03-05,"March 05, 25",,,,,,185.3125,181.5,0.0197,185.34,1.97,184,1292627,3.62,187.62,188.13,1292627
2025-03-04,"March 04, 25",,,,,,182.7275,176.61,0.0019106,181.31,0.19106,183.19,2060007,0.35,183.54,187.57,2060007
2025-03-03,"March 03, 25",,,,,,190.62,186.25,-0.0333,185.41,-3.33,194.16,1475738,-6.47,187.69,194.38,1475738
2025-02-28,"February 28, 25",,,,,,192.91,190.75,0.0171,192.22,1.71,191.31,1815921,3.27,194.58,195,1815921
2025-02-27,"February 27, 25",,,,,,196.42,191.93,-0.0385,189.95,-3.85,199.98,1111374,-7.7,192.28,201.49,1111374
2025-02-26,"February 26, 25",,,,,,199.77,198,-0.0033668,195.92,-0.33668,199,1322717,-0.67,198.33,203.75,1322717
2025-02-25,"February 25, 25",,,,,,195.7775,193.34,0.0086295,193.98,0.86295,194.68,1553050,1.68,196.36,198.73,1553050
2025-02-24,"February 24, 25",,,,,,194.95,190.53,-0.009565,192.31,-0.9565,196.55,1465700,-1.88,194.67,198.05,1465700
2025-02-21,"February 21, 25",,,,,,203.29,194.3,-0.0786,192.81,-7.86,211.84,1703726,-16.66,195.18,211.84,1703726
2025-02-20,"February 20, 25",,,,,,211.225,207.23,-0.0202,206.79,-2.02,213.65,828136,-4.32,209.33,214.69,828136
2025-02-19,"February 19, 25",,,,,,212.515,207.1,-0.0022882,211.06,-0.22882,214.14,2313497,-0.49,213.65,215.17,2313497
2025-02-18,"February 18, 25",,,,,,215.3925,211.91,0.0167,215.07,1.67,214.13,1396514,3.58,217.71,217.82,1396514
2025-02-14,"February 14, 25",,,,,,212.315,209.52,0.0233,212,2.33,209.71,1127062,4.89,214.6,215.43,1127062
2025-02-13,"February 13, 25",,,,,,205.9225,203.82,0.0072971,204.55,0.72971,205.56,1071600,1.5,207.06,207.25,1071600
2025-02-12,"February 12, 25",,,,,,202.7225,200.65,0.0108,201.4,1.08,201.69,922338,2.18,203.87,204.68,922338
2025-02-11,"February 11, 25",,,,,,207.73,205.44,-0.012,203.9,-1.2,208.9,706171,-2.5,206.4,210.18,706171
2025-02-10,"February 10, 25",,,,,,208.5475,206.29,0.002586,206.82,0.2586,208.82,733900,0.54,209.36,209.72,733900
2025-02-07,"February 07, 25",,,,,,208.595,204.32,-0.016,204.73,-1.6,210.6,1109000,-3.36,207.24,212.22,1109000
2025-02-06,"February 06, 25",,,,,,211.1,209.6,0.0004267223,208.44,0.04267223,210.91,876211,0.09,211,212.89,876211
2025-02-05,"February 05, 25",,,,,,209.765,208.57,-0.0024286,206.95,-0.24286,210,900400,-0.51,209.49,211,900400
2025-02-04,"February 04, 25",,,,,,206.62,204.36,0.0171,205.66,1.71,204.69,1106745,3.5,208.19,209.24,1106745
2025-02-03,"February 03, 25",,,,,,203.7125,199.48,-0.0011723,202,-0.11723,204.72,1620337,-0.24,204.48,206.17,1620337
2025-01-31,"January 31, 25",,,,,,213.7475,210.34,-0.0243,208.81,-2.43,216.64,1486771,-5.27,211.37,216.64,1486771
2025-01-30,"January 30, 25",,,,,,217.85,215.43,-0.0041657,214.9,-0.41657,218.45,1119535,-0.91,217.54,219.98,1119535
2025-01-29,"January 29, 25",,,,,,216.07,214.44,0.0055684,214.07,0.55684,215.5,1488411,1.2,216.7,217.64,1488411
2025-01-28,"January 28, 25",,,,,,213.53,211.2,0.0069412,212.1,0.69412,213.22,990300,1.48,214.7,215,990300
2025-01-27,"January 27, 25",,,,,,210.535,207.97,0.0098292,209.07,0.98292,209.58,1348563,2.06,211.64,212.95,1348563
2025-01-24,"January 24, 25",,,,,,212.7425,210.9,0.0073096,211.01,0.73096,212.05,1177136,1.55,213.6,214.42,1177136
2025-01-23,"January 23, 25",,,,,,211.26,209.61,0.0032218,209.17,0.32218,211.06,1085001,0.68,211.74,212.63,1085001
2025-01-22,"January 22, 25",,,,,,211.4025,209.88,0.006692,209.54,0.6692,210.7,1452195,1.41,212.11,212.92,1452195
2025-01-21,"January 21, 25",,,,,,208.1425,205.92,0.0189,207.27,1.89,205.92,1851424,3.9,209.82,210.91,1851424
2025-01-17,"January 17, 25",0.57,0.57,2025-01-17,2025-02-21,2024-12-12,202.33,200.04,0.0052535,200.37,0.52535,201.77,1452300,1.06,202.83,204.68,1452300
2025-01-16,"January 16, 25",,,,,,198.9275,196.95,0.0017607,196.15,0.17607,198.78,1007035,0.35,199.13,200.85,1007035
2025-01-15,"January 15, 25",,,,,,198.445,196.76,0.0023224,195.56,0.23224,198.07,1489300,0.46,198.53,200.42,1489300
2025-01-14,"January 14, 25",,,,,,194.295,189.92,-0.0217,189.72,-2.17,196.87,1348000,-4.27,192.6,197.79,1348000
2025-01-13,"January 13, 25",,,,,,194.455,191.24,0.0010766,192.34,0.10766,195.05,1037484,0.21,195.26,196.27,1037484
2025-01-10,"January 10, 25",,,,,,195.1325,192.02,0.0206,194.02,2.06,193,1490939,3.97,196.97,198.54,1490939
2025-01-08,"January 08, 25",,,,,,193.6475,191.2,0.0030412,191.68,0.30412,194,1572200,0.59,194.59,194.8,1572200
2025-01-07,"January 07, 25",,,,,,197.0375,192.56,-0.0237,192.45,-2.37,200.11,1716247,-4.74,195.37,200.11,1716247
2025-01-06,"January 06, 25",,,,,,197.75,194.67,0.0249,197.32,2.49,195.45,1678252,4.87,200.32,200.56,1678252
2025-01-03,"January 03, 25",,,,,,190.5875,188.11,0.0204,189.82,2.04,188.84,1010494,3.86,192.7,192.7,1010494
2025-01-02,"January 02, 25",,,,,,187.0975,184.71,0.0032094,184.74,0.32094,186.95,1354600,0.6,187.55,189.18,1354600
2024-12-31,"December 31, 24",,,,,,185.78,183.43,-0.0053177,182.41,-0.53177,186.17,996100,-0.99,185.18,188.34,996100
2024-12-30,"December 30, 24",,,,,,185.635,183.04,0.0128,183.72,1.28,184.15,2909195,2.36,186.51,188.84,2909195
2024-12-27,"December 27, 24",,,,,,186.8675,185.15,-0.0066738,183.26,-0.66738,187.3,772200,-1.25,186.05,188.97,772200
2024-12-26,"December 26, 24",,,,,,187.1975,186.05,0.0065987,184.82,0.65987,186.4,1227200,1.23,187.63,188.71,1227200
2024-12-24,"December 24, 24",,,,,,187.125,185.79,0.0063254,184.92,0.63254,186.55,586900,1.18,187.73,188.43,586900
2024-12-23,"December 23, 24",,,,,,184.925,182.21,0.0152,183.73,1.52,183.72,1461400,2.8,186.52,187.25,1461400
2024-12-20,"December 20, 24",,,,,,181.125,177.01,0.0337,180.93,3.37,177.7,6985229,5.98,183.68,186.11,6985229
2024-12-19,"December 19, 24",,,,,,182.415,178.65,-0.0292,176.9,-2.92,185,3512309,-5.41,179.59,186.42,3512309
2024-12-18,"December 18, 24",,,,,,191.39,185.49,-0.0555,183.28,-5.55,197,2220549,-10.93,186.07,197,2220549
2024-12-17,"December 17, 24",,,,,,195.8075,191.97,0.0237,195.24,2.37,193.63,3328524,4.58,198.21,199.42,3328524
2024-12-16,"December 16, 24",,,,,,194.42,192.88,0.0018071,191.13,0.18071,193.68,1870661,0.35,194.03,197.09,1870661
2024-12-13,"December 13, 24",,,,,,195.0725,191.53,0.0061719,192.7,0.61719,194.43,2395097,1.2,195.63,198.7,2395097
2024-12-12,"December 12, 24",,,,,,189.955,186.8,0.0095479,188.52,0.95479,189.57,1173807,1.81,191.38,192.07,1173807
2024-12-11,"December 11, 24",,,,,,189.9325,187.21,0.00501,187.72,0.501,189.62,1903200,0.95,190.57,192.33,1903200
2024-12-10,"December 10, 24",,,,,,187.3,185.82,-0.001924,183.95,-0.1924,187.11,1720669,-0.36,186.75,189.52,1720669
2024-12-09,"December 09, 24",,,,,,190.16,188.58,0.0057651,187.31,0.57651,189.07,2252704,1.09,190.16,192.83,2252704
2024-12-06,"December 06, 24",,,,,,187.73,185.4,0.0118,185.99,1.18,186.62,1561517,2.2,188.82,190.08,1561517
2024-12-05,"December 05, 24",,,,,,183.975,181.57,-0.0087244,180.19,-0.87244,184.54,1428109,-1.61,182.93,186.86,1428109
2024-12-04,"December 04, 24",,,,,,184.37,181.45,0.0293,184.19,2.93,181.66,2257200,5.33,186.99,187.38,2257200
2024-12-03,"December 03, 24",,,,,,180.365,177.39,0.0138,179.27,1.38,179.52,2130430,2.47,181.99,182.56,2130430
2024-12-02,"December 02, 24",,,,,,175.4825,172.7,0.0271,174.72,2.71,172.7,1523300,4.68,177.38,179.15,1523300
2024-11-29,"November 29, 24",,,,,,172.2325,170.73,0.0075558,169.44,0.75558,170.73,859500,1.29,172.02,175.45,859500
2024-11-27,"November 27, 24",,,,,,172.3025,171.14,-0.0074705,168.82,-0.74705,172.68,2038600,-1.29,171.39,174,2038600
2024-11-26,"November 26, 24",,,,,,174.96,173.04,-0.0097319,171.4,-0.97319,175.71,1750614,-1.71,174,177.09,1750614
2024-11-25,"November 25, 24",,,,,,177.06,174.03,0.0163,175.19,1.63,175,3840200,2.85,177.85,181.36,3840200
2024-11-22,"November 22, 24",,,,,,173.6675,169.99,-0.0248,169.41,-2.48,176.35,2481600,-4.37,171.98,176.35,2481600
2024-11-21,"November 21, 24",,,,,,173.6125,169.4,-0.0203,169.91,-2.03,176.06,3253536,-3.57,172.49,176.5,3253536
2024-11-20,"November 20, 24",,,,,,173.87,167,0.0176,172.42,1.76,172.02,8432900,3.02,175.04,181.42,8432900
2024-11-19,"November 19, 24",,,,,,135.3,132.8,0.0334,135.19,3.34,132.8,4079949,4.44,137.24,138.36,4079949
2024-11-18,"November 18, 24",,,,,,133.0025,130.45,0.0121,131.89,1.21,132.29,2763103,1.6,133.89,135.38,2763103
2024-11-15,"November 15, 24",,,,,,130.5925,129.36,-0.0009176417,128.69,-0.09176417,130.77,1885321,-0.12,130.65,131.59,1885321
2024-11-14,"November 14, 24",,,,,,130.3025,128.81,0.0059208,128.86,0.59208,130.05,1865027,0.77,130.82,131.53,1865027
2024-11-13,"November 13, 24",,,,,,129.995,128.37,-0.0037692,127.57,-0.37692,130,2022500,-0.49,129.51,132.1,2022500
2024-11-12,"November 12, 24",,,,,,130.4875,128.42,-0.0153,127.2,-1.53,131.14,1780521,-2.01,129.13,133.26,1780521
2024-11-11,"November 11, 24",,,,,,130.34,129.33,-0.0069598,127.9,-0.69598,130.75,2289682,-0.91,129.84,131.44,2289682
2024-11-08,"November 08, 24",,,,,,132.05,129.44,-0.0329,127.86,-3.29,134.22,1665603,-4.42,129.8,134.74,1665603
2024-11-07,"November 07, 24",,,,,,131.395,128.26,0.0403,131.91,4.03,128.72,2490361,5.19,133.91,134.69,2490361
2024-11-06,"November 06, 24",,,,,,128.695,125.33,-0.0027729,127.53,-0.27729,129.83,4627674,-0.36,129.47,130.15,4627674
2024-11-05,"November 05, 24",,,,,,133.7475,132.16,0.0151,132.81,1.51,132.83,1411627,2,134.83,135.17,1411627
2024-11-04,"November 04, 24",,,,,,134.6825,132.07,0.0228,133.19,2.28,132.2,1378530,3.01,135.21,139.25,1378530
2024-11-01,"November 01, 24",,,,,,133.7175,131.86,-0.0175,130.22,-1.75,134.56,1563052,-2.36,132.2,136.25,1563052
2024-10-31,"October 31, 24",,,,,,132.82,130.71,0.0204,132.12,2.04,131.45,1621501,2.68,134.13,134.99,1621501
2024-10-30,"October 30, 24",,,,,,131.6125,129.08,0.0187,130.45,1.87,130,1636839,2.43,132.43,134.94,1636839
2024-10-29,"October 29, 24",,,,,,130.965,128.07,0.0213,130.49,2.13,129.71,2328500,2.76,132.47,133.61,2328500
2024-10-28,"October 28, 24",,,,,,134.8625,132.22,-0.03,130.52,-3,136.6,1776400,-4.1,132.5,138.13,1776400
2024-10-25,"October 25, 24",,,,,,136.915,134.46,-0.032,132.74,-3.2,139.22,1617431,-4.46,134.76,139.22,1617431
2024-10-24,"October 24, 24",,,,,,138.2375,136.77,-0.0128,135.46,-1.28,139.3,825000,-1.78,137.52,139.36,825000
2024-10-23,"October 23, 24",,,,,,139.3975,137.48,-0.0109,136.3,-1.09,139.89,1636405,-1.52,138.37,141.85,1636405
2024-10-22,"October 22, 24",,,,,,138.3025,134.98,0.0129,137.81,1.29,138.12,1984100,1.78,139.9,140.21,1984100
2024-10-21,"October 21, 24",,,,,,142.095,139.6,-0.0309,137.67,-3.09,144.22,1615923,-4.46,139.76,144.8,1615923
2024-10-18,"October 18, 24",0.57,0.57,2024-10-18,2024-11-22,2024-09-12,143.125,141.29,0.006499,141.87,0.6499,143.1,1005900,0.93,144.03,144.08,1005900
2024-10-17,"October 17, 24",,,,,,146.5125,142.36,-0.0548,139.7,-5.48,150.65,1420831,-8.26,142.39,150.65,1420831
2024-10-16,"October 16, 24",,,,,,150.0525,147.97,0.0119,148.08,1.19,149.16,975400,1.77,150.93,152.15,975400
2024-10-15,"October 15, 24",,,,,,147.9675,145.7,0.0115,145.32,1.15,146.44,1638700,1.68,148.12,151.61,1638700
2024-10-14,"October 14, 24",,,,,,145.315,143.45,0.0139,143.36,1.39,144.12,972908,2,146.12,147.57,972908
2024-10-11,"October 11, 24",,,,,,143.1975,141.42,0.0207,141.62,2.07,141.42,1395325,2.93,144.35,145.6,1395325
2024-10-10,"October 10, 24",,,,,,141.9275,140.61,-0.0026738,139.06,-0.26738,142.12,1486900,-0.38,141.74,143.24,1486900
2024-10-09,"October 09, 24",,,,,,147.1475,144.07,-0.0348,141.97,-3.48,149.91,1076300,-5.21,144.7,149.91,1076300
2024-10-08,"October 08, 24",,,,,,149.7975,148.46,0.0010712,146.71,0.10712,149.37,1048202,0.16,149.53,151.83,1048202
2024-10-07,"October 07, 24",,,,,,149.54,147.65,-0.0037952,146.79,-0.37952,150.19,1308525,-0.57,149.62,150.7,1308525
2024-10-04,"October 04, 24",,,,,,152.48,148.93,-0.0187,148.63,-1.87,154.38,1180100,-2.89,151.49,155.12,1180100
2024-10-03,"October 03, 24",,,,,,151.765,150.41,0.0034958,149.27,0.34958,151.61,935162,0.53,152.14,152.9,935162
2024-10-02,"October 02, 24",,,,,,151.2725,149.63,0.0191,149.64,1.91,149.66,886549,2.86,152.52,153.28,886549
2024-10-01,"October 01, 24",,,,,,152.195,148.04,-0.0193,148.19,-1.93,154.01,1790744,-2.97,151.04,155.69,1790744
2024-09-30,"September 30, 24",,,,,,154.325,152.98,0.0088565,151.99,0.88565,153.56,1455600,1.36,154.92,155.84,1455600
2024-09-27,"September 27, 24",,,,,,153.7975,151.58,0.0101,151.43,1.01,152.81,1055906,1.54,154.35,156.45,1055906
2024-09-26,"September 26, 24",,,,,,151.715,148,-0.0096903,148.39,-0.96903,152.73,1316646,-1.48,151.25,154.88,1316646
2024-09-25,"September 25, 24",,,,,,150.7825,148.21,-0.0269,146.09,-2.69,153.01,1401000,-4.11,148.9,153.01,1401000
2024-09-24,"September 24, 24",,,,,,153.6075,151.7,-0.0111,149.89,-1.11,154.5,1006238,-1.72,152.78,155.45,1006238
2024-09-23,"September 23, 24",,,,,,151.06,146.95,0.023,150.53,2.3,149.98,1956249,3.45,153.43,153.88,1956249
2024-09-20,"September 20, 24",,,,,,147.6425,145.92,0.0188,146,1.88,146.06,2656100,2.75,148.81,149.78,2656100
2024-09-19,"September 19, 24",,,,,,150.5775,148.25,-0.0112,147.24,-1.12,151.78,1188900,-1.7,150.08,152.2,1188900
2024-09-18,"September 18, 24",,,,,,148.02,145.32,0.0075799,144.76,0.75799,146.44,1653000,1.11,147.55,152.77,1653000
2024-09-17,"September 17, 24",,,,,,147.0325,145.35,0.0008157716,144.44,0.08157716,147.1,1027000,0.12,147.22,148.46,1027000
2024-09-16,"September 16, 24",,,,,,145.2325,143.24,-0.0030934,142.28,-0.30934,145.47,1402800,-0.45,145.02,147.2,1402800
2024-09-13,"September 13, 24",,,,,,142.225,139.04,0.0354,141.78,3.54,139.57,2099700,4.94,144.51,145.78,2099700
2024-09-12,"September 12, 24",,,,,,135.0125,133.49,0.0089113,133.29,0.89113,134.66,1504009,1.2,135.86,136.04,1504009
2024-09-11,"September 11, 24",,,,,,133.615,130.79,0.0056184,131.7,0.56184,133.49,1581955,0.75,134.24,135.94,1581955
2024-09-10,"September 10, 24",,,,,,131.605,129.65,-0.0166,127.87,-1.66,132.53,1300641,-2.2,130.33,133.91,1300641
2024-09-09,"September 09, 24",,,,,,132.285,130.43,0.012,129.83,1.2,130.76,2179627,1.57,132.33,135.62,2179627
2024-09-06,"September 06, 24",,,,,,129.8425,128.43,0.0105,127.97,1.05,129.07,1717705,1.36,130.43,131.44,1717705
2024-09-05,"September 05, 24",,,,,,130.1675,127.36,-0.025,126.04,-2.5,131.76,2094243,-3.29,128.47,133.08,2094243
2024-09-04,"September 04, 24",,,,,,130.5675,128,0.0158,129.27,1.58,129.71,2352800,2.05,131.76,132.8,2352800
2024-09-03,"September 03, 24",,,,,,132.1175,130.04,-0.0145,128.64,-1.45,133.05,2147048,-1.93,131.12,134.26,2147048
2024-08-30,"August 30, 24",,,,,,133.5925,131.09,0.0002978628,131.79,0.02978628,134.29,2084500,0.04,134.33,134.66,2084500
2024-08-29,"August 29, 24",,,,,,134.6025,132.23,-0.0263,130.35,-2.63,136.45,1354855,-3.59,132.86,136.87,1354855
2024-08-28,"August 28, 24",,,,,,134.7675,133.13,0.0049103,132.52,0.49103,134.41,1570910,0.66,135.07,136.46,1570910
2024-08-27,"August 27, 24",,,,,,133.48,131.48,0.0155,131.79,1.55,132.28,2017100,2.05,134.33,135.83,2017100
2024-08-26,"August 26, 24",,,,,,137.2475,133.95,-0.0335,132.35,-3.35,139.58,1927500,-4.68,134.9,140.56,1927500
2024-08-23,"August 23, 24",,,,,,135.585,131.01,0.0559,136.87,5.59,132.12,2482800,7.39,139.51,139.7,2482800
2024-08-22,"August 22, 24",,,,,,131.755,129,-0.015,128.03,-1.5,132.49,6183000,-1.99,130.5,135.03,6183000
2024-08-21,"August 21, 24",,,,,,141.9525,139.49,0.0291,141.13,2.91,139.78,2948935,4.07,143.85,144.69,2948935
2024-08-20,"August 20, 24",,,,,,138.9025,136.97,-0.0134,135.03,-1.34,139.5,1246575,-1.87,137.63,141.51,1246575
2024-08-19,"August 19, 24",,,,,,138.8975,136.66,0.0175,137.72,1.75,137.95,1585100,2.42,140.37,140.61,1585100
2024-08-16,"August 16, 24",,,,,,138.625,136.26,-0.0144,135.25,-1.44,139.87,1468244,-2.02,137.85,140.52,1468244
2024-08-15,"August 15, 24",,,,,,143.7525,139.73,-0.0311,138.37,-3.11,145.55,1439167,-4.52,141.03,148.7,1439167
2024-08-14,"August 14, 24",,,,,,140.955,137.92,-0.0343,136,-3.43,143.54,1386935,-4.92,138.62,143.74,1386935
2024-08-13,"August 13, 24",,,,,,141.515,139.63,0.0188,139.95,1.88,140.01,1757615,2.63,142.64,143.78,1757615
2024-08-12,"August 12, 24",,,,,,140.1525,138.01,-0.0152,136.21,-1.52,140.97,1307834,-2.14,138.83,142.8,1307834
2024-08-09,"August 09, 24",,,,,,140.6825,139.41,0.0098123,138.33,0.98123,139.62,1263300,1.37,140.99,142.71,1263300
2024-08-08,"August 08, 24",,,,,,135.855,131.6,0.0523,136.91,5.23,132.62,2472200,6.93,139.55,139.65,2472200
2024-08-07,"August 07, 24",,,,,,140.1425,136.72,-0.0315,135.19,-3.15,142.27,2230500,-4.48,137.79,143.79,2230500
2024-08-06,"August 06, 24",,,,,,137.785,134.05,0.0275,136.44,2.75,135.35,1353735,3.72,139.07,142.67,1353735
2024-08-05,"August 05, 24",,,,,,132.335,128.04,0.0468,131.86,4.68,128.39,2547800,6.01,134.4,138.51,2547800
2024-08-02,"August 02, 24",,,,,,138.785,136.03,0.0095307,137.18,0.95307,138.5,1976161,1.32,139.82,140.79,1976161
2024-08-01,"August 01, 24",,,,,,147.9125,141.71,-0.0464,142.2,-4.64,152,1776865,-7.06,144.94,153,1776865
2024-07-31,"July 31, 24",,,,,,153.51,149.13,0.0157,151.76,1.57,152.29,1365900,2.39,154.68,157.94,1365900
2024-07-30,"July 30, 24",,,,,,151.845,148.62,-0.0321,146.4,-3.21,154.17,1167112,-4.95,149.22,155.37,1167112
2024-07-29,"July 29, 24",,,,,,154.79,151.96,-0.0189,150.86,-1.89,156.72,836000,-2.96,153.76,156.72,836000
2024-07-26,"July 26, 24",,,,,,154.1725,151.25,0.014,152.56,1.4,153.36,1135089,2.14,155.5,156.58,1135089
2024-07-25,"July 25, 24",,,,,,148.775,141.44,0.0044667,147.82,0.44667,150,1619100,0.67,150.67,152.99,1619100
2024-07-24,"July 24, 24",,,,,,153.3775,150.42,-0.0228,148.29,-2.28,154.68,1414855,-3.53,151.15,157.26,1414855
2024-07-23,"July 23, 24",,,,,,153.7525,150.7,0.0264,153.09,2.64,152.02,981570,4.02,156.04,156.25,981570
2024-07-22,"July 22, 24",,,,,,150.5475,148.44,0.023,149.32,2.3,148.78,1045100,3.42,152.2,152.77,1045100
2024-07-19,"July 19, 24",0.57,0.57,2024-07-19,2024-08-23,2024-06-13,147.86,146.46,-0.0062919,144.11,-0.62919,147.81,1057306,-0.93,146.88,150.29,1057306
2024-07-18,"July 18, 24",,,,,,150.0525,147.61,-0.0066106,145.4,-0.66106,149.76,1164300,-0.99,148.77,154.07,1164300
2024-07-17,"July 17, 24",,,,,,154.73,149.54,-0.0599,146.68,-5.99,159.65,2004500,-9.57,150.08,159.65,2004500
2024-07-16,"July 16, 24",,,,,,160.23,156.15,0.0339,159.3,3.39,157.64,1560000,5.35,162.99,164.14,1560000
2024-07-15,"July 15, 24",,,,,,156.4,153.58,-0.0222,151.36,-2.22,158.38,1335846,-3.51,154.87,158.77,1335846
2024-07-12,"July 12, 24",,,,,,156.9375,153.65,0.0271,155.01,2.71,154.41,1958637,4.19,158.6,161.09,1958637
2024-07-11,"July 11, 24",,,,,,151.435,149,0.0293,150.1,2.93,149.21,1645821,4.37,153.58,153.95,1645821
2024-07-10,"July 10, 24",,,,,,145.46,142.67,0.0050859,142.93,0.50859,145.5,1502016,0.74,146.24,147.43,1502016
2024-07-09,"July 09, 24",,,,,,142.2975,141.24,0.0053725,139,0.53725,141.46,1379700,0.76,142.22,144.27,1379700
2024-07-08,"July 08, 24",,,,,,142.82,140.88,0.0054294,139.36,0.54294,141.82,1591000,0.77,142.59,145.99,1591000
2024-07-05,"July 05, 24",,,,,,140.225,139.12,-0.0043395,136.79,-0.43395,140.57,954400,-0.61,139.96,141.25,954400
2024-07-03,"July 03, 24",,,,,,140.7875,139.09,0.0004985755,137.29,0.04985755,140.4,906800,0.075,140.47,143.19,906800
2024-07-02,"July 02, 24",,,,,,138.35,135.76,0.0164,136.59,1.64,137.5,2533658,2.26,139.76,140.38,2533658
2024-07-01,"July 01, 24",,,,,,140.4075,138.06,-0.0177,135.31,-1.77,140.94,1886214,-2.5,138.45,144.18,1886214
2024-06-28,"June 28, 24",,,,,,142.38,140.1,-0.0136,137.99,-1.36,143.13,4462680,-1.94,141.19,145.1,4462680
2024-06-27,"June 27, 24",,,,,,146.14,142.9,-0.0327,140.4,-3.27,148.51,2000400,-4.86,143.65,149.5,2000400
2024-06-26,"June 26, 24",,,,,,147.6375,145.27,0.0141,144.99,1.41,146.29,1460000,2.06,148.35,150.64,1460000
2024-06-25,"June 25, 24",,,,,,149.7375,143.51,-0.0445,143.91,-4.45,154.1,2400662,-6.86,147.24,154.1,2400662
2024-06-24,"June 24, 24",,,,,,152.42,150.26,0.015,150.3,1.5,151.5,1893400,2.28,153.78,154.14,1893400
2024-06-21,"June 21, 24",,,,,,150.865,147.69,0.0015848,148.24,0.15848,151.44,3669200,0.24,151.68,152.65,3669200
2024-06-20,"June 20, 24",,,,,,156.0975,151.22,-0.0498,148.53,-4.98,159.94,1969432,-7.97,151.97,161.26,1969432
2024-06-18,"June 18, 24",,,,,,155.795,150.82,0.0524,156.31,5.24,151.96,2307670,7.97,159.93,160.47,2307670
2024-06-17,"June 17, 24",,,,,,151.1125,148.6,0.0158,149.11,1.58,150.2,1321000,2.38,152.57,153.08,1321000
2024-06-14,"June 14, 24",,,,,,153.735,149.1,-0.0415,147.39,-4.15,157.34,2658894,-6.53,150.81,157.69,2658894
2024-06-13,"June 13, 24",,,,,,158.6575,156,0.0299,157.03,2.99,156,2280000,4.66,160.67,161.96,2280000
2024-06-12,"June 12, 24",,,,,,155.1675,152.7,0.0183,151.98,1.83,152.7,2601600,2.8,155.5,159.77,2601600
2024-06-11,"June 11, 24",,,,,,147.97,144.47,0.0118,146.29,1.18,147.94,1376896,1.74,149.68,149.79,1376896
2024-06-10,"June 10, 24",,,,,,146.685,143.98,0.023,145.11,2.3,145.13,1301000,3.34,148.47,149.16,1301000
2024-06-07,"June 07, 24",,,,,,146.5675,145.12,0.0004103967,142.95,0.04103967,146.2,1778682,0.06,146.26,148.69,1778682
2024-06-06,"June 06, 24",,,,,,148.4425,146.07,-0.0013472,144.9,-0.13472,148.46,1665416,-0.205,148.26,150.98,1665416
2024-06-05,"June 05, 24",,,,,,145.545,141.75,0.0504,145.65,5.04,141.88,2131846,7.15,149.03,149.52,2131846
2024-06-04,"June 04, 24",,,,,,143.635,139.14,-0.0383,138.18,-3.83,147.01,2854252,-5.63,141.38,147.01,2854252
2024-06-03,"June 03, 24",,,,,,148.81,147.11,0.0113,145.47,1.13,147.18,2095400,1.66,148.84,152.11,2095400
2024-05-31,"May 31, 24",,,,,,145.0875,142.66,0.0169,143.29,1.69,144.18,6966090,2.44,146.61,146.9,6966090
2024-05-30,"May 30, 24",,,,,,142.705,141.01,0.0215,140.9,2.15,141.13,1957108,3.03,144.17,144.51,1957108
2024-05-29,"May 29, 24",,,,,,140.445,138.75,0.0173,138.08,1.73,138.88,2024000,2.41,141.28,142.87,2024000
2024-05-28,"May 28, 24",,,,,,143.3775,141.52,-0.014,138.94,-1.4,144.18,2393054,-2.02,142.16,145.65,2393054
2024-05-24,"May 24, 24",,,,,,143.4875,141.36,-0.0020111,140.65,-0.20111,144.2,2009070,-0.29,143.91,144.48,2009070
2024-05-23,"May 23, 24",,,,,,141.365,138.18,0.0144,139.06,1.44,140.26,4035202,2.02,142.28,144.74,4035202
2024-05-22,"May 22, 24",,,,,,156.465,138.82,-0.19,136.8,-19,172.81,8580400,-32.84,139.97,174.26,8580400
2024-05-21,"May 21, 24",,,,,,157.1125,155.76,0.0007002801,153.63,0.07002801,157.08,2698200,0.11,157.19,158.42,2698200
2024-05-20,"May 20, 24",,,,,,156.6325,154.82,0.0215,154.7,2.15,154.96,2606422,3.33,158.29,158.46,2606422
2024-05-17,"May 17, 24",,,,,,155.7125,153.5,-0.015,151.24,-1.5,157.1,1711400,-2.35,154.75,157.5,1711400
2024-05-16,"May 16, 24",,,,,,158.0275,156.51,-0.016,152.98,-1.6,159.07,1262400,-2.54,156.53,160,1262400
2024-05-15,"May 15, 24",,,,,,159.7575,158.06,-0.0008735804,156.49,-0.08735804,160.26,2233000,-0.135,160.12,160.59,2233000
2024-05-14,"May 14, 24",,,,,,158.3475,157.28,0.0067937,154.98,0.67937,157.5,1698604,1.07,158.57,160.04,1698604
