date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,declarationDate,recordDate,adjDividend,paymentDate
2025-03-05,591.99,613.12,583.41,612.19,607.15,636700,636700,20.2,3.41,600.1775,"March 05, 25",0.0341,,,,,
2025-03-04,578.13,605.76,557.79,588.15,583.3,936263,936263,10.02,1.73,582.4575,"March 04, 25",0.0173,,,,,
2025-03-03,619.34,621.72,576.08,578.92,574.15,1054808,1054808,-40.42,-6.53,599.015,"March 03, 25",-0.0653,,,,,
2025-02-28,607.62,624.33,596.6,611.01,605.98,961706,961706,3.39,0.55791,609.89,"February 28, 25",0.0055791,,,,,
2025-02-27,671.22,672.04,608.06,609.38,604.36,1202464,1202464,-61.84,-9.21,640.175,"February 27, 25",-0.0921,,,,,
2025-02-26,666.69,681,660.48,671.58,666.05,692590,692590,4.89,0.73347,669.9375,"February 26, 25",0.0073347,,,,,
2025-02-25,658.25,659.67,643.85,651.32,645.95,897509,897509,-6.93,-1.05,653.2725,"February 25, 25",-0.0105,,,,,
2025-02-24,660.69,665,637.02,652.74,647.36,1327500,1327500,-7.95,-1.2,653.8625,"February 24, 25",-0.012,,,,,
2025-02-21,684.86,689.78,659.49,661.08,655.63,847339,847339,-23.78,-3.47,673.8025,"February 21, 25",-0.0347,,,,,
2025-02-20,697.84,707.42,682.14,689.81,684.13,679300,679300,-8.03,-1.15,694.3025,"February 20, 25",-0.0115,,,,,
2025-02-19,688.78,708.36,682.65,692.51,686.8,710854,710854,3.73,0.54154,693.075,"February 19, 25",0.0054154,,,,,
2025-02-18,692.34,704.77,685.1,690.77,685.08,611815,611815,-1.57,-0.22677,693.245,"February 18, 25",-0.0022677,,,,,
2025-02-14,692.95,698.37,681.14,684.93,679.29,625300,625300,-8.02,-1.16,689.3475,"February 14, 25",-0.0116,,,,,
2025-02-13,699.46,707.49,694.08,699.99,694.22,478239,478239,0.53,0.07577274,700.255,"February 13, 25",0.0007577274,,,,,
2025-02-12,689.51,700.78,682.77,699.46,693.7,487402,487402,9.95,1.44,693.13,"February 12, 25",0.0144,,,,,
2025-02-11,692.15,712.98,686.12,699.03,693.27,708312,708312,6.88,0.994,697.57,"February 11, 25",0.00994,,,,,
2025-02-10,717.1,720.25,699.27,705.36,699.55,1009266,1009266,-11.74,-1.64,710.495,"February 10, 25",-0.0164,,,,,
2025-02-07,686.7,723.99,677,720.25,714.32,2551806,2551806,33.55,4.89,701.985,"February 07, 25",0.0489,,,,,
2025-02-06,650.53,666.38,639.06,660.9,655.45,1611200,1611200,10.37,1.59,654.2175,"February 06, 25",0.0159,,,,,
2025-02-05,652.01,664.99,647.87,653.87,648.48,883595,883595,1.87,0.28527,654.685,"February 05, 25",0.0028527,,,,,
2025-02-04,628.34,657.88,627.8,656.29,650.88,982023,982023,27.95,4.45,642.5775,"February 04, 25",0.0445,,,,,
2025-02-03,615.27,644.28,615.26,628.78,623.6,774581,774581,13.51,2.2,625.8975,"February 03, 25",0.022,,,,,
2025-01-31,640,657.18,632.11,637.37,632.12,753524,753524,-2.63,-0.41094,641.665,"January 31, 25",-0.0041094,,,,,
2025-01-30,624,641.75,622.43,636.78,631.53,593717,593717,12.78,2.05,631.24,"January 30, 25",0.0205,,,,,
2025-01-29,615.64,619.99,607.42,618.76,613.66,436138,436138,3.12,0.50679,615.4525,"January 29, 25",0.0050679,,,,,
2025-01-28,606.36,622.4,590.54,617.57,612.48,1015922,1015922,11.21,1.85,609.2175,"January 28, 25",0.0185,,,,,
2025-01-27,652.45,656.58,597.72,600.79,595.84,2095759,2095759,-51.66,-7.92,626.885,"January 27, 25",-0.0792,,,,,
2025-01-24,700,700,670,678.43,672.84,1063300,1063300,-21.57,-3.08,687.1075,"January 24, 25",-0.0308,,,,,
2025-01-23,673.94,699.38,673.35,698.79,693.03,757790,757790,24.85,3.69,686.365,"January 23, 25",0.0369,,,,,
2025-01-22,655.13,699.33,652.04,689.42,683.74,1558132,1558132,34.29,5.23,673.98,"January 22, 25",0.0523,,,,,
2025-01-21,637.09,655,632.81,638.49,633.23,1257817,1257817,1.4,0.21975,640.8475,"January 21, 25",0.0021975,,,,,
2025-01-17,606.53,628.69,605.82,625.82,620.66,1066243,1066243,19.29,3.18,616.715,"January 17, 25",0.0318,,,,,
2025-01-16,614.17,614.51,596.01,596.66,591.74,495038,495038,-17.51,-2.85,605.3375,"January 16, 25",-0.0285,,,,,
2025-01-15,607.59,611.38,601.48,602.41,597.45,570369,570369,-5.18,-0.85255,605.715,"January 15, 25",-0.0085255,,,,,
2025-01-14,591.27,598.08,579.17,589.86,585,472879,472879,-1.41,-0.23847,589.595,"January 14, 25",-0.0023847,,,,,
2025-01-13,578.47,591.39,576.42,587.35,582.51,854163,854163,8.88,1.54,583.4075,"January 13, 25",0.0154,,,,,
2025-01-10,611.46,614.53,582.06,591.23,586.36,1076983,1076983,-20.23,-3.31,599.82,"January 10, 25",-0.0331,,,,,
2025-01-08,617.45,633.14,610.3,620.96,615.84,346154,346154,3.51,0.56847,620.4625,"January 08, 25",0.0056847,,,,,
2025-01-07,643.07,644.81,622.12,624.87,619.72,599200,599200,-18.2,-2.83,633.7175,"January 07, 25",-0.0283,,,,,
2025-01-06,632.37,645.25,628.03,631.1,625.9,785900,785900,-1.27,-0.20083,634.1875,"January 06, 25",-0.0020083,,,,,
2025-01-03,600.32,625.5,599.09,619.87,614.76,654552,654552,19.55,3.26,611.195,"January 03, 25",0.0326,,,,,
2025-01-02,604.09,609.7,589.4,594.22,589.32,548184,548184,-9.87,-1.63,599.3525,"January 02, 25",-0.0163,,,,,
2024-12-31,602.56,608.97,589.3,591.7,586.82,492000,492000,-10.86,-1.8,598.1325,"December 31, 24",-0.018,1.25,2024-12-13,2024-12-31,1.25,2025-01-15
2024-12-30,606.93,609.07,593.85,603.65,597.44,689200,689200,-3.28,-0.54042,603.375,"December 30, 24",-0.0054042,,,,,
2024-12-27,616.62,621.93,604.15,612.7,606.4,354794,354794,-3.92,-0.63572,613.85,"December 27, 24",-0.0063572,,,,,
2024-12-26,613.56,625.31,613.56,619.83,613.45,320339,320339,6.27,1.02,618.065,"December 26, 24",0.0102,,,,,
2024-12-24,616.87,623.06,613.04,619.58,613.2,252533,252533,2.71,0.43931,618.1375,"December 24, 24",0.0043931,,,,,
2024-12-23,591.73,618.85,590.48,617.28,610.93,687937,687937,25.55,4.32,604.585,"December 23, 24",0.0432,,,,,
2024-12-20,586.92,603.19,582.29,593.22,587.12,2364939,2364939,6.3,1.07,591.405,"December 20, 24",0.0107,,,,,
2024-12-19,611.77,613,586.62,589.15,583.09,782737,782737,-22.62,-3.7,600.135,"December 19, 24",-0.037,,,,,
2024-12-18,632,644.81,593.11,598.07,591.92,958400,958400,-33.93,-5.37,616.9975,"December 18, 24",-0.0537,,,,,
2024-12-17,622.09,640.07,622.08,628.22,621.76,796432,796432,6.13,0.98539,628.115,"December 17, 24",0.0098539,,,,,
2024-12-16,607,637.71,599.89,628.62,622.15,1143023,1143023,21.62,3.56,618.305,"December 16, 24",0.0356,,,,,
2024-12-13,621,625.35,602.07,608.44,602.18,897035,897035,-12.56,-2.02,614.215,"December 13, 24",-0.0202,,,,,
2024-12-12,611.31,623.8,593.1,605.45,599.22,862132,862132,-5.86,-0.9586,608.415,"December 12, 24",-0.009586,,,,,
2024-12-11,613.63,628.77,604.34,623.82,617.4,948285,948285,10.19,1.66,617.64,"December 11, 24",0.0166,,,,,
2024-12-10,610.88,614.41,591.14,595.32,589.19,941742,941742,-15.56,-2.55,602.9375,"December 10, 24",-0.0255,,,,,
2024-12-09,591.85,613.3,591,609.67,603.4,1015409,1015409,17.82,3.01,601.455,"December 09, 24",0.0301,,,,,
2024-12-06,578.22,593.31,576,589.68,583.61,734466,734466,11.46,1.98,584.3025,"December 06, 24",0.0198,,,,,
2024-12-05,587.33,587.33,566.61,572.32,566.43,696553,696553,-15.01,-2.56,578.3975,"December 05, 24",-0.0256,,,,,
2024-12-04,589.15,592.8,579.99,581.63,575.65,698452,698452,-7.52,-1.28,585.8925,"December 04, 24",-0.0128,,,,,
2024-12-03,570.74,585.79,570.74,582.85,576.85,609357,609357,12.11,2.12,577.53,"December 03, 24",0.0212,,,,,
2024-12-02,567.05,588.94,566.01,580.35,574.38,808873,808873,13.3,2.35,575.5875,"December 02, 24",0.0235,,,,,
2024-11-29,568,575.16,563.01,567.64,561.8,595300,595300,-0.36,-0.06338028,568.4525,"November 29, 24",-0.0006338028,,,,,
2024-11-27,575.83,575.83,548.25,560.24,554.48,1237978,1237978,-15.59,-2.71,565.0375,"November 27, 24",-0.0271,,,,,
2024-11-26,598.77,602.3,568.1,572.08,566.19,1287366,1287366,-26.69,-4.46,585.3125,"November 26, 24",-0.0446,,,,,
2024-11-25,592.16,610.83,587.69,600.86,594.68,1268151,1268151,8.7,1.47,597.885,"November 25, 24",0.0147,,,,,
2024-11-22,566.25,591.6,565.7,580.81,574.83,1031892,1031892,14.56,2.57,576.09,"November 22, 24",0.0257,,,,,
2024-11-21,570.07,574.01,551.79,572.47,566.58,1021937,1021937,2.4,0.421,567.085,"November 21, 24",0.00421,,,,,
2024-11-20,581.3,587,546.71,560.06,554.3,1662800,1662800,-21.24,-3.65,568.7675,"November 20, 24",-0.0365,,,,,
2024-11-19,588,593.91,576.37,585.87,579.84,998722,998722,-2.13,-0.36224,586.0375,"November 19, 24",-0.0036224,,,,,
2024-11-18,573.4,588.91,561.58,587.84,581.79,1203507,1203507,14.44,2.52,577.9325,"November 18, 24",0.0252,,,,,
2024-11-15,565.57,590.49,561.79,573.38,567.48,1622831,1622831,7.81,1.38,572.8075,"November 15, 24",0.0138,,,,,
2024-11-14,603.05,604.67,572.04,576.79,570.85,2087979,2087979,-26.26,-4.35,589.1375,"November 14, 24",-0.0435,,,,,
2024-11-13,633,640.79,599.05,601.47,595.28,1607940,1607940,-31.53,-4.98,618.5775,"November 13, 24",-0.0498,,,,,
2024-11-12,665,689.77,631.51,644.1,637.47,2652222,2652222,-20.9,-3.14,657.595,"November 12, 24",-0.0314,,,,,
2024-11-11,629.3,650.93,572,647.31,640.65,4011034,4011034,18.01,2.86,624.885,"November 11, 24",0.0286,,,,,
2024-11-08,765.06,781.02,749.85,761.3,753.47,822322,822322,-3.76,-0.49146,764.3075,"November 08, 24",-0.0049146,,,,,
2024-11-07,793.64,796.58,762.66,775.21,767.23,948036,948036,-18.43,-2.32,782.0225,"November 07, 24",-0.0232,,,,,
2024-11-06,773.97,786.51,762.77,785.29,777.21,820536,820536,11.32,1.46,777.135,"November 06, 24",0.0146,,,,,
2024-11-05,769.16,775.85,750.95,762.97,755.12,626756,626756,-6.19,-0.80477,764.7325,"November 05, 24",-0.0080477,,,,,
2024-11-04,758.81,784.76,746.59,766.57,758.68,959158,959158,7.76,1.02,764.1825,"November 04, 24",0.0102,,,,,
2024-11-01,766.22,788.73,755.74,759.37,751.56,1018146,1018146,-6.85,-0.894,767.515,"November 01, 24",-0.00894,,,,,
2024-10-31,826.32,829.5,733.88,759.3,751.49,3055268,3055268,-67.02,-8.11,787.25,"October 31, 24",-0.0811,,,,,
2024-10-30,912.71,931.65,909.56,919.81,910.35,977600,977600,7.1,0.7779,918.4325,"October 30, 24",0.007779,,,,,
2024-10-29,894.9,937.18,891.19,933.23,923.63,693100,693100,38.33,4.28,914.125,"October 29, 24",0.0428,,,,,
2024-10-28,901.29,911.38,885.92,890.46,881.3,631222,631222,-10.83,-1.2,897.2625,"October 28, 24",-0.012,,,,,
2024-10-25,904.6,925.27,901.21,901.29,892.02,566800,566800,-3.31,-0.36591,908.0925,"October 25, 24",-0.0036591,,,,,
2024-10-24,890.66,903,890.46,900.03,890.77,400637,400637,9.37,1.05,896.0375,"October 24, 24",0.0105,,,,,
2024-10-23,871.81,894.99,866.68,883.64,874.55,440084,440084,11.83,1.36,879.28,"October 23, 24",0.0136,,,,,
2024-10-22,878.46,882.53,869.95,876.81,867.79,391014,391014,-1.65,-0.18783,876.9375,"October 22, 24",-0.0018783,,,,,
2024-10-21,908,910.5,858.98,883.26,874.17,735771,735771,-24.74,-2.72,890.185,"October 21, 24",-0.0272,,,,,
2024-10-18,937.79,937.85,910.2,916.29,906.86,260734,260734,-21.5,-2.29,925.5325,"October 18, 24",-0.0229,,,,,
2024-10-17,938.37,943.12,917.16,918.13,908.68,482500,482500,-20.24,-2.16,929.195,"October 17, 24",-0.0216,,,,,
2024-10-16,915,915,893,904.94,895.63,520400,520400,-10.06,-1.1,906.985,"October 16, 24",-0.011,,,,,
2024-10-15,938.32,943.48,888.29,894.69,885.48,854276,854276,-43.63,-4.65,916.195,"October 15, 24",-0.0465,,,,,
2024-10-14,947.12,954,935.01,943.21,933.5,422048,422048,-3.91,-0.41283,944.835,"October 14, 24",-0.0041283,,,,,
2024-10-11,923.08,953.71,918.1,938.47,928.81,284000,284000,15.39,1.67,933.34,"October 11, 24",0.0167,,,,,
2024-10-10,918.51,932.23,916.75,930.07,920.5,231810,231810,11.56,1.26,924.39,"October 10, 24",0.0126,,,,,
2024-10-09,919.42,947.03,915.32,936.01,926.38,434155,434155,16.59,1.8,929.445,"October 09, 24",0.018,,,,,
2024-10-08,930,932,912.36,923.14,913.64,446207,446207,-6.86,-0.73763,924.375,"October 08, 24",-0.0073763,,,,,
2024-10-07,922.72,937.9,919.24,930.24,920.67,322117,322117,7.52,0.81498,927.525,"October 07, 24",0.0081498,,,,,
2024-10-04,949.42,950.99,926.7,935.61,925.98,435617,435617,-13.81,-1.45,940.68,"October 04, 24",-0.0145,,,,,
2024-10-03,905.39,934.19,905.39,922.75,913.25,347412,347412,17.36,1.92,916.93,"October 03, 24",0.0192,,,,,
2024-10-02,901.78,930.37,887.29,918.9,909.44,362504,362504,17.12,1.9,909.585,"October 02, 24",0.019,,,,,
2024-10-01,921.34,926.48,885.09,891.81,882.63,589100,589100,-29.53,-3.21,906.18,"October 01, 24",-0.0321,,,,,
2024-09-30,919.94,930.1,907.95,924.5,914.99,392142,392142,4.56,0.49568,920.6225,"September 30, 24",0.0049568,1.25,2024-09-13,2024-09-30,1.25,2024-10-15
2024-09-27,949.8,949.8,920.64,924.99,914.23,571733,571733,-24.81,-2.61,936.3075,"September 27, 24",-0.0261,,,,,
2024-09-26,940,950.29,904.75,944.39,933.41,545064,545064,4.39,0.46702,934.8575,"September 26, 24",0.0046702,,,,,
2024-09-25,902.35,923.48,902.1,914.74,904.1,312346,312346,12.39,1.37,910.6675,"September 25, 24",0.0137,,,,,
2024-09-24,907.2,917.06,893.12,911,900.41,275300,275300,3.8,0.41887,907.095,"September 24, 24",0.0041887,,,,,
2024-09-23,897.43,900.12,886.56,893.29,882.9,300764,300764,-4.14,-0.46132,894.35,"September 23, 24",-0.0046132,,,,,
2024-09-20,899.34,901.69,870.88,891.32,880.95,1267746,1267746,-8.02,-0.89177,890.8075,"September 20, 24",-0.0089177,,,,,
2024-09-19,895.48,921.63,885.8,911.12,900.52,733673,733673,15.64,1.75,903.5075,"September 19, 24",0.0175,,,,,
2024-09-18,876.49,890.47,856.48,860.66,850.65,446974,446974,-15.83,-1.81,871.025,"September 18, 24",-0.0181,,,,,
2024-09-17,893.22,903.81,864,867.31,857.22,546130,546130,-25.91,-2.9,882.085,"September 17, 24",-0.029,,,,,
2024-09-16,895.65,900.37,876.01,885.23,874.93,483000,483000,-10.42,-1.16,889.315,"September 16, 24",-0.0116,,,,,
2024-09-13,906.41,918.82,900.76,914.1,903.47,311022,311022,7.69,0.8484,910.0225,"September 13, 24",0.008484,,,,,
2024-09-12,885.92,905.28,877.16,895.91,885.49,411517,411517,9.99,1.13,891.0675,"September 12, 24",0.0113,,,,,
2024-09-11,851.22,897.07,828.8,895.16,884.75,770100,770100,43.94,5.16,868.0625,"September 11, 24",0.0516,,,,,
2024-09-10,833.7,848.92,814.2,847.7,837.84,388570,388570,14,1.68,836.13,"September 10, 24",0.0168,,,,,
2024-09-09,819.68,838.39,818.87,836.01,826.29,630005,630005,16.33,1.99,828.2375,"September 09, 24",0.0199,,,,,
2024-09-06,841.49,843.29,795.95,806.31,796.93,804027,804027,-35.18,-4.18,821.76,"September 06, 24",-0.0418,,,,,
2024-09-05,835.7,858.38,827.53,841.49,831.7,493609,493609,5.79,0.69283,840.775,"September 05, 24",0.0069283,,,,,
2024-09-04,830.49,867.4,826.44,850.51,840.62,446543,446543,20.02,2.41,843.71,"September 04, 24",0.0241,,,,,
2024-09-03,919.73,923.15,833.26,838.63,828.88,960911,960911,-81.1,-8.82,878.6925,"September 03, 24",-0.0882,,,,,
2024-08-30,948.15,952.17,913.16,934.68,923.81,520123,520123,-13.47,-1.42,937.04,"August 30, 24",-0.0142,,,,,
2024-08-29,936.82,959.64,920.9,930.61,919.79,449300,449300,-6.21,-0.66288,936.9925,"August 29, 24",-0.0066288,,,,,
2024-08-28,943.51,955.15,914.58,929.3,918.49,462200,462200,-14.21,-1.51,935.635,"August 28, 24",-0.0151,,,,,
2024-08-27,903.64,951.51,895,945.46,934.46,482989,482989,41.82,4.63,923.9025,"August 27, 24",0.0463,,,,,
2024-08-26,925.52,929.21,910.21,912.25,901.64,499044,499044,-13.27,-1.43,919.2975,"August 26, 24",-0.0143,,,,,
2024-08-23,926.39,941.8,914.49,936.29,925.4,413510,413510,9.9,1.07,929.7425,"August 23, 24",0.0107,,,,,
2024-08-22,948.63,956.63,902.26,908.53,897.96,565745,565745,-40.1,-4.23,929.0125,"August 22, 24",-0.0423,,,,,
2024-08-21,924.75,952.01,915.55,947.16,936.14,506000,506000,22.41,2.42,934.8675,"August 21, 24",0.0242,,,,,
2024-08-20,913.06,928.37,902.21,904.69,894.17,398240,398240,-8.37,-0.9167,912.0825,"August 20, 24",-0.009167,,,,,
2024-08-19,908.84,919.2,895.4,917.21,906.54,359314,359314,8.37,0.92095,910.1625,"August 19, 24",0.0092095,,,,,
2024-08-16,902.37,924.14,900.16,914.66,904.02,448600,448600,12.29,1.36,910.3325,"August 16, 24",0.0136,,,,,
2024-08-15,888.88,925.9,877.28,920.69,909.98,816334,816334,31.81,3.58,903.1875,"August 15, 24",0.0358,,,,,
2024-08-14,865.3,877.6,843.54,862.62,852.59,416158,416158,-2.68,-0.30972,862.265,"August 14, 24",-0.0030972,,,,,
2024-08-13,840.11,871.01,840.11,867.81,857.72,525515,525515,27.7,3.3,854.76,"August 13, 24",0.033,,,,,
2024-08-12,823.77,839.84,816.86,823.95,814.37,318700,318700,0.18,0.02185076,826.105,"August 12, 24",0.0002185076,,,,,
2024-08-09,838.23,842.63,809.54,823,813.43,441711,441711,-15.23,-1.82,828.35,"August 09, 24",-0.0182,,,,,
2024-08-08,778.39,846.31,765.13,843.52,833.71,860900,860900,65.13,8.37,808.3375,"August 08, 24",0.0837,,,,,
2024-08-07,818.52,828.47,751.79,757.04,748.24,689700,689700,-61.48,-7.51,788.955,"August 07, 24",-0.0751,,,,,
2024-08-06,784.76,813.94,767.13,790.16,780.97,532557,532557,5.4,0.68811,788.9975,"August 06, 24",0.0068811,,,,,
2024-08-05,748.28,793.4,729.59,770.44,761.48,843413,843413,22.16,2.96,760.4275,"August 05, 24",0.0296,,,,,
2024-08-02,788.55,836.78,769.72,795.76,786.51,1366800,1366800,7.21,0.91434,797.7025,"August 02, 24",0.0091434,,,,,
2024-08-01,842.25,861.43,778.32,784.95,775.82,1133049,1133049,-57.3,-6.8,816.7375,"August 01, 24",-0.068,,,,,
2024-07-31,824.56,863.42,817.24,863.09,853.05,861031,861031,38.53,4.67,842.0775,"July 31, 24",0.0467,,,,,
2024-07-30,831.88,835.93,780,781.85,772.76,678004,678004,-50.03,-6.01,807.415,"July 30, 24",-0.0601,,,,,
2024-07-29,838.72,849.17,822.1,827.26,817.64,429634,429634,-11.46,-1.37,834.3125,"July 29, 24",-0.0137,,,,,
2024-07-26,812.2,832.15,804.48,821.78,812.22,627400,627400,9.58,1.18,817.6525,"July 26, 24",0.0118,,,,,
2024-07-25,787.89,825.43,761.35,789.9,780.71,876508,876508,2.01,0.25511,791.1425,"July 25, 24",0.0025511,,,,,
2024-07-24,832.83,839.23,786.09,787.88,778.72,788117,788117,-44.95,-5.4,811.5075,"July 24, 24",-0.054,,,,,
2024-07-23,839.93,855,839.93,846.41,836.57,310800,310800,6.48,0.77149,845.3175,"July 23, 24",0.0077149,,,,,
2024-07-22,829.95,859.95,815.92,857.4,847.43,625700,625700,27.45,3.31,840.805,"July 22, 24",0.0331,,,,,
2024-07-19,852.47,852.47,805.14,808.83,799.42,624447,624447,-43.64,-5.12,829.7275,"July 19, 24",-0.0512,,,,,
2024-07-18,839.15,849.64,812.5,843.47,833.66,704140,704140,4.32,0.51481,836.19,"July 18, 24",0.0051481,,,,,
2024-07-17,861.38,861.38,815.36,817.38,807.87,1156208,1156208,-44,-5.11,838.875,"July 17, 24",-0.0511,,,,,
2024-07-16,879.72,891.67,864.67,889.48,879.14,314438,314438,9.76,1.11,881.385,"July 16, 24",0.0111,,,,,
2024-07-15,861.44,883.55,856.37,870.91,860.78,335900,335900,9.47,1.1,868.0675,"July 15, 24",0.011,,,,,
2024-07-12,833.08,875.83,816.06,855.67,845.72,513200,513200,22.59,2.71,845.16,"July 12, 24",0.0271,,,,,
2024-07-11,876.65,876.65,830.03,830.95,821.29,629300,629300,-45.7,-5.21,853.57,"July 11, 24",-0.0521,,,,,
2024-07-10,852.22,862.84,844.25,860.81,850.8,439100,439100,8.59,1.01,855.03,"July 10, 24",0.0101,,,,,
2024-07-09,864.59,868.97,837.96,846.2,836.36,259800,259800,-18.39,-2.13,854.43,"July 09, 24",-0.0213,,,,,
2024-07-08,843.91,853.27,839.39,851.82,841.91,313600,313600,7.91,0.9373,847.0975,"July 08, 24",0.009373,,,,,
2024-07-05,847.36,847.36,829.43,841.65,831.86,181700,181700,-5.71,-0.67386,841.45,"July 05, 24",-0.0067386,,,,,
2024-07-03,833.64,848.24,827.92,839.22,829.46,312516,312516,5.58,0.66935,837.255,"July 03, 24",0.0066935,,,,,
2024-07-02,818.98,835,815.72,828.75,819.11,257107,257107,9.77,1.19,824.6125,"July 02, 24",0.0119,,,,,
2024-07-01,807.88,822.33,794.11,819.4,809.87,548900,548900,11.52,1.43,810.93,"July 01, 24",0.0143,,,,,
2024-06-28,820.46,837.34,813.64,821.68,812.12,721800,721800,1.22,0.1487,823.28,"June 28, 24",0.001487,1.25,2024-06-13,2024-06-28,1.25,2024-07-15
2024-06-27,810.61,820.96,807.5,810.7,800.04,361100,361100,0.09,0.01110275,812.4425,"June 27, 24",0.0001110275,,,,,
2024-06-26,816.55,825.84,803.9,816.45,805.71,295611,295611,-0.1,-0.01224665,815.685,"June 26, 24",-0.0001224665,,,,,
2024-06-25,810.45,823.75,799.64,819.87,809.09,483700,483700,9.42,1.16,813.4275,"June 25, 24",0.0116,,,,,
2024-06-24,819.84,834.62,795.03,798.14,787.64,752010,752010,-21.7,-2.65,811.9075,"June 24, 24",-0.0265,,,,,
2024-06-21,823.4,828.69,806.87,826.17,815.31,994612,994612,2.77,0.33641,821.2825,"June 21, 24",0.0033641,,,,,
2024-06-20,846,848.45,819.63,825.33,814.48,673000,673000,-20.67,-2.44,834.8525,"June 20, 24",-0.0244,,,,,
2024-06-18,824.57,856.3,821.04,852.56,841.35,531295,531295,27.99,3.39,838.6175,"June 18, 24",0.0339,,,,,
2024-06-17,810.48,830.31,798.31,827.39,816.51,445214,445214,16.91,2.09,816.6225,"June 17, 24",0.0209,,,,,
2024-06-14,806.66,813.29,796.67,806.57,795.96,299808,299808,-0.09,-0.01115712,805.7975,"June 14, 24",-0.0001115712,,,,,
2024-06-13,808.32,822,796.3,817,806.26,529065,529065,8.68,1.07,810.905,"June 13, 24",0.0107,,,,,
2024-06-12,796.4,822.48,789.88,815.63,804.9,630116,630116,19.23,2.41,806.0975,"June 12, 24",0.0241,,,,,
2024-06-11,778.4,787.53,770.17,783.98,773.67,299051,299051,5.58,0.71686,780.02,"June 11, 24",0.0071686,,,,,
2024-06-10,745.03,783.65,745.03,779.58,769.33,466300,466300,34.55,4.64,763.3225,"June 10, 24",0.0464,,,,,
2024-06-07,748.61,760.24,743.56,751.64,741.76,324700,324700,3.03,0.40475,751.0125,"June 07, 24",0.0040475,,,,,
2024-06-06,757.17,762.75,745.31,758.61,748.63,463617,463617,1.44,0.19018,755.96,"June 06, 24",0.0019018,,,,,
2024-06-05,741.27,758.47,732.98,757.61,747.65,498100,498100,16.34,2.2,747.5825,"June 05, 24",0.022,,,,,
2024-06-04,732.61,735.2,719.99,726.56,717.01,256080,256080,-6.05,-0.82581,728.59,"June 04, 24",-0.0082581,,,,,
2024-06-03,746.35,746.52,709.02,731.79,722.17,345000,345000,-14.56,-1.95,733.42,"June 03, 24",-0.0195,,,,,
2024-05-31,743.53,754.62,706.94,735.63,725.96,762337,762337,-7.9,-1.06,735.18,"May 31, 24",-0.0106,,,,,
2024-05-30,750.1,753.83,740.43,743.9,734.12,441628,441628,-6.2,-0.82656,747.065,"May 30, 24",-0.0082656,,,,,
2024-05-29,744.95,757.13,744.93,746.4,736.58,478600,478600,1.45,0.19464,748.3525,"May 29, 24",0.0019464,,,,,
2024-05-28,761.02,765.78,749.41,759.58,749.59,465439,465439,-1.44,-0.18922,758.9475,"May 28, 24",-0.0018922,,,,,
2024-05-24,755,758.86,746.95,753.38,743.47,287900,287900,-1.62,-0.21457,753.5475,"May 24, 24",-0.0021457,,,,,
2024-05-23,776.01,776.01,736.39,746.39,736.57,767326,767326,-29.62,-3.82,758.7,"May 23, 24",-0.0382,,,,,
2024-05-22,765,773.88,751.59,760.62,750.62,432800,432800,-4.38,-0.57255,762.7725,"May 22, 24",-0.0057255,,,,,
2024-05-21,740.29,759.99,740.04,756.74,746.79,322340,322340,16.45,2.22,749.265,"May 21, 24",0.0222,,,,,
2024-05-20,725.46,761.87,725.46,755.88,745.94,419499,419499,30.42,4.19,742.1675,"May 20, 24",0.0419,,,,,
2024-05-17,735.08,738.81,721.83,730.05,720.45,258900,258900,-5.03,-0.68428,731.4425,"May 17, 24",-0.0068428,,,,,
2024-05-16,738.34,740.94,727.9,728.1,718.53,398557,398557,-10.24,-1.39,733.82,"May 16, 24",-0.0139,,,,,
2024-05-15,725.28,742.49,717.3,741.34,731.59,589839,589839,16.06,2.21,731.6025,"May 15, 24",0.0221,,,,,
2024-05-14,702.74,716.7,702.74,713.71,704.32,320700,320700,10.97,1.56,708.9725,"May 14, 24",0.0156,,,,,
2024-05-13,710.04,710.05,697.58,703.05,693.8,346500,346500,-6.99,-0.98445,705.18,"May 13, 24",-0.0098445,,,,,
2024-05-10,719.32,719.32,697.86,702.54,693.3,432029,432029,-16.78,-2.33,709.76,"May 10, 24",-0.0233,,,,,
2024-05-09,713.43,714.5,706.64,708.02,698.71,352500,352500,-5.41,-0.75831,710.6475,"May 09, 24",-0.0075831,,,,,
2024-05-08,690,715.13,687.56,713.37,703.99,337053,337053,23.37,3.39,701.515,"May 08, 24",0.0339,,,,,
2024-05-07,725,725,702,702.22,692.99,625818,625818,-22.78,-3.14,713.555,"May 07, 24",-0.0314,,,,,
2024-05-06,719.12,733.31,714,733.05,723.41,399908,399908,13.93,1.94,724.87,"May 06, 24",0.0194,,,,,
2024-05-03,726.99,727.95,701.21,707.22,697.92,585707,585707,-19.77,-2.72,715.8425,"May 03, 24",-0.0272,,,,,
2024-05-02,681.1,721.2,671.35,712.89,703.52,1200604,1200604,31.79,4.67,696.635,"May 02, 24",0.0467,,,,,
2024-05-01,658.9,686.76,647.5,652.59,644.01,906900,906900,-6.31,-0.95766,661.4375,"May 01, 24",-0.0095766,,,,,
