date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,paymentDate,dividend,recordDate
2021-06-22,35.25,36.17,35.17,36.09,33.46,4613510,4613510,0.836,2.38,35.67,"June 22, 21",0.0238,,,,,
2021-06-21,34.55,35.33,34.35,35.07,32.52,5405400,5405400,0.528,1.51,34.825,"June 21, 21",0.0151,,,,,
2021-06-18,34.86,34.92,34.16,34.26,31.76,10922160,10922160,-0.6,-1.72,34.55,"June 18, 21",-0.0172,,,,,
2021-06-17,35.64,35.73,34.5,34.96,32.41,7420900,7420900,-0.676,-1.91,35.2075,"June 17, 21",-0.0191,,,,,
2021-06-16,36.12,36.12,35.38,35.62,33.03,3936350,3936350,-0.506,-1.38,35.81,"June 16, 21",-0.0138,,,,,
2021-06-15,36.55,36.57,35.35,35.94,33.32,3700185,3700185,-0.614,-1.67,36.1025,"June 15, 21",-0.0167,,,,,
2021-06-14,36.77,36.85,36.28,36.63,33.96,4483345,4483345,-0.14,-0.38075,36.6325,"June 14, 21",-0.0038075,,,,,
2021-06-11,36.08,36.86,35.97,36.84,34.16,3254485,3254485,0.76,2.11,36.4375,"June 11, 21",0.0211,,,,,
2021-06-10,36.31,36.49,35.94,35.97,33.35,3750565,3750565,-0.346,-0.93638,36.1775,"June 10, 21",-0.0093638,,,,,
2021-06-09,36.46,36.6,36.08,36.21,33.57,3490050,3490050,-0.252,-0.68568,36.3375,"June 09, 21",-0.0068568,,,,,
2021-06-08,36.35,36.4,36.1,36.29,33.65,4771940,4771940,-0.062,-0.16506,36.285,"June 08, 21",-0.0016506,,,,,
2021-06-07,36.23,36.5,35.91,36.24,33.6,3570765,3570765,0.014,0.02760144,36.22,"June 07, 21",0.0002760144,,,,,
2021-06-04,35.76,36.26,35.48,36.21,33.57,3752060,3752060,0.45,1.26,35.9275,"June 04, 21",0.0126,,,,,
2021-06-03,36.09,36.1,35.14,35.59,33,6921520,6921520,-0.502,-1.39,35.73,"June 03, 21",-0.0139,,,,,
2021-06-02,36.37,36.37,35.65,36.23,33.59,6365285,6365285,-0.138,-0.38493,36.155,"June 02, 21",-0.0038493,,,,,
2021-06-01,36.51,36.58,35.91,36.37,33.72,4472655,4472655,-0.14,-0.38346,36.3425,"June 01, 21",-0.0038346,,,,,
2021-05-28,36.87,37,36.2,36.34,33.69,4045995,4045995,-0.53,-1.44,36.6025,"May 28, 21",-0.0144,,,,,
2021-05-27,36.76,37.05,36.47,36.55,33.89,5535035,5535035,-0.21,-0.57127,36.7075,"May 27, 21",-0.0057127,,,,,
2021-05-26,36.07,36.67,35.93,36.6,33.93,4582215,4582215,0.538,1.47,36.3175,"May 26, 21",0.0147,,,,,
2021-05-25,36.37,36.64,36.02,36.08,33.45,4659825,4659825,-0.286,-0.79736,36.2775,"May 25, 21",-0.0079736,,,,,
2021-05-24,36.95,36.96,36.32,36.36,33.71,3955845,3955845,-0.594,-1.6,36.6475,"May 24, 21",-0.016,,,,,
2021-05-21,36.6,37.04,36.57,36.67,34,7724035,7724035,0.068,0.19126,36.72,"May 21, 21",0.0019126,2021-05-06,0.104,2021-06-08,0.52,2021-05-24
2021-05-20,36.17,36.88,36.04,36.78,34,4890405,4890405,0.60512,1.69,36.4675,"May 20, 21",0.0169,,,,,
2021-05-19,36.52,36.55,35.31,36.11,33.38,7260295,7260295,-0.416,-1.12,36.1225,"May 19, 21",-0.0112,,,,,
2021-05-18,37.52,37.52,36.65,36.99,34.19,3897890,3897890,-0.53,-1.41,37.17,"May 18, 21",-0.0141,,,,,
2021-05-17,37.69,37.82,37.09,37.28,34.46,3283385,3283385,-0.414,-1.09,37.47,"May 17, 21",-0.0109,,,,,
2021-05-14,37.31,37.67,36.99,37.58,34.74,3644155,3644155,0.264,0.72367,37.3875,"May 14, 21",0.0072367,,,,,
2021-05-13,36.54,37.39,36.54,37.31,34.49,5480080,5480080,0.768,2.11,36.945,"May 13, 21",0.0211,,,,,
2021-05-12,37.83,38.1,36.35,36.48,33.72,6335085,6335085,-1.35,-3.57,37.19,"May 12, 21",-0.0357,,,,,
2021-05-11,38.93,39.02,37.7,38.25,35.36,6270485,6270485,-0.674,-1.75,38.475,"May 11, 21",-0.0175,,,,,
2021-05-10,39.39,40.15,39.09,39.14,36.18,4273780,4273780,-0.252,-0.63468,39.4425,"May 10, 21",-0.0063468,,,,,
2021-05-07,39.12,39.22,38.77,39.09,36.14,3190945,3190945,-0.028,-0.07668712,39.05,"May 07, 21",-0.0007668712,,,,,
2021-05-06,39,39.22,38.68,38.98,36.03,4388335,4388335,-0.022,-0.05128205,38.97,"May 06, 21",-0.0005128205,,,,,
2021-05-05,38.85,39.11,38.4,38.92,35.98,4590630,4590630,0.076,0.18018,38.82,"May 05, 21",0.0018018,,,,,
2021-05-04,38.11,38.92,37.79,38.88,35.94,6459490,6459490,0.762,2.02,38.425,"May 04, 21",0.0202,,,,,
2021-05-03,38.19,38.7,37.82,38.57,35.65,4087040,4087040,0.3741,0.99502,38.32,"May 03, 21",0.0099502,,,,,
2021-04-30,37.78,38.2,37.3,37.72,34.87,4416275,4416275,-0.058,-0.15881,37.75,"April 30, 21",-0.0015881,,,,,
2021-04-29,37.96,38.18,37.48,38.1,35.22,3303595,3303595,0.13756,0.36881,37.93,"April 29, 21",0.0036881,,,,,
2021-04-28,38.13,38.45,37.62,37.72,34.87,3479455,3479455,-0.406,-1.08,37.98,"April 28, 21",-0.0108,,,,,
2021-04-27,38.34,38.57,37.76,38.1,35.22,4858945,4858945,-0.236,-0.62598,38.1925,"April 27, 21",-0.0062598,,,,,
2021-04-26,37.87,38.3,37.4,38.19,35.3,4723935,4723935,0.32,0.845,37.94,"April 26, 21",0.00845,,,,,
2021-04-23,37.4,38.06,37.08,37.88,35.02,4968955,4968955,0.472,1.28,37.605,"April 23, 21",0.0128,,,,,
2021-04-22,37.18,38.31,36.89,37.62,34.78,12499665,12499665,0.438,1.18,37.5,"April 22, 21",0.0118,,,,,
2021-04-21,36.23,36.55,35.86,36.03,33.31,7205175,7205175,-0.198,-0.55203,36.1675,"April 21, 21",-0.0055203,,,,,
2021-04-20,36.71,37.18,35.81,36.21,33.47,5943270,5943270,-0.504,-1.36,36.4775,"April 20, 21",-0.0136,,,,,
2021-04-19,36.87,36.9,36.02,36.62,33.85,6556280,6556280,-0.258,-0.67806,36.6025,"April 19, 21",-0.0067806,,,,,
2021-04-16,35.59,36.56,35.46,36.22,33.48,15987415,15987415,0.624,1.77,35.9575,"April 16, 21",0.0177,,,,,
2021-04-15,35.64,35.77,35.32,35.39,32.72,4528200,4528200,-0.254,-0.70146,35.53,"April 15, 21",-0.0070146,,,,,
2021-04-14,35.63,36.1,35.5,35.57,32.88,4348390,4348390,-0.056,-0.1684,35.7,"April 14, 21",-0.001684,,,,,
2021-04-13,35.75,35.93,35.4,35.79,33.08,4944890,4944890,0.042,0.11189,35.7175,"April 13, 21",0.0011189,,,,,
2021-04-12,35.13,35.7,34.86,35.63,32.94,4970865,4970865,0.498,1.42,35.33,"April 12, 21",0.0142,,,,,
2021-04-09,35.35,35.58,35.09,35.54,32.85,4096245,4096245,0.188,0.53748,35.39,"April 09, 21",0.0053748,,,,,
2021-04-08,35.51,35.6,35.07,35.33,32.66,4649225,4649225,-0.184,-0.5069,35.3775,"April 08, 21",-0.005069,,,,,
2021-04-07,35.95,36.04,35.19,35.41,32.73,4358215,4358215,-0.536,-1.5,35.6475,"April 07, 21",-0.015,,,,,
2021-04-06,35.97,36.15,35.47,35.9,33.19,4489195,4489195,-0.064,-0.19461,35.8725,"April 06, 21",-0.0019461,,,,,
2021-04-05,35.58,36.17,35.35,36.07,33.34,4517840,4517840,0.488,1.38,35.7925,"April 05, 21",0.0138,,,,,
2021-04-01,35.49,35.61,35.01,35.3,32.63,5196435,5196435,-0.19,-0.53536,35.3525,"April 01, 21",-0.0053536,,,,,
2021-03-31,35.63,35.79,35.08,35.42,32.74,5570065,5570065,-0.212,-0.58939,35.48,"March 31, 21",-0.0058939,,,,,
2021-03-30,35.2,35.85,35.2,35.41,32.73,4637565,4637565,0.214,0.59659,35.415,"March 30, 21",0.0059659,,,,,
2021-03-29,35.58,35.71,35,35.14,32.48,3789295,3789295,-0.444,-1.24,35.3575,"March 29, 21",-0.0124,,,,,
2021-03-26,34.56,35.72,34.36,35.7,33,4789245,4789245,1.14,3.3,35.085,"March 26, 21",0.033,,,,,
2021-03-25,33.89,34.67,33.53,34.49,31.88,4502140,4502140,0.598,1.77,34.145,"March 25, 21",0.0177,,,,,
2021-03-24,34.91,34.91,33.81,33.81,31.25,5523255,5523255,-1.09,-3.15,34.36,"March 24, 21",-0.0315,,,,,
2021-03-23,34.71,35.36,34.32,34.53,31.92,8049680,8049680,-0.184,-0.51858,34.73,"March 23, 21",-0.0051858,,,,,
2021-03-22,34.76,34.91,33.93,34.71,32.09,4269445,4269445,-0.05,-0.14384,34.5775,"March 22, 21",-0.0014384,,,,,
2021-03-19,33.96,34.82,33.72,34.6,31.98,10343780,10343780,0.636,1.88,34.275,"March 19, 21",0.0188,,,,,
2021-03-18,33.32,34.24,33.32,33.86,31.3,4176640,4176640,0.538,1.62,33.685,"March 18, 21",0.0162,,,,,
2021-03-17,33.95,33.95,33.02,33.68,31.13,5598565,5598565,-0.272,-0.79529,33.65,"March 17, 21",-0.0079529,,,,,
2021-03-16,34.09,34.2,33.77,34.04,31.47,4539840,4539840,-0.042,-0.14667,34.025,"March 16, 21",-0.0014667,,,,,
2021-03-15,34.23,34.35,33.95,34.2,31.62,4240285,4240285,-0.028,-0.08764242,34.1825,"March 15, 21",-0.0008764242,,,,,
2021-03-12,34.36,34.84,33.85,34.2,31.62,9424495,9424495,-0.158,-0.46566,34.3125,"March 12, 21",-0.0046566,,,,,
2021-03-11,33.73,34.73,33.66,34.05,31.48,6571000,6571000,0.32,0.94871,34.0425,"March 11, 21",0.0094871,,,,,
2021-03-10,32.53,33.76,32.41,33.5,30.97,7904275,7904275,0.971,2.98,33.05,"March 10, 21",0.0298,,,,,
2021-03-09,32.89,33,32.09,32.12,29.69,6223745,6223745,-0.768,-2.34,32.525,"March 09, 21",-0.0234,,,,,
2021-03-08,31.38,32.55,31.21,32.2,29.77,6827910,6827910,0.816,2.61,31.835,"March 08, 21",0.0261,,,,,
2021-03-05,30.59,31.19,29.76,31.16,28.8,4249855,4249855,0.578,1.86,30.675,"March 05, 21",0.0186,,,,,
2021-03-04,30.94,31.03,29.69,30.34,28.05,7114935,7114935,-0.6,-1.94,30.5,"March 04, 21",-0.0194,,,,,
2021-03-03,31.89,32.32,31,31.02,28.68,7029745,7029745,-0.872,-2.73,31.5575,"March 03, 21",-0.0273,,,,,
2021-03-02,32.63,32.73,31.66,31.78,29.38,4903640,4903640,-0.85,-2.6,32.2,"March 02, 21",-0.026,,,,,
2021-03-01,32.06,32.77,31.99,32.51,30.05,5911830,5911830,0.446,1.4,32.3325,"March 01, 21",0.014,,,,,
2021-02-26,32.37,32.47,31.63,31.79,29.39,7892110,7892110,-0.576,-1.79,32.065,"February 26, 21",-0.0179,,,,,
2021-02-25,32.43,32.87,32.05,32.24,29.8,6208720,6208720,-0.194,-0.58588,32.3975,"February 25, 21",-0.0058588,,,,,
2021-02-24,33.16,33.39,32.15,32.22,29.78,7355225,7355225,-0.94,-2.83,32.73,"February 24, 21",-0.0283,,,,,
2021-02-23,32.68,33.22,31.63,33.04,30.54,6640435,6640435,0.356,1.1,32.6425,"February 23, 21",0.011,,,,,
2021-02-22,33.79,34,32.93,32.99,30.5,7079445,7079445,-0.804,-2.37,33.4275,"February 22, 21",-0.0237,,,,,
2021-02-19,34.48,34.75,33.94,34.27,31.68,6388690,6388690,-0.208,-0.60905,34.36,"February 19, 21",-0.0060905,2021-01-28,0.104,2021-03-09,0.52,2021-02-22
2021-02-18,33.8,34.67,33.56,34.38,31.69,7798160,7798160,0.578,1.72,34.1025,"February 18, 21",0.0172,,,,,
2021-02-17,32.58,34.43,32.58,34.05,31.39,10076885,10076885,1.47,4.51,33.41,"February 17, 21",0.0451,,,,,
2021-02-16,32.07,32.68,31.92,32.39,29.86,7054785,7054785,0.318,0.99782,32.265,"February 16, 21",0.0099782,,,,,
2021-02-12,31.52,32.06,31.52,31.99,29.49,4727255,4727255,0.464,1.49,31.7725,"February 12, 21",0.0149,,,,,
2021-02-11,31.41,32.19,31.35,31.47,29.01,7678265,7678265,0.056,0.19102,31.605,"February 11, 21",0.0019102,,,,,
2021-02-10,31.96,31.97,30.87,31.29,28.84,6211370,6211370,-0.674,-2.1,31.5225,"February 10, 21",-0.021,,,,,
2021-02-09,31.38,32.1,31.28,31.7,29.22,8232995,8232995,0.316,1.02,31.615,"February 09, 21",0.0102,,,,,
2021-02-08,30.76,31.52,30.68,31.45,28.99,7999935,7999935,0.692,2.24,31.1025,"February 08, 21",0.0224,,,,,
2021-02-05,29.24,30.45,29.24,30.3,27.93,7357445,7357445,1.06,3.63,29.8075,"February 05, 21",0.0363,,,,,
2021-02-04,29.11,29.34,28.88,29.25,26.96,5537385,5537385,0.142,0.48093,29.145,"February 04, 21",0.0048093,,,,,
2021-02-03,28.67,29.32,28.6,28.99,26.72,5263750,5263750,0.318,1.12,28.895,"February 03, 21",0.0112,,,,,
2021-02-02,28.01,28.91,27.98,28.64,26.4,7854825,7854825,0.63,2.25,28.385,"February 02, 21",0.0225,,,,,
2021-02-01,28.43,29.14,27.82,27.94,25.75,7154700,7154700,-0.484,-1.72,28.3325,"February 01, 21",-0.0172,,,,,
2021-01-29,30.06,30.19,28.32,28.35,26.13,10610985,10610985,-1.71,-5.69,29.23,"January 29, 21",-0.0569,,,,,
2021-01-28,30.05,31.09,29.1,29.89,27.55,10577785,10577785,-0.158,-0.53245,30.0325,"January 28, 21",-0.0053245,,,,,
2021-01-27,30.35,31.09,29.3,30.74,28.33,10873695,10873695,0.395,1.29,30.37,"January 27, 21",0.0129,,,,,
2021-01-26,31.25,31.4,30.22,30.38,28,5292785,5292785,-0.872,-2.78,30.8125,"January 26, 21",-0.0278,,,,,
2021-01-25,31.24,31.71,31.1,31.23,28.79,5774635,5774635,-0.012,-0.03201024,31.32,"January 25, 21",-0.0003201024,,,,,
2021-01-22,31.14,31.47,30.84,31.12,28.69,6198005,6198005,-0.018,-0.06422608,31.1425,"January 22, 21",-0.0006422608,,,,,
2021-01-21,31.08,31.6,30.98,31.04,28.61,3753800,3753800,-0.043,-0.1287,31.175,"January 21, 21",-0.001287,,,,,
2021-01-20,31.51,31.51,30.82,31.07,28.64,4742330,4742330,-0.444,-1.4,31.2275,"January 20, 21",-0.014,,,,,
2021-01-19,31.7,31.87,31.34,31.49,29.03,6038225,6038225,-0.212,-0.66246,31.6,"January 19, 21",-0.0066246,,,,,
2021-01-15,31.3,32.17,31.26,31.5,29.04,9251595,9251595,0.2,0.63898,31.5575,"January 15, 21",0.0063898,,,,,
2021-01-14,30.71,31.42,30.68,31.29,28.84,7670460,7670460,0.576,1.89,31.025,"January 14, 21",0.0189,,,,,
2021-01-13,30.5,30.83,30.15,30.64,28.24,8151190,8151190,0.138,0.45902,30.53,"January 13, 21",0.0045902,,,,,
2021-01-12,29.84,30.42,29.79,30.35,27.98,5636315,5636315,0.514,1.71,30.1,"January 12, 21",0.0171,,,,,
2021-01-11,29.77,30.32,29.4,29.9,27.56,6538235,6538235,0.132,0.43668,29.8475,"January 11, 21",0.0043668,,,,,
2021-01-08,29.43,29.89,29.15,29.86,27.52,5349505,5349505,0.43,1.46,29.5825,"January 08, 21",0.0146,,,,,
2021-01-07,29.14,29.51,29.02,29.42,27.12,4595860,4595860,0.289,0.96088,29.2725,"January 07, 21",0.0096088,,,,,
2021-01-06,27.87,29.19,27.75,29.17,26.89,5514385,5514385,1.3,4.66,28.495,"January 06, 21",0.0466,,,,,
2020-11-20,,,,,,,,,,,"November 20, 20",,2020-11-05,0.08,2020-12-08,0.4,2020-11-23
2020-08-21,,,,,,,,,,,"August 21, 20",,2020-08-06,0.08,2020-09-09,0.4,2020-08-24
2020-05-22,,,,,,,,,,,"May 22, 20",,2020-05-06,0.07,2020-06-09,0.35,2020-05-26
2020-02-21,,,,,,,,,,,"February 21, 20",,2020-02-05,0.07,2020-03-10,0.35,2020-02-24
2019-11-22,,,,,,,,,,,"November 22, 19",,2019-11-06,0.07,2019-12-10,0.35,2019-11-25
2019-08-23,,,,,,,,,,,"August 23, 19",,2019-08-07,0.07,2019-09-10,0.35,2019-08-26
2019-05-24,,,,,,,,,,,"May 24, 19",,2019-05-09,0.07,2019-06-11,0.35,2019-05-28
2019-02-22,,,,,,,,,,,"February 22, 19",,2019-02-06,0.062,2019-03-12,0.31,2019-02-25
2018-11-23,,,,,,,,,,,"November 23, 18",,2018-11-08,0.062,2018-12-11,0.31,2018-11-26
2018-08-24,,,,,,,,,,,"August 24, 18",,2018-08-09,0.062,2018-09-11,0.31,2018-08-27
2018-05-25,,,,,,,,,,,"May 25, 18",,2018-05-10,0.062,2018-06-12,0.31,2018-05-29
2018-02-23,,,,,,,,,,,"February 23, 18",,2018-02-08,0.054,2018-03-13,0.27,2018-02-26
2017-11-17,,,,,,,,,,,"November 17, 17",,2017-11-07,0.054,2017-12-05,0.27,2017-11-20
2017-08-17,,,,,,,,,,,"August 17, 17",,2017-08-08,0.054,2017-09-06,0.27,2017-08-21
2017-05-18,,,,,,,,,,,"May 18, 17",,,0.054,2017-06-06,0.27,2017-05-22
2017-02-23,,,,,,,,,,,"February 23, 17",,2017-02-09,0.048,2017-03-14,0.24,2017-02-27
2016-11-09,,,,,,,,,,,"November 09, 16",,2016-11-01,0.048,2016-11-29,0.24,2016-11-14
2016-08-11,,,,,,,,,,,"August 11, 16",,2016-08-02,0.048,2016-08-30,0.24,2016-08-15
2016-05-12,,,,,,,,,,,"May 12, 16",,2016-05-03,0.048,2016-06-01,0.24,2016-05-16
2016-02-18,,,,,,,,,,,"February 18, 16",,2016-02-04,0.04,2016-03-08,0.2,2016-02-22
2015-11-12,,,,,,,,,,,"November 12, 15",,2015-11-03,0.04,2015-12-01,0.2,2015-11-16
2015-08-13,,,,,,,,,,,"August 13, 15",,2015-08-04,0.04,2015-09-01,0.2,2015-08-17
2015-05-14,,,,,,,,,,,"May 14, 15",,2015-05-05,0.04,2015-06-02,0.2,2015-05-18
2015-02-19,,,,,,,,,,,"February 19, 15",,2015-02-05,0.032,2015-03-10,0.16,2015-02-23
2014-11-13,,,,,,,,,,,"November 13, 14",,2014-10-30,0.032,2014-12-02,0.16,2014-11-17
2014-08-14,,,,,,,,,,,"August 14, 14",,2014-07-31,0.032,2014-09-03,0.16,2014-08-18
2014-05-15,,,,,,,,,,,"May 15, 14",,2014-05-01,0.032,2014-06-03,0.16,2014-05-19
2014-02-20,,,,,,,,,,,"February 20, 14",,2014-02-06,0.026,2014-03-11,0.13,2014-02-24
2013-11-14,,,,,,,,,,,"November 14, 13",,2013-10-31,0.026,2013-12-03,0.13,2013-11-18
2013-08-15,,,,,,,,,,,"August 15, 13",,2013-08-01,0.026,2013-09-04,0.26,2013-08-19
2013-05-16,,,,,,,,,,,"May 16, 13",,2013-05-02,0.026,2013-06-04,0.26,2013-05-20
2013-02-21,,,,,,,,,,,"February 21, 13",,2013-02-07,0.02,2013-03-12,0.2,2013-02-25
2012-11-15,,,,,,,,,,,"November 15, 12",,2012-11-01,0.02,2012-12-04,0.2,2012-11-19
2012-08-16,,,,,,,,,,,"August 16, 12",,,0.02,2012-09-05,0.2,2012-08-20
2012-05-17,,,,,,,,,,,"May 17, 12",,,0.02,2012-06-05,0.2,2012-05-21
2012-02-23,,,,,,,,,,,"February 23, 12",,,0.012,2012-03-13,0.12,2012-02-27
2011-11-09,,,,,,,,,,,"November 09, 11",,,0.012,2011-11-29,0.12,2011-11-14
2011-08-11,,,,,,,,,,,"August 11, 11",,,0.012,2011-08-30,0.12,2011-08-15
2011-05-12,,,,,,,,,,,"May 12, 11",,,0.012,2011-06-01,0.12,2011-05-16
2011-02-17,,,,,,,,,,,"February 17, 11",,,0.007,2011-03-08,0.07,2011-02-22
2010-11-10,,,,,,,,,,,"November 10, 10",,,0.007,2010-11-30,0.07,2010-11-15
2010-08-12,,,,,,,,,,,"August 12, 10",,,0.007,2010-08-31,0.14,2010-08-16
2010-05-13,,,,,,,,,,,"May 13, 10",,,0.007,2010-06-02,0.14,2010-05-17
2010-03-11,,,,,,,,,,,"March 11, 10",,,0.007,2010-03-29,0.14,2010-03-15
