symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ANET,2024-12-31,110.53,1256303000,138859170590,2762357000,0,136096813590
ANET,2023-12-31,58.88,1237417000,72859112960,1938606000,0,70920506960
ANET,2022-12-31,30.34,1225891000,37193532940,671707000,43964000,36565789940
ANET,2021-12-31,35.94,1226048000,44064165120,620813000,56527000,43499879120
ANET,2020-12-31,18.16,1215744000,22077911040,893219000,72397000,21257089040
ANET,2019-12-31,12.71,1220992000,15518808320,1111286000,83022000,14490544320
ANET,2018-12-31,13.17,1196000000,15751320000,649950000,35431000,15136801000
ANET,2017-12-31,14.72,1156128000,17018204160,859192000,37673000,16196685160
ANET,2016-12-31,6.05,1100336000,6657032800,567923000,39593000,6128702800
ANET,2015-12-31,4.87,1055424000,5139914880,687326000,42546000,4495134880
ANET,2014-12-31,3.8,774832000,2944361600,240031000,43634000,2747964600
ANET,2013-12-31,3.44,1220992000,4200212480,113664000,142763000,4229311480
ANET,2012-12-31,3.44,1220992000,4200212480,88655000,122926000,4234483480
ANET,2011-12-31,3.44,821124704,2824668981,0,0,2824668981
