symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
EXE,2024-12-31,99.55,156989000,15628254950,317000000,5825000000,21136254950
EXE,2023-12-31,76.94,132840000,10220709600,1079000000,2127000000,11268709600
EXE,2022-12-31,94.37,125785000,11870330450,130000000,3212000000,14952330450
EXE,2021-12-31,64.52,117917349,7608027357,905000000,2316000000,9019027357
EXE,2020-12-31,42.8,9773000,418284400,279000000,1962000000,2101284400
EXE,2019-12-31,42.8,8324999,356309957,6000000,9501000000,9851309957
EXE,2018-12-31,42.8,4545000,194526000,4000000,7722000000,7912526000
EXE,2017-12-31,42.8,4530000,193884000,5000000,9973000000,10161884000
EXE,2016-12-31,42.8,3820000,163496000,882000000,10441000000,9722496000
EXE,2015-12-31,42.8,3310000,141668000,825000000,10721000000,10037668000
EXE,2014-12-31,42.8,3295000,141026000,4108000000,11582000000,7615026000
EXE,2013-12-31,42.8,3265000,139742000,837000000,12917000000,12219742000
EXE,2012-12-31,42.8,3215000,137602000,398000000,12795000000,12534602000
EXE,2011-12-31,42.8,3185000,136318000,395000000,10769000000,10510318000
EXE,2010-12-31,42.8,3155000,135034000,102000000,12640000000,12673034000
EXE,2009-12-31,42.8,3060000,130967999,307000000,12295000000,12118967999
EXE,2008-12-31,42.8,2680000,114703999,1749000000,14184000000,12549703999
EXE,2007-12-31,42.8,2280000,97584000,1000000,10950000000,11046584000
EXE,2006-12-31,42.8,1992435,85276218,2519000,7375548000,7458305218
EXE,2005-12-31,42.8,1610170,68915276,60027000,5489742000,5498630276
EXE,2004-12-31,42.8,1266060,54187368,6896000,3075109000,3122400368
EXE,2003-12-31,42.8,1056015,45197442,40581000,2057713000,2062329442
EXE,2002-12-31,42.8,834550,35718740,247637000,1651198000,1439279740
EXE,2001-12-31,42.8,811810,34745468,117594000,1330055000,1247206468
EXE,2000-12-31,42.8,644965,27604502,0,945681000,973285502
EXE,1999-12-31,42.8,485385,20774478,0,945681000,966455478
EXE,1998-12-31,42.8,644965,27604502,29520000,944076000,942160502
EXE,1997-06-30,42.8,17641733,755066172,140700000,226800000,841166172
EXE,1996-06-30,42.8,35970000,1539516000,28900000,166900000,1677516000
EXE,1995-06-30,42.8,52508500,2247363800,23800000,71000000,2294563800
EXE,1994-06-30,42.8,50030000,2141283999,16200000,55500000,2180583999
EXE,1993-06-30,42.8,100000,4280000,4900000,21000000,20380000
