symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
STE,-1.37267,-2.13699,-5.02887,3.10928,7.16612,0,22.56262,33.50419,30.35137,236.57289,12037.86408
