date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,paymentDate,declarationDate,dividend,adjDividend
2025-10-16,193.38,194.1,188.76,192.64,192.64,1068851,1068851,-0.74,-0.38267,192.22,"October 16, 25",-0.0038267,,,,,
2025-10-15,186.93,196.5,186.22,191.67,191.67,1864772,1864772,4.74,2.54,190.33,"October 15, 25",0.0254,,,,,
2025-10-14,171.27,184.61,170.52,183.82,183.82,1418853,1418853,12.55,7.33,177.555,"October 14, 25",0.0733,,,,,
2025-10-13,172.51,174.63,171.47,174.12,174.12,698309,698309,1.61,0.93328,173.1825,"October 13, 25",0.0093328,,,,,
2025-10-10,173.49,178.69,170.08,170.08,170.08,1866707,1866707,-3.41,-1.97,173.085,"October 10, 25",-0.0197,,,,,
2025-10-09,169.69,171.97,168.15,171.92,171.92,887343,887343,2.23,1.31,170.4325,"October 09, 25",0.0131,,,,,
2025-10-08,167.73,171.42,166.47,171.33,171.33,967066,967066,3.6,2.15,169.2375,"October 08, 25",0.0215,,,,,
2025-10-07,164.43,167.12,163.74,166.95,166.95,633801,633801,2.52,1.53,165.56,"October 07, 25",0.0153,,,,,
2025-10-06,167.53,167.53,162.59,164.13,164.13,725662,725662,-3.4,-2.03,165.445,"October 06, 25",-0.0203,,,,,
2025-10-03,170,170,163.69,165.67,165.67,841800,841800,-4.33,-2.55,167.34,"October 03, 25",-0.0255,,,,,
2025-10-02,168.26,170.52,167.03,169.99,169.99,533161,533161,1.73,1.03,168.95,"October 02, 25",0.0103,,,,,
2025-10-01,167.42,168.77,165.12,167.89,167.89,632632,632632,0.47,0.28073,167.3,"October 01, 25",0.0028073,,,,,
2025-09-30,166.28,168.65,166.13,167.4,167.4,774112,774112,1.12,0.67356,167.115,"September 30, 25",0.0067356,,,,,
2025-09-29,169.14,169.14,164.81,165.82,165.82,875135,875135,-3.32,-1.96,167.2275,"September 29, 25",-0.0196,,,,,
2025-09-26,164.36,168.83,162.89,168.27,168.27,1038500,1038500,3.91,2.38,166.0875,"September 26, 25",0.0238,,,,,
2025-09-25,163.62,165.51,161.68,164.26,164.26,1283899,1283899,0.64,0.39115,163.7675,"September 25, 25",0.0039115,,,,,
2025-09-24,167.81,172.61,166.78,167.36,167.36,1360900,1360900,-0.45,-0.26816,168.64,"September 24, 25",-0.0026816,,,,,
2025-09-23,186.79,187.81,166.17,166.77,166.77,2320338,2320338,-20.02,-10.72,176.885,"September 23, 25",-0.1072,,,,,
2025-09-22,181.75,186.19,180.59,185.86,185.86,1301955,1301955,4.11,2.26,183.5975,"September 22, 25",0.0226,,,,,
2025-09-19,182.96,184,180.24,182.28,182.28,1594945,1594945,-0.68,-0.37167,182.37,"September 19, 25",-0.0037167,,,,,
2025-09-18,182.55,184.46,180.9,184.04,184.04,848983,848983,1.49,0.81621,182.9875,"September 18, 25",0.0081621,,,,,
2025-09-17,183.99,184.93,179.55,181.29,181.29,692102,692102,-2.7,-1.47,182.44,"September 17, 25",-0.0147,,,,,
2025-09-16,185.81,186.48,180.91,183.61,183.61,894669,894669,-2.2,-1.18,184.2025,"September 16, 25",-0.0118,,,,,
2025-09-15,185.9,187.61,183.55,185.71,185.71,756302,756302,-0.19,-0.10221,185.6925,"September 15, 25",-0.0010221,,,,,
2025-09-12,187.67,189.05,184.34,184.39,184.39,697918,697918,-3.28,-1.75,186.3625,"September 12, 25",-0.0175,,,,,
2025-09-11,185.34,192.72,184.85,187.86,187.86,1425421,1425421,2.52,1.36,187.6925,"September 11, 25",0.0136,,,,,
2025-09-10,183.09,186.22,182.98,185.01,185.01,813348,813348,1.92,1.05,184.325,"September 10, 25",0.0105,,,,,
2025-09-09,183.98,184.57,179.69,181.8,181.8,763832,763832,-2.18,-1.18,182.51,"September 09, 25",-0.0118,,,,,
2025-09-08,181.22,185.37,179.8,183.97,183.97,894458,894458,2.75,1.52,182.59,"September 08, 25",0.0152,,,,,
2025-09-05,179.24,181.61,176.66,181.3,181.3,642765,642765,2.06,1.15,179.7025,"September 05, 25",0.0115,,,,,
2025-09-04,175.46,178.38,174.02,178.18,178.18,745716,745716,2.72,1.55,176.51,"September 04, 25",0.0155,,,,,
2025-09-03,178.76,179.13,174.88,175.14,175.14,793544,793544,-3.62,-2.03,176.9775,"September 03, 25",-0.0203,,,,,
2025-09-02,181.21,182.57,177.46,179.51,179.51,994800,994800,-1.7,-0.93814,180.1875,"September 02, 25",-0.0093814,,,,,
2025-08-29,186.55,187.08,183.42,185.25,185.25,831042,831042,-1.3,-0.69686,185.575,"August 29, 25",-0.0069686,,,,,
2025-08-28,187.5,188.67,186.36,186.92,186.92,574553,574553,-0.58,-0.30933,187.3625,"August 28, 25",-0.0030933,,,,,
2025-08-27,187.66,190.31,186.36,186.99,186.99,696705,696705,-0.67,-0.35703,187.83,"August 27, 25",-0.0035703,,,,,
2025-08-26,189.7,191.97,187.01,189.32,189.32,855759,855759,-0.38,-0.20032,189.5,"August 26, 25",-0.0020032,,,,,
2025-08-25,194.45,195.27,193.08,193.28,193.28,638172,638172,-1.17,-0.6017,194.02,"August 25, 25",-0.006017,,,,,
2025-08-22,190.83,195.26,190.06,194.64,194.64,872700,872700,3.81,2,192.6975,"August 22, 25",0.02,,,,,
2025-08-21,189.59,192,187.51,190.55,190.55,693669,693669,0.96,0.50636,189.9125,"August 21, 25",0.0050636,,,,,
2025-08-20,197.11,199.08,188.28,189.65,189.65,1225062,1225062,-7.46,-3.78,193.53,"August 20, 25",-0.0378,,,,,
2025-08-19,198.55,201.71,198.09,199.08,199.08,698911,698911,0.53,0.26694,199.3575,"August 19, 25",0.0026694,,,,,
2025-08-18,199.2,200.19,197.67,198.14,198.14,965047,965047,-1.06,-0.53213,198.8,"August 18, 25",-0.0053213,,,,,
2025-08-15,199.72,201.71,197,198.8,198.8,1000835,1000835,-0.92,-0.46064,199.3075,"August 15, 25",-0.0046064,,,,,
2025-08-14,200.38,202.37,196.82,198.97,198.97,789824,789824,-1.41,-0.70366,199.635,"August 14, 25",-0.0070366,,,,,
2025-08-13,199.9,203.25,197.33,202.85,202.85,974228,974228,2.95,1.48,200.8325,"August 13, 25",0.0148,,,,,
2025-08-12,196.8,199.78,195.38,198.86,198.86,949709,949709,2.06,1.05,197.705,"August 12, 25",0.0105,,,,,
2025-08-11,199.49,200.41,194.67,196.52,196.52,833100,833100,-2.97,-1.49,197.7725,"August 11, 25",-0.0149,,,,,
2025-08-08,194.2,196.86,193.54,196.25,196.25,719681,719681,2.05,1.06,195.2125,"August 08, 25",0.0106,,,,,
2025-08-07,196.13,197.96,192.22,193.52,193.52,790500,790500,-2.61,-1.33,194.9575,"August 07, 25",-0.0133,,,,,
2025-08-06,195.24,195.6,192.81,193.91,193.91,745197,745197,-1.33,-0.68121,194.39,"August 06, 25",-0.0068121,,,,,
2025-08-05,196.4,199.89,194.8,197.28,197.28,984136,984136,0.88,0.44807,197.0925,"August 05, 25",0.0044807,,,,,
2025-08-04,195.34,196.57,192.45,196.43,196.43,1211456,1211456,1.09,0.558,195.1975,"August 04, 25",0.00558,,,,,
2025-08-01,189.35,195.42,186.53,193.63,193.63,2059159,2059159,4.28,2.26,191.2325,"August 01, 25",0.0226,,,,,
2025-07-31,181,197.18,179.26,194.69,194.69,3479323,3479323,13.69,7.56,188.0325,"July 31, 25",0.0756,,,,,
2025-07-30,165,181.9,154.49,181,181,4934700,4934700,16,9.7,170.5975,"July 30, 25",0.097,,,,,
2025-07-29,157.33,157.59,150.67,151.32,151.32,1721224,1721224,-6.01,-3.82,154.2275,"July 29, 25",-0.0382,,,,,
2025-07-28,156.97,157.09,154.34,155.46,155.46,994822,994822,-1.51,-0.96197,155.965,"July 28, 25",-0.0096197,,,,,
2025-07-25,154.79,157.33,153.2,156.96,156.96,823754,823754,2.17,1.4,155.57,"July 25, 25",0.014,,,,,
2025-07-24,152.78,154.47,152.15,153.39,153.39,524449,524449,0.61,0.39927,153.1975,"July 24, 25",0.0039927,,,,,
2025-07-23,151.54,153.68,150.62,152.92,152.92,710424,710424,1.38,0.91065,152.19,"July 23, 25",0.0091065,,,,,
2025-07-22,149,151.3,148.16,150.29,150.29,1179288,1179288,1.29,0.86577,149.6875,"July 22, 25",0.0086577,,,,,
2025-07-21,154.28,154.77,150.2,150.25,150.25,861800,861800,-4.03,-2.61,152.375,"July 21, 25",-0.0261,,,,,
2025-07-18,150.77,153.89,149.57,153.11,153.11,836502,836502,2.34,1.55,151.835,"July 18, 25",0.0155,,,,,
2025-07-17,147.65,150.85,147.08,149.74,149.74,592626,592626,2.09,1.42,148.83,"July 17, 25",0.0142,,,,,
2025-07-16,147.11,147.79,144.62,146.72,146.72,755004,755004,-0.39,-0.26511,146.56,"July 16, 25",-0.0026511,,,,,
2025-07-15,150.06,150.06,146.53,146.81,146.81,764600,764600,-3.25,-2.17,148.365,"July 15, 25",-0.0217,,,,,
2025-07-14,150.29,151.24,148.44,148.69,148.69,685339,685339,-1.6,-1.06,149.665,"July 14, 25",-0.0106,,,,,
2025-07-11,150.28,151.76,149.61,150.42,150.42,661990,661990,0.14,0.09315944,150.5175,"July 11, 25",0.0009315944,,,,,
2025-07-10,150.62,154.26,150.26,151.99,151.99,985610,985610,1.37,0.90957,151.7825,"July 10, 25",0.0090957,,,,,
2025-07-09,150.77,151.99,148.82,150.92,150.92,631338,631338,0.15,0.09948929,150.625,"July 09, 25",0.0009948929,,,,,
2025-07-08,148.64,150.54,147.07,149.2,149.2,916071,916071,0.56,0.37675,148.8625,"July 08, 25",0.0037675,,,,,
2025-07-07,151.23,152.61,147.49,148.33,148.33,1153265,1153265,-2.9,-1.92,149.915,"July 07, 25",-0.0192,,,,,
2025-07-03,150.46,153.3,150.01,152.37,152.37,716900,716900,1.91,1.27,151.535,"July 03, 25",0.0127,,,,,
2025-07-02,147.54,151,146.92,150.62,150.62,1423729,1423729,3.08,2.09,149.02,"July 02, 25",0.0209,,,,,
2025-07-01,140.75,147.95,140.75,146.61,146.61,994230,994230,5.86,4.16,144.015,"July 01, 25",0.0416,,,,,
2025-06-30,142.8,143.9,142.35,143.21,143.21,1028081,1028081,0.41,0.28711,143.065,"June 30, 25",0.0028711,,,,,
2025-06-27,143.15,143.46,140.75,142.41,142.41,1923000,1923000,-0.74,-0.51694,142.4425,"June 27, 25",-0.0051694,,,,,
2025-06-26,139.84,143.7,139.84,142.31,142.31,1341463,1341463,2.47,1.77,141.4225,"June 26, 25",0.0177,,,,,
2025-06-25,135.98,139.71,134.55,139.42,139.42,1669427,1669427,3.44,2.53,137.415,"June 25, 25",0.0253,,,,,
2025-06-24,134.49,136.31,132.91,135.98,135.98,1140522,1140522,1.49,1.11,134.9225,"June 24, 25",0.0111,,,,,
2025-06-23,127.02,133.87,126.72,133.53,133.53,1401966,1401966,6.51,5.13,130.285,"June 23, 25",0.0513,,,,,
2025-06-20,126.75,128.2,125.8,127.34,127.34,1351999,1351999,0.59,0.46548,127.0225,"June 20, 25",0.0046548,,,,,
2025-06-18,124.17,126.52,124.16,125.52,125.52,577882,577882,1.35,1.09,125.0925,"June 18, 25",0.0109,,,,,
2025-06-17,125.42,126.39,123.94,124.01,124.01,622500,622500,-1.41,-1.12,124.94,"June 17, 25",-0.0112,,,,,
2025-06-16,127.13,127.19,125.48,126.32,126.32,622756,622756,-0.81,-0.63714,126.53,"June 16, 25",-0.0063714,,,,,
2025-06-13,126.65,127.32,123.66,124.72,124.72,786500,786500,-1.93,-1.52,125.5875,"June 13, 25",-0.0152,,,,,
2025-06-12,128.4,130,127.71,128.39,128.39,647000,647000,-0.01,-0.00778816,128.625,"June 12, 25",-7.78816e-05,,,,,
2025-06-11,131.45,132,128.91,129.78,129.78,1115510,1115510,-1.67,-1.27,130.535,"June 11, 25",-0.0127,,,,,
2025-06-10,129.7,131.86,128.37,130.82,130.82,821400,821400,1.12,0.86353,130.1875,"June 10, 25",0.0086353,,,,,
2025-06-09,129.2,130.44,128.38,128.46,128.46,800100,800100,-0.74,-0.57276,129.12,"June 09, 25",-0.0057276,,,,,
2025-06-06,128.69,129.78,127.78,127.96,127.96,902844,902844,-0.73,-0.56725,128.5525,"June 06, 25",-0.0056725,,,,,
2025-06-05,127.47,128.43,125.4,126.33,126.33,735168,735168,-1.14,-0.89433,126.9075,"June 05, 25",-0.0089433,,,,,
2025-06-04,127.96,128.74,126.61,127.4,127.4,994300,994300,-0.56,-0.43764,127.6775,"June 04, 25",-0.0043764,,,,,
2025-06-03,120.79,127.65,120.44,127.23,127.23,1106532,1106532,6.44,5.33,124.0275,"June 03, 25",0.0533,,,,,
2025-06-02,121.81,122.18,118.09,120.64,120.64,870849,870849,-1.17,-0.96051,120.68,"June 02, 25",-0.0096051,,,,,
2025-05-30,123.2,123.56,121.2,122.13,122.13,697237,697237,-1.07,-0.86851,122.5225,"May 30, 25",-0.0086851,,,,,
2025-05-29,126,126.78,123.6,124.28,124.28,542032,542032,-1.72,-1.37,125.165,"May 29, 25",-0.0137,,,,,
2025-05-28,126.1,126.52,124.28,124.55,124.55,545000,545000,-1.55,-1.23,125.3625,"May 28, 25",-0.0123,,,,,
2025-05-27,125.87,127.5,123.29,126.06,126.06,723862,723862,0.19,0.15095,125.68,"May 27, 25",0.0015095,,,,,
2025-05-23,121.35,124.42,121.35,123.55,123.55,541830,541830,2.2,1.81,122.6675,"May 23, 25",0.0181,,,,,
2025-05-22,121.74,124.73,120.76,123.87,123.87,688276,688276,2.13,1.75,122.775,"May 22, 25",0.0175,,,,,
2025-05-21,125.77,126.34,122.83,122.87,122.87,597694,597694,-2.9,-2.31,124.4525,"May 21, 25",-0.0231,,,,,
2025-05-20,127.99,129.22,126.88,127.26,127.26,456704,456704,-0.73,-0.57036,127.8375,"May 20, 25",-0.0057036,,,,,
2025-05-19,126.27,129.09,125.89,128.95,128.95,601103,601103,2.68,2.12,127.55,"May 19, 25",0.0212,,,,,
2025-05-16,127.55,129.93,126.32,129.44,129.44,696600,696600,1.89,1.48,128.31,"May 16, 25",0.0148,,,,,
2025-05-15,127.56,128.19,125.99,127.46,127.46,648739,648739,-0.1,-0.07839448,127.3,"May 15, 25",-0.0007839448,,,,,
2025-05-14,128.5,129.21,127.31,128.51,128.51,597800,597800,0.01,0.0077821,128.3825,"May 14, 25",7.7821e-05,,,,,
2025-05-13,127.51,131.3,127.48,129.07,129.07,961111,961111,1.56,1.22,128.84,"May 13, 25",0.0122,,,,,
2025-05-12,127.96,130.81,124.79,127.21,127.21,1697921,1697921,-0.75,-0.58612,127.6925,"May 12, 25",-0.0058612,,,,,
2025-05-09,120.86,121.95,119.92,121.09,121.09,561845,561845,0.23,0.1903,120.955,"May 09, 25",0.001903,,,,,
2025-05-08,117.27,122.08,117.22,120.59,120.59,888037,888037,3.32,2.83,119.29,"May 08, 25",0.0283,,,,,
2025-05-07,114.59,116.88,113.96,116.05,116.05,970000,970000,1.46,1.27,115.37,"May 07, 25",0.0127,,,,,
2025-05-06,115.59,117.04,113.5,113.75,113.75,598115,598115,-1.84,-1.59,114.97,"May 06, 25",-0.0159,,,,,
2025-05-05,113.94,117.68,113.92,116.6,116.6,754547,754547,2.66,2.33,115.535,"May 05, 25",0.0233,,,,,
2025-05-02,115,115.99,113.12,114.56,114.56,1090349,1090349,-0.44,-0.38261,114.6675,"May 02, 25",-0.0038261,,,,,
2025-05-01,114.05,116.46,112.05,112.67,112.67,1030587,1030587,-1.38,-1.21,113.8075,"May 01, 25",-0.0121,,,,,
2025-04-30,110.05,115.76,109.2,114.38,114.38,1575761,1575761,4.33,3.93,112.3475,"April 30, 25",0.0393,,,,,
2025-04-29,112,113.3,111.2,113.24,113.24,1051600,1051600,1.24,1.11,112.435,"April 29, 25",0.0111,,,,,
2025-04-28,113.05,114.93,111.66,113.45,113.45,734346,734346,0.4,0.35383,113.2725,"April 28, 25",0.0035383,,,,,
2025-04-25,113.19,114.37,112.12,112.89,112.89,551947,551947,-0.3,-0.26504,113.1425,"April 25, 25",-0.0026504,,,,,
2025-04-24,111.36,114.76,111.05,113.81,113.81,634602,634602,2.45,2.2,112.745,"April 24, 25",0.022,,,,,
2025-04-23,113.81,116.48,109.94,110.06,110.06,588100,588100,-3.75,-3.29,112.5725,"April 23, 25",-0.0329,,,,,
2025-04-22,107.33,111.95,107.33,110.67,110.67,743300,743300,3.34,3.11,109.32,"April 22, 25",0.0311,,,,,
2025-04-21,109.46,110,104.9,106.58,106.58,805300,805300,-2.88,-2.63,107.735,"April 21, 25",-0.0263,,,,,
2025-04-17,112.53,112.84,110.68,111.72,111.72,590139,590139,-0.81,-0.71981,111.9425,"April 17, 25",-0.0071981,,,,,
2025-04-16,111.74,113.47,109.32,110.65,110.65,622244,622244,-1.09,-0.97548,111.295,"April 16, 25",-0.0097548,,,,,
2025-04-15,112.92,114.64,111.65,113.03,113.03,597508,597508,0.11,0.0974141,113.06,"April 15, 25",0.000974141,,,,,
2025-04-14,115.65,115.65,112.12,113.43,113.43,990902,990902,-2.22,-1.92,114.2125,"April 14, 25",-0.0192,,,,,
2025-04-11,108.16,110.89,106.24,110.25,110.25,767523,767523,2.09,1.93,108.885,"April 11, 25",0.0193,,,,,
2025-04-10,111.67,112.35,104.75,108.41,108.41,1331130,1331130,-3.26,-2.92,109.295,"April 10, 25",-0.0292,,,,,
2025-04-09,99.62,115,99.5,114.65,114.65,1879614,1879614,15.03,15.09,107.1925,"April 09, 25",0.1509,,,,,
2025-04-08,113.79,114.17,100.55,101.92,101.92,1656647,1656647,-11.87,-10.43,107.6075,"April 08, 25",-0.1043,,,,,
2025-04-07,109.07,116,105.5,110.65,110.65,1286731,1286731,1.58,1.45,110.305,"April 07, 25",0.0145,,,,,
2025-04-04,112,113.55,105.41,111.86,111.86,1877631,1877631,-0.14,-0.125,110.705,"April 04, 25",-0.00125,,,,,
2025-04-03,120.23,121.75,115.4,115.64,115.64,1492673,1492673,-4.59,-3.82,118.255,"April 03, 25",-0.0382,,,,,
2025-04-02,124.34,128.8,124.34,128.18,128.18,647400,647400,3.84,3.09,126.415,"April 02, 25",0.0309,,,,,
2025-04-01,125.09,126.79,122.86,126.33,126.33,825303,825303,1.24,0.99129,125.2675,"April 01, 25",0.0099129,,,,,
2025-03-31,125.32,127.92,122.95,126.65,126.65,694153,694153,1.33,1.06,125.71,"March 31, 25",0.0106,,,,,
2025-03-28,130,130.68,126.17,127.09,127.09,596525,596525,-2.91,-2.24,128.485,"March 28, 25",-0.0224,,,,,
2025-03-27,133.41,133.56,130.99,131.09,131.09,749260,749260,-2.32,-1.74,132.2625,"March 27, 25",-0.0174,,,,,
2025-03-26,135.85,136.56,132.5,133.83,133.83,916100,916100,-2.02,-1.49,134.685,"March 26, 25",-0.0149,,,,,
2025-03-25,137.25,138.93,135.21,136.17,136.17,848500,848500,-1.08,-0.78689,136.89,"March 25, 25",-0.0078689,,,,,
2025-03-24,135.98,138.66,134.81,137.67,137.67,819960,819960,1.69,1.24,136.78,"March 24, 25",0.0124,,,,,
2025-03-21,131.41,132.22,130.07,131.52,131.52,1064347,1064347,0.11,0.08370748,131.305,"March 21, 25",0.0008370748,,,,,
2025-03-20,132.27,135.47,132.21,133.36,133.36,514139,514139,1.09,0.82407,133.3275,"March 20, 25",0.0082407,,,,,
2025-03-19,132.37,135.51,131.27,133.67,133.67,629916,629916,1.3,0.9821,133.205,"March 19, 25",0.009821,,,,,
2025-03-18,132.01,132.75,129.91,131.89,131.89,676342,676342,-0.12,-0.0909022,131.64,"March 18, 25",-0.000909022,,,,,
2025-03-17,131.27,135.63,131.27,132.48,132.48,617208,617208,1.21,0.92176,132.6625,"March 17, 25",0.0092176,,,,,
2025-03-14,130.31,131.68,129.47,130.41,130.41,730900,730900,0.1,0.07674008,130.4675,"March 14, 25",0.0007674008,,,,,
2025-03-13,130.99,132.29,126.87,127.74,127.74,537541,537541,-3.25,-2.48,129.4725,"March 13, 25",-0.0248,,,,,
2025-03-12,132.5,133.52,130,131.27,131.27,682684,682684,-1.23,-0.9283,131.8225,"March 12, 25",-0.009283,,,,,
2025-03-11,131.47,133.51,128.9,131.34,131.34,936659,936659,-0.13,-0.09888187,131.305,"March 11, 25",-0.0009888187,,,,,
2025-03-10,134.82,136.81,130.43,131.4,131.4,1070055,1070055,-3.42,-2.54,133.365,"March 10, 25",-0.0254,,,,,
2025-03-07,130.36,137.57,130.15,136.58,136.58,1305399,1305399,6.22,4.77,133.665,"March 07, 25",0.0477,,,,,
2025-03-06,128.28,132.89,127.24,130.89,130.89,872608,872608,2.61,2.03,129.825,"March 06, 25",0.0203,,,,,
