date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,adjDividend,dividend,recordDate,declarationDate
2025-09-22,105.62,105.91,104.9,105.29,104.01,1174667,1174667,-0.332,-0.31244,105.43,"September 22, 25",-0.0031244,,,,,
2025-09-19,105.97,106.25,104.56,105.99,104.71,2405307,2405307,0.02,0.01887327,105.6925,"September 19, 25",0.0001887327,,,,,
2025-09-18,105.49,106.63,105.14,105.79,104.51,1771808,1771808,0.3,0.28439,105.7625,"September 18, 25",0.0028439,,,,,
2025-09-17,103.89,106.4,103.74,104.86,103.59,1565518,1565518,0.97,0.93368,104.7225,"September 17, 25",0.0093368,,,,,
2025-09-16,104.22,104.63,103.28,103.69,102.43,1137937,1137937,-0.53,-0.50854,103.955,"September 16, 25",-0.0050854,,,,,
2025-09-15,104.64,104.93,103.45,104.17,102.91,1232324,1232324,-0.47,-0.44916,104.2975,"September 15, 25",-0.0044916,2025-09-29,1.27,1.27,2025-09-15,2025-08-11
2025-09-12,105.38,106.09,105,105.63,103.1,1123000,1123000,0.25,0.23724,105.525,"September 12, 25",0.0023724,,,,,
2025-09-11,106.64,107.1,104.6,105.69,103.16,2353918,2353918,-0.95,-0.89085,106.0075,"September 11, 25",-0.0089085,,,,,
2025-09-10,106.75,107.77,106.28,106.64,104.09,1396935,1396935,-0.11,-0.10304,106.86,"September 10, 25",-0.0010304,,,,,
2025-09-09,107.67,109.04,106.86,107.15,104.58,1345000,1345000,-0.52,-0.48296,107.68,"September 09, 25",-0.0048296,,,,,
2025-09-08,108.16,109.17,107.58,108.17,105.58,1587137,1587137,0.01,0.00924556,108.27,"September 08, 25",9.24556e-05,,,,,
2025-09-05,111.78,112.01,107.73,108.16,105.57,2070655,2070655,-3.62,-3.24,109.92,"September 05, 25",-0.0324,,,,,
2025-09-04,115.28,118.22,110.51,111.52,108.85,5280310,5280310,-3.76,-3.26,113.8825,"September 04, 25",-0.0326,,,,,
2025-09-03,105.24,106.15,104.55,105.37,102.85,994549,994549,0.13,0.12353,105.3275,"September 03, 25",0.0012353,,,,,
2025-09-02,105.95,106.44,104.61,105.6,103.07,1348727,1348727,-0.35,-0.33034,105.65,"September 02, 25",-0.0033034,,,,,
2025-08-29,108.16,108.76,107.21,107.62,105.04,1171884,1171884,-0.54,-0.49926,107.9375,"August 29, 25",-0.0049926,,,,,
2025-08-28,109.65,109.73,107.79,108.28,105.69,976300,976300,-1.37,-1.25,108.8625,"August 28, 25",-0.0125,,,,,
2025-08-27,108.5,109.74,108.35,109.37,106.75,933600,933600,0.87,0.80184,108.99,"August 27, 25",0.0080184,,,,,
2025-08-26,107.09,108.94,106.85,108.56,105.96,1531031,1531031,1.47,1.37,107.86,"August 26, 25",0.0137,,,,,
2025-08-25,107.87,108.42,107.14,107.46,104.89,1030335,1030335,-0.41,-0.38009,107.7225,"August 25, 25",-0.0038009,,,,,
2025-08-22,105.15,108.89,105,108.29,105.7,1333300,1333300,3.14,2.99,106.8325,"August 22, 25",0.0299,,,,,
2025-08-21,105.76,105.76,104.06,104.53,102.03,985100,985100,-1.23,-1.16,105.0275,"August 21, 25",-0.0116,,,,,
2025-08-20,106.18,106.61,105.09,105.76,103.23,1232900,1232900,-0.42,-0.39555,105.91,"August 20, 25",-0.0039555,,,,,
2025-08-19,106.67,107.44,105.95,106.3,103.75,897372,897372,-0.37,-0.34686,106.59,"August 19, 25",-0.0034686,,,,,
2025-08-18,106.87,107.15,106.18,106.64,104.09,920246,920246,-0.23,-0.21521,106.71,"August 18, 25",-0.0021521,,,,,
2025-08-15,109.44,109.44,106.89,107.04,104.48,1205900,1205900,-2.4,-2.19,108.2025,"August 15, 25",-0.0219,,,,,
2025-08-14,109.06,109.31,108.46,109.06,106.45,948118,948118,0,0,108.9725,"August 14, 25",0,,,,,
2025-08-13,107.94,110.16,107.5,109.95,107.32,1344847,1344847,2.01,1.86,108.8875,"August 13, 25",0.0186,,,,,
2025-08-12,105.9,107.72,105.68,107.64,105.06,1153541,1153541,1.74,1.64,106.735,"August 12, 25",0.0164,,,,,
2025-08-11,105.2,106.08,104.81,105.27,102.75,1123712,1123712,0.07,0.06653992,105.34,"August 11, 25",0.0006653992,,,,,
2025-08-08,104.39,105.4,103.87,105.06,102.54,1209752,1209752,0.67,0.64182,104.68,"August 08, 25",0.0064182,,,,,
2025-08-07,106.34,106.37,103.77,104.06,101.57,1192034,1192034,-2.28,-2.14,105.135,"August 07, 25",-0.0214,,,,,
2025-08-06,105.99,106,104.87,105.42,102.9,1332146,1332146,-0.57,-0.53779,105.57,"August 06, 25",-0.0053779,,,,,
2025-08-05,106.16,106.78,104.97,105.65,103.12,1410164,1410164,-0.51,-0.48041,105.89,"August 05, 25",-0.0048041,,,,,
2025-08-04,103.29,106.1,102.76,105.94,103.4,1916400,1916400,2.65,2.57,104.5225,"August 04, 25",0.0257,,,,,
2025-08-01,101.86,103.13,99.6,103.06,100.59,3037831,3037831,1.2,1.18,101.9125,"August 01, 25",0.0118,,,,,
2025-07-31,103.35,103.88,101.26,101.45,99.02,3974129,3974129,-1.9,-1.84,102.485,"July 31, 25",-0.0184,,,,,
2025-07-30,105.16,105.41,103.46,103.9,101.41,1519816,1519816,-1.26,-1.2,104.4825,"July 30, 25",-0.012,,,,,
2025-07-29,106.61,106.61,104.47,104.92,102.41,1348042,1348042,-1.69,-1.59,105.6525,"July 29, 25",-0.0159,,,,,
2025-07-28,107.07,107.07,105.21,106,103.46,1310100,1310100,-1.07,-0.99935,106.3375,"July 28, 25",-0.0099935,,,,,
2025-07-25,107.64,107.8,105.76,106.93,104.37,1380300,1380300,-0.71,-0.65961,107.0325,"July 25, 25",-0.0065961,,,,,
2025-07-24,107.35,107.92,106.71,107.56,104.98,1174740,1174740,0.21,0.19562,107.385,"July 24, 25",0.0019562,,,,,
2025-07-23,107.01,107.69,106.65,107.35,104.78,1169000,1169000,0.34,0.31773,107.175,"July 23, 25",0.0031773,,,,,
2025-07-22,104.94,106.67,104.94,106.44,103.89,1279701,1279701,1.5,1.43,105.7475,"July 22, 25",0.0143,,,,,
2025-07-21,106,106.49,104.63,104.7,102.19,1233665,1233665,-1.3,-1.23,105.455,"July 21, 25",-0.0123,,,,,
2025-07-18,106.67,107.34,105.61,105.77,103.24,4819404,4819404,-0.895,-0.84372,106.3475,"July 18, 25",-0.0084372,,,,,
2025-07-17,103.04,106.84,102.32,106.41,103.86,2356114,2356114,3.37,3.27,104.6525,"July 17, 25",0.0327,,,,,
2025-07-16,100.75,103.15,100.33,103.05,100.58,1995830,1995830,2.3,2.28,101.82,"July 16, 25",0.0228,,,,,
2025-07-15,102.3,102.74,100.59,100.63,98.22,1578752,1578752,-1.67,-1.63,101.565,"July 15, 25",-0.0163,,,,,
2025-07-14,101.02,102.63,100.17,102.26,99.81,1712443,1712443,1.24,1.23,101.52,"July 14, 25",0.0123,,,,,
2025-07-11,102.07,102.49,100.77,101.47,99.04,1540008,1540008,-0.6,-0.58783,101.7,"July 11, 25",-0.0058783,,,,,
2025-07-10,101.99,104.29,101.79,102.96,100.49,1763850,1763850,0.97,0.95107,102.7575,"July 10, 25",0.0095107,,,,,
2025-07-09,100.12,101.9,99.98,101.45,99.02,1756672,1756672,1.33,1.33,100.8625,"July 09, 25",0.0133,,,,,
2025-07-08,99.21,100.59,98.85,99.74,97.35,1052946,1052946,0.53,0.53422,99.5975,"July 08, 25",0.0053422,,,,,
2025-07-07,99.8,100.47,98.21,98.9,96.53,1346700,1346700,-0.9,-0.9018,99.345,"July 07, 25",-0.009018,,,,,
2025-07-03,100.43,100.75,99.62,100.15,97.75,924241,924241,-0.28,-0.2788,100.2375,"July 03, 25",-0.002788,,,,,
2025-07-02,99.08,100,98.68,99.96,97.57,1346062,1346062,0.88,0.88817,99.43,"July 02, 25",0.0088817,,,,,
2025-07-01,95.87,99.75,95.87,98.67,96.31,2054214,2054214,2.81,2.92,97.54,"July 01, 25",0.0292,,,,,
2025-06-30,96.53,96.94,95.72,96.5,94.19,1822258,1822258,-0.03,-0.03107842,96.4225,"June 30, 25",-0.0003107842,,,,,
2025-06-27,96.64,96.84,95.31,96.1,93.8,1899400,1899400,-0.54,-0.55877,96.2225,"June 27, 25",-0.0055877,,,,,
2025-06-26,95.45,96.44,95.01,96.18,93.88,1111110,1111110,0.73,0.7648,95.77,"June 26, 25",0.007648,,,,,
2025-06-25,95.4,95.4,94.27,94.95,92.68,1077337,1077337,-0.45,-0.4717,95.005,"June 25, 25",-0.004717,,,,,
2025-06-24,94.79,95.53,94.49,95.1,92.82,1247264,1247264,0.31,0.32704,94.9775,"June 24, 25",0.0032704,,,,,
2025-06-23,93.19,94.04,91.96,93.99,91.74,1325000,1325000,0.8,0.85846,93.295,"June 23, 25",0.0085846,,,,,
2025-06-20,93.02,93.43,92.29,93.21,90.98,2605904,2605904,0.19,0.20426,92.9875,"June 20, 25",0.0020426,,,,,
2025-06-18,91.43,93,90.75,92.14,89.93,1044951,1044951,0.71,0.77655,91.83,"June 18, 25",0.0077655,,,,,
2025-06-17,93.25,93.25,91.29,91.58,89.39,1122673,1122673,-1.67,-1.79,92.3425,"June 17, 25",-0.0179,,,,,
2025-06-16,92.4,93.81,92.1,93.21,90.98,1521733,1521733,0.815,0.87662,92.88,"June 16, 25",0.0087662,,,,,
2025-06-13,92.1,92.86,91.18,91.58,89.39,1197000,1197000,-0.52,-0.5646,91.93,"June 13, 25",-0.005646,2025-06-27,1.27,1.27,2025-06-13,2025-05-09
2025-06-12,94.26,94.89,93.28,94.58,91.08,1258640,1258640,0.32,0.33949,94.2525,"June 12, 25",0.0033949,,,,,
2025-06-11,95.93,96,94.7,95.1,91.58,1525208,1525208,-0.83,-0.86521,95.4325,"June 11, 25",-0.0086521,,,,,
2025-06-10,95.09,95.96,94.63,95.93,92.38,1201325,1201325,0.84,0.88337,95.4025,"June 10, 25",0.0088337,,,,,
2025-06-09,94.91,95.52,94.45,94.98,91.46,1078812,1078812,0.07,0.07375408,94.965,"June 09, 25",0.0007375408,,,,,
2025-06-06,94.57,95.33,93.41,94.28,90.79,1296009,1296009,-0.29,-0.30665,94.3975,"June 06, 25",-0.0030665,,,,,
2025-06-05,94.17,94.7,92.98,93.24,89.79,1235197,1235197,-0.93,-0.98758,93.7725,"June 05, 25",-0.0098758,,,,,
2025-06-04,93.75,94.25,93.46,93.79,90.32,1300358,1300358,0.04,0.04266667,93.8125,"June 04, 25",0.0004266667,,,,,
2025-06-03,92.15,94.25,91.88,93.58,90.12,1454100,1454100,1.43,1.55,92.965,"June 03, 25",0.0155,,,,,
2025-06-02,93.02,93.08,91.44,92.15,88.74,1687500,1687500,-0.87,-0.93528,92.4225,"June 02, 25",-0.0093528,,,,,
2025-05-30,93.79,93.99,92.62,93.59,90.13,2885600,2885600,-0.2,-0.21324,93.4975,"May 30, 25",-0.0021324,,,,,
2025-05-29,95.27,95.27,93.44,94.31,90.82,1125401,1125401,-0.96,-1.01,94.5725,"May 29, 25",-0.0101,,,,,
2025-05-28,95.59,95.76,93.9,94,90.52,902005,902005,-1.59,-1.66,94.8125,"May 28, 25",-0.0166,,,,,
2025-05-27,94.17,95.66,93.5,95.56,92.02,1140900,1140900,1.39,1.48,94.7225,"May 27, 25",0.0148,,,,,
2025-05-23,92.51,93.6,92.5,93.02,89.58,1105532,1105532,0.51,0.55129,92.9075,"May 23, 25",0.0055129,,,,,
2025-05-22,95.01,95.14,93.79,94.46,90.96,1541343,1541343,-0.55,-0.57889,94.6,"May 22, 25",-0.0057889,,,,,
2025-05-21,96.26,97.24,95.04,95.09,91.57,1793000,1793000,-1.17,-1.22,95.9075,"May 21, 25",-0.0122,,,,,
2025-05-20,97.57,98,96.7,97.09,93.5,929542,929542,-0.48,-0.49195,97.34,"May 20, 25",-0.0049195,,,,,
2025-05-19,96.81,98.24,96.52,97.96,94.33,936300,936300,1.15,1.19,97.3825,"May 19, 25",0.0119,,,,,
2025-05-16,97.9,98.2,97.12,98.06,94.43,1493500,1493500,0.16,0.16343,97.82,"May 16, 25",0.0016343,,,,,
2025-05-15,97.27,97.74,96.69,97.65,94.04,1343300,1343300,0.385,0.39067,97.3375,"May 15, 25",0.0039067,,,,,
2025-05-14,97.19,97.58,96.55,97.32,93.72,1466723,1466723,0.13,0.13376,97.16,"May 14, 25",0.0013376,,,,,
2025-05-13,97.29,98.14,97.02,97.19,93.59,1910600,1910600,-0.1,-0.10279,97.41,"May 13, 25",-0.0010279,,,,,
2025-05-12,96.25,97.74,95.78,97.09,93.5,2060082,2060082,0.84,0.87273,96.715,"May 12, 25",0.0087273,,,,,
2025-05-09,92.89,93.47,92.38,92.74,89.31,958652,958652,-0.15,-0.16148,92.87,"May 09, 25",-0.0016148,,,,,
2025-05-08,92.04,93.7,91.45,92.66,89.23,1603900,1603900,0.62,0.67362,92.4625,"May 08, 25",0.0067362,,,,,
2025-05-07,90.76,91.68,90.54,91.42,88.04,1624891,1624891,0.66,0.72719,91.1,"May 07, 25",0.0072719,,,,,
2025-05-06,90.73,91.4,90.1,90.16,86.82,1974238,1974238,-0.57,-0.62824,90.5975,"May 06, 25",-0.0062824,,,,,
2025-05-05,91.25,92.45,90.24,91.43,88.05,1849914,1849914,0.18,0.19726,91.3425,"May 05, 25",0.0019726,,,,,
2025-05-02,90.92,92.77,89.52,91.65,88.26,3660747,3660747,0.735,0.8029,91.215,"May 02, 25",0.008029,,,,,
2025-05-01,88.87,89.49,88.01,88.12,84.86,2488600,2488600,-0.75,-0.84393,88.6225,"May 01, 25",-0.0084393,,,,,
2025-04-30,87.44,88.75,86.26,88.55,85.27,3447683,3447683,1.11,1.27,87.75,"April 30, 25",0.0127,,,,,
2025-04-29,88.56,89.38,87.76,88.86,85.57,1563928,1563928,0.3,0.33875,88.64,"April 29, 25",0.0033875,,,,,
2025-04-28,88.44,89.73,87.84,88.73,85.45,1251450,1251450,0.29,0.32791,88.685,"April 28, 25",0.0032791,,,,,
2025-04-25,89.29,90,87.81,88.44,85.17,1575735,1575735,-0.85,-0.95195,88.885,"April 25, 25",-0.0095195,,,,,
2025-04-24,87.34,89.98,86.85,89.52,86.21,1762467,1762467,2.18,2.5,88.4225,"April 24, 25",0.025,,,,,
2025-04-23,88.96,90.65,86.22,86.66,83.45,2854416,2854416,-2.3,-2.59,88.1225,"April 23, 25",-0.0259,,,,,
2025-04-22,84.72,86.85,84.4,86.18,82.99,1931957,1931957,1.46,1.72,85.5375,"April 22, 25",0.0172,,,,,
2025-04-21,85.27,85.81,82.86,83.55,80.46,2006003,2006003,-1.72,-2.02,84.3725,"April 21, 25",-0.0202,,,,,
2025-04-17,86,87.2,85.76,86.11,82.92,4903959,4903959,0.11,0.12791,86.2675,"April 17, 25",0.0012791,,,,,
2025-04-16,86.69,87.83,84.84,85.37,82.21,2017406,2017406,-1.32,-1.52,86.1825,"April 16, 25",-0.0152,,,,,
2025-04-15,89.59,90.39,87.43,87.58,84.34,1845444,1845444,-2.01,-2.24,88.7475,"April 15, 25",-0.0224,,,,,
2025-04-14,89.48,90.26,87.97,89.32,86.01,2389014,2389014,-0.16,-0.17881,89.2575,"April 14, 25",-0.0017881,,,,,
2025-04-11,85.94,89.51,84.76,88.74,85.46,2952676,2952676,2.8,3.26,87.2375,"April 11, 25",0.0326,,,,,
2025-04-10,88.4,88.58,83.16,85.95,82.77,3031911,3031911,-2.46,-2.77,86.5225,"April 10, 25",-0.0277,,,,,
2025-04-09,79.06,90.72,79.06,90.16,86.82,4855131,4855131,11.1,14.04,84.75,"April 09, 25",0.1404,,,,,
2025-04-08,84.15,84.64,79.01,80.27,77.3,2991905,2991905,-3.88,-4.61,82.0175,"April 08, 25",-0.0461,,,,,
2025-04-07,79.56,85.23,77.85,81.66,78.64,3939865,3939865,2.1,2.64,81.075,"April 07, 25",0.0264,,,,,
2025-04-04,84.48,85.56,82.34,82.6,79.54,4564400,4564400,-1.87,-2.23,83.745,"April 04, 25",-0.0223,,,,,
2025-04-03,90.01,90.03,85.74,86.22,83.03,3286037,3286037,-3.79,-4.21,88,"April 03, 25",-0.0421,,,,,
2025-04-02,91.36,94.53,91.15,93.9,90.42,1517200,1517200,2.55,2.78,92.735,"April 02, 25",0.0278,,,,,
2025-04-01,91.5,92.69,91.07,92.27,88.86,1368693,1368693,0.77,0.84153,91.8825,"April 01, 25",0.0084153,,,,,
2025-03-31,91.16,92.38,89.7,91.87,88.47,2326800,2326800,0.71,0.77885,91.2775,"March 31, 25",0.0077885,,,,,
2025-03-28,94.53,94.75,91.1,91.57,88.18,1956970,1956970,-2.96,-3.13,92.9875,"March 28, 25",-0.0313,,,,,
2025-03-27,94.44,95.41,93.86,94.7,91.2,1648800,1648800,0.26,0.27531,94.6025,"March 27, 25",0.0027531,,,,,
2025-03-26,95.51,96.38,93.95,94.44,90.94,1358867,1358867,-1.07,-1.12,95.07,"March 26, 25",-0.0112,,,,,
2025-03-25,96.41,97.2,95.01,95.47,91.94,1427041,1427041,-0.94,-0.975,96.0225,"March 25, 25",-0.00975,,,,,
2025-03-24,94.07,96.33,94,95.98,92.43,1990701,1990701,1.91,2.03,95.095,"March 24, 25",0.0203,,,,,
2025-03-21,92.25,93.33,91.71,92.83,89.39,5915300,5915300,0.58,0.62873,92.53,"March 21, 25",0.0062873,,,,,
2025-03-20,93.49,94.33,92.97,93.04,89.6,1833500,1833500,-0.45,-0.48133,93.4575,"March 20, 25",-0.0048133,,,,,
2025-03-19,93.92,94.76,93.34,94.05,90.57,1696845,1696845,0.13,0.13842,94.0175,"March 19, 25",0.0013842,,,,,
2025-03-18,93.94,94.41,92.92,93.6,90.14,1822537,1822537,-0.34,-0.36193,93.7175,"March 18, 25",-0.0036193,,,,,
2025-03-17,93.29,94.79,93.23,94.31,90.82,1919500,1919500,1.02,1.09,93.905,"March 17, 25",0.0109,,,,,
