date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,adjDividend,dividend,paymentDate
2025-03-14,118.35,119.11,117.67,118.2,117.61,2039528,2039528,-0.15,-0.12674,118.3325,"March 14, 25",-0.0012674,,,,,
2025-03-13,117.57,118.44,117.19,117.86,117.27,1900031,1900031,0.29,0.24666,117.765,"March 13, 25",0.0024666,,,,,
2025-03-12,117.93,118.06,115.51,117.28,116.69,2037200,2037200,-0.65,-0.55117,117.195,"March 12, 25",-0.0055117,,,,,
2025-03-11,119.32,119.37,117.34,117.96,117.37,2337700,2337700,-1.36,-1.14,118.4975,"March 11, 25",-0.0114,,,,,
2025-03-10,117.99,121.25,117.85,119.63,119.03,2445939,2445939,1.64,1.39,119.18,"March 10, 25",0.0139,,,,,
2025-03-07,118.12,118.85,116.06,118.65,118.05,2405700,2405700,0.53,0.4487,117.92,"March 07, 25",0.004487,,,,,
2025-03-06,118.6,119.02,117.06,118.71,118.11,1939124,1939124,0.11,0.09274874,118.3475,"March 06, 25",0.0009274874,,,,,
2025-03-05,118.39,120.16,117.79,119.59,118.99,2257000,2257000,1.2,1.01,118.9825,"March 05, 25",0.0101,,,,,
2025-03-04,119.68,120.61,118.83,119.17,118.57,2726149,2726149,-0.51,-0.42614,119.5725,"March 04, 25",-0.0042614,,,,,
2025-03-03,118.43,120.39,118,119.87,119.27,2204404,2204404,1.44,1.22,119.1725,"March 03, 25",0.0122,,,,,
2025-02-28,117.16,118.8,116.68,118.54,117.94,2262040,2262040,1.38,1.18,117.795,"February 28, 25",0.0118,,,,,
2025-02-27,115,117.15,114.71,116.5,115.91,1324900,1324900,1.5,1.3,115.84,"February 27, 25",0.013,,,,,
2025-02-26,114.8,115.34,114.21,114.79,114.21,1547210,1547210,-0.01,-0.0087108,114.785,"February 26, 25",-8.7108e-05,,,,,
2025-02-25,113.2,114.9,112.82,114.77,114.19,1271390,1271390,1.57,1.39,113.9225,"February 25, 25",0.0139,,,,,
2025-02-24,111.96,113.19,111.57,112.6,112.03,1577963,1577963,0.64,0.57163,112.33,"February 24, 25",0.0057163,,,,,
2025-02-21,111.88,112.31,110.8,111.71,111.15,1714745,1714745,-0.17,-0.15195,111.675,"February 21, 25",-0.0015195,,,,,
2025-02-20,111.82,112.1,110.47,111.65,111.09,1483122,1483122,-0.17,-0.15203,111.51,"February 20, 25",-0.0015203,,,,,
2025-02-19,111.34,112.35,111.06,112.31,111.75,1187500,1187500,0.97,0.87121,111.765,"February 19, 25",0.0087121,,,,,
2025-02-18,110.71,111.96,110.41,111.47,110.91,1447819,1447819,0.76,0.68648,111.1375,"February 18, 25",0.0068648,,,,,
2025-02-14,110.77,111.18,110.02,110.6,110.04,1454035,1454035,-0.17,-0.15347,110.6425,"February 14, 25",-0.0015347,,,,,
2025-02-13,109.8,111.02,109.25,110.93,110.37,1466332,1466332,1.13,1.03,110.25,"February 13, 25",0.0103,,,,,
2025-02-12,107.72,109.47,107.63,109.29,108.74,1037015,1037015,1.57,1.46,108.5275,"February 12, 25",0.0146,,,,,
2025-02-11,108.9,109.05,107.95,108.75,108.2,1226152,1226152,-0.15,-0.13774,108.6625,"February 11, 25",-0.0013774,,,,,
2025-02-10,108.35,109.15,107.64,108.91,108.36,2077204,2077204,0.56,0.51684,108.5125,"February 10, 25",0.0051684,,,,,
2025-02-07,107.76,108.64,107.43,108.58,108.03,1935055,1935055,0.82,0.76095,108.1025,"February 07, 25",0.0076095,,,,,
2025-02-06,107.33,107.85,106.4,107.77,107.23,797700,797700,0.44,0.40995,107.3375,"February 06, 25",0.0040995,,,,,
2025-02-05,106.52,106.97,105.65,106.79,106.25,1372400,1372400,0.27,0.25347,106.4825,"February 05, 25",0.0025347,2025-02-05,2025-01-22,0.15,0.15,2025-02-12
2025-02-04,105.64,106.53,104.95,105.91,105.23,1506628,1506628,0.27,0.25559,105.7575,"February 04, 25",0.0025559,,,,,
2025-02-03,103.94,105.89,103.54,105.54,104.86,1497724,1497724,1.6,1.54,104.7275,"February 03, 25",0.0154,,,,,
2025-01-31,105.09,106.03,104.51,104.66,103.99,1782600,1782600,-0.43,-0.40917,105.0725,"January 31, 25",-0.0040917,,,,,
2025-01-30,104.29,105.6,103.32,105.46,104.78,1325743,1325743,1.17,1.12,104.6675,"January 30, 25",0.0112,,,,,
2025-01-29,104.29,104.93,103,103.17,102.51,1632500,1632500,-1.12,-1.07,103.8475,"January 29, 25",-0.0107,,,,,
2025-01-28,109.06,109.06,104.23,105.02,104.35,2664748,2664748,-4.04,-3.7,106.8425,"January 28, 25",-0.037,,,,,
2025-01-27,106.75,108.15,105.73,107.84,107.15,2277667,2277667,1.09,1.02,107.1175,"January 27, 25",0.0102,,,,,
2025-01-24,104.69,106.22,104.45,106,105.32,1480200,1480200,1.31,1.25,105.34,"January 24, 25",0.0125,,,,,
2025-01-23,104.9,105.68,103.56,105.23,104.55,1595500,1595500,0.33,0.31459,104.8425,"January 23, 25",0.0031459,,,,,
2025-01-22,106.05,106.05,105.03,105.19,104.51,1262517,1262517,-0.86,-0.81094,105.58,"January 22, 25",-0.0081094,,,,,
2025-01-21,106,106.74,105.62,105.69,105.01,1841209,1841209,-0.31,-0.29245,106.0125,"January 21, 25",-0.0029245,,,,,
2025-01-17,106.17,106.32,105.24,105.55,104.87,4131030,4131030,-0.62,-0.58397,105.82,"January 17, 25",-0.0058397,,,,,
2025-01-16,104.1,106.01,103.74,105.95,105.27,1176426,1176426,1.85,1.78,104.95,"January 16, 25",0.0178,,,,,
2025-01-15,104.33,104.63,102.91,103.68,103.01,1082100,1082100,-0.65,-0.62302,103.8875,"January 15, 25",-0.0062302,,,,,
2025-01-14,102.94,103.67,102.06,103.63,102.96,1263448,1263448,0.69,0.67029,103.075,"January 14, 25",0.0067029,,,,,
2025-01-13,101.04,102.99,100.77,102.55,101.89,1425206,1425206,1.51,1.49,101.8375,"January 13, 25",0.0149,,,,,
2025-01-10,101.15,102.52,101.13,101.95,101.3,1902000,1902000,0.8,0.7909,101.6875,"January 10, 25",0.007909,,,,,
2025-01-08,101.62,103.15,101.3,102.53,101.87,1387300,1387300,0.91,0.89549,102.15,"January 08, 25",0.0089549,,,,,
2025-01-07,101.31,102.18,100.43,101.07,100.42,1543004,1543004,-0.24,-0.2369,101.2475,"January 07, 25",-0.002369,,,,,
2025-01-06,101.63,101.9,100.59,100.92,100.27,1376800,1376800,-0.71,-0.69861,101.26,"January 06, 25",-0.0069861,,,,,
2025-01-03,101.12,101.87,100.4,101.59,100.94,1066623,1066623,0.47,0.46479,101.245,"January 03, 25",0.0046479,,,,,
2025-01-02,102.89,102.89,100.18,100.54,99.89,1502202,1502202,-2.35,-2.28,101.625,"January 02, 25",-0.0228,,,,,
2024-12-31,102.15,102.56,101.55,102.02,101.37,716016,716016,-0.13,-0.12726,102.07,"December 31, 24",-0.0012726,,,,,
2024-12-30,102,102.42,101.04,101.99,101.34,1080626,1080626,-0.01,-0.00980392,101.8625,"December 30, 24",-9.80392e-05,,,,,
2024-12-27,103.2,103.89,102.38,102.89,102.23,676558,676558,-0.31,-0.30039,103.09,"December 27, 24",-0.0030039,,,,,
2024-12-26,102.96,103.88,102.96,103.74,103.07,588000,588000,0.78,0.75758,103.385,"December 26, 24",0.0075758,,,,,
2024-12-24,102.53,103.94,102.19,103.85,103.18,338327,338327,1.32,1.29,103.1275,"December 24, 24",0.0129,,,,,
2024-12-23,102.38,102.94,101.63,102.8,102.14,773008,773008,0.42,0.41024,102.4375,"December 23, 24",0.0041024,,,,,
2024-12-20,102.3,103.86,101.91,102.93,102.27,2726000,2726000,0.63,0.61584,102.75,"December 20, 24",0.0061584,,,,,
2024-12-19,101.39,102.88,101.24,102.3,101.64,1762800,1762800,0.91,0.89752,101.9525,"December 19, 24",0.0089752,,,,,
2024-12-18,103.25,103.78,100.86,100.93,100.28,1456017,1456017,-2.32,-2.25,102.205,"December 18, 24",-0.0225,,,,,
2024-12-17,103.65,103.87,102.42,103.18,102.52,1464647,1464647,-0.47,-0.45345,103.28,"December 17, 24",-0.0045345,,,,,
2024-12-16,104.29,105.03,103.99,104.39,103.72,1357163,1357163,0.1,0.09588647,104.425,"December 16, 24",0.0009588647,,,,,
2024-12-13,103.83,104.33,103.41,104.19,103.52,1208228,1208228,0.36,0.34672,103.94,"December 13, 24",0.0034672,,,,,
2024-12-12,104.7,105.05,103.46,103.66,102.99,952643,952643,-1.04,-0.99331,104.2175,"December 12, 24",-0.0099331,,,,,
2024-12-11,103.53,104.19,103.23,104.11,103.44,1449515,1449515,0.58,0.56022,103.765,"December 11, 24",0.0056022,,,,,
2024-12-10,104.91,105.22,102.13,102.93,102.27,1744036,1744036,-1.98,-1.89,103.7975,"December 10, 24",-0.0189,,,,,
2024-12-09,108.23,108.74,104.99,105.68,105,2024700,2024700,-2.55,-2.36,106.91,"December 09, 24",-0.0236,,,,,
2024-12-06,110.24,110.69,108.55,109.18,108.48,1242800,1242800,-1.06,-0.96154,109.665,"December 06, 24",-0.0096154,,,,,
2024-12-05,111.5,111.66,110.37,110.55,109.84,1254443,1254443,-0.95,-0.85202,111.02,"December 05, 24",-0.0085202,,,,,
2024-12-04,111.17,111.8,110.78,111.14,110.43,782300,782300,-0.03,-0.0269857,111.2225,"December 04, 24",-0.000269857,,,,,
2024-12-03,112,112.25,110.7,111.38,110.66,990512,990512,-0.62,-0.55357,111.5825,"December 03, 24",-0.0055357,,,,,
2024-12-02,113.22,113.22,110.85,111.63,110.91,991100,991100,-1.59,-1.4,112.23,"December 02, 24",-0.014,,,,,
2024-11-29,113.23,113.75,112.51,113.1,112.37,803944,803944,-0.13,-0.11481,113.1475,"November 29, 24",-0.0011481,,,,,
2024-11-27,113.74,114.15,112.93,113.2,112.47,777600,777600,-0.54,-0.47477,113.505,"November 27, 24",-0.0047477,,,,,
2024-11-26,112.08,113.96,111.71,113.42,112.69,1371900,1371900,1.34,1.2,112.7925,"November 26, 24",0.012,,,,,
2024-11-25,111.59,112.97,111.31,111.74,111.02,1844508,1844508,0.15,0.13442,111.9025,"November 25, 24",0.0013442,,,,,
2024-11-22,110.76,112.42,110.76,112.05,111.33,998339,998339,1.29,1.16,111.4975,"November 22, 24",0.0116,,,,,
2024-11-21,109.89,111.38,109.48,110.75,110.04,1085012,1085012,0.86,0.7826,110.375,"November 21, 24",0.007826,,,,,
2024-11-20,109.47,109.95,108.47,109.61,108.91,1031200,1031200,0.14,0.12789,109.375,"November 20, 24",0.0012789,,,,,
2024-11-19,108.93,109.75,108.18,109.35,108.65,827313,827313,0.42,0.38557,109.0525,"November 19, 24",0.0038557,,,,,
2024-11-18,109.06,110.28,109.06,109.78,109.08,1231628,1231628,0.72,0.66019,109.545,"November 18, 24",0.0066019,,,,,
2024-11-15,109.12,110.28,108.34,110.05,109.34,1501946,1501946,0.93,0.85227,109.4475,"November 15, 24",0.0085227,,,,,
2024-11-14,111.48,111.96,109.45,109.53,108.83,1210668,1210668,-1.95,-1.75,110.605,"November 14, 24",-0.0175,,,,,
2024-11-13,112.45,112.98,111.81,111.91,111.19,1255000,1255000,-0.54,-0.48021,112.2875,"November 13, 24",-0.0048021,,,,,
2024-11-12,111.94,112.97,111.82,112.42,111.7,749300,749300,0.48,0.4288,112.2875,"November 12, 24",0.004288,,,,,
2024-11-11,112.95,113.47,111.68,111.85,111.13,1132236,1132236,-1.1,-0.97388,112.4875,"November 11, 24",-0.0097388,,,,,
2024-11-08,111.51,113.26,111.04,112.43,111.71,1210905,1210905,0.92,0.82504,112.06,"November 08, 24",0.0082504,,,,,
2024-11-07,110.92,111.06,109.67,110.35,109.64,1266000,1266000,-0.57,-0.51388,110.5,"November 07, 24",-0.0051388,,,,,
2024-11-06,114.08,114.08,107.53,110.81,110.1,1725330,1725330,-3.27,-2.87,111.625,"November 06, 24",-0.0287,2024-11-06,2024-10-23,0.15,0.15,2024-11-13
2024-11-05,105.28,107.61,105.18,107.6,106.76,1030600,1030600,2.32,2.2,106.4175,"November 05, 24",0.022,,,,,
2024-11-04,104.57,105.48,104.1,105.45,104.63,797300,797300,0.88,0.84154,104.9,"November 04, 24",0.0084154,,,,,
2024-11-01,105,105.45,104.13,104.17,103.36,923729,923729,-0.83,-0.79048,104.6875,"November 01, 24",-0.0079048,,,,,
2024-10-31,105.26,106.1,104.62,104.64,103.82,1218913,1218913,-0.62,-0.58902,105.155,"October 31, 24",-0.0058902,,,,,
2024-10-30,105.33,106.13,105.05,105.83,105,1611857,1611857,0.5,0.4747,105.585,"October 30, 24",0.004747,,,,,
2024-10-29,103.69,106.91,103.36,105.04,104.22,2454500,2454500,1.35,1.3,104.75,"October 29, 24",0.013,,,,,
2024-10-28,104.95,105.22,103,103.35,102.54,1909520,1909520,-1.6,-1.52,104.13,"October 28, 24",-0.0152,,,,,
2024-10-25,105.46,105.68,103.89,103.98,103.17,1157159,1157159,-1.48,-1.4,104.7525,"October 25, 24",-0.014,,,,,
2024-10-24,106.21,106.55,105.25,105.28,104.46,1110012,1110012,-0.93,-0.87562,105.8225,"October 24, 24",-0.0087562,,,,,
2024-10-23,105.13,106.31,104.96,106.02,105.19,1198000,1198000,0.89,0.84657,105.605,"October 23, 24",0.0084657,,,,,
2024-10-22,105.37,105.84,104.12,105.45,104.63,1769538,1769538,0.08,0.07592294,105.195,"October 22, 24",0.0007592294,,,,,
2024-10-21,106.35,106.49,105.39,106.05,105.22,1551806,1551806,-0.3,-0.28209,106.07,"October 21, 24",-0.0028209,,,,,
2024-10-18,107.38,107.38,105.45,106.39,105.56,4537600,4537600,-0.99,-0.92196,106.65,"October 18, 24",-0.0092196,,,,,
2024-10-17,107.3,107.67,106.5,106.93,106.09,1378308,1378308,-0.37,-0.34483,107.1,"October 17, 24",-0.0034483,,,,,
2024-10-16,105.58,106.58,105.4,106.33,105.5,1184180,1184180,0.75,0.71036,105.9725,"October 16, 24",0.0071036,,,,,
2024-10-15,106.62,107.67,105.69,105.86,105.03,1271004,1271004,-0.76,-0.71281,106.46,"October 15, 24",-0.0071281,,,,,
2024-10-14,105.23,106.25,104.92,105.94,105.11,1077756,1077756,0.71,0.67471,105.585,"October 14, 24",0.0067471,,,,,
2024-10-11,104.25,105.1,104.05,104.75,103.93,739020,739020,0.5,0.47962,104.5375,"October 11, 24",0.0047962,,,,,
2024-10-10,106.48,106.67,102.84,103.67,102.86,1175200,1175200,-2.81,-2.64,104.915,"October 10, 24",-0.0264,,,,,
2024-10-09,105.22,106.37,104.82,105.86,105.03,1170949,1170949,0.64,0.60825,105.5675,"October 09, 24",0.0060825,,,,,
2024-10-08,103.38,105.93,103.38,105.25,104.43,1538308,1538308,1.87,1.81,104.485,"October 08, 24",0.0181,,,,,
2024-10-07,105.24,105.6,101.55,102.13,101.33,1857288,1857288,-3.11,-2.96,103.63,"October 07, 24",-0.0296,,,,,
2024-10-04,104.89,105.76,104.47,105.65,104.82,1080900,1080900,0.76,0.72457,105.1925,"October 04, 24",0.0072457,,,,,
2024-10-03,105,105.4,104.26,104.63,103.81,1431505,1431505,-0.37,-0.35238,104.8225,"October 03, 24",-0.0035238,,,,,
2024-10-02,104.99,105.28,104.54,105.04,104.22,1563400,1563400,0.05,0.04762358,104.9625,"October 02, 24",0.0004762358,,,,,
2024-10-01,104,105.67,103.53,105.01,104.19,1876010,1876010,1.01,0.97115,104.5525,"October 01, 24",0.0097115,,,,,
2024-09-30,102.99,103.68,102.18,103.6,102.79,1872525,1872525,0.61,0.59229,103.1125,"September 30, 24",0.0059229,,,,,
2024-09-27,102.68,103.18,102.4,102.65,101.85,1460900,1460900,-0.03,-0.02921698,102.7275,"September 27, 24",-0.0002921698,,,,,
2024-09-26,103.12,103.73,102.52,103.01,102.21,1704400,1704400,-0.11,-0.10667,103.095,"September 26, 24",-0.0010667,,,,,
2024-09-25,104,104.58,102.9,103.35,102.54,1523810,1523810,-0.65,-0.625,103.7075,"September 25, 24",-0.00625,,,,,
2024-09-24,101.86,103.38,101.02,103.36,102.55,3376551,3376551,1.5,1.47,102.405,"September 24, 24",0.0147,,,,,
2024-09-23,101.27,102.24,100.8,102.21,101.41,2341631,2341631,0.94,0.92821,101.63,"September 23, 24",0.0092821,,,,,
2024-09-20,101.3,101.45,99.69,101.01,100.22,3805200,3805200,-0.29,-0.28628,100.8625,"September 20, 24",-0.0028628,,,,,
2024-09-19,102.67,102.67,101.17,101.45,100.66,3374400,3374400,-1.22,-1.19,101.99,"September 19, 24",-0.0119,,,,,
2024-09-18,103.33,103.86,102.19,102.51,101.71,2614112,2614112,-0.82,-0.79357,102.9725,"September 18, 24",-0.0079357,,,,,
2024-09-17,104.06,104.13,102.87,103.2,102.39,1007800,1007800,-0.86,-0.82645,103.565,"September 17, 24",-0.0082645,,,,,
2024-09-16,103.82,104.68,103.57,104.11,103.3,1600000,1600000,0.29,0.27933,104.045,"September 16, 24",0.0027933,,,,,
2024-09-13,102.03,103.27,101.39,103.13,102.32,1578100,1578100,1.1,1.08,102.455,"September 13, 24",0.0108,,,,,
2024-09-12,100.6,102.36,100,102.17,101.37,1194539,1194539,1.57,1.56,101.2825,"September 12, 24",0.0156,,,,,
2024-09-11,102.78,102.78,99.4,100.7,99.91,1741500,1741500,-2.08,-2.02,101.415,"September 11, 24",-0.0202,,,,,
2024-09-10,103.92,104.9,103.07,103.13,102.32,1439828,1439828,-0.79,-0.7602,103.755,"September 10, 24",-0.007602,,,,,
2024-09-09,104.63,105.1,103.34,103.72,102.91,1406500,1406500,-0.91,-0.86973,104.1975,"September 09, 24",-0.0086973,,,,,
2024-09-06,104.63,105.21,103.75,103.94,103.13,1035733,1035733,-0.69,-0.65947,104.3825,"September 06, 24",-0.0065947,,,,,
2024-09-05,105.9,105.9,103.63,104.63,103.81,994800,994800,-1.27,-1.2,105.015,"September 05, 24",-0.012,,,,,
2024-09-04,105.14,106.02,104.99,105.82,104.99,748903,748903,0.68,0.64676,105.4925,"September 04, 24",0.0064676,,,,,
2024-09-03,105.13,105.71,104.45,104.96,104.14,1174700,1174700,-0.17,-0.1617,105.0625,"September 03, 24",-0.001617,,,,,
2024-08-30,104.86,105.45,104.3,105.13,104.31,1437928,1437928,0.27,0.25749,104.935,"August 30, 24",0.0025749,,,,,
2024-08-29,103.88,105.02,103.37,104.65,103.83,924836,924836,0.77,0.74124,104.23,"August 29, 24",0.0074124,,,,,
2024-08-28,103.28,104.15,102.68,103.88,103.07,686300,686300,0.6,0.58095,103.4975,"August 28, 24",0.0058095,,,,,
2024-08-27,102.39,103.1,102.2,103,102.2,591308,591308,0.61,0.59576,102.6725,"August 27, 24",0.0059576,,,,,
2024-08-26,102.11,102.64,101.73,102.23,101.43,896700,896700,0.12,0.11752,102.1775,"August 26, 24",0.0011752,,,,,
2024-08-23,103.71,103.75,101.85,102,101.2,935100,935100,-1.71,-1.65,102.8275,"August 23, 24",-0.0165,,,,,
2024-08-22,103.62,103.87,103.12,103.67,102.86,643142,643142,0.05,0.04825323,103.57,"August 22, 24",0.0004825323,,,,,
2024-08-21,103.82,103.83,102.61,103.46,102.65,643313,643313,-0.36,-0.34675,103.43,"August 21, 24",-0.0034675,,,,,
2024-08-20,102.91,103.18,102.34,102.89,102.09,1159100,1159100,-0.02,-0.01943446,102.83,"August 20, 24",-0.0001943446,,,,,
2024-08-19,101.87,102.59,101.42,102.52,101.72,769000,769000,0.65,0.63807,102.1,"August 19, 24",0.0063807,,,,,
2024-08-16,101.39,101.94,100.89,101.87,101.07,1458427,1458427,0.48,0.47342,101.5225,"August 16, 24",0.0047342,,,,,
2024-08-15,101.66,101.8,100.47,101.19,100.4,1211800,1211800,-0.47,-0.46233,101.28,"August 15, 24",-0.0046233,,,,,
2024-08-14,100.12,101.37,100.01,101.3,100.51,1113700,1113700,1.18,1.18,100.7,"August 14, 24",0.0118,,,,,
2024-08-13,99.92,100.22,99.16,99.94,99.16,826118,826118,0.02,0.02001601,99.81,"August 13, 24",0.0002001601,,,,,
2024-08-12,100.43,101.25,99.37,99.56,98.78,919045,919045,-0.87,-0.86628,100.1525,"August 12, 24",-0.0086628,,,,,
2024-08-09,100.31,100.76,99.78,100.32,99.54,604400,604400,0.01,0.0099691,100.2925,"August 09, 24",9.9691e-05,,,,,
2024-08-08,98.76,100.6,98.76,100.31,99.53,991610,991610,1.55,1.57,99.6075,"August 08, 24",0.0157,,,,,
2024-08-07,99.37,101.23,98.66,98.79,98.02,1504300,1504300,-0.58,-0.58368,99.5125,"August 07, 24",-0.0058368,2024-08-07,2024-07-17,0.13,0.13,2024-08-14
2024-08-06,98.67,100.76,98.45,99.37,98.46,1515083,1515083,0.7,0.70944,99.3125,"August 06, 24",0.0070944,,,,,
2024-08-05,100.53,100.57,97.85,98.38,97.48,1382291,1382291,-2.15,-2.14,99.3325,"August 05, 24",-0.0214,,,,,
2024-08-02,100.66,103.16,99.27,101.22,100.29,1420825,1420825,0.56,0.55633,101.0775,"August 02, 24",0.0055633,,,,,
2024-08-01,100.04,100.86,99.66,100.8,99.88,1097034,1097034,0.76,0.7597,100.34,"August 01, 24",0.007597,,,,,
2024-07-31,99.58,100.35,98.69,99.43,98.52,2294142,2294142,-0.15,-0.15063,99.5125,"July 31, 24",-0.0015063,,,,,
2024-07-30,99.25,100.24,99.02,99.84,98.93,967857,967857,0.59,0.59446,99.5875,"July 30, 24",0.0059446,,,,,
2024-07-29,99.44,99.92,98.24,98.66,97.76,1489008,1489008,-0.78,-0.78439,99.065,"July 29, 24",-0.0078439,,,,,
2024-07-26,98,99.26,97.61,99.17,98.26,960217,960217,1.17,1.19,98.51,"July 26, 24",0.0119,,,,,
2024-07-25,97.93,98.74,97.21,97.43,96.54,1458100,1458100,-0.5,-0.51057,97.8275,"July 25, 24",-0.0051057,,,,,
2024-07-24,98.05,98.36,96.77,97.56,96.67,1733700,1733700,-0.49,-0.49975,97.685,"July 24, 24",-0.0049975,,,,,
2024-07-23,97,99.08,95.44,98.05,97.15,2871500,2871500,1.05,1.08,97.3925,"July 23, 24",0.0108,,,,,
2024-07-22,92.8,93.71,92.38,93.16,92.31,1209100,1209100,0.36,0.38793,93.0125,"July 22, 24",0.0038793,,,,,
2024-07-19,93.66,93.66,92.29,92.46,91.61,962500,962500,-1.2,-1.28,93.0175,"July 19, 24",-0.0128,,,,,
2024-07-18,93.17,94.03,92.95,93.23,92.38,1124200,1124200,0.06,0.06439841,93.345,"July 18, 24",0.0006439841,,,,,
2024-07-17,93.31,94.13,93.05,93.54,92.68,1255326,1255326,0.23,0.24649,93.5075,"July 17, 24",0.0024649,,,,,
2024-07-16,93.62,94.04,93.05,93.31,92.46,843504,843504,-0.31,-0.33113,93.505,"July 16, 24",-0.0033113,,,,,
2024-07-15,93.94,94.28,93.05,93.23,92.38,886705,886705,-0.71,-0.7558,93.625,"July 15, 24",-0.007558,,,,,
2024-07-12,92.38,94.12,92.11,93.74,92.88,1331924,1331924,1.36,1.47,93.0875,"July 12, 24",0.0147,,,,,
2024-07-11,91.19,92.22,90.94,91.97,91.13,708000,708000,0.78,0.85536,91.58,"July 11, 24",0.0085536,,,,,
2024-07-10,90.32,91.07,90.04,90.93,90.1,958018,958018,0.61,0.67538,90.59,"July 10, 24",0.0067538,,,,,
2024-07-09,90.59,90.73,89.92,90.08,89.25,726500,726500,-0.51,-0.56298,90.33,"July 09, 24",-0.0056298,,,,,
2024-07-08,91,91.36,90.53,90.57,89.74,623300,623300,-0.43,-0.47253,90.865,"July 08, 24",-0.0047253,,,,,
2024-07-05,90.13,90.61,89.25,90.52,89.69,823100,823100,0.39,0.43271,90.1275,"July 05, 24",0.0043271,,,,,
2024-07-03,89.6,90.31,88.94,90.04,89.22,708400,708400,0.44,0.49107,89.7225,"July 03, 24",0.0049107,,,,,
2024-07-02,88.55,89.68,88.31,89.65,88.83,842300,842300,1.1,1.24,89.0475,"July 02, 24",0.0124,,,,,
2024-07-01,89.82,90.1,88.61,89.11,88.29,1099800,1099800,-0.71,-0.79047,89.41,"July 01, 24",-0.0079047,,,,,
2024-06-28,89.83,90.45,89.12,89.41,88.59,2024300,2024300,-0.42,-0.46755,89.7025,"June 28, 24",-0.0046755,,,,,
2024-06-27,90.76,90.96,90.1,90.16,89.33,1316206,1316206,-0.6,-0.66108,90.495,"June 27, 24",-0.0066108,,,,,
2024-06-26,90.43,90.76,89.14,90.58,89.75,1288803,1288803,0.15,0.16587,90.2275,"June 26, 24",0.0016587,,,,,
2024-06-25,93.34,93.45,91.12,91.14,90.31,1074801,1074801,-2.2,-2.36,92.2625,"June 25, 24",-0.0236,,,,,
2024-06-24,93.03,93.75,92.29,93.34,92.49,1119035,1119035,0.31,0.33323,93.1025,"June 24, 24",0.0033323,,,,,
2024-06-21,92.89,93.11,92.07,93.02,92.17,1921700,1921700,0.13,0.13995,92.7725,"June 21, 24",0.0013995,,,,,
2024-06-20,92.41,93.03,92.14,92.89,92.04,898790,898790,0.48,0.51942,92.6175,"June 20, 24",0.0051942,,,,,
2024-06-18,92.15,93.05,91.87,92.41,91.56,966800,966800,0.26,0.28215,92.37,"June 18, 24",0.0028215,,,,,
2024-06-17,89.83,92.12,89.72,92,91.16,1144200,1144200,2.17,2.42,90.9175,"June 17, 24",0.0242,,,,,
2024-06-14,90.1,90.5,89.74,90.08,89.25,648624,648624,-0.02,-0.02219756,90.105,"June 14, 24",-0.0002219756,,,,,
2024-06-13,90.28,90.8,89.62,90.52,89.69,636816,636816,0.24,0.26584,90.305,"June 13, 24",0.0026584,,,,,
2024-06-12,89.82,90.69,89.1,90.47,89.64,803800,803800,0.65,0.72367,90.02,"June 12, 24",0.0072367,,,,,
2024-06-11,89.53,89.69,88.68,89.62,88.8,966028,966028,0.09,0.10052,89.38,"June 11, 24",0.0010052,,,,,
2024-06-10,90.03,90.42,89.18,89.64,88.82,841833,841833,-0.39,-0.43319,89.8175,"June 10, 24",-0.0043319,,,,,
2024-06-07,89.93,90.68,89.66,90.28,89.45,993400,993400,0.35,0.38919,90.1375,"June 07, 24",0.0038919,,,,,
2024-06-06,90.31,90.47,88.88,89.53,88.71,1081906,1081906,-0.78,-0.86369,89.7975,"June 06, 24",-0.0086369,,,,,
2024-06-05,90,90.15,88.85,90,89.18,864604,864604,0,0,89.75,"June 05, 24",0,,,,,
2024-06-04,88.66,89.99,88.66,89.9,89.08,1286300,1286300,1.24,1.4,89.3025,"June 04, 24",0.014,,,,,
2024-06-03,89.23,89.84,88.09,88.89,88.08,796627,796627,-0.34,-0.38104,89.0125,"June 03, 24",-0.0038104,,,,,
2024-05-31,88.3,89.65,87.88,89.51,88.69,1859400,1859400,1.21,1.37,88.835,"May 31, 24",0.0137,,,,,
2024-05-30,86.22,88.01,85.97,87.75,86.95,1159100,1159100,1.53,1.77,86.9875,"May 30, 24",0.0177,,,,,
2024-05-29,87.11,87.19,86.27,86.32,85.53,1484022,1484022,-0.79,-0.9069,86.7225,"May 29, 24",-0.009069,,,,,
2024-05-28,89.06,89.18,87.47,87.58,86.78,1568807,1568807,-1.48,-1.66,88.3225,"May 28, 24",-0.0166,,,,,
2024-05-24,89.18,89.51,89.04,89.36,88.54,791800,791800,0.18,0.20184,89.2725,"May 24, 24",0.0020184,,,,,
2024-05-23,91.03,91.18,88.99,89.11,88.29,942704,942704,-1.92,-2.11,90.0775,"May 23, 24",-0.0211,,,,,
2024-05-22,90.53,91.7,89.9,91.16,90.32,1375553,1375553,0.63,0.6959,90.8225,"May 22, 24",0.006959,,,,,
2024-05-21,90.07,90.5,89.84,89.85,89.03,1495100,1495100,-0.22,-0.24425,90.065,"May 21, 24",-0.0024425,,,,,
2024-05-20,89.8,89.91,89.34,89.86,89.04,1034833,1034833,0.06,0.06681514,89.7275,"May 20, 24",0.0006681514,,,,,
