date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,adjDividend,dividend,paymentDate
2025-08-19,95.45,96.91,95.34,96.88,96.67,1518700,1518700,1.43,1.5,96.145,"August 19, 25",0.015,,,,,
2025-08-18,95.37,95.6,94.59,94.95,94.75,2878645,2878645,-0.42,-0.44039,95.1275,"August 18, 25",-0.0044039,,,,,
2025-08-15,95.62,96.2,95.22,95.34,95.14,3943721,3943721,-0.28,-0.29283,95.595,"August 15, 25",-0.0029283,,,,,
2025-08-14,96.16,96.16,94.57,95.13,94.93,2597828,2597828,-1.03,-1.07,95.505,"August 14, 25",-0.0107,,,,,
2025-08-13,94.63,96.12,94.44,95.91,95.7,2550516,2550516,1.28,1.35,95.275,"August 13, 25",0.0135,2025-08-13,2025-07-23,0.15,0.15,2025-08-20
2025-08-12,94.75,94.95,93.87,94.76,94.41,2643034,2643034,0.01,0.01055409,94.5825,"August 12, 25",0.0001055409,,,,,
2025-08-11,93.95,94.67,93.71,94.6,94.25,2980000,2980000,0.65,0.69186,94.2325,"August 11, 25",0.0069186,,,,,
2025-08-08,92.86,93.78,92.41,93.65,93.3,3643562,3643562,0.79,0.85074,93.175,"August 08, 25",0.0085074,,,,,
2025-08-07,92.06,93.14,91.51,92.51,92.17,4129303,4129303,0.45,0.48881,92.305,"August 07, 25",0.0048881,,,,,
2025-08-06,91.55,91.86,90.38,91.8,91.46,3344200,3344200,0.25,0.27307,91.3975,"August 06, 25",0.0027307,,,,,
2025-08-05,92.65,93.09,91.6,91.67,91.33,3319200,3319200,-0.98,-1.06,92.2525,"August 05, 25",-0.0106,,,,,
2025-08-04,92.25,93.13,91.9,92.7,92.36,3981633,3981633,0.45,0.4878,92.495,"August 04, 25",0.004878,,,,,
2025-08-01,92,92.54,90.55,92.24,91.9,3540455,3540455,0.24,0.26087,91.8325,"August 01, 25",0.0026087,,,,,
2025-07-31,91.98,92.99,91,91.37,91.03,5835238,5835238,-0.61,-0.66319,91.835,"July 31, 25",-0.0066319,,,,,
2025-07-30,94,94.5,91.61,92.94,92.6,7490441,7490441,-1.06,-1.13,93.2625,"July 30, 25",-0.0113,,,,,
2025-07-29,97.28,98.1,91.55,91.91,91.57,10471500,10471500,-5.37,-5.52,94.71,"July 29, 25",-0.0552,,,,,
2025-07-28,104.1,104.1,102.47,102.58,102.2,4150123,4150123,-1.52,-1.46,103.3125,"July 28, 25",-0.0146,,,,,
2025-07-25,103.2,104.25,103.14,103.38,103,3136317,3136317,0.18,0.17442,103.4925,"July 25, 25",0.0017442,,,,,
2025-07-24,102.69,103.6,102.69,102.78,102.4,3160900,3160900,0.09,0.08764242,102.94,"July 24, 25",0.0008764242,,,,,
2025-07-23,103.57,103.63,102.4,103.18,102.8,2730659,2730659,-0.39,-0.37656,103.195,"July 23, 25",-0.0037656,,,,,
2025-07-22,102.55,103.58,102.36,103.24,102.86,1939036,1939036,0.69,0.67284,102.9325,"July 22, 25",0.0067284,,,,,
2025-07-21,103.55,104.07,102.44,102.49,102.11,2133929,2133929,-1.06,-1.02,103.1375,"July 21, 25",-0.0102,,,,,
2025-07-18,104.23,104.97,103.58,103.84,103.46,1973343,1973343,-0.39,-0.37417,104.155,"July 18, 25",-0.0037417,,,,,
2025-07-17,104.74,105.06,103.79,104.13,103.75,3340000,3340000,-0.61,-0.58239,104.43,"July 17, 25",-0.0058239,,,,,
2025-07-16,106.72,106.73,104.4,104.97,104.58,3438100,3438100,-1.75,-1.64,105.705,"July 16, 25",-0.0164,,,,,
2025-07-15,107.59,108.08,106.21,106.25,105.86,2251457,2251457,-1.34,-1.25,107.0325,"July 15, 25",-0.0125,,,,,
2025-07-14,106.94,108.23,106.33,107.98,107.58,2146120,2146120,1.04,0.97251,107.37,"July 14, 25",0.0097251,,,,,
2025-07-11,107.72,107.94,106.57,106.75,106.36,2415800,2415800,-0.97,-0.90048,107.245,"July 11, 25",-0.0090048,,,,,
2025-07-10,107.98,108.36,107.05,107.81,107.41,3007517,3007517,-0.17,-0.15744,107.8,"July 10, 25",-0.0015744,,,,,
2025-07-09,107.41,108.23,106.63,108.13,107.73,2739328,2739328,0.72,0.67033,107.6,"July 09, 25",0.0067033,,,,,
2025-07-08,106.99,108.03,106.8,107.25,106.85,3346752,3346752,0.26,0.24301,107.2675,"July 08, 25",0.0024301,,,,,
2025-07-07,108.39,108.66,107.32,107.81,107.41,3500837,3500837,-0.58,-0.5351,108.045,"July 07, 25",-0.005351,,,,,
2025-07-03,108.7,108.75,107.69,108.7,108.3,2979841,2979841,0,0,108.46,"July 03, 25",0,,,,,
2025-07-02,108.31,108.79,105.97,107.81,107.41,10207700,10207700,-0.5,-0.46164,107.72,"July 02, 25",-0.0046164,,,,,
2025-07-01,110.98,111.01,107.67,108.93,108.53,5379800,5379800,-2.05,-1.85,109.6475,"July 01, 25",-0.0185,,,,,
2025-06-30,109.38,111.09,109.16,110.87,110.46,3814000,3814000,1.49,1.36,110.125,"June 30, 25",0.0136,,,,,
2025-06-27,109.35,110.8,109.15,109.58,109.18,12691500,12691500,0.23,0.21033,109.72,"June 27, 25",0.0021033,,,,,
2025-06-26,108.63,109.58,107.88,109.27,108.87,4156700,4156700,0.64,0.58916,108.84,"June 26, 25",0.0058916,,,,,
2025-06-25,110.57,110.9,107.96,108.38,107.98,3104100,3104100,-2.19,-1.98,109.4525,"June 25, 25",-0.0198,,,,,
2025-06-24,111.06,111.1,108.85,110.95,110.54,3772200,3772200,-0.11,-0.09904556,110.49,"June 24, 25",-0.0009904556,,,,,
2025-06-23,108.89,110.96,108.3,110.92,110.51,4046600,4046600,2.03,1.86,109.7675,"June 23, 25",0.0186,,,,,
2025-06-20,108.79,109.79,108.14,108.64,108.24,4338300,4338300,-0.15,-0.13788,108.84,"June 20, 25",-0.0013788,,,,,
2025-06-18,108.35,109,107.81,108.29,107.89,3705560,3705560,-0.06,-0.0553761,108.3625,"June 18, 25",-0.000553761,,,,,
2025-06-17,106.54,108.82,106.31,108.12,107.72,4505648,4505648,1.58,1.48,107.4475,"June 17, 25",0.0148,,,,,
2025-06-16,106.8,107.53,106.09,107.13,106.73,3468134,3468134,0.33,0.30899,106.8875,"June 16, 25",0.0030899,,,,,
2025-06-13,107.35,108.13,106.15,106.62,106.23,7837700,7837700,-0.73,-0.68002,107.0625,"June 13, 25",-0.0068002,,,,,
2025-06-12,105.03,107.1,104.36,106.8,106.41,8472170,8472170,1.77,1.69,105.8225,"June 12, 25",0.0169,,,,,
2025-06-11,103.3,104.98,101.99,104.48,104.09,21303401,21303401,1.18,1.14,103.6875,"June 11, 25",0.0114,,,,,
2025-06-10,108.01,108.2,104.06,105.49,105.1,4275197,4275197,-2.52,-2.33,106.44,"June 10, 25",-0.0233,,,,,
2025-06-09,110.14,110.14,105.79,107.86,107.46,1751847,1751847,-2.28,-2.07,108.4825,"June 09, 25",-0.0207,,,,,
2025-06-06,110.96,111.51,110.25,110.57,110.16,829033,829033,-0.39,-0.35148,110.8225,"June 06, 25",-0.0035148,,,,,
2025-06-05,111.63,111.63,109.21,110.03,109.62,1302900,1302900,-1.6,-1.43,110.625,"June 05, 25",-0.0143,,,,,
2025-06-04,112.78,112.84,111.06,111.18,110.77,960436,960436,-1.6,-1.42,111.965,"June 04, 25",-0.0142,,,,,
2025-06-03,113.6,113.84,110.8,112.6,112.18,805767,805767,-1,-0.88028,112.71,"June 03, 25",-0.0088028,,,,,
2025-06-02,111.57,113.44,111.31,113.4,112.98,1028600,1028600,1.83,1.64,112.43,"June 02, 25",0.0164,,,,,
2025-05-30,111.02,113.23,111.02,112.9,112.48,2048800,2048800,1.88,1.69,112.0425,"May 30, 25",0.0169,,,,,
2025-05-29,110.64,111.83,110.42,111.7,111.29,1329821,1329821,1.06,0.95806,111.1475,"May 29, 25",0.0095806,,,,,
2025-05-28,111.44,112.3,110.77,110.87,110.46,1268605,1268605,-0.57,-0.51149,111.345,"May 28, 25",-0.0051149,,,,,
2025-05-27,111.35,112.21,110.27,112.08,111.67,1503500,1503500,0.73,0.65559,111.4775,"May 27, 25",0.0065559,,,,,
2025-05-23,110.37,111.36,109.76,110.82,110.41,1210750,1210750,0.45,0.40772,110.5775,"May 23, 25",0.0040772,,,,,
2025-05-22,111.13,111.38,109.69,110.43,110.02,1288949,1288949,-0.7,-0.62989,110.6575,"May 22, 25",-0.0062989,,,,,
2025-05-21,112.27,113.67,110.63,110.99,110.58,2345100,2345100,-1.28,-1.14,111.89,"May 21, 25",-0.0114,,,,,
2025-05-20,111.68,112.61,111.47,112.45,112.04,1928300,1928300,0.77,0.68947,112.0525,"May 20, 25",0.0068947,,,,,
2025-05-19,111.94,112.57,111.26,112,111.59,1539702,1539702,0.06,0.05360014,111.9425,"May 19, 25",0.0005360014,,,,,
2025-05-16,110.58,111.83,110.47,111.77,111.36,1320718,1320718,1.19,1.08,111.1625,"May 16, 25",0.0108,,,,,
2025-05-15,108.78,110.7,108.29,110.56,110.15,1692200,1692200,1.78,1.64,109.5825,"May 15, 25",0.0164,,,,,
2025-05-14,109.26,109.61,107.1,108.27,107.87,1550000,1550000,-0.99,-0.9061,108.56,"May 14, 25",-0.009061,,,,,
2025-05-13,110.38,111.04,108.95,109.02,108.62,1645500,1645500,-1.36,-1.23,109.8475,"May 13, 25",-0.0123,,,,,
2025-05-12,112.55,112.55,108.91,110.76,110.35,1574800,1574800,-1.78,-1.59,111.1925,"May 12, 25",-0.0159,2025-05-12,2025-04-28,0.15,0.15,2025-05-21
2025-05-09,111.48,111.72,110.67,111.32,110.76,922488,922488,-0.16,-0.14352,111.2975,"May 09, 25",-0.0014352,,,,,
2025-05-08,111.93,112.95,111.38,111.53,110.97,1347200,1347200,-0.4,-0.35737,111.9475,"May 08, 25",-0.0035737,,,,,
2025-05-07,110.46,111.82,110.46,111.21,110.65,1373093,1373093,0.75,0.67898,110.9875,"May 07, 25",0.0067898,,,,,
2025-05-06,110.09,111.07,109.51,110.38,109.82,1175509,1175509,0.29,0.26342,110.2625,"May 06, 25",0.0026342,,,,,
2025-05-05,109.75,110.7,108.89,110.4,109.84,1584927,1584927,0.65,0.59226,109.935,"May 05, 25",0.0059226,,,,,
2025-05-02,110.35,110.93,109.44,110.57,110.01,1616058,1616058,0.225,0.19937,110.3225,"May 02, 25",0.0019937,,,,,
2025-05-01,111.04,111.04,108.88,109.02,108.47,2201705,2201705,-2.02,-1.82,109.995,"May 01, 25",-0.0182,,,,,
2025-04-30,107.98,110.7,106.37,110.6,110.04,3337365,3337365,2.62,2.43,108.9125,"April 30, 25",0.0243,,,,,
2025-04-29,107.68,109.57,105.29,107.99,107.45,3284858,3284858,0.31,0.28789,107.6325,"April 29, 25",0.0028789,,,,,
2025-04-28,115,115.45,113.93,114.88,114.3,2106885,2106885,-0.12,-0.10435,114.815,"April 28, 25",-0.0010435,,,,,
2025-04-25,116.02,116.41,111.02,114.44,113.86,3085815,3085815,-1.58,-1.36,114.4725,"April 25, 25",-0.0136,,,,,
2025-04-24,117.45,118.02,116.07,117.76,117.17,1150257,1150257,0.31,0.26394,117.325,"April 24, 25",0.0026394,,,,,
2025-04-23,117.72,119.06,117.19,118.2,117.61,1933155,1933155,0.48,0.40775,118.0425,"April 23, 25",0.0040775,,,,,
2025-04-22,115.51,117.72,114.35,117.56,116.97,1525138,1525138,2.05,1.77,116.285,"April 22, 25",0.0177,,,,,
2025-04-21,116.84,117.3,111.95,113.42,112.85,1722315,1722315,-3.42,-2.93,114.8775,"April 21, 25",-0.0293,,,,,
2025-04-17,118.55,118.74,117.08,117.22,116.63,1795500,1795500,-1.33,-1.12,117.8975,"April 17, 25",-0.0112,,,,,
2025-04-16,120.4,120.86,118.18,118.8,118.2,1207700,1207700,-1.6,-1.33,119.56,"April 16, 25",-0.0133,,,,,
2025-04-15,121.12,121.59,119.38,119.53,118.93,1866042,1866042,-1.59,-1.31,120.405,"April 15, 25",-0.0131,,,,,
2025-04-14,120.2,121.7,119.28,120.9,120.29,1559930,1559930,0.7,0.58236,120.52,"April 14, 25",0.0058236,,,,,
2025-04-11,117.28,118.91,115.74,118.86,118.26,2036125,2036125,1.58,1.35,117.6975,"April 11, 25",0.0135,,,,,
2025-04-10,116.73,118.88,114.69,117.26,116.67,2482700,2482700,0.53,0.45404,116.89,"April 10, 25",0.0045404,,,,,
2025-04-09,111.22,117.17,109.97,116.64,116.05,2489506,2489506,5.42,4.87,113.75,"April 09, 25",0.0487,,,,,
2025-04-08,116.06,117.05,110.83,112.41,111.84,1892200,1892200,-3.65,-3.14,114.0875,"April 08, 25",-0.0314,,,,,
2025-04-07,113.83,114.96,109.42,112.67,112.1,3560566,3560566,-1.16,-1.02,112.72,"April 07, 25",-0.0102,,,,,
2025-04-04,122.39,124.14,114.72,115.01,114.43,2809600,2809600,-7.38,-6.03,119.065,"April 04, 25",-0.0603,,,,,
2025-04-03,123.43,125.68,123.1,124.43,123.8,1994689,1994689,1,0.81018,124.16,"April 03, 25",0.0081018,,,,,
2025-04-02,123.25,124.51,122.15,124.23,123.61,2024810,2024810,0.98,0.79513,123.535,"April 02, 25",0.0079513,,,,,
2025-04-01,123.98,125.68,123.28,124.11,123.49,2289686,2289686,0.13,0.10486,124.2625,"April 01, 25",0.0010486,,,,,
2025-03-31,123.59,124.97,123.03,124.4,123.77,1872900,1872900,0.81,0.65539,123.9975,"March 31, 25",0.0065539,,,,,
2025-03-28,122.9,123.15,121.83,122.93,122.31,1650500,1650500,0.03,0.02441009,122.7025,"March 28, 25",0.0002441009,,,,,
2025-03-27,122.26,123.24,121.42,122.9,122.28,1232711,1232711,0.64,0.52347,122.455,"March 27, 25",0.0052347,,,,,
2025-03-26,121.94,122.61,121.43,121.77,121.16,903542,903542,-0.17,-0.13941,121.9375,"March 26, 25",-0.0013941,,,,,
2025-03-25,120.98,121.85,120.02,121.39,120.78,1138346,1138346,0.41,0.3389,121.06,"March 25, 25",0.003389,,,,,
2025-03-24,119.39,121.3,119.03,120.98,120.37,1325304,1325304,1.59,1.33,120.175,"March 24, 25",0.0133,,,,,
2025-03-21,119.91,120.42,117.89,118.52,117.92,3022012,3022012,-1.39,-1.16,119.185,"March 21, 25",-0.0116,,,,,
2025-03-20,119.69,120.97,119.12,119.8,119.2,1384500,1384500,0.11,0.09190409,119.895,"March 20, 25",0.0009190409,,,,,
2025-03-19,119.02,120.04,118.88,119.88,119.28,1446100,1446100,0.86,0.72257,119.455,"March 19, 25",0.0072257,,,,,
2025-03-18,119.87,120.78,119.04,119.19,118.59,1646203,1646203,-0.68,-0.56728,119.72,"March 18, 25",-0.0056728,,,,,
2025-03-17,117.41,120.15,117.24,120.08,119.48,2053318,2053318,2.67,2.27,118.72,"March 17, 25",0.0227,,,,,
