symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
FDS,-1.82294,-1.93446,-1.97158,0.91028229,-36.39063,0,-38.8666,-27.60767,-13.55665,79.48718,6316.66667
