date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-10-31,KEYS,USD,0001601046,2025-12-17,2025-12-17 16:08:40,2025,FY,846000000,131000000,-112000000,162000000,77000000,23000000,43000000,26000000,-15000000,305000000,1409000000,-128000000,-2022000000,-93000000,9000000,507000000,-1727000000,740000000,63000000,-377000000,0,-41000000,385000000,9000000,76000000,1890000000,1814000000,1409000000,-128000000,1409000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/0001601046-25-000127-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/keys-20251031.htm
2024-10-31,KEYS,USD,0001601046,2024-12-17,2024-12-17 16:05:47,2024,FY,614000000,126000000,268000000,137000000,-271000000,71000000,35000000,26000000,-403000000,178000000,1052000000,-154000000,-681000000,-11000000,0,27000000,-819000000,-25000000,66000000,-443000000,0,-511000000,-913000000,6000000,-674000000,1814000000,2488000000,1052000000,-154000000,898000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104624000159/0001601046-24-000159-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104624000159/keys-20241031.htm
2023-10-31,KEYS,USD,0001601046,2023-12-15,2023-12-15 16:06:39,2023,FY,1057000000,212000000,-3000000,135000000,-126000000,14000000,-148000000,-62000000,70000000,133000000,1408000000,-196000000,-85000000,-7000000,0,0,-288000000,0,67000000,-702000000,0,-52000000,-687000000,-2000000,431000000,2488000000,2057000000,1408000000,-196000000,1212000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104623000134/0001601046-23-000134-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104623000134/keys-20231031.htm
2022-10-31,KEYS,USD,0001601046,2022-12-15,2022-12-15 16:06:50,2022,FY,1124000000,223000000,7000000,125000000,-404000000,-204000000,-125000000,56000000,-131000000,69000000,1144000000,-185000000,-33000000,-33000000,216000000,-216000000,-251000000,0,63000000,-849000000,0,-75000000,-861000000,-43000000,-11000000,2057000000,2068000000,1144000000,-185000000,959000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104622000161/0001601046-22-000161-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104622000161/keys-20221031.htm
2021-10-31,KEYS,USD,0001601046,2021-12-17,2021-12-17 16:50:12,2021,FY,894000000,293000000,-53000000,103000000,36000000,-122000000,-43000000,53000000,148000000,49000000,1322000000,-174000000,-178000000,-1000000,1000000,-1000000,-353000000,0,59000000,-673000000,0,-57000000,-671000000,3000000,301000000,2068000000,1767000000,1322000000,-174000000,1148000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104621000197/0001601046-21-000197-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104621000197/keys-20211031.htm
2020-10-31,KEYS,USD,0001601046,2020-12-17,2020-12-17 16:10:05,2020,FY,627000000,326000000,41000000,92000000,-57000000,75000000,-73000000,-33000000,-26000000,-13000000,1016000000,-117000000,-357000000,0,0,32000000,-442000000,-7000000,58000000,-411000000,0,-53000000,-413000000,6000000,167000000,1767000000,1600000000,1016000000,-117000000,899000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104620000154/0001601046-20-000154-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104620000154/keys-10312020x10k.htm
2019-10-31,KEYS,USD,0001601046,2019-12-18,2019-12-18 16:10:53,2019,FY,621000000,308000000,-2000000,82000000,-35000000,-26000000,-92000000,13000000,70000000,24000000,998000000,-120000000,-88000000,0,7000000,5000000,-196000000,-4000000,67000000,-159000000,0,-26000000,-122000000,3000000,683000000,1600000000,917000000,998000000,-120000000,878000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104619000110/0001601046-19-000110-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104619000110/keys-10312019x10k.htm
2018-10-31,KEYS,USD,0001601046,2018-12-18,2018-12-18 16:22:23,2018,FY,165000000,310000000,-789000000,59000000,80000000,-89000000,-61000000,22000000,208000000,730000000,555000000,-132000000,-11000000,0,0,27000000,-116000000,-260000000,64000000,-120000000,0,-19000000,-335000000,-9000000,95000000,913000000,818000000,555000000,-132000000,423000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104618000030/0001601046-18-000030-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104618000030/keys-10312018x10k.htm
2017-10-31,KEYS,USD,0001601046,2017-12-20,2017-12-20 09:08:51,2017,FY,102000000,225000000,-47000000,56000000,15000000,-11000000,-4000000,15000000,15000000,-38000000,313000000,-72000000,-1702000000,-1000000,45000000,8000000,-1722000000,958000000,444000000,0,0,38000000,1440000000,4000000,35000000,818000000,783000000,313000000,-72000000,241000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104617000033/0001601046-17-000033-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104617000033/keys-10312017x10k.htm
2016-10-31,KEYS,USD,0001601046,2016-12-19,2016-12-19 16:22:26,2016,FY,335000000,134000000,1000000,49000000,-119000000,-42000000,-22000000,-8000000,-47000000,16000000,416000000,-91000000,-10000000,0,1000000,10000000,-90000000,-1000000,43000000,-62000000,0,-5000000,-25000000,-1000000,300000000,783000000,483000000,416000000,-91000000,325000000,https://www.sec.gov/Archives/edgar/data/1601046/000160104616000077/0001601046-16-000077-index.htm,https://www.sec.gov/Archives/edgar/data/1601046/000160104616000077/keys-10312016x10k.htm
