symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
SYF,2024-12-31,65,396500000,25772500000,14711000000,15462000000,26523500000
SYF,2023-12-31,38.19,421200000,16085627999,14259000000,15982000000,17808627999
SYF,2022-12-31,32.86,480400000,15785944000,10294000000,14191000000,19682944000
SYF,2021-12-31,46.39,564600000,26191794000,8337000000,14507000000,32361794000
SYF,2020-12-31,34.71,589000000,20444190000,11524000000,15775000000,24695190000
SYF,2019-12-31,36.01,670200000,24133902000,12147000000,19866000000,31852902000
SYF,2018-12-31,23.46,742300000,17414358000,9396000000,23996000000,32014358000
SYF,2017-12-31,38.61,795600000,30718116000,11602000000,20799000000,39915116000
SYF,2016-12-31,36.27,829200000,30075084000,9321000000,20147000000,40901084000
SYF,2015-12-31,30.41,833800000,25355858000,12325000000,24279000000,37309858000
SYF,2014-12-31,29.75,757400000,22532650000,11828000000,27460000000,38164650000
SYF,2013-12-31,23,830271000,19096233000,2319000000,24321000000,41098233000
SYF,2012-12-31,23,830271000,19096233000,1334000000,27815000000,45577233000
SYF,2011-12-31,23,830271000,19096233000,0,0,19096233000
