date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2025-06-30,TECH,USD,0000842023,2025-08-22,2025-08-22 06:31:16,2025,FY,162186000,0,162186000,206876000,189446000,49792000,608300000,319118000,980935000,365599000,1346534000,250983000,10307000,22626000,1949568000,0,2557868000,25311000,14098000,10770000,32571000,93099000,175849000,429960000,0,6169000,27082000,463211000,0,98058000,639060000,0,1550000,1066049000,-59880000,911089000,1918808000,1918808000,2557868000,0,2557868000,250983000,444058000,281872000,https://www.sec.gov/Archives/edgar/data/842023/000155837025011716/0001558370-25-011716-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837025011716/tech-20250630x10k.htm
2024-06-30,TECH,USD,0000842023,2024-08-22,2024-08-22 16:30:35,2024,FY,151791000,1072000,152863000,241394000,179731000,43431000,617419000,342439000,972663000,507081000,1479744000,242337000,0,21928000,2086448000,0,2703867000,37968000,12920000,3706000,27930000,76855000,159379000,406618000,0,55863000,13157000,475638000,0,100538000,635017000,0,1582000,1325247000,-78316000,820337000,2068850000,2068850000,2703867000,0,2703867000,243409000,419538000,267747000,https://www.sec.gov/Archives/edgar/data/842023/000155837024012430/0001558370-24-012430-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837024012430/tech-20240630x10k.htm
2023-06-30,TECH,USD,0000842023,2023-08-23,2023-08-23 16:30:51,2023,FY,180571000,23739000,204310000,218468000,171638000,27066000,621482000,324526000,872737000,534645000,1407382000,255857000,0,29445000,2017210000,0,2638692000,25679000,11199000,12022000,23069000,56540000,128509000,443766000,0,88982000,10919000,543667000,0,104965000,672176000,0,1576000,1309461000,-66064000,721543000,1966516000,1966516000,2638692000,0,2638692000,279596000,454965000,274394000,https://www.sec.gov/Archives/edgar/data/842023/000155837023015226/0001558370-23-015226-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837023015226/tmb-20230630x10k.htm
2022-06-30,TECH,USD,0000842023,2022-08-24,2022-08-24 16:31:27,2022,FY,172567000,74462000,247029000,194548000,141123000,22856000,605556000,288798000,822101000,531522000,1353623000,0,0,46828000,1689249000,0,2294805000,33865000,24428000,13237000,23406000,81082000,176018000,301543000,0,98994000,17239000,417776000,0,70061000,593794000,0,1566000,1122937000,-75200000,652467000,1701770000,1701011000,2294805000,-759000,2294805000,74462000,325971000,153404000,https://www.sec.gov/Archives/edgar/data/842023/000155837022013935/0001558370-22-013935-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837022013935/tmb-20220630x10k.htm
2021-06-30,TECH,USD,0000842023,2021-08-25,2021-08-25 16:46:35,2021,FY,199091000,32463000,231554000,145385000,116748000,16919000,510606000,281741000,843067000,615968000,1459035000,0,0,11575000,1752351000,0,2262957000,29384000,24102000,5336000,18995000,74467000,152284000,396452000,0,93125000,49862000,539439000,0,79227000,691723000,0,390000,1085461000,-57291000,534411000,1562971000,1571234000,2262957000,8263000,2262957000,32463000,420554000,221463000,https://www.sec.gov/Archives/edgar/data/842023/000143774921020980/0001437749-21-020980-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774921020980/tech20200630b_10k.htm
2020-06-30,TECH,USD,0000842023,2020-08-26,2020-08-26 16:36:54,2020,FY,146625000,124268000,270893000,122534000,103152000,24341000,520920000,248294000,728308000,516545000,1244853000,0,0,13522000,1506669000,0,2027589000,23090000,22035000,2376000,13049000,46118000,106668000,411491000,0,101090000,27148000,539729000,0,76783000,646397000,0,385000,1057470000,-97199000,420536000,1381192000,1381192000,2027589000,0,2027589000,124268000,433526000,286901000,https://www.sec.gov/Archives/edgar/data/842023/000143774920018754/0001437749-20-018754-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774920018754/tech20200630_10k.htm
2019-06-30,TECH,USD,0000842023,2019-08-28,2019-08-28 16:16:47,2019,FY,100886000,65147000,166033000,137466000,91050000,18058000,412607000,154039000,732667000,579429000,1312096000,-89754000,89754000,5668000,1471803000,0,1884410000,16210000,12500000,5764000,9084000,58427000,101985000,492660000,9200000,89754000,124176000,616836000,0,0,718821000,0,379000,931934000,-83521000,316797000,1165589000,1165589000,1884410000,0,1884410000,-24607000,505160000,404274000,https://www.sec.gov/Archives/edgar/data/842023/000143774919017565/0001437749-19-017565-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774919017565/tech20190630_10k.htm
2018-06-30,TECH,USD,0000842023,2018-08-27,2018-08-27 16:47:54,2018,FY,121990000,59764000,181754000,120296000,85648000,10668000,398366000,145348000,597890000,446332000,1044222000,2660000,86293000,-83687000,1194836000,0,1593202000,18452000,0,8058000,7067000,45933000,78690000,339000000,0,86293000,9338000,435367000,0,0,514057000,84000,376000,876931000,-44814000,246568000,1079145000,1079145000,1593202000,0,1593202000,62424000,339000000,217010000,https://www.sec.gov/Archives/edgar/data/842023/000143774918016190/0001437749-18-016190-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774918016190/tech20180630_10k.htm
2017-06-30,TECH,USD,0000842023,2017-09-07,2017-09-07 17:06:02,2017,FY,91612000,66102000,157714000,116830000,60151000,13330000,345259000,135124000,579026000,452042000,1032268000,40385000,120596000,-116979000,1211394000,0,1556653000,16856000,0,2312000,5968000,110386000,135356000,343771000,3300000,117996000,129299000,470470000,0,0,605826000,1200000,374000,799027000,-48935000,199161000,950827000,950827000,1556653000,0,1556653000,106487000,349903000,258291000,https://www.sec.gov/Archives/edgar/data/842023/000143774917015711/0001437749-17-015711-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774917015711/tech20170630_10k.htm
2016-06-30,TECH,USD,0000842023,2016-08-29,2016-08-29 16:49:57,2016,FY,64237000,31598000,95835000,93393000,57102000,7561000,253891000,132362000,430882000,310524000,741332000,-62837000,62837000,1923000,875617000,-1000,1129507000,20653000,3759000,1779000,4717000,23239000,54147000,91500000,0,62763000,104654000,196080000,0,0,250227000,0,372000,770553000,-70405000,178760000,879280000,879280000,1129507000,0,1129507000,-31239000,133759000,69522000,https://www.sec.gov/Archives/edgar/data/842023/000143774916038182/0001437749-16-038182-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774916038182/tech20160630_10k.htm
