date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,adjDividend,paymentDate,recordDate,declarationDate
2025-03-10,214.69,219.2,212.93,219.02,217.14,945357,945357,4.33,2.02,216.46,"March 10, 25",0.0202,,,,,
2025-03-07,213.99,218.24,212.55,213,211.17,933800,933800,-0.99,-0.46264,214.445,"March 07, 25",-0.0046264,,,,,
2025-03-06,212.61,215.65,211.14,213,211.17,1059660,1059660,0.39,0.18343,213.1,"March 06, 25",0.0018343,,,,,
2025-03-05,210.82,214.58,210.82,212.37,210.55,746038,746038,1.55,0.73522,212.1475,"March 05, 25",0.0073522,,,,,
2025-03-04,216.03,217.76,210.88,211.32,209.51,963900,963900,-4.71,-2.18,213.9975,"March 04, 25",-0.0218,,,,,
2025-03-03,211.7,215.45,210.52,214.96,213.12,834600,834600,3.26,1.54,213.1575,"March 03, 25",0.0154,,,,,
2025-02-28,208.99,212.11,207.97,210.8,208.99,922136,922136,1.81,0.86607,209.9675,"February 28, 25",0.0086607,0.63,0.63,2025-03-14,2025-02-28,2025-02-11
2025-02-27,205.06,209.44,204.99,208,205.59,824824,824824,2.94,1.43,206.8725,"February 27, 25",0.0143,,,,,
2025-02-26,207.5,209.58,205,205.31,202.93,1140200,1140200,-2.19,-1.06,206.8475,"February 26, 25",-0.0106,,,,,
2025-02-25,209.96,213.56,207.73,208.06,205.65,895634,895634,-1.9,-0.90493,209.8275,"February 25, 25",-0.0090493,,,,,
2025-02-24,211.12,212.37,209.91,210.79,208.35,694300,694300,-0.33,-0.15631,211.0475,"February 24, 25",-0.0015631,,,,,
2025-02-21,209.01,211.19,206.91,210.93,208.49,811952,811952,1.92,0.91862,209.51,"February 21, 25",0.0091862,,,,,
2025-02-20,210.25,210.25,206.45,208.91,206.49,481200,481200,-1.34,-0.63734,208.965,"February 20, 25",-0.0063734,,,,,
2025-02-19,207.69,210.88,206.72,210.25,207.81,491600,491600,2.56,1.23,208.885,"February 19, 25",0.0123,,,,,
2025-02-18,203.31,207.07,202.33,207.02,204.62,597742,597742,3.71,1.82,204.9325,"February 18, 25",0.0182,,,,,
2025-02-14,209.45,209.45,202,202.33,199.98,691300,691300,-7.12,-3.4,205.8075,"February 14, 25",-0.034,,,,,
2025-02-13,212,212,207.95,208.23,205.82,599931,599931,-3.77,-1.78,210.045,"February 13, 25",-0.0178,,,,,
2025-02-12,206.01,213.26,206.01,212.04,209.58,817833,817833,6.03,2.93,209.33,"February 12, 25",0.0293,,,,,
2025-02-11,208.88,209.19,201,208,205.59,1001400,1001400,-0.88,-0.42129,206.7675,"February 11, 25",-0.0042129,,,,,
2025-02-10,213.05,216.83,209.61,209.71,207.28,854200,854200,-3.34,-1.57,212.3,"February 10, 25",-0.0157,,,,,
2025-02-07,206.54,212.77,205.65,211.17,208.72,922838,922838,4.63,2.24,209.0325,"February 07, 25",0.0224,,,,,
2025-02-06,209.69,211.16,206.77,207,204.6,916711,916711,-2.69,-1.28,208.655,"February 06, 25",-0.0128,,,,,
2025-02-05,209.49,210.87,207.45,208.28,205.87,756237,756237,-1.21,-0.57759,209.0225,"February 05, 25",-0.0057759,,,,,
2025-02-04,208.7,211.32,208.09,209.19,206.77,700739,700739,0.49,0.23479,209.325,"February 04, 25",0.0023479,,,,,
2025-02-03,204.91,210.81,204.44,209.55,207.12,765709,765709,4.65,2.26,207.4275,"February 03, 25",0.0226,,,,,
2025-01-31,205.98,206.89,204.31,204.33,201.96,632032,632032,-1.65,-0.80105,205.3775,"January 31, 25",-0.0080105,,,,,
2025-01-30,203.76,207.17,203.76,205.91,203.52,438907,438907,2.15,1.06,205.15,"January 30, 25",0.0106,,,,,
2025-01-29,202.01,204.47,201.8,204.02,201.66,487748,487748,2.01,0.995,203.075,"January 29, 25",0.00995,,,,,
2025-01-28,205.94,206.57,203.1,203.63,201.27,597900,597900,-2.31,-1.12,204.81,"January 28, 25",-0.0112,,,,,
2025-01-27,202.99,205.59,198.77,205.44,203.06,1034367,1034367,2.45,1.21,203.1975,"January 27, 25",0.0121,,,,,
2025-01-24,200.61,201.01,199.42,200.18,197.86,707802,707802,-0.43,-0.21435,200.305,"January 24, 25",-0.0021435,,,,,
2025-01-23,199.11,202.25,197.1,201.61,199.27,840618,840618,2.5,1.26,200.0175,"January 23, 25",0.0126,,,,,
2025-01-22,197.14,198.59,195.16,197.73,195.44,588500,588500,0.59,0.29928,197.155,"January 22, 25",0.0029928,,,,,
2025-01-21,195.85,197.36,193.56,197.17,194.88,801300,801300,1.32,0.67399,195.985,"January 21, 25",0.0067399,,,,,
2025-01-17,193.6,196.01,192.43,194.78,192.52,667700,667700,1.18,0.6095,194.205,"January 17, 25",0.006095,,,,,
2025-01-16,193.36,194.4,191.69,193.92,191.67,496200,496200,0.56,0.28962,193.3425,"January 16, 25",0.0028962,,,,,
2025-01-15,194.22,194.36,187.3,192.41,190.18,1780143,1780143,-1.81,-0.93193,192.0725,"January 15, 25",-0.0093193,,,,,
2025-01-14,192.29,195.55,190.84,193.37,191.13,923338,923338,1.08,0.56165,193.0125,"January 14, 25",0.0056165,,,,,
2025-01-13,191.63,193.32,191.25,192.72,190.49,795000,795000,1.09,0.5688,192.23,"January 13, 25",0.005688,,,,,
2025-01-10,192.06,194.82,190.27,190.94,188.73,779900,779900,-1.12,-0.58315,192.0225,"January 10, 25",-0.0058315,,,,,
2025-01-08,190.92,192.99,189.76,192.99,190.75,635400,635400,2.07,1.08,191.665,"January 08, 25",0.0108,,,,,
2025-01-07,191.02,196.12,189.37,190.84,188.63,946600,946600,-0.18,-0.09423097,191.8375,"January 07, 25",-0.0009423097,,,,,
2025-01-06,192.62,194.94,190.38,191.76,189.54,757240,757240,-0.86,-0.44647,192.425,"January 06, 25",-0.0044647,,,,,
2025-01-03,197.15,197.15,194.92,195.24,192.98,497023,497023,-1.91,-0.96881,196.115,"January 03, 25",-0.0096881,,,,,
2025-01-02,196.35,197.27,194.95,196.44,194.16,574500,574500,0.09,0.04583652,196.2525,"January 02, 25",0.0004583652,,,,,
2024-12-31,196.4,196.62,194.53,195.4,193.14,471701,471701,-1,-0.50916,195.7375,"December 31, 24",-0.0050916,,,,,
2024-12-30,197.2,197.71,194.32,195.93,193.66,648300,648300,-1.27,-0.64402,196.29,"December 30, 24",-0.0064402,,,,,
2024-12-27,195.87,197.6,195.39,197.23,194.94,476700,476700,1.36,0.69434,196.5225,"December 27, 24",0.0069434,,,,,
2024-12-26,193.78,196.84,193.78,196.55,194.27,636000,636000,2.77,1.43,195.2375,"December 26, 24",0.0143,,,,,
2024-12-24,193.09,195.13,191.54,194.41,192.16,278407,278407,1.32,0.68362,193.5425,"December 24, 24",0.0068362,,,,,
2024-12-23,193.45,194.37,191.13,193.1,190.86,893818,893818,-0.35,-0.18093,193.0125,"December 23, 24",-0.0018093,,,,,
2024-12-20,192.01,195.29,191.61,191.61,189.39,2172400,2172400,-0.4,-0.20832,192.63,"December 20, 24",-0.0020832,,,,,
2024-12-19,199.19,200.35,193.8,193.8,191.55,1004317,1004317,-5.39,-2.71,196.785,"December 19, 24",-0.0271,,,,,
2024-12-18,197.98,200.21,194.97,200.07,197.75,1172600,1172600,2.09,1.06,198.3075,"December 18, 24",0.0106,,,,,
2024-12-17,197,198.57,195.64,198.08,195.78,932808,932808,1.08,0.54822,197.3225,"December 17, 24",0.0054822,,,,,
2024-12-16,200.34,202.16,195.65,195.65,193.38,687302,687302,-4.69,-2.34,198.45,"December 16, 24",-0.0234,,,,,
2024-12-13,201.48,201.48,198.52,200.98,198.65,536600,536600,-0.5,-0.24816,200.615,"December 13, 24",-0.0024816,,,,,
2024-12-12,203.96,204.07,199.62,199.85,197.53,619700,619700,-4.11,-2.02,201.875,"December 12, 24",-0.0202,,,,,
2024-12-11,203.05,205.12,201.21,202.59,200.24,629868,629868,-0.46,-0.22655,202.9925,"December 11, 24",-0.0022655,,,,,
2024-12-10,202.18,205.29,201.14,203,200.65,590126,590126,0.82,0.40558,202.9025,"December 10, 24",0.0040558,,,,,
2024-12-09,202.44,203.37,200.17,201.6,199.26,856638,856638,-0.84,-0.41494,201.895,"December 09, 24",-0.0041494,,,,,
2024-12-06,208.55,208.55,202.94,203.99,201.63,843600,843600,-4.56,-2.19,206.0075,"December 06, 24",-0.0219,,,,,
2024-12-05,213.66,215,208.34,208.55,206.13,781138,781138,-5.11,-2.39,211.3875,"December 05, 24",-0.0239,,,,,
2024-12-04,211.13,215.18,209.43,212.06,209.6,1025716,1025716,0.93,0.44049,211.95,"December 04, 24",0.0044049,,,,,
2024-12-03,213.65,214.5,209.63,212.12,209.66,1009800,1009800,-1.53,-0.71612,212.475,"December 03, 24",-0.0071612,,,,,
2024-12-02,217.11,217.26,211.91,211.91,209.45,757500,757500,-5.2,-2.4,214.5475,"December 02, 24",-0.024,,,,,
2024-11-29,218.67,220.71,215.01,215.85,213.35,465725,465725,-2.82,-1.29,217.56,"November 29, 24",-0.0129,0.63,0.63,2024-12-13,2024-11-29,2024-10-25
2024-11-27,219.95,221.66,216.64,217.84,214.69,1327324,1327324,-2.11,-0.95931,219.0225,"November 27, 24",-0.0095931,,,,,
2024-11-26,212.32,219.96,210.23,217.3,214.16,1509439,1509439,4.97,2.35,214.9525,"November 26, 24",0.0235,,,,,
2024-11-25,212.23,214.27,211.23,214.13,211.03,2013144,2013144,1.9,0.89526,212.965,"November 25, 24",0.0089526,,,,,
2024-11-22,210.45,213.36,209.75,213.26,210.18,674654,674654,2.81,1.34,211.705,"November 22, 24",0.0134,,,,,
2024-11-21,210.18,211.21,208.5,210.98,207.93,845200,845200,0.8,0.38063,210.2175,"November 21, 24",0.0038063,,,,,
2024-11-20,205.89,209.42,204.99,208.5,205.49,735647,735647,2.61,1.27,207.2,"November 20, 24",0.0127,,,,,
2024-11-19,205.96,207.74,204.05,204.98,202.02,910010,910010,-0.98,-0.47582,205.6825,"November 19, 24",-0.0047582,,,,,
2024-11-18,201.72,207.28,201.3,205.77,202.79,1681910,1681910,4.05,2.01,204.0175,"November 18, 24",0.0201,,,,,
2024-11-15,198.86,201.27,197.52,200.71,197.81,1411500,1411500,1.85,0.9303,199.59,"November 15, 24",0.009303,,,,,
2024-11-14,198.01,201.69,197.31,198.43,195.56,741117,741117,0.42,0.21211,198.86,"November 14, 24",0.0021211,,,,,
2024-11-13,198.41,201.44,195.56,196.88,194.03,928600,928600,-1.53,-0.77113,198.0725,"November 13, 24",-0.0077113,,,,,
2024-11-12,199.83,200.22,197.54,199.47,196.59,1003912,1003912,-0.36,-0.18015,199.265,"November 12, 24",-0.0018015,,,,,
2024-11-11,195.94,202.53,195.71,200.05,197.16,1289711,1289711,4.11,2.1,198.5575,"November 11, 24",0.021,,,,,
2024-11-08,198.75,199.56,196.72,196.86,194.01,1885825,1885825,-1.89,-0.95094,197.9725,"November 08, 24",-0.0095094,,,,,
2024-11-07,202.92,203.92,199.26,199.76,196.87,947100,947100,-3.16,-1.56,201.465,"November 07, 24",-0.0156,,,,,
2024-11-06,206.69,212.03,196.92,201.36,198.45,2375500,2375500,-5.33,-2.58,204.25,"November 06, 24",-0.0258,,,,,
2024-11-05,210.14,215.28,209.46,212.16,209.09,1077739,1077739,2.02,0.96126,211.76,"November 05, 24",0.0096126,,,,,
2024-11-04,208.58,210.36,206.75,209.6,206.57,791300,791300,1.02,0.48902,208.8225,"November 04, 24",0.0048902,,,,,
2024-11-01,207.16,211.11,203.01,210,206.96,1295666,1295666,2.84,1.37,207.82,"November 01, 24",0.0137,,,,,
2024-10-31,210.33,216.24,209.95,213.57,210.48,2525586,2525586,3.24,1.54,212.5225,"October 31, 24",0.0154,,,,,
2024-10-30,213.5,213.5,209.5,209.62,206.59,737818,737818,-3.88,-1.82,211.53,"October 30, 24",-0.0182,,,,,
2024-10-29,213.35,215.34,212.01,212.21,209.14,660926,660926,-1.14,-0.53433,213.2275,"October 29, 24",-0.0053433,,,,,
2024-10-28,211.84,213.31,210.93,212.94,209.86,546807,546807,1.1,0.51926,212.255,"October 28, 24",0.0051926,,,,,
2024-10-25,215.05,216.95,211.67,212.82,209.74,552300,552300,-2.23,-1.04,214.1225,"October 25, 24",-0.0104,,,,,
2024-10-24,213.99,216.78,213.6,214.99,211.88,534131,534131,1,0.46731,214.84,"October 24, 24",0.0046731,,,,,
2024-10-23,212.71,215,210.65,213.55,210.46,860000,860000,0.84,0.3949,212.9775,"October 23, 24",0.003949,,,,,
2024-10-22,212.79,214.38,211.46,213.77,210.68,882313,882313,0.98,0.46055,213.1,"October 22, 24",0.0046055,,,,,
2024-10-21,209.28,212.67,209.16,212.42,209.35,596000,596000,3.14,1.5,210.8825,"October 21, 24",0.015,,,,,
2024-10-18,210.55,211.21,208.35,209.28,206.25,702646,702646,-1.28,-0.60318,209.8475,"October 18, 24",-0.0060318,,,,,
2024-10-17,210.51,211.24,209.09,209.55,206.52,564500,564500,-0.96,-0.45604,210.0975,"October 17, 24",-0.0045604,,,,,
2024-10-16,210.52,213.05,208.83,210.7,207.65,800900,800900,0.175,0.08550257,210.775,"October 16, 24",0.0008550257,,,,,
2024-10-15,206.84,211.59,206.63,210.5,207.46,1636088,1636088,3.66,1.77,208.89,"October 15, 24",0.0177,,,,,
2024-10-14,205.59,207.56,205.14,205.43,202.46,631600,631600,-0.16,-0.0778248,205.93,"October 14, 24",-0.000778248,,,,,
2024-10-11,206.49,207,204.2,206,203.02,660300,660300,-0.49,-0.2373,205.9225,"October 11, 24",-0.002373,,,,,
2024-10-10,206.82,207.33,205.24,206.8,203.81,640500,640500,-0.02,-0.00967024,206.5475,"October 10, 24",-9.67024e-05,,,,,
2024-10-09,207.31,209.02,204.53,206.11,203.13,954728,954728,-1.2,-0.57884,206.7425,"October 09, 24",-0.0057884,,,,,
2024-10-08,208.1,209.7,205.41,207.52,204.52,1287100,1287100,-0.58,-0.27871,207.6825,"October 08, 24",-0.0027871,,,,,
2024-10-07,211.14,212.49,206.85,207.38,204.38,910532,910532,-3.76,-1.78,209.465,"October 07, 24",-0.0178,,,,,
2024-10-04,211.88,212.12,208.24,210.42,207.38,804337,804337,-1.46,-0.68907,210.665,"October 04, 24",-0.0068907,,,,,
2024-10-03,210.67,213.16,209.73,210.15,207.11,885631,885631,-0.52,-0.24683,210.9275,"October 03, 24",-0.0024683,,,,,
2024-10-02,209.73,211.96,207.69,211.85,208.79,578229,578229,2.12,1.01,210.3075,"October 02, 24",0.0101,,,,,
2024-10-01,205.24,211.6,204.78,209.94,206.9,695920,695920,4.7,2.29,207.89,"October 01, 24",0.0229,,,,,
2024-09-30,203.13,204.87,201.51,204.87,201.91,660444,660444,1.74,0.85659,203.595,"September 30, 24",0.0085659,,,,,
2024-09-27,204.01,206,202.37,202.6,199.67,698600,698600,-1.41,-0.69114,203.745,"September 27, 24",-0.0069114,,,,,
2024-09-26,201.78,205.97,201.5,205.45,202.48,586800,586800,3.67,1.82,203.675,"September 26, 24",0.0182,,,,,
2024-09-25,208.94,209.03,202.51,203.1,200.16,680200,680200,-5.84,-2.8,205.895,"September 25, 24",-0.028,,,,,
2024-09-24,209.58,210.78,204,206.74,203.75,615700,615700,-2.84,-1.36,207.775,"September 24, 24",-0.0136,,,,,
2024-09-23,208.4,210.36,208.19,209.58,206.55,464012,464012,1.18,0.56622,209.1325,"September 23, 24",0.0056622,,,,,
2024-09-20,207.41,208.98,206.74,208.21,205.2,1700100,1700100,0.8,0.38571,207.835,"September 20, 24",0.0038571,,,,,
2024-09-19,209.9,210.74,205.54,206.94,203.95,877002,877002,-2.96,-1.41,208.28,"September 19, 24",-0.0141,,,,,
2024-09-18,213.65,213.72,208.16,210.66,207.61,597100,597100,-2.99,-1.4,211.5475,"September 18, 24",-0.014,,,,,
2024-09-17,212.99,215.23,211.28,213.65,210.56,461717,461717,0.66,0.30987,213.2875,"September 17, 24",0.0030987,,,,,
2024-09-16,209.89,213.47,209.89,212.61,209.54,470100,470100,2.72,1.3,211.465,"September 16, 24",0.013,,,,,
2024-09-13,211.36,212.21,209.42,209.59,206.56,368323,368323,-1.77,-0.83743,210.645,"September 13, 24",-0.0083743,,,,,
2024-09-12,211.49,211.85,209.27,209.72,206.69,509031,509031,-1.77,-0.83692,210.5825,"September 12, 24",-0.0083692,,,,,
2024-09-11,211.29,211.86,207.57,211.74,208.68,677503,677503,0.45,0.21298,210.615,"September 11, 24",0.0021298,,,,,
2024-09-10,211.63,212.33,209.61,211.81,208.75,622900,622900,0.18,0.0850541,211.345,"September 10, 24",0.000850541,,,,,
2024-09-09,210.92,215.54,210.55,211.34,208.28,752100,752100,0.42,0.19913,212.0875,"September 09, 24",0.0019913,,,,,
2024-09-06,210.03,212.24,209.63,211.15,208.1,752800,752800,1.12,0.53326,210.7625,"September 06, 24",0.0053326,,,,,
2024-09-05,210.51,211.38,207.86,210.62,207.57,561627,561627,0.11,0.05225405,210.0925,"September 05, 24",0.0005225405,,,,,
2024-09-04,213.33,213.81,208.58,210.43,207.39,613331,613331,-2.9,-1.36,211.5375,"September 04, 24",-0.0136,,,,,
2024-09-03,204.89,212.84,203.71,212.84,209.76,1094400,1094400,7.95,3.88,208.57,"September 03, 24",0.0388,,,,,
2024-08-30,206.67,209.09,204.4,205.4,202.43,1001827,1001827,-1.27,-0.61451,206.39,"August 30, 24",-0.0061451,0.63,0.63,2024-09-13,2024-08-30,2024-08-16
2024-08-29,209.23,210.57,206.06,207.09,203.47,671630,671630,-2.14,-1.02,208.2375,"August 29, 24",-0.0102,,,,,
2024-08-28,210.66,211.73,208.21,209.02,205.37,745300,745300,-1.64,-0.77851,209.905,"August 28, 24",-0.0077851,,,,,
2024-08-27,213.15,216.14,211.05,211.35,207.66,1016300,1016300,-1.8,-0.84448,212.9225,"August 27, 24",-0.0084448,,,,,
2024-08-26,210,214.27,210,213.13,209.4,827500,827500,3.13,1.49,211.85,"August 26, 24",0.0149,,,,,
2024-08-23,210.2,210.57,206.59,209.62,205.96,889700,889700,-0.58,-0.27593,209.245,"August 23, 24",-0.0027593,,,,,
2024-08-22,206.4,210.9,206.08,209.79,206.12,643800,643800,3.39,1.64,208.2925,"August 22, 24",0.0164,,,,,
2024-08-21,205.54,207.17,204.99,206.93,203.31,662404,662404,1.39,0.67627,206.1575,"August 21, 24",0.0067627,,,,,
2024-08-20,203.93,206.43,203.51,206.02,202.42,634000,634000,2.09,1.02,204.9725,"August 20, 24",0.0102,,,,,
2024-08-19,204.03,205.17,202.98,204.59,201.01,483021,483021,0.56,0.27447,204.1925,"August 19, 24",0.0027447,,,,,
2024-08-16,201.01,204.5,201.01,202.94,199.39,689327,689327,1.93,0.96015,202.365,"August 16, 24",0.0096015,,,,,
2024-08-15,206.76,206.76,200.54,200.98,197.47,1087410,1087410,-5.78,-2.8,203.76,"August 15, 24",-0.028,,,,,
2024-08-14,201.04,206.43,200.31,205.99,202.39,1014813,1014813,4.95,2.46,203.4425,"August 14, 24",0.0246,,,,,
2024-08-13,203.55,203.85,199.15,202.28,198.74,1023600,1023600,-1.27,-0.62393,202.2075,"August 13, 24",-0.0062393,,,,,
2024-08-12,201.54,204.17,200.47,203.62,200.06,496400,496400,2.08,1.03,202.45,"August 12, 24",0.0103,,,,,
2024-08-09,204.17,204.47,200.82,200.82,197.31,801828,801828,-3.34,-1.64,202.57,"August 09, 24",-0.0164,,,,,
2024-08-08,202.42,205.96,201.55,204.18,200.61,1651800,1651800,1.76,0.86948,203.5275,"August 08, 24",0.0086948,,,,,
2024-08-07,196.38,203.37,194,202.24,198.7,2317000,2317000,5.86,2.98,198.9975,"August 07, 24",0.0298,,,,,
2024-08-06,196.01,199.06,195.28,197.25,193.8,1589700,1589700,1.24,0.63262,196.9,"August 06, 24",0.0063262,,,,,
2024-08-05,193.94,202.67,192.32,196.27,192.84,1792400,1792400,2.33,1.2,196.3,"August 05, 24",0.012,,,,,
2024-08-02,186.1,195,186.1,193.79,190.4,1435500,1435500,7.69,4.13,190.2475,"August 02, 24",0.0413,,,,,
2024-08-01,183.74,186.51,181.32,185.75,182.5,1181000,1181000,2.01,1.09,184.33,"August 01, 24",0.0109,,,,,
2024-07-31,186.9,186.9,182.34,183.51,180.3,835900,835900,-3.39,-1.81,184.9125,"July 31, 24",-0.0181,,,,,
2024-07-30,185.35,187.62,185.01,187.05,183.78,592300,592300,1.7,0.91718,186.2575,"July 30, 24",0.0091718,,,,,
2024-07-29,186.04,187.01,184.69,185.58,182.34,507400,507400,-0.46,-0.24726,185.83,"July 29, 24",-0.0024726,,,,,
2024-07-26,187.8,188.75,185.74,186.46,183.2,549938,549938,-1.34,-0.71353,187.1875,"July 26, 24",-0.0071353,,,,,
2024-07-25,184.26,189.13,183.59,187.05,183.78,927800,927800,2.79,1.51,186.0075,"July 25, 24",0.0151,,,,,
2024-07-24,183.6,186.77,182.02,185.17,181.93,812500,812500,1.57,0.85512,184.39,"July 24, 24",0.0085512,,,,,
2024-07-23,186.51,187.27,183.01,183.22,180.02,827628,827628,-3.29,-1.76,185.0025,"July 23, 24",-0.0176,,,,,
2024-07-22,184.99,187.02,184,186,182.75,694212,694212,1.01,0.54598,185.5025,"July 22, 24",0.0054598,,,,,
2024-07-19,185.09,185.57,183.56,184.63,181.4,865508,865508,-0.46,-0.24853,184.7125,"July 19, 24",-0.0024853,,,,,
2024-07-18,179.8,184.69,179.8,183.94,180.72,873900,873900,4.14,2.3,182.0575,"July 18, 24",0.023,,,,,
2024-07-17,173.15,180.47,173,180.25,177.1,1129600,1129600,7.1,4.1,176.7175,"July 17, 24",0.041,,,,,
2024-07-16,171.89,175.18,171.89,172.85,169.83,722600,722600,0.96,0.5585,172.9525,"July 16, 24",0.005585,,,,,
2024-07-15,171.26,173.53,169.97,172.52,169.5,696800,696800,1.26,0.73572,171.82,"July 15, 24",0.0073572,,,,,
2024-07-12,170.55,171.27,169.09,169.5,166.54,755300,755300,-1.05,-0.61566,170.1025,"July 12, 24",-0.0061566,,,,,
2024-07-11,169.23,171,168.16,169.77,166.8,666600,666600,0.54,0.31909,169.54,"July 11, 24",0.0031909,,,,,
2024-07-10,168.54,169.86,167.61,169.33,166.37,514000,514000,0.79,0.46873,168.835,"July 10, 24",0.0046873,,,,,
2024-07-09,169.31,170.22,166.88,168.57,165.62,540800,540800,-0.74,-0.43707,168.745,"July 09, 24",-0.0043707,,,,,
2024-07-08,169.91,170.11,168.29,168.8,165.85,554411,554411,-1.11,-0.65329,169.2775,"July 08, 24",-0.0065329,,,,,
2024-07-05,171.6,171.6,168.17,169.67,166.7,569819,569819,-1.93,-1.12,170.26,"July 05, 24",-0.0112,,,,,
2024-07-03,171.8,171.8,169.3,170.92,167.93,302500,302500,-0.88,-0.51222,170.955,"July 03, 24",-0.0051222,,,,,
2024-07-02,172.1,172.87,170.52,171.39,168.39,532107,532107,-0.71,-0.41255,171.72,"July 02, 24",-0.0041255,,,,,
2024-07-01,172.04,172.17,170.45,171.92,168.91,547248,547248,-0.12,-0.06975122,171.645,"July 01, 24",-0.0006975122,,,,,
2024-06-28,170.43,172.37,168.66,170.06,167.09,1638000,1638000,-0.37,-0.2171,170.38,"June 28, 24",-0.002171,,,,,
2024-06-27,170.08,170.94,169.4,170.27,167.29,606108,606108,0.19,0.11171,170.1725,"June 27, 24",0.0011171,,,,,
2024-06-26,169.53,170,167.82,170,167.03,988100,988100,0.47,0.27724,169.3375,"June 26, 24",0.0027724,,,,,
2024-06-25,171.88,172.07,168.3,168.94,165.99,768825,768825,-2.94,-1.71,170.2975,"June 25, 24",-0.0171,,,,,
2024-06-24,174.43,175.2,171.08,171.33,168.34,746200,746200,-3.1,-1.78,173.01,"June 24, 24",-0.0178,,,,,
2024-06-21,171.58,176.61,169.53,175.91,172.84,1437853,1437853,4.33,2.52,173.4075,"June 21, 24",0.0252,,,,,
2024-06-20,169.46,172.34,169.27,172.34,169.33,587800,587800,2.88,1.7,170.8525,"June 20, 24",0.017,,,,,
2024-06-18,169.79,170.49,168.38,169.4,166.44,965700,965700,-0.39,-0.2297,169.515,"June 18, 24",-0.002297,,,,,
2024-06-17,166.71,170.27,166.13,170.27,167.29,611200,611200,3.56,2.14,168.345,"June 17, 24",0.0214,,,,,
2024-06-14,168.33,168.75,167.41,167.6,164.67,456500,456500,-0.73,-0.43367,168.0225,"June 14, 24",-0.0043367,,,,,
2024-06-13,169.62,170.17,167.08,168.71,165.76,688446,688446,-0.91,-0.53649,168.895,"June 13, 24",-0.0053649,,,,,
2024-06-12,174.09,174.78,168.35,169.4,166.44,1069800,1069800,-4.69,-2.69,171.655,"June 12, 24",-0.0269,,,,,
2024-06-11,172,173.94,170.72,173.46,170.43,746946,746946,1.46,0.84884,172.53,"June 11, 24",0.0084884,,,,,
2024-06-10,172.9,173.59,171,171.57,168.57,636608,636608,-1.33,-0.76923,172.265,"June 10, 24",-0.0076923,,,,,
2024-06-07,174.03,175.38,171.9,172.68,169.66,715000,715000,-1.35,-0.77573,173.4975,"June 07, 24",-0.0077573,,,,,
2024-06-06,173.95,174.72,171.44,174,170.96,1096900,1096900,0.05,0.02874389,173.5275,"June 06, 24",0.0002874389,,,,,
2024-06-05,175.46,176.27,173.01,174.7,171.65,615900,615900,-0.76,-0.43315,174.86,"June 05, 24",-0.0043315,,,,,
2024-06-04,173.96,176.55,173.19,175.72,172.65,532100,532100,1.76,1.01,174.855,"June 04, 24",0.0101,,,,,
2024-06-03,173.6,175.29,173.25,174.99,171.93,775200,775200,1.39,0.80069,174.2825,"June 03, 24",0.0080069,,,,,
2024-05-31,175.88,175.89,172.97,172.99,169.97,1766223,1766223,-2.89,-1.64,174.4325,"May 31, 24",-0.0164,0.55,0.55,2024-06-14,2024-05-31,2024-05-16
2024-05-30,177.48,177.48,174.72,174.72,171.13,520949,520949,-2.76,-1.56,176.1,"May 30, 24",-0.0156,,,,,
2024-05-29,178.21,178.48,175.72,176.6,172.97,533732,533732,-1.61,-0.90343,177.2525,"May 29, 24",-0.0090343,,,,,
2024-05-28,182.16,183.22,178.5,178.85,175.17,635747,635747,-3.31,-1.82,180.6825,"May 28, 24",-0.0182,,,,,
2024-05-24,180.63,182.99,180.41,182.58,178.83,383700,383700,1.95,1.08,181.6525,"May 24, 24",0.0108,,,,,
2024-05-23,183.55,184.02,180.22,180.41,176.7,620300,620300,-3.14,-1.71,182.05,"May 23, 24",-0.0171,,,,,
2024-05-22,183.68,185.02,183,184,180.22,423100,423100,0.32,0.17422,183.925,"May 22, 24",0.0017422,,,,,
2024-05-21,183.91,185.3,182.95,183.74,179.96,632600,632600,-0.17,-0.09243652,183.975,"May 21, 24",-0.0009243652,,,,,
2024-05-20,182.21,183.35,180.43,182.7,178.95,448200,448200,0.49,0.26892,182.1725,"May 20, 24",0.0026892,,,,,
2024-05-17,183.12,183.51,180.88,183.51,179.74,553500,553500,0.39,0.21298,182.755,"May 17, 24",0.0021298,,,,,
2024-05-16,178.25,182.33,177.57,181.6,177.87,728709,728709,3.35,1.88,179.9375,"May 16, 24",0.0188,,,,,
2024-05-15,180.79,180.97,177.57,177.79,174.14,681700,681700,-3,-1.66,179.28,"May 15, 24",-0.0166,,,,,
2024-05-14,182.23,183.76,179.16,180.61,176.9,677421,677421,-1.62,-0.88899,181.44,"May 14, 24",-0.0088899,,,,,
2024-05-13,181.51,183.5,180.45,182.15,178.41,617000,617000,0.635,0.3526,181.9025,"May 13, 24",0.003526,,,,,
2024-05-10,183.92,184.02,179.98,181.06,177.34,587133,587133,-2.86,-1.56,182.245,"May 10, 24",-0.0156,,,,,
2024-05-09,185.06,185.75,181.75,182.92,179.16,863500,863500,-2.14,-1.16,183.87,"May 09, 24",-0.0116,,,,,
