holder,shares,dateReported,change
Kohlberg Kravis Roberts & Co. L.P.,15652032,2025-09-30,0
VANGUARD GROUP INC,12000776,2025-09-30,-930925
Artisan Partners Limited Partnership,6833041,2025-09-30,370837
"BlackRock, Inc.",6676650,2025-09-30,-626106
JPMORGAN CHASE & CO,6208770,2025-09-30,-43973
Invesco Ltd.,4731698,2025-09-30,184763
AMERICAN CENTURY COMPANIES INC,4512290,2025-09-30,-46500
STATE STREET CORP,4482700,2025-09-30,-743925
Palestra Capital Management LLC,4330800,2025-09-30,829280
FMR LLC,4001560,2025-09-30,292808
"GEODE CAPITAL MANAGEMENT, LLC",2821445,2025-09-30,-321822
DIMENSIONAL FUND ADVISORS LP,2596168,2025-09-30,159087
AMERIPRISE FINANCIAL INC,2523014,2025-09-30,256156
FIDUCIARY MANAGEMENT INC /WI/,2440339,2025-09-30,-11573
Burgundy Asset Management Ltd.,2170871,2025-09-30,-36622
Southpoint Capital Advisors LP,1800000,2025-09-30,-1000000
LYRICAL ASSET MANAGEMENT LP,1760232,2025-09-30,155927
SCHRODER INVESTMENT MANAGEMENT GROUP,1546137,2025-09-30,-17762
"Clarkston Capital Partners, LLC",1499600,2025-09-30,-88220
MORGAN STANLEY,1398872,2025-09-30,-100793
SNYDER CAPITAL MANAGEMENT L P,1334364,2025-09-30,209123
"M.D. Sass, Inc.",1314603,2025-09-30,230407
Swedbank AB,1299571,2025-09-30,143173
BANK OF AMERICA CORP /DE/,1290845,2025-09-30,295470
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1054096,2025-09-30,-132968
NORTHERN TRUST CORP,1053555,2025-09-30,-71814
DekaBank Deutsche Girozentrale,953792,2025-09-30,0
PZENA INVESTMENT MANAGEMENT LLC,925992,2025-09-30,5761
STEADFAST CAPITAL MANAGEMENT LP,897453,2025-09-30,-720884
THOMPSON SIEGEL & WALMSLEY LLC,856548,2025-09-30,243499
ROYAL BANK OF CANADA,805278,2025-09-30,-170824
GOLDMAN SACHS GROUP INC,758014,2025-09-30,-46498
Bank of New York Mellon Corp,659304,2025-09-30,-54619
Ulysses Management LLC,654858,2025-09-30,202000
NOMURA HOLDINGS INC,653554,2025-09-30,576697
"JANE STREET GROUP, LLC",638198,2025-09-30,412064
"Ananym Capital Management, LP",547156,2025-09-30,59960
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,525872,2025-09-30,-157993
Leith Wheeler Investment Counsel Ltd.,490729,2025-09-30,-44349
"Wolf Hill Capital Management, LP",485938,2025-09-30,-14062
HAWK RIDGE CAPITAL MANAGEMENT LP,479900,2025-09-30,-197000
UBS Group AG,474812,2025-09-30,-85132
LAZARD ASSET MANAGEMENT LLC,462211,2025-09-30,-459827
RAYMOND JAMES FINANCIAL INC,449887,2025-09-30,-19257
MILLENNIUM MANAGEMENT LLC,384962,2025-09-30,217792
"GAMCO INVESTORS, INC. ET AL",382452,2025-09-30,20257
CLIFFORD CAPITAL PARTNERS LLC,373745,2025-09-30,137816
UBS ASSET MANAGEMENT AMERICAS INC,369218,2025-09-30,-138904
"P2 Capital Partners, LLC",361786,2025-09-30,-15000
DEUTSCHE BANK AG\,347702,2025-09-30,-31920
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,346622,2025-09-30,-106040
PRIVATE MANAGEMENT GROUP INC,342270,2025-09-30,-5041
"BNP PARIBAS ARBITRAGE, SNC",340415,2025-09-30,-67945
"NUANCE INVESTMENTS, LLC",314208,2025-09-30,-494249
SEI INVESTMENTS CO,304386,2025-09-30,16483
GABELLI FUNDS LLC,303036,2025-09-30,-26300
"SG Americas Securities, LLC",301784,2025-09-30,-26127
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",296228,2025-09-30,7177
Legal & General Group Plc,288569,2025-09-30,-13009
WESTWOOD HOLDINGS GROUP INC,285548,2025-09-30,3128
"Zuckerman Investment Group, LLC",281339,2025-09-30,72040
SPRUCEGROVE INVESTMENT MANAGEMENT LTD,278490,2025-09-30,-19400
CITADEL ADVISORS LLC,274218,2025-09-30,201400
RHUMBLINE ADVISERS,273400,2025-09-30,-9004
"Nuveen, LLC",271991,2025-09-30,-22844
Man Group plc,256049,2025-09-30,217492
BARCLAYS PLC,250079,2025-09-30,-204443
Clearline Capital LP,235979,2025-09-30,0
HRT FINANCIAL LP,232656,2025-09-30,71934
TUDOR INVESTMENT CORP ET AL,231651,2025-09-30,231651
"Sio Capital Management, LLC",219207,2025-09-30,219207
Swiss National Bank,218000,2025-09-30,7400
"Russell Investments Group, Ltd.",215355,2025-09-30,-21914
"KETTLE HILL CAPITAL MANAGEMENT, LLC",213319,2025-09-30,213319
FIRST MANHATTAN CO. LLC.,212472,2025-09-30,-295445
"Cresset Asset Management, LLC",198194,2025-09-30,3165
"MARSHALL WACE, LLP",181521,2025-09-30,-128645
Marathon Asset Management Ltd,171888,2025-09-30,-61529
STATE OF WISCONSIN INVESTMENT BOARD,163517,2025-09-30,19225
EVERETT HARRIS & CO /CA/,160653,2025-09-30,2866
Amundi,159161,2025-09-30,-29153
ALLIANCEBERNSTEIN L.P.,155803,2025-09-30,-60131
FIRST TRUST ADVISORS LP,152983,2025-09-30,-68147
PRICE T ROWE ASSOCIATES INC /MD/,150727,2025-09-30,-45175
WELCH CAPITAL PARTNERS LLC/NY,148829,2025-09-30,148829
"BANYAN CAPITAL MANAGEMENT, INC.",139141,2025-09-30,11229
Stephens Investment Management Group LLC,135619,2025-09-30,-9131
Weiss Asset Management LP,123336,2025-09-30,123336
HSBC HOLDINGS PLC,120536,2025-09-30,-34529
"HFR Wealth Management, LLC",116316,2025-09-30,432
PRINCIPAL FINANCIAL GROUP INC,115145,2025-09-30,-20618
WINTON GROUP Ltd,114182,2025-09-30,114182
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,112669,2025-09-30,-14719
Quantinno Capital Management LP,112509,2025-09-30,-39740
Federation des caisses Desjardins du Quebec,109752,2025-09-30,4836
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,106974,2025-09-30,4599
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,106400,2025-09-30,-756
ENVESTNET ASSET MANAGEMENT INC,104740,2025-09-30,13441
AdvisorShares Investments LLC,101192,2025-09-30,-1309
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",100987,2025-09-30,41515
"Olstein Capital Management, L.P.",100000,2025-09-30,3657
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",99514,2025-09-30,-26142
FIRST CITIZENS BANK & TRUST CO,98804,2025-09-30,2329
Illinois Municipal Retirement Fund,93651,2025-09-30,19316
"Envestnet Portfolio Solutions, Inc.",90115,2025-09-30,1156
LGT Group Foundation,88336,2025-09-30,-86498
Verition Fund Management LLC,87330,2025-09-30,54110
"Brandywine Global Investment Management, LLC",85141,2025-09-30,6039
"PNC FINANCIAL SERVICES GROUP, INC.",84547,2025-09-30,441
"Marathon Partners Equity Management, LLC",77500,2025-09-30,-32500
Dilation Capital Management LP,76920,2025-09-30,76920
"ExodusPoint Capital Management, LP",76513,2025-09-30,76513
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",75192,2025-09-30,-11703
"Foyston, Gordon, & Payne Inc",69136,2025-09-30,-44691
JLB & ASSOCIATES INC,67438,2025-09-30,-8458
Walleye Capital LLC,66501,2025-09-30,66501
NEW YORK STATE COMMON RETIREMENT FUND,62509,2025-09-30,-3000
PRUDENTIAL FINANCIAL INC,60594,2025-09-30,-13828
WELLS FARGO & COMPANY/MN,59877,2025-09-30,4885
"TWO SIGMA INVESTMENTS, LP",59795,2025-09-30,37995
BANK OF MONTREAL /CAN/,57107,2025-09-30,-38024
"Chevy Chase Trust Holdings, LLC",53855,2025-09-30,-11686
JANUS HENDERSON GROUP PLC,53366,2025-09-30,2160
Baker Ellis Asset Management LLC,53358,2025-09-30,-963
LEE DANNER & BASS INC,53300,2025-09-30,965
"FULLER & THALER ASSET MANAGEMENT, INC.",53190,2025-09-30,-15
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",52852,2025-09-30,-3425
TEACHER RETIREMENT SYSTEM OF TEXAS,52594,2025-09-30,9348
"GHP Investment Advisors, Inc.",52449,2025-09-30,-2758
CITIGROUP INC,52438,2025-09-30,-40554
"Moran Wealth Management, LLC",50255,2025-09-30,-924
FRANKLIN RESOURCES INC,48955,2025-09-30,-42679
"PALISADE CAPITAL MANAGEMENT, LP",48645,2025-09-30,1902
Treasurer of the State of North Carolina,48510,2025-09-30,-2666
Police & Firemen's Retirement System of New Jersey,48185,2025-09-30,6450
DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,47435,2025-09-30,-150
Universal- Beteiligungs- und Servicegesellschaft mbH,47224,2025-09-30,-15477
iSAM Funds (UK) Ltd,45335,2025-09-30,45335
"Berger Financial Group, Inc",44919,2025-09-30,44919
Brevan Howard Capital Management LP,43224,2025-09-30,-12453
"D. E. Shaw & Co., Inc.",42556,2025-09-30,42556
Galibier Capital Management Ltd.,41476,2025-09-30,0
Bridge Creek Capital Management LLC,39050,2025-09-30,-298
RENAISSANCE TECHNOLOGIES LLC,39012,2025-09-30,39012
BNP Paribas Asset Management Holding S.A.,37735,2025-09-30,-166
State of New Jersey Common Pension Fund D,37146,2025-09-30,1154
TCW GROUP INC,36401,2025-09-30,-274
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,36309,2025-09-30,-254
Delta Global Management LP,36200,2025-09-30,1308
"HighTower Advisors, LLC",35477,2025-09-30,-2160
"CI Private Wealth, LLC",35113,2025-09-30,-2122
"Merit Financial Group, LLC",33843,2025-09-30,1973
Arizona State Retirement System,33276,2025-09-30,1119
"NISA INVESTMENT ADVISORS, LLC",33014,2025-09-30,-407
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",32562,2025-09-30,260
GREAT WEST LIFE ASSURANCE CO /CAN/,32537,2025-09-30,-181
SALEM INVESTMENT COUNSELORS INC,31158,2025-09-30,-160
Handelsbanken Fonder AB,30200,2025-09-30,0
"Summit Trail Advisors, LLC",29700,2025-09-30,17384
STIFEL FINANCIAL CORP,29448,2025-09-30,-1315
Zurcher Kantonalbank (Zurich Cantonalbank),29166,2025-09-30,3579
"Vestmark Advisory Solutions, Inc.",28757,2025-09-30,-4603
XTX Topco Ltd,28415,2025-09-30,28415
STATE OF MICHIGAN RETIREMENT SYSTEM,27888,2025-09-30,-5200
NATIONAL BANK OF CANADA /FI/,27639,2025-09-30,-61214
UniSuper Management Pty Ltd,27429,2025-09-30,3672
LPL Financial LLC,26725,2025-09-30,4015
VOYA INVESTMENT MANAGEMENT LLC,26716,2025-09-30,-10205
PANAGORA ASSET MANAGEMENT INC,26651,2025-09-30,15972
Czech National Bank,26180,2025-09-30,-3572
"Pathstone Holdings, LLC",25692,2025-09-30,-242
US BANCORP \DE\,25679,2025-09-30,-765
"MetLife Investment Management, LLC",25653,2025-09-30,-5155
Creative Planning,25299,2025-09-30,9162
Ridgewood Investments LLC,25063,2025-09-30,0
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,24945,2025-09-30,-3118
"SummitTX Capital, L.P.",24919,2025-09-30,-35640
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,24753,2025-09-30,-5100
Aquatic Capital Management LLC,24334,2025-09-30,-29869
K.J. Harrison & Partners Inc,24000,2025-09-30,-6000
KLP KAPITALFORVALTNING AS,23500,2025-09-30,400
Cerity Partners LLC,23083,2025-09-30,168
"Stenger Family Office, LLC",23044,2025-09-30,2020
SILVERCREST ASSET MANAGEMENT GROUP LLC,22948,2025-09-30,-200
"Colony Group, LLC",22226,2025-09-30,-11246
PUBLIC SECTOR PENSION INVESTMENT BOARD,22200,2025-09-30,-3742
Retirement Systems of Alabama,21988,2025-09-30,-4132
Pictet Asset Management Holding SA,21920,2025-09-30,-239
Morningstar Investment Management LLC,21899,2025-09-30,21899
COMERICA BANK,21852,2025-09-30,-3229
Assenagon Asset Management S.A.,21480,2025-09-30,-23586
SOUTHEASTERN ASSET MANAGEMENT INC/TN/,20962,2025-09-30,0
TORONTO DOMINION BANK,20927,2025-09-30,-6132
Quest Partners LLC,20861,2025-09-30,9987
AMALGAMATED BANK,20213,2025-09-30,-3072
SVB WEALTH LLC,19991,2025-09-30,627
"Ensign Peak Advisors, Inc",19786,2025-09-30,-15950
Skandinaviska Enskilda Banken AB (publ),19748,2025-09-30,-103
ProShare Advisors LLC,19389,2025-09-30,-2577
TD ASSET MANAGEMENT INC,18116,2025-09-30,-3900
Utah Retirement Systems,17893,2025-09-30,-1710
Sciencast Management LP,17598,2025-09-30,17598
DANSKE BANK A/S,17585,2025-09-30,-5936
"BRANDES INVESTMENT PARTNERS, LP",17191,2025-09-30,2833
Campbell & CO Investment Adviser LLC,17147,2025-09-30,-10088
"YOUSIF CAPITAL MANAGEMENT, LLC",16638,2025-09-30,-3157
OPPENHEIMER ASSET MANAGEMENT INC.,16627,2025-09-30,3433
Headlands Technologies LLC,16495,2025-09-30,14750
STEINBERG ASSET MANAGEMENT LLC,16491,2025-09-30,1762
Cardinal Capital Management,16395,2025-09-30,1209
GUGGENHEIM CAPITAL LLC,16173,2025-09-30,10790
"Kerrisdale Advisers, LLC",16026,2025-09-30,0
CIBC Asset Management Inc,15658,2025-09-30,-202
"Wealthspire Advisors, LLC",15427,2025-09-30,-107
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",15396,2025-09-30,2250
"Mirae Asset Global Investments Co., Ltd.",15042,2025-09-30,-484
"HB Wealth Management, LLC",14843,2025-09-30,436
"State of Tennessee, Treasury Department",14808,2025-09-30,0
AQR CAPITAL MANAGEMENT LLC,14680,2025-09-30,-16634
"Sendero Wealth Management, LLC",14366,2025-09-30,0
VICTORY CAPITAL MANAGEMENT INC,14270,2025-09-30,-1224
Quantessence Capital LLC,14252,2025-09-30,10797
KEYBANK NATIONAL ASSOCIATION/OH,14070,2025-09-30,329
DARK FOREST CAPITAL MANAGEMENT LP,13965,2025-09-30,13965
Snowden Capital Advisors LLC,13710,2025-09-30,4741
Neuberger Berman Group LLC,13172,2025-09-30,73
"NATIXIS ADVISORS, L.P.",13021,2025-09-30,7
