date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-09-30,FICO,USD,0000814547,2025-11-07,2025-11-07 16:02:16,2025,FY,651946000,14952000,-32486000,156667000,-18547000,-100377000,0,9849000,71981000,6275000,778807000,-8922000,0,-6496000,2184000,-30485000,-43719000,856250000,32823000,-1414502000,0,-224900000,-750329000,-1290000,-16531000,134136000,150667000,778807000,-8922000,769885000,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/0000814547-25-000030-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/fico-20250930.htm
2024-09-30,FICO,USD,0000814547,2024-11-06,2024-11-06 16:16:04,2024,FY,512811000,13827000,-27330000,149439000,-20485000,-34144000,0,3316000,10343000,4702000,632964000,-8884000,0,-18372000,15930000,-16667000,-27993000,342961000,25006000,-821702000,0,-139188000,-592923000,1841000,13889000,150667000,136778000,632964000,-25551000,607413000,https://www.sec.gov/Archives/edgar/data/814547/000162828024045719/0001628280-24-045719-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000162828024045719/fico-20240930.htm
2023-09-30,FICO,USD,0000814547,2023-11-08,2023-11-08 16:16:41,2023,FY,429375000,14638000,-47378000,123847000,-63448000,-70117000,0,2236000,4433000,11881000,468915000,-4237000,0,-10623000,5032000,-6126000,-15954000,5000000,22198000,-405526000,0,-76673000,-455001000,5616000,3576000,136778000,133202000,468915000,-4237000,464678000,https://www.sec.gov/Archives/edgar/data/814547/000081454723000022/0000814547-23-000022-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454723000022/fico-20230930.htm
2022-09-30,FICO,USD,0000814547,2022-11-09,2022-11-09 16:25:02,2022,FY,373541000,20465000,7816000,115355000,-35911000,-31557000,0,-2802000,-1552000,28184000,509450000,-6029000,0,-9963000,8063000,2258000,-5671000,591931000,16026000,-1104180000,0,-50942000,-547165000,-18766000,-62152000,133202000,195354000,509450000,-6029000,503421000,https://www.sec.gov/Archives/edgar/data/814547/000081454722000016/0000814547-22-000016-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454722000016/fico-20220930.htm
2021-09-30,FICO,USD,0000814547,2021-11-10,2021-11-10 16:25:41,2021,FY,392084000,25592000,-5955000,112457000,-12740000,24496000,0,-2354000,-34882000,-87621000,423817000,-7569000,-210000,-9039000,7237000,147431000,137850000,421336000,20881000,-874179000,0,-91609000,-523571000,-136000,37960000,195354000,157394000,423817000,-7569000,416248000,https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/0000814547-21-000019-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/fico-20210930.htm
2020-09-30,FICO,USD,0000814547,2020-11-12,2020-11-10 17:45:30,2020,FY,236411000,30367000,-8639000,93681000,-41308000,-59889000,0,1059000,17522000,54404000,364916000,-21989000,0,-6119000,3470000,55000,-24583000,6443999,42258000,-235223000,0,-102902999,-289424000,59000,50968000,157394000,106426000,364916000,-21989000,342927000,https://www.sec.gov/Archives/edgar/data/814547/000081454720000012/0000814547-20-000012-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454720000012/fico10-k2020.htm
2019-09-30,FICO,USD,0000814547,2019-11-08,2019-11-08 15:20:24,2019,FY,192124000,31612000,7701000,82973000,-55466000,-36176000,0,1885000,-21175000,1406000,260350000,-23981000,-15855000,-6404000,3480000,0,-42760000,59055000,22788000,-228894000,0,-52996000,-200047000,-1140000,16403000,106426000,90023000,260350000,-23981000,236369000,https://www.sec.gov/Archives/edgar/data/814547/000081454719000016/0000814547-19-000016-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454719000016/fico10-k2019.htm
2018-09-30,FICO,USD,0000814547,2018-11-09,2018-11-09 15:45:21,2018,FY,126482000,30182000,10584000,74814000,-8415000,-8266000,0,843000,-992000,-10595000,223052000,-31299000,20000000,-6050000,3230000,0,-14119000,157151000,11023000,-342596000,0,-44205000,-218627000,-5901000,-15595000,90023000,105618000,223052000,-31299000,191753000,https://www.sec.gov/Archives/edgar/data/814547/000081454718000010/0000814547-18-000010-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454718000010/fico10-k2018.htm
2017-09-30,FICO,USD,0000814547,2017-11-09,2017-11-09 15:34:39,2017,FY,133414000,36214000,-6248000,61222000,-612000,2858000,0,-2027000,-1443000,1654000,225644000,-19828000,0,-777000,0,0,-20605000,34000000,14474000,-187629000,-1238000,-40232000,-180625000,5278000,29692000,105618000,75926000,225644000,-19828000,205816000,https://www.sec.gov/Archives/edgar/data/814547/000081454717000014/0000814547-17-000014-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454717000014/fico10-k2017.htm
2016-09-30,FICO,USD,0000814547,2016-11-10,2016-11-10 15:27:57,2016,FY,109448000,31633000,-1823000,55509000,13484000,-18225000,0,564000,31145000,2017000,185231000,-21969000,-5646000,0,0,0,-27615000,-37000000,17828000,-138399000,-2489000,-29955000,-164978000,-2832000,-10194000,75926000,86120000,185231000,-21969000,188299000,https://www.sec.gov/Archives/edgar/data/814547/000081454716000035/0000814547-16-000035-index.htm,https://www.sec.gov/Archives/edgar/data/814547/000081454716000035/fico10-k2016.htm
