symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
EQIX,2024-12-31,942.89,95457000,90005450730,3081000000,18961000000,105885450730
EQIX,2023-12-31,805.39,93615000,75396584850,2096000000,17454000000,90754584850
EQIX,2022-12-31,655.03,91569000,59980442070,1906421000,16469554000,74543575070
EQIX,2021-12-31,845.84,89772000,75932748480,1536358000,14992526000,89388916480
EQIX,2020-12-31,714.18,87700000,62633585999,1604869000,13923339000,74952055999
EQIX,2019-12-31,583.7,84140000,49112518000,1869577000,13287317000,60530258000
EQIX,2018-12-31,352.56,79779000,28126884240,606166000,11332497000,38853215240
EQIX,2017-12-31,453.22,76854000,34831769880,1412517000,10080419000,43499671880
EQIX,2016-12-31,357.41,70117000,25060516970,748476000,6759573000,31071613970
EQIX,2015-12-31,302.4,57790000,17475696000,2228838000,6521020000,21767878000
EQIX,2014-12-31,226.73,52359000,11871356070,610917000,4643954000,15904393070
EQIX,2013-12-31,177.45,49438000,8772773100,261894000,4158656000,12669535100
EQIX,2012-12-31,206.2,48004000,9898424800,252213000,3010747000,12656958800
EQIX,2011-12-31,101.4,46956000,4761338400,278823000,3099130000,7581645400
EQIX,2010-12-31,81.26,43742000,3554474920,442841000,2048585000,5160218920
EQIX,2009-12-31,106.15,38488000,4085501200,346056000,1484969000,5224414200
EQIX,2008-12-31,53.19,37120000,1974412800,220207000,1203690000,2957895800
EQIX,2007-12-31,101.07,32136000,3247985520,290633000,1106144000,4063496520
EQIX,2006-12-31,75.62,28551000,2159026620,82563000,279845000,2356308620
EQIX,2005-12-31,40.76,23956000,976446560,119267000,269744000,1126923560
EQIX,2004-12-31,42.74,17719000,757310060,25938000,157278000,888650060
EQIX,2003-12-31,28.21,9604000,270928840,26869000,98596000,342655840
EQIX,2002-12-31,5.7,2990000,17043000,41216000,154996000,130823000
EQIX,2001-12-31,92.8,2459000,228195200,58831000,306432000,475796200
EQIX,2000-12-31,140,1078629,151008060,174773000,196840000,173075060
EQIX,1999-12-31,420,130614,54857880,203165000,197158000,48850880
