date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-06-30,TECH,USD,0000842023,2025-08-22,2025-08-22 06:31:16,2025,FY,73400000,109903000,-51107000,40833000,11539000,42601000,-18144000,-13954000,1036000,102988000,287556000,-31006000,-15000000,0,1085000,9738000,-35183000,27000000,0,-275731000,-50391000,45217000,-253905000,11927000,10395000,162186000,151791000,287556000,-31006000,256550000,https://www.sec.gov/Archives/edgar/data/842023/000155837025011716/0001558370-25-011716-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837025011716/tech-20250630x10k.htm
2024-06-30,TECH,USD,0000842023,2024-08-22,2024-08-22 16:30:35,2024,FY,168072000,111711000,-39447000,38042000,-10106000,-20533000,-14215000,25769000,-1127000,30676000,298981000,-62877000,-169707000,-5526000,28083000,6997000,-203030000,-31000000,0,-80042000,-50419000,39063000,-122398000,-2333000,-28780000,151791000,180571000,298981000,-62877000,236104000,https://www.sec.gov/Archives/edgar/data/842023/000155837024012430/0001558370-24-012430-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837024012430/tech-20240630x10k.htm
2023-06-30,TECH,USD,0000842023,2023-08-23,2023-08-23 16:30:51,2023,FY,285442000,107238000,-29567000,39230000,-90577000,-23359000,-30167000,-7908000,-29143000,-57373000,254393000,-38244000,-83360000,-20500000,108455000,-232000000,-265649000,94000000,0,-19562000,-50285000,-1537000,22616000,-3356000,8004000,180571000,172567000,254393000,-38244000,216149000,https://www.sec.gov/Archives/edgar/data/842023/000155837023015226/0001558370-23-015226-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837023015226/tmb-20230630x10k.htm
2022-06-30,TECH,USD,0000842023,2022-08-24,2022-08-24 16:31:27,2022,FY,263099000,101069000,6816000,42183000,-69517000,-57596000,-32007000,12741000,7345000,-18378000,325272000,-44908000,0,-25000000,26055000,-52998000,-96851000,-85500000,0,-160950000,-50185000,53782000,-242853000,-12092000,-26524000,172567000,199091000,325272000,-44908000,280364000,https://www.sec.gov/Archives/edgar/data/842023/000155837022013935/0001558370-22-013935-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000155837022013935/tmb-20220630x10k.htm
2021-06-30,TECH,USD,0000842023,2021-08-25,2021-08-25 16:46:35,2021,FY,139585000,87747000,-27431000,48982000,29263000,-15549000,-7140000,19091000,32861000,74018000,352164000,-44301000,-225908000,-39684000,66377000,0,-243516000,-15500000,0,-43178000,-49622000,45749000,-62551000,6369000,52466000,199091000,146625000,352164000,-44301000,307863000,https://www.sec.gov/Archives/edgar/data/842023/000143774921020980/0001437749-21-020980-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774921020980/tech20200630b_10k.htm
2020-06-30,TECH,USD,0000842023,2020-08-26,2020-08-26 16:36:54,2020,FY,229296000,82737000,13130000,32367000,-5246000,6556000,-14861000,10343000,-7284000,-147067000,205217000,-51744000,1906000,-70187000,147120000,0,27095000,-148500000,0,-50112000,-48902000,63712000,-183802000,-2771000,45739000,146625000,100886000,205217000,-51744000,153473000,https://www.sec.gov/Archives/edgar/data/842023/000143774920018754/0001437749-20-018754-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774920018754/tech20200630_10k.htm
2019-06-30,TECH,USD,0000842023,2019-08-28,2019-08-28 16:16:47,2019,FY,96072000,78171000,-13582000,32280000,-27751000,-2700000,-13647000,6101000,-17505000,16429000,181619000,-25411000,-289492000,-43475000,21579000,-21896000,-336799000,166500000,0,-15405000,-48364000,31653000,134384000,-308000,-21104000,100886000,121990000,181619000,-25411000,156208000,https://www.sec.gov/Archives/edgar/data/842023/000143774919017565/0001437749-19-017565-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774919017565/tech20190630_10k.htm
2018-06-30,TECH,USD,0000842023,2018-08-27,2018-08-27 16:47:54,2018,FY,126150000,64463000,-46716000,28240000,1896000,-308659000,-13327000,5026000,318856000,-3666000,170367000,-20934000,-46277000,-8571000,36390000,680000,-38712000,-4500000,19170000,0,-47973000,-46715000,-99188000,-2089000,30378000,121990000,91612000,170367000,-20934000,149433000,https://www.sec.gov/Archives/edgar/data/842023/000143774918016190/0001437749-18-016190-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774918016190/tech20180630_10k.htm
2017-06-30,TECH,USD,0000842023,2017-09-07,2017-09-07 17:06:02,2017,FY,76086000,60036000,-3433000,14631000,-13929000,-19686000,-732000,5695000,794000,10057000,143448000,-15179000,-293785000,-3069000,6079000,-36990000,-305954000,252000000,5257000,0,-47325000,-15562000,189386000,495000,27375000,91612000,64237000,143448000,-15179000,128269000,https://www.sec.gov/Archives/edgar/data/842023/000143774917015711/0001437749-17-015711-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774917015711/tech20170630_10k.htm
2016-06-30,TECH,USD,0000842023,2016-08-29,2016-08-29 16:49:57,2016,FY,104476000,42764000,-2624000,9430000,-15041000,-217083000,-6626000,8924000,199744000,4865000,143870000,-16898000,-91423000,0,776000,-25000,-107570000,18500000,5458000,0,-47607000,6024000,-23083000,-3512000,9705000,64237000,54532000,143870000,-16898000,126972000,https://www.sec.gov/Archives/edgar/data/842023/000143774916038182/0001437749-16-038182-index.htm,https://www.sec.gov/Archives/edgar/data/842023/000143774916038182/tech20160630_10k.htm
