holder,shares,dateReported,change
Global Wealth Strategies & Associates,0,2025-12-31,-52
VANGUARD GROUP INC,100000830,2025-09-30,1007730
"BlackRock, Inc.",89295832,2025-09-30,3379081
STATE STREET CORP,46342551,2025-09-30,245976
PRICE T ROWE ASSOCIATES INC /MD/,36791042,2025-09-30,31550440
FMR LLC,32041881,2025-09-30,6762687
"GEODE CAPITAL MANAGEMENT, LLC",25970004,2025-09-30,393521
"Cresset Asset Management, LLC",21806490,2025-09-30,-4567883
JPMORGAN CHASE & CO,19063971,2025-09-30,998349
MORGAN STANLEY,18631166,2025-09-30,359268
Capital Research Global Investors,17738184,2025-09-30,-1724585
"Nuveen, LLC",13139105,2025-09-30,353917
NORTHERN TRUST CORP,10311392,2025-09-30,9794
Invesco Ltd.,10094255,2025-09-30,181813
WELLINGTON MANAGEMENT GROUP LLP,9913964,2025-09-30,-2653927
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",9587115,2025-09-30,4332659
UBS ASSET MANAGEMENT AMERICAS INC,9241502,2025-09-30,-1675942
GOLDMAN SACHS GROUP INC,8653338,2025-09-30,-673779
SCHRODER INVESTMENT MANAGEMENT GROUP,8585916,2025-09-30,-1908208
DEUTSCHE BANK AG\,8584708,2025-09-30,-678528
Amundi,8139528,2025-09-30,-763387
AMERIPRISE FINANCIAL INC,8066438,2025-09-30,-1031670
Legal & General Group Plc,7847071,2025-09-30,-388294
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,7161562,2025-09-30,286118
Swedbank AB,7106423,2025-09-30,-554224
BANK OF AMERICA CORP /DE/,6441389,2025-09-30,213000
AQR CAPITAL MANAGEMENT LLC,6261063,2025-09-30,-2481049
NORDEA INVESTMENT MANAGEMENT AB,6182936,2025-09-30,-882118
UBS Group AG,5993383,2025-09-30,-1226643
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,5721156,2025-09-30,5525828
STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,5619228,2025-09-30,0
Bank of New York Mellon Corp,5615626,2025-09-30,-6170
"Point72 Asset Management, L.P.",5511420,2025-09-30,-1419213
FRANKLIN RESOURCES INC,4944262,2025-09-30,909072
ALLIANCEBERNSTEIN L.P.,4305807,2025-09-30,-6019949
WELLS FARGO & COMPANY/MN,4303400,2025-09-30,237780
ROYAL BANK OF CANADA,4202632,2025-09-30,-115919
Robeco Institutional Asset Management B.V.,3946087,2025-09-30,878023
FIRST TRUST ADVISORS LP,3878141,2025-09-30,-1408588
VOYA INVESTMENT MANAGEMENT LLC,3778322,2025-09-30,868152
National Pension Service,3095191,2025-09-30,68479
Swiss National Bank,3077300,2025-09-30,-167600
HSBC HOLDINGS PLC,2991336,2025-09-30,95436
ENVESTNET ASSET MANAGEMENT INC,2978521,2025-09-30,-13854
DSM CAPITAL PARTNERS LLC,2933214,2025-09-30,-2082080
Assenagon Asset Management S.A.,2928360,2025-09-30,-300386
"JACOBS LEVY EQUITY MANAGEMENT, INC",2605067,2025-09-30,-727907
BARCLAYS PLC,2538351,2025-09-30,-49933
"Sumitomo Mitsui Trust Holdings, Inc.",2518805,2025-09-30,22472
VICTORY CAPITAL MANAGEMENT INC,2465943,2025-09-30,-353791
TD ASSET MANAGEMENT INC,2418580,2025-09-30,-275478
BRISTOL JOHN W & CO INC /NY/,2373280,2025-09-30,-314472
AMERICAN CENTURY COMPANIES INC,2286120,2025-09-30,-236966
CITIGROUP INC,2226055,2025-09-30,-324589
