dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,enterpriseValueMultipleTTM,priceFairValueTTM,dividendPerShareTTM
0,0,21.012212941157987,1.8547622551067275,0,1.910047529753833,1.5537685599384308,0.6447466449871094,162.79912387080807,132.69972318051128,295.49884705131933,34.299536388453504,261.19931066286586,0.40047697067194654,0.29812448954337334,0.29222462566514046,0.277284890483851,0.051124148580170836,0.10405155272087148,0.1660970576925409,0.14520676351842984,0.9488758514198292,0.9802100663140103,0.29812448954337334,0.06626751789412072,0.0989333480638274,0.030390270811283048,0.09002670474795824,34.44232220875175,1.823276881765639,1.4929387912476018,2.2420268077711016,10.641543251962803,2.7505709224690014,0.876874151664136,0.3752514337846022,15.160799522673031,5.729051685560859,19.01775059665871,0.32198153693849774,0.3778858547000138,1.823276881765639,3.3541887964622576,1.607422058403439,1.607422058403439,3.2640917763023616,3.2640917763023616,5.828744600321742,21.012212941157987,47.90528427344225,18.095351738522993,18.095351738522993,1.8547622551067275,5.828744600321742,13.941757064956965,3.2640917763023616,0
