date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,paymentDate,declarationDate,recordDate,adjDividend
2025-11-10,86.11,86.47,84.1,84.64,84.35,2799035,2799035,-1.47,-1.71,85.33,"November 10, 25",-0.0171,,,,,
2025-11-07,86.84,87.46,86.1,86.86,86.56,2504922,2504922,0.02,0.02303086,86.815,"November 07, 25",0.0002303086,,,,,
2025-11-06,86.21,87.44,86.12,86.21,85.91,1344813,1344813,0,0,86.495,"November 06, 25",0,,,,,
2025-11-05,86.33,86.71,85.93,86.67,86.37,1991900,1991900,0.34,0.39384,86.41,"November 05, 25",0.0039384,,,,,
2025-11-04,86.67,86.78,85.37,86.6,86.3,2366900,2366900,-0.07,-0.08076612,86.355,"November 04, 25",-0.0008076612,,,,,
2025-11-03,87.37,87.47,84.65,86.28,85.98,3685000,3685000,-1.09,-1.25,86.4425,"November 03, 25",-0.0125,,,,,
2025-10-31,86.97,88.18,84.01,87.69,87.39,6606066,6606066,0.72,0.82787,86.7125,"October 31, 25",0.0082787,,,,,
2025-10-30,82.48,83.43,81.33,81.8,81.52,4244002,4244002,-0.68,-0.82444,82.26,"October 30, 25",-0.0082444,,,,,
2025-10-29,83.74,83.81,81.69,81.84,81.56,2518901,2518901,-1.9,-2.27,82.77,"October 29, 25",-0.0227,,,,,
2025-10-28,85.4,85.69,84.25,84.26,83.97,1898186,1898186,-1.14,-1.33,84.9,"October 28, 25",-0.0133,,,,,
2025-10-27,85.7,86.1,85.13,85.64,85.34,2139753,2139753,-0.06,-0.07001167,85.6425,"October 27, 25",-0.0007001167,,,,,
2025-10-24,87.73,88.5,85.67,85.89,85.59,2268300,2268300,-1.84,-2.1,86.9475,"October 24, 25",-0.021,,,,,
2025-10-23,88.06,88.06,86.2,86.71,86.41,1869900,1869900,-1.35,-1.53,87.2575,"October 23, 25",-0.0153,,,,,
2025-10-22,88.24,89.69,87.84,88.12,87.81,1681041,1681041,-0.12,-0.13599,88.4725,"October 22, 25",-0.0013599,,,,,
2025-10-21,87.45,88.23,87.11,87.99,87.68,2228543,2228543,0.54,0.6175,87.695,"October 21, 25",0.006175,,,,,
2025-10-20,88.45,88.59,87.1,88.08,87.77,1990900,1990900,-0.37,-0.41832,88.055,"October 20, 25",-0.0041832,,,,,
2025-10-17,87.87,88.59,87.28,88.48,88.18,1604949,1604949,0.61,0.69421,88.055,"October 17, 25",0.0069421,,,,,
2025-10-16,86.5,87.73,86.31,87.25,86.95,2560821,2560821,0.75,0.86705,86.9475,"October 16, 25",0.0086705,,,,,
2025-10-15,86.31,86.88,86.14,86.38,86.09,1612600,1612600,0.07,0.081103,86.4275,"October 15, 25",0.00081103,,,,,
2025-10-14,86.99,87.18,86.14,86.93,86.63,1401145,1401145,-0.06,-0.06897345,86.81,"October 14, 25",-0.0006897345,,,,,
2025-10-13,86.66,87.31,86.08,86.52,86.22,2033330,2033330,-0.14,-0.16155,86.6425,"October 13, 25",-0.0016155,,,,,
2025-10-10,87.85,88.8,87.3,87.7,87.4,2208937,2208937,-0.15,-0.17075,87.9125,"October 10, 25",-0.0017075,,,,,
2025-10-09,88.6,88.74,87.53,87.62,87.32,1256300,1256300,-0.98,-1.11,88.1225,"October 09, 25",-0.0111,,,,,
2025-10-08,89.81,90.64,88.7,88.92,88.62,1621454,1621454,-0.89,-0.99098,89.5175,"October 08, 25",-0.0099098,,,,,
2025-10-07,88.9,90.52,88.23,90.01,89.7,2282106,2282106,1.11,1.25,89.415,"October 07, 25",0.0125,,,,,
2025-10-06,87.92,89.16,87.74,88.89,88.59,2352131,2352131,0.97,1.1,88.4275,"October 06, 25",0.011,,,,,
2025-10-03,88.18,88.84,87.76,87.9,87.6,1184800,1184800,-0.28,-0.31753,88.17,"October 03, 25",-0.0031753,,,,,
2025-10-02,87.59,88.63,87.26,88.4,88.1,1676321,1676321,0.81,0.92476,87.97,"October 02, 25",0.0092476,,,,,
2025-10-01,87.72,88.52,87.09,87.92,87.62,2071430,2071430,0.2,0.228,87.8125,"October 01, 25",0.00228,,,,,
2025-09-30,86,87.88,85.79,87.63,87.33,2433242,2433242,1.63,1.9,86.825,"September 30, 25",0.019,,,,,
2025-09-29,86.4,86.57,85.08,86.17,85.88,2676100,2676100,-0.23,-0.2662,86.055,"September 29, 25",-0.002662,,,,,
2025-09-26,86.08,86.77,85.84,86.7,86.4,2198000,2198000,0.62,0.72026,86.3475,"September 26, 25",0.0072026,,,,,
2025-09-25,87.54,87.61,85.61,85.84,85.55,1817406,1817406,-1.7,-1.94,86.65,"September 25, 25",-0.0194,,,,,
2025-09-24,86.89,87.32,86.32,86.86,86.56,2264905,2264905,-0.03,-0.03452641,86.8475,"September 24, 25",-0.0003452641,,,,,
2025-09-23,86.79,87.5,85.67,87.19,86.89,2570500,2570500,0.4,0.46088,86.7875,"September 23, 25",0.0046088,,,,,
2025-09-22,90.37,90.55,86.65,86.68,86.38,3331739,3331739,-3.68,-4.08,88.5625,"September 22, 25",-0.0408,,,,,
2025-09-19,91.89,92.1,90.22,90.35,90.04,4641530,4641530,-1.54,-1.68,91.14,"September 19, 25",-0.0168,,,,,
2025-09-18,91.17,92.43,91.05,92.07,91.76,1586300,1586300,0.9,0.98717,91.68,"September 18, 25",0.0098717,,,,,
2025-09-17,91.87,92.94,91.62,92,91.69,1754847,1754847,0.13,0.1415,92.1075,"September 17, 25",0.001415,,,,,
2025-09-16,91.25,91.88,91.19,91.52,91.21,2036813,2036813,0.27,0.29589,91.46,"September 16, 25",0.0029589,,,,,
2025-09-15,93.04,93.28,91.04,91.25,90.94,2270000,2270000,-1.79,-1.92,92.1525,"September 15, 25",-0.0192,,,,,
2025-09-12,93.95,94.51,92.94,92.94,92.62,1480200,1480200,-1.01,-1.08,93.585,"September 12, 25",-0.0108,,,,,
2025-09-11,93.2,94.67,93.02,94.42,94.1,1270627,1270627,1.22,1.31,93.8275,"September 11, 25",0.0131,,,,,
2025-09-10,94.36,94.36,92.24,93,92.68,1884322,1884322,-1.36,-1.44,93.49,"September 10, 25",-0.0144,,,,,
2025-09-09,94.37,95.2,94.03,94.91,94.59,1281100,1281100,0.54,0.57222,94.6275,"September 09, 25",0.0057222,,,,,
2025-09-08,95.4,95.42,93.99,94.58,94.26,2223361,2223361,-0.82,-0.85954,94.8475,"September 08, 25",-0.0085954,,,,,
2025-09-05,94.95,96.53,94.89,95.8,95.47,2928400,2928400,0.85,0.89521,95.5425,"September 05, 25",0.0089521,,,,,
2025-09-04,93.25,95.41,93.25,95.23,94.91,1533130,1533130,1.98,2.12,94.285,"September 04, 25",0.0212,,,,,
2025-09-03,92.85,93.44,92,93.28,92.96,1603404,1603404,0.43,0.46311,92.8925,"September 03, 25",0.0046311,,,,,
2025-09-02,93.46,94.03,92.73,93.25,92.93,1971400,1971400,-0.21,-0.2247,93.3675,"September 02, 25",-0.002247,,,,,
2025-08-29,92.62,93.39,92.09,93.16,92.84,1364343,1364343,0.54,0.58303,92.815,"August 29, 25",0.0058303,,,,,
2025-08-28,92.79,92.96,91.9,92.09,91.78,1511211,1511211,-0.7,-0.75439,92.435,"August 28, 25",-0.0075439,,,,,
2025-08-27,92.42,93.12,92.42,93.03,92.71,1225902,1225902,0.61,0.66003,92.7475,"August 27, 25",0.0066003,,,,,
2025-08-26,92.72,92.85,91.7,92.38,92.06,2463800,2463800,-0.34,-0.3667,92.4125,"August 26, 25",-0.003667,,,,,
2025-08-25,94.74,95.08,92.74,92.75,92.43,2429140,2429140,-1.99,-2.1,93.8275,"August 25, 25",-0.021,,,,,
2025-08-22,95.39,95.98,94.54,95.02,94.7,1717000,1717000,-0.37,-0.38788,95.2325,"August 22, 25",-0.0038788,,,,,
2025-08-21,94.53,95.05,94.02,94.96,94.64,1778410,1778410,0.43,0.45488,94.64,"August 21, 25",0.0045488,,,,,
2025-08-20,94.54,95.89,93.85,94.91,94.59,1741320,1741320,0.37,0.39137,94.7975,"August 20, 25",0.0039137,,,,,
2025-08-19,93.05,94.2,92.68,94.06,93.74,2275911,2275911,1.01,1.09,93.4975,"August 19, 25",0.0109,,,,,
2025-08-18,92.62,94.07,92.38,92.8,92.48,2252242,2252242,0.18,0.19434,92.9675,"August 18, 25",0.0019434,,,,,
2025-08-15,92.89,93.15,92.11,92.48,92.16,1962200,1962200,-0.41,-0.44138,92.6575,"August 15, 25",-0.0044138,0.295,2025-09-02,2025-07-30,2025-08-15,0.295
2025-08-14,93.2,93.38,92.37,92.6,91.99,1588438,1588438,-0.6,-0.64378,92.8875,"August 14, 25",-0.0064378,,,,,
2025-08-13,92.15,94.38,92.04,93.69,93.07,2390624,2390624,1.54,1.67,93.065,"August 13, 25",0.0167,,,,,
2025-08-12,91.74,92.29,91.32,92.25,91.64,2308920,2308920,0.51,0.55592,91.9,"August 12, 25",0.0055592,,,,,
2025-08-11,91.02,92.02,90.99,91.66,91.06,2470701,2470701,0.64,0.70314,91.4225,"August 11, 25",0.0070314,,,,,
2025-08-08,92.41,93.06,90.51,90.92,90.32,1670323,1670323,-1.49,-1.61,91.725,"August 08, 25",-0.0161,,,,,
2025-08-07,92.77,93.29,92,92.63,92.02,1988911,1988911,-0.14,-0.15091,92.6725,"August 07, 25",-0.0015091,,,,,
2025-08-06,91.13,92.8,90.83,92.5,91.89,2253400,2253400,1.37,1.5,91.815,"August 06, 25",0.015,,,,,
2025-08-05,91.16,92.42,91.13,91.14,90.54,2475903,2475903,-0.02,-0.02193945,91.4625,"August 05, 25",-0.0002193945,,,,,
2025-08-04,93.3,94.17,91.29,91.5,90.9,2882929,2882929,-1.8,-1.93,92.565,"August 04, 25",-0.0193,,,,,
2025-08-01,93,94.37,92.04,94.01,93.39,4729700,4729700,1.01,1.09,93.355,"August 01, 25",0.0109,,,,,
2025-07-31,95.29,95.55,93.31,93.77,93.15,4360108,4360108,-1.52,-1.6,94.48,"July 31, 25",-0.016,,,,,
2025-07-30,96.67,97.15,95.42,95.95,95.32,2216877,2216877,-0.72,-0.7448,96.2975,"July 30, 25",-0.007448,,,,,
2025-07-29,95.94,97.36,95.34,96.76,96.12,2035057,2035057,0.82,0.8547,96.35,"July 29, 25",0.008547,,,,,
2025-07-28,96.83,97.2,95.59,95.68,95.05,3007124,3007124,-1.15,-1.19,96.325,"July 28, 25",-0.0119,,,,,
2025-07-25,97.18,97.61,96.06,97.23,96.59,1652700,1652700,0.05,0.05145092,97.02,"July 25, 25",0.0005145092,,,,,
2025-07-24,97.48,97.9,96.91,97.28,96.64,2412184,2412184,-0.2,-0.20517,97.3925,"July 24, 25",-0.0020517,,,,,
2025-07-23,98.3,98.4,96.77,97.06,96.42,2294224,2294224,-1.24,-1.26,97.6325,"July 23, 25",-0.0126,,,,,
2025-07-22,96.71,98.78,96.68,98.11,97.46,1840600,1840600,1.4,1.45,97.57,"July 22, 25",0.0145,,,,,
2025-07-21,96.45,97.28,96.17,96.49,95.85,2034600,2034600,0.04,0.04147227,96.5975,"July 21, 25",0.0004147227,,,,,
2025-07-18,96.72,97.31,96.18,96.6,95.96,1983004,1983004,-0.12,-0.12407,96.7025,"July 18, 25",-0.0012407,,,,,
2025-07-17,97.1,97.65,96.38,97.03,96.39,1271005,1271005,-0.07,-0.07209063,97.04,"July 17, 25",-0.0007209063,,,,,
2025-07-16,95.93,96.36,95.28,96.31,95.68,2043517,2043517,0.38,0.39612,95.97,"July 16, 25",0.0039612,,,,,
2025-07-15,96.67,97.04,95.46,95.51,94.88,2036909,2036909,-1.16,-1.2,96.17,"July 15, 25",-0.012,,,,,
2025-07-14,97.05,97.32,96.12,97.07,96.43,1822900,1822900,0.025,0.02060793,96.89,"July 14, 25",0.0002060793,,,,,
2025-07-11,98.71,99.21,97.23,98.05,97.4,1425800,1425800,-0.66,-0.66863,98.3,"July 11, 25",-0.0066863,,,,,
2025-07-10,98.39,99.86,98.14,99.09,98.44,1603200,1603200,0.7,0.71145,98.87,"July 10, 25",0.0071145,,,,,
2025-07-09,98.06,98.55,97.57,98.39,97.74,2472606,2472606,0.33,0.33653,98.1425,"July 09, 25",0.0033653,,,,,
2025-07-08,97.9,98.35,97.35,98.04,97.39,1723637,1723637,0.14,0.143,97.91,"July 08, 25",0.00143,,,,,
2025-07-07,98.32,98.87,97.8,98.58,97.93,2389934,2389934,0.26,0.26444,98.3925,"July 07, 25",0.0026444,,,,,
2025-07-03,98.26,98.69,97.37,98.41,97.76,1204908,1204908,0.15,0.15266,98.1825,"July 03, 25",0.0015266,,,,,
2025-07-02,97.69,98.18,97.13,98.03,97.38,1608903,1608903,0.34,0.34804,97.7575,"July 02, 25",0.0034804,,,,,
2025-07-01,96.23,98.02,95.49,97.64,97,2415063,2415063,1.41,1.47,96.845,"July 01, 25",0.0147,,,,,
2025-06-30,94.65,96.34,94.64,96.11,95.48,2824410,2824410,1.46,1.54,95.435,"June 30, 25",0.0154,,,,,
2025-06-27,94.99,95.5,94.49,94.78,94.16,3093647,3093647,-0.21,-0.22108,94.94,"June 27, 25",-0.0022108,,,,,
2025-06-26,95.58,96.18,94.58,94.97,94.34,2057500,2057500,-0.61,-0.63821,95.3275,"June 26, 25",-0.0063821,,,,,
2025-06-25,95.63,95.63,94.51,95.25,94.62,2033300,2033300,-0.38,-0.39736,95.255,"June 25, 25",-0.0039736,,,,,
2025-06-24,96.97,97.2,95.66,96.02,95.39,1843018,1843018,-0.95,-0.97968,96.4625,"June 24, 25",-0.0097968,,,,,
2025-06-23,96.23,97.11,95.52,96.95,96.31,2010130,2010130,0.72,0.74821,96.4525,"June 23, 25",0.0074821,,,,,
2025-06-20,95.65,97.04,95.38,96.43,95.79,4742033,4742033,0.78,0.81547,96.125,"June 20, 25",0.0081547,,,,,
2025-06-18,95.76,96.7,95.71,95.89,95.26,3076902,3076902,0.13,0.13576,96.015,"June 18, 25",0.0013576,,,,,
2025-06-17,97,97.13,95.86,96.16,95.53,2848400,2848400,-0.84,-0.86598,96.5375,"June 17, 25",-0.0086598,,,,,
2025-06-16,97.44,98.72,97.3,97.79,97.15,2117900,2117900,0.35,0.3592,97.8125,"June 16, 25",0.003592,,,,,
2025-06-13,98.52,99.55,96.92,97.09,96.45,2129100,2129100,-1.43,-1.45,98.02,"June 13, 25",-0.0145,,,,,
2025-06-12,98.99,99.2,98.03,99.08,98.43,1730300,1730300,0.09,0.09091827,98.825,"June 12, 25",0.0009091827,,,,,
2025-06-11,99.19,99.58,98.61,99.1,98.45,1409400,1409400,-0.09,-0.09073495,99.12,"June 11, 25",-0.0009073495,,,,,
2025-06-10,98.77,99.68,98.2,99.36,98.71,2152300,2152300,0.59,0.59735,99.0025,"June 10, 25",0.0059735,,,,,
2025-06-09,98.64,99.5,97.84,98.71,98.06,2143400,2143400,0.07,0.07096513,98.6725,"June 09, 25",0.0007096513,,,,,
2025-06-06,99.15,99.83,98.56,99.07,98.42,1550135,1550135,-0.08,-0.08068583,99.1525,"June 06, 25",-0.0008068583,,,,,
2025-06-05,99.61,99.61,98.71,98.99,98.34,1687560,1687560,-0.62,-0.62243,99.23,"June 05, 25",-0.0062243,,,,,
2025-06-04,99.59,100.69,98.97,99.63,98.97,2171707,2171707,0.04,0.04016468,99.72,"June 04, 25",0.0004016468,,,,,
2025-06-03,98.7,99.95,97.59,99.54,98.88,3754109,3754109,0.84,0.85106,98.945,"June 03, 25",0.0085106,,,,,
2025-06-02,98.42,100.22,97.9,99.04,98.39,2658637,2658637,0.62,0.62995,98.895,"June 02, 25",0.0062995,,,,,
2025-05-30,98.17,99.15,97.89,98.31,97.66,4911600,4911600,0.14,0.14261,98.38,"May 30, 25",0.0014261,,,,,
2025-05-29,97.6,98.88,97.33,98.14,97.49,2304100,2304100,0.54,0.55328,97.9875,"May 29, 25",0.0055328,,,,,
2025-05-28,98.26,99.16,97.75,97.96,97.31,2340868,2340868,-0.3,-0.30531,98.2825,"May 28, 25",-0.0030531,,,,,
2025-05-27,96.16,98.07,95.93,97.89,97.24,2790028,2790028,1.73,1.8,97.0125,"May 27, 25",0.018,,,,,
2025-05-23,95.45,96.11,94.67,95.94,95.31,1816045,1816045,0.49,0.51336,95.5425,"May 23, 25",0.0051336,,,,,
2025-05-22,95.41,96.03,94.47,95.21,94.58,2431009,2431009,-0.2,-0.20962,95.28,"May 22, 25",-0.0020962,,,,,
2025-05-21,96.17,96.96,95.46,95.83,95.2,2062800,2062800,-0.34,-0.35354,96.105,"May 21, 25",-0.0035354,,,,,
2025-05-20,95.85,96.93,95.62,96.85,96.21,2410510,2410510,1,1.04,96.3125,"May 20, 25",0.0104,,,,,
2025-05-19,95.82,96.22,95.34,95.97,95.34,2250004,2250004,0.15,0.15654,95.8375,"May 19, 25",0.0015654,,,,,
2025-05-16,94.64,95.94,94.25,95.82,95.19,2058226,2058226,1.18,1.25,95.1625,"May 16, 25",0.0125,,,,,
2025-05-15,93.25,94.64,92.61,94.56,93.94,1908345,1908345,1.31,1.4,93.765,"May 15, 25",0.014,0.295,2025-06-02,2025-04-30,2025-05-15,0.295
2025-05-14,93.66,93.83,92.05,93.16,92.25,2539175,2539175,-0.5,-0.53385,93.175,"May 14, 25",-0.0053385,,,,,
2025-05-13,94.84,94.93,93.12,94.1,93.18,3675500,3675500,-0.74,-0.78026,94.2475,"May 13, 25",-0.0078026,,,,,
2025-05-12,91.25,95.45,90.99,95.18,94.25,3965100,3965100,3.93,4.31,93.2175,"May 12, 25",0.0431,,,,,
2025-05-09,91.78,92.43,91.44,91.57,90.68,1892500,1892500,-0.21,-0.22881,91.805,"May 09, 25",-0.0022881,,,,,
2025-05-08,91.68,93.47,91.44,92.18,91.28,2017532,2017532,0.5,0.54538,92.1925,"May 08, 25",0.0054538,,,,,
2025-05-07,92.01,92.72,91.55,91.99,91.09,2089399,2089399,-0.02,-0.02173677,92.0675,"May 07, 25",-0.0002173677,,,,,
2025-05-06,91.69,92.54,91.08,92.07,91.17,2060520,2060520,0.38,0.41444,91.845,"May 06, 25",0.0041444,,,,,
2025-05-05,93.28,93.65,91.92,92.78,91.87,1976954,1976954,-0.5,-0.53602,92.9075,"May 05, 25",-0.0053602,,,,,
2025-05-02,92.75,93.99,92.31,92.94,92.03,3110400,3110400,0.19,0.20485,92.9975,"May 02, 25",0.0020485,,,,,
2025-05-01,92.99,93.93,91.77,92.38,91.48,4640800,4640800,-0.605,-0.65598,92.7675,"May 01, 25",-0.0065598,,,,,
2025-04-30,99.99,100.04,97.7,99.34,98.37,3142900,3142900,-0.65,-0.65007,99.2675,"April 30, 25",-0.0065007,,,,,
2025-04-29,98.18,99.27,97.54,99.01,98.04,2568231,2568231,0.83,0.84539,98.5,"April 29, 25",0.0084539,,,,,
2025-04-28,99.16,99.79,98.35,98.81,97.84,2754500,2754500,-0.35,-0.35296,99.0275,"April 28, 25",-0.0035296,,,,,
2025-04-25,101.09,101.29,98.35,99.31,98.34,2777226,2777226,-1.78,-1.76,100.01,"April 25, 25",-0.0176,,,,,
2025-04-24,101.05,101.56,99.25,100.21,99.23,2662844,2662844,-0.84,-0.83127,100.5175,"April 24, 25",-0.0083127,,,,,
2025-04-23,102.95,103.63,100.58,102.06,101.06,2938402,2938402,-0.89,-0.8645,102.305,"April 23, 25",-0.008645,,,,,
2025-04-22,103.16,104.21,101.76,103.85,102.84,2022922,2022922,0.69,0.66886,103.245,"April 22, 25",0.0066886,,,,,
2025-04-21,105,105.53,102.38,103.14,102.13,2038733,2038733,-1.86,-1.77,104.0125,"April 21, 25",-0.0177,,,,,
2025-04-17,103.5,105.87,103.09,105.37,104.34,1704517,1704517,1.87,1.81,104.4575,"April 17, 25",0.0181,,,,,
2025-04-16,105.63,106.12,102.56,102.96,101.95,1236448,1236448,-2.67,-2.53,104.3175,"April 16, 25",-0.0253,,,,,
2025-04-15,106.95,107.05,104.25,105.07,104.04,2307527,2307527,-1.87,-1.76,105.83,"April 15, 25",-0.0176,,,,,
2025-04-14,104.54,106.21,103.16,105.58,104.55,1684333,1684333,1.04,0.99483,104.8725,"April 14, 25",0.0099483,,,,,
2025-04-11,103.12,105.23,102.06,104.35,103.33,1524300,1524300,1.23,1.19,103.69,"April 11, 25",0.0119,,,,,
2025-04-10,102.56,104.63,101.24,103.77,102.76,2262739,2262739,1.21,1.18,103.05,"April 10, 25",0.0118,,,,,
2025-04-09,100.83,104.64,100,101.91,100.91,2203300,2203300,1.08,1.07,101.845,"April 09, 25",0.0107,,,,,
2025-04-08,104.02,104.84,100.91,101.6,100.61,2387200,2387200,-2.42,-2.33,102.8425,"April 08, 25",-0.0233,,,,,
2025-04-07,103.61,106.17,101.89,102.55,101.55,3061300,3061300,-1.06,-1.02,103.555,"April 07, 25",-0.0102,,,,,
2025-04-04,111.68,113.91,105.87,106.09,105.05,3154331,3154331,-5.59,-5.01,109.3875,"April 04, 25",-0.0501,,,,,
2025-04-03,109.78,112.35,109.38,110.76,109.68,2597259,2597259,0.98,0.89269,110.5675,"April 03, 25",0.0089269,,,,,
2025-04-02,109.65,110.04,107.74,108.32,107.26,2056401,2056401,-1.33,-1.21,108.9375,"April 02, 25",-0.0121,,,,,
2025-04-01,110.59,111,108.38,109.47,108.4,1518151,1518151,-1.12,-1.01,109.86,"April 01, 25",-0.0101,,,,,
2025-03-31,109.51,110.22,108.93,110.09,109.01,3010300,3010300,0.58,0.52963,109.6875,"March 31, 25",0.0052963,,,,,
2025-03-28,109.07,109.49,108.16,109.11,108.04,1138400,1138400,0.04,0.0366737,108.9575,"March 28, 25",0.000366737,,,,,
2025-03-27,107.39,108.54,106.35,108.39,107.33,1051528,1051528,1,0.93119,107.6675,"March 27, 25",0.0093119,,,,,
2025-03-26,104.84,106.55,104.84,106.31,105.27,1187302,1187302,1.47,1.4,105.635,"March 26, 25",0.014,,,,,
2025-03-25,106.87,107.1,104.23,104.73,103.71,1084000,1084000,-2.14,-2,105.7325,"March 25, 25",-0.02,,,,,
2025-03-24,106.8,107.92,105.95,106.9,105.86,1424400,1424400,0.1,0.09363296,106.8925,"March 24, 25",0.0009363296,,,,,
2025-03-21,108.35,109.17,106.57,107.15,106.1,2538700,2538700,-1.2,-1.11,107.81,"March 21, 25",-0.0111,,,,,
2025-03-20,107.99,108.44,107.11,108.07,107.01,1391204,1391204,0.08,0.07408093,107.9025,"March 20, 25",0.0007408093,,,,,
2025-03-19,107.22,108.24,106.8,108.03,106.97,1413822,1413822,0.81,0.75546,107.5725,"March 19, 25",0.0075546,,,,,
2025-03-18,109.06,109.19,107.25,107.38,106.33,1207100,1207100,-1.68,-1.54,108.22,"March 18, 25",-0.0154,,,,,
