date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2025-06-30,RMD,USD,0000943819,2025-08-08,2025-08-07 20:44:48,2025,FY,1400723000,235811000,0,91661000,16738000,-76684000,-80165000,90958000,82629000,6655000,1751588000,-89865000,-139248000,-6416000,0,35484000,-200045000,-40000000,74439000,-300025000,-310880000,-29787000,-606253000,25799000,971089000,1209450000,238361000,1751588000,-89865000,1661723000,https://www.sec.gov/Archives/edgar/data/943819/000094381925000035/0000943819-25-000035-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381925000035/rmd-20250630.htm
2024-06-30,RMD,USD,0000943819,2024-08-09,2024-08-08 20:09:34,2024,FY,1020951000,216209000,0,80184000,44784000,-134278000,172203000,0,6859000,39132000,1401260000,-99460000,-133464000,-22464000,1000000,-15396000,-269784000,-730000000,53094000,-150011000,-282320000,-10050000,-1119287000,-1719000,10470000,238361000,227891000,1401260000,-114856000,1286404000,https://www.sec.gov/Archives/edgar/data/943819/000094381924000013/0000943819-24-000013-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381924000013/rmd-20240630.htm
2023-06-30,RMD,USD,0000943819,2023-08-11,2023-08-10 20:15:16,2023,FY,897556000,197562000,216000,71142000,-462127000,-106511000,-248833000,31342000,-138125000,-11050000,693299000,-134000000,-1012749000,-32229000,3937000,15196000,-1159845000,665000000,49142000,0,-258276000,-32992000,422874000,-2147000,-45819000,227891000,273710000,693299000,-134000000,559299000,https://www.sec.gov/Archives/edgar/data/943819/000094381923000011/0000943819-23-000011-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381923000011/rmd-20230630.htm
2022-06-30,RMD,USD,0000943819,2022-08-12,2022-08-11 21:09:45,2022,FY,779437000,193841000,0,65257000,-708076000,19346000,-311681000,-247632000,-168109000,20688000,351147000,-156036000,-42784000,-20724000,6802000,-17176000,-229918000,122000000,47384000,0,-245341000,-52406000,-128363000,-14434000,-21568000,273710000,295278000,351147000,-156036000,195111000,https://www.sec.gov/Archives/edgar/data/943819/000094381922000010/0000943819-22-000010-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381922000010/rmd-20220630.htm
2021-06-30,RMD,USD,0000943819,2021-08-17,2021-08-16 21:43:33,2021,FY,474505000,191518000,-3310000,63927000,1405000,-129195000,-21954000,210708000,-58154000,8673000,736718000,-116826000,-39067000,-21788000,0,19219000,-158462000,-522000000,37790000,0,-226713000,-53709000,-764632000,18498000,-167878000,295278000,463156000,736718000,-116826000,619892000,https://www.sec.gov/Archives/edgar/data/943819/000094381921000017/0000943819-21-000017-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381921000017/c819-20210630x10k.htm
2020-06-30,RMD,USD,0000943819,2020-08-13,2020-08-12 21:23:23,2020,FY,621674000,181373000,39577000,57559000,-97921000,54383000,-69881000,-23424000,-58999000,-7000,802255000,-105938000,-27910000,-46013000,10608000,-10608000,-179861000,-94012000,48182000,0,-225093000,-46363000,-317286000,10920000,316028000,463156000,147128000,802255000,-105938000,696317000,https://www.sec.gov/Archives/edgar/data/943819/000094381920000013/0000943819-20-000013-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381920000013/rmd-20200630x10k.htm
2019-06-30,RMD,USD,0000943819,2019-08-08,2019-08-07 18:56:46,2019,FY,404592000,150795000,28931000,52073000,-177054000,-18013000,-84188000,-27278000,-47575000,-286000,459051000,-77342000,-951383000,-46981000,8632000,-8632000,-1075706000,807485000,36727000,-22844000,-211712000,-29013000,580643000,-5561000,-41573000,147128000,188701000,459051000,-77342000,381709000,https://www.sec.gov/Archives/edgar/data/943819/000094381919000017/0000943819-19-000017-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381919000017/rmd-20190630x10k.htm
2018-06-30,RMD,USD,0000943819,2018-08-17,2018-08-17 16:26:51,2018,FY,315588000,119960000,11593000,48412000,9062000,-32356000,1494000,200650000,-160726000,411000,505026000,-71457000,-902000,-29465000,-8974000,8974000,-101824000,-796242000,23332000,-53801000,-199497000,-15871000,-1026694000,-9742000,-633234000,188701000,821935000,505026000,-71457000,433569000,https://www.sec.gov/Archives/edgar/data/943819/000094381918000013/0000943819-18-000013-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000094381918000013/rmd-20180630x10k.htm
2017-06-30,RMD,USD,0000943819,2017-08-04,2017-08-04 06:09:15,2017,FY,342284000,112157000,1955000,45925000,-89884000,-63604000,-41599000,34576000,-19257000,1616000,414053000,-71476000,-7274000,-6464000,3324000,3324000,-81890000,-95000000,30161000,0,-186346000,-19841000,-262867000,21205000,90501000,821935000,731434000,414053000,-71476000,342577000,https://www.sec.gov/Archives/edgar/data/943819/000119312517248016/0001193125-17-248016-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000119312517248016/d380137d10k.htm
2016-06-30,RMD,USD,0000943819,2017-01-13,2017-01-13 06:05:03,2016,FY,352408000,86849000,3565000,46408000,61688000,-27307000,30492000,46382000,12121000,-2986000,547932000,-67829000,-1041396000,-16529000,468000,-468000,-1125754000,856306000,27694000,-102058000,-168130000,-1228000,612584000,-20577000,14185000,731434000,717249000,547932000,-67829000,480103000,https://www.sec.gov/Archives/edgar/data/943819/000119312517009237/0001193125-17-009237-index.htm,https://www.sec.gov/Archives/edgar/data/943819/000119312517009237/d328866d10ka.htm
