date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-28,KHC,USD,0001637459,2025-02-13,2025-02-13 07:42:01,2024,FY,2746000000,948000000,-2857000000,109000000,-589000000,-139000000,-6000000,-308000000,-136000000,3827000000,4184000000,-1164000000,0,0,0,141000000,-1023000000,-24000000,0,-988000000,-1931000000,-65000000,-3008000000,-71000000,82000000,1486000000,1404000000,4184000000,-1024000000,3160000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745925000011/0001637459-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745925000011/khc-20241228.htm
2023-12-31,KHC,USD,0001637459,2024-02-15,2024-02-15 07:40:33,2023,FY,2855000000,961000000,17000000,141000000,-806000000,18000000,-106000000,-295000000,-423000000,808000000,3976000000,-1013000000,0,0,0,97000000,-916000000,-191000000,0,-455000000,-1965000000,-67000000,-2678000000,-19000000,363000000,1404000000,1041000000,3976000000,-1013000000,2963000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745924000018/0001637459-24-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745924000018/khc-20231230.htm
2022-12-31,KHC,USD,0001637459,2023-02-16,2023-02-16 07:50:46,2022,FY,2368000000,933000000,-278000000,148000000,-1483000000,-228000000,-1121000000,152000000,-286000000,781000000,2469000000,-916000000,-393000000,0,208000000,10000000,-1091000000,-1455000000,0,-280000000,-1960000000,-19000000,-3714000000,-69000000,-2405000000,1041000000,3446000000,2469000000,-916000000,1553000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745923000009/0001637459-23-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745923000009/khc-20221231.htm
2021-12-31,KHC,USD,0001637459,2022-02-17,2022-02-17 16:22:45,2021,FY,1024000000,910000000,-1042000000,197000000,406000000,87000000,-144000000,408000000,55000000,3869000000,5364000000,-905000000,4940000000,-28000000,905000000,-874000000,4038000000,-7126000000,0,-271000000,-1959000000,12000000,-9344000000,-30000000,28000000,3446000000,3418000000,5364000000,-905000000,4459000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745922000018/0001637459-22-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745922000018/khc-20211225.htm
2020-12-31,KHC,USD,0001637459,2021-02-17,2021-02-17 07:32:36,2020,FY,361000000,969000000,-343000000,156000000,447000000,-26000000,-266000000,207000000,532000000,3339000000,4929000000,-596000000,0,0,25000000,49000000,-522000000,-1313000000,0,0,-1958000000,-60000000,-3331000000,62000000,1138000000,3418000000,2280000000,4929000000,-596000000,4333000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745921000009/0001637459-21-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745921000009/khc-20201226.htm
2019-12-31,KHC,USD,0001637459,2020-02-14,2020-02-14 17:13:43,2019,FY,1933000000,994000000,-293000000,46000000,-233000000,140000000,-277000000,-58000000,-38000000,1105000000,3552000000,-768000000,1676000000,768000000,590000000,-755000000,1511000000,-1927000000,0,0,-1953000000,-33000000,-3913000000,-6000000,1144000000,2280000000,1136000000,3552000000,-768000000,2784000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745920000027/0001637459-20-000027-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745920000027/form10-k2019.htm
2018-12-31,KHC,USD,0001637459,2019-06-07,2019-06-07 17:07:36,2018,FY,-10254000000,983000000,-1967000000,33000000,-2063000000,-2280000000,-251000000,-23000000,491000000,15842000000,2574000000,-826000000,-248000000,0,0,1362000000,288000000,-152000000,0,0,-3183000000,-28000000,-3363000000,-132000000,-633000000,1136000000,1769000000,2574000000,-826000000,1748000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745919000049/0001637459-19-000049-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745919000049/form10-k2018.htm
2017-12-31,KHC,USD,0001637459,2018-02-16,2018-02-16 12:39:26,2017,FY,10990000000,1036000000,-6467000000,46000000,-3395000000,-2629000000,-251000000,464000000,-979000000,-1683000000,527000000,-1217000000,0,0,6000000,2367000000,1156000000,-1351000000,0,0,-2888000000,18000000,-4226000000,57000000,-2486000000,1769000000,4255000000,527000000,-1217000000,-690000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745918000015/0001637459-18-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745918000015/form10-k2017.htm
2016-12-31,KHC,USD,0001637459,2017-02-23,2017-02-23 13:32:18,2016,FY,3642000000,1337000000,-29000000,46000000,1029000000,534000000,-130000000,943000000,-318000000,-787000000,5238000000,-1247000000,0,0,91000000,43000000,-1113000000,7533000000,0,-8320000000,-3764000000,-8389000000,-4621000000,-137000000,-633000000,4204000000,4837000000,5238000000,-1247000000,3991000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745917000007/0001637459-17-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745917000007/khc201610k.htm
2015-12-31,KHC,USD,0001637459,2016-03-03,2016-03-03 12:53:54,2015,FY,647000000,740000000,-317000000,133000000,667000000,416000000,25000000,-119000000,345000000,597000000,2467000000,-648000000,-9468000000,648000000,488000000,-724000000,-9704000000,2415000000,10000000000,0,-2202000000,-166000000,10183000000,-407000000,2539000000,4837000000,2298000000,2467000000,-648000000,1819000000,https://www.sec.gov/Archives/edgar/data/1637459/000163745916000100/0001637459-16-000100-index.htm,https://www.sec.gov/Archives/edgar/data/1637459/000163745916000100/khc10k1316.htm
