date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-02,104.31,107.1,104,106.79,106.79,2571140,2571140,2.48,2.38,105.55,"January 02, 26",0.0238
2025-12-31,104.65,104.88,103.55,103.67,103.67,1807393,1807393,-0.98,-0.93645,104.1875,"December 31, 25",-0.0093645
2025-12-30,104.45,105.81,104.11,105.03,105.03,2575000,2575000,0.58,0.55529,104.85,"December 30, 25",0.0055529
2025-12-29,102.89,104.55,102.89,103.71,103.71,2349475,2349475,0.82,0.79697,103.51,"December 29, 25",0.0079697
2025-12-26,100.69,103.09,100.53,103.09,103.09,1781000,1781000,2.4,2.38,101.85,"December 26, 25",0.0238
2025-12-24,100.91,102.15,100.59,100.95,100.95,916303,916303,0.04,0.03963928,101.15,"December 24, 25",0.0003963928
2025-12-23,101.7,101.89,99.5,100.68,100.68,1994629,1994629,-1.02,-1,100.9425,"December 23, 25",-0.01
2025-12-22,100,102.27,99.57,101.91,101.91,2721337,2721337,1.91,1.91,100.9375,"December 22, 25",0.0191
2025-12-19,98.89,100.6,97.92,99.47,99.47,6711300,6711300,0.58,0.58651,99.22,"December 19, 25",0.0058651
2025-12-18,102.28,104.55,100.35,100.55,100.55,2758300,2758300,-1.73,-1.69,101.9325,"December 18, 25",-0.0169
2025-12-17,104.1,105.05,102.23,102.39,102.39,3347008,3347008,-1.71,-1.64,103.4425,"December 17, 25",-0.0164
2025-12-16,104,105.84,103.7,104.2,104.2,2541244,2541244,0.2,0.19231,104.435,"December 16, 25",0.0019231
2025-12-15,102.44,104.51,100.44,103.99,103.99,3498400,3498400,1.55,1.51,102.845,"December 15, 25",0.0151
2025-12-12,102.41,103.09,100.92,101.18,101.18,2482602,2482602,-1.23,-1.2,101.9,"December 12, 25",-0.012
2025-12-11,100,102.34,99.65,101.36,101.36,2796148,2796148,1.36,1.36,100.8375,"December 11, 25",0.0136
2025-12-10,99.74,101.65,99.12,100.71,100.71,3075542,3075542,0.97,0.97253,100.305,"December 10, 25",0.0097253
2025-12-09,100.57,101.44,98.85,100.81,100.81,2420212,2420212,0.24,0.23864,100.4175,"December 09, 25",0.0023864
2025-12-08,99.39,101.24,99,101.21,101.21,4306200,4306200,1.82,1.83,100.21,"December 08, 25",0.0183
2025-12-05,96.5,99.74,96.18,99.7,99.7,4560830,4560830,3.2,3.32,98.03,"December 05, 25",0.0332
2025-12-04,95.23,96.31,94.26,96.25,96.25,3311500,3311500,1.02,1.07,95.5125,"December 04, 25",0.0107
2025-12-03,92.35,95.98,91.8,94.97,94.97,3760541,3760541,2.62,2.84,93.775,"December 03, 25",0.0284
2025-12-02,92.07,92.93,91.44,91.77,91.77,3246246,3246246,-0.295,-0.32584,92.0525,"December 02, 25",-0.0032584
2025-12-01,87.55,92.62,87.5,92.02,92.02,5560330,5560330,4.47,5.11,89.9225,"December 01, 25",0.0511
