symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
TDG,2025-09-30,1318.02,58200000,76708764000,2808000000,30030000000,103930764000
TDG,2024-09-30,1427.13,57800000,82488114000,6261000000,24899000000,101126114000
TDG,2023-09-30,843.13,57200000,48227036000,3472000000,19766000000,64521036000
TDG,2022-09-30,524.82,58200000,30544524000,3001000000,19813000000,47356524000
TDG,2021-09-30,624.57,58400000,36474888000,4787000000,20018000000,51705888000
TDG,2020-09-30,475.12,57300000,27224376000,4717000000,20031000000,42538376000
TDG,2019-09-30,520.67,56265000,29295497549,1467486000,16899000000,44727011549
TDG,2018-09-30,370.17,55597000,20580341490,2073017000,12877282000,31384606490
TDG,2017-09-30,255.65,55530000,14196244500,650561000,11762661000,25308344500
TDG,2016-09-30,289.12,56157000,16236111840,1586994000,10195607000,24844724840
TDG,2015-09-30,212.41,56606000,12023680460,714033000,8349602000,19659249460
TDG,2014-09-30,184.33,56993000,10505519690,819548000,7473131000,17159102690
TDG,2013-09-30,138.7,55080000,7639595999,564740000,5731238000,12806093999
TDG,2012-09-30,141.69,53882000,7634540580,440524000,3619125000,10813141580
TDG,2011-09-30,81.67,53333000,4355706110,376183000,3138375000,7117898110
TDG,2010-09-30,62.05,52923000,3283872150,234112000,1771646000,4821406150
TDG,2009-09-30,49.81,52539000,2616967590,190167000,1356761000,3783561590
TDG,2008-09-30,34.23,47856000,1638110879,159062000,1357230000,2836278879
TDG,2007-09-30,46.17,45630000,2106737100,105946000,1357854000,3358645100
TDG,2006-09-30,24.42,44415000,1084614300,61217000,925000000,1948397300
TDG,2005-09-30,24.1,44202000,1065268200,104221000,889846000,1850893200
TDG,2004-09-30,24.1,44193000,1065051300,48498000,894276000,1910829300
TDG,2003-09-30,24.1,7368000,177568800,18902000,894997000,1053663800
TDG,2002-09-30,24.1,119800,2887180,49206000,408952000,362633180
