date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,recordDate,dividend,adjDividend
2025-03-10,148.67,152.99,147.91,149.92,147.47,926700,926700,1.25,0.84079,149.8725,"March 10, 25",0.0084079,,,,,
2025-03-07,146.26,149.4,146.09,148.6,146.17,1315600,1315600,2.34,1.6,147.5875,"March 07, 25",0.016,,,,,
2025-03-06,147.9,148.04,145.16,146.35,143.96,1089947,1089947,-1.55,-1.05,146.8625,"March 06, 25",-0.0105,,,,,
2025-03-05,148.5,149.68,147.69,148.15,145.73,724105,724105,-0.35,-0.23569,148.505,"March 05, 25",-0.0023569,,,,,
2025-03-04,153.76,154.55,149.31,149.75,147.3,1069733,1069733,-4.01,-2.61,151.8425,"March 04, 25",-0.0261,,,,,
2025-03-03,151.88,154.04,151.7,153.63,151.12,790800,790800,1.75,1.15,152.8125,"March 03, 25",0.0115,,,,,
2025-02-28,151.21,152.35,150.33,152.13,149.64,1071730,1071730,0.92,0.60843,151.505,"February 28, 25",0.0060843,,,,,
2025-02-27,149.46,150.85,148.69,149.64,147.19,962385,962385,0.18,0.12043,149.66,"February 27, 25",0.0012043,,,,,
2025-02-26,150.14,150.63,149,149.99,147.54,816744,816744,-0.15,-0.09990675,149.94,"February 26, 25",-0.0009990675,,,,,
2025-02-25,149,151.03,149,150.39,147.93,936144,936144,1.39,0.93289,149.855,"February 25, 25",0.0093289,2025-02-04,2025-03-10,2025-02-25,0.87,0.87
2025-02-24,150.94,151.37,148.93,150.24,146.93,1036810,1036810,-0.7,-0.46376,150.37,"February 24, 25",-0.0046376,,,,,
2025-02-21,147.66,150.26,147.52,149.9,146.6,1057700,1057700,2.24,1.52,148.835,"February 21, 25",0.0152,,,,,
2025-02-20,146.74,148.51,146.25,147.62,144.37,602325,602325,0.88,0.5997,147.28,"February 20, 25",0.005997,,,,,
2025-02-19,148.12,149.25,147.35,148.6,145.33,808300,808300,0.48,0.32406,148.33,"February 19, 25",0.0032406,,,,,
2025-02-18,146.49,148.65,145.61,148.06,144.8,987708,987708,1.57,1.07,147.2025,"February 18, 25",0.0107,,,,,
2025-02-14,148.24,148.84,146.46,146.51,143.28,745600,745600,-1.73,-1.17,147.5125,"February 14, 25",-0.0117,,,,,
2025-02-13,146.38,148.21,145.92,147.98,144.72,1148200,1148200,1.6,1.09,147.1225,"February 13, 25",0.0109,,,,,
2025-02-12,143.47,146.39,143.07,146.34,143.12,897415,897415,2.87,2,144.8175,"February 12, 25",0.02,,,,,
2025-02-11,141.7,145.14,141.52,145.07,141.87,578158,578158,3.37,2.38,143.3575,"February 11, 25",0.0238,,,,,
2025-02-10,142.73,143.17,140.85,142.28,139.15,836000,836000,-0.45,-0.31528,142.2575,"February 10, 25",-0.0031528,,,,,
2025-02-07,143.12,143.83,142.01,142.5,139.36,660100,660100,-0.62,-0.4332,142.865,"February 07, 25",-0.004332,,,,,
2025-02-06,144.88,145.13,142.36,143.12,139.97,857115,857115,-1.76,-1.21,143.8725,"February 06, 25",-0.0121,,,,,
2025-02-05,143.9,146.43,142.94,145.06,141.86,1299000,1299000,1.16,0.80612,144.5825,"February 05, 25",0.0080612,,,,,
2025-02-04,142.17,143.15,141.57,142.4,139.26,1060800,1060800,0.23,0.16178,142.3225,"February 04, 25",0.0016178,,,,,
2025-02-03,142.04,143.78,140.69,143.4,140.24,831144,831144,1.36,0.95748,142.4775,"February 03, 25",0.0095748,,,,,
2025-01-31,142.4,143.03,141.34,142.51,139.37,1240839,1240839,0.11,0.07724719,142.32,"January 31, 25",0.0007724719,,,,,
2025-01-30,142.82,143.21,141.67,142.71,139.57,654300,654300,-0.11,-0.07702003,142.6025,"January 30, 25",-0.0007702003,,,,,
2025-01-29,141.47,142.44,140.66,141.03,137.92,802200,802200,-0.44,-0.31102,141.4,"January 29, 25",-0.0031102,,,,,
2025-01-28,142.51,142.62,140.56,141.46,138.34,683108,683108,-1.05,-0.73679,141.7875,"January 28, 25",-0.0073679,,,,,
2025-01-27,140.69,142.91,138.9,142.84,139.69,1116300,1116300,2.15,1.53,141.335,"January 27, 25",0.0153,,,,,
2025-01-24,138.84,140.07,138.77,139.51,136.44,898319,898319,0.67,0.48257,139.2975,"January 24, 25",0.0048257,,,,,
2025-01-23,142.44,142.99,139.03,139.56,136.49,1247338,1247338,-2.88,-2.02,141.005,"January 23, 25",-0.0202,,,,,
2025-01-22,144.64,145.51,141.51,141.69,138.57,818200,818200,-2.95,-2.04,143.3375,"January 22, 25",-0.0204,,,,,
2025-01-21,146.31,147.7,145.35,145.46,142.26,1251912,1251912,-0.85,-0.58096,146.205,"January 21, 25",-0.0058096,,,,,
2025-01-17,144.69,145.98,144.49,145.37,142.17,1045950,1045950,0.68,0.46997,145.1325,"January 17, 25",0.0046997,,,,,
2025-01-16,140.98,144.99,140.98,144.94,141.75,673900,673900,3.96,2.81,142.9725,"January 16, 25",0.0281,,,,,
2025-01-15,142.34,142.72,140.42,141.08,137.97,1223900,1223900,-1.26,-0.8852,141.64,"January 15, 25",-0.008852,,,,,
2025-01-14,138.67,141.25,138.62,140.72,137.62,1050005,1050005,2.05,1.48,139.815,"January 14, 25",0.0148,,,,,
2025-01-13,137.35,138.52,136.64,138.26,135.21,785227,785227,0.91,0.66254,137.6925,"January 13, 25",0.0066254,,,,,
2025-01-10,138.32,138.94,136.77,137.04,134.02,779826,779826,-1.28,-0.92539,137.7675,"January 10, 25",-0.0092539,,,,,
2025-01-08,136.57,139.71,136.57,139.52,136.45,954913,954913,2.95,2.16,138.0925,"January 08, 25",0.0216,,,,,
2025-01-07,136.51,137.99,136.38,136.63,133.62,611946,611946,0.12,0.08790565,136.8775,"January 07, 25",0.0008790565,,,,,
2025-01-06,138.41,138.85,136.16,136.51,133.5,946520,946520,-1.9,-1.37,137.4825,"January 06, 25",-0.0137,,,,,
2025-01-03,138.27,139.36,137.78,138.79,135.73,791326,791326,0.52,0.37608,138.55,"January 03, 25",0.0037608,,,,,
2025-01-02,140.48,140.48,137.36,138.29,135.24,567238,567238,-2.19,-1.56,139.1525,"January 02, 25",-0.0156,,,,,
2024-12-31,139.46,139.89,138.52,139.27,136.2,474200,474200,-0.19,-0.13624,139.285,"December 31, 24",-0.0013624,,,,,
2024-12-30,138.67,139.48,137.66,138.93,135.87,567652,567652,0.26,0.1875,138.685,"December 30, 24",0.001875,,,,,
2024-12-27,139.03,140.54,138.7,139.36,136.29,387200,387200,0.33,0.23736,139.4075,"December 27, 24",0.0023736,,,,,
2024-12-26,139.84,140.28,138.91,140,136.92,336821,336821,0.16,0.11442,139.7575,"December 26, 24",0.0011442,,,,,
2024-12-24,139.28,140.12,138.94,140.06,136.97,215700,215700,0.78,0.56002,139.6,"December 24, 24",0.0056002,,,,,
2024-12-23,139,139.68,137.67,139.2,136.13,870146,870146,0.2,0.14388,138.8875,"December 23, 24",0.0014388,,,,,
2024-12-20,137.61,140.45,137.61,139.69,136.61,2109658,2109658,2.08,1.51,138.84,"December 20, 24",0.0151,,,,,
2024-12-19,136.12,139.67,136.05,137.97,134.93,1139329,1139329,1.85,1.36,137.4525,"December 19, 24",0.0136,,,,,
2024-12-18,141.38,143.17,136.31,136.41,133.4,1376200,1376200,-4.97,-3.52,139.3175,"December 18, 24",-0.0352,,,,,
2024-12-17,139.67,141.43,138.31,141.38,138.27,960542,960542,1.71,1.22,140.1975,"December 17, 24",0.0122,,,,,
2024-12-16,140.76,141.68,140.27,140.45,137.36,680137,680137,-0.31,-0.22023,140.79,"December 16, 24",-0.0022023,,,,,
2024-12-13,140.84,141.24,139.79,140.58,137.48,612103,612103,-0.26,-0.18461,140.6125,"December 13, 24",-0.0018461,,,,,
2024-12-12,140.79,141.21,139.83,140.22,137.13,647900,647900,-0.57,-0.40486,140.5125,"December 12, 24",-0.0040486,,,,,
2024-12-11,141.37,141.65,139.67,140.03,136.95,792000,792000,-1.34,-0.94787,140.68,"December 11, 24",-0.0094787,,,,,
2024-12-10,140.61,141.93,139.17,141.11,138,903900,903900,0.5,0.35559,140.705,"December 10, 24",0.0035559,,,,,
2024-12-09,141.8,142.28,140.74,141.05,137.94,583445,583445,-0.75,-0.52891,141.4675,"December 09, 24",-0.0052891,,,,,
2024-12-06,143.04,144.07,141.56,141.96,138.83,673100,673100,-1.08,-0.75503,142.6575,"December 06, 24",-0.0075503,,,,,
2024-12-05,143.59,145.09,143,143.04,139.89,616603,616603,-0.55,-0.38304,143.68,"December 05, 24",-0.0038304,,,,,
2024-12-04,145.26,145.78,143.49,144,140.83,902337,902337,-1.26,-0.86741,144.6325,"December 04, 24",-0.0086741,,,,,
2024-12-03,149.53,149.68,145.91,146.03,142.81,1000107,1000107,-3.5,-2.34,147.7875,"December 03, 24",-0.0234,,,,,
2024-12-02,151.22,151.22,148.42,148.56,145.29,862202,862202,-2.66,-1.76,149.855,"December 02, 24",-0.0176,,,,,
2024-11-29,151.75,151.76,150.79,151.32,147.99,367233,367233,-0.43,-0.28336,151.405,"November 29, 24",-0.0028336,,,,,
2024-11-27,151.44,152.65,151.03,151.43,148.09,935400,935400,-0.01,-0.00660328,151.6375,"November 27, 24",-6.60328e-05,,,,,
2024-11-26,150.68,150.73,149.58,150.33,147.02,603772,603772,-0.35,-0.23228,150.33,"November 26, 24",-0.0023228,,,,,
2024-11-25,150.26,151.17,149.47,150.18,146.87,1828400,1828400,-0.08,-0.05324105,150.27,"November 25, 24",-0.0005324105,2024-11-06,2024-12-09,2024-11-25,0.87,0.87
2024-11-22,150.74,151.24,149.95,150.05,145.89,538310,538310,-0.69,-0.45774,150.495,"November 22, 24",-0.0045774,,,,,
2024-11-21,147.99,150.38,147.22,150.26,146.09,697220,697220,2.27,1.53,148.9625,"November 21, 24",0.0153,,,,,
2024-11-20,146.16,147.36,146.08,147.22,143.14,720704,720704,1.06,0.72523,146.705,"November 20, 24",0.0072523,,,,,
2024-11-19,146.5,146.86,145.09,146.78,142.71,880711,880711,0.28,0.19113,146.3075,"November 19, 24",0.0019113,,,,,
2024-11-18,145.33,147.78,145.07,146.97,142.9,1209919,1209919,1.64,1.13,146.2875,"November 18, 24",0.0113,,,,,
2024-11-15,144.35,146.09,143.76,144.89,140.87,1553600,1553600,0.54,0.37409,144.7725,"November 15, 24",0.0037409,,,,,
2024-11-14,146.83,146.83,144.18,144.34,140.34,616951,616951,-2.49,-1.7,145.545,"November 14, 24",-0.017,,,,,
2024-11-13,147.69,147.74,146.37,146.51,142.45,831400,831400,-1.18,-0.79897,147.0775,"November 13, 24",-0.0079897,,,,,
2024-11-12,146.44,148.39,146.08,146.82,142.75,714753,714753,0.38,0.25949,146.9325,"November 12, 24",0.0025949,,,,,
2024-11-11,144.89,146.92,144.48,146.11,142.06,1080251,1080251,1.22,0.84202,145.6,"November 11, 24",0.0084202,,,,,
2024-11-08,142.54,145.27,141.8,144.19,140.19,801744,801744,1.65,1.16,143.45,"November 08, 24",0.0116,,,,,
2024-11-07,139.92,144.51,138.98,141.44,137.52,1344836,1344836,1.52,1.09,141.2125,"November 07, 24",0.0109,,,,,
2024-11-06,138.95,139.94,136.65,138.88,135.03,1132500,1132500,-0.07,-0.05037783,138.605,"November 06, 24",-0.0005037783,,,,,
2024-11-05,137.48,137.98,136.67,137.98,134.16,893287,893287,0.5,0.36369,137.5275,"November 05, 24",0.0036369,,,,,
2024-11-04,137.76,138.94,137.17,137.67,133.85,864533,864533,-0.09,-0.06533101,137.885,"November 04, 24",-0.0006533101,,,,,
2024-11-01,138.96,139.26,137.91,138.4,134.56,852000,852000,-0.56,-0.40299,138.6325,"November 01, 24",-0.0040299,,,,,
2024-10-31,139.44,140.75,138.57,138.78,134.93,1099900,1099900,-0.66,-0.47332,139.385,"October 31, 24",-0.0047332,,,,,
2024-10-30,141,141.55,139.22,139.62,135.75,540330,540330,-1.38,-0.97872,140.3475,"October 30, 24",-0.0097872,,,,,
2024-10-29,140.69,141.13,140.05,140.45,136.56,787225,787225,-0.24,-0.17059,140.58,"October 29, 24",-0.0017059,,,,,
2024-10-28,141.27,142,140.89,141.49,137.57,591145,591145,0.22,0.15573,141.4125,"October 28, 24",0.0015573,,,,,
2024-10-25,143.2,143.2,140.54,140.72,136.82,682100,682100,-2.48,-1.73,141.915,"October 25, 24",-0.0173,,,,,
2024-10-24,143.43,143.79,142.26,142.67,138.72,587500,587500,-0.76,-0.52988,143.0375,"October 24, 24",-0.0052988,,,,,
2024-10-23,141.89,143.32,141.67,143.11,139.14,684308,684308,1.22,0.85982,142.4975,"October 23, 24",0.0085982,,,,,
2024-10-22,141.66,142.2,140.76,141.92,137.99,841902,841902,0.26,0.18354,141.635,"October 22, 24",0.0018354,,,,,
2024-10-21,143.76,143.76,141.71,142.21,138.27,649533,649533,-1.55,-1.08,142.86,"October 21, 24",-0.0108,,,,,
2024-10-18,143.88,143.88,142.38,143.26,139.29,779021,779021,-0.62,-0.43091,143.35,"October 18, 24",-0.0043091,,,,,
2024-10-17,144.02,144.32,142.45,143.76,139.77,675935,675935,-0.26,-0.18053,143.6375,"October 17, 24",-0.0018053,,,,,
2024-10-16,142.55,144.18,142.43,143.94,139.95,446200,446200,1.39,0.9751,143.275,"October 16, 24",0.009751,,,,,
2024-10-15,141.06,142.85,140.91,142,138.06,529901,529901,0.94,0.66638,141.705,"October 15, 24",0.0066638,,,,,
2024-10-14,139.4,140.57,139.15,140.28,136.39,484500,484500,0.88,0.63128,139.85,"October 14, 24",0.0063128,,,,,
2024-10-11,138.73,139.65,138.71,139.36,135.5,490200,490200,0.63,0.45412,139.1125,"October 11, 24",0.0045412,,,,,
2024-10-10,137.93,139.07,137.74,138.2,134.37,581505,581505,0.27,0.19575,138.235,"October 10, 24",0.0019575,,,,,
2024-10-09,138.01,139.12,137.5,138.04,134.21,676619,676619,0.03,0.02173756,138.1675,"October 09, 24",0.0002173756,,,,,
2024-10-08,138.33,139.18,137.7,138.23,134.4,897800,897800,-0.1,-0.0722909,138.36,"October 08, 24",-0.000722909,,,,,
2024-10-07,139.29,139.61,136.66,137.66,133.84,953300,953300,-1.63,-1.17,138.305,"October 07, 24",-0.0117,,,,,
2024-10-04,138.32,140.04,138.09,139.84,135.96,674240,674240,1.52,1.1,139.0725,"October 04, 24",0.011,,,,,
2024-10-03,139.22,139.33,138.06,139.22,135.36,744237,744237,0,0,138.9575,"October 03, 24",0,,,,,
2024-10-02,137.95,139.32,137.53,139.12,135.26,620427,620427,1.17,0.84813,138.48,"October 02, 24",0.0084813,,,,,
2024-10-01,138.79,139.63,137.83,138.98,135.13,771025,771025,0.19,0.1369,138.8075,"October 01, 24",0.001369,,,,,
2024-09-30,138.18,138.93,137.29,138.71,134.86,648601,648601,0.53,0.38356,138.2775,"September 30, 24",0.0038356,,,,,
2024-09-27,137.19,138.42,137,137.78,133.96,729002,729002,0.59,0.43006,137.5975,"September 27, 24",0.0043006,,,,,
2024-09-26,136.46,137.97,136.07,136.77,132.98,527553,527553,0.31,0.22717,136.8175,"September 26, 24",0.0022717,,,,,
2024-09-25,137.47,137.47,136.14,136.58,132.79,761541,761541,-0.89,-0.64741,136.915,"September 25, 24",-0.0064741,,,,,
2024-09-24,136.34,138.48,136.03,136.48,132.7,698114,698114,0.14,0.10268,136.8325,"September 24, 24",0.0010268,,,,,
2024-09-23,136.96,137.49,136.49,137.35,133.54,732600,732600,0.39,0.28475,137.0725,"September 23, 24",0.0028475,,,,,
2024-09-20,137.42,137.42,135.37,136.56,132.77,2146600,2146600,-0.86,-0.62582,136.6925,"September 20, 24",-0.0062582,,,,,
2024-09-19,136.24,136.87,134.95,136.25,132.47,1021649,1021649,0.01,0.00733999,136.0775,"September 19, 24",7.33999e-05,,,,,
2024-09-18,138.07,138.59,136.09,136.53,132.75,629335,629335,-1.54,-1.12,137.32,"September 18, 24",-0.0112,,,,,
2024-09-17,138,138.78,137.79,138.15,134.32,740330,740330,0.15,0.1087,138.18,"September 17, 24",0.001087,,,,,
2024-09-16,137.39,138.56,137.02,138.27,134.44,762500,762500,0.88,0.64051,137.81,"September 16, 24",0.0064051,,,,,
2024-09-13,135.18,136.97,133.9,136.97,133.17,887215,887215,1.79,1.32,135.755,"September 13, 24",0.0132,,,,,
2024-09-12,134.44,135.07,133.86,134.77,131.03,795645,795645,0.33,0.24546,134.535,"September 12, 24",0.0024546,,,,,
2024-09-11,135.7,136.1,132.58,134.78,131.04,927800,927800,-0.92,-0.67797,134.79,"September 11, 24",-0.0067797,,,,,
2024-09-10,134.25,136.33,134.25,136.2,132.42,1656900,1656900,1.95,1.45,135.2575,"September 10, 24",0.0145,,,,,
2024-09-09,131.12,134.02,130.88,133.8,130.09,1656800,1656800,2.68,2.04,132.455,"September 09, 24",0.0204,,,,,
2024-09-06,131.74,132.32,130.66,130.8,127.17,879200,879200,-0.94,-0.71353,131.38,"September 06, 24",-0.0071353,,,,,
2024-09-05,133.31,133.46,131.18,131.42,127.78,631547,631547,-1.89,-1.42,132.3425,"September 05, 24",-0.0142,,,,,
2024-09-04,132.27,133.27,131.2,132.2,128.54,822601,822601,-0.07,-0.05292205,132.235,"September 04, 24",-0.0005292205,,,,,
2024-09-03,130.81,133.01,130.67,131.85,128.2,1029531,1029531,1.04,0.79505,131.585,"September 03, 24",0.0079505,,,,,
2024-08-30,129.36,131.07,128.96,130.74,127.12,872100,872100,1.38,1.07,130.0325,"August 30, 24",0.0107,,,,,
2024-08-29,129.25,129.47,128.12,129.39,125.8,503343,503343,0.14,0.10832,129.0575,"August 29, 24",0.0010832,,,,,
2024-08-28,129.58,130.64,128.98,129.09,125.51,652200,652200,-0.49,-0.37814,129.5725,"August 28, 24",-0.0037814,,,,,
2024-08-27,129.96,130.34,129.26,129.31,125.73,430826,430826,-0.65,-0.50015,129.7175,"August 27, 24",-0.0050015,,,,,
2024-08-26,129.76,131,129.54,130.19,126.58,656908,656908,0.43,0.33138,130.1225,"August 26, 24",0.0033138,2024-08-07,2024-09-09,2024-08-26,0.805,0.805
2024-08-23,130.11,130.49,129.57,130.09,125.7,507888,507888,-0.02,-0.01537161,130.065,"August 23, 24",-0.0001537161,,,,,
2024-08-22,129.67,130.33,129.18,129.72,125.34,433100,433100,0.05,0.03855942,129.725,"August 22, 24",0.0003855942,,,,,
2024-08-21,129.27,130.08,128.93,129.59,125.22,648614,648614,0.32,0.24754,129.4675,"August 21, 24",0.0024754,,,,,
2024-08-20,129.31,129.97,128.99,129.26,124.9,478309,478309,-0.05,-0.03866677,129.3825,"August 20, 24",-0.0003866677,,,,,
2024-08-19,129.14,130,128.88,129.41,125.04,653741,653741,0.27,0.20908,129.3575,"August 19, 24",0.0020908,,,,,
2024-08-16,129.34,129.62,128.4,129.21,124.85,876019,876019,-0.13,-0.10051,129.1425,"August 16, 24",-0.0010051,,,,,
2024-08-15,128.08,129.73,127.43,129.03,124.68,846672,846672,0.95,0.74172,128.5675,"August 15, 24",0.0074172,,,,,
2024-08-14,128.48,129.35,128.01,128.66,124.32,725500,725500,0.18,0.1401,128.625,"August 14, 24",0.001401,,,,,
2024-08-13,129.22,129.28,128.32,128.8,124.45,461110,461110,-0.42,-0.32503,128.905,"August 13, 24",-0.0032503,,,,,
2024-08-12,128.29,129.06,128.02,128.64,124.3,591100,591100,0.35,0.27282,128.5025,"August 12, 24",0.0027282,,,,,
2024-08-09,127.29,128.25,126.18,128.05,123.73,674500,674500,0.76,0.59706,127.4425,"August 09, 24",0.0059706,,,,,
2024-08-08,127.7,128.45,126.08,126.95,122.67,1237200,1237200,-0.75,-0.58731,127.295,"August 08, 24",-0.0058731,,,,,
2024-08-07,128.11,129.36,127.13,128.1,123.78,1097844,1097844,-0.01,-0.00780579,128.175,"August 07, 24",-7.80579e-05,,,,,
2024-08-06,127.12,129.15,126.93,127.52,123.22,1054520,1054520,0.4,0.31466,127.68,"August 06, 24",0.0031466,,,,,
2024-08-05,130.86,131.6,127,127.26,122.96,1203917,1203917,-3.6,-2.75,129.18,"August 05, 24",-0.0275,,,,,
2024-08-02,132.07,132.24,127.96,129.99,125.6,678800,678800,-2.08,-1.57,130.565,"August 02, 24",-0.0157,,,,,
2024-08-01,128.48,130.28,127.7,130.08,125.69,813546,813546,1.6,1.25,129.135,"August 01, 24",0.0125,,,,,
2024-07-31,128.34,128.73,127.35,127.88,123.56,1809400,1809400,-0.46,-0.35842,128.075,"July 31, 24",-0.0035842,,,,,
2024-07-30,126.82,128.49,126.01,128.22,123.89,1105064,1105064,1.4,1.1,127.385,"July 30, 24",0.011,,,,,
2024-07-29,126.48,127.41,125.57,127.04,122.75,620400,620400,0.56,0.44276,126.625,"July 29, 24",0.0044276,,,,,
2024-07-26,125.54,126.36,125.25,126.16,121.9,504438,504438,0.62,0.49387,125.8275,"July 26, 24",0.0049387,,,,,
2024-07-25,126.5,127.9,124.71,124.93,120.71,900421,900421,-1.57,-1.24,126.01,"July 25, 24",-0.0124,,,,,
2024-07-24,125.03,125.99,124.75,125.9,121.65,837752,837752,0.87,0.69583,125.4175,"July 24, 24",0.0069583,,,,,
2024-07-23,123.51,125.15,122.87,124.54,120.34,629500,629500,1.03,0.83394,124.0175,"July 23, 24",0.0083394,,,,,
2024-07-22,123.08,124.04,122.7,123.51,119.34,925300,925300,0.43,0.34937,123.3325,"July 22, 24",0.0034937,,,,,
2024-07-19,123.98,123.98,121.81,122.95,118.8,1031875,1031875,-1.03,-0.83078,123.18,"July 19, 24",-0.0083078,,,,,
2024-07-18,124.02,125.08,123.16,123.22,119.06,1169200,1169200,-0.8,-0.64506,123.87,"July 18, 24",-0.0064506,,,,,
2024-07-17,122.84,125.38,122.53,124.65,120.44,794700,794700,1.81,1.47,123.85,"July 17, 24",0.0147,,,,,
2024-07-16,121.36,122.48,120.76,122.34,118.21,697500,697500,0.98,0.80751,121.735,"July 16, 24",0.0080751,,,,,
2024-07-15,120.32,121.26,119.9,120.83,116.75,588458,588458,0.51,0.42387,120.5775,"July 15, 24",0.0042387,,,,,
2024-07-12,120.58,121.84,120.13,120.94,116.86,816031,816031,0.36,0.29856,120.8725,"July 12, 24",0.0029856,,,,,
2024-07-11,118.02,120.28,117.78,119.87,115.82,940900,940900,1.85,1.57,118.9875,"July 11, 24",0.0157,,,,,
2024-07-10,115.27,117.07,114.65,117.01,113.06,803222,803222,1.74,1.51,116,"July 10, 24",0.0151,,,,,
2024-07-09,113.65,114.99,113.46,114.77,110.9,942100,942100,1.12,0.98548,114.2175,"July 09, 24",0.0098548,,,,,
2024-07-08,114.71,115.07,113.59,114.08,110.23,867600,867600,-0.63,-0.54921,114.3625,"July 08, 24",-0.0054921,,,,,
2024-07-05,115.28,115.86,114.23,114.62,110.75,1429200,1429200,-0.66,-0.57252,114.9975,"July 05, 24",-0.0057252,,,,,
2024-07-03,116.53,117.01,115.16,115.16,111.27,403100,403100,-1.37,-1.18,115.965,"July 03, 24",-0.0118,,,,,
2024-07-02,116.03,116.55,115.61,116.52,112.59,806400,806400,0.49,0.4223,116.1775,"July 02, 24",0.004223,,,,,
2024-07-01,116.92,117.3,115.75,115.98,112.07,853420,853420,-0.94,-0.80397,116.4875,"July 01, 24",-0.0080397,,,,,
2024-06-28,117.01,117.05,115.58,116.65,112.71,1452600,1452600,-0.36,-0.30767,116.5725,"June 28, 24",-0.0030767,,,,,
2024-06-27,116.25,116.85,114.52,116.55,112.62,644626,644626,0.3,0.25806,116.0425,"June 27, 24",0.0025806,,,,,
2024-06-26,115.35,116.32,114.69,116.11,112.19,931900,931900,0.76,0.65886,115.6175,"June 26, 24",0.0065886,,,,,
2024-06-25,117.96,118.35,115.97,116.53,112.6,1214800,1214800,-1.43,-1.21,117.2025,"June 25, 24",-0.0121,,,,,
2024-06-24,115.97,118.37,115.97,118.02,114.04,821906,821906,2.05,1.77,117.0825,"June 24, 24",0.0177,,,,,
2024-06-21,117.02,117.91,116.23,116.29,112.37,1457000,1457000,-0.73,-0.62382,116.8625,"June 21, 24",-0.0062382,,,,,
2024-06-20,116.81,118.38,116.7,117.18,113.23,735640,735640,0.37,0.31675,117.2675,"June 20, 24",0.0031675,,,,,
2024-06-18,116.22,117.35,115.91,117,113.05,699100,699100,0.78,0.67114,116.62,"June 18, 24",0.0067114,,,,,
2024-06-17,115.69,117.05,115.31,116.29,112.37,800900,800900,0.6,0.51863,116.085,"June 17, 24",0.0051863,,,,,
2024-06-14,115.49,116.3,115.21,116.15,112.23,818916,818916,0.66,0.57148,115.7875,"June 14, 24",0.0057148,,,,,
2024-06-13,116.06,116.58,115.25,116.17,112.25,1537600,1537600,0.11,0.09477856,116.015,"June 13, 24",0.0009477856,,,,,
2024-06-12,117.27,117.75,115.5,116.18,112.26,1185700,1185700,-1.09,-0.92948,116.675,"June 12, 24",-0.0092948,,,,,
2024-06-11,115,115.8,114.47,115.75,111.84,1098500,1098500,0.75,0.65217,115.255,"June 11, 24",0.0065217,,,,,
2024-06-10,114.69,115.59,114.45,115.48,111.58,1060641,1060641,0.79,0.68881,115.0525,"June 10, 24",0.0068881,,,,,
2024-06-07,114.35,115.56,114.35,114.78,110.91,1073200,1073200,0.43,0.37604,114.76,"June 07, 24",0.0037604,,,,,
2024-06-06,114.76,115.51,114.34,115.45,111.55,1125300,1125300,0.69,0.60125,115.015,"June 06, 24",0.0060125,,,,,
2024-06-05,115.49,115.62,114.39,115.01,111.13,1087100,1087100,-0.48,-0.41562,115.1275,"June 05, 24",-0.0041562,,,,,
2024-06-04,114.92,116.4,114.24,115.89,111.98,880333,880333,0.97,0.84407,115.3625,"June 04, 24",0.0084407,,,,,
2024-06-03,115.92,116.58,115.33,115.51,111.61,892538,892538,-0.41,-0.35369,115.835,"June 03, 24",-0.0035369,,,,,
2024-05-31,113.09,116.11,112.85,115.92,112.01,1985411,1985411,2.83,2.5,114.4925,"May 31, 24",0.025,,,,,
2024-05-30,111.83,112.62,111.48,112.59,108.79,1306616,1306616,0.76,0.6796,112.13,"May 30, 24",0.006796,,,,,
2024-05-29,111.3,112.08,110.97,111.34,107.58,1165937,1165937,0.04,0.0359389,111.4225,"May 29, 24",0.000359389,,,,,
2024-05-28,112.8,113.67,111.98,112.04,108.26,1227300,1227300,-0.76,-0.67376,112.6225,"May 28, 24",-0.0067376,,,,,
2024-05-24,113.51,114.17,112.19,112.61,108.81,797200,797200,-0.9,-0.79288,113.12,"May 24, 24",-0.0079288,2024-05-08,2024-06-10,2024-05-28,0.805,0.805
2024-05-23,116.56,116.56,113.85,113.99,109.37,1351051,1351051,-2.57,-2.2,115.24,"May 23, 24",-0.022,,,,,
2024-05-22,117.93,118.39,116.89,117.19,112.44,1200346,1200346,-0.74,-0.62749,117.6,"May 22, 24",-0.0062749,,,,,
2024-05-21,118.32,118.95,117.74,118.5,113.7,957200,957200,0.18,0.15213,118.3775,"May 21, 24",0.0015213,,,,,
2024-05-20,118.5,118.95,118.09,118.28,113.49,646044,646044,-0.22,-0.18565,118.455,"May 20, 24",-0.0018565,,,,,
2024-05-17,118.75,118.77,117.98,118.64,113.83,1703609,1703609,-0.11,-0.09263158,118.535,"May 17, 24",-0.0009263158,,,,,
2024-05-16,118,119.45,117.74,118.56,113.75,1339100,1339100,0.56,0.47458,118.4375,"May 16, 24",0.0047458,,,,,
2024-05-15,118.5,118.59,117.53,117.81,113.04,1274100,1274100,-0.69,-0.58228,118.1075,"May 15, 24",-0.0058228,,,,,
2024-05-14,117.75,117.75,116.56,117.25,112.5,1217700,1217700,-0.5,-0.42463,117.3275,"May 14, 24",-0.0042463,,,,,
2024-05-13,117.66,118.27,116.14,116.33,111.62,1282740,1282740,-1.33,-1.13,117.1,"May 13, 24",-0.0113,,,,,
2024-05-10,119.71,119.78,116.86,117.18,112.43,3140300,3140300,-2.53,-2.11,118.3825,"May 10, 24",-0.0211,,,,,
