date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,recordDate,dividend,adjDividend
2025-12-04,170.4,172.11,170.4,170.95,170.95,1222544,1222544,0.55,0.32277,170.965,"December 04, 25",0.0032277,,,,,
2025-12-03,170.91,172.29,170.18,171.15,171.15,968338,968338,0.24,0.14042,171.1325,"December 03, 25",0.0014042,,,,,
2025-12-02,172.53,172.53,169.64,170.08,170.08,865541,865541,-2.45,-1.42,171.195,"December 02, 25",-0.0142,,,,,
2025-12-01,175.61,176.22,171.56,171.72,171.72,958700,958700,-3.89,-2.22,173.7775,"December 01, 25",-0.0222,,,,,
2025-11-28,176.22,176.99,175.61,176.37,176.37,336511,336511,0.15,0.08512087,176.2975,"November 28, 25",0.0008512087,,,,,
2025-11-26,173.31,176.02,173.21,175.74,175.74,715200,715200,2.43,1.4,174.57,"November 26, 25",0.014,,,,,
2025-11-25,174.89,175.63,172.64,173.34,173.34,991000,991000,-1.55,-0.88627,174.125,"November 25, 25",-0.0088627,,,,,
2025-11-24,174,175.37,173.34,174.56,174.56,4679912,4679912,0.56,0.32184,174.3175,"November 24, 25",0.0032184,2025-11-05,2025-12-08,2025-11-24,1,1
2025-11-21,175.3,176.11,174.3,175.16,174.16,1894706,1894706,-0.14,-0.07986309,175.2175,"November 21, 25",-0.0007986309,,,,,
2025-11-20,174.51,176,174.02,174.77,173.77,975720,975720,0.26,0.14899,174.825,"November 20, 25",0.0014899,,,,,
2025-11-19,175.02,175.66,173.56,173.92,172.93,993339,993339,-1.1,-0.6285,174.54,"November 19, 25",-0.006285,,,,,
2025-11-18,175.95,177.05,174.96,175.22,174.22,926200,926200,-0.73,-0.41489,175.795,"November 18, 25",-0.0041489,,,,,
2025-11-17,175.95,177.02,174.8,175.68,174.68,1430100,1430100,-0.27,-0.15345,175.8625,"November 17, 25",-0.0015345,,,,,
2025-11-14,177.97,179.26,174.89,175.12,174.12,1321807,1321807,-2.85,-1.6,176.81,"November 14, 25",-0.016,,,,,
2025-11-13,178.22,180.33,177.74,177.97,176.95,1210338,1210338,-0.25,-0.14028,178.565,"November 13, 25",-0.0014028,,,,,
2025-11-12,178.39,179.2,177.5,177.83,176.81,939200,939200,-0.56,-0.31392,178.23,"November 12, 25",-0.0031392,,,,,
2025-11-11,178.26,178.84,177.39,178.66,177.64,669100,669100,0.4,0.22439,178.2875,"November 11, 25",0.0022439,,,,,
2025-11-10,175.92,178.02,175.8,177.76,176.75,885811,885811,1.84,1.05,176.875,"November 10, 25",0.0105,,,,,
2025-11-07,176.43,177.87,175.29,176.91,175.9,1343600,1343600,0.48,0.27206,176.625,"November 07, 25",0.0027206,,,,,
2025-11-06,177.15,180.65,175.22,175.48,174.48,1741700,1741700,-1.67,-0.9427,177.125,"November 06, 25",-0.009427,,,,,
2025-11-05,173.55,174.34,171.7,172.59,171.6,1028344,1028344,-0.96,-0.55315,173.045,"November 05, 25",-0.0055315,,,,,
2025-11-04,173.51,174.11,171.82,173.95,172.96,834600,834600,0.44,0.25359,173.3475,"November 04, 25",0.0025359,,,,,
2025-11-03,170.98,173.23,169.31,172.7,171.71,766600,766600,1.72,1.01,171.555,"November 03, 25",0.0101,,,,,
2025-10-31,172.95,173.62,171.38,171.72,170.74,1906626,1906626,-1.23,-0.71119,172.4175,"October 31, 25",-0.0071119,,,,,
2025-10-30,172.41,174.13,172.26,173.35,172.36,660319,660319,0.94,0.54521,173.0375,"October 30, 25",0.0054521,,,,,
2025-10-29,173.82,174.4,171.44,171.66,170.68,816300,816300,-2.16,-1.24,172.83,"October 29, 25",-0.0124,,,,,
2025-10-28,175.9,176.46,174.28,174.49,173.49,713792,713792,-1.41,-0.80159,175.2825,"October 28, 25",-0.0080159,,,,,
2025-10-27,175.84,176.35,174.44,176.35,175.34,635600,635600,0.51,0.29004,175.745,"October 27, 25",0.0029004,,,,,
2025-10-24,176.23,176.67,175.19,175.93,174.93,627246,627246,-0.3,-0.17023,176.005,"October 24, 25",-0.0017023,,,,,
2025-10-23,178,178,174.98,175.75,174.75,765500,765500,-2.25,-1.26,176.6825,"October 23, 25",-0.0126,,,,,
2025-10-22,177.7,177.92,176.14,177.1,176.09,729937,729937,-0.6,-0.33765,177.215,"October 22, 25",-0.0033765,,,,,
2025-10-21,178.21,178.49,176.44,177.04,176.03,692300,692300,-1.17,-0.65653,177.545,"October 21, 25",-0.0065653,,,,,
2025-10-20,177.57,178.07,175.31,177.74,176.73,654540,654540,0.17,0.09573689,177.1725,"October 20, 25",0.0009573689,,,,,
2025-10-17,176.87,177.23,175.02,176.41,175.4,1075045,1075045,-0.46,-0.26008,176.3825,"October 17, 25",-0.0026008,,,,,
2025-10-16,178.63,179.6,176.15,176.37,175.36,1062271,1062271,-2.26,-1.27,177.6875,"October 16, 25",-0.0127,,,,,
2025-10-15,177.82,179.7,177.65,179.19,178.17,578300,578300,1.37,0.77044,178.59,"October 15, 25",0.0077044,,,,,
2025-10-14,176.21,177.95,175.41,177.65,176.64,610527,610527,1.44,0.81721,176.805,"October 14, 25",0.0081721,,,,,
2025-10-13,175.75,176.92,174.13,175.54,174.54,475426,475426,-0.21,-0.11949,175.585,"October 13, 25",-0.0011949,,,,,
2025-10-10,175.91,177.83,175.29,176.48,175.47,639834,639834,0.57,0.32403,176.3775,"October 10, 25",0.0032403,,,,,
2025-10-09,176.61,177.01,174.72,174.93,173.93,501038,501038,-1.68,-0.95125,175.8175,"October 09, 25",-0.0095125,,,,,
2025-10-08,175.57,176.11,173.22,175.75,174.75,740398,740398,0.18,0.10252,175.1625,"October 08, 25",0.0010252,,,,,
2025-10-07,174.39,175.49,173.54,174.91,173.91,643523,643523,0.52,0.29818,174.5825,"October 07, 25",0.0029818,,,,,
2025-10-06,170.64,173.55,170.19,173.32,172.33,844123,844123,2.68,1.57,171.925,"October 06, 25",0.0157,,,,,
2025-10-03,168.9,170.99,168.9,170.19,169.22,607200,607200,1.29,0.76377,169.745,"October 03, 25",0.0076377,,,,,
2025-10-02,168.72,169.12,167.62,168.85,167.89,578704,578704,0.13,0.07705073,168.5775,"October 02, 25",0.0007705073,,,,,
2025-10-01,171.16,171.16,169.09,169.38,168.41,851401,851401,-1.78,-1.04,170.1975,"October 01, 25",-0.0104,,,,,
2025-09-30,169.72,171.2,169.37,170.75,169.78,866828,866828,1.03,0.60688,170.26,"September 30, 25",0.0060688,,,,,
2025-09-29,168.9,169.7,167.38,169.55,168.58,753186,753186,0.65,0.38484,168.8825,"September 29, 25",0.0038484,,,,,
2025-09-26,167.68,169.96,167.04,168.45,167.49,687300,687300,0.77,0.45921,168.2825,"September 26, 25",0.0045921,,,,,
2025-09-25,166.92,168.86,166,166.46,165.51,758700,758700,-0.46,-0.27558,167.06,"September 25, 25",-0.0027558,,,,,
2025-09-24,166.34,167.24,166.08,166.77,165.82,621505,621505,0.43,0.25851,166.6075,"September 24, 25",0.0025851,,,,,
2025-09-23,162.71,166.49,162.7,166.34,165.39,822261,822261,3.63,2.23,164.56,"September 23, 25",0.0223,,,,,
2025-09-22,162.72,163.6,162.2,162.96,162.03,778100,778100,0.24,0.14749,162.87,"September 22, 25",0.0014749,,,,,
2025-09-19,162.78,163.94,161.45,162.93,162,1605700,1605700,0.15,0.09214891,162.775,"September 19, 25",0.0009214891,,,,,
2025-09-18,161.13,163.12,160.1,162.44,161.51,1004334,1004334,1.31,0.81301,161.6975,"September 18, 25",0.0081301,,,,,
2025-09-17,163.57,164.87,162.53,163.45,162.52,1052400,1052400,-0.12,-0.07336309,163.605,"September 17, 25",-0.0007336309,,,,,
2025-09-16,164.61,165.75,162.9,163.21,162.28,1182300,1182300,-1.4,-0.8505,164.1175,"September 16, 25",-0.008505,,,,,
2025-09-15,166.6,166.6,165.69,165.81,164.86,680400,680400,-0.79,-0.47419,166.175,"September 15, 25",-0.0047419,,,,,
2025-09-12,166.57,167.14,165.97,166.54,165.59,414826,414826,-0.03,-0.01801045,166.555,"September 12, 25",-0.0001801045,,,,,
2025-09-11,163.65,166.55,162.71,166.39,165.44,692127,692127,2.74,1.67,164.825,"September 11, 25",0.0167,,,,,
2025-09-10,164.59,164.95,163.62,163.91,162.97,703724,703724,-0.68,-0.41315,164.2675,"September 10, 25",-0.0041315,,,,,
2025-09-09,162.9,164.92,162.51,164.07,163.13,659352,659352,1.17,0.71823,163.6,"September 09, 25",0.0071823,,,,,
2025-09-08,166.48,166.55,163.34,163.87,162.93,1030548,1030548,-2.61,-1.57,165.06,"September 08, 25",-0.0157,,,,,
2025-09-05,165.21,166.57,164.83,166.48,165.53,847700,847700,1.27,0.76872,165.7725,"September 05, 25",0.0076872,,,,,
2025-09-04,165.98,166.47,162.99,164.79,163.85,980900,980900,-1.19,-0.71695,165.0575,"September 04, 25",-0.0071695,,,,,
2025-09-03,165.24,165.76,164.31,165.22,164.28,655315,655315,-0.02,-0.01210361,165.1325,"September 03, 25",-0.0001210361,,,,,
2025-09-02,165.74,166.75,165.36,165.46,164.52,964000,964000,-0.28,-0.16894,165.8275,"September 02, 25",-0.0016894,,,,,
2025-08-29,165.32,166.72,164.91,166.13,165.18,724242,724242,0.81,0.48996,165.77,"August 29, 25",0.0048996,,,,,
2025-08-28,166.02,166.02,165.1,165.43,164.49,650719,650719,-0.59,-0.35538,165.6425,"August 28, 25",-0.0035538,,,,,
2025-08-27,166.01,166.64,165.35,166.25,165.3,927900,927900,0.24,0.14457,166.0625,"August 27, 25",0.0014457,,,,,
2025-08-26,165.35,166.46,164.53,166.01,165.06,2011000,2011000,0.66,0.39915,165.5875,"August 26, 25",0.0039915,,,,,
2025-08-25,166.43,166.85,165.18,165.45,164.51,638047,638047,-0.98,-0.58884,165.9775,"August 25, 25",-0.0058884,2025-08-06,2025-09-08,2025-08-25,0.87,0.87
2025-08-22,167.39,168.86,167.16,168.21,166.38,720000,720000,0.82,0.48987,167.905,"August 22, 25",0.0048987,,,,,
2025-08-21,165.75,167.15,165.62,166.79,164.98,514517,514517,1.04,0.62745,166.3275,"August 21, 25",0.0062745,,,,,
2025-08-20,166.4,167.85,165.57,166.09,164.28,766230,766230,-0.31,-0.1863,166.4775,"August 20, 25",-0.001863,,,,,
2025-08-19,163.88,165.88,163.77,165.81,164.01,669700,669700,1.93,1.18,164.835,"August 19, 25",0.0118,,,,,
2025-08-18,165.35,165.35,163.82,164.02,162.24,870000,870000,-1.33,-0.80435,164.635,"August 18, 25",-0.0080435,,,,,
2025-08-15,165.99,166.66,164.86,165.37,163.57,968700,968700,-0.62,-0.37352,165.72,"August 15, 25",-0.0037352,,,,,
2025-08-14,166.98,167.44,165.69,166.13,164.32,658400,658400,-0.85,-0.50904,166.56,"August 14, 25",-0.0050904,,,,,
2025-08-13,165.47,166.99,164.51,166.98,165.16,861400,861400,1.51,0.91255,165.9875,"August 13, 25",0.0091255,,,,,
2025-08-12,165.21,165.95,163.7,165.72,163.92,1007000,1007000,0.51,0.3087,165.145,"August 12, 25",0.003087,,,,,
2025-08-11,164.54,165.16,163.33,165.04,163.24,1306500,1306500,0.5,0.30388,164.5175,"August 11, 25",0.0030388,,,,,
2025-08-08,162.84,166.37,162.73,164.29,162.5,1416100,1416100,1.45,0.89044,164.0575,"August 08, 25",0.0089044,,,,,
2025-08-07,160.99,166.43,160.91,162.72,160.95,2039508,2039508,1.73,1.07,162.7625,"August 07, 25",0.0107,,,,,
2025-08-06,156.62,158.57,155.56,157.02,155.31,1409932,1409932,0.4,0.2554,156.9425,"August 06, 25",0.002554,,,,,
2025-08-05,159.5,160,156.44,156.63,154.93,863205,863205,-2.87,-1.8,158.1425,"August 05, 25",-0.018,,,,,
2025-08-04,156.01,159.76,155.89,159.45,157.72,1092910,1092910,3.44,2.2,157.7775,"August 04, 25",0.022,,,,,
2025-08-01,157.49,157.49,154.62,155.81,154.11,829964,829964,-1.68,-1.07,156.3525,"August 01, 25",-0.0107,,,,,
2025-07-31,155.87,156.87,154.55,155.92,154.22,1166500,1166500,0.05,0.03207801,155.8025,"July 31, 25",0.0003207801,,,,,
2025-07-30,156.69,157.54,155.75,156.2,154.5,656400,656400,-0.49,-0.31272,156.545,"July 30, 25",-0.0031272,,,,,
2025-07-29,155.4,156.53,154.53,156.11,154.41,614337,614337,0.71,0.45689,155.6425,"July 29, 25",0.0045689,,,,,
2025-07-28,156.4,156.59,154.23,154.68,153,734529,734529,-1.72,-1.1,155.475,"July 28, 25",-0.011,,,,,
2025-07-25,157.39,158.01,156.12,156.84,155.13,533700,533700,-0.55,-0.34945,157.09,"July 25, 25",-0.0034945,,,,,
2025-07-24,157.64,158.55,157.08,157.71,155.99,451127,451127,0.07,0.04440497,157.745,"July 24, 25",0.0004440497,,,,,
2025-07-23,158.98,159.4,156.46,157.09,155.38,509100,509100,-1.89,-1.19,157.9825,"July 23, 25",-0.0119,,,,,
2025-07-22,158.69,160.58,158.49,158.78,157.05,495519,495519,0.09,0.05671435,159.135,"July 22, 25",0.0005671435,,,,,
2025-07-21,156.66,159.1,156.66,158.22,156.5,753412,753412,1.56,0.99579,157.66,"July 21, 25",0.0099579,,,,,
2025-07-18,155.6,157.47,155.6,156.66,154.96,751424,751424,1.06,0.68123,156.3325,"July 18, 25",0.0068123,,,,,
2025-07-17,155.06,155.94,153.94,155.27,153.58,488300,488300,0.215,0.13543,155.0525,"July 17, 25",0.0013543,,,,,
2025-07-16,154.29,155.18,153.84,154.83,153.15,631100,631100,0.54,0.34999,154.535,"July 16, 25",0.0034999,,,,,
2025-07-15,154.92,155.17,152.8,154.1,152.42,530748,530748,-0.82,-0.52931,154.2475,"July 15, 25",-0.0052931,,,,,
2025-07-14,154.19,156.61,154.11,155.4,153.71,733412,733412,1.21,0.78475,155.0775,"July 14, 25",0.0078475,,,,,
2025-07-11,153.74,155.04,152.89,154.19,152.51,436931,436931,0.45,0.2927,153.965,"July 11, 25",0.002927,,,,,
2025-07-10,152.15,154.73,152.15,154.37,152.69,531124,531124,2.22,1.46,153.35,"July 10, 25",0.0146,,,,,
2025-07-09,152.02,153.44,151.28,153.1,151.43,680316,680316,1.08,0.71043,152.46,"July 09, 25",0.0071043,,,,,
2025-07-08,151.74,152.59,150.51,151.99,150.34,721900,721900,0.25,0.16476,151.7075,"July 08, 25",0.0016476,,,,,
2025-07-07,152.32,153.36,152.13,152.79,151.13,638000,638000,0.47,0.30856,152.65,"July 07, 25",0.0030856,,,,,
2025-07-03,150.95,152.81,150.63,152.28,150.62,412900,412900,1.33,0.88109,151.6675,"July 03, 25",0.0088109,,,,,
2025-07-02,152.94,153.67,149.98,151.51,149.86,808800,808800,-1.43,-0.93501,152.025,"July 02, 25",-0.0093501,,,,,
2025-07-01,153.92,155.78,152.87,153.65,151.98,980324,980324,-0.27,-0.17542,154.055,"July 01, 25",-0.0017542,,,,,
2025-06-30,152.23,154.19,152.07,154.11,152.43,810237,810237,1.88,1.23,153.15,"June 30, 25",0.0123,,,,,
2025-06-27,152.54,153.98,152.37,152.49,150.83,1551600,1551600,-0.05,-0.03277829,152.845,"June 27, 25",-0.0003277829,,,,,
2025-06-26,152.82,153.91,152.14,152.92,151.26,573300,573300,0.1,0.06543646,152.9475,"June 26, 25",0.0006543646,,,,,
2025-06-25,155.67,155.79,152.72,152.73,151.07,672709,672709,-2.94,-1.89,154.2275,"June 25, 25",-0.0189,,,,,
2025-06-24,155.9,157.1,155.69,156.44,154.74,746451,746451,0.54,0.34638,156.2825,"June 24, 25",0.0034638,,,,,
2025-06-23,154.51,156.82,154.51,156.37,154.67,820084,820084,1.86,1.2,155.5525,"June 23, 25",0.012,,,,,
2025-06-20,152.32,154.16,152.32,153.56,151.89,1558322,1558322,1.24,0.81408,153.09,"June 20, 25",0.0081408,,,,,
2025-06-18,152.5,153.2,152.14,152.39,150.73,501025,501025,-0.11,-0.07213115,152.5575,"June 18, 25",-0.0007213115,,,,,
2025-06-17,151.85,152.51,150.68,152.3,150.64,511000,511000,0.45,0.29635,151.835,"June 17, 25",0.0029635,,,,,
2025-06-16,153.62,154.17,151.38,152.04,150.39,738301,738301,-1.58,-1.03,152.8025,"June 16, 25",-0.0103,,,,,
2025-06-13,154.24,154.55,152.53,152.99,151.33,646228,646228,-1.25,-0.81043,153.5775,"June 13, 25",-0.0081043,,,,,
2025-06-12,152.81,154.59,152.59,154.49,152.81,783856,783856,1.68,1.1,153.62,"June 12, 25",0.011,,,,,
2025-06-11,152.94,153.48,152.43,152.47,150.81,919400,919400,-0.47,-0.30731,152.83,"June 11, 25",-0.0030731,,,,,
2025-06-10,152.06,153.29,151.42,152.98,151.32,871505,871505,0.92,0.60502,152.4375,"June 10, 25",0.0060502,,,,,
2025-06-09,151.49,152.8,150.72,151.97,150.32,791808,791808,0.48,0.31685,151.745,"June 09, 25",0.0031685,,,,,
2025-06-06,152.98,153.58,151.3,152.18,150.52,624502,624502,-0.8,-0.52294,152.51,"June 06, 25",-0.0052294,,,,,
2025-06-05,152.27,152.85,151.46,152.35,150.69,867219,867219,0.08,0.05253825,152.2325,"June 05, 25",0.0005253825,,,,,
2025-06-04,154.41,154.58,152.04,152.15,150.49,901500,901500,-2.26,-1.46,153.295,"June 04, 25",-0.0146,,,,,
2025-06-03,155.27,155.3,153.07,154.61,152.93,1259237,1259237,-0.66,-0.42507,154.5625,"June 03, 25",-0.0042507,,,,,
2025-06-02,153.66,154.89,153.23,154.64,152.96,935342,935342,0.98,0.63777,154.105,"June 02, 25",0.0063777,,,,,
2025-05-30,154.24,155.41,153.62,154.68,153,3090022,3090022,0.44,0.28527,154.4875,"May 30, 25",0.0028527,,,,,
2025-05-29,152.96,154.5,152.1,154.34,152.66,743517,743517,1.38,0.9022,153.475,"May 29, 25",0.009022,,,,,
2025-05-28,155.95,156.51,153.5,153.72,152.05,1050938,1050938,-2.23,-1.43,154.92,"May 28, 25",-0.0143,,,,,
2025-05-27,157.27,157.27,155.68,156.49,154.79,911600,911600,-0.78,-0.49596,156.6775,"May 27, 25",-0.0049596,2025-05-07,2025-06-09,2025-05-27,0.87,0.87
2025-05-23,156.46,157.52,154.8,157.28,154.71,984700,984700,0.82,0.5241,156.515,"May 23, 25",0.005241,,,,,
2025-05-22,156.59,156.89,154.14,155.29,152.75,1135036,1135036,-1.3,-0.83019,155.7275,"May 22, 25",-0.0083019,,,,,
2025-05-21,158.59,158.94,156.67,156.96,154.4,1127432,1127432,-1.63,-1.03,157.79,"May 21, 25",-0.0103,,,,,
2025-05-20,159.87,160.3,158.79,159.1,156.5,1075300,1075300,-0.77,-0.48164,159.515,"May 20, 25",-0.0048164,,,,,
2025-05-19,157.9,160,157.08,159.98,157.37,1226900,1226900,2.08,1.32,158.74,"May 19, 25",0.0132,,,,,
2025-05-16,155.26,157.68,154.96,157.68,155.1,1206220,1206220,2.42,1.56,156.395,"May 16, 25",0.0156,,,,,
2025-05-15,153.64,156.03,152.43,155.97,153.42,1088700,1088700,2.33,1.52,154.5175,"May 15, 25",0.0152,,,,,
2025-05-14,153.52,153.64,150,152.25,149.76,1504704,1504704,-1.27,-0.82725,152.3525,"May 14, 25",-0.0082725,,,,,
2025-05-13,155.41,155.9,153.45,153.66,151.15,1001000,1001000,-1.75,-1.13,154.605,"May 13, 25",-0.0113,,,,,
2025-05-12,158.15,159.94,153.82,155.23,152.69,1275037,1275037,-2.92,-1.85,156.785,"May 12, 25",-0.0185,,,,,
2025-05-09,161.48,161.65,157.81,159.86,157.25,1107000,1107000,-1.62,-1,160.2,"May 09, 25",-0.01,,,,,
2025-05-08,166,167.45,160.83,161.25,158.62,1841888,1841888,-4.75,-2.86,163.8825,"May 08, 25",-0.0286,,,,,
2025-05-07,161.24,163.47,161.22,162.66,160,1332374,1332374,1.42,0.88067,162.1475,"May 07, 25",0.0088067,,,,,
2025-05-06,161.5,162.9,161.19,161.96,159.31,1042700,1042700,0.46,0.28483,161.8875,"May 06, 25",0.0028483,,,,,
2025-05-05,161.37,161.54,159.35,161.4,158.76,1107513,1107513,0.03,0.01859082,160.915,"May 05, 25",0.0001859082,,,,,
2025-05-02,160.84,161.65,159.66,161.5,158.86,663000,663000,0.66,0.41035,160.9125,"May 02, 25",0.0041035,,,,,
2025-05-01,160.76,161.67,159.17,160.18,157.56,1219529,1219529,-0.58,-0.36079,160.445,"May 01, 25",-0.0036079,,,,,
2025-04-30,160.01,161.05,156.63,160.63,158.01,1640203,1640203,0.62,0.38748,159.58,"April 30, 25",0.0038748,,,,,
2025-04-29,158.38,160.08,157.89,159.69,157.08,650893,650893,1.31,0.82712,159.01,"April 29, 25",0.0082712,,,,,
2025-04-28,157.45,158.82,156.16,158.73,156.14,1147661,1147661,1.28,0.81296,157.79,"April 28, 25",0.0081296,,,,,
2025-04-25,159.09,159.66,157.01,158.14,155.56,1245900,1245900,-0.95,-0.59715,158.475,"April 25, 25",-0.0059715,,,,,
2025-04-24,159.39,160.06,158.17,159.67,157.06,1498236,1498236,0.28,0.17567,159.3225,"April 24, 25",0.0017567,,,,,
2025-04-23,160.62,161.47,157.88,159.59,156.98,1790300,1790300,-1.03,-0.64127,159.89,"April 23, 25",-0.0064127,,,,,
2025-04-22,157.89,161.49,157.51,160.11,157.49,1602305,1602305,2.22,1.41,159.25,"April 22, 25",0.0141,,,,,
2025-04-21,156.78,156.93,154.43,156.54,153.98,1765700,1765700,-0.24,-0.15308,156.17,"April 21, 25",-0.0015308,,,,,
2025-04-17,156.3,159.2,156.3,157.54,154.97,904424,904424,1.24,0.79335,157.335,"April 17, 25",0.0079335,,,,,
2025-04-16,157.05,157.75,155.39,156.31,153.76,1481900,1481900,-0.74,-0.47119,156.625,"April 16, 25",-0.0047119,,,,,
2025-04-15,155.76,157.53,154.84,156.27,153.72,1439400,1439400,0.51,0.32743,156.1,"April 15, 25",0.0032743,,,,,
2025-04-14,152.22,155.79,151.31,154.98,152.45,1002317,1002317,2.76,1.81,153.575,"April 14, 25",0.0181,,,,,
2025-04-11,148.94,152.46,147.33,151.48,149,926200,926200,2.54,1.71,150.0525,"April 11, 25",0.0171,,,,,
2025-04-10,149,151.78,146.29,149.29,146.85,1170500,1170500,0.29,0.19463,149.09,"April 10, 25",0.0019463,,,,,
2025-04-09,145.14,150.93,142.54,148.89,146.46,1471644,1471644,3.75,2.58,146.875,"April 09, 25",0.0258,,,,,
2025-04-08,148.37,150.37,145.43,146.85,144.45,1874934,1874934,-1.52,-1.02,147.755,"April 08, 25",-0.0102,,,,,
2025-04-07,144.58,149.16,141.59,145.06,142.69,2060803,2060803,0.48,0.332,145.0975,"April 07, 25",0.00332,,,,,
2025-04-04,154.48,156,147.07,147.81,145.39,1431819,1431819,-6.67,-4.32,151.34,"April 04, 25",-0.0432,,,,,
2025-04-03,155.59,157.62,155.07,155.29,152.75,1159139,1159139,-0.3,-0.19281,155.8925,"April 03, 25",-0.0019281,,,,,
2025-04-02,154.75,155.62,153.6,155.21,152.67,718622,718622,0.46,0.29725,154.795,"April 02, 25",0.0029725,,,,,
2025-04-01,154.43,155.27,152.99,154.94,152.41,770863,770863,0.51,0.33025,154.4075,"April 01, 25",0.0033025,,,,,
2025-03-31,153.23,155.26,153.23,154.58,152.05,1116279,1116279,1.35,0.88103,154.075,"March 31, 25",0.0088103,,,,,
2025-03-28,152.27,153.4,151.6,152.46,149.97,858334,858334,0.19,0.12478,152.4325,"March 28, 25",0.0012478,,,,,
2025-03-27,151.02,151.95,150.28,150.94,148.47,661600,661600,-0.08,-0.05297312,151.0475,"March 27, 25",-0.0005297312,,,,,
2025-03-26,148.38,150.83,148.2,150.16,147.71,634000,634000,1.78,1.2,149.3925,"March 26, 25",0.012,,,,,
2025-03-25,149.4,149.63,147.32,148.34,145.92,875833,875833,-1.06,-0.7095,148.6725,"March 25, 25",-0.007095,,,,,
2025-03-24,148,150.51,148,149.64,147.19,694300,694300,1.64,1.11,149.0375,"March 24, 25",0.0111,,,,,
2025-03-21,150.37,152.04,147.9,148.63,146.2,1938428,1938428,-1.74,-1.16,149.735,"March 21, 25",-0.0116,,,,,
2025-03-20,150.84,151.39,149.87,150.82,148.36,1062300,1062300,-0.02,-0.01325908,150.73,"March 20, 25",-0.0001325908,,,,,
2025-03-19,150.47,151.1,149.37,150.75,148.29,702400,702400,0.28,0.18608,150.4225,"March 19, 25",0.0018608,,,,,
2025-03-18,150.65,151.15,149.47,150.56,148.1,645440,645440,-0.09,-0.05974112,150.4575,"March 18, 25",-0.0005974112,,,,,
2025-03-17,149.94,152.44,149.79,151.48,149,936400,936400,1.54,1.03,150.9125,"March 17, 25",0.0103,,,,,
2025-03-14,146.99,150.33,146.66,149.89,147.44,795700,795700,2.9,1.97,148.4675,"March 14, 25",0.0197,,,,,
2025-03-13,147.26,148.53,146.21,147.03,144.63,811100,811100,-0.23,-0.15619,147.2575,"March 13, 25",-0.0015619,,,,,
2025-03-12,147.8,148.25,146.25,147.16,144.76,644411,644411,-0.64,-0.43302,147.365,"March 12, 25",-0.0043302,,,,,
2025-03-11,149.85,150.31,148.11,148.66,146.23,1017600,1017600,-1.19,-0.79413,149.2325,"March 11, 25",-0.0079413,,,,,
