holder,shares,dateReported,change
VANGUARD GROUP INC,155997751,2025-09-30,1348892
"BlackRock, Inc.",136390486,2025-09-30,-1291922
STATE STREET CORP,73824441,2025-09-30,1755182
"GEODE CAPITAL MANAGEMENT, LLC",37297320,2025-09-30,606635
MORGAN STANLEY,30061749,2025-09-30,445032
PRICE T ROWE ASSOCIATES INC /MD/,20269319,2025-09-30,-6000374
UBS ASSET MANAGEMENT AMERICAS INC,18851680,2025-09-30,-4452897
NORTHERN TRUST CORP,16629875,2025-09-30,34040
BANK OF AMERICA CORP /DE/,13616327,2025-09-30,1014832
JPMORGAN CHASE & CO,13565172,2025-09-30,816350
Amundi,13486227,2025-09-30,2012865
Invesco Ltd.,13348413,2025-09-30,813844
BARCLAYS PLC,13216885,2025-09-30,-1020464
Legal & General Group Plc,11579113,2025-09-30,191590
VAN ECK ASSOCIATES CORP,11509922,2025-09-30,-908108
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,11305466,2025-09-30,447626
"T. Rowe Price Investment Management, Inc.",10134961,2025-09-30,-2830250
GOLDMAN SACHS GROUP INC,10094316,2025-09-30,3107496
Bank of New York Mellon Corp,10006634,2025-09-30,131052
DEUTSCHE BANK AG\,9088981,2025-09-30,-830009
WELLS FARGO & COMPANY/MN,9024327,2025-09-30,2844393
VICTORY CAPITAL MANAGEMENT INC,8910031,2025-09-30,-186686
FMR LLC,8765346,2025-09-30,-5788751
UBS Group AG,8022115,2025-09-30,-1249567
"Nuveen, LLC",6733028,2025-09-30,-589311
Clear Street Group Inc.,6719207,2025-09-30,6719207
BANK OF MONTREAL /CAN/,6324140,2025-09-30,-2355184
ROYAL BANK OF CANADA,6084790,2025-09-30,463018
"Sumitomo Mitsui Trust Holdings, Inc.",5841074,2025-09-30,151777
DIMENSIONAL FUND ADVISORS LP,5574208,2025-09-30,75059
"BNP PARIBAS ARBITRAGE, SNC",5511506,2025-09-30,-1425030
"MARSHALL WACE, LLP",5073542,2025-09-30,-2446090
WELLINGTON MANAGEMENT GROUP LLP,4847825,2025-09-30,3735807
Swiss National Bank,4673875,2025-09-30,-244100
"JANE STREET GROUP, LLC",4633884,2025-09-30,-341002
"Rafferty Asset Management, LLC",4379763,2025-09-30,-2393160
VIKING GLOBAL INVESTORS LP,4181269,2025-09-30,2270698
HSBC HOLDINGS PLC,4162033,2025-09-30,-513601
Pictet Asset Management Holding SA,4042886,2025-09-30,-454231
CITIGROUP INC,3935690,2025-09-30,-2054781
NORDEA INVESTMENT MANAGEMENT AB,3905148,2025-09-30,2619294
JENNISON ASSOCIATES LLC,3874319,2025-09-30,3874319
"Winslow Capital Management, LLC",3448089,2025-09-30,3448089
CANADA PENSION PLAN INVESTMENT BOARD,3380654,2025-09-30,823696
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",3379104,2025-09-30,147539
National Pension Service,3377037,2025-09-30,90762
RAYMOND JAMES FINANCIAL INC,3340302,2025-09-30,97781
BNP Paribas Asset Management Holding S.A.,3218051,2025-09-30,-138039
ARK Investment Management LLC,3057911,2025-09-30,349806
Assenagon Asset Management S.A.,2931362,2025-09-30,-3148789
"PARNASSUS INVESTMENTS, LLC",2920991,2025-09-30,-1070066
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,2906880,2025-09-30,-126004
RHUMBLINE ADVISERS,2877750,2025-09-30,-15349
TORONTO DOMINION BANK,2766224,2025-09-30,-522475
MACQUARIE GROUP LTD,2717638,2025-09-30,807846
"CAPSTONE INVESTMENT ADVISORS, LLC",2683559,2025-09-30,-467670
ALLIANCEBERNSTEIN L.P.,2561473,2025-09-30,-230825
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,2551456,2025-09-30,5088
LPL Financial LLC,2450705,2025-09-30,118709
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",2354052,2025-09-30,748040
SCHRODER INVESTMENT MANAGEMENT GROUP,2333999,2025-09-30,-32796
Artisan Partners Limited Partnership,2333254,2025-09-30,-153710
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,2294947,2025-09-30,224598
NATIONAL BANK OF CANADA /FI/,2286142,2025-09-30,863012
