holder,shares,dateReported,change
"BNP PARIBAS ARBITRAGE, SNC",860651,2025-09-30,-20093
AMERICAN CENTURY COMPANIES INC,859591,2025-09-30,185630
RAYMOND JAMES FINANCIAL INC,847410,2025-09-30,-225036
"MARSHALL WACE, LLP",838503,2025-09-30,838503
Maple Rock Capital Partners Inc.,803280,2025-09-30,-200600
RHUMBLINE ADVISERS,722834,2025-09-30,-48306
"Sumitomo Mitsui Trust Holdings, Inc.",709565,2025-09-30,3765
TUDOR INVESTMENT CORP ET AL,708406,2025-09-30,674403
Jain Global LLC,674891,2025-09-30,134844
NEW YORK STATE COMMON RETIREMENT FUND,658027,2025-09-30,-414400
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",656254,2025-09-30,11968
"Holocene Advisors, LP",655960,2025-09-30,554826
Retirement Systems of Alabama,632705,2025-09-30,559926
WELLS FARGO & COMPANY/MN,630590,2025-09-30,-161219
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,601840,2025-09-30,-21733
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,577641,2025-09-30,-13462
HSBC HOLDINGS PLC,522187,2025-09-30,-56624
ROYAL BANK OF CANADA,517461,2025-09-30,-136943
DEPRINCE RACE & ZOLLO INC,469292,2025-09-30,-333451
NORDEA INVESTMENT MANAGEMENT AB,468597,2025-09-30,149
"TCTC Holdings, LLC",458294,2025-09-30,-3250
FACTORY MUTUAL INSURANCE CO,439600,2025-09-30,-115000
CLOUGH CAPITAL PARTNERS L P,437172,2025-09-30,437172
Ceredex Value Advisors LLC,426350,2025-09-30,-179000
CITIGROUP INC,418018,2025-09-30,56158
"Brandywine Global Investment Management, LLC",410965,2025-09-30,-42288
SEI INVESTMENTS CO,410408,2025-09-30,-108487
PENN DAVIS MCFARLAND INC,406337,2025-09-30,-2023
"Russell Investments Group, Ltd.",399996,2025-09-30,316581
"IMC-Chicago, LLC",395654,2025-09-30,395654
Silvant Capital Management LLC,387977,2025-09-30,13004
LOS ANGELES CAPITAL MANAGEMENT LLC,386785,2025-09-30,376366
Squarepoint Ops LLC,384364,2025-09-30,361346
"OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC",382342,2025-09-30,-22051
PRINCIPAL FINANCIAL GROUP INC,360066,2025-09-30,-52240
GREAT WEST LIFE ASSURANCE CO /CAN/,321768,2025-09-30,19608
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,315481,2025-09-30,-44147
Aquatic Capital Management LLC,315168,2025-09-30,165157
PINNACLE ASSOCIATES LTD,301683,2025-09-30,-8994
ALLIANCEBERNSTEIN L.P.,301510,2025-09-30,-23976
"WOLVERINE TRADING, LLC",292464,2025-09-30,188101
HRT FINANCIAL LP,282187,2025-09-30,249410
"ADAGE CAPITAL PARTNERS GP, L.L.C.",281200,2025-09-30,-29400
GUGGENHEIM CAPITAL LLC,279427,2025-09-30,-28372
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,279421,2025-09-30,-12115
OPTIMAS CAPITAL Ltd,277964,2025-09-30,15364
"Madison Asset Management, LLC",274900,2025-09-30,-65000
AVIVA PLC,272284,2025-09-30,28784
Verition Fund Management LLC,270139,2025-09-30,-169864
DAVIDSON INVESTMENT ADVISORS,269601,2025-09-30,-2032
"GROUP ONE TRADING, L.P.",255518,2025-09-30,186843
TOCQUEVILLE ASSET MANAGEMENT L.P.,250192,2025-09-30,-64004
Mitsubishi UFJ Trust & Banking Corp,247500,2025-09-30,93831
"Interval Partners, LP",246551,2025-09-30,246551
Zurcher Kantonalbank (Zurich Cantonalbank),240394,2025-09-30,2721
VICTORY CAPITAL MANAGEMENT INC,237351,2025-09-30,-2589890
FORSTA AP-FONDEN,235800,2025-09-30,58200
Walleye Trading LLC,232485,2025-09-30,232485
Mediolanum International Funds Ltd,230589,2025-09-30,-853
Allianz Asset Management GmbH,227278,2025-09-30,177695
DekaBank Deutsche Girozentrale,222156,2025-09-30,0
Brookstone Capital Management,221561,2025-09-30,-4656
abrdn plc,221448,2025-09-30,-25151
CAPITAL FUND MANAGEMENT S.A.,217252,2025-09-30,190117
Zweig-DiMenna Associates LLC,212500,2025-09-30,212500
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,211248,2025-09-30,-226780
Employees Retirement System of Texas,206598,2025-09-30,206598
LPL Financial LLC,199141,2025-09-30,-26851
STATE OF WISCONSIN INVESTMENT BOARD,196700,2025-09-30,-12461
Korea Investment CORP,195197,2025-09-30,-42346
PRUDENTIAL FINANCIAL INC,193072,2025-09-30,668
"NATIXIS ADVISORS, L.P.",192067,2025-09-30,-19245
WINTON GROUP Ltd,188781,2025-09-30,124951
TD ASSET MANAGEMENT INC,182352,2025-09-30,28203
"ASSETMARK, INC",180418,2025-09-30,5347
"State of Tennessee, Treasury Department",177524,2025-09-30,83857
BANK OF MONTREAL /CAN/,177437,2025-09-30,12267
Cinctive Capital Management LP,173551,2025-09-30,173551
Calamos Advisors LLC,171353,2025-09-30,0
Universal- Beteiligungs- und Servicegesellschaft mbH,165966,2025-09-30,18348
TWINBEECH CAPITAL LP,164239,2025-09-30,164239
Mizuho Markets Cayman LP,161800,2025-09-30,161800
Schonfeld Strategic Advisors LLC,161494,2025-09-30,-188800
Assenagon Asset Management S.A.,159415,2025-09-30,147464
"IEQ CAPITAL, LLC",159027,2025-09-30,117220
"ADVISOR GROUP HOLDINGS, INC.",158397,2025-09-30,13140
ROYAL LONDON ASSET MANAGEMENT LTD,157885,2025-09-30,-6679
"Chevy Chase Trust Holdings, LLC",157645,2025-09-30,-21503
DANSKE BANK A/S,149659,2025-09-30,3000
"Asset Management One Co., Ltd.",148327,2025-09-30,-2397
US BANCORP \DE\,144809,2025-09-30,12119
Qube Research & Technologies Ltd,144560,2025-09-30,144560
VAN ECK ASSOCIATES CORP,144311,2025-09-30,-7851
Pictet Asset Management Holding SA,142118,2025-09-30,-4614
Treasurer of the State of North Carolina,139899,2025-09-30,-9723
MARK ASSET MANAGEMENT LP,130000,2025-09-30,30000
Engineers Gate Manager LP,125751,2025-09-30,125751
Man Group plc,123564,2025-09-30,123564
State of New Jersey Common Pension Fund D,122469,2025-09-30,3589
Brevan Howard Capital Management LP,122297,2025-09-30,79372
TORONTO DOMINION BANK,120790,2025-09-30,-19279
"Connor, Clark & Lunn Investment Management Ltd.",119187,2025-09-30,119187
NOMURA ASSET MANAGEMENT CO LTD,115122,2025-09-30,-7316
"Kestra Advisory Services, LLC",110943,2025-09-30,96261
"Resona Asset Management Co.,Ltd.",110200,2025-09-30,-7877
PEAK6 LLC,109997,2025-09-30,109997
"Jump Financial, LLC",108231,2025-09-30,94513
NATIXIS,104844,2025-09-30,89136
Arizona State Retirement System,104639,2025-09-30,1372
CREDIT AGRICOLE S A,104097,2025-09-30,104097
"CWM, LLC",102576,2025-09-30,44940
CONTINENTAL ADVISORS LLC,100325,2025-09-30,0
"ExodusPoint Capital Management, LP",98808,2025-09-30,98808
"Gotham Asset Management, LLC",98273,2025-09-30,41266
MACQUARIE GROUP LTD,92848,2025-09-30,-3318
"MetLife Investment Management, LLC",91410,2025-09-30,-9274
"PineBridge Investments, L.P.",90166,2025-09-30,90166
Quantinno Capital Management LP,88527,2025-09-30,40653
ENVESTNET ASSET MANAGEMENT INC,88114,2025-09-30,-38004
"GAMCO INVESTORS, INC. ET AL",88065,2025-09-30,-700
"MOORE CAPITAL MANAGEMENT, LP",87667,2025-09-30,87667
Weiss Asset Management LP,86930,2025-09-30,86930
"SRS Capital Advisors, Inc.",85413,2025-09-30,85232
STATE OF MICHIGAN RETIREMENT SYSTEM,83501,2025-09-30,-8700
TEACHER RETIREMENT SYSTEM OF TEXAS,82921,2025-09-30,29221
OPPENHEIMER ASSET MANAGEMENT INC.,82711,2025-09-30,-3052
Sciencast Management LP,80525,2025-09-30,80525
"Rakuten Investment Management, Inc.",79907,2025-09-30,79907
Robeco Institutional Asset Management B.V.,79777,2025-09-30,-1847
Czech National Bank,78453,2025-09-30,-4452
Paloma Partners Management Co,77796,2025-09-30,28476
"Bridgewater Associates, LP",77779,2025-09-30,77779
VOYA INVESTMENT MANAGEMENT LLC,77750,2025-09-30,-120542
NATIONAL BANK OF CANADA /FI/,76507,2025-09-30,-160970
"HighTower Advisors, LLC",76055,2025-09-30,22151
"Bayesian Capital Management, LP",75800,2025-09-30,67800
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,74177,2025-09-30,-9007
"XPONANCE, INC.",73978,2025-09-30,-2726
"Mariner, LLC",73806,2025-09-30,25548
AXA Investment Managers S.A.,70845,2025-09-30,70845
Creative Planning,70438,2025-09-30,21345
IFM Investors Pty Ltd,69378,2025-09-30,3443
Mn Services Vermogensbeheer B.V.,68900,2025-09-30,-70500
AMALGAMATED BANK,68291,2025-09-30,-3865
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,66463,2025-09-30,3060
DnB Asset Management AS,65757,2025-09-30,1652
FIRST TRUST ADVISORS LP,63090,2025-09-30,55397
South Dakota Investment Council,62938,2025-09-30,-11916
Campbell & CO Investment Adviser LLC,61877,2025-09-30,61877
BNP Paribas Asset Management Holding S.A.,60925,2025-09-30,12547
CIBC Asset Management Inc,60626,2025-09-30,-261
Ilmarinen Mutual Pension Insurance Co,60000,2025-09-30,0
USS Investment Management Ltd,59736,2025-09-30,0
EASTERLY INVESTMENT PARTNERS LLC,56502,2025-09-30,-9618
Daiwa Securities Group Inc.,55943,2025-09-30,1385
CIBC WORLD MARKET INC.,55754,2025-09-30,-21434
MACKENZIE FINANCIAL CORP,53945,2025-09-30,156
Ninety One UK Ltd,53201,2025-09-30,0
ProShare Advisors LLC,52940,2025-09-30,-4997
Utah Retirement Systems,51433,2025-09-30,-4495
Police & Firemen's Retirement System of New Jersey,51000,2025-09-30,2308
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,50778,2025-09-30,-4829
"Orvieto Partners, L.P.",50000,2025-09-30,0
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",49336,2025-09-30,18122
Wealthfront Advisers LLC,47958,2025-09-30,29769
STIFEL FINANCIAL CORP,47670,2025-09-30,-1294
EVERETT HARRIS & CO /CA/,45393,2025-09-30,0
Cerity Partners LLC,44892,2025-09-30,27297
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,44784,2025-09-30,378
"Sumitomo Mitsui DS Asset Management Company, Ltd",44482,2025-09-30,-378
"L2 Asset Management, LLC",44238,2025-09-30,-11890
Walleye Capital LLC,42930,2025-09-30,30356
"Mirae Asset Global Investments Co., Ltd.",42854,2025-09-30,950
COMERICA BANK,42122,2025-09-30,-9301
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,42093,2025-09-30,-4151
HORIZON KINETICS ASSET MANAGEMENT LLC,41820,2025-09-30,-20173
MERCER GLOBAL ADVISORS INC /ADV,41700,2025-09-30,24940
Woodline Partners LP,40830,2025-09-30,4141
JANUS HENDERSON GROUP PLC,40588,2025-09-30,-6689475
XTX Topco Ltd,40429,2025-09-30,40429
BANK OF NOVA SCOTIA,40397,2025-09-30,4402
"NISA INVESTMENT ADVISORS, LLC",40261,2025-09-30,-207
Donoghue Forlines LLC,39847,2025-09-30,39847
"Qsemble Capital Management, LP",39374,2025-09-30,39374
NEOS Investment Management LLC,38608,2025-09-30,12191
PRUDENTIAL PLC,38301,2025-09-30,30840
VISTA INVESTMENT MANAGEMENT,38101,2025-09-30,-426
OSSIAM,37774,2025-09-30,9696
Polymer Capital Management (HK) LTD,37613,2025-09-30,37613
BROWN ADVISORY INC,37130,2025-09-30,-115
FRANKLIN RESOURCES INC,36803,2025-09-30,2288
Canada Post Corp Registered Pension Plan,36759,2025-09-30,-16438
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,35324,2025-09-30,6061
Dynamic Technology Lab Private Ltd,35299,2025-09-30,19057
Harvest Portfolios Group Inc.,35245,2025-09-30,-10226
Cetera Investment Advisers,35157,2025-09-30,13798
"EXCHANGE TRADED CONCEPTS, LLC",35125,2025-09-30,11291
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,34993,2025-09-30,-385
Quantessence Capital LLC,34474,2025-09-30,11242
CANADA PENSION PLAN INVESTMENT BOARD,33928,2025-09-30,-240364
"Colony Group, LLC",33843,2025-09-30,3553
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,33427,2025-09-30,-5412
"State of Alaska, Department of Revenue",33335,2025-09-30,-4820
Quantbot Technologies LP,32436,2025-09-30,32436
"Pekin Hardy Strauss, Inc.",32369,2025-09-30,2447
"Pathstone Holdings, LLC",32006,2025-09-30,-912
"Vanguard Personalized Indexing Management, LLC",31939,2025-09-30,1864
"SG Americas Securities, LLC",31867,2025-09-30,-20471
"Bleakley Financial Group, LLC",31712,2025-09-30,5255
"Horizon Investments, LLC",31483,2025-09-30,8395
Achmea Investment Management B.V.,31411,2025-09-30,0
Tower Research Capital LLC (TRC),30727,2025-09-30,15049
DODGE & COX,28186,2025-09-30,0
"CI Private Wealth, LLC",27852,2025-09-30,-91
"Rafferty Asset Management, LLC",27614,2025-09-30,-4059
Vontobel Holding Ltd.,27590,2025-09-30,-149
"COMMONWEALTH EQUITY SERVICES, LLC",27525,2025-09-30,5245
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,27217,2025-09-30,0
"PNC FINANCIAL SERVICES GROUP, INC.",27161,2025-09-30,3654
Buckingham Strategic Partners,27061,2025-09-30,20184
Elo Mutual Pension Insurance Co,26792,2025-09-30,-11049
"D. E. Shaw & Co., Inc.",26710,2025-09-30,3624
SCOTIA CAPITAL INC.,25690,2025-09-30,25690
"AIGEN INVESTMENT MANAGEMENT, LP",25240,2025-09-30,25240
Janney Montgomery Scott LLC,25134,2025-09-30,-442
"Toroso Investments, LLC",25064,2025-09-30,9627
PKO Investment Management Joint-Stock Co,25000,2025-09-30,-8000
"Pacer Advisors, Inc.",24658,2025-09-30,-3220
CAPTRUST FINANCIAL ADVISORS,24251,2025-09-30,9461
BI Asset Management Fondsmaeglerselskab A/S,24050,2025-09-30,8141
DARK FOREST CAPITAL MANAGEMENT LP,23951,2025-09-30,-55102
Waterfront Wealth Inc.,23892,2025-09-30,-189
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,23823,2025-09-30,-4106
"Malaga Cove Capital, LLC",23777,2025-09-30,-600
"Clearstead Advisors, LLC",23523,2025-09-30,393
National Pension Service,23464,2025-09-30,23464
Generali Asset Management SPA SGR,23276,2025-09-30,-1576
INCEPTIONR LLC,23015,2025-09-30,23015
"Stablepoint Partners, LLC",22921,2025-09-30,-906
"Fisher Asset Management, LLC",22761,2025-09-30,-7538
Candriam S.C.A.,22572,2025-09-30,-7331
MIZUHO SECURITIES USA LLC,22498,2025-09-30,-937
FIFTH THIRD BANCORP,22366,2025-09-30,397
"Centiva Capital, LP",22363,2025-09-30,22363
"Redwood Investment Management, LLC",22225,2025-09-30,22225
"YOUSIF CAPITAL MANAGEMENT, LLC",22141,2025-09-30,-3637
"Kercheville Advisors, LLC",22132,2025-09-30,22132
J. Goldman & Co LP,21320,2025-09-30,-13435
iSAM Funds (UK) Ltd,21227,2025-09-30,-459
PUBLIC SECTOR PENSION INVESTMENT BOARD,21016,2025-09-30,-2772
Pallas Capital Advisors LLC,20962,2025-09-30,88
"Retirement Planning Co of New England, Inc.",20707,2025-09-30,-1806
Catalyst Funds Management Pty Ltd,19800,2025-09-30,19800
"Beacon Pointe Advisors, LLC",19593,2025-09-30,2540
Kentucky Retirement Systems,19535,2025-09-30,-2786
"Summit Trail Advisors, LLC",19480,2025-09-30,5928
"BOKF, NA",19424,2025-09-30,-640
COMMERCE BANK,18933,2025-09-30,46
"Metis Global Partners, LLC",18498,2025-09-30,6058
Lombard Odier Asset Management (Switzerland) SA,18363,2025-09-30,472
HARTFORD INVESTMENT MANAGEMENT CO,18055,2025-09-30,-2325
"Norinchukin Bank, The",17887,2025-09-30,-1349
GABELLI FUNDS LLC,17200,2025-09-30,-2000
"Merit Financial Group, LLC",17071,2025-09-30,4294
ALLIANZ SE,16800,2025-09-30,16800
Investment Management Corp of Ontario,16567,2025-09-30,7922
Maryland State Retirement & Pension System,16284,2025-09-30,0
Krilogy Financial LLC,16207,2025-09-30,16207
Louisiana State Employees Retirement System,16200,2025-09-30,-1700
NOMURA HOLDINGS INC,16112,2025-09-30,-70336
CMT Capital Markets Trading GmbH,16057,2025-09-30,16057
"Bridgefront Capital, LLC",15830,2025-09-30,15830
Banque Cantonale Vaudoise,15727,2025-09-30,8488
AG2R LA MONDIALE GESTION D'ACTIFS,15711,2025-09-30,0
TOKIO MARINE ASSET MANAGEMENT CO LTD,15686,2025-09-30,0
INTECH INVESTMENT MANAGEMENT LLC,15603,2025-09-30,-13216
OPPENHEIMER & CO INC,15509,2025-09-30,2468
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",15505,2025-09-30,2914
QUADRANT CAPITAL GROUP LLC,15465,2025-09-30,21
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,15350,2025-09-30,-900
"PDT Partners, LLC",15328,2025-09-30,15328
"SECURIAN ASSET MANAGEMENT, INC",14900,2025-09-30,-2831
"Mystic Asset Management, Inc.",14884,2025-09-30,366
Investors Research Corp,14687,2025-09-30,0
Hudson Bay Capital Management LP,14398,2025-09-30,14398
MMBG INVESTMENT ADVISORS CO.,14200,2025-09-30,-2360
North Star Investment Management Corp.,14104,2025-09-30,0
Arkadios Wealth Advisors,14006,2025-09-30,-860
"Stratos Wealth Advisors, LLC",13988,2025-09-30,-2784
"PRELUDE CAPITAL MANAGEMENT, LLC",13704,2025-09-30,2506
Polymer Capital Management (US) LLC,13690,2025-09-30,13690
"Quadrant Private Wealth Management, LLC",13529,2025-09-30,-40
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",13508,2025-09-30,5783
OMERS ADMINISTRATION Corp,13465,2025-09-30,0
CIM INVESTMENT MANAGEMENT INC,13063,2025-09-30,-13389
"IHT Wealth Management, LLC",12994,2025-09-30,3755
denkapparat Operations GmbH,12982,2025-09-30,2318
FIRST FINANCIAL BANKSHARES INC,12901,2025-09-30,12901
Plato Investment Management Ltd,12650,2025-09-30,12650
WELLINGTON MANAGEMENT GROUP LLP,12617,2025-09-30,-1824882
"Allspring Global Investments Holdings, LLC",12565,2025-09-30,-1593
ALLSTATE CORP,12509,2025-09-30,12509
Allworth Financial LP,12426,2025-09-30,770
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,12228,2025-09-30,-1302
Ethic Inc.,12163,2025-09-30,518
Federation des caisses Desjardins du Quebec,11993,2025-09-30,2094
LECAP ASSET MANAGEMENT LTD,11937,2025-09-30,11937
THRIVENT FINANCIAL FOR LUTHERANS,11901,2025-09-30,-1433
"Empirical Finance, LLC",11862,2025-09-30,95
Waldron Private Wealth LLC,11784,2025-09-30,0
WEDBUSH SECURITIES INC,11517,2025-09-30,11517
111 Capital,11427,2025-09-30,11427
B. Metzler seel. Sohn & Co. AG,11424,2025-09-30,3978
VIRGINIA RETIREMENT SYSTEMS ET AL,11300,2025-09-30,11300
JONES FINANCIAL COMPANIES LLLP,11247,2025-09-30,314
"RiverFront Investment Group, LLC",11200,2025-09-30,1000
"Quantitative Investment Management, LLC",10620,2025-09-30,10620
MARTINGALE ASSET MANAGEMENT L P,10526,2025-09-30,-345
BESSEMER GROUP INC,10245,2025-09-30,5519
CAPSTONE CAPITAL LLC,10187,2025-09-30,62
"Advisory Services Network, LLC",10182,2025-09-30,-13247
MEEDER ASSET MANAGEMENT INC,10024,2025-09-30,-22
"Aureus Asset Management, LLC",10000,2025-09-30,0
"Lion Street Advisors, LLC",9980,2025-09-30,9980
KEYBANK NATIONAL ASSOCIATION/OH,9903,2025-09-30,136
"Koshinski Asset Management, Inc.",9871,2025-09-30,945
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",9845,2025-09-30,-975
OXFORD ASSET MANAGEMENT LLP,9625,2025-09-30,9625
Quadrature Capital Ltd,9602,2025-09-30,9602
"Cambridge Investment Research Advisors, Inc.",9576,2025-09-30,213
Erste Asset Management GmbH,9463,2025-09-30,322
BRIGHTON JONES LLC,9397,2025-09-30,4661
"Cubist Systematic Strategies, LLC",9364,2025-09-30,9364
MANNING & NAPIER ADVISORS LLC,9241,2025-09-30,-50789
M&T BANK CORP,9217,2025-09-30,-3897
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.",8936,2025-09-30,8936
"Kovitz Investment Group Partners, LLC",8833,2025-09-30,467
TD Waterhouse Canada Inc.,8789,2025-09-30,-2819
"Crossmark Global Holdings, Inc.",8642,2025-09-30,0
"SIMPLEX TRADING, LLC",8598,2025-09-30,6844
Headlands Technologies LLC,8592,2025-09-30,8592
CI INVESTMENTS INC.,8549,2025-09-30,-9429
ALPS ADVISORS INC,8528,2025-09-30,197
Voleon Capital Management LP,8377,2025-09-30,8377
MUFG SECURITIES AMERICAS INC.,8330,2025-09-30,813
"Empowered Funds, LLC",8324,2025-09-30,-205115
Adviser Investments LLC,8266,2025-09-30,0
Y-Intercept (Hong Kong) Ltd,8223,2025-09-30,8223
Kentucky Retirement Systems Insurance Trust Fund,8188,2025-09-30,-1286
"CAPSTONE INVESTMENT ADVISORS, LLC",8162,2025-09-30,-3345
"WORLD EQUITY GROUP, INC.",7985,2025-09-30,-677
EDMOND DE ROTHSCHILD HOLDING S.A.,7900,2025-09-30,0
"SummitTX Capital, L.P.",7841,2025-09-30,7841
Rockefeller Capital Management L.P.,7805,2025-09-30,7805
GAMMA Investing LLC,7797,2025-09-30,1400
"HB Wealth Management, LLC",7736,2025-09-30,1485
"Advisory Alpha, LLC",7711,2025-09-30,7711
Chicago Partners Investment Group LLC,7704,2025-09-30,7704
"Glenmede Investment Management, LP",7665,2025-09-30,-130
"Vident Advisory, LLC",7661,2025-09-30,2054
STEVENS CAPITAL MANAGEMENT LP,7555,2025-09-30,7555
MGO ONE SEVEN LLC,7504,2025-09-30,-170
CX Institutional,7487,2025-09-30,55
STRS OHIO,7440,2025-09-30,-216
R Squared Ltd,7276,2025-09-30,7276
Quarry LP,7201,2025-09-30,7201
"Atomi Financial Group, Inc.",7160,2025-09-30,133
Eschler Asset Management LLP,7000,2025-09-30,7000
"Ocean Capital Management, LLC",6955,2025-09-30,-574
Vestcor Inc,6904,2025-09-30,0
"NorthRock Partners, LLC",6768,2025-09-30,6768
"PharVision Advisers, LLC",6762,2025-09-30,6762
WETHERBY ASSET MANAGEMENT INC,6719,2025-09-30,352
"Frank, Rimerman Advisors LLC",6718,2025-09-30,100
"WILEY BROS.-AINTREE CAPITAL, LLC",6716,2025-09-30,944
"KESTRA PRIVATE WEALTH SERVICES, LLC",6580,2025-09-30,941
"BOOTHBAY FUND MANAGEMENT, LLC",6515,2025-09-30,-2535
"NewEdge Advisors, LLC",6404,2025-09-30,574
"Sunpointe, LLC",6400,2025-09-30,6400
"Wealth Management Associates, Inc.",6371,2025-09-30,30
D.A. DAVIDSON & CO.,6273,2025-09-30,-410
"WESTBOURNE INVESTMENTS, INC.",6200,2025-09-30,-3800
TEMA ETFS LLC,6103,2025-09-30,6103
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",6040,2025-09-30,6040
MUFG Securities EMEA plc,5912,2025-09-30,4900
"Sunbeam Capital Management, LLC",5864,2025-09-30,27
"PATTON FUND MANAGEMENT, INC.",5859,2025-09-30,-278
OVERSEA-CHINESE BANKING Corp Ltd,5754,2025-09-30,141
"Callan Family Office, LLC",5677,2025-09-30,531
Quest Partners LLC,5523,2025-09-30,3361
"Twin Tree Management, LP",5509,2025-09-30,-167449
"Perigon Wealth Management, LLC",5468,2025-09-30,5468
"Atria Investments, Inc",5448,2025-09-30,-6438
"Moran Wealth Management, LLC",5374,2025-09-30,5374
Pinpoint Asset Management (Singapore) Pte. Ltd.,5349,2025-09-30,5349
"Ballentine Partners, LLC",5300,2025-09-30,352
"FLAGSHIP HARBOR ADVISORS, LLC",5182,2025-09-30,-925
PROFUND ADVISORS LLC,5128,2025-09-30,-1238
Steel Peak Wealth Management LLC,5106,2025-09-30,5106
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",5016,2025-09-30,16
"ANGELES WEALTH MANAGEMENT, LLC",5015,2025-09-30,5015
"Palogic Value Management, L.P.",5000,2025-09-30,0
Siemens Fonds Invest GmbH,4958,2025-09-30,-72
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",4945,2025-09-30,258
Integrated Wealth Concepts LLC,4923,2025-09-30,4923
Net Worth Advisory Group,4877,2025-09-30,4877
ALGERT GLOBAL LLC,4873,2025-09-30,4873
"Apollon Wealth Management, LLC",4816,2025-09-30,-508
"Savvy Advisors, Inc.",4801,2025-09-30,4801
"NorthCrest Asset Manangement, LLC",4769,2025-09-30,4769
