date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,adjDividend,recordDate,dividend,declarationDate
2024-05-07,201.94,202,200.34,201.36,195.87,469200,469200,-0.58,-0.28721,201.41,"May 07, 24",-0.0028721,,,,,
2024-05-06,200,200.96,198.36,200.68,195.21,461646,461646,0.68,0.34,200,"May 06, 24",0.0034,,,,,
2024-05-03,196.95,199.08,196.82,198.85,193.43,437700,437700,1.9,0.96471,197.925,"May 03, 24",0.0096471,,,,,
2024-05-02,194.31,195.78,192.61,195.35,190.02,429709,429709,1.04,0.53523,194.5125,"May 02, 24",0.0053523,,,,,
2024-05-01,193.71,196.11,192.86,193.43,188.16,333705,333705,-0.28,-0.14455,194.0275,"May 01, 24",-0.0014455,,,,,
2024-04-30,196.15,196.37,193.36,193.41,188.14,373520,373520,-2.74,-1.4,194.8225,"April 30, 24",-0.014,,,,,
2024-04-29,195.04,196.36,194.75,196.29,190.94,315245,315245,1.25,0.64089,195.61,"April 29, 24",0.0064089,,,,,
2024-04-26,195.23,196.05,194.03,194.15,188.86,211848,211848,-1.08,-0.55319,194.865,"April 26, 24",-0.0055319,,,,,
2024-04-25,194.22,196.03,192.72,195.56,190.23,257500,257500,1.34,0.68994,194.6325,"April 25, 24",0.0068994,,,,,
2024-04-24,195.2,195.93,193.68,195.08,189.76,255805,255805,-0.12,-0.06147541,194.9725,"April 24, 24",-0.0006147541,,,,,
2024-04-23,195.04,196.14,194.43,195.91,190.57,350600,350600,0.87,0.44606,195.38,"April 23, 24",0.0044606,,,,,
2024-04-22,194.3,195.54,193.02,194.23,188.93,321616,321616,-0.07,-0.03602676,194.2725,"April 22, 24",-0.0003602676,,,,,
2024-04-19,193.94,194.92,193.33,193.38,188.11,393844,393844,-0.56,-0.28875,193.8925,"April 19, 24",-0.0028875,,,,,
2024-04-18,194.14,195.48,192.6,192.98,187.72,391900,391900,-1.16,-0.59751,193.8,"April 18, 24",-0.0059751,,,,,
2024-04-17,194.99,194.99,192.31,193.45,188.17,421221,421221,-1.54,-0.78978,193.935,"April 17, 24",-0.0078978,,,,,
2024-04-16,195.62,196.36,193.44,193.61,188.33,500508,500508,-2.01,-1.03,194.7575,"April 16, 24",-0.0103,,,,,
2024-04-15,200.72,201.11,195.36,195.67,190.33,332400,332400,-5.05,-2.52,198.215,"April 15, 24",-0.0252,,,,,
2024-04-12,199.17,200.07,197.65,198.83,193.41,400129,400129,-0.34,-0.17071,198.93,"April 12, 24",-0.0017071,,,,,
2024-04-11,204.27,204.9,200.67,200.75,195.28,434100,434100,-3.52,-1.72,202.6475,"April 11, 24",-0.0172,,,,,
2024-04-10,204.68,204.81,202.77,203.57,198.02,414300,414300,-1.11,-0.54231,203.9575,"April 10, 24",-0.0054231,,,,,
2024-04-09,206.12,207.55,204.95,207.24,201.59,576902,576902,1.12,0.54337,206.465,"April 09, 24",0.0054337,,,,,
2024-04-08,202.86,205.19,202.63,204.87,199.28,588031,588031,2.01,0.99083,203.8875,"April 08, 24",0.0099083,,,,,
2024-04-05,199,203.55,199,202.75,197.22,471826,471826,3.75,1.88,201.075,"April 05, 24",0.0188,,,,,
2024-04-04,201.1,202.82,198.53,198.59,193.17,301000,301000,-2.51,-1.25,200.26,"April 04, 24",-0.0125,,,,,
2024-04-03,202,202.03,198.72,199.48,194.04,465440,465440,-2.52,-1.25,200.5575,"April 03, 24",-0.0125,,,,,
2024-04-02,202.05,203.02,201.05,202.58,197.06,317810,317810,0.53,0.26231,202.175,"April 02, 24",0.0026231,,,,,
2024-04-01,204.26,204.48,203.01,203.23,197.69,188200,188200,-1.03,-0.50426,203.745,"April 01, 24",-0.0050426,,,,,
2024-03-28,204.43,205.61,204.04,204.86,199.27,368236,368236,0.43,0.21034,204.735,"March 28, 24",0.0021034,,,,,
2024-03-27,203.25,203.98,201.94,203.84,198.28,362248,362248,0.59,0.29028,203.2525,"March 27, 24",0.0029028,,,,,
2024-03-26,202.27,202.93,200.82,201.71,196.21,327000,327000,-0.56,-0.27686,201.9325,"March 26, 24",-0.0027686,,,,,
2024-03-25,203.5,203.79,202.01,202.34,196.82,312300,312300,-1.16,-0.57002,202.91,"March 25, 24",-0.0057002,,,,,
2024-03-22,206.15,206.15,202.76,203.51,197.96,325733,325733,-2.64,-1.28,204.6425,"March 22, 24",-0.0128,,,,,
2024-03-21,204.59,206.6,203.87,206.05,200.43,340129,340129,1.46,0.71362,205.2775,"March 21, 24",0.0071362,,,,,
2024-03-20,202.5,204.27,202.5,204.16,198.59,323200,323200,1.66,0.81975,203.3575,"March 20, 24",0.0081975,,,,,
2024-03-19,199.85,202.36,199.72,202.25,196.73,363900,363900,2.4,1.2,201.045,"March 19, 24",0.012,,,,,
2024-03-18,200.9,201.2,199.26,199.48,194.04,463000,463000,-1.42,-0.70682,200.21,"March 18, 24",-0.0070682,,,,,
2024-03-15,197.95,200.31,197.95,200.2,194.74,856900,856900,2.25,1.14,199.1025,"March 15, 24",0.0114,,,,,
2024-03-14,202.49,203.12,198.78,199.73,194.28,355119,355119,-2.76,-1.36,201.03,"March 14, 24",-0.0136,2024-04-05,0.8,2024-03-15,0.8,2024-02-16
2024-03-13,204.13,204.95,202.58,202.98,196.67,349631,349631,-1.15,-0.56337,203.66,"March 13, 24",-0.0056337,,,,,
2024-03-12,202.17,204.94,201.62,204.01,197.67,362300,362300,1.84,0.91013,203.185,"March 12, 24",0.0091013,,,,,
2024-03-11,203.06,203.7,201.16,202.36,196.07,296706,296706,-0.7,-0.34473,202.57,"March 11, 24",-0.0034473,,,,,
2024-03-08,204.91,205.64,202.75,203.55,197.22,446900,446900,-1.36,-0.66371,204.2125,"March 08, 24",-0.0066371,,,,,
2024-03-07,204.38,205.93,203.58,204.9,198.53,519400,519400,0.52,0.25443,204.6975,"March 07, 24",0.0025443,,,,,
2024-03-06,202.52,204.79,201.65,203.02,196.71,465500,465500,0.5,0.24689,202.995,"March 06, 24",0.0024689,,,,,
2024-03-05,205.28,205.28,199.76,201.2,194.94,416700,416700,-4.08,-1.99,202.88,"March 05, 24",-0.0199,,,,,
2024-03-04,203.23,205.62,203.23,205.56,199.17,461048,461048,2.33,1.15,204.41,"March 04, 24",0.0115,,,,,
2024-03-01,203.11,203.93,201.73,203.74,197.41,442400,442400,0.63,0.31018,203.1275,"March 01, 24",0.0031018,,,,,
2024-02-29,201.58,204.12,201.57,203.58,197.25,1120600,1120600,2,0.99216,202.7125,"February 29, 24",0.0099216,,,,,
2024-02-28,200.2,202.56,199.3,201.45,195.19,314300,314300,1.25,0.62438,200.8775,"February 28, 24",0.0062438,,,,,
2024-02-27,200.95,201.29,198.84,200.01,193.79,354429,354429,-0.94,-0.46778,200.2725,"February 27, 24",-0.0046778,,,,,
2024-02-26,201.24,202.42,200.72,201.4,195.14,362140,362140,0.16,0.07950706,201.445,"February 26, 24",0.0007950706,,,,,
2024-02-23,200.9,201.93,199.89,201.49,195.23,325227,325227,0.59,0.29368,201.0525,"February 23, 24",0.0029368,,,,,
2024-02-22,197.93,200.06,197.93,199.84,193.63,490406,490406,1.91,0.96499,198.94,"February 22, 24",0.0096499,,,,,
2024-02-21,195.43,196.76,194.42,196.58,190.47,538300,538300,1.15,0.58845,195.7975,"February 21, 24",0.0058845,,,,,
2024-02-20,197.67,197.67,194.66,195.16,189.09,527200,527200,-2.51,-1.27,196.29,"February 20, 24",-0.0127,,,,,
2024-02-16,197.9,199.23,196.95,197.92,191.77,1212800,1212800,0.02,0.01010611,198,"February 16, 24",0.0001010611,,,,,
2024-02-15,196.7,198.6,196.5,198.3,192.13,721500,721500,1.6,0.81342,197.525,"February 15, 24",0.0081342,,,,,
2024-02-14,194.66,196.95,194.47,196.47,190.36,1092500,1092500,1.81,0.92983,195.6375,"February 14, 24",0.0092983,,,,,
2024-02-13,195.58,195.75,192.6,193.56,187.54,530900,530900,-2.02,-1.03,194.3725,"February 13, 24",-0.0103,,,,,
2024-02-12,199.45,199.56,197.59,197.63,191.49,554800,554800,-1.82,-0.91251,198.5575,"February 12, 24",-0.0091251,,,,,
2024-02-09,199.03,199.86,198.5,198.98,192.79,622500,622500,-0.05,-0.02512184,199.0925,"February 09, 24",-0.0002512184,,,,,
2024-02-08,199.79,200,198.15,199,192.81,583500,583500,-0.79,-0.39542,199.235,"February 08, 24",-0.0039542,,,,,
2024-02-07,199.24,200.12,197.23,198.25,192.09,863243,863243,-0.99,-0.49689,198.71,"February 07, 24",-0.0049689,,,,,
2024-02-06,198.43,199.25,196.81,198.85,192.67,594097,594097,0.42,0.21166,198.335,"February 06, 24",0.0021166,,,,,
2024-02-05,200.82,201.04,196.09,198.23,192.07,840500,840500,-2.59,-1.29,199.045,"February 05, 24",-0.0129,,,,,
2024-02-02,201.03,202.27,197.86,201.74,195.47,713700,713700,0.71,0.35318,200.725,"February 02, 24",0.0035318,,,,,
2024-02-01,202.92,203.34,191.87,201.63,195.36,1169000,1169000,-1.29,-0.63572,199.94,"February 01, 24",-0.0063572,,,,,
2024-01-31,209.24,209.24,203.91,204.2,197.85,1191822,1191822,-5.04,-2.41,206.6475,"January 31, 24",-0.0241,,,,,
2024-01-30,208,210.24,208,208.96,202.46,1146077,1146077,0.96,0.46154,208.8,"January 30, 24",0.0046154,,,,,
2024-01-29,207.25,208.52,206.85,208.16,201.69,1036232,1036232,0.91,0.43908,207.695,"January 29, 24",0.0043908,,,,,
2024-01-26,208.02,209.61,207.53,207.88,201.42,690421,690421,-0.14,-0.06730122,208.26,"January 26, 24",-0.0006730122,,,,,
2024-01-25,206.51,208.48,206.51,208.25,201.78,539600,539600,1.74,0.84257,207.4375,"January 25, 24",0.0084257,,,,,
2024-01-24,206.56,207.78,205.48,206.07,199.66,443600,443600,-0.49,-0.23722,206.4725,"January 24, 24",-0.0023722,,,,,
2024-01-23,206.36,207.42,205.65,206.32,199.91,343000,343000,-0.04,-0.0193836,206.4375,"January 23, 24",-0.000193836,,,,,
2024-01-22,205.31,206.89,205.31,206.38,199.96,367400,367400,1.07,0.52116,205.9725,"January 22, 24",0.0052116,,,,,
2024-01-19,201.89,205.01,201.15,204.89,198.52,442629,442629,3,1.49,203.235,"January 19, 24",0.0149,,,,,
2024-01-18,202.08,203.18,200.3,201.23,194.97,450110,450110,-0.85,-0.42063,201.6975,"January 18, 24",-0.0042063,,,,,
2024-01-17,202.54,204.8,201.32,201.95,195.67,402801,402801,-0.59,-0.2913,202.6525,"January 17, 24",-0.002913,,,,,
2024-01-16,200.78,202.79,200.04,202.16,195.87,422615,422615,1.38,0.68732,201.4425,"January 16, 24",0.0068732,,,,,
2024-01-12,202.11,202.66,200.71,202.6,196.3,300235,300235,0.49,0.24244,202.02,"January 12, 24",0.0024244,,,,,
2024-01-11,202.42,202.51,200.03,201.21,194.95,426748,426748,-1.21,-0.59777,201.5425,"January 11, 24",-0.0059777,,,,,
2024-01-10,200.53,202.02,199.08,201.97,195.69,304831,304831,1.44,0.7181,200.9,"January 10, 24",0.007181,,,,,
2024-01-09,198.82,200.28,198.2,200,193.78,370700,370700,1.18,0.5935,199.325,"January 09, 24",0.005935,,,,,
2024-01-08,197.23,200.04,196.16,200,193.78,497727,497727,2.77,1.4,198.3575,"January 08, 24",0.014,,,,,
2024-01-05,196.78,198.28,195.9,196.35,190.25,515245,515245,-0.43,-0.21852,196.8275,"January 05, 24",-0.0021852,,,,,
2024-01-04,197.69,199.59,197.03,197.09,190.96,366718,366718,-0.6,-0.30351,197.85,"January 04, 24",-0.0030351,,,,,
2024-01-03,199.52,199.74,197.1,197.12,190.99,399800,399800,-2.4,-1.2,198.37,"January 03, 24",-0.012,,,,,
2024-01-02,204.35,204.96,199,199.89,193.68,616318,616318,-4.46,-2.18,202.05,"January 02, 24",-0.0218,,,,,
2023-12-29,205.81,206.79,204.87,205.75,199.35,441139,441139,-0.06,-0.0291531,205.805,"December 29, 23",-0.000291531,,,,,
2023-12-28,204.98,207.29,204.26,205.83,199.43,535500,535500,0.85,0.41467,205.59,"December 28, 23",0.0041467,,,,,
2023-12-27,202.19,204.51,201.87,204.27,197.92,537555,537555,2.08,1.03,203.21,"December 27, 23",0.0103,,,,,
2023-12-26,199.78,202.68,199.54,202.02,195.74,981120,981120,2.24,1.12,201.005,"December 26, 23",0.0112,,,,,
2023-12-22,197.47,200.17,196.85,199.67,193.46,568834,568834,2.2,1.11,198.54,"December 22, 23",0.0111,,,,,
2023-12-21,196.31,196.89,195,196.36,190.26,341200,341200,0.05,0.02546992,196.14,"December 21, 23",0.0002546992,,,,,
2023-12-20,196.5,198.48,196.14,196.36,190.26,462900,462900,-0.14,-0.07124682,196.87,"December 20, 23",-0.0007124682,,,,,
2023-12-19,196.71,198.46,196.5,197.02,190.89,494400,494400,0.31,0.15759,197.1725,"December 19, 23",0.0015759,,,,,
2023-12-18,195,196.78,194.45,196.71,190.59,660400,660400,1.71,0.87692,195.735,"December 18, 23",0.0087692,,,,,
2023-12-15,191.44,193.75,189.92,193.75,187.73,1137349,1137349,2.31,1.21,192.215,"December 15, 23",0.0121,,,,,
2023-12-14,193.21,193.75,192.13,193.64,187.62,635000,635000,0.43,0.22256,193.1825,"December 14, 23",0.0022256,2024-01-05,0.8,2023-12-15,0.8,2023-11-09
2023-12-13,194.11,194.23,192.26,193.3,186.52,467049,467049,-0.81,-0.41729,193.475,"December 13, 23",-0.0041729,,,,,
2023-12-12,191.79,194.38,191.02,193.84,187.04,471400,471400,2.05,1.07,192.7575,"December 12, 23",0.0107,,,,,
2023-12-11,191.32,193.52,190.97,191.09,184.39,487224,487224,-0.23,-0.12022,191.725,"December 11, 23",-0.0012022,,,,,
2023-12-08,192.3,192.44,189.04,191.36,184.65,532400,532400,-0.94,-0.48882,191.285,"December 08, 23",-0.0048882,,,,,
2023-12-07,190.61,192.29,188.78,192.01,185.27,608918,608918,1.4,0.73448,190.9225,"December 07, 23",0.0073448,,,,,
2023-12-06,194.46,195.61,191.1,191.39,184.68,1181500,1181500,-3.07,-1.58,193.14,"December 06, 23",-0.0158,,,,,
2023-12-05,195.25,195.25,192.78,194.34,187.52,755500,755500,-0.91,-0.46607,194.405,"December 05, 23",-0.0046607,,,,,
2023-12-04,194.19,196.52,193.4,195.12,188.28,660000,660000,0.93,0.47891,194.8075,"December 04, 23",0.0047891,,,,,
2023-12-01,193.35,195.8,191.59,195.4,188.55,550400,550400,2.05,1.06,194.035,"December 01, 23",0.0106,,,,,
2023-11-30,191.05,193.97,190.1,193.82,187.02,1351300,1351300,2.77,1.45,192.235,"November 30, 23",0.0145,,,,,
2023-11-29,189.16,191.05,189,190.64,183.95,501416,501416,1.48,0.78241,189.9625,"November 29, 23",0.0078241,,,,,
2023-11-28,187.27,189.79,186.19,188.57,181.95,475509,475509,1.3,0.69418,187.955,"November 28, 23",0.0069418,,,,,
2023-11-27,186.57,187.79,185.41,187.62,181.04,350828,350828,1.05,0.56279,186.8475,"November 27, 23",0.0056279,,,,,
2023-11-24,186.97,187.96,185.3,186.59,180.04,162713,162713,-0.38,-0.20324,186.705,"November 24, 23",-0.0020324,,,,,
2023-11-22,185.87,186.85,185.1,186.7,180.15,382537,382537,0.83,0.44655,186.13,"November 22, 23",0.0044655,,,,,
2023-11-21,184.1,186.8,183.6,185.25,178.75,416500,416500,1.15,0.62466,184.9375,"November 21, 23",0.0062466,,,,,
2023-11-20,183,184.17,182.57,183.71,177.27,353443,353443,0.71,0.38798,183.3625,"November 20, 23",0.0038798,,,,,
2023-11-17,182.09,182.75,181.11,182.7,176.29,506400,506400,0.61,0.335,182.1625,"November 17, 23",0.00335,,,,,
2023-11-16,181.05,182.54,180.31,181.21,174.85,381739,381739,0.16,0.08837338,181.2775,"November 16, 23",0.0008837338,,,,,
2023-11-15,180.49,182.08,180.16,180.32,173.99,422031,422031,-0.17,-0.09418804,180.7625,"November 15, 23",-0.0009418804,,,,,
2023-11-14,180.36,182.07,179.79,181.01,174.66,502629,502629,0.65,0.36039,180.8075,"November 14, 23",0.0036039,,,,,
2023-11-13,176.75,177.84,176.29,177.8,171.56,333200,333200,1.05,0.59406,177.17,"November 13, 23",0.0059406,,,,,
2023-11-10,176.31,177.28,175.21,177.12,170.91,557600,557600,0.81,0.45942,176.48,"November 10, 23",0.0045942,,,,,
2023-11-09,178.42,179.2,175.81,176.18,170,514635,514635,-2.24,-1.26,177.4025,"November 09, 23",-0.0126,,,,,
2023-11-08,176.8,178.05,175.8,177.94,171.7,644600,644600,1.14,0.6448,177.1475,"November 08, 23",0.006448,,,,,
2023-11-07,177.3,177.93,176.07,176.9,170.69,621235,621235,-0.4,-0.22561,177.05,"November 07, 23",-0.0022561,,,,,
2023-11-06,177.46,178.28,175.55,177.33,171.11,477600,477600,-0.13,-0.07325595,177.155,"November 06, 23",-0.0007325595,,,,,
2023-11-03,179.63,182.09,177,177.12,170.91,565900,565900,-2.51,-1.4,178.96,"November 03, 23",-0.014,,,,,
2023-11-02,171.48,179.65,171.45,178.81,172.54,801707,801707,7.33,4.27,175.3475,"November 02, 23",0.0427,,,,,
2023-11-01,170.45,170.79,168.76,170.53,164.55,573323,573323,0.08,0.04693458,170.1325,"November 01, 23",0.0004693458,,,,,
2023-10-31,169.67,171.26,169.49,170.64,164.65,487845,487845,0.97,0.5717,170.265,"October 31, 23",0.005717,,,,,
2023-10-30,168.14,170.36,167.84,169.47,163.52,423906,423906,1.33,0.79101,168.9525,"October 30, 23",0.0079101,,,,,
2023-10-27,169.11,169.11,166.73,167.38,161.51,342700,342700,-1.73,-1.02,168.0825,"October 27, 23",-0.0102,,,,,
2023-10-26,170.19,172.57,169.29,169.33,163.39,380200,380200,-0.86,-0.50532,170.345,"October 26, 23",-0.0050532,,,,,
2023-10-25,171.93,172.72,169.79,169.99,164.03,386800,386800,-1.94,-1.13,171.1075,"October 25, 23",-0.0113,,,,,
2023-10-24,173.1,174.56,171.4,172.85,166.79,326400,326400,-0.25,-0.14443,172.9775,"October 24, 23",-0.0014443,,,,,
2023-10-23,173.42,175.02,172.57,172.66,166.6,370429,370429,-0.76,-0.43824,173.4175,"October 23, 23",-0.0043824,,,,,
2023-10-20,176.21,176.47,173.03,173.19,167.11,439210,439210,-3.02,-1.71,174.725,"October 20, 23",-0.0171,,,,,
2023-10-19,177.28,178.5,175.53,175.9,169.73,328502,328502,-1.38,-0.77843,176.8025,"October 19, 23",-0.0077843,,,,,
2023-10-18,180.59,181.86,177.35,177.64,171.41,356635,356635,-2.95,-1.63,179.36,"October 18, 23",-0.0163,,,,,
2023-10-17,179.89,182.02,179.74,181.11,174.76,462100,462100,1.22,0.67819,180.69,"October 17, 23",0.0067819,,,,,
2023-10-16,178.68,180.68,177.41,179.6,173.3,424500,424500,0.92,0.51489,179.0925,"October 16, 23",0.0051489,,,,,
2023-10-13,181.57,181.63,176.69,177.68,171.45,715700,715700,-3.89,-2.14,179.3925,"October 13, 23",-0.0214,,,,,
2023-10-12,182.73,182.81,180,181.22,174.86,321300,321300,-1.51,-0.82636,181.69,"October 12, 23",-0.0082636,,,,,
2023-10-11,181.96,182.51,180.54,182.39,175.99,352200,352200,0.43,0.23632,181.85,"October 11, 23",0.0023632,,,,,
2023-10-10,181.69,182.93,180.63,181.47,175.1,526108,526108,-0.22,-0.12109,181.68,"October 10, 23",-0.0012109,,,,,
2023-10-09,179.34,181.94,179.34,181.9,175.52,338900,338900,2.56,1.43,180.63,"October 09, 23",0.0143,,,,,
2023-10-06,178.47,180.35,177.7,179.69,173.39,748210,748210,1.22,0.68359,179.0525,"October 06, 23",0.0068359,,,,,
2023-10-05,178.71,179.71,177.46,179.32,173.03,371539,371539,0.61,0.34134,178.8,"October 05, 23",0.0034134,,,,,
2023-10-04,176.08,179.59,176.05,179.45,173.15,436353,436353,3.37,1.91,177.7925,"October 04, 23",0.0191,,,,,
2023-10-03,176.81,177.72,175.41,175.73,169.57,581605,581605,-1.08,-0.61083,176.4175,"October 03, 23",-0.0061083,,,,,
2023-10-02,178.86,179.4,176.44,176.99,170.78,714149,714149,-1.87,-1.05,177.9225,"October 02, 23",-0.0105,,,,,
2023-09-29,181.78,182.36,178.69,179.05,172.77,670036,670036,-2.73,-1.5,180.47,"September 29, 23",-0.015,,,,,
2023-09-28,180.95,181.62,180.27,181,174.65,577737,577737,0.05,0.02763194,180.96,"September 28, 23",0.0002763194,,,,,
2023-09-27,182.39,182.52,179.99,181.22,174.86,593548,593548,-1.17,-0.64148,181.53,"September 27, 23",-0.0064148,,,,,
2023-09-26,184.29,184.8,181.88,182.07,175.68,426105,426105,-2.22,-1.2,183.26,"September 26, 23",-0.012,,,,,
2023-09-25,184.01,185.38,183.17,185.09,178.6,342400,342400,1.08,0.58692,184.4125,"September 25, 23",0.0058692,,,,,
2023-09-22,183.34,185.8,182.68,184.25,177.79,414003,414003,0.91,0.49635,184.0175,"September 22, 23",0.0049635,,,,,
2023-09-21,184.19,185.18,183.32,183.5,177.06,526700,526700,-0.69,-0.37461,184.0475,"September 21, 23",-0.0037461,,,,,
2023-09-20,186.16,187.67,184.14,184.49,178.02,527500,527500,-1.67,-0.89708,185.615,"September 20, 23",-0.0089708,,,,,
2023-09-19,184.79,185.95,183.98,185.76,179.24,342135,342135,0.97,0.52492,185.12,"September 19, 23",0.0052492,,,,,
2023-09-18,185.3,185.97,183.92,184.96,178.47,403315,403315,-0.34,-0.18349,185.0375,"September 18, 23",-0.0018349,,,,,
2023-09-15,187.59,187.62,184.25,185.14,178.65,1031849,1031849,-2.45,-1.31,186.15,"September 15, 23",-0.0131,,,,,
2023-09-14,188.19,189.01,187.28,188.03,181.43,380206,380206,-0.16,-0.08502046,188.1275,"September 14, 23",-0.0008502046,2023-10-05,0.8,2023-09-15,0.8,2023-08-07
2023-09-13,188.92,189.69,187,188.14,180.77,404400,404400,-0.78,-0.41287,188.4375,"September 13, 23",-0.0041287,,,,,
2023-09-12,188.37,189.46,187.62,188.8,181.4,306601,306601,0.43,0.22827,188.5625,"September 12, 23",0.0022827,,,,,
2023-09-11,187.83,189.06,187.28,189,181.6,442700,442700,1.17,0.6229,188.2925,"September 11, 23",0.006229,,,,,
2023-09-08,187.59,189.08,186.84,187.73,180.38,355320,355320,0.14,0.07463084,187.81,"September 08, 23",0.0007463084,,,,,
2023-09-07,185.68,187.39,185.44,187.13,179.8,295213,295213,1.45,0.78091,186.41,"September 07, 23",0.0078091,,,,,
2023-09-06,187.6,188.11,184.77,185.29,178.03,493103,493103,-2.31,-1.23,186.4425,"September 06, 23",-0.0123,,,,,
2023-09-05,187.86,188.78,186.6,187.69,180.34,447913,447913,-0.17,-0.09049292,187.7325,"September 05, 23",-0.0009049292,,,,,
2023-09-01,186.95,187.84,186.51,187.74,180.39,293792,293792,0.79,0.42257,187.26,"September 01, 23",0.0042257,,,,,
2023-08-31,186.97,187.55,185.61,186.21,178.92,637441,637441,-0.76,-0.40648,186.585,"August 31, 23",-0.0040648,,,,,
2023-08-30,186.64,187.5,185.73,186.83,179.51,426822,426822,0.19,0.1018,186.675,"August 30, 23",0.001018,,,,,
2023-08-29,186.52,186.61,185.5,186.24,178.94,396000,396000,-0.28,-0.15012,186.2175,"August 29, 23",-0.0015012,,,,,
2023-08-28,184.3,186.54,184.05,186.05,178.76,444002,444002,1.75,0.94954,185.235,"August 28, 23",0.0094954,,,,,
2023-08-25,183.37,184.88,181.91,183.69,176.49,540500,540500,0.32,0.17451,183.4625,"August 25, 23",0.0017451,,,,,
2023-08-24,182.99,183.76,180.54,182.51,175.36,1019300,1019300,-0.48,-0.26231,182.45,"August 24, 23",-0.0026231,,,,,
2023-08-23,178.25,182.66,177.85,182.5,175.35,929500,929500,4.25,2.38,180.315,"August 23, 23",0.0238,,,,,
2023-08-22,178.07,179.74,177.61,177.8,170.84,574700,574700,-0.27,-0.15163,178.305,"August 22, 23",-0.0015163,,,,,
2023-08-21,178.41,180.16,177.29,177.93,170.96,1062026,1062026,-0.48,-0.26904,178.4475,"August 21, 23",-0.0026904,,,,,
2023-08-18,178.31,180.15,178.01,179,171.99,791325,791325,0.69,0.38697,178.8675,"August 18, 23",0.0038697,,,,,
2023-08-17,181.65,182.19,178.56,178.58,171.59,711400,711400,-3.07,-1.69,180.245,"August 17, 23",-0.0169,,,,,
2023-08-16,180.85,182.47,180.29,181.35,174.25,569700,569700,0.5,0.27647,181.24,"August 16, 23",0.0027647,,,,,
2023-08-15,181.7,182.22,180.51,180.85,173.77,661540,661540,-0.85,-0.4678,181.32,"August 15, 23",-0.004678,,,,,
2023-08-14,181.46,184.1,181.46,182.82,175.66,451714,451714,1.36,0.74948,182.46,"August 14, 23",0.0074948,,,,,
2023-08-11,178.93,182.33,178.93,181.9,174.77,514900,514900,2.97,1.66,180.5225,"August 11, 23",0.0166,,,,,
2023-08-10,178.81,181.84,178.45,179.36,172.33,735415,735415,0.55,0.30759,179.615,"August 10, 23",0.0030759,,,,,
2023-08-09,177.18,180.43,177.18,178.58,171.59,624700,624700,1.4,0.79016,178.3425,"August 09, 23",0.0079016,,,,,
2023-08-08,171.39,177,170.1,176.86,169.93,1026712,1026712,5.47,3.19,173.8375,"August 08, 23",0.0319,,,,,
2023-08-07,166.01,167.11,165.25,166.15,159.64,471900,471900,0.14,0.08433227,166.13,"August 07, 23",0.0008433227,,,,,
2023-08-04,166.18,167.54,165.5,165.72,159.23,424438,424438,-0.46,-0.27681,166.235,"August 04, 23",-0.0027681,,,,,
2023-08-03,166.39,166.83,164.99,165.9,159.4,392338,392338,-0.49,-0.29449,166.0275,"August 03, 23",-0.0029449,,,,,
2023-08-02,166.64,167.76,165.74,166.69,160.16,459700,459700,0.05,0.0300048,166.7075,"August 02, 23",0.000300048,,,,,
2023-08-01,167.55,168.71,166.78,168.22,161.63,295010,295010,0.67,0.39988,167.815,"August 01, 23",0.0039988,,,,,
2023-07-31,167.83,168.72,167.37,167.92,161.34,381300,381300,0.09,0.05362569,167.96,"July 31, 23",0.0005362569,,,,,
2023-07-28,171.17,171.78,167.53,167.82,161.25,327100,327100,-3.35,-1.96,169.575,"July 28, 23",-0.0196,,,,,
2023-07-27,172.85,172.85,169.57,169.81,163.16,301200,301200,-3.04,-1.76,171.27,"July 27, 23",-0.0176,,,,,
2023-07-26,170.15,172.75,169.7,171.98,165.24,349215,349215,1.83,1.08,171.145,"July 26, 23",0.0108,,,,,
2023-07-25,169.34,171.25,169.11,171.07,164.37,246839,246839,1.73,1.02,170.1925,"July 25, 23",0.0102,,,,,
2023-07-24,170.01,170.62,169.27,169.86,163.21,219005,219005,-0.15,-0.0882301,169.94,"July 24, 23",-0.000882301,,,,,
2023-07-21,170,170.3,168.94,169.83,163.18,323300,323300,-0.17,-0.1,169.7675,"July 21, 23",-0.001,,,,,
2023-07-20,168.98,169.51,167.61,169.19,162.56,338935,338935,0.21,0.12428,168.8225,"July 20, 23",0.0012428,,,,,
2023-07-19,167.94,170.51,167.5,169.67,163.02,489929,489929,1.73,1.03,168.905,"July 19, 23",0.0103,,,,,
2023-07-18,166.51,167.45,165.15,167.33,160.78,731601,731601,0.82,0.49246,166.61,"July 18, 23",0.0049246,,,,,
2023-07-17,167.55,168.43,166.66,166.73,160.2,427729,427729,-0.82,-0.48941,167.3425,"July 17, 23",-0.0048941,,,,,
2023-07-14,167.8,168.69,167.08,167.99,161.41,372318,372318,0.19,0.11323,167.89,"July 14, 23",0.0011323,,,,,
2023-07-13,166.56,168.16,166.47,167.94,161.36,303230,303230,1.38,0.82853,167.2825,"July 13, 23",0.0082853,,,,,
2023-07-12,167.66,167.96,166.17,166.47,159.95,223300,223300,-1.19,-0.70977,167.065,"July 12, 23",-0.0070977,,,,,
2023-07-11,165.29,166.53,164.45,166.35,159.83,432100,432100,1.06,0.6413,165.655,"July 11, 23",0.006413,,,,,
