date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,paymentDate,declarationDate,recordDate
2023-05-17,97.01,97.01,94.4,96.43,96.4,1499600,1499600,-0.58,-0.59788,95.95,"May 17, 23",-0.0059788,,,,,
2023-05-16,97.1,97.1,96.31,96.93,96.9,1121200,1121200,-0.17,-0.17508,96.78,"May 16, 23",-0.0017508,,,,,
2023-05-15,97.67,97.75,96.79,97.34,97.31,992000,992000,-0.33,-0.33787,97.29,"May 15, 23",-0.0033787,,,,,
2023-05-12,97.83,98.42,96.76,97.54,97.51,1736800,1736800,-0.29,-0.29643,97.57,"May 12, 23",-0.0029643,,,,,
2023-05-11,97.5,98.42,97.32,98.02,97.99,1050000,1050000,0.52,0.53333,97.92,"May 11, 23",0.0053333,,,,,
2023-05-10,96.69,98.8,96.69,97.72,97.69,1043200,1043200,1.03,1.07,97.74,"May 10, 23",0.0107,,,,,
2023-05-09,96.39,96.86,96.13,96.32,96.29,486000,486000,-0.07,-0.07262164,96.44,"May 09, 23",-0.0007262164,,,,,
2023-05-08,96.1,97,95.53,96.53,96.5,733600,733600,0.43,0.44745,96.35,"May 08, 23",0.0044745,,,,,
2023-05-05,95.29,96.65,95.2,96.49,96.46,526000,526000,1.2,1.26,96.11,"May 05, 23",0.0126,,,,,
2023-05-04,94.75,95.61,94.2,94.82,94.79,528400,528400,0.07,0.07387863,94.87,"May 04, 23",0.0007387863,,,,,
2023-05-03,96.53,96.7,94.68,95.23,95.2,901600,901600,-1.3,-1.35,95.54,"May 03, 23",-0.0135,,,,,
2023-05-02,95.52,96.46,94.64,95.56,95.53,714000,714000,0.04,0.04187605,95.55,"May 02, 23",0.0004187605,,,,,
2023-05-01,95.07,96.36,95.07,95.94,95.91,421200,421200,0.87,0.91512,95.79,"May 01, 23",0.0091512,,,,,
2023-04-28,94.55,95.67,94.17,95.36,95.33,697200,697200,0.81,0.85669,95.07,"April 28, 23",0.0085669,,,,,
2023-04-27,93.83,94.79,93.16,94.54,94.51,767600,767600,0.71,0.75669,94.16,"April 27, 23",0.0075669,,,,,
2023-04-26,94.27,95.06,93.29,93.99,93.96,987600,987600,-0.28,-0.29702,94.11,"April 26, 23",-0.0029702,,,,,
2023-04-25,96,96.25,94.51,94.75,94.72,668000,668000,-1.25,-1.3,95.17,"April 25, 23",-0.013,,,,,
2023-04-24,96.8,97.07,95.85,96.37,96.34,717200,717200,-0.43,-0.44421,96.43,"April 24, 23",-0.0044421,,,,,
2023-04-21,97.05,97.05,95.74,96.35,96.32,849200,849200,-0.7,-0.72128,96.38,"April 21, 23",-0.0072128,,,,,
2023-04-20,95.88,96.61,95.45,96.32,96.29,1248800,1248800,0.44,0.45891,96.13,"April 20, 23",0.0045891,,,,,
2023-04-19,94.33,96.48,94.33,96.39,96.36,803200,803200,2.06,2.18,95.73,"April 19, 23",0.0218,,,,,
2023-04-18,93.69,94.68,92.88,94.51,94.48,897600,897600,0.82,0.87523,94.02,"April 18, 23",0.0087523,,,,,
2023-04-17,93.28,93.75,92.39,92.87,92.84,702800,702800,-0.41,-0.43954,93,"April 17, 23",-0.0043954,,,,,
2023-04-14,93.93,94.7,92.96,93.43,93.4,762000,762000,-0.5,-0.53231,93.69,"April 14, 23",-0.0053231,,,,,
2023-04-13,93.63,94.65,93.2,94.39,94.36,625200,625200,0.76,0.81171,94.08,"April 13, 23",0.0081171,,,,,
2023-04-12,93.75,94.73,92.87,93.22,93.19,962400,962400,-0.53,-0.56533,93.61,"April 12, 23",-0.0056533,,,,,
2023-04-11,92.86,93.78,92.76,92.99,92.96,614800,614800,0.13,0.14,93.18,"April 11, 23",0.0014,,,,,
2023-04-10,92.45,92.53,91.53,92.53,92.5,593600,593600,0.08,0.08653326,92.2,"April 10, 23",0.0008653326,,,,,
2023-04-06,93.32,93.49,91.5,93.07,93.05,1145600,1145600,-0.25,-0.2679,92.69,"April 06, 23",-0.002679,,,,,
2023-04-05,92.18,93.55,91.36,93.4,93.37,871600,871600,1.22,1.32,92.77,"April 05, 23",0.0132,,,,,
2023-04-04,92.21,92.88,91.82,92.51,92.49,1045200,1045200,0.3,0.32534,92.4,"April 04, 23",0.0032534,,,,,
2023-04-03,92.9,93.07,91.57,92.1,92.07,1415600,1415600,-0.8,-0.86114,92.25,"April 03, 23",-0.0086114,,,,,
2023-03-31,92.4,93.48,92.19,93.34,93.31,1498400,1498400,0.94,1.02,93,"March 31, 23",0.0102,,,,,
2023-03-30,91.25,92.32,90.9,91.87,91.84,1468400,1468400,0.62,0.67945,91.7,"March 30, 23",0.0067945,,,,,
2023-03-29,89.39,90.86,89.16,90.46,90.43,1245200,1245200,1.07,1.2,90.16,"March 29, 23",0.012,,,,,
2023-03-28,88.75,89.88,88.46,88.7,88.67,1035200,1035200,-0.05,-0.05633803,89.01,"March 28, 23",-0.0005633803,,,,,
2023-03-27,89.36,90.42,88.81,89.15,89.12,1484000,1484000,-0.21,-0.235,89.46,"March 27, 23",-0.00235,,,,,
2023-03-24,86.26,89.52,85.97,88.75,88.73,1492800,1492800,2.49,2.89,88.08,"March 24, 23",0.0289,,,,,
2023-03-23,86.49,88.2,86.09,86.24,86.21,994800,994800,-0.25,-0.28905,86.84,"March 23, 23",-0.0028905,,,,,
2023-03-22,87.5,88.57,86.03,86.13,86.11,1154800,1154800,-1.37,-1.57,86.91,"March 22, 23",-0.0157,,,,,
2023-03-21,86.64,87.79,86.25,87.71,87.68,1030000,1030000,1.07,1.23,87.25,"March 21, 23",0.0123,,,,,
2023-03-20,85.3,86.66,85.3,86.13,86.1,734400,734400,0.83,0.97304,86.03,"March 20, 23",0.0097304,,,,,
2023-03-17,86.28,87.24,84.26,85.38,85.35,2188800,2188800,-0.9,-1.04,85.62,"March 17, 23",-0.0104,,,,,
2023-03-16,83.84,86.72,82.82,86.32,86.3,1285600,1285600,2.48,2.96,85.29,"March 16, 23",0.0296,,,,,
2023-03-15,83.18,84.72,82.79,84.66,84.63,1373200,1373200,1.48,1.78,84.06,"March 15, 23",0.0178,,,,,
2023-03-14,84.96,85.38,83.51,84.79,84.76,1078800,1078800,-0.17,-0.20009,84.56,"March 14, 23",-0.0020009,,,,,
2023-03-13,80.94,83.86,80.48,83.49,83.46,1109600,1109600,2.55,3.15,82.61,"March 13, 23",0.0315,,,,,
2023-03-10,83.71,83.71,80.65,81.19,81.17,1200000,1200000,-2.52,-3.01,81.85,"March 10, 23",-0.0301,,,,,
2023-03-09,84.39,85.76,83.53,83.71,83.68,875600,875600,-0.68,-0.80578,84.33,"March 09, 23",-0.0080578,,,,,
2023-03-08,83.45,84.43,82.67,83.82,83.8,881600,881600,0.37,0.44338,83.64,"March 08, 23",0.0044338,,,,,
2023-03-07,86.48,86.58,83.77,84.08,84.06,1442000,1442000,-2.4,-2.78,84.81,"March 07, 23",-0.0278,,,,,
2023-03-06,87.75,88.01,86.5,86.5,86.47,1442000,1442000,-1.25,-1.42,87,"March 06, 23",-0.0142,,,,,
2023-03-03,86.25,88.92,85.54,87.95,87.93,2466400,2466400,1.7,1.97,87.47,"March 03, 23",0.0197,,,,,
2023-03-02,80.25,82.16,80.01,81.96,81.94,1564000,1564000,1.71,2.13,81.38,"March 02, 23",0.0213,,,,,
2023-03-01,81.32,82.26,80.41,80.89,80.86,1752800,1752800,-0.43,-0.52878,81.19,"March 01, 23",-0.0052878,,,,,
2023-02-28,82.95,82.95,80.65,81.74,81.72,5298000,5298000,-1.21,-1.46,81.78,"February 28, 23",-0.0146,,,,,
2023-02-27,83.25,84.05,82.61,83.07,83.05,893600,893600,-0.18,-0.21622,83.24,"February 27, 23",-0.0021622,,,,,
2023-02-24,83.9,84.39,82.05,82.63,82.6,1157200,1157200,-1.27,-1.51,83.02,"February 24, 23",-0.0151,,,,,
2023-02-23,85.01,85.67,83.7,85.01,84.99,1080400,1080400,0,0,84.79,"February 23, 23",0,,,,,
2023-02-22,84.2,84.89,83.2,84.61,84.59,1210400,1210400,0.41,0.48694,84.23,"February 22, 23",0.0048694,,,,,
2023-02-21,85.54,85.54,83.82,84.31,84.28,778800,778800,-1.23,-1.44,84.56,"February 21, 23",-0.0144,,,,,
2023-02-17,85.57,86.63,84.9,86.28,86.25,684400,684400,0.71,0.82973,85.94,"February 17, 23",0.0082973,,,,,
2023-02-16,85.2,86.91,84.49,85.93,85.91,822000,822000,0.73,0.85681,85.78,"February 16, 23",0.0085681,,,,,
2023-02-15,83.99,86.65,83.92,86.52,86.49,1464800,1464800,2.53,3.01,85.7,"February 15, 23",0.0301,,,,,
2023-02-14,84.42,85.95,83.97,84.39,84.37,726800,726800,-0.03,-0.0355366,84.77,"February 14, 23",-0.000355366,,,,,
2023-02-13,84.1,84.95,83.78,84.6,84.57,962400,962400,0.5,0.59453,84.44,"February 13, 23",0.0059453,,,,,
2023-02-10,83.68,84.28,82.84,83.79,83.76,1118800,1118800,0.11,0.13145,83.64,"February 10, 23",0.0013145,,,,,
2023-02-09,86.62,86.62,83.56,83.9,83.88,938000,938000,-2.72,-3.14,84.69,"February 09, 23",-0.0314,,,,,
2023-02-08,86.45,87.6,86.06,86.11,86.09,756000,756000,-0.34,-0.39329,86.59,"February 08, 23",-0.0039329,,,,,
2023-02-07,86.14,87.71,85.08,87.24,87.21,861600,861600,1.1,1.28,86.68,"February 07, 23",0.0128,,,,,
2023-02-06,87.5,88.4,86.26,86.61,86.58,1001600,1001600,-0.89,-1.02,87.09,"February 06, 23",-0.0102,,,,,
2023-02-03,89.24,90.54,88.54,88.62,88.59,1045600,1045600,-0.62,-0.69476,89.23,"February 03, 23",-0.0069476,,,,,
2023-02-02,90.03,92.94,89.56,90.63,90.6,2079200,2079200,0.6,0.66644,91.04,"February 02, 23",0.0066644,,,,,
2023-02-01,87.46,89.37,86.86,89.14,89.12,1209200,1209200,1.68,1.92,88.46,"February 01, 23",0.0192,,,,,
2023-01-31,85.65,87.34,84.79,87.23,87.21,1084400,1084400,1.58,1.84,86.45,"January 31, 23",0.0184,,,,,
2023-01-30,85.11,85.79,84.65,85.21,85.19,953600,953600,0.1,0.1175,85.22,"January 30, 23",0.001175,,,,,
2023-01-27,86.7,87.29,86.01,86.12,86.09,620000,620000,-0.58,-0.66897,86.47,"January 27, 23",-0.0066897,,,,,
2023-01-26,86.42,87.36,85.67,87.28,87.25,776000,776000,0.86,0.99514,86.77,"January 26, 23",0.0099514,,,,,
2023-01-25,84.79,86,84.45,85.89,85.87,709200,709200,1.1,1.3,85.45,"January 25, 23",0.013,,,,,
2023-01-24,87,87.32,85.05,85.79,85.76,875600,875600,-1.21,-1.39,86.05,"January 24, 23",-0.0139,,,,,
2023-01-23,85.93,86.54,85.42,86.54,86.51,1257600,1257600,0.61,0.70988,86.16,"January 23, 23",0.0070988,,,,,
2023-01-20,85.68,86.44,84.98,85.93,85.91,1019200,1019200,0.25,0.29178,85.78,"January 20, 23",0.0029178,0.0075,0.03,2023-02-10,2022-12-14,2023-01-23
2023-01-19,84.09,86.21,84.09,85.6,85.54,772400,772400,1.51,1.8,85.3,"January 19, 23",0.018,,,,,
2023-01-18,86.49,87.68,84.38,84.86,84.8,1780400,1780400,-1.63,-1.88,85.64,"January 18, 23",-0.0188,,,,,
2023-01-17,87.31,87.86,85.78,86.33,86.28,1599600,1599600,-0.98,-1.12,86.66,"January 17, 23",-0.0112,,,,,
2023-01-13,87.04,88.03,86.91,87.6,87.54,824400,824400,0.56,0.64338,87.51,"January 13, 23",0.0064338,,,,,
2023-01-12,88.25,88.48,86.6,87.36,87.3,908800,908800,-0.89,-1.01,87.48,"January 12, 23",-0.0101,,,,,
2023-01-11,86.93,88.14,86.53,87.58,87.52,1436800,1436800,0.65,0.74773,87.41,"January 11, 23",0.0074773,,,,,
2023-01-10,86.05,86.99,85.9,85.96,85.91,1272800,1272800,-0.09,-0.10459,86.29,"January 10, 23",-0.0010459,,,,,
2023-01-09,86.89,87.01,85.25,86.06,86.01,1486800,1486800,-0.83,-0.95523,86.11,"January 09, 23",-0.0095523,,,,,
2023-01-06,85.75,86.97,83.47,86.29,86.24,1086400,1086400,0.54,0.62974,85.58,"January 06, 23",0.0062974,,,,,
2023-01-05,84.57,85.25,84.15,84.84,84.78,1044800,1044800,0.27,0.31926,84.75,"January 05, 23",0.0031926,,,,,
2023-01-04,84.56,85.5,83.92,85.39,85.34,1176400,1176400,0.83,0.98155,84.94,"January 04, 23",0.0098155,,,,,
2023-01-03,83.48,84.69,82.11,83.17,83.12,1078400,1078400,-0.31,-0.37135,83.32,"January 03, 23",-0.0037135,,,,,
2022-12-30,83,83.58,81.79,82.67,82.61,1027600,1027600,-0.33,-0.39759,82.68,"December 30, 22",-0.0039759,,,,,
2022-12-29,82.83,84.48,82.47,83.6,83.54,560400,560400,0.77,0.92961,83.52,"December 29, 22",0.0092961,,,,,
2022-12-28,83.37,84.02,82.07,82.1,82.04,612400,612400,-1.27,-1.52,82.73,"December 28, 22",-0.0152,,,,,
2022-12-27,83.41,84.05,82.57,83.36,83.3,896800,896800,-0.05,-0.05994485,83.33,"December 27, 22",-0.0005994485,,,,,
2022-12-23,82.39,83.27,82.01,83.18,83.13,936800,936800,0.79,0.95885,82.82,"December 23, 22",0.0095885,,,,,
2022-12-22,82.06,82.81,80.66,82.71,82.65,1154000,1154000,0.65,0.7921,82.06,"December 22, 22",0.007921,,,,,
2022-12-21,80.7,82.87,80.65,82.17,82.12,1266800,1266800,1.47,1.82,81.9,"December 21, 22",0.0182,,,,,
2022-12-20,78.86,80.08,78.22,79.97,79.92,987600,987600,1.11,1.41,79.43,"December 20, 22",0.0141,,,,,
2022-12-19,79.18,79.53,78.71,79.07,79.01,851600,851600,-0.11,-0.13892,79.1,"December 19, 22",-0.0013892,,,,,
2022-12-16,79.96,80.43,78.88,79.46,79.41,1983200,1983200,-0.5,-0.62531,79.59,"December 16, 22",-0.0062531,,,,,
2022-12-15,80.51,81.84,79.97,81.03,80.97,2007600,2007600,0.52,0.64588,80.95,"December 15, 22",0.0064588,,,,,
2022-12-14,81.17,83.7,80.43,81.21,81.16,2658400,2658400,0.04,0.04927929,81.78,"December 14, 22",0.0004927929,,,,,
2022-12-13,81.11,82.97,80.07,82.46,82.4,2009200,2009200,1.35,1.66,81.83,"December 13, 22",0.0166,,,,,
2022-12-12,77.75,79.22,77.18,78.53,78.48,1992000,1992000,0.78,1,78.31,"December 12, 22",0.01,,,,,
2022-12-09,78.14,81.91,76.25,77.37,77.32,3266400,3266400,-0.77,-0.98541,78.51,"December 09, 22",-0.0098541,,,,,
2022-12-08,78.64,80.36,77.95,79.86,79.8,1373200,1373200,1.22,1.55,79.39,"December 08, 22",0.0155,,,,,
2022-12-07,78.5,79.93,78.12,78.64,78.59,1074400,1074400,0.14,0.17834,78.9,"December 07, 22",0.0017834,,,,,
2022-12-06,80.18,80.81,77.52,78.28,78.22,1335600,1335600,-1.9,-2.37,78.87,"December 06, 22",-0.0237,,,,,
2022-12-05,79.55,80.51,78.62,80.39,80.34,1237600,1237600,0.84,1.06,79.84,"December 05, 22",0.0106,,,,,
2022-12-02,80.3,81.53,80.3,80.58,80.53,1154000,1154000,0.28,0.34869,80.8,"December 02, 22",0.0034869,,,,,
2022-12-01,80.23,82.21,79.94,81.65,81.6,1270400,1270400,1.42,1.77,81.27,"December 01, 22",0.0177,,,,,
2022-11-30,79.46,79.46,76.47,79.09,79.04,4776000,4776000,-0.37,-0.46564,78.34,"November 30, 22",-0.0046564,,,,,
2022-11-29,76.96,77.95,76.67,76.86,76.81,1218800,1218800,-0.1,-0.12994,77.16,"November 29, 22",-0.0012994,,,,,
2022-11-28,78.24,79.27,76.86,77.08,77.03,936000,936000,-1.16,-1.48,77.74,"November 28, 22",-0.0148,,,,,
2022-11-25,78.75,78.93,77.32,78.6,78.54,477600,477600,-0.15,-0.19048,78.28,"November 25, 22",-0.0019048,,,,,
2022-11-23,77.5,78.52,77.33,78.28,78.22,678400,678400,0.78,1.01,78.04,"November 23, 22",0.0101,,,,,
2022-11-22,76.82,77.59,75.72,77.31,77.26,831200,831200,0.49,0.63785,76.87,"November 22, 22",0.0063785,,,,,
2022-11-21,76.18,77.56,75.93,76.79,76.74,1042800,1042800,0.61,0.80074,76.76,"November 21, 22",0.0080074,,,,,
2022-11-18,77.27,77.27,75.82,76.85,76.8,886800,886800,-0.42,-0.54355,76.64,"November 18, 22",-0.0054355,,,,,
2022-11-17,75.94,76.72,75.36,75.75,75.7,1116400,1116400,-0.19,-0.2502,75.94,"November 17, 22",-0.002502,,,,,
2022-11-16,79.16,79.68,77.43,77.59,77.54,1254000,1254000,-1.57,-1.98,78.23,"November 16, 22",-0.0198,,,,,
2022-11-15,78.77,79.86,78.15,78.94,78.89,1265600,1265600,0.17,0.21582,78.99,"November 15, 22",0.0021582,,,,,
2022-11-14,80.47,81.01,78.58,78.63,78.57,1642400,1642400,-1.84,-2.29,79.41,"November 14, 22",-0.0229,,,,,
2022-11-11,76.11,81.97,75.7,81.08,81.03,4078000,4078000,4.97,6.53,79.58,"November 11, 22",0.0653,,,,,
2022-11-10,71.54,75.63,71.14,75.51,75.46,1849200,1849200,3.97,5.55,74.09,"November 10, 22",0.0555,,,,,
2022-11-09,68.16,68.69,67.65,68.39,68.35,1366800,1366800,0.23,0.33744,68.25,"November 09, 22",0.0033744,,,,,
2022-11-08,67.87,69.11,66.87,68.38,68.33,919200,919200,0.51,0.75144,68.12,"November 08, 22",0.0075144,,,,,
2022-11-07,68.23,68.23,66.79,67.64,67.6,854400,854400,-0.59,-0.86472,67.55,"November 07, 22",-0.0086472,,,,,
2022-11-04,67.55,68.03,66.46,67.65,67.61,1183600,1183600,0.1,0.14804,67.38,"November 04, 22",0.0014804,,,,,
2022-11-03,66.85,66.85,64.32,66.39,66.35,1059600,1059600,-0.46,-0.68811,65.85,"November 03, 22",-0.0068811,,,,,
2022-11-02,69.51,70.58,67.61,67.61,67.56,2009200,2009200,-1.9,-2.73,68.6,"November 02, 22",-0.0273,,,,,
2022-11-01,69.09,70.01,68.92,69.75,69.7,1176400,1176400,0.66,0.95528,69.56,"November 01, 22",0.0095528,,,,,
2022-10-31,67.98,69.11,67.98,68.35,68.3,856800,856800,0.37,0.54428,68.48,"October 31, 22",0.0054428,,,,,
2022-10-28,67.24,68.98,67.03,68.86,68.81,926000,926000,1.62,2.41,68.29,"October 28, 22",0.0241,,,,,
2022-10-27,68.71,68.71,67.18,67.31,67.26,876400,876400,-1.4,-2.04,67.73,"October 27, 22",-0.0204,,,,,
2022-10-26,66.82,68.88,66.54,68.57,68.52,1606000,1606000,1.75,2.62,68,"October 26, 22",0.0262,,,,,
2022-10-25,64.68,66.61,64.68,66.32,66.27,1082400,1082400,1.64,2.54,65.87,"October 25, 22",0.0254,,,,,
2022-10-24,65.6,65.65,64.25,64.64,64.6,1003200,1003200,-0.96,-1.46,64.85,"October 24, 22",-0.0146,,,,,
2022-10-21,64,65.13,62.65,65,64.95,957600,957600,1,1.56,64.26,"October 21, 22",0.0156,,,,,
2022-10-20,64.23,64.85,63.56,63.92,63.88,1201600,1201600,-0.31,-0.48264,64.11,"October 20, 22",-0.0048264,,,,,
2022-10-19,64.49,64.93,63.67,64.12,64.08,1263200,1263200,-0.37,-0.57373,64.24,"October 19, 22",-0.0057373,,,,,
2022-10-18,66.91,67.46,64.44,64.62,64.57,1185600,1185600,-2.29,-3.42,65.51,"October 18, 22",-0.0342,,,,,
2022-10-17,63.22,65.78,62.58,65.03,64.98,1434000,1434000,1.81,2.86,64.46,"October 17, 22",0.0286,,,,,
2022-10-14,64.61,65.13,62.03,62.17,62.13,1572400,1572400,-2.44,-3.78,63.11,"October 14, 22",-0.0378,,,,,
2022-10-13,61.57,64.76,61.06,63.81,63.77,1937200,1937200,2.24,3.64,63.21,"October 13, 22",0.0364,,,,,
2022-10-12,62.48,63.47,61.81,63.2,63.16,1750800,1750800,0.72,1.15,62.82,"October 12, 22",0.0115,,,,,
2022-10-11,64.39,65.47,63.57,64.08,64.04,1412000,1412000,-0.31,-0.48144,64.38,"October 11, 22",-0.0048144,,,,,
2022-10-10,65.91,65.91,64.31,64.41,64.37,944000,944000,-1.5,-2.28,64.88,"October 10, 22",-0.0228,,,,,
2022-10-07,66.58,66.65,65.01,65.6,65.55,1114800,1114800,-0.98,-1.47,65.76,"October 07, 22",-0.0147,,,,,
2022-10-06,69.25,69.73,67.14,67.38,67.34,1134400,1134400,-1.87,-2.7,68.08,"October 06, 22",-0.027,,,,,
2022-10-05,69.15,69.81,68.61,69.36,69.32,956400,956400,0.21,0.30369,69.26,"October 05, 22",0.0030369,,,,,
2022-10-04,68.89,69.89,68.71,69.89,69.85,1606400,1606400,1,1.45,69.5,"October 04, 22",0.0145,,,,,
2022-10-03,67.08,68.82,66.42,68.32,68.27,1354000,1354000,1.24,1.85,67.85,"October 03, 22",0.0185,,,,,
2022-09-30,67.54,68.64,65.92,65.97,65.93,1601600,1601600,-1.57,-2.32,66.84,"September 30, 22",-0.0232,,,,,
2022-09-29,66.61,67.81,65.91,67.35,67.31,1025600,1025600,0.74,1.11,67.02,"September 29, 22",0.0111,,,,,
2022-09-28,66.33,67.74,65.73,67.28,67.23,1689600,1689600,0.95,1.43,66.92,"September 28, 22",0.0143,,,,,
2022-09-27,67.91,68,65.77,65.95,65.91,1418000,1418000,-1.96,-2.89,66.57,"September 27, 22",-0.0289,,,,,
2022-09-26,68.51,68.96,66.34,67.25,67.21,1576400,1576400,-1.26,-1.84,67.51,"September 26, 22",-0.0184,,,,,
2022-09-23,67.96,69.12,67.51,68.92,68.87,1591200,1591200,0.96,1.41,68.52,"September 23, 22",0.0141,,,,,
2022-09-22,68.46,68.84,67.89,68.55,68.5,1353600,1353600,0.09,0.13146,68.42,"September 22, 22",0.0013146,,,,,
2022-09-21,70.97,71.5,69.09,69.09,69.05,811600,811600,-1.88,-2.65,69.89,"September 21, 22",-0.0265,,,,,
2022-09-20,71.78,72.4,70.47,70.88,70.84,1180800,1180800,-0.9,-1.25,71.25,"September 20, 22",-0.0125,,,,,
2022-09-19,72.34,72.82,71.04,72.59,72.54,1378400,1378400,0.25,0.34559,72.15,"September 19, 22",0.0034559,,,,,
2022-09-16,74.36,74.36,72.71,72.86,72.81,1311200,1311200,-1.5,-2.02,73.31,"September 16, 22",-0.0202,,,,,
2022-09-15,75.78,77.21,74.69,74.99,74.94,1002000,1002000,-0.79,-1.04,75.63,"September 15, 22",-0.0104,,,,,
2022-09-14,76.23,76.59,75.26,75.72,75.67,1052800,1052800,-0.51,-0.66903,75.86,"September 14, 22",-0.0066903,,,,,
2022-09-13,77.58,78,76.29,76.39,76.34,1096000,1096000,-1.19,-1.53,76.89,"September 13, 22",-0.0153,,,,,
2022-09-12,78.81,79.73,78.81,79.69,79.64,767200,767200,0.88,1.12,79.41,"September 12, 22",0.0112,,,,,
2022-09-09,77.16,78.75,76.64,78.68,78.62,923600,923600,1.52,1.97,78.02,"September 09, 22",0.0197,,,,,
2022-09-08,75.74,77.64,75.05,76.97,76.92,1270000,1270000,1.23,1.62,76.55,"September 08, 22",0.0162,,,,,
2022-09-07,74.36,77.03,74.35,76.53,76.48,1600800,1600800,2.17,2.92,75.97,"September 07, 22",0.0292,,,,,
2022-09-06,74.21,74.98,73.59,74.04,74,1060400,1060400,-0.17,-0.22908,74.21,"September 06, 22",-0.0022908,,,,,
2022-09-02,75.56,75.85,73.59,73.88,73.83,1748800,1748800,-1.68,-2.22,74.44,"September 02, 22",-0.0222,,,,,
2022-09-01,71.51,75.27,70.76,75.03,74.98,3458400,3458400,3.52,4.92,73.69,"September 01, 22",0.0492,,,,,
2022-08-31,72.83,73.33,71.4,71.86,71.81,2184400,2184400,-0.97,-1.33,72.2,"August 31, 22",-0.0133,,,,,
2022-08-30,72.83,73.39,71.93,72.07,72.02,1733600,1733600,-0.76,-1.04,72.46,"August 30, 22",-0.0104,,,,,
2022-08-29,73.06,73.53,72.14,72.82,72.78,1510400,1510400,-0.24,-0.3285,72.83,"August 29, 22",-0.003285,,,,,
2022-08-26,78.5,78.71,74.14,74.14,74.09,1249200,1249200,-4.36,-5.55,75.66,"August 26, 22",-0.0555,,,,,
2022-08-25,78.16,78.59,77.21,78.51,78.46,1320800,1320800,0.35,0.4478,78.1,"August 25, 22",0.004478,,,,,
2022-08-24,77.48,78.07,76.62,77.45,77.4,1830800,1830800,-0.03,-0.03871967,77.38,"August 24, 22",-0.0003871967,,,,,
2022-08-23,78.25,78.25,77.21,77.83,77.78,729600,729600,-0.42,-0.53674,77.76,"August 23, 22",-0.0053674,,,,,
2022-08-22,79.75,80.13,78.29,78.61,78.55,950000,950000,-1.14,-1.43,79.01,"August 22, 22",-0.0143,,,,,
2022-08-19,81.34,81.57,80.15,80.67,80.62,1153200,1153200,-0.67,-0.8237,80.8,"August 19, 22",-0.008237,,,,,
2022-08-18,82.27,82.77,81.06,81.74,81.69,789200,789200,-0.53,-0.64422,81.86,"August 18, 22",-0.0064422,,,,,
2022-08-17,83.69,84.31,82.18,82.27,82.21,1087200,1087200,-1.42,-1.7,82.92,"August 17, 22",-0.017,,,,,
2022-08-16,82.76,84.36,82.28,84.32,84.26,888400,888400,1.56,1.88,83.65,"August 16, 22",0.0188,,,,,
2022-08-15,83.1,84.39,82.87,83.33,83.28,581200,581200,0.23,0.27677,83.53,"August 15, 22",0.0027677,,,,,
2022-08-12,82.75,83.54,82.14,83.52,83.46,589600,589600,0.77,0.93051,83.07,"August 12, 22",0.0093051,,,,,
2022-08-11,83.76,84.29,82.05,82.18,82.13,1080400,1080400,-1.58,-1.89,82.84,"August 11, 22",-0.0189,,,,,
2022-08-10,82.81,83.12,81.93,83.06,83.01,1202000,1202000,0.25,0.3019,82.7,"August 10, 22",0.003019,,,,,
2022-08-09,83.35,83.5,81.25,81.41,81.35,789600,789600,-1.94,-2.33,82.05,"August 09, 22",-0.0233,,,,,
2022-08-08,83.44,83.67,82.88,83.42,83.36,645200,645200,-0.02,-0.02396932,83.32,"August 08, 22",-0.0002396932,,,,,
2022-08-05,81.31,82.75,81.31,82.73,82.67,590800,590800,1.42,1.75,82.26,"August 05, 22",0.0175,,,,,
2022-08-04,82.24,82.59,81.32,81.87,81.81,722800,722800,-0.37,-0.4499,81.93,"August 04, 22",-0.004499,,,,,
2022-08-03,81.65,83.1,81.25,82.29,82.23,816000,816000,0.64,0.78383,82.21,"August 03, 22",0.0078383,,,,,
2022-08-02,80.99,82.43,80.4,81.2,81.15,774400,774400,0.21,0.25929,81.35,"August 02, 22",0.0025929,,,,,
2022-08-01,81.22,82.3,80.94,81.35,81.29,1165200,1165200,0.13,0.16006,81.53,"August 01, 22",0.0016006,,,,,
2022-07-29,81.57,82.35,80.94,81.75,81.7,1170800,1170800,0.18,0.22067,81.68,"July 29, 22",0.0022067,,,,,
2022-07-28,80.38,82.28,79.03,81.61,81.55,928400,928400,1.23,1.53,80.97,"July 28, 22",0.0153,,,,,
2022-07-27,78.17,79.84,78.17,79.64,79.59,1010000,1010000,1.47,1.88,79.22,"July 27, 22",0.0188,,,,,
2022-07-26,78.57,78.57,77.52,77.71,77.66,974400,974400,-0.86,-1.09,77.94,"July 26, 22",-0.0109,0.0075,0.03,2022-08-11,2022-07-13,2022-07-27
2022-07-25,78.6,78.82,77.95,78.43,78.35,692400,692400,-0.17,-0.21628,78.4,"July 25, 22",-0.0021628,,,,,
2022-07-22,79,79.76,77.88,78.36,78.28,774800,774800,-0.64,-0.81013,78.67,"July 22, 22",-0.0081013,,,,,
2022-07-21,77.15,79.06,76.87,78.97,78.89,879600,879600,1.82,2.36,78.3,"July 21, 22",0.0236,,,,,
