date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,dividend,adjDividend,recordDate,paymentDate
2024-05-14,149.24,151.17,148.18,148.65,137.9,720400,720400,-0.59,-0.39534,149.31,"May 14, 24",-0.0039534,,,,,
2024-05-13,147.64,149.08,146.66,147.89,137.19,609317,609317,0.25,0.16933,147.8175,"May 13, 24",0.0016933,,,,,
2024-05-10,146.44,147.06,145.1,146.67,136.06,710313,710313,0.23,0.15706,146.3175,"May 10, 24",0.0015706,,,,,
2024-05-09,141.69,146.25,141.12,146.22,135.64,945139,945139,4.53,3.2,143.82,"May 09, 24",0.032,,,,,
2024-05-08,142.42,142.52,140.6,140.95,130.75,632800,632800,-1.47,-1.03,141.6225,"May 08, 24",-0.0103,,,,,
2024-05-07,144,144.7,142.96,143.3,132.93,1129000,1129000,-0.7,-0.48611,143.74,"May 07, 24",-0.0048611,,,,,
2024-05-06,143.36,143.79,140.4,142.68,132.36,1070719,1070719,-0.68,-0.47433,142.5575,"May 06, 24",-0.0047433,,,,,
2024-05-03,142.42,143.84,141.08,141.87,131.61,969200,969200,-0.55,-0.38618,142.3025,"May 03, 24",-0.0038618,,,,,
2024-05-02,140.03,140.58,137.6,139.79,129.68,1586900,1586900,-0.24,-0.17139,139.5,"May 02, 24",-0.0017139,,,,,
2024-05-01,138.81,142.79,136.44,138.7,128.67,2020500,2020500,-0.11,-0.07924501,139.185,"May 01, 24",-0.0007924501,,,,,
2024-04-30,135.47,137.38,134.17,134.28,124.56,1800316,1800316,-1.19,-0.87842,135.325,"April 30, 24",-0.0087842,,,,,
2024-04-29,135.19,137.96,135.19,137.38,127.44,1101152,1101152,2.19,1.62,136.43,"April 29, 24",0.0162,,,,,
2024-04-26,134.38,136.35,133.34,133.47,123.81,716541,716541,-0.91,-0.67718,134.385,"April 26, 24",-0.0067718,,,,,
2024-04-25,132.75,134.32,131.79,133.83,124.15,998700,998700,1.08,0.81356,133.1725,"April 25, 24",0.0081356,,,,,
2024-04-24,132.4,136,131.02,134.64,124.9,1147500,1147500,2.24,1.69,133.515,"April 24, 24",0.0169,,,,,
2024-04-23,132.75,135.08,132.6,133.28,123.64,1162800,1162800,0.53,0.39925,133.4275,"April 23, 24",0.0039925,,,,,
2024-04-22,133.19,134.05,131.84,132.74,123.14,1221000,1221000,-0.45,-0.33786,132.955,"April 22, 24",-0.0033786,,,,,
2024-04-19,134.48,134.8,131.88,132.46,122.88,1481536,1481536,-2.02,-1.5,133.405,"April 19, 24",-0.015,,,,,
2024-04-18,136.28,136.86,133.64,134.2,124.49,1013500,1013500,-2.08,-1.53,135.245,"April 18, 24",-0.0153,,,,,
2024-04-17,136.09,138.25,135.94,136.1,126.25,891800,891800,0.01,0.00734808,136.595,"April 17, 24",7.34808e-05,,,,,
2024-04-16,137.19,137.43,134.37,135.81,125.98,1171100,1171100,-1.38,-1.01,136.2,"April 16, 24",-0.0101,,,,,
2024-04-15,140.5,141.18,136.31,137.73,127.77,1490549,1490549,-2.77,-1.97,138.93,"April 15, 24",-0.0197,,,,,
2024-04-12,142.29,142.61,140.01,140.69,130.51,687262,687262,-1.6,-1.12,141.4,"April 12, 24",-0.0112,,,,,
2024-04-11,143.45,144.07,140.04,143.2,132.84,827300,827300,-0.25,-0.17428,142.69,"April 11, 24",-0.0017428,,,,,
2024-04-10,148.1,148.1,141.21,142.5,132.19,1296000,1296000,-5.6,-3.78,144.9775,"April 10, 24",-0.0378,,,,,
2024-04-09,150,152.56,149.83,152.39,141.36,963728,963728,2.39,1.59,151.195,"April 09, 24",0.0159,,,,,
2024-04-08,147.39,149.19,146.51,149.07,138.28,932328,932328,1.68,1.14,148.04,"April 08, 24",0.0114,,,,,
2024-04-05,144.53,146.55,143.67,146.32,135.73,946136,946136,1.79,1.24,145.2675,"April 05, 24",0.0124,,,,,
2024-04-04,146,149.36,143.72,144.52,134.06,1033514,1033514,-1.48,-1.01,145.9,"April 04, 24",-0.0101,,,,,
2024-04-03,145.42,145.75,142.65,145.06,134.56,1091408,1091408,-0.36,-0.24756,144.72,"April 03, 24",-0.0024756,,,,,
2024-04-02,145.24,146.15,143.85,145.49,134.96,1231303,1231303,0.25,0.17213,145.1825,"April 02, 24",0.0017213,,,,,
2024-04-01,147.01,147.73,145.83,146.74,136.12,843816,843816,-0.27,-0.18366,146.8275,"April 01, 24",-0.0018366,,,,,
2024-03-28,147.21,148.62,146.14,147,136.36,1214500,1214500,-0.21,-0.14265,147.2425,"March 28, 24",-0.0014265,,,,,
2024-03-27,142.16,147.36,141.83,146.75,136.13,1116715,1116715,4.59,3.23,144.525,"March 27, 24",0.0323,,,,,
2024-03-26,140.6,141.99,140.46,140.46,130.3,798106,798106,-0.14,-0.09957326,140.8775,"March 26, 24",-0.0009957326,,,,,
2024-03-25,141.6,142.54,140.28,140.5,130.33,922800,922800,-1.1,-0.77684,141.23,"March 25, 24",-0.0077684,,,,,
2024-03-22,142.81,142.83,140.34,141.36,131.13,1200935,1200935,-1.45,-1.02,141.835,"March 22, 24",-0.0102,,,,,
2024-03-21,141.54,143.6,140.34,142.35,132.05,1376324,1376324,0.81,0.57228,141.9575,"March 21, 24",0.0057228,,,,,
2024-03-20,137.67,141.64,137.25,140.5,130.33,1828500,1828500,2.83,2.06,139.265,"March 20, 24",0.0206,,,,,
2024-03-19,137.15,139.67,137.15,138.4,128.39,839141,839141,1.25,0.91141,138.0925,"March 19, 24",0.0091141,,,,,
2024-03-18,139.28,140.07,137.92,138.07,128.08,938003,938003,-1.21,-0.86875,138.835,"March 18, 24",-0.0086875,,,,,
2024-03-15,140.31,142.53,139.02,139.33,129.25,2428626,2428626,-0.98,-0.69845,140.2975,"March 15, 24",-0.0069845,,,,,
2024-03-14,145,146.22,140.76,142.31,132.01,1208631,1208631,-2.69,-1.86,143.5725,"March 14, 24",-0.0186,2024-02-22,1.62,1.62,2024-03-15,2024-03-29
2024-03-13,150.5,151.57,147.2,147.84,135.64,1173205,1173205,-2.66,-1.77,149.2775,"March 13, 24",-0.0177,,,,,
2024-03-12,148.4,151.15,147.03,150.6,138.17,1161422,1161422,2.2,1.48,149.295,"March 12, 24",0.0148,,,,,
2024-03-11,151.39,152.33,147.69,149.41,137.08,1248700,1248700,-1.98,-1.31,150.205,"March 11, 24",-0.0131,,,,,
2024-03-08,147.67,151.23,147.47,150.6,138.17,1126948,1126948,2.93,1.98,149.2425,"March 08, 24",0.0198,,,,,
2024-03-07,144.56,146.65,143.36,146.46,134.37,1123730,1123730,1.9,1.31,145.2575,"March 07, 24",0.0131,,,,,
2024-03-06,145.09,145.09,142.59,144.03,132.14,815700,815700,-1.06,-0.73058,144.2,"March 06, 24",-0.0073058,,,,,
2024-03-05,146.62,147.53,141.82,142.58,130.81,933000,933000,-4.04,-2.76,144.6375,"March 05, 24",-0.0276,,,,,
2024-03-04,142.68,147.59,142.19,147.48,135.31,1492976,1492976,4.8,3.36,144.985,"March 04, 24",0.0336,,,,,
2024-03-01,140.63,143.57,138.63,143.36,131.53,1165600,1165600,2.73,1.94,141.5475,"March 01, 24",0.0194,,,,,
2024-02-29,139.78,141.78,137.43,140.97,129.34,1788916,1788916,1.19,0.85134,139.99,"February 29, 24",0.0085134,,,,,
2024-02-28,135.49,139.57,132.22,138.29,126.88,2507000,2507000,2.8,2.07,136.3925,"February 28, 24",0.0207,,,,,
2024-02-27,140.49,141.79,140.13,140.22,128.65,1310900,1310900,-0.27,-0.19218,140.6575,"February 27, 24",-0.0019218,,,,,
2024-02-26,139.54,141.54,138.45,139.2,127.71,1362500,1362500,-0.34,-0.24366,139.6825,"February 26, 24",-0.0024366,,,,,
2024-02-23,141.15,141.48,140.05,140.06,128.5,986800,986800,-1.09,-0.77223,140.685,"February 23, 24",-0.0077223,,,,,
2024-02-22,142.85,143.26,141.25,141.39,129.72,1032645,1032645,-1.46,-1.02,142.1875,"February 22, 24",-0.0102,,,,,
2024-02-21,145.85,146.45,141.5,143.11,131.3,1237913,1237913,-2.74,-1.88,144.2275,"February 21, 24",-0.0188,,,,,
2024-02-20,140.9,141.55,139.69,141.42,129.75,1043248,1043248,0.52,0.36906,140.89,"February 20, 24",0.0036906,,,,,
2024-02-16,139.81,141.95,139.71,141.57,129.89,1788118,1788118,1.76,1.26,140.76,"February 16, 24",0.0126,,,,,
2024-02-15,141.91,142.76,140.38,141.77,130.07,1550058,1550058,-0.14,-0.09865408,141.705,"February 15, 24",-0.0009865408,,,,,
2024-02-14,139.14,140.38,137.57,139.6,128.08,1219600,1219600,0.46,0.3306,139.1725,"February 14, 24",0.003306,,,,,
2024-02-13,138.27,139.18,136.06,138.55,127.12,1190100,1190100,0.28,0.2025,138.015,"February 13, 24",0.002025,,,,,
2024-02-12,143.71,144.33,141.65,142.02,130.3,866212,866212,-1.69,-1.18,142.9275,"February 12, 24",-0.0118,,,,,
2024-02-09,143.15,144.18,142.39,143.38,131.55,756915,756915,0.23,0.16067,143.275,"February 09, 24",0.0016067,,,,,
2024-02-08,143.38,144.37,142.68,143.47,131.63,808000,808000,0.09,0.06277026,143.475,"February 08, 24",0.0006277026,,,,,
2024-02-07,142.77,144.93,142.07,142.41,130.66,947100,947100,-0.36,-0.25215,143.045,"February 07, 24",-0.0025215,,,,,
2024-02-06,140.03,143.21,139.56,142.73,130.95,974100,974100,2.7,1.93,141.3825,"February 06, 24",0.0193,,,,,
2024-02-05,141.37,141.95,139.42,139.68,128.15,1101622,1101622,-1.69,-1.2,140.605,"February 05, 24",-0.012,,,,,
2024-02-02,143.92,144.55,141.43,143.53,131.69,944213,944213,-0.39,-0.27098,143.3575,"February 02, 24",-0.0027098,,,,,
2024-02-01,144.12,146.35,143.19,146.07,134.02,1393642,1393642,1.95,1.35,144.9325,"February 01, 24",0.0135,,,,,
2024-01-31,146.25,148.29,143.58,144.44,132.52,1752700,1752700,-1.81,-1.24,145.64,"January 31, 24",-0.0124,,,,,
2024-01-30,146.42,147.81,144.55,145.56,133.55,743219,743219,-0.86,-0.58735,146.085,"January 30, 24",-0.0058735,,,,,
2024-01-29,147.43,148.42,146.11,148.05,135.83,706211,706211,0.62,0.42054,147.5025,"January 29, 24",0.0042054,,,,,
2024-01-26,149.67,149.96,147.28,147.47,135.3,548018,548018,-2.2,-1.47,148.595,"January 26, 24",-0.0147,,,,,
2024-01-25,149.16,149.99,147.65,148.83,136.55,881800,881800,-0.33,-0.22124,148.9075,"January 25, 24",-0.0022124,,,,,
2024-01-24,149.05,149.79,146.43,146.91,134.79,874806,874806,-2.14,-1.44,148.045,"January 24, 24",-0.0144,,,,,
2024-01-23,149.17,149.8,146.65,147.24,135.09,858715,858715,-1.93,-1.29,148.215,"January 23, 24",-0.0129,,,,,
2024-01-22,147.36,150.22,147.36,148.69,136.42,794334,794334,1.33,0.90255,148.4075,"January 22, 24",0.0090255,,,,,
2024-01-19,147,147.73,145.02,146.76,134.65,1143343,1143343,-0.24,-0.16327,146.6275,"January 19, 24",-0.0016327,,,,,
2024-01-18,148.31,148.79,144.65,146.44,134.36,1439544,1439544,-1.87,-1.26,147.0475,"January 18, 24",-0.0126,,,,,
2024-01-17,148.28,150.23,147.06,148.17,135.94,1438100,1438100,-0.11,-0.07418398,148.435,"January 17, 24",-0.0007418398,,,,,
2024-01-16,151.16,151.35,149.35,150.45,138.03,1383821,1383821,-0.71,-0.4697,150.5775,"January 16, 24",-0.004697,,,,,
2024-01-12,152.03,153.13,149.84,152.32,139.75,1563500,1563500,0.29,0.19075,151.83,"January 12, 24",0.0019075,,,,,
2024-01-11,155.82,155.82,149.91,150.74,138.3,2673832,2673832,-5.08,-3.26,153.0725,"January 11, 24",-0.0326,,,,,
2024-01-10,157.16,158.24,155.69,156.84,143.9,1098900,1098900,-0.32,-0.20361,156.9825,"January 10, 24",-0.0020361,,,,,
2024-01-09,158.5,158.96,156.92,158.03,144.99,1055648,1055648,-0.47,-0.29653,158.1025,"January 09, 24",-0.0029653,,,,,
2024-01-08,157.39,160.56,156.94,159.84,146.65,1101860,1101860,2.45,1.56,158.6825,"January 08, 24",0.0156,,,,,
2024-01-05,156.32,159.25,154.7,158.08,145.04,796308,796308,1.76,1.13,157.0875,"January 05, 24",0.0113,,,,,
2024-01-04,157.58,159.21,156.31,156.95,144,1141212,1141212,-0.63,-0.3998,157.5125,"January 04, 24",-0.003998,,,,,
2024-01-03,162.61,163,158.05,158.8,145.7,1356780,1356780,-3.81,-2.34,160.615,"January 03, 24",-0.0234,,,,,
2024-01-02,159.87,164.99,159.02,164.4,150.83,1183300,1183300,4.53,2.83,162.07,"January 02, 24",0.0283,,,,,
2023-12-29,160.74,162.01,160.28,160.33,147.1,1018100,1018100,-0.41,-0.25507,160.84,"December 29, 23",-0.0025507,,,,,
2023-12-28,160.89,162.38,160.6,162.16,148.78,848664,848664,1.27,0.78936,161.5075,"December 28, 23",0.0078936,,,,,
2023-12-27,159.72,161.83,159.28,161.09,147.8,1133282,1133282,1.37,0.85775,160.48,"December 27, 23",0.0085775,,,,,
2023-12-26,156.92,160.18,156.7,159.45,146.29,710300,710300,2.53,1.61,158.3125,"December 26, 23",0.0161,,,,,
2023-12-22,156.38,158.49,155.8,156.54,143.62,806310,806310,0.16,0.10231,156.8025,"December 22, 23",0.0010231,,,,,
2023-12-21,154.51,156.36,153.54,156.1,143.22,933313,933313,1.59,1.03,155.1275,"December 21, 23",0.0103,,,,,
2023-12-20,153.96,156.17,152.14,152.21,139.65,1192603,1192603,-1.75,-1.14,153.62,"December 20, 23",-0.0114,,,,,
2023-12-19,152.62,155.51,152.34,153.59,140.92,1255300,1255300,0.97,0.63557,153.515,"December 19, 23",0.0063557,,,,,
2023-12-18,152.54,153.55,151.12,151.61,139.1,1378936,1378936,-0.93,-0.60968,152.205,"December 18, 23",-0.0060968,,,,,
2023-12-15,153.52,154.71,150.84,153.73,141.04,3261535,3261535,0.21,0.13679,153.2,"December 15, 23",0.0013679,,,,,
2023-12-14,147.82,154.88,147.73,154.71,141.94,2976600,2976600,6.89,4.66,151.285,"December 14, 23",0.0466,2023-11-15,1.62,1.62,2023-12-15,2023-12-29
2023-12-13,139.69,147.37,139.17,146,132.47,2047188,2047188,6.31,4.52,143.0575,"December 13, 23",0.0452,,,,,
2023-12-12,138.08,139.55,136.83,139.04,126.16,946800,946800,0.96,0.69525,138.375,"December 12, 23",0.0069525,,,,,
2023-12-11,137.72,138.5,136.28,138.12,125.32,842700,842700,0.4,0.29044,137.655,"December 11, 23",0.0029044,,,,,
2023-12-08,137.06,138.83,136.42,138.68,125.83,994344,994344,1.62,1.18,137.7475,"December 08, 23",0.0118,,,,,
2023-12-07,137,138.93,136.5,137.11,124.4,940229,940229,0.11,0.08029197,137.385,"December 07, 23",0.0008029197,,,,,
2023-12-06,136.87,138.31,136.18,136.62,123.96,1259589,1259589,-0.25,-0.18266,136.995,"December 06, 23",-0.0018266,,,,,
2023-12-05,136.36,137.11,135.13,136.17,123.55,865800,865800,-0.19,-0.13934,136.1925,"December 05, 23",-0.0013934,,,,,
2023-12-04,134.11,137.29,134.11,137.07,124.37,1226013,1226013,2.96,2.21,135.645,"December 04, 23",0.0221,,,,,
2023-12-01,130.69,134.52,130.05,134.37,121.92,1067727,1067727,3.68,2.82,132.4075,"December 01, 23",0.0282,,,,,
2023-11-30,129.36,130.85,129.23,130.17,118.11,1310257,1310257,0.81,0.62616,129.9025,"November 30, 23",0.0062616,,,,,
2023-11-29,128.55,131.16,128.55,129.53,117.53,867070,867070,0.98,0.76235,129.4475,"November 29, 23",0.0076235,,,,,
2023-11-28,126.11,127.53,125.82,127.29,115.49,823700,823700,1.18,0.93569,126.6875,"November 28, 23",0.0093569,,,,,
2023-11-27,127.14,127.25,126.2,126.73,114.99,826642,826642,-0.41,-0.32248,126.83,"November 27, 23",-0.0032248,,,,,
2023-11-24,126.29,127.57,125.32,127.12,115.34,282400,282400,0.83,0.65722,126.575,"November 24, 23",0.0065722,,,,,
2023-11-22,129.18,129.18,126.21,126.82,115.07,756600,756600,-2.36,-1.83,127.8475,"November 22, 23",-0.0183,,,,,
2023-11-21,128.5,129.46,127.56,128,116.14,826213,826213,-0.5,-0.38911,128.38,"November 21, 23",-0.0038911,,,,,
2023-11-20,128.1,129.69,127.2,129.48,117.48,1060800,1060800,1.38,1.08,128.6175,"November 20, 23",0.0108,,,,,
2023-11-17,131.58,131.58,127.83,128.26,116.37,1445700,1445700,-3.32,-2.52,129.8125,"November 17, 23",-0.0252,,,,,
2023-11-16,130.71,133.24,130.07,130.1,118.04,1789100,1789100,-0.61,-0.46668,131.03,"November 16, 23",-0.0046668,,,,,
2023-11-15,129.11,131.15,129.11,130,117.95,1787201,1787201,0.89,0.68933,129.8425,"November 15, 23",0.0068933,,,,,
2023-11-14,122.02,129.97,122.02,129.55,117.54,2725160,2725160,7.53,6.17,125.89,"November 14, 23",0.0617,,,,,
2023-11-13,117.72,118.75,116.23,117.58,106.68,1182396,1182396,-0.14,-0.11893,117.57,"November 13, 23",-0.0011893,,,,,
2023-11-10,119.31,120.25,118.61,119.11,108.07,1878100,1878100,-0.2,-0.16763,119.32,"November 10, 23",-0.0016763,,,,,
2023-11-09,118.69,120.76,117.39,118.1,107.16,2398021,2398021,-0.59,-0.49709,118.735,"November 09, 23",-0.0049709,,,,,
2023-11-08,115,118.89,114.35,118.53,107.55,3495399,3495399,3.53,3.07,116.6925,"November 08, 23",0.0307,,,,,
2023-11-07,106.49,107.59,104.88,107.2,97.27,2180700,2180700,0.71,0.66673,106.54,"November 07, 23",0.0066673,,,,,
2023-11-06,106.84,107.33,105.25,105.82,96.01,1666500,1666500,-1.02,-0.9547,106.31,"November 06, 23",-0.009547,,,,,
2023-11-03,107.67,109.61,106.93,106.97,97.06,3401400,3401400,-0.7,-0.65013,107.795,"November 03, 23",-0.0065013,,,,,
2023-11-02,104.72,106.92,104.72,105.37,95.61,1888767,1888767,0.65,0.6207,105.4325,"November 02, 23",0.006207,,,,,
2023-11-01,103.93,104,101.19,103.33,93.75,1402250,1402250,-0.6,-0.57731,103.1125,"November 01, 23",-0.0057731,,,,,
2023-10-31,104.94,105.27,101.75,103.59,93.99,1457000,1457000,-1.35,-1.29,103.8875,"October 31, 23",-0.0129,,,,,
2023-10-30,103.65,104.53,101.83,103.93,94.3,1439153,1439153,0.28,0.27014,103.485,"October 30, 23",0.0027014,,,,,
2023-10-27,105.68,105.97,103.71,104.39,94.72,1256900,1256900,-1.29,-1.22,104.9375,"October 27, 23",-0.0122,,,,,
2023-10-26,103.71,106.01,103.53,105.22,95.47,1710849,1710849,1.51,1.46,104.6175,"October 26, 23",0.0146,,,,,
2023-10-25,105.28,105.64,102.3,103.08,93.53,1228844,1228844,-2.2,-2.09,104.075,"October 25, 23",-0.0209,,,,,
2023-10-24,107.59,108.55,105.78,106.47,96.6,1367011,1367011,-1.12,-1.04,107.0975,"October 24, 23",-0.0104,,,,,
2023-10-23,108.52,110.55,107.85,108.13,98.11,1377800,1377800,-0.39,-0.35938,108.7625,"October 23, 23",-0.0035938,,,,,
2023-10-20,112.96,113.07,109.16,109.59,99.43,1111800,1111800,-3.37,-2.98,111.195,"October 20, 23",-0.0298,,,,,
2023-10-19,115.38,116.22,112.45,112.5,102.07,1222329,1222329,-2.88,-2.5,114.1375,"October 19, 23",-0.025,,,,,
2023-10-18,117.72,118.03,115.25,116,105.25,746800,746800,-1.72,-1.46,116.75,"October 18, 23",-0.0146,,,,,
2023-10-17,118.44,120.33,117.95,118.79,107.78,1069200,1069200,0.35,0.29551,118.8775,"October 17, 23",0.0029551,,,,,
2023-10-16,119.08,120.3,117.72,119.49,108.42,1266400,1266400,0.41,0.34431,119.1475,"October 16, 23",0.0034431,,,,,
2023-10-13,120.44,120.61,117.16,118.07,107.13,1305021,1305021,-2.37,-1.97,119.07,"October 13, 23",-0.0197,,,,,
2023-10-12,121.54,121.75,119.41,120.11,108.98,916900,916900,-1.43,-1.18,120.7025,"October 12, 23",-0.0118,,,,,
2023-10-11,122.37,122.59,121.03,122.25,110.92,1120033,1120033,-0.12,-0.09806325,122.06,"October 11, 23",-0.0009806325,,,,,
2023-10-10,120.86,121.97,119.35,121.23,110,759450,759450,0.37,0.30614,120.8525,"October 10, 23",0.0030614,,,,,
2023-10-09,117.86,121.1,117.75,120.67,109.49,811200,811200,2.81,2.38,119.345,"October 09, 23",0.0238,,,,,
2023-10-06,115.68,118.82,115.33,118.52,107.54,1087500,1087500,2.84,2.46,117.0875,"October 06, 23",0.0246,,,,,
2023-10-05,116.39,116.87,115.2,116.57,105.77,1212700,1212700,0.18,0.15465,116.2575,"October 05, 23",0.0015465,,,,,
2023-10-04,117.97,118.21,115.25,116.37,105.59,1693300,1693300,-1.6,-1.36,116.95,"October 04, 23",-0.0136,,,,,
2023-10-03,118.73,119.66,116.68,116.79,105.97,1395200,1395200,-1.94,-1.63,117.965,"October 03, 23",-0.0163,,,,,
2023-10-02,121.44,122.3,118.63,119.27,108.22,943943,943943,-2.17,-1.79,120.41,"October 02, 23",-0.0179,,,,,
2023-09-29,122.8,122.84,120.63,121.58,110.31,1399225,1399225,-1.22,-0.99349,121.9625,"September 29, 23",-0.0099349,,,,,
2023-09-28,120.94,121.77,119.98,120.82,109.62,850952,850952,-0.12,-0.09922276,120.8775,"September 28, 23",-0.0009922276,,,,,
2023-09-27,122.14,123.09,119.9,120.51,109.34,1082354,1082354,-1.63,-1.33,121.41,"September 27, 23",-0.0133,,,,,
2023-09-26,121.42,122.33,120.27,120.77,109.58,958000,958000,-0.65,-0.53533,121.1975,"September 26, 23",-0.0053533,,,,,
2023-09-25,123.37,123.41,121.82,122.44,111.09,917200,917200,-0.93,-0.75383,122.76,"September 25, 23",-0.0075383,,,,,
2023-09-22,122.59,124.97,122.26,124.06,112.56,1807603,1807603,1.47,1.2,123.47,"September 22, 23",0.012,,,,,
2023-09-21,126.16,126.6,122.36,122.59,111.23,1424300,1424300,-3.57,-2.83,124.4275,"September 21, 23",-0.0283,,,,,
2023-09-20,128.83,129.14,127.44,127.54,115.72,851113,851113,-1.29,-1,128.2375,"September 20, 23",-0.01,,,,,
2023-09-19,126.91,128.07,126.88,127.69,115.86,1158700,1158700,0.78,0.61461,127.3875,"September 19, 23",0.0061461,,,,,
2023-09-18,128,128,125.66,126.6,114.87,1091544,1091544,-1.4,-1.09,127.065,"September 18, 23",-0.0109,,,,,
2023-09-15,125.4,128.42,124.84,128.06,116.19,2479600,2479600,2.66,2.12,126.68,"September 15, 23",0.0212,,,,,
2023-09-14,125,126.38,124.36,126.21,114.51,1709600,1709600,1.21,0.968,125.4875,"September 14, 23",0.00968,2023-08-18,0.61,0.61,2023-09-15,2023-09-29
2023-09-13,126.46,126.62,123.86,124.65,112.55,1078700,1078700,-1.81,-1.43,125.3975,"September 13, 23",-0.0143,,,,,
2023-09-12,126.28,126.91,125.4,126.8,114.49,909906,909906,0.52,0.41178,126.3475,"September 12, 23",0.0041178,,,,,
2023-09-11,126.55,127.19,125.52,126.79,114.48,923000,923000,0.24,0.18965,126.5125,"September 11, 23",0.0018965,,,,,
2023-09-08,127.5,127.75,126.34,126.39,114.12,1132400,1132400,-1.11,-0.87059,126.995,"September 08, 23",-0.0087059,,,,,
2023-09-07,126.29,127.66,125.87,127.24,114.89,1245833,1245833,0.95,0.75224,126.765,"September 07, 23",0.0075224,,,,,
2023-09-06,127.88,128.19,125.42,126.56,114.27,1659500,1659500,-1.32,-1.03,127.0125,"September 06, 23",-0.0103,,,,,
2023-09-05,128.49,128.97,127.61,127.7,115.3,1333100,1333100,-0.79,-0.61483,128.1925,"September 05, 23",-0.0061483,,,,,
2023-09-01,129.61,131.13,128.07,128.83,116.32,967632,967632,-0.78,-0.60181,129.41,"September 01, 23",-0.0060181,,,,,
2023-08-31,130.42,130.59,128.46,128.68,116.19,1148738,1148738,-1.74,-1.33,129.5375,"August 31, 23",-0.0133,,,,,
2023-08-30,130.73,131.22,129.77,130.63,117.95,905400,905400,-0.1,-0.07649354,130.5875,"August 30, 23",-0.0007649354,,,,,
2023-08-29,128.26,130.63,128.17,130.58,117.9,1095611,1095611,2.32,1.81,129.41,"August 29, 23",0.0181,,,,,
2023-08-28,128.25,129.82,127.99,128.53,116.05,1114800,1114800,0.28,0.21832,128.6475,"August 28, 23",0.0021832,,,,,
2023-08-25,128.09,128.46,126.39,127.93,115.51,1243300,1243300,-0.16,-0.12491,127.7175,"August 25, 23",-0.0012491,,,,,
2023-08-24,128,129.51,127.22,127.46,115.09,1936342,1936342,-0.54,-0.42188,128.0475,"August 24, 23",-0.0042188,,,,,
2023-08-23,127.54,128.48,126.79,127.51,115.13,1688748,1688748,-0.03,-0.02352203,127.58,"August 23, 23",-0.0002352203,,,,,
2023-08-22,127.84,127.95,125.99,126.5,114.22,1645900,1645900,-1.34,-1.05,127.07,"August 22, 23",-0.0105,,,,,
2023-08-21,126.5,127.82,125.37,127.33,114.97,1521340,1521340,0.83,0.65613,126.755,"August 21, 23",0.0065613,,,,,
2023-08-18,125.66,127.08,125.31,126.86,114.55,2241000,2241000,1.2,0.95496,126.2275,"August 18, 23",0.0095496,,,,,
2023-08-17,127.63,129.03,126.41,126.44,114.17,2322700,2322700,-1.19,-0.93238,127.3775,"August 17, 23",-0.0093238,,,,,
2023-08-16,129.14,129.32,127.79,128.04,115.61,2031801,2031801,-1.1,-0.85179,128.5725,"August 16, 23",-0.0085179,,,,,
2023-08-15,129,130.77,128.93,128.94,116.42,2239700,2239700,-0.06,-0.04651163,129.41,"August 15, 23",-0.0004651163,,,,,
2023-08-14,130.73,131.93,129.55,130.17,117.53,1970300,1970300,-0.56,-0.42836,130.595,"August 14, 23",-0.0042836,,,,,
2023-08-11,129.15,131.24,129.15,131.01,118.29,2072438,2072438,1.86,1.44,130.1375,"August 11, 23",0.0144,,,,,
2023-08-10,130.08,131.21,129.2,129.88,117.27,2078951,2078951,-0.2,-0.15375,130.0925,"August 10, 23",-0.0015375,,,,,
2023-08-09,128.1,131.09,127.11,130.12,117.49,2294961,2294961,2.02,1.58,129.105,"August 09, 23",0.0158,,,,,
2023-08-08,130.04,130.27,127.83,128.75,116.25,1991116,1991116,-1.29,-0.992,129.2225,"August 08, 23",-0.00992,,,,,
2023-08-07,126.4,131.28,126.39,131.1,118.37,2812729,2812729,4.7,3.72,128.7925,"August 07, 23",0.0372,,,,,
2023-08-04,129.64,130.04,123.67,125.7,113.5,6340700,6340700,-3.94,-3.04,127.2625,"August 04, 23",-0.0304,,,,,
2023-08-03,136.62,139.5,135.15,139.45,125.91,2298934,2298934,2.83,2.07,137.68,"August 03, 23",0.0207,,,,,
2023-08-02,136.66,137.77,136.15,136.85,123.57,2052800,2052800,0.19,0.13903,136.8575,"August 02, 23",0.0013903,,,,,
2023-08-01,139.98,141.41,137.1,137.56,124.21,1535205,1535205,-2.42,-1.73,139.0125,"August 01, 23",-0.0173,,,,,
2023-07-31,141.07,141.92,139.42,139.57,126.02,2401025,2401025,-1.5,-1.06,140.495,"July 31, 23",-0.0106,,,,,
2023-07-28,142.85,142.99,140.2,140.84,127.17,1353754,1353754,-2.01,-1.41,141.72,"July 28, 23",-0.0141,,,,,
2023-07-27,145,145.96,141.93,141.99,128.21,1601323,1601323,-3.01,-2.08,143.72,"July 27, 23",-0.0208,,,,,
2023-07-26,144.89,147.66,143.61,144.56,130.53,1815972,1815972,-0.33,-0.22776,145.18,"July 26, 23",-0.0022776,,,,,
2023-07-25,146.18,146.54,143.57,145.17,131.08,3196809,3196809,-1.01,-0.69093,145.365,"July 25, 23",-0.0069093,,,,,
2023-07-24,146.79,148.56,144.91,146.39,132.18,2380547,2380547,-0.4,-0.2725,146.6625,"July 24, 23",-0.002725,,,,,
