date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,adjDividend,paymentDate,declarationDate
2025-03-12,208.07,209.98,203.63,204.45,200.69,2288300,2288300,-3.62,-1.74,206.53,"March 12, 25",-0.0174,,,,,
2025-03-11,209.1,209.76,199.88,205.8,202.01,3198200,3198200,-3.3,-1.58,206.14,"March 11, 25",-0.0158,,,,,
2025-03-10,217.47,218.07,206.94,208.84,205,3747700,3747700,-8.63,-3.97,212.83,"March 10, 25",-0.0397,,,,,
2025-03-07,214.1,223.8,212.5,222.56,218.46,4301500,4301500,8.46,3.95,218.24,"March 07, 25",0.0395,,,,,
2025-03-06,212.79,219.45,210.67,214.47,210.52,3465300,3465300,1.68,0.78951,214.34,"March 06, 25",0.0078951,,,,,
2025-03-05,213.33,217.56,208.67,216.77,212.78,2621100,2621100,3.44,1.61,214.08,"March 05, 25",0.0161,,,,,
2025-03-04,216.51,218.11,210.72,211.16,207.27,4111300,4111300,-5.35,-2.47,214.13,"March 04, 25",-0.0247,,,,,
2025-03-03,220,222.79,213.48,216.53,212.55,4651800,4651800,-3.47,-1.58,218.2,"March 03, 25",-0.0158,,,,,
2025-02-28,218.33,221.15,213.63,215.59,211.62,4231700,4231700,-2.74,-1.25,217.17,"February 28, 25",-0.0125,,,,,
2025-02-27,228.65,229.3,216.46,216.87,212.88,3573700,3573700,-11.78,-5.15,222.82,"February 27, 25",-0.0515,,,,,
2025-02-26,229.52,230.7,225.38,229.38,225.16,2630700,2630700,-0.14,-0.06099686,228.75,"February 26, 25",-0.0006099686,,,,,
2025-02-25,234.53,235.7,228.02,228.56,224.35,3033400,3033400,-5.97,-2.55,231.7,"February 25, 25",-0.0255,,,,,
2025-02-24,236.8,238.63,232.87,233.15,228.86,3129800,3129800,-3.65,-1.54,235.36,"February 24, 25",-0.0154,,,,,
2025-02-21,247.21,248,236.22,236.52,232.17,5304500,5304500,-10.69,-4.32,241.99,"February 21, 25",-0.0432,,,,,
2025-02-20,255,255.45,244.08,245.86,241.34,4342700,4342700,-9.14,-3.58,250.1,"February 20, 25",-0.0358,,,,,
2025-02-19,230.52,246.8,229.55,245.58,241.06,5345900,5345900,15.06,6.53,238.11,"February 19, 25",0.0653,,,,,
2025-02-18,226.79,234.09,226.72,228.86,224.65,4327300,4327300,2.07,0.91274,229.11,"February 18, 25",0.0091274,,,,,
2025-02-14,220.8,226.44,219.26,224.14,220.02,3085400,3085400,3.34,1.51,222.66,"February 14, 25",0.0151,,,,,
2025-02-13,219.21,221.28,216.64,219.59,215.55,2761400,2761400,0.38,0.17335,219.18,"February 13, 25",0.0017335,,,,,
2025-02-12,216.4,221.49,212.63,219.79,215.75,3202400,3202400,3.39,1.57,217.58,"February 12, 25",0.0157,,,,,
2025-02-11,208.32,213.64,207.64,210.97,207.09,1273200,1273200,2.65,1.27,210.14,"February 11, 25",0.0127,,,,,
2025-02-10,214.2,215.07,208.76,210.05,206.19,2412300,2412300,-4.15,-1.94,212.02,"February 10, 25",-0.0194,,,,,
2025-02-07,215.47,217.86,211.27,212.93,209.01,2216400,2216400,-2.54,-1.18,214.38,"February 07, 25",-0.0118,,,,,
2025-02-06,216.5,220.62,214.66,216.82,212.83,2928700,2928700,0.32,0.14781,217.15,"February 06, 25",0.0014781,,,,,
2025-02-05,201.76,214.13,201.58,213.24,209.32,4450700,4450700,11.48,5.69,207.68,"February 05, 25",0.0569,,,,,
2025-02-04,207.84,210,198.87,202.4,198.68,3676500,3676500,-5.44,-2.62,204.78,"February 04, 25",-0.0262,,,,,
2025-02-03,203,207.08,198.21,204.73,200.96,4743100,4743100,1.73,0.85222,203.26,"February 03, 25",0.0085222,,,,,
2025-01-31,212,215.85,208.31,208.55,204.71,3019600,3019600,-3.45,-1.63,211.18,"January 31, 25",-0.0163,,,,,
2025-01-30,211.64,212.76,206.81,211.39,207.5,3303700,3303700,-0.25,-0.11813,210.65,"January 30, 25",-0.0011813,,,,,
2025-01-29,213.23,215.74,211.74,213.01,209.09,1739300,1739300,-0.22,-0.10317,213.43,"January 29, 25",-0.0010317,,,,,
2025-01-28,214,215.71,208.3,213.43,209.5,2446500,2446500,-0.57,-0.26636,212.86,"January 28, 25",-0.0026636,,,,,
2025-01-27,215.01,219.74,212.38,215.08,211.12,4526800,4526800,0.07,0.03255663,215.55,"January 27, 25",0.0003255663,,,,,
2025-01-24,216.45,217.46,211.57,213.43,209.5,2777200,2777200,-3.02,-1.4,214.73,"January 24, 25",-0.014,,,,,
2025-01-23,213.62,219.91,212.69,219.88,215.83,2250800,2250800,6.26,2.93,216.53,"January 23, 25",0.0293,,,,,
2025-01-22,215.19,219.64,214.01,216.09,212.11,2367500,2367500,0.9,0.41824,216.23,"January 22, 25",0.0041824,,,,,
2025-01-21,215,216.75,213.33,214.88,210.93,3237900,3237900,-0.12,-0.05581395,214.99,"January 21, 25",-0.0005581395,,,,,
2025-01-17,216.41,217.46,213.97,215.36,211.4,1921200,1921200,-1.05,-0.48519,215.8,"January 17, 25",-0.0048519,,,,,
2025-01-16,215.25,215.42,209.78,210.76,206.88,1632400,1632400,-4.49,-2.09,212.8,"January 16, 25",-0.0209,,,,,
2025-01-15,215.26,216.66,213.49,213.56,209.63,3143400,3143400,-1.7,-0.78974,214.74,"January 15, 25",-0.0078974,,,,,
2025-01-14,208.58,210.65,206.73,210.63,206.75,1513400,1513400,2.05,0.98284,209.15,"January 14, 25",0.0098284,,,,,
2025-01-13,203.12,207.21,202.25,206.83,203.02,1629700,1629700,3.71,1.83,204.85,"January 13, 25",0.0183,,,,,
2025-01-10,209.63,211.32,206.38,206.75,202.95,2511100,2511100,-2.88,-1.37,208.52,"January 10, 25",-0.0137,,,,,
2025-01-08,212.14,213.32,207.34,209.72,205.86,2302600,2302600,-2.42,-1.14,210.63,"January 08, 25",-0.0114,,,,,
2025-01-07,213.88,218.94,211.24,212.58,208.67,2312200,2312200,-1.3,-0.60782,214.16,"January 07, 25",-0.0060782,,,,,
2025-01-06,210.01,215.91,210.01,213.41,209.48,1972700,1972700,3.4,1.62,212.33,"January 06, 25",0.0162,,,,,
2025-01-03,207.3,210.14,205,208.86,205.02,2308100,2308100,1.56,0.75253,207.83,"January 03, 25",0.0075253,,,,,
2025-01-02,209.61,211.6,205.23,206.21,202.42,1424300,1424300,-3.4,-1.62,208.16,"January 02, 25",-0.0162,,,,,
2024-12-31,208.74,209.49,206.34,207.85,204.03,1154500,1154500,-0.89,-0.42637,208.11,"December 31, 24",-0.0042637,,,,,
2024-12-30,211.55,211.95,206.79,207.47,203.65,1817900,1817900,-4.08,-1.93,209.44,"December 30, 24",-0.0193,,,,,
2024-12-27,213.33,214.95,211.67,213.76,209.83,1162100,1162100,0.43,0.20157,213.43,"December 27, 24",0.0020157,,,,,
2024-12-26,213,217.38,213,215.04,211.08,885700,885700,2.04,0.95775,214.6,"December 26, 24",0.0095775,,,,,
2024-12-24,214.92,215.41,212.31,215.4,211.44,790900,790900,0.48,0.22334,214.51,"December 24, 24",0.0022334,,,,,
2024-12-23,210.5,214.84,210.5,214.09,210.15,1737600,1737600,3.59,1.71,212.48,"December 23, 24",0.0171,,,,,
2024-12-20,205.64,213.47,204.72,210.24,206.37,6139300,6139300,4.6,2.24,208.52,"December 20, 24",0.0224,,,,,
2024-12-19,212.06,213.46,206.97,207.27,203.46,2734400,2734400,-4.79,-2.26,209.94,"December 19, 24",-0.0226,,,,,
2024-12-18,219.08,223.36,209.29,210.29,206.42,3610400,3610400,-8.79,-4.01,215.5,"December 18, 24",-0.0401,,,,,
2024-12-17,220.34,223.18,217.61,219.02,214.99,3592400,3592400,-1.32,-0.59907,220.04,"December 17, 24",-0.0059907,,,,,
2024-12-16,217.11,220.65,214.79,218.18,214.17,2884800,2884800,1.07,0.49284,217.68,"December 16, 24",0.0049284,,,,,
2024-12-13,216.12,218.31,215.05,216.84,212.85,2855600,2855600,0.72,0.33315,216.58,"December 13, 24",0.0033315,,,,,
2024-12-12,218.58,219.62,215.43,217.73,213.72,1771000,1771000,-0.85,-0.38887,217.84,"December 12, 24",-0.0038887,,,,,
2024-12-11,220.1,221.92,217.76,219.84,215.79,2482700,2482700,-0.26,-0.11813,219.9,"December 11, 24",-0.0011813,,,,,
2024-12-10,224.26,224.48,217.05,217.94,213.93,1716000,1716000,-6.32,-2.82,220.93,"December 10, 24",-0.0282,,,,,
2024-12-09,217.95,225.99,217.2,223.61,219.5,2149900,2149900,5.66,2.6,221.19,"December 09, 24",0.026,,,,,
2024-12-06,218.37,220.19,217.61,218.66,214.64,2302300,2302300,0.29,0.1328,218.71,"December 06, 24",0.001328,,,,,
2024-12-05,222.47,223.03,216.41,216.99,213,2297000,2297000,-5.48,-2.46,219.73,"December 05, 24",-0.0246,1.014,2024-12-05,1.014,2025-01-08,2024-11-21
2024-12-04,231.27,231.86,222.54,223.66,218.55,2352000,2352000,-7.61,-3.29,227.33,"December 04, 24",-0.0329,,,,,
2024-12-03,230.71,232.79,228.09,228.36,223.14,2572800,2572800,-2.35,-1.02,229.99,"December 03, 24",-0.0102,,,,,
2024-12-02,229.01,236.07,228.18,233.61,228.27,2796400,2796400,4.6,2.01,231.72,"December 02, 24",0.0201,,,,,
2024-11-29,227.86,232.17,226.72,229.37,224.13,1606600,1606600,1.51,0.66269,229.03,"November 29, 24",0.0066269,,,,,
2024-11-27,228.09,229.97,222.86,226.53,221.35,1520700,1520700,-1.56,-0.68394,226.86,"November 27, 24",-0.0068394,,,,,
2024-11-26,237.36,238.76,226.75,228.66,223.44,2476600,2476600,-8.7,-3.67,232.88,"November 26, 24",-0.0367,,,,,
2024-11-25,229.94,235.43,227.83,233.85,228.51,2784900,2784900,3.91,1.7,231.76,"November 25, 24",0.017,,,,,
2024-11-22,227,227.03,223.71,226.38,221.21,1584000,1584000,-0.62,-0.27313,226.03,"November 22, 24",-0.0027313,,,,,
2024-11-21,222.11,226.29,219.78,224.57,219.44,1769300,1769300,2.46,1.11,223.19,"November 21, 24",0.0111,,,,,
2024-11-20,217.2,220.47,216.06,220.34,215.31,2143600,2143600,3.14,1.45,218.52,"November 20, 24",0.0145,,,,,
2024-11-19,218.55,220.59,217.25,219.91,214.89,1503400,1503400,1.36,0.62228,219.08,"November 19, 24",0.0062228,,,,,
2024-11-18,217.2,220.42,216.04,220.19,215.16,2467100,2467100,2.99,1.38,218.46,"November 18, 24",0.0138,,,,,
2024-11-15,221.83,223.96,216.59,217.04,212.08,2792700,2792700,-4.79,-2.16,219.85,"November 15, 24",-0.0216,,,,,
2024-11-14,223.88,225.33,221.37,223.96,218.84,2250100,2250100,0.08,0.03573343,223.64,"November 14, 24",0.0003573343,,,,,
2024-11-13,221.57,225.44,221.44,222.96,217.87,3144700,3144700,1.39,0.62734,222.85,"November 13, 24",0.0062734,,,,,
2024-11-12,225.31,226.99,221.85,224.79,219.65,2528800,2528800,-0.52,-0.23079,224.74,"November 12, 24",-0.0023079,,,,,
2024-11-11,230.98,231.42,223.71,227.04,221.85,2715100,2715100,-3.94,-1.71,228.29,"November 11, 24",-0.0171,,,,,
2024-11-08,233.13,235,227.97,233.89,228.55,2743100,2743100,0.76,0.326,232.5,"November 08, 24",0.00326,,,,,
2024-11-07,237.76,238.85,231.88,236.12,230.72,3129400,3129400,-1.64,-0.68977,236.15,"November 07, 24",-0.0068977,,,,,
2024-11-06,228.13,233.83,226.11,231.38,226.09,3598000,3598000,3.25,1.42,229.86,"November 06, 24",0.0142,,,,,
2024-11-05,220.5,224.84,216.93,224.65,219.52,5961100,5961100,4.15,1.88,221.73,"November 05, 24",0.0188,,,,,
2024-11-04,237.32,239.21,235.57,236.9,231.49,2935900,2935900,-0.42,-0.17698,237.25,"November 04, 24",-0.0017698,,,,,
2024-11-01,234.5,240.17,234.1,238.59,233.14,2224100,2224100,4.09,1.74,236.84,"November 01, 24",0.0174,,,,,
2024-10-31,244.48,244.48,231.3,234.5,229.14,3540600,3540600,-9.98,-4.08,238.69,"October 31, 24",-0.0408,,,,,
2024-10-30,249.47,253.42,245,245.32,239.71,2401900,2401900,-4.15,-1.66,248.3,"October 30, 24",-0.0166,,,,,
2024-10-29,250.57,256.62,249.06,255.58,249.74,2134400,2134400,5.01,2,252.96,"October 29, 24",0.02,,,,,
2024-10-28,239.42,251.1,238.13,249.7,243.99,2812000,2812000,10.28,4.29,244.59,"October 28, 24",0.0429,,,,,
2024-10-25,240.62,246.08,240.08,243.16,237.6,2140500,2140500,2.54,1.06,242.49,"October 25, 24",0.0106,,,,,
2024-10-24,238.68,241.92,235.56,239.06,233.6,1593000,1593000,0.38,0.15921,238.8,"October 24, 24",0.0015921,,,,,
2024-10-23,236.23,239.89,233.02,236.32,230.92,2957300,2957300,0.09,0.03809846,236.37,"October 23, 24",0.0003809846,,,,,
2024-10-22,229.42,232.49,227.64,231.52,226.23,2173600,2173600,2.1,0.91535,230.27,"October 22, 24",0.0091535,,,,,
2024-10-21,231.06,232.45,227.33,230.15,224.89,1585200,1585200,-0.91,-0.39384,230.25,"October 21, 24",-0.0039384,,,,,
2024-10-18,236.24,236.67,232.44,233.45,228.12,1187600,1187600,-2.79,-1.18,234.7,"October 18, 24",-0.0118,,,,,
2024-10-17,238.44,238.88,232.1,232.28,226.97,2062100,2062100,-6.16,-2.58,235.43,"October 17, 24",-0.0258,,,,,
2024-10-16,236.43,237.84,232.5,232.73,227.41,1368700,1368700,-3.7,-1.56,234.87,"October 16, 24",-0.0156,,,,,
2024-10-15,242.64,244.57,230.14,232.85,227.53,3611900,3611900,-9.79,-4.03,237.55,"October 15, 24",-0.0403,,,,,
2024-10-14,240.23,243.74,237.85,243.44,237.88,1965200,1965200,3.21,1.34,241.32,"October 14, 24",0.0134,,,,,
2024-10-11,233.57,240.75,233.35,238.1,232.66,1148200,1148200,4.53,1.94,236.44,"October 11, 24",0.0194,,,,,
2024-10-10,234.07,236.47,232.5,236.17,230.77,1191500,1191500,2.1,0.89717,234.8,"October 10, 24",0.0089717,,,,,
2024-10-09,233.24,238.87,233,238.31,232.86,1423700,1423700,5.07,2.17,235.85,"October 09, 24",0.0217,,,,,
2024-10-08,234.02,236.18,232.39,234.96,229.59,1469500,1469500,0.94,0.40168,234.39,"October 08, 24",0.0040168,,,,,
2024-10-07,236.98,237.09,232.2,234.02,228.67,1806100,1806100,-2.96,-1.25,235.07,"October 07, 24",-0.0125,,,,,
2024-10-04,239.56,239.71,231.51,234.24,228.89,1599700,1599700,-5.32,-2.22,236.26,"October 04, 24",-0.0222,,,,,
2024-10-03,232.75,234.91,230.93,233.24,227.91,1748100,1748100,0.49,0.21053,232.96,"October 03, 24",0.0021053,,,,,
2024-10-02,232.6,238.49,230.83,235.36,229.98,1404500,1404500,2.76,1.19,234.32,"October 02, 24",0.0119,,,,,
2024-10-01,238.81,239.83,230.4,232.22,226.91,2440700,2440700,-6.59,-2.76,235.31,"October 01, 24",-0.0276,,,,,
2024-09-30,237.39,240.2,236.22,240.01,234.53,2898300,2898300,2.62,1.1,238.45,"September 30, 24",0.011,,,,,
2024-09-27,245.18,246.98,242.69,244.93,239.33,2444000,2444000,-0.25,-0.10197,244.94,"September 27, 24",-0.0010197,,,,,
2024-09-26,242.63,244.12,234.95,242.24,236.7,2067700,2067700,-0.39,-0.16074,240.99,"September 26, 24",-0.0016074,,,,,
2024-09-25,231.53,235.14,231.18,233.97,228.62,1621500,1621500,2.44,1.05,232.95,"September 25, 24",0.0105,,,,,
2024-09-24,234.6,239.17,230.67,233.75,228.41,1913900,1913900,-0.85,-0.36232,234.55,"September 24, 24",-0.0036232,,,,,
2024-09-23,232.95,234,230.94,231.86,226.56,1470400,1470400,-1.09,-0.46791,232.44,"September 23, 24",-0.0046791,,,,,
2024-09-20,233.41,234.17,228.54,231.88,226.58,6787600,6787600,-1.53,-0.6555,232,"September 20, 24",-0.006555,,,,,
2024-09-19,238.64,242.49,235.85,238.72,233.27,3657000,3657000,0.08,0.0335233,238.93,"September 19, 24",0.000335233,,,,,
2024-09-18,233.37,238.64,230.96,231.51,226.22,2161100,2161100,-1.86,-0.79702,233.62,"September 18, 24",-0.0079702,,,,,
2024-09-17,232.35,234.68,229.51,232.57,227.26,1920500,1920500,0.22,0.09468474,232.28,"September 17, 24",0.0009468474,,,,,
2024-09-16,227,230.5,225.33,230.01,224.75,1866400,1866400,3.01,1.33,228.21,"September 16, 24",0.0133,,,,,
2024-09-13,228.11,231.88,227.04,229.93,224.68,3017600,3017600,1.82,0.79786,229.24,"September 13, 24",0.0079786,,,,,
2024-09-12,228.01,229.24,222.37,225.14,220,2532900,2532900,-2.87,-1.26,226.19,"September 12, 24",-0.0126,1.014,2024-09-12,1.014,2024-10-09,2024-08-29
2024-09-11,224.36,231.33,220.1,230.87,224.6,3876600,3876600,6.51,2.9,226.67,"September 11, 24",0.029,,,,,
2024-09-10,227.38,228.92,221.54,225.19,219.07,2910900,2910900,-2.19,-0.96315,225.76,"September 10, 24",-0.0096315,,,,,
2024-09-09,230.1,231.07,226.73,230.6,224.34,2549300,2549300,0.5,0.2173,229.63,"September 09, 24",0.002173,,,,,
2024-09-06,236.17,236.47,225.68,226.7,220.54,3035500,3035500,-9.47,-4.01,231.25,"September 06, 24",-0.0401,,,,,
2024-09-05,236.17,239.83,234.67,236.7,230.27,1976800,1976800,0.53,0.22441,236.84,"September 05, 24",0.0022441,,,,,
2024-09-04,234.01,240.33,232.08,238.86,232.37,2492300,2492300,4.85,2.07,236.32,"September 04, 24",0.0207,,,,,
2024-09-03,251.24,252.24,234.93,236.14,229.73,3464100,3464100,-15.1,-6.01,243.64,"September 03, 24",-0.0601,,,,,
2024-08-30,254.79,257.61,252,256.36,249.4,2696400,2696400,1.57,0.61619,255.19,"August 30, 24",0.0061619,,,,,
2024-08-29,249.32,254.25,247.48,248.78,242.02,1666500,1666500,-0.54,-0.21659,249.96,"August 29, 24",-0.0021659,,,,,
2024-08-28,252.37,253.37,244.9,246.91,240.2,1439400,1439400,-5.46,-2.16,249.39,"August 28, 24",-0.0216,,,,,
2024-08-27,247.4,254.54,246.05,252.73,245.87,1653400,1653400,5.33,2.15,250.18,"August 27, 24",0.0215,,,,,
2024-08-26,251.3,252.03,248.23,249.84,243.05,2041900,2041900,-1.46,-0.58098,250.35,"August 26, 24",-0.0058098,,,,,
2024-08-23,251.18,254.27,248.43,252.63,245.77,2568300,2568300,1.45,0.57728,251.63,"August 23, 24",0.0057728,,,,,
2024-08-22,254.98,255.37,244.21,245.36,238.7,3142400,3142400,-9.62,-3.77,249.98,"August 22, 24",-0.0377,,,,,
2024-08-21,256.61,259.74,251.01,254.31,247.4,2218600,2218600,-2.3,-0.8963,255.42,"August 21, 24",-0.008963,,,,,
2024-08-20,256.58,257.38,252.55,254.02,247.12,1516400,1516400,-2.56,-0.99774,255.13,"August 20, 24",-0.0099774,,,,,
2024-08-19,252.57,258.42,250.65,258.24,251.23,1381400,1381400,5.67,2.24,254.97,"August 19, 24",0.0224,,,,,
2024-08-16,251.99,255.78,250.04,254.44,247.53,1523900,1523900,2.45,0.97226,253.06,"August 16, 24",0.0097226,,,,,
2024-08-15,250.62,254.76,247.36,253.25,246.37,2790100,2790100,2.63,1.05,251.5,"August 15, 24",0.0105,,,,,
2024-08-14,247.79,248.89,241.26,243.64,237.02,1785900,1785900,-4.15,-1.67,245.39,"August 14, 24",-0.0167,,,,,
2024-08-13,241.46,248.61,241.1,248.01,241.27,2323300,2323300,6.55,2.71,244.8,"August 13, 24",0.0271,,,,,
2024-08-12,242.7,243.12,237.03,240.16,233.64,2299100,2299100,-2.54,-1.05,240.75,"August 12, 24",-0.0105,,,,,
2024-08-09,242.38,243.91,239.06,242.02,235.45,1089200,1089200,-0.36,-0.14853,241.84,"August 09, 24",-0.0014853,,,,,
2024-08-08,236.7,245.96,233,245.24,238.58,2776000,2776000,8.54,3.61,240.23,"August 08, 24",0.0361,,,,,
2024-08-07,243.53,244.52,228.3,229.29,223.06,2678100,2678100,-14.24,-5.85,236.41,"August 07, 24",-0.0585,,,,,
2024-08-06,237.24,243.02,234.35,236.76,230.33,1854900,1854900,-0.48,-0.20233,237.84,"August 06, 24",-0.0020233,,,,,
2024-08-05,232.03,241.98,229.02,235.41,229.02,3227500,3227500,3.38,1.46,234.61,"August 05, 24",0.0146,,,,,
2024-08-02,236.15,238.91,231.08,237.75,231.29,4567000,4567000,1.6,0.67754,235.97,"August 02, 24",0.0067754,,,,,
2024-08-01,258.01,260.61,241.4,243.62,237,4006600,4006600,-14.39,-5.58,250.91,"August 01, 24",-0.0558,,,,,
2024-07-31,258.84,264.54,255.19,263.16,256.01,3232300,3232300,4.32,1.67,260.43,"July 31, 24",0.0167,,,,,
2024-07-30,258.46,258.46,250.36,251.68,244.84,2478000,2478000,-6.78,-2.62,254.74,"July 30, 24",-0.0262,,,,,
2024-07-29,257.25,262.24,254.31,255.81,248.86,2421500,2421500,-1.44,-0.55977,257.4,"July 29, 24",-0.0055977,,,,,
2024-07-26,251.59,256.23,250.58,253.62,246.73,2111100,2111100,2.03,0.80687,253.01,"July 26, 24",0.0080687,,,,,
2024-07-25,250.36,255.46,245.42,247.51,240.79,4244300,4244300,-2.85,-1.14,249.69,"July 25, 24",-0.0114,,,,,
2024-07-24,260.77,262.58,254.21,254.4,247.49,4060900,4060900,-6.37,-2.44,257.99,"July 24, 24",-0.0244,,,,,
2024-07-23,260.79,269.63,255.15,262.3,255.18,6654300,6654300,1.51,0.57901,261.97,"July 23, 24",0.0057901,,,,,
2024-07-22,275.86,284.75,271.02,283.81,276.1,4005400,4005400,7.95,2.88,278.86,"July 22, 24",0.0288,,,,,
2024-07-19,279.02,279.89,268.1,269.29,261.98,2403200,2403200,-9.73,-3.49,274.08,"July 19, 24",-0.0349,,,,,
2024-07-18,279.93,285.55,276.05,279.27,271.69,2209000,2209000,-0.66,-0.23577,280.2,"July 18, 24",-0.0023577,,,,,
2024-07-17,284.56,296.08,275.97,276.29,268.79,4527100,4527100,-8.27,-2.91,283.22,"July 17, 24",-0.0291,,,,,
2024-07-16,285.39,291.47,283.26,290.78,282.88,1356700,1356700,5.39,1.89,287.73,"July 16, 24",0.0189,,,,,
2024-07-15,281.87,286.09,280,282.77,275.09,1431400,1431400,0.9,0.3193,282.68,"July 15, 24",0.003193,,,,,
2024-07-12,277.81,283.93,275.74,280.19,272.58,1558800,1558800,2.38,0.8567,279.42,"July 12, 24",0.008567,,,,,
2024-07-11,283.51,284.99,274.46,274.58,267.12,2095600,2095600,-8.93,-3.15,279.38,"July 11, 24",-0.0315,,,,,
2024-07-10,277.08,282.75,275.08,282.37,274.7,1233300,1233300,5.29,1.91,279.32,"July 10, 24",0.0191,,,,,
2024-07-09,277.25,278.14,273.18,274.91,267.44,1072400,1072400,-2.34,-0.844,275.87,"July 09, 24",-0.00844,,,,,
2024-07-08,274.36,277.8,274.16,277.22,269.69,1007000,1007000,2.86,1.04,275.88,"July 08, 24",0.0104,,,,,
2024-07-05,275.49,275.5,269.8,273.54,266.11,1237700,1237700,-1.95,-0.70783,273.58,"July 05, 24",-0.0070783,,,,,
2024-07-03,272.38,274.59,268.4,272.29,264.89,1084500,1084500,-0.09,-0.03304207,271.92,"July 03, 24",-0.0003304207,,,,,
2024-07-02,265.67,272.24,265.51,272.04,264.65,1421300,1421300,6.37,2.4,268.87,"July 02, 24",0.024,,,,,
2024-07-01,269.12,269.78,262.53,265.67,258.45,1723900,1723900,-3.45,-1.28,266.78,"July 01, 24",-0.0128,,,,,
2024-06-28,267.44,273.83,265.88,269.09,261.78,2228000,2228000,1.65,0.61696,269.06,"June 28, 24",0.0061696,,,,,
2024-06-27,268.21,269.73,264.41,265.01,257.81,1489100,1489100,-3.2,-1.19,266.84,"June 27, 24",-0.0119,,,,,
2024-06-26,269,270.86,265.82,268.17,260.89,1693200,1693200,-0.83,-0.30855,268.46,"June 26, 24",-0.0030855,,,,,
2024-06-25,270.31,271.35,266.68,269.92,262.59,1435300,1435300,-0.39,-0.14428,269.57,"June 25, 24",-0.0014428,,,,,
2024-06-24,268.98,271.77,266.56,267.27,260.01,1680600,1680600,-1.71,-0.63573,268.64,"June 24, 24",-0.0063573,,,,,
2024-06-21,266.43,271.71,264.84,271.03,263.67,3881400,3881400,4.6,1.73,268.5,"June 21, 24",0.0173,,,,,
2024-06-20,269.61,270.32,263.26,264.68,257.49,3003900,3003900,-4.93,-1.83,266.97,"June 20, 24",-0.0183,,,,,
2024-06-18,270.78,273.22,269.36,271.4,264.03,1649900,1649900,0.62,0.22897,271.19,"June 18, 24",0.0022897,,,,,
2024-06-17,268.45,271.64,264.15,271.26,263.89,1702700,1702700,2.81,1.05,268.88,"June 17, 24",0.0105,,,,,
2024-06-14,270,272.41,266.27,268.85,261.55,1680300,1680300,-1.15,-0.42593,269.38,"June 14, 24",-0.0042593,,,,,
2024-06-13,272.05,279.43,272,275.47,267.99,1382700,1382700,3.42,1.26,274.74,"June 13, 24",0.0126,1.014,2024-06-13,1.014,2024-07-10,2024-05-30
2024-06-12,282,286.87,279.59,282.99,274.32,1653600,1653600,0.99,0.35106,282.86,"June 12, 24",0.0035106,,,,,
2024-06-11,276.79,278.36,271.87,277.93,269.41,1123000,1123000,1.14,0.41186,276.24,"June 11, 24",0.0041186,,,,,
2024-06-10,268.17,277.32,268.05,276.85,268.37,1353600,1353600,8.68,3.24,272.6,"June 10, 24",0.0324,,,,,
2024-06-07,272.79,277,270.8,271.89,263.56,1211300,1211300,-0.9,-0.32992,273.12,"June 07, 24",-0.0032992,,,,,
2024-06-06,274.63,275.17,271.52,272.01,263.68,1438300,1438300,-2.62,-0.95401,273.33,"June 06, 24",-0.0095401,,,,,
2024-06-05,270.06,276.08,268.77,275.7,267.25,1692900,1692900,5.64,2.09,272.65,"June 05, 24",0.0209,,,,,
2024-06-04,267.47,271.24,265.64,266.3,258.14,1783800,1783800,-1.17,-0.43743,267.66,"June 04, 24",-0.0043743,,,,,
2024-06-03,275.62,277.52,265.11,269.94,261.67,1273300,1273300,-5.68,-2.06,272.05,"June 03, 24",-0.0206,,,,,
2024-05-31,271.83,273.9,264.22,272.1,263.76,3065100,3065100,0.27,0.09932679,270.51,"May 31, 24",0.0009932679,,,,,
2024-05-30,271.42,274.29,270.23,271.43,263.11,1785300,1785300,0.01,0.00368433,271.84,"May 30, 24",3.68433e-05,,,,,
2024-05-29,274.44,277.19,273.4,273.83,265.44,1696200,1696200,-0.61,-0.22227,274.71,"May 29, 24",-0.0022227,,,,,
2024-05-28,276.55,282.22,276.12,279.63,271.06,1503600,1503600,3.08,1.11,278.63,"May 28, 24",0.0111,,,,,
2024-05-24,278.33,280.77,275.55,277.17,268.68,1319900,1319900,-1.16,-0.41677,277.95,"May 24, 24",-0.0041677,,,,,
2024-05-23,279.88,279.88,269.68,272.72,264.36,2327100,2327100,-7.16,-2.56,275.54,"May 23, 24",-0.0256,,,,,
2024-05-22,277,280.24,275.24,278.83,270.29,2185500,2185500,1.83,0.66065,277.83,"May 22, 24",0.0066065,,,,,
2024-05-21,269.26,275.49,268.17,274.42,266.01,1156000,1156000,5.16,1.92,271.84,"May 21, 24",0.0192,,,,,
2024-05-20,267.99,274.52,267.53,273.57,265.19,1271500,1271500,5.58,2.08,270.9,"May 20, 24",0.0208,,,,,
2024-05-17,269.72,270.18,265.76,267.72,259.52,1344600,1344600,-2,-0.74151,268.35,"May 17, 24",-0.0074151,,,,,
2024-05-16,271.1,273.37,269.55,269.61,261.35,1550100,1550100,-1.49,-0.54961,270.91,"May 16, 24",-0.0054961,,,,,
2024-05-15,270.16,272.29,267.75,272,263.67,2231500,2231500,1.84,0.68108,270.55,"May 15, 24",0.0068108,,,,,
