date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,adjDividend,paymentDate,declarationDate
2025-12-11,229.29,232.91,227.98,231.83,231.83,2350008,2350008,2.54,1.11,230.5025,"December 11, 25",0.0111,,,,,
2025-12-10,227.56,232.59,225.46,230.78,230.78,2155300,2155300,3.22,1.42,229.0975,"December 10, 25",0.0142,1.014,2025-12-10,1.014,2026-01-07,2025-11-19
2025-12-09,227.27,230.61,227.04,228.05,227.04,1845927,1845927,0.78,0.3432,228.2425,"December 09, 25",0.003432,,,,,
2025-12-08,229.63,232.66,227.26,229.01,227.99,2839972,2839972,-0.62,-0.27,229.64,"December 08, 25",-0.0027,,,,,
2025-12-05,228.86,231,227.83,227.95,226.94,2208907,2208907,-0.91,-0.39762,228.91,"December 05, 25",-0.0039762,,,,,
2025-12-04,226.78,228.28,224.07,226.16,225.15,3614800,3614800,-0.62,-0.27339,226.3225,"December 04, 25",-0.0027339,,,,,
2025-12-03,217.84,228.8,215.16,227.56,226.55,4594132,4594132,9.72,4.46,222.34,"December 03, 25",0.0446,,,,,
2025-12-02,200.53,217.49,199.49,215.35,214.39,6160036,6160036,14.82,7.39,208.215,"December 02, 25",0.0739,,,,,
2025-12-01,191.67,200.19,191.29,199.49,198.6,3394003,3394003,7.82,4.08,195.66,"December 01, 25",0.0408,,,,,
2025-11-28,193.9,195.3,193.37,194.94,194.07,1654132,1654132,1.04,0.53636,194.3775,"November 28, 25",0.0053636,,,,,
2025-11-26,191.79,195.72,191.24,193.76,192.9,2836051,2836051,1.97,1.03,193.1275,"November 26, 25",0.0103,,,,,
2025-11-25,190.47,193.95,188.43,191.02,190.17,3214026,3214026,0.55,0.28876,190.9675,"November 25, 25",0.0028876,,,,,
2025-11-24,192.25,193.68,190.23,191.56,190.71,4513741,4513741,-0.69,-0.35891,191.93,"November 24, 25",-0.0035891,,,,,
2025-11-21,184.65,193.83,183.2,191.35,190.5,3403063,3403063,6.7,3.63,188.2575,"November 21, 25",0.0363,,,,,
2025-11-20,192.17,194.17,183,184.19,183.37,3426844,3426844,-7.98,-4.15,188.3825,"November 20, 25",-0.0415,,,,,
2025-11-19,189.44,191.37,188.36,190.06,189.21,2969245,2969245,0.62,0.32728,189.8075,"November 19, 25",0.0032728,,,,,
2025-11-18,189.85,190.85,187.74,188.59,187.75,2777217,2777217,-1.25,-0.66368,189.2575,"November 18, 25",-0.0066368,,,,,
2025-11-17,195.18,196.65,188.49,190.51,189.66,2498900,2498900,-4.67,-2.39,192.7075,"November 17, 25",-0.0239,,,,,
2025-11-14,198.83,199.81,196.18,197.1,196.22,2111051,2111051,-1.73,-0.87009,197.98,"November 14, 25",-0.0087009,,,,,
2025-11-13,202.92,204.74,199.02,201.22,200.33,2528613,2528613,-1.7,-0.83777,201.975,"November 13, 25",-0.0083777,,,,,
2025-11-12,204.97,206.95,203.45,204.08,203.17,2046300,2046300,-0.89,-0.43421,204.8625,"November 12, 25",-0.0043421,,,,,
2025-11-11,204.05,206.05,202.09,202.86,201.96,1735408,1735408,-1.19,-0.58319,203.7625,"November 11, 25",-0.0058319,,,,,
2025-11-10,207.94,208.5,202.16,205.13,204.22,2160621,2160621,-2.81,-1.35,205.9325,"November 10, 25",-0.0135,,,,,
2025-11-07,204.42,204.75,198.5,204.56,203.65,2586456,2586456,0.14,0.06848645,203.0575,"November 07, 25",0.0006848645,,,,,
2025-11-06,209.13,210.37,204.69,206.45,205.54,2037842,2037842,-2.68,-1.28,207.66,"November 06, 25",-0.0128,,,,,
2025-11-05,205.17,213.09,205.04,210.44,209.51,2307041,2307041,5.27,2.57,208.435,"November 05, 25",0.0257,,,,,
2025-11-04,208.47,209.96,203.93,204.42,203.51,2904800,2904800,-4.05,-1.94,206.695,"November 04, 25",-0.0194,,,,,
2025-11-03,211.07,212.78,207.94,210.39,209.46,1982860,1982860,-0.68,-0.32217,210.545,"November 03, 25",-0.0032217,,,,,
2025-10-31,206.38,212.22,205.2,209.12,208.19,2506419,2506419,2.74,1.33,208.23,"October 31, 25",0.0133,,,,,
2025-10-30,204.65,209.7,203.38,206.38,205.47,3417113,3417113,1.73,0.84535,206.0275,"October 30, 25",0.0084535,,,,,
2025-10-29,212.28,213.02,202.48,204.71,203.8,5104821,5104821,-7.57,-3.57,208.1225,"October 29, 25",-0.0357,,,,,
2025-10-28,218.16,220.43,207.99,212.96,212.02,4414713,4414713,-5.2,-2.38,214.885,"October 28, 25",-0.0238,,,,,
2025-10-27,221.39,221.89,218.89,221.56,220.58,4076100,4076100,0.17,0.07678757,220.9325,"October 27, 25",0.0007678757,,,,,
2025-10-24,223.96,223.96,218.12,219.16,218.19,2500800,2500800,-4.8,-2.14,221.3,"October 24, 25",-0.0214,,,,,
2025-10-23,213,221.4,212.73,220.73,219.75,2517902,2517902,7.73,3.63,216.965,"October 23, 25",0.0363,,,,,
2025-10-22,217.07,223.28,215,217.16,216.2,3607824,3607824,0.09,0.04146128,218.1275,"October 22, 25",0.0004146128,,,,,
2025-10-21,219.34,224.27,218.51,222.34,221.36,1935550,1935550,3,1.37,221.115,"October 21, 25",0.0137,,,,,
2025-10-20,216.72,222.23,215.6,219.82,218.85,2374840,2374840,3.1,1.43,218.5925,"October 20, 25",0.0143,,,,,
2025-10-17,216.72,218.05,212.88,214.35,213.4,1950502,1950502,-2.37,-1.09,215.5,"October 17, 25",-0.0109,,,,,
2025-10-16,219.37,220.17,213.11,217.41,216.45,2477700,2477700,-1.96,-0.89347,217.515,"October 16, 25",-0.0089347,,,,,
2025-10-15,219.76,220,214.02,217.23,216.27,1939707,1939707,-2.53,-1.15,217.7525,"October 15, 25",-0.0115,,,,,
2025-10-14,211.68,219.69,210.8,216.11,215.15,2341774,2341774,4.43,2.09,214.57,"October 14, 25",0.0209,,,,,
2025-10-13,211.61,217.4,210.74,216.7,215.74,2806592,2806592,5.09,2.41,214.1125,"October 13, 25",0.0241,,,,,
2025-10-10,221.07,222.67,205.14,205.37,204.46,3980800,3980800,-15.7,-7.1,213.5625,"October 10, 25",-0.071,,,,,
2025-10-09,223.31,225.76,218.98,221.42,220.44,2615953,2615953,-1.89,-0.84636,222.3675,"October 09, 25",-0.0084636,,,,,
2025-10-08,219.89,227.19,219.5,225.64,224.64,2631200,2631200,5.75,2.61,223.055,"October 08, 25",0.0261,,,,,
2025-10-07,232.55,232.99,219.16,219.58,218.61,2492900,2492900,-12.97,-5.58,226.07,"October 07, 25",-0.0558,,,,,
2025-10-06,232.06,234,227.1,231.42,230.39,1949600,1949600,-0.64,-0.27579,231.145,"October 06, 25",-0.0027579,,,,,
2025-10-03,228.4,232.07,227.99,228.89,227.88,1537435,1537435,0.49,0.21454,229.3375,"October 03, 25",0.0021454,,,,,
2025-10-02,226,230.86,225.01,227.71,226.7,1831500,1831500,1.71,0.75664,227.395,"October 02, 25",0.0075664,,,,,
2025-10-01,225.85,227.85,221,224.91,223.91,2079847,2079847,-0.94,-0.41621,224.9025,"October 01, 25",-0.0041621,,,,,
2025-09-30,225.56,227.95,222.88,227.73,226.72,1723558,1723558,2.17,0.96205,226.03,"September 30, 25",0.0096205,,,,,
2025-09-29,227.87,227.96,224.63,226.11,225.11,1352200,1352200,-1.76,-0.77237,226.6425,"September 29, 25",-0.0077237,,,,,
2025-09-26,223.48,227.2,223.1,226.04,225.04,1235200,1235200,2.56,1.15,224.955,"September 26, 25",0.0115,,,,,
2025-09-25,224.99,227.43,222,226.81,225.81,2116711,2116711,1.82,0.80892,225.3075,"September 25, 25",0.0080892,,,,,
2025-09-24,225.93,228.82,224.96,227.66,226.65,1680073,1680073,1.73,0.76572,226.8425,"September 24, 25",0.0076572,,,,,
2025-09-23,226.73,229.9,224.51,225.62,224.62,2096400,2096400,-1.11,-0.48957,226.69,"September 23, 25",-0.0048957,,,,,
2025-09-22,224.1,227.51,222.37,225.73,224.73,1715586,1715586,1.63,0.72735,224.9275,"September 22, 25",0.0072735,,,,,
2025-09-19,228.68,229.11,222.15,224.05,223.06,3420100,3420100,-4.63,-2.02,225.9975,"September 19, 25",-0.0202,,,,,
2025-09-18,225.78,228.33,223.69,226.51,225.51,3553228,3553228,0.73,0.32332,226.0775,"September 18, 25",0.0032332,,,,,
2025-09-17,220.68,226.65,218.54,221.89,220.91,2337218,2337218,1.21,0.54831,221.94,"September 17, 25",0.0054831,1.014,2025-09-17,1.014,2025-10-08,2025-08-28
2025-09-16,220.31,223.33,217.93,220.99,219,2208925,2208925,0.68,0.30866,220.64,"September 16, 25",0.0030866,,,,,
2025-09-15,216.21,223.54,215.65,219.27,217.3,1828567,1828567,3.06,1.42,218.6675,"September 15, 25",0.0142,,,,,
2025-09-12,222.66,223.09,218.6,218.82,216.85,2061856,2061856,-3.84,-1.72,220.7925,"September 12, 25",-0.0172,,,,,
2025-09-11,221.53,224.38,218.4,223.21,221.2,2999400,2999400,1.69,0.75836,221.88,"September 11, 25",0.0075836,,,,,
2025-09-10,224.12,224.6,219.13,219.28,217.31,3210360,3210360,-4.84,-2.16,221.7825,"September 10, 25",-0.0216,,,,,
2025-09-09,224.32,225.01,221.77,223.69,221.68,1569200,1569200,-0.63,-0.28085,223.6975,"September 09, 25",-0.0028085,,,,,
2025-09-08,227.4,229.42,224.62,225.5,223.47,1876700,1876700,-1.9,-0.83553,226.735,"September 08, 25",-0.0083553,,,,,
2025-09-05,227.21,230.88,224.6,226.74,224.7,2006571,2006571,-0.47,-0.20686,227.3575,"September 05, 25",-0.0020686,,,,,
2025-09-04,224.77,225.98,218.95,225.39,223.36,3309048,3309048,0.62,0.27584,223.7725,"September 04, 25",0.0027584,,,,,
2025-09-03,232.5,234.11,223.9,228.2,226.15,2826272,2826272,-4.3,-1.85,229.6775,"September 03, 25",-0.0185,,,,,
2025-09-02,227.94,233.02,226.16,232.66,230.57,2211647,2211647,4.72,2.07,229.945,"September 02, 25",0.0207,,,,,
2025-08-29,238.17,239.1,233.5,234.85,232.74,2250771,2250771,-3.32,-1.39,236.405,"August 29, 25",-0.0139,,,,,
2025-08-28,239.76,241.42,238.54,239.07,236.92,1616316,1616316,-0.69,-0.28779,239.6975,"August 28, 25",-0.0028779,,,,,
2025-08-27,235.98,238.1,234.7,237.67,235.53,1054215,1054215,1.69,0.71616,236.6125,"August 27, 25",0.0071616,,,,,
2025-08-26,235.84,239.5,235.28,237.82,235.68,2356758,2356758,1.98,0.83955,237.11,"August 26, 25",0.0083955,,,,,
2025-08-25,233.63,237.81,233.53,236.67,234.54,1261974,1261974,3.04,1.3,235.41,"August 25, 25",0.013,,,,,
2025-08-22,225.66,238.32,224.09,234.83,232.72,2994000,2994000,9.17,4.06,230.73,"August 22, 25",0.0406,,,,,
2025-08-21,226.88,227.81,223.21,223.93,221.91,2003100,2003100,-2.95,-1.3,225.46,"August 21, 25",-0.013,,,,,
2025-08-20,231.49,233.49,223,228.77,226.71,3986800,3986800,-2.72,-1.17,229.19,"August 20, 25",-0.0117,,,,,
2025-08-19,232.6,233.99,228.52,229.27,227.21,2217600,2217600,-3.33,-1.43,231.1,"August 19, 25",-0.0143,,,,,
2025-08-18,228.99,233.95,227.73,232.01,229.92,2470000,2470000,3.02,1.32,230.67,"August 18, 25",0.0132,,,,,
2025-08-15,233.52,233.52,226.22,228.78,226.72,3336700,3336700,-4.74,-2.03,230.51,"August 15, 25",-0.0203,,,,,
2025-08-14,226.29,232.52,224.08,231.54,229.46,2810200,2810200,5.25,2.32,228.61,"August 14, 25",0.0232,,,,,
2025-08-13,220.77,231.01,220.07,230.52,228.45,3582900,3582900,9.75,4.42,225.59,"August 13, 25",0.0442,,,,,
2025-08-12,207.72,220.78,206.92,220.05,218.07,4210300,4210300,12.33,5.94,213.87,"August 12, 25",0.0594,,,,,
2025-08-11,207.1,210.58,204.73,205.16,203.31,3902300,3902300,-1.94,-0.93675,206.89,"August 11, 25",-0.0093675,,,,,
2025-08-08,206.47,209.81,204.59,207.16,205.3,1659700,1659700,0.69,0.33419,207.01,"August 08, 25",0.0033419,,,,,
2025-08-07,208.76,210.54,204.52,205.91,204.06,2195900,2195900,-2.85,-1.37,207.43,"August 07, 25",-0.0137,,,,,
2025-08-06,207.45,207.45,203.24,205.92,204.07,2769600,2769600,-1.53,-0.73753,206.01,"August 06, 25",-0.0073753,,,,,
2025-08-05,213.58,215.09,207.8,208.47,206.59,2756900,2756900,-5.11,-2.39,211.24,"August 05, 25",-0.0239,,,,,
2025-08-04,210.64,212.12,209.35,211.99,210.08,2184000,2184000,1.35,0.6409,211.03,"August 04, 25",0.006409,,,,,
2025-08-01,211.22,212,206.27,209.92,208.03,2554400,2554400,-1.3,-0.61547,209.85,"August 01, 25",-0.0061547,,,,,
2025-07-31,219.48,219.48,212.19,213.77,211.85,2727200,2727200,-5.71,-2.6,216.23,"July 31, 25",-0.026,,,,,
2025-07-30,228.06,228.06,219.8,220.94,218.95,2092700,2092700,-7.12,-3.12,224.22,"July 30, 25",-0.0312,,,,,
2025-07-29,229.32,233.11,226.43,226.74,224.7,1915600,1915600,-2.58,-1.13,228.9,"July 29, 25",-0.0113,,,,,
2025-07-28,225.85,228.67,224.75,228.49,226.43,2924900,2924900,2.64,1.17,226.94,"July 28, 25",0.0117,,,,,
2025-07-25,222.89,223.8,221,223.29,221.28,2160700,2160700,0.4,0.17946,222.74,"July 25, 25",0.0017946,,,,,
2025-07-24,222.42,224.72,217.9,224.43,222.41,2413700,2413700,2.01,0.9037,222.37,"July 24, 25",0.009037,,,,,
2025-07-23,225.69,226.67,218.47,224.71,222.69,3655500,3655500,-0.98,-0.43422,223.89,"July 23, 25",-0.0043422,,,,,
2025-07-22,222.13,229.83,220.78,228,225.95,6032400,6032400,5.87,2.64,225.19,"July 22, 25",0.0264,,,,,
2025-07-21,227.34,232.29,227.25,228.27,226.22,6030200,6030200,0.93,0.40908,228.79,"July 21, 25",0.0040908,,,,,
2025-07-18,229.03,229.71,222.57,225.9,223.87,2500700,2500700,-3.13,-1.37,226.8,"July 18, 25",-0.0137,,,,,
2025-07-17,219.85,225.11,218.96,224.5,222.48,1981400,1981400,4.65,2.12,222.11,"July 17, 25",0.0212,,,,,
2025-07-16,221.07,222.17,215.9,220.58,218.59,2140300,2140300,-0.49,-0.22165,219.93,"July 16, 25",-0.0022165,,,,,
2025-07-15,226.89,227,220.9,221.06,219.07,2397900,2397900,-5.83,-2.57,223.96,"July 15, 25",-0.0257,,,,,
2025-07-14,227.06,227.06,222.5,224.61,222.59,2706600,2706600,-2.45,-1.08,225.31,"July 14, 25",-0.0108,,,,,
2025-07-11,230.28,232.07,228,228.92,226.86,1870700,1870700,-1.36,-0.59059,229.82,"July 11, 25",-0.0059059,,,,,
2025-07-10,233.07,236.46,230.43,233.19,231.09,1948100,1948100,0.12,0.05148668,233.29,"July 10, 25",0.0005148668,,,,,
2025-07-09,231.78,234.53,227.44,230.42,228.35,1819200,1819200,-1.36,-0.58676,231.04,"July 09, 25",-0.0058676,,,,,
2025-07-08,228.76,234.32,227.13,232.34,230.25,2287900,2287900,3.58,1.56,230.64,"July 08, 25",0.0156,,,,,
2025-07-07,228.85,231.63,225.45,226,223.97,2165700,2165700,-2.85,-1.25,227.98,"July 07, 25",-0.0125,,,,,
2025-07-03,231.15,233.18,230.25,232.1,230.01,1299400,1299400,0.95,0.41099,231.67,"July 03, 25",0.0041099,,,,,
2025-07-02,224.1,232.2,223.86,231.15,229.07,2730800,2730800,7.05,3.15,227.83,"July 02, 25",0.0315,,,,,
2025-07-01,216.59,225.57,215.45,221.21,219.22,4451100,4451100,4.62,2.13,219.71,"July 01, 25",0.0213,,,,,
2025-06-30,219.71,219.71,216.65,218.49,216.52,2165300,2165300,-1.22,-0.55528,218.64,"June 30, 25",-0.0055528,,,,,
2025-06-27,218.15,220.89,215.11,217.04,215.09,2060500,2060500,-1.11,-0.50882,217.8,"June 27, 25",-0.0050882,,,,,
2025-06-26,217.9,219.36,216.58,218.3,216.34,2709700,2709700,0.4,0.18357,218.03,"June 26, 25",0.0018357,,,,,
2025-06-25,217.52,217.93,213.81,216.28,214.33,1781700,1781700,-1.24,-0.57006,216.38,"June 25, 25",-0.0057006,1.014,2025-06-25,1.014,2025-07-09,2025-06-12
2025-06-24,215,220.68,214.1,218.51,215.54,2833300,2833300,3.51,1.63,217.07,"June 24, 25",0.0163,,,,,
2025-06-23,209.57,211.58,205.87,210.86,207.99,1847200,1847200,1.29,0.61555,209.47,"June 23, 25",0.0061555,,,,,
2025-06-20,213.42,215.37,207.71,209,206.16,4244800,4244800,-4.42,-2.07,211.38,"June 20, 25",-0.0207,,,,,
2025-06-18,213.57,214.45,210.73,211.45,208.58,1938800,1938800,-2.12,-0.99265,212.55,"June 18, 25",-0.0099265,,,,,
2025-06-17,213.05,217.27,212.58,212.83,209.94,2202200,2202200,-0.22,-0.10326,213.93,"June 17, 25",-0.0010326,,,,,
2025-06-16,213.94,218.01,213.22,217.53,214.57,1739100,1739100,3.59,1.68,215.67,"June 16, 25",0.0168,,,,,
2025-06-13,212.88,215.18,210.42,210.9,208.03,1840200,1840200,-1.98,-0.9301,212.34,"June 13, 25",-0.009301,,,,,
2025-06-12,217.31,220.02,216.21,217.4,214.45,1711000,1711000,0.09,0.04141549,217.74,"June 12, 25",0.0004141549,,,,,
2025-06-11,219.8,222.22,215.12,217.41,214.46,2222200,2222200,-2.39,-1.09,218.64,"June 11, 25",-0.0109,,,,,
2025-06-10,214.44,220.73,213.5,218.72,215.75,2588900,2588900,4.28,2,216.85,"June 10, 25",0.02,,,,,
2025-06-09,209.61,215.23,208.94,213.08,210.18,2727100,2727100,3.47,1.66,211.72,"June 09, 25",0.0166,,,,,
2025-06-06,210.6,211,207.39,207.68,204.86,1901200,1901200,-2.92,-1.39,209.17,"June 06, 25",-0.0139,,,,,
2025-06-05,210.93,213.5,205.69,206.9,204.09,2362500,2362500,-4.03,-1.91,209.25,"June 05, 25",-0.0191,,,,,
2025-06-04,202.26,211.09,201.28,210.02,207.17,3857200,3857200,7.76,3.84,206.16,"June 04, 25",0.0384,,,,,
2025-06-03,192.21,199.72,190.33,198.96,196.26,2866900,2866900,6.75,3.51,195.31,"June 03, 25",0.0351,,,,,
2025-06-02,190.36,193.66,189.8,192.81,190.19,1734200,1734200,2.45,1.29,191.66,"June 02, 25",0.0129,,,,,
2025-05-30,194.66,195.05,188.18,191.13,188.53,4292600,4292600,-3.53,-1.81,192.26,"May 30, 25",-0.0181,,,,,
2025-05-29,200,200.32,194.6,195.89,193.23,1851400,1851400,-4.11,-2.06,197.7,"May 29, 25",-0.0206,,,,,
2025-05-28,199.05,200.27,195.78,196.21,193.54,2240400,2240400,-2.84,-1.43,197.83,"May 28, 25",-0.0143,,,,,
2025-05-27,195.3,200.45,193.78,198.9,196.2,3935000,3935000,3.6,1.84,197.11,"May 27, 25",0.0184,,,,,
2025-05-23,189.92,194.1,189.32,192.15,189.54,3674100,3674100,2.23,1.17,191.37,"May 23, 25",0.0117,,,,,
2025-05-22,209.7,211,196.26,196.51,193.84,5012600,5012600,-13.19,-6.29,203.37,"May 22, 25",-0.0629,,,,,
2025-05-21,207.36,213.36,204.38,205.35,202.56,3017900,3017900,-2.01,-0.96933,207.61,"May 21, 25",-0.0096933,,,,,
2025-05-20,207.68,210.95,207.68,210.08,207.23,1672000,1672000,2.4,1.16,209.1,"May 20, 25",0.0116,,,,,
2025-05-19,206.68,211.44,205.52,210.36,207.5,2108800,2108800,3.68,1.78,208.5,"May 19, 25",0.0178,,,,,
2025-05-16,210.95,212.99,209.12,212.56,209.67,2093700,2093700,1.61,0.76321,211.4,"May 16, 25",0.0076321,,,,,
2025-05-15,209.71,211.67,208.67,210.73,207.87,1999500,1999500,1.02,0.48639,210.19,"May 15, 25",0.0048639,,,,,
2025-05-14,212.58,213.42,209.07,211.33,208.46,2386700,2386700,-1.25,-0.58801,211.6,"May 14, 25",-0.0058801,,,,,
2025-05-13,206.2,213.01,206.2,212.4,209.51,3909900,3909900,6.2,3.01,209.45,"May 13, 25",0.0301,,,,,
2025-05-12,204.88,208.93,204.32,207.03,204.22,4998000,4998000,2.15,1.05,206.29,"May 12, 25",0.0105,,,,,
2025-05-09,191.28,194.05,189.44,191.88,189.27,2682900,2682900,0.6,0.31368,191.66,"May 09, 25",0.0031368,,,,,
2025-05-08,189.64,193.04,186.9,188.57,186.01,2412200,2412200,-1.07,-0.56423,189.54,"May 08, 25",-0.0056423,,,,,
2025-05-07,183.64,187.82,182.42,186.87,184.33,2137500,2137500,3.23,1.76,185.19,"May 07, 25",0.0176,,,,,
2025-05-06,182.25,184.64,180.63,182.41,179.93,1579800,1579800,0.16,0.0877915,182.48,"May 06, 25",0.000877915,,,,,
2025-05-05,186.02,186.86,184.15,184.95,182.44,2323900,2323900,-1.07,-0.57521,185.49,"May 05, 25",-0.0057521,,,,,
2025-05-02,184.48,191.61,184.28,188.14,185.58,3434700,3434700,3.66,1.98,187.13,"May 02, 25",0.0198,,,,,
2025-05-01,186.11,186.82,181.51,181.84,179.37,3354900,3354900,-4.27,-2.29,184.07,"May 01, 25",-0.0229,,,,,
2025-04-30,179.29,184.94,176.26,184.31,181.81,3210600,3210600,5.02,2.8,181.2,"April 30, 25",0.028,,,,,
2025-04-29,181.52,185.54,177.19,182.62,180.14,6950800,6950800,1.1,0.60599,181.72,"April 29, 25",0.0060599,,,,,
2025-04-28,192.87,198.15,190.59,196.24,193.57,4337500,4337500,3.37,1.75,194.46,"April 28, 25",0.0175,,,,,
2025-04-25,189.39,194.59,188.41,193.55,190.92,2485700,2485700,4.16,2.2,191.49,"April 25, 25",0.022,,,,,
2025-04-24,187.21,194.43,184.77,193.57,190.94,4247200,4247200,6.36,3.4,190,"April 24, 25",0.034,,,,,
2025-04-23,181.46,185.36,179.51,180.87,178.41,3917500,3917500,-0.59,-0.32514,181.8,"April 23, 25",-0.0032514,,,,,
2025-04-22,173.74,176.08,172.17,174.66,172.29,2876200,2876200,0.92,0.52953,174.16,"April 22, 25",0.0052953,,,,,
2025-04-21,166.6,171.95,166.6,171.5,169.17,2624900,2624900,4.9,2.94,169.16,"April 21, 25",0.0294,,,,,
2025-04-17,169.91,172.02,166.76,170.74,168.42,2106400,2106400,0.83,0.48849,169.86,"April 17, 25",0.0048849,,,,,
2025-04-16,165.25,170.45,163.16,168.59,166.3,4699400,4699400,3.34,2.02,166.86,"April 16, 25",0.0202,,,,,
2025-04-15,172.72,174.51,169.46,171.63,169.3,1924200,1924200,-1.09,-0.63108,172.08,"April 15, 25",-0.0063108,,,,,
2025-04-14,172.45,173.34,166.76,170.55,168.23,2349500,2349500,-1.9,-1.1,170.77,"April 14, 25",-0.011,,,,,
2025-04-11,164.34,169.81,158.66,168.79,166.5,5169400,5169400,4.45,2.71,165.4,"April 11, 25",0.0271,,,,,
2025-04-10,176.12,177.86,159.53,165.59,163.34,6325900,6325900,-10.53,-5.98,169.77,"April 10, 25",-0.0598,,,,,
2025-04-09,156.52,187.51,152.21,185.87,183.34,8787100,8787100,29.35,18.75,170.53,"April 09, 25",0.1875,,,,,
2025-04-08,164.58,169,148.09,153.5,151.41,5100400,5100400,-11.08,-6.73,158.79,"April 08, 25",-0.0673,,,,,
2025-04-07,156.54,173.55,152.37,163.29,161.07,6564400,6564400,6.75,4.31,161.44,"April 07, 25",0.0431,,,,,
2025-04-04,164.87,167.38,155.87,160.81,158.62,6449000,6449000,-4.06,-2.46,162.23,"April 04, 25",-0.0246,,,,,
2025-04-03,183.48,185.31,171.71,171.88,169.54,6169100,6169100,-11.6,-6.32,178.1,"April 03, 25",-0.0632,,,,,
2025-04-02,186.4,196.59,186.4,193.67,191.04,2231700,2231700,7.27,3.9,190.76,"April 02, 25",0.039,,,,,
2025-04-01,188.55,190.14,184.3,190,187.42,2270400,2270400,1.45,0.76903,188.25,"April 01, 25",0.0076903,,,,,
2025-03-31,187.3,191.11,183.56,190.06,187.48,4304200,4304200,2.76,1.47,188.01,"March 31, 25",0.0147,,,,,
2025-03-28,198.27,199.08,188.85,189.99,187.41,4260700,4260700,-8.28,-4.18,194.05,"March 28, 25",-0.0418,,,,,
2025-03-27,203.29,203.87,198.72,200.06,197.34,2877400,2877400,-3.23,-1.59,201.48,"March 27, 25",-0.0159,,,,,
2025-03-26,211.04,212.61,202.87,205.75,202.95,3636500,3636500,-5.29,-2.51,208.07,"March 26, 25",-0.0251,,,,,
2025-03-25,213.91,216.63,210.75,211.33,208.46,1662300,1662300,-2.58,-1.21,213.16,"March 25, 25",-0.0121,,,,,
2025-03-24,206.32,212.42,205.6,211.12,208.25,2743000,2743000,4.8,2.33,208.87,"March 24, 25",0.0233,,,,,
2025-03-21,200.18,201.38,196.95,200.64,197.91,3352000,3352000,0.46,0.22979,199.79,"March 21, 25",0.0022979,,,,,
2025-03-20,204.06,205.66,201.53,202.64,199.89,1455400,1455400,-1.42,-0.69587,203.47,"March 20, 25",-0.0069587,,,,,
2025-03-19,206.18,211.36,206.03,207.38,204.56,1640500,1640500,1.2,0.58202,207.74,"March 19, 25",0.0058202,1.014,2025-03-19,1.014,2025-04-09,2025-03-06
2025-03-18,207.45,208.99,205.27,207.1,203.29,1862500,1862500,-0.35,-0.16872,207.2,"March 18, 25",-0.0016872,,,,,
2025-03-17,204.86,212.12,204.86,209.83,205.97,2207500,2207500,4.97,2.43,207.92,"March 17, 25",0.0243,,,,,
2025-03-14,204.8,206.96,203.48,206.16,202.37,2771400,2771400,1.36,0.66406,205.35,"March 14, 25",0.0066406,,,,,
2025-03-13,204.07,208,200.06,201.02,197.32,1792700,1792700,-3.05,-1.49,203.29,"March 13, 25",-0.0149,,,,,
