date,symbol,calendarYear,period,growthCashAndCashEquivalents,growthShortTermInvestments,growthCashAndShortTermInvestments,growthNetReceivables,growthInventory,growthOtherCurrentAssets,growthTotalCurrentAssets,growthPropertyPlantEquipmentNet,growthGoodwill,growthIntangibleAssets,growthGoodwillAndIntangibleAssets,growthLongTermInvestments,growthTaxAssets,growthOtherNonCurrentAssets,growthTotalNonCurrentAssets,growthOtherAssets,growthTotalAssets,growthAccountPayables,growthShortTermDebt,growthTaxPayables,growthDeferredRevenue,growthOtherCurrentLiabilities,growthTotalCurrentLiabilities,growthLongTermDebt,growthDeferredRevenueNonCurrent,growthDeferrredTaxLiabilitiesNonCurrent,growthOtherNonCurrentLiabilities,growthTotalNonCurrentLiabilities,growthOtherLiabilities,growthTotalLiabilities,growthCommonStock,growthRetainedEarnings,growthAccumulatedOtherComprehensiveIncomeLoss,growthOthertotalStockholdersEquity,growthTotalStockholdersEquity,growthTotalLiabilitiesAndStockholdersEquity,growthTotalInvestments,growthTotalDebt,growthNetDebt
2024-12-31,NOW,2024,FY,0.21454928835002635,0.1604026845637584,0.1814640147631741,0.10019646365422397,0,0.3715277777777778,0.1813038446701813,0.1847563917028461,0.03411860276198213,-0.06696428571428571,0.018556701030927835,0.2834842335310646,-0.08156498673740054,0.28519328956965717,0.16503642039542143,0,0.1723126473802266,-0.4603174603174603,0,0.3170731707317073,0.1787381158167675,-0.14358108108108109,0.13482688391038697,0.0006720430107526882,0.1728395061728395,0,0.2288135593220339,0.009189640768588136,0,0.10400655804898043,0,0.6887385210246496,-0.8378378378378378,0,0.25970110120608286,0.1723126473802266,0.22416302765647744,-0.002626970227670753,-1.0671834625322998
2023-12-31,NOW,2023,FY,0.2904761904761905,0.060498220640569395,0.13948598130841122,0.18028985507246376,0,0.3312788906009245,0.168770664262098,0.19481268011527378,0.49393203883495146,-0.034482758620689655,0.3778409090909091,0.5129900803023146,1.371069182389937,0.2452316076294278,0.44620015048908956,0,0.3073915331979848,-0.5401459854014599,0,0.12844036697247707,0.24141630901287553,0.574468085106383,0.22647793505412156,0.0013458950201884253,0.15714285714285714,0,1.1071428571428572,0.058355437665782495,0,0.18047659368573848,0,5.121301775147929,0.6372549019607843,0,0.5158982511923689,0.3073915331979848,0.254921859143495,0.023297491039426525,-0.4921259842519685
2022-12-31,NOW,2022,FY,-0.14930555555555555,0.7829949238578681,0.29539951573849876,0.24100719424460432,0,1.141914191419142,0.2747126436781609,0.27855563743551953,0.06048906048906049,-0.1916376306620209,-0.007518796992481203,0.2987730061349693,-0.08092485549132948,0.318562874251497,0.19128719971315883,0,0.23161696610483423,2.0786516853932584,-1,0.07920792079207921,0.21480709071949947,0.23278688524590163,0.2133764396847848,0.0013477088948787063,0.1111111111111111,0,0.09803921568627451,0.05013927576601671,0,0.16387441925946783,0,85.5,-4,0,0.3618403247631935,0.23161696610483423,0.5368059887710542,0.008130081300813009,0.5679012345679012
2021-12-31,NOW,2021,FY,0.03041144901610018,0.1137809187279152,0.0685640362225097,0.377601585728444,0,0.3231441048034934,0.1543564794338788,0.21813285457809695,2.224066390041494,0.8758169934640523,1.700507614213198,0.11035422343324251,0.02823179791976226,0.5349264705882353,0.33031242547102313,0,0.23901319563970166,1.6176470588235294,0,0.7274997434406322,0.29463381707728653,0.2815126050420168,0.32432432432432434,-0.0951219512195122,0.4,0,0.4166666666666667,0.004930410668497998,0,0.20778779119197416,0,0.9829059829059829,-0.6382978723404256,0,0.3038108680310515,0.23901319563970166,0.11203607353451266,0.03700234192037471,0.0611353711790393
2020-12-31,NOW,2020,FY,1.1617008989685194,0.5459125089996143,0.8284011247150515,0.20797960920842018,0,0.30827986905775284,0.5996315399796456,0.279705185333246,0.5374212151369007,0.06360792492179354,0.3106857481221266,0.44868611669225883,0.1223531726906291,0.32216942726245307,0.31214581372911965,0,0.44709029411715867,-0.3580060422960725,0,0.5254918332202683,0.35559628393680165,0.23703838457340368,0.3575342789211653,1.3597767420979854,0.12393226434886857,0,0.5342652574156154,0.8773972938695144,0,0.5100825807955807,-1,0.33568776189232463,2.7220352405464263,0,0.3318038423057782,0.44709029411715867,0.49482876355417704,0.8879269942610557,0.2898065853356313
2019-12-31,NOW,2019,FY,0.37013867793233535,-0.017602965704215223,0.1289606534919709,0.45313929820288446,0,0.2512617056258489,0.20565933365263597,1.507122367632828,0.05314924921898619,0.430176373506194,0.20518628696973462,0.7415511741736787,28.04917159190001,0.227073180915343,1.0825281029582645,0,0.5525167949597075,0.7232291022679205,0,0.09122487329878709,0.3234208891531454,0.40313452646625536,0.3677938638747514,0.05028509597147982,0.03733450786330544,0,-0.5738776696208049,0.5114540197625528,0,0.40699855957912395,0.05,0.6401193322299189,7.258983890954151,0,0.9149954238619725,0.5525167949597075,0.27423502253606363,0.7090192487007089,2.7181240379883356
2018-12-31,NOW,2018,FY,-0.22063606769489122,-0.11501202029249537,-0.15813877158295012,0.3152012007751956,0,0.2758680444716033,-0.031899076405757176,0.4164912452473034,0.15627524703250265,0.15723227023793088,0.15666097827901543,0.48644243591643205,0,0.214507178974515,0.3599708941109321,0,0.09264008540255672,-0.042854028465539255,-1,0.37104266697895927,0.36417016672241975,0.4100987248046072,-0.013192584969004339,0.050298562898202906,0.06857696566998893,0,-0.16422803715621395,0.059212694263827206,0,-0.0012845025132590608,0.034482758620689655,-0.021089880279251048,-1.6996705392751863,0,0.4269117964311764,0.09264008540255672,0.048003628193277456,-0.4360945121847293,-0.7863185521131425
2017-12-31,NOW,2017,FY,0.8106335890419153,1.1135359870233115,0.9784002437283319,0.35411780379666435,0,0.42801510810106796,0.8040133031913507,0.3496531219028741,0.559696609881988,0.3198287119992711,0.45324419764401436,0.4903105940043707,0,1.8010064322382973,0.6322942224896996,0,0.7456498212430431,-0.1568014705882353,0,0.3155813475760066,0.40487385440865553,0.14528001884459102,0.9033903936358257,0.24065205233432846,0.08406614844383084,0,0.9277291745910993,0.24642314078475924,0,0.682955369363483,0.041916167664670656,0.038927601038711034,1.272890739601571,0,1.0124612041006718,0.7456498212430431,0.8983690465862757,1.3107685521413437,3.1937151650496367
2016-12-31,NOW,2016,FY,-0.026841779750427473,0.28070549820668733,0.12244867394695788,0.5873321103805088,0,0.47722025550253966,0.23663570168610998,0.25502715701314316,0.4825845623237349,0.5313103127543309,0.5038206619778259,-0.3785698907177518,0,0.7803908818323038,-0.04184126517672858,0,0.12546124848648518,0.019026465787149775,0,1.1444933920704845,0.45325065809110576,0.4376058245851676,0.46452334220842056,0.07012774637855243,2.099153567110036,0,0.4657545996483253,0.12494642176004027,0,0.32781450012013824,0.04375,-0.790617386792673,-0.25180665797891244,0,-0.31730514772041624,0.12546124848648518,-0.06262844807617433,0.07012774637855243,0.7126098764241752
2015-12-31,NOW,2015,FY,0.6331821512744845,-0.06579061142923023,0.19805739012636234,0.2774500380094364,0,0.20225758697261287,0.19696996425523658,0.38831700835595806,0.011869274392903882,-0.21129369475112791,-0.09921308721768819,0.5843754217084252,0,0.48762595727529223,0.3933263288821591,0,0.2683274001370063,1.0959672443771384,0,0.19081967213114753,0.4475103192561836,0.35322151956740905,0.44307757245111906,0.07012721085520604,-0.14450545078379884,0,-0.29504776877494254,0.039220934723042375,0,0.2451226160226569,0.06666666666666667,-0.5533614253882644,-0.3937092380087509,0,0.3222464571061993,0.2683274001370063,0.18811666676425984,0.07012721085520604,-0.6741630101266088
