date,symbol,calendarYear,period,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthEBITDARatio,growthOperatingIncome,growthOperatingIncomeRatio,growthTotalOtherIncomeExpensesNet,growthIncomeBeforeTax,growthIncomeBeforeTaxRatio,growthIncomeTaxExpense,growthNetIncome,growthNetIncomeRatio,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil
2024-12-31,STLD,2024,FY,-0.06676801815941802,-0.0007884370877172024,-0.30729929659359895,-0.25774007223883405,0,0,0,-0.36150888163590683,-0.03929017706454216,-0.002990385853867919,-0.2632838240677789,0.0938844779855826,-0.325481064525608,-0.2772226534757872,-0.3833940354425849,-0.33927900384778087,-0.4120008264218884,-0.3839962372741611,-0.3399242902506818,-0.42400390627598583,-0.3728241506527038,-0.32795289732989935,-0.328125,-0.3278688524590164,-0.06683798453335896,-0.06746062557113079
2023-12-31,STLD,2023,FY,-0.1556755394039758,-0.08632316920155142,-0.3386736246882269,-0.21673905457474207,0,-1,0,-0.3628462825882412,-0.12797840954611509,-0.08881246799455203,-0.16445629137625903,0.1395151508841703,-0.32083668906814844,-0.19561336599332793,-0.3811289946899165,-0.26702229522519066,1.9577261741551595,-0.3589128131877893,-0.24070992072226233,-0.341602887934848,-0.36549602684565147,-0.24850693917175626,-0.30104463437796763,-0.3001912045889102,-0.09183011347216088,-0.09311458006088115
2022-12-31,STLD,2022,FY,0.2092430542918216,0.23734599805341325,0.1408704347138533,-0.05654166805066853,0,-0.15273084711231474,0,0.1510627948713648,-0.033269921672937165,0.21698769009505062,0.6000629271618102,0.10513069065993966,0.19135024096583997,-0.014796705102910385,0.18384043170301587,-0.021007044441652342,0.2312381159341555,0.19291648749011064,-0.013501476415950755,0.1863547746129928,0.2018029499083093,-0.006152695549888717,0.34396936821952767,0.34447300771208234,-0.10590156741340223,-0.10644435302373981
2021-12-31,STLD,2021,FY,0.9172925596277741,0.5975044675032455,2.737589285216431,0.9494099983375647,0,0.3487820714210912,0,2.7893422677417012,0.8062360233225434,0.611514403141756,-0.39701929867091074,0.06711092148599247,3.0971065867242555,1.1369230099901935,4.077194850450102,1.6481064793112465,0.3503289473684211,4.966266843190008,2.111818701686504,6.1463497957668025,4.835035637647008,2.04337259823544,5.0038314176245215,5.007722007722008,-0.02853556881689874,-0.026984388612870565
2020-12-31,STLD,2020,FY,-0.08251407000732251,-0.08588005359745073,-0.06287198298610566,0.02140859731440786,0,0.0938194447626335,0,0.02351170009107299,0.07991486921617925,-0.07636236798661675,-0.25354827542799596,0.014659806529173232,-0.14913152245937547,-0.07260869172209058,-0.14159573605706874,-0.06439517388989488,-0.2700393570192661,-0.19404983452087596,-0.12156672989224314,-0.3180103020203913,-0.17922882180529665,-0.10541279053550877,-0.14705882352941183,-0.14802631578947373,-0.0386953136738011,-0.0380660300433073
2019-12-31,STLD,2019,FY,-0.1147746979129051,-0.05948168364647951,-0.34089255532298324,-0.25543537555694396,0,0.04766225038402458,0,-0.41443691671428184,-0.09377170409973268,-0.061520204605606456,0.0038224609066498183,0.012244717810326673,-0.358631454279722,-0.2754742272106182,-0.4270350421996169,-0.35274674512065857,-0.0867930043357529,-0.4595931284240888,-0.3895261807143385,-0.4575444612041135,-0.466692467054838,-0.39754599008854913,-0.4312267657992565,-0.4317757009345794,-0.061062828366599264,-0.06141764423260896
2018-12-31,STLD,2018,FY,0.23934275988890422,0.19382732946217082,0.46826387124260593,0.1847117028672748,0,0.055771087420907126,0,0.5249954357604023,0.1655339494848903,0.192106956678985,-0.05787989493969449,0.060866424302422416,0.5077760071545842,0.2165932264844514,0.614434037160658,0.3026533807154057,0.2203712987861386,0.7319433083663465,0.3974691781124928,1.8118959509884964,0.5483148998266361,0.24930321939976496,0.591715976331361,0.5922619047619048,-0.02585661219662519,-0.02724779862768373
2017-12-31,STLD,2017,FY,0.2265222205320769,0.23509475345939188,0.1851499478598569,-0.03373136806643067,0,0.05513771058985212,0,-0.48257753693819805,-0.15120333235568414,0.20183630832854432,-0.0796921328156563,0.033293591139218634,0.360092976202425,0.10890202617687006,0.46556432580642504,0.19489423114244916,0.19646225119481422,0.6578271435991158,0.35164868354129647,-0.36588986268352547,1.1269539274825642,0.7341340351596438,1.1528662420382163,1.1538461538461537,-0.014139324071337077,-0.014337662761212892
2016-12-31,STLD,2016,FY,0.024056901845317565,-0.06126574509452776,0.8242874987358518,0.7814317683835897,0,0.13764227790654524,0,-0.510474120535414,-0.24562275792975033,-0.0806099231857283,-0.05139980513153621,-0.01775318657818361,3.8747214525161313,3.7602056593637068,11.00173114970323,10.766772907451985,0.032480378898383656,3.3300016107914767,3.275265763686535,3.1055525183863346,3.9323311155620018,3.8634454897019124,3.907407407407408,3.888888888888889,0.009362527824746262,0.013556898895532132
2015-12-31,STLD,2015,FY,-0.13265730556768698,-0.11900883482518866,-0.24269336614880185,-0.12686572548044836,0,0.03619257741706721,0,0.4477201353555518,0.24556929884454187,-0.09109418239202469,0.12156954168275501,0.11875059337320801,-0.6348933746734561,-0.5790514781731797,-1.2272227772227773,-1.2619757769069808,-0.08883916227807892,-2.469129809530166,-2.6938285433250275,-2.3252634888521317,-1.829879508864887,-1.9568069385521805,-1.7941176470588236,-1.8059701492537312,0.037711370174631366,-0.00025198489742975406
