symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
KHC,2024-12-28,30.68,1210000000,37122800000,1334000000,19869000000,55657800000
KHC,2023-12-31,36.98,1227000000,45374459999,1400000000,20032000000,64006459999
KHC,2022-12-31,40.71,1226000000,49910460000,1040000000,20070000000,68940460000
KHC,2021-12-31,35.9,1224000000,43941600000,3445000000,21815000000,62311600000
KHC,2020-12-31,34.66,1223000000,42389179999,3417000000,28306000000,67278179999
KHC,2019-12-31,32.13,1221000000,39230730000,2279000000,29244000000,66195730000
KHC,2018-12-31,43.04,1219000000,52465760000,1130000000,31168000000,82503760000
KHC,2017-12-31,77.76,1218050941,94715641172,1629000000,31503000000,124589641172
KHC,2016-12-31,87.32,1217000000,106268439999,4204000000,32404000000,134468439999
KHC,2015-12-31,72.76,782352941,56923999987,4837000000,25234000000,77320999987
KHC,2014-12-31,72.96,593000000,43265280000,1293000000,10032000000,52004280000
KHC,2013-12-31,72.96,594000000,43338240000,1686000000,9980000000,51632240000
KHC,2012-12-31,72.96,593000000,43265280000,1255000000,9971000000,51981280000
KHC,2011-12-31,72.96,591000000,43119360000,0,35000000,43154360000
KHC,2010-12-31,72.96,591000000,43119360000,0,0,43119360000
