date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,adjDividend,declarationDate,paymentDate,dividend
2023-04-28,28.92,29.75,28.71,29.51,27.7,4731100,4731100,0.59,2.04,29.2225,"April 28, 23",0.0204,,,,,
2023-04-27,29.39,29.77,28.97,29.35,27.55,4218339,4218339,-0.04,-0.1361,29.37,"April 27, 23",-0.001361,,,,,
2023-04-26,29.64,30.08,29.08,29.14,27.35,6245900,6245900,-0.5,-1.69,29.485,"April 26, 23",-0.0169,,,,,
2023-04-25,29.19,29.7,29.06,29.14,27.35,5091912,5091912,-0.05,-0.17129,29.2725,"April 25, 23",-0.0017129,,,,,
2023-04-24,29.62,29.78,29.38,29.58,27.77,4169300,4169300,-0.04,-0.13504,29.59,"April 24, 23",-0.0013504,,,,,
2023-04-21,29.63,29.98,29.34,29.72,27.9,5267804,5267804,0.09,0.30375,29.6675,"April 21, 23",0.0030375,,,,,
2023-04-20,30.29,30.51,29.58,29.86,28.03,5675600,5675600,-0.43,-1.42,30.06,"April 20, 23",-0.0142,,,,,
2023-04-19,31.2,31.68,30.5,30.79,28.9,6085582,6085582,-0.41,-1.31,31.0425,"April 19, 23",-0.0131,,,,,
2023-04-18,30.06,30.28,29.71,30.25,28.39,8394944,8394944,0.19,0.63207,30.075,"April 18, 23",0.0063207,,,,,
2023-04-17,29.45,29.96,29.07,29.96,28.12,7242742,7242742,0.51,1.73,29.61,"April 17, 23",0.0173,,,,,
2023-04-14,30.3,30.63,29.65,29.8,27.97,4792710,4792710,-0.5,-1.65,30.095,"April 14, 23",-0.0165,,,,,
2023-04-13,29.59,29.9,29.35,29.77,27.94,4198359,4198359,0.18,0.60831,29.6525,"April 13, 23",0.0060831,,,,,
2023-04-12,30.01,30.18,29.31,29.53,27.72,4876800,4876800,-0.48,-1.6,29.7575,"April 12, 23",-0.016,,,,,
2023-04-11,29.2,30.13,29.09,29.85,28.02,5064420,5064420,0.65,2.23,29.5675,"April 11, 23",0.0223,,,,,
2023-04-10,28.55,29.12,28.32,28.8,27.03,3020151,3020151,0.25,0.87566,28.6975,"April 10, 23",0.0087566,,,,,
2023-04-06,28.56,29.07,28.33,28.62,26.86,5320400,5320400,0.06,0.21008,28.645,"April 06, 23",0.0021008,,,,,
2023-04-05,28.51,28.86,28.01,28.5,26.75,7105673,7105673,-0.01,-0.03507541,28.47,"April 05, 23",-0.0003507541,,,,,
2023-04-04,29.66,29.79,28.48,28.93,27.16,5917500,5917500,-0.73,-2.46,29.215,"April 04, 23",-0.0246,,,,,
2023-04-03,29.12,29.58,29.02,29.38,27.58,4056557,4056557,0.26,0.89286,29.275,"April 03, 23",0.0089286,,,,,
2023-03-31,28.69,29.16,28.28,29.08,27.3,5427467,5427467,0.39,1.36,28.8025,"March 31, 23",0.0136,,,,,
2023-03-30,28.99,29.07,28.32,28.55,26.8,5673500,5673500,-0.44,-1.52,28.7325,"March 30, 23",-0.0152,,,,,
2023-03-29,28.73,28.83,28.37,28.65,26.89,4734848,4734848,-0.08,-0.27845,28.645,"March 29, 23",-0.0027845,,,,,
2023-03-28,27.89,28.45,27.75,28.16,26.43,3145132,3145132,0.27,0.96809,28.0625,"March 28, 23",0.0096809,,,,,
2023-03-27,28.91,29.05,28.19,28.32,26.58,4290834,4290834,-0.59,-2.04,28.6175,"March 27, 23",-0.0204,,,,,
2023-03-24,27.41,28.11,27.15,28.04,26.32,5539348,5539348,0.63,2.3,27.6775,"March 24, 23",0.023,,,,,
2023-03-23,29.05,29.09,27.63,28.01,26.29,5638044,5638044,-1.04,-3.58,28.445,"March 23, 23",-0.0358,,,,,
2023-03-22,29.81,30.12,28.93,28.94,27.16,4394235,4394235,-0.87,-2.92,29.45,"March 22, 23",-0.0292,,,,,
2023-03-21,29.7,30.25,29.62,29.9,28.07,6173503,6173503,0.2,0.6734,29.8675,"March 21, 23",0.006734,,,,,
2023-03-20,29.02,29.57,28.36,28.45,26.7,5194670,5194670,-0.57,-1.96,28.85,"March 20, 23",-0.0196,,,,,
2023-03-17,28.96,28.99,28.12,28.49,26.74,11365258,11365258,-0.47,-1.62,28.64,"March 17, 23",-0.0162,,,,,
2023-03-16,28.55,29.46,27.61,29.16,27.37,9649739,9649739,0.61,2.14,28.695,"March 16, 23",0.0214,,,,,
2023-03-15,29.2,29.23,28.02,28.9,27.13,9619583,9619583,-0.3,-1.03,28.8375,"March 15, 23",-0.0103,,,,,
2023-03-14,30.74,31.64,30.13,30.46,28.59,7940949,7940949,-0.28,-0.91087,30.7425,"March 14, 23",-0.0091087,,,,,
2023-03-13,30.59,30.59,28.52,29.25,27.46,12807700,12807700,-1.34,-4.38,29.7375,"March 13, 23",-0.0438,,,,,
2023-03-10,32.64,33.14,31.41,32.13,30.16,7643914,7643914,-0.51,-1.56,32.33,"March 10, 23",-0.0156,,,,,
2023-03-09,34.5,34.77,33.17,33.23,31.19,5365119,5365119,-1.27,-3.68,33.9175,"March 09, 23",-0.0368,,,,,
2023-03-08,34.75,35.09,34.22,34.48,32.36,5075697,5075697,-0.27,-0.77698,34.635,"March 08, 23",-0.0077698,,,,,
2023-03-07,35.54,35.58,34.57,34.65,32.52,4784757,4784757,-0.89,-2.5,35.085,"March 07, 23",-0.025,,,,,
2023-03-06,36.35,36.65,35.52,35.61,33.43,5551100,5551100,-0.74,-2.04,36.0325,"March 06, 23",-0.0204,,,,,
2023-03-03,36.16,36.54,35.88,36.38,34.15,3986000,3986000,0.22,0.60841,36.24,"March 03, 23",0.0060841,,,,,
2023-03-02,35.38,35.82,35.16,35.74,33.55,4329300,4329300,0.36,1.02,35.525,"March 02, 23",0.0102,,,,,
2023-03-01,35.61,36.17,35.4,35.98,33.77,3800244,3800244,0.37,1.04,35.79,"March 01, 23",0.0104,,,,,
2023-02-28,35.45,36.08,35.41,35.71,33.52,6801454,6801454,0.26,0.73343,35.6625,"February 28, 23",0.0073343,,,,,
2023-02-27,36.14,36.23,35.49,35.5,33.32,3697500,3697500,-0.64,-1.77,35.84,"February 27, 23",-0.0177,,,,,
2023-02-24,35.31,35.82,35.22,35.8,33.6,3165922,3165922,0.49,1.39,35.5375,"February 24, 23",0.0139,,,,,
2023-02-23,35.87,36.14,35.33,35.92,33.72,3145113,3145113,0.05,0.13939,35.815,"February 23, 23",0.0013939,,,,,
2023-02-22,35.13,35.59,35.02,35.45,33.28,3777833,3777833,0.32,0.9109,35.2975,"February 22, 23",0.009109,,,,,
2023-02-21,35.6,35.74,34.76,35,32.85,4412947,4412947,-0.6,-1.69,35.275,"February 21, 23",-0.0169,,,,,
2023-02-17,35.43,35.78,35.03,35.77,33.58,4006000,4006000,0.34,0.95964,35.5025,"February 17, 23",0.0095964,,,,,
2023-02-16,35.97,36.29,35.63,35.65,33.46,2943736,2943736,-0.32,-0.88963,35.885,"February 16, 23",-0.0088963,,,,,
2023-02-15,35.92,36.52,35.84,36.51,34.27,3121232,3121232,0.59,1.64,36.1975,"February 15, 23",0.0164,,,,,
2023-02-14,36.81,36.9,35.7,36.32,34.09,4955900,4955900,-0.49,-1.33,36.4325,"February 14, 23",-0.0133,,,,,
2023-02-13,36.27,37.1,36.08,37.03,34.76,3052223,3052223,0.76,2.1,36.62,"February 13, 23",0.021,,,,,
2023-02-10,36.1,36.43,35.86,36.42,34.19,3689512,3689512,0.32,0.88643,36.2025,"February 10, 23",0.0088643,,,,,
2023-02-09,36.64,37.02,36.2,36.24,34.02,4162900,4162900,-0.4,-1.09,36.525,"February 09, 23",-0.0109,,,,,
2023-02-08,36.58,36.96,36.4,36.43,34.2,3805917,3805917,-0.15,-0.41006,36.5925,"February 08, 23",-0.0041006,,,,,
2023-02-07,36.36,37.21,36.31,36.95,34.68,3356761,3356761,0.59,1.62,36.7075,"February 07, 23",0.0162,,,,,
2023-02-06,36.7,36.8,36.03,36.42,34.19,4591407,4591407,-0.28,-0.76294,36.4875,"February 06, 23",-0.0076294,,,,,
2023-02-03,36.86,37.99,36.66,37.05,34.78,5661050,5661050,0.19,0.51546,37.14,"February 03, 23",0.0051546,2023-02-06,0.23,2023-01-25,2023-02-17,0.23
2023-02-02,35.41,37.87,35.41,37.79,35.26,7701500,7701500,2.38,6.72,36.62,"February 02, 23",0.0672,,,,,
2023-02-01,33,35.62,32.38,35.31,32.95,14055129,14055129,2.31,7,34.0775,"February 01, 23",0.07,,,,,
2023-01-31,36.17,36.74,35.84,36.73,34.27,4613600,4613600,0.56,1.55,36.37,"January 31, 23",0.0155,,,,,
2023-01-30,36.71,37.17,36.13,36.15,33.73,4336354,4336354,-0.56,-1.53,36.54,"January 30, 23",-0.0153,,,,,
2023-01-27,36.85,37.35,36.67,37.06,34.58,3206407,3206407,0.21,0.56988,36.9825,"January 27, 23",0.0056988,,,,,
2023-01-26,37.04,37.23,35.92,36.55,34.1,3970916,3970916,-0.49,-1.32,36.685,"January 26, 23",-0.0132,,,,,
2023-01-25,35.04,36.95,34.97,36.88,34.41,6534763,6534763,1.84,5.25,35.96,"January 25, 23",0.0525,,,,,
2023-01-24,34.2,36.13,34.15,35.37,33,6794207,6794207,1.17,3.42,34.9625,"January 24, 23",0.0342,,,,,
2023-01-23,35.23,36.08,34.01,34.56,32.25,9548132,9548132,-0.67,-1.9,34.97,"January 23, 23",-0.019,,,,,
2023-01-20,32.86,35.42,32.86,35.41,33.04,12094100,12094100,2.55,7.76,34.1375,"January 20, 23",0.0776,,,,,
2023-01-19,32.04,32.73,30.83,32.58,30.4,7470214,7470214,0.54,1.69,32.045,"January 19, 23",0.0169,,,,,
2023-01-18,33.79,34.22,33.18,33.21,30.99,5522249,5522249,-0.58,-1.72,33.6,"January 18, 23",-0.0172,,,,,
2023-01-17,33.46,33.9,33.31,33.67,31.42,5123250,5123250,0.21,0.62762,33.585,"January 17, 23",0.0062762,,,,,
2023-01-13,32.67,33.65,32.34,33.47,31.23,4474300,4474300,0.8,2.45,33.0325,"January 13, 23",0.0245,,,,,
2023-01-12,34.12,34.24,33.23,33.58,31.33,5974787,5974787,-0.54,-1.58,33.7925,"January 12, 23",-0.0158,,,,,
2023-01-11,33,33.81,32.8,33.76,31.5,5957939,5957939,0.76,2.3,33.3425,"January 11, 23",0.023,,,,,
2023-01-10,32.06,32.89,30.88,32.84,30.64,9165400,9165400,0.78,2.43,32.1675,"January 10, 23",0.0243,,,,,
2023-01-09,33.16,33.3,32.23,32.29,30.13,9784800,9784800,-0.87,-2.62,32.745,"January 09, 23",-0.0262,,,,,
2023-01-06,31.75,32.83,31.74,32.8,30.6,9003600,9003600,1.05,3.31,32.28,"January 06, 23",0.0331,,,,,
2023-01-05,32.61,32.61,31.95,31.98,29.84,5777245,5777245,-0.63,-1.93,32.2875,"January 05, 23",-0.0193,,,,,
2023-01-04,32.87,33.54,32.73,33.1,30.88,5922686,5922686,0.23,0.69973,33.06,"January 04, 23",0.0069973,,,,,
2023-01-03,33.25,33.5,32.1,32.39,30.22,4697700,4697700,-0.86,-2.59,32.81,"January 03, 23",-0.0259,,,,,
2022-12-30,32.46,32.91,32.31,32.86,30.66,3343400,3343400,0.4,1.23,32.635,"December 30, 22",0.0123,,,,,
2022-12-29,32.3,32.9,32.17,32.84,30.64,3619511,3619511,0.54,1.67,32.5525,"December 29, 22",0.0167,,,,,
2022-12-28,32.59,32.69,31.96,32.1,29.95,2933000,2933000,-0.49,-1.5,32.335,"December 28, 22",-0.015,,,,,
2022-12-27,32.85,32.86,32.38,32.56,30.38,2132117,2132117,-0.29,-0.8828,32.6625,"December 27, 22",-0.008828,,,,,
2022-12-23,32.29,32.78,32.06,32.75,30.56,2957500,2957500,0.46,1.42,32.47,"December 23, 22",0.0142,,,,,
2022-12-22,32.84,32.87,31.68,32.34,30.17,5249500,5249500,-0.5,-1.52,32.4325,"December 22, 22",-0.0152,,,,,
2022-12-21,33.1,33.47,32.93,33.28,31.05,4053348,4053348,0.18,0.54381,33.195,"December 21, 22",0.0054381,,,,,
2022-12-20,32.43,32.73,32.01,32.65,30.46,3887100,3887100,0.22,0.67838,32.455,"December 20, 22",0.0067838,,,,,
2022-12-19,33.21,33.45,32.14,32.38,30.21,4241700,4241700,-0.83,-2.5,32.795,"December 19, 22",-0.025,,,,,
2022-12-16,33.08,33.23,32.58,33.21,30.99,16057583,16057583,0.13,0.39299,33.025,"December 16, 22",0.0039299,,,,,
2022-12-15,33.66,33.76,32.56,33.59,31.34,5523402,5523402,-0.07,-0.20796,33.3925,"December 15, 22",-0.0020796,,,,,
2022-12-14,35.24,35.63,33.76,34.35,32.05,6895923,6895923,-0.89,-2.53,34.745,"December 14, 22",-0.0253,,,,,
2022-12-13,36.66,37.28,35.22,35.39,33.02,5839503,5839503,-1.27,-3.46,36.1375,"December 13, 22",-0.0346,,,,,
2022-12-12,35.14,35.64,34.74,35.57,33.19,4826821,4826821,0.43,1.22,35.2725,"December 12, 22",0.0122,,,,,
2022-12-09,34.71,35.55,34.47,35.11,32.76,3788700,3788700,0.4,1.15,34.96,"December 09, 22",0.0115,,,,,
2022-12-08,34.98,35.26,34.48,34.92,32.58,4651848,4651848,-0.06,-0.17153,34.91,"December 08, 22",-0.0017153,,,,,
2022-12-07,34.48,35.2,34.25,34.63,32.31,4767428,4767428,0.15,0.43503,34.64,"December 07, 22",0.0043503,,,,,
2022-12-06,34.38,35.05,33.97,34.64,32.32,7275427,7275427,0.26,0.75625,34.51,"December 06, 22",0.0075625,,,,,
2022-12-05,34.85,35.03,34.32,34.39,32.09,5798705,5798705,-0.46,-1.32,34.6475,"December 05, 22",-0.0132,,,,,
2022-12-02,35.5,36.22,34.96,35.3,32.94,4764154,4764154,-0.2,-0.56338,35.495,"December 02, 22",-0.0056338,,,,,
2022-12-01,36.05,37.05,35.86,35.94,33.53,5727800,5727800,-0.11,-0.30513,36.225,"December 01, 22",-0.0030513,,,,,
2022-11-30,37,37.69,35.92,37.58,35.06,6640541,6640541,0.58,1.57,37.0475,"November 30, 22",0.0157,,,,,
2022-11-29,36.52,37.44,36.29,37.28,34.78,3263200,3263200,0.76,2.08,36.8825,"November 29, 22",0.0208,,,,,
2022-11-28,36.5,36.77,36.25,36.42,33.98,2809400,2809400,-0.08,-0.21918,36.485,"November 28, 22",-0.0021918,,,,,
2022-11-25,36.74,37.31,36.57,37.05,34.57,1475300,1475300,0.31,0.84377,36.9175,"November 25, 22",0.0084377,,,,,
2022-11-23,36.37,37.03,36.22,36.84,34.37,2373121,2373121,0.47,1.29,36.615,"November 23, 22",0.0129,,,,,
2022-11-22,36.61,37.01,36.37,36.52,34.07,2882200,2882200,-0.09,-0.24583,36.6275,"November 22, 22",-0.0024583,,,,,
2022-11-21,35.65,36.43,35.65,36.3,33.87,3975087,3975087,0.65,1.82,36.0075,"November 21, 22",0.0182,,,,,
2022-11-18,36.04,36.31,35.42,35.89,33.49,4418800,4418800,-0.15,-0.4162,35.915,"November 18, 22",-0.004162,,,,,
2022-11-17,34.46,35.47,34.24,35.45,33.08,4572600,4572600,0.99,2.87,34.905,"November 17, 22",0.0287,,,,,
2022-11-16,35.76,36.21,35,35.19,32.83,5093240,5093240,-0.57,-1.59,35.54,"November 16, 22",-0.0159,,,,,
2022-11-15,38.5,38.82,35.77,35.92,33.52,7683063,7683063,-2.58,-6.7,37.2525,"November 15, 22",-0.067,,,,,
2022-11-14,39.72,39.93,37.74,37.75,35.22,5215053,5215053,-1.97,-4.96,38.785,"November 14, 22",-0.0496,,,,,
2022-11-11,38.94,40.89,38.94,40.23,37.54,6881239,6881239,1.29,3.31,39.75,"November 11, 22",0.0331,,,,,
2022-11-10,36.85,38.75,36.56,38.73,36.14,6302400,6302400,1.88,5.1,37.7225,"November 10, 22",0.051,,,,,
2022-11-09,35.62,35.8,34.88,35.01,32.67,4140119,4140119,-0.61,-1.71,35.3275,"November 09, 22",-0.0171,,,,,
2022-11-08,36.23,36.43,35.54,36.09,33.67,3723100,3723100,-0.14,-0.38642,36.0725,"November 08, 22",-0.0038642,,,,,
2022-11-07,35.43,36.2,34.96,36.2,33.78,4572944,4572944,0.77,2.17,35.6975,"November 07, 22",0.0217,,,,,
2022-11-04,34.69,35.44,34.32,35.02,32.68,4016900,4016900,0.33,0.95128,34.8675,"November 04, 22",0.0095128,,,,,
2022-11-03,34.31,34.64,33.6,34.02,31.74,4481706,4481706,-0.29,-0.84523,34.1425,"November 03, 22",-0.0084523,,,,,
2022-11-02,35.85,36.43,34.83,34.94,32.6,5382515,5382515,-0.91,-2.54,35.5125,"November 02, 22",-0.0254,,,,,
2022-11-01,36.13,36.36,35.44,35.9,33.5,4399800,4399800,-0.23,-0.63659,35.9575,"November 01, 22",-0.0063659,,,,,
2022-10-31,35.59,35.96,35.31,35.56,33.18,4600300,4600300,-0.03,-0.08429334,35.605,"October 31, 22",-0.0008429334,2022-11-01,0.23,2022-10-20,2022-11-10,0.23
2022-10-28,35.09,36.33,34.97,36.13,33.5,6210268,6210268,1.04,2.96,35.63,"October 28, 22",0.0296,,,,,
2022-10-27,35.47,35.95,34.96,35.07,32.52,6353200,6353200,-0.4,-1.13,35.3625,"October 27, 22",-0.0113,,,,,
2022-10-26,35.09,35.67,34.92,35.05,32.5,6342600,6342600,-0.04,-0.11399,35.1825,"October 26, 22",-0.0011399,,,,,
2022-10-25,33.06,35.34,32.76,34.95,32.41,7851113,7851113,1.89,5.72,34.0275,"October 25, 22",0.0572,,,,,
2022-10-24,32.72,33.24,32.37,33.07,30.66,9188221,9188221,0.35,1.07,32.85,"October 24, 22",0.0107,,,,,
2022-10-21,31.51,32.44,31.03,32.41,30.05,6706612,6706612,0.9,2.86,31.8475,"October 21, 22",0.0286,,,,,
2022-10-20,31.63,32.55,31.48,31.56,29.26,5180000,5180000,-0.07,-0.22131,31.805,"October 20, 22",-0.0022131,,,,,
2022-10-19,31.63,32.47,31.28,31.59,29.29,5584416,5584416,-0.04,-0.12646,31.7425,"October 19, 22",-0.0012646,,,,,
2022-10-18,33.04,33.49,32.28,32.59,30.22,5750301,5750301,-0.45,-1.36,32.85,"October 18, 22",-0.0136,,,,,
2022-10-17,32.34,32.65,31.84,32.17,29.83,7097500,7097500,-0.17,-0.52566,32.25,"October 17, 22",-0.0052566,,,,,
2022-10-14,32.6,33.02,31.39,31.42,29.13,5947216,5947216,-1.18,-3.62,32.1075,"October 14, 22",-0.0362,,,,,
2022-10-13,30.51,32.64,30.01,32.38,30.02,7358500,7358500,1.87,6.13,31.385,"October 13, 22",0.0613,,,,,
2022-10-12,30.95,31.78,30.72,31.29,29.01,5320210,5320210,0.34,1.1,31.185,"October 12, 22",0.011,,,,,
2022-10-11,30.82,31.72,30.54,30.92,28.67,6906324,6906324,0.1,0.32446,31,"October 11, 22",0.0032446,,,,,
2022-10-10,31.11,31.34,30.79,31.01,28.75,5843600,5843600,-0.1,-0.32144,31.0625,"October 10, 22",-0.0032144,,,,,
2022-10-07,31.01,31.11,30.65,30.84,28.6,7534000,7534000,-0.17,-0.54821,30.9025,"October 07, 22",-0.0054821,,,,,
2022-10-06,31.39,31.86,31.18,31.49,29.2,6971200,6971200,0.1,0.31857,31.48,"October 06, 22",0.0031857,,,,,
2022-10-05,30.96,31.97,30.96,31.75,29.44,7347325,7347325,0.79,2.55,31.41,"October 05, 22",0.0255,,,,,
2022-10-04,30.6,31.72,30.54,31.68,29.37,9055133,9055133,1.08,3.53,31.135,"October 04, 22",0.0353,,,,,
2022-10-03,28.8,30.01,28.34,29.86,27.69,6801003,6801003,1.06,3.68,29.2525,"October 03, 22",0.0368,,,,,
2022-09-30,28.81,28.92,28.12,28.19,26.14,5695013,5695013,-0.62,-2.15,28.51,"September 30, 22",-0.0215,,,,,
2022-09-29,28.44,29.28,28.38,28.84,26.74,6387200,6387200,0.4,1.41,28.735,"September 29, 22",0.0141,,,,,
2022-09-28,28.31,29.15,28.02,28.99,26.88,5598421,5598421,0.68,2.4,28.6175,"September 28, 22",0.024,,,,,
2022-09-27,28.59,28.68,27.77,28.11,26.06,4399100,4399100,-0.48,-1.68,28.2875,"September 27, 22",-0.0168,,,,,
2022-09-26,28.92,29.48,28.16,28.21,26.16,4289644,4289644,-0.71,-2.46,28.6925,"September 26, 22",-0.0246,,,,,
2022-09-23,29.18,29.6,28.72,29.27,27.14,4772400,4772400,0.09,0.30843,29.1925,"September 23, 22",0.0030843,,,,,
2022-09-22,30.66,30.79,29.59,29.73,27.57,4116831,4116831,-0.93,-3.03,30.1925,"September 22, 22",-0.0303,,,,,
2022-09-21,31.89,32,30.62,30.63,28.4,3908344,3908344,-1.26,-3.95,31.285,"September 21, 22",-0.0395,,,,,
2022-09-20,32.21,32.22,31.19,31.64,29.34,4765400,4765400,-0.57,-1.77,31.815,"September 20, 22",-0.0177,,,,,
2022-09-19,31.96,32.75,31.85,32.71,30.33,3958106,3958106,0.75,2.35,32.3175,"September 19, 22",0.0235,,,,,
2022-09-16,32.12,32.6,31.52,32.51,30.14,10016729,10016729,0.39,1.21,32.1875,"September 16, 22",0.0121,,,,,
2022-09-15,31.86,33.19,31.79,32.6,30.23,4627857,4627857,0.74,2.32,32.36,"September 15, 22",0.0232,,,,,
2022-09-14,31.82,31.82,30.83,31.74,29.43,4943852,4943852,-0.08,-0.25141,31.5525,"September 14, 22",-0.0025141,,,,,
2022-09-13,33.13,33.2,31.45,31.6,29.3,4887314,4887314,-1.53,-4.62,32.345,"September 13, 22",-0.0462,,,,,
2022-09-12,33.78,34.65,33.6,34.3,31.8,4420916,4420916,0.52,1.54,34.0825,"September 12, 22",0.0154,,,,,
2022-09-09,32.79,33.5,32.69,33.42,30.99,3111600,3111600,0.63,1.92,33.1,"September 09, 22",0.0192,,,,,
2022-09-08,31.62,32.64,31.27,32.6,30.23,3262400,3262400,0.98,3.1,32.0325,"September 08, 22",0.031,,,,,
2022-09-07,30.94,32.03,30.94,31.95,29.62,2993437,2993437,1.01,3.26,31.465,"September 07, 22",0.0326,,,,,
2022-09-06,31.91,32.09,30.77,31,28.74,4550900,4550900,-0.91,-2.85,31.4425,"September 06, 22",-0.0285,,,,,
2022-09-02,32.63,32.82,31.76,31.97,29.64,3145733,3145733,-0.66,-2.02,32.295,"September 02, 22",-0.0202,,,,,
2022-09-01,32.39,32.46,31.31,32.05,29.72,5516700,5516700,-0.34,-1.05,32.0525,"September 01, 22",-0.0105,,,,,
2022-08-31,33.25,33.4,32.61,32.75,30.37,4714745,4714745,-0.5,-1.5,33.0025,"August 31, 22",-0.015,,,,,
2022-08-30,33.06,33.14,32.43,32.96,30.56,4211900,4211900,-0.1,-0.30248,32.8975,"August 30, 22",-0.0030248,,,,,
2022-08-29,33.28,33.37,32.72,32.73,30.35,3593200,3593200,-0.55,-1.65,33.025,"August 29, 22",-0.0165,,,,,
2022-08-26,35.22,35.37,33.64,33.65,31.2,4670303,4670303,-1.57,-4.46,34.47,"August 26, 22",-0.0446,,,,,
2022-08-25,34.63,35.14,34.5,35.13,32.57,3850488,3850488,0.5,1.44,34.85,"August 25, 22",0.0144,,,,,
2022-08-24,34,34.58,33.71,34.33,31.83,3384100,3384100,0.33,0.97059,34.155,"August 24, 22",0.0097059,,,,,
2022-08-23,33.63,34.26,33.4,34,31.53,4405700,4405700,0.37,1.1,33.8225,"August 23, 22",0.011,,,,,
2022-08-22,33.85,33.85,33.08,33.38,30.95,4241400,4241400,-0.47,-1.39,33.54,"August 22, 22",-0.0139,,,,,
2022-08-19,34.96,35.07,34.19,34.31,31.81,4701900,4701900,-0.65,-1.86,34.6325,"August 19, 22",-0.0186,,,,,
2022-08-18,35.26,35.55,35.01,35.37,32.8,1805150,1805150,0.11,0.31197,35.2975,"August 18, 22",0.0031197,,,,,
2022-08-17,35.27,35.56,34.85,35.2,32.64,2819228,2819228,-0.07,-0.19847,35.22,"August 17, 22",-0.0019847,,,,,
2022-08-16,35.74,36.27,35.43,36.03,33.41,3008003,3008003,0.29,0.81142,35.8675,"August 16, 22",0.0081142,,,,,
2022-08-15,35.52,35.9,35.16,35.75,33.15,3205916,3205916,0.23,0.64752,35.5825,"August 15, 22",0.0064752,,,,,
2022-08-12,36.38,36.38,35.77,36.14,33.51,2793240,2793240,-0.24,-0.6597,36.1675,"August 12, 22",-0.006597,,,,,
2022-08-11,36.33,36.73,35.95,36.11,33.48,3080247,3080247,-0.22,-0.60556,36.28,"August 11, 22",-0.0060556,,,,,
2022-08-10,34.94,36.01,34.77,35.66,33.06,4056421,4056421,0.72,2.06,35.345,"August 10, 22",0.0206,,,,,
2022-08-09,34.4,34.45,33.72,33.9,31.43,3935049,3935049,-0.5,-1.45,34.1175,"August 09, 22",-0.0145,,,,,
2022-08-08,34.34,35.31,34.27,34.43,31.92,5745900,5745900,0.09,0.26209,34.5875,"August 08, 22",0.0026209,,,,,
2022-08-05,33.46,34.06,33.36,33.9,31.43,3049210,3049210,0.44,1.32,33.695,"August 05, 22",0.0132,,,,,
2022-08-04,33.91,34.21,33.52,33.76,31.3,3772403,3772403,-0.15,-0.44235,33.85,"August 04, 22",-0.0044235,,,,,
2022-08-03,33.45,34.06,33.27,34,31.53,3922600,3922600,0.55,1.64,33.695,"August 03, 22",0.0164,,,,,
2022-08-02,33.35,33.54,32.73,32.82,30.43,5085016,5085016,-0.53,-1.59,33.11,"August 02, 22",-0.0159,,,,,
2022-08-01,33.07,33.93,32.85,33.74,31.28,4869200,4869200,0.67,2.03,33.3975,"August 01, 22",0.0203,,,,,
2022-07-29,32.57,33.64,32.51,33.48,31.04,5674300,5674300,0.91,2.79,33.05,"July 29, 22",0.0279,2022-08-01,0.23,2022-07-21,2022-08-11,0.23
2022-07-28,32.58,32.72,31.61,32.66,30.07,5877600,5877600,0.08,0.24555,32.3925,"July 28, 22",0.0024555,,,,,
2022-07-27,32.18,32.73,31.72,32.58,30,5815700,5815700,0.4,1.24,32.3025,"July 27, 22",0.0124,,,,,
2022-07-26,32.44,32.72,31.69,31.75,29.23,5466160,5466160,-0.69,-2.13,32.15,"July 26, 22",-0.0213,,,,,
2022-07-25,32.83,33.12,32.33,32.82,30.22,5177228,5177228,-0.01,-0.03045995,32.775,"July 25, 22",-0.0003045995,,,,,
2022-07-22,32.74,33.51,32.39,32.68,30.09,6663039,6663039,-0.06,-0.18326,32.83,"July 22, 22",-0.0018326,,,,,
2022-07-21,32.79,33.13,32.16,32.66,30.07,7149317,7149317,-0.13,-0.39646,32.685,"July 21, 22",-0.0039646,,,,,
2022-07-20,32.74,33.48,32.73,33.3,30.66,5855400,5855400,0.56,1.71,33.0625,"July 20, 22",0.0171,,,,,
2022-07-19,32,33.2,31.97,32.89,30.28,8767633,8767633,0.89,2.78,32.515,"July 19, 22",0.0278,,,,,
2022-07-18,32.1,33.2,31.42,31.48,28.98,7987001,7987001,-0.62,-1.93,32.05,"July 18, 22",-0.0193,,,,,
2022-07-15,30.78,31.57,30.42,31.39,28.9,7605311,7605311,0.61,1.98,31.04,"July 15, 22",0.0198,,,,,
2022-07-14,29.26,30.16,28.94,29.98,27.6,5818712,5818712,0.72,2.46,29.585,"July 14, 22",0.0246,,,,,
2022-07-13,29.56,30.21,29.3,30.02,27.64,6071318,6071318,0.46,1.56,29.7725,"July 13, 22",0.0156,,,,,
2022-07-12,29.25,30.94,29.23,30.46,28.04,6421600,6421600,1.21,4.14,29.97,"July 12, 22",0.0414,,,,,
2022-07-11,29.26,30.03,29.26,29.75,27.39,6154466,6154466,0.49,1.67,29.575,"July 11, 22",0.0167,,,,,
2022-07-08,29.66,29.96,29.11,29.68,27.33,5249150,5249150,0.02,0.06743088,29.6025,"July 08, 22",0.0006743088,,,,,
2022-07-07,29.08,29.59,28.74,29.49,27.15,6330100,6330100,0.41,1.41,29.225,"July 07, 22",0.0141,,,,,
