symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ON,2024-12-31,63.05,427400000,26947570000,2691300000,3366900000,27623170000
ON,2023-12-31,83.53,430700000,35976371000,2483000000,3359800000,36853171000
ON,2022-12-31,62.37,433200000,27018684000,2919000000,3230700000,27330384000
ON,2021-12-31,67.92,425700000,28913544000,1352600000,3097500000,30658444000
ON,2020-12-31,32.73,410700000,13442210999,1080700000,3491300000,15852810999
ON,2019-12-31,24.38,410900000,10017742000,894200000,3612500000,12736042000
ON,2018-12-31,16.51,423800000,6996938000,1069600000,2766100000,8693438000
ON,2017-12-31,20.94,421900000,8834586000,949200000,2951800000,10837186000
ON,2016-12-31,12.76,415200000,5297952000,1028100000,3622300000,7892152000
ON,2015-12-31,9.8,421200000,4127760000,617600000,1393900000,4904060000
ON,2014-12-31,10.13,439500000,4452135000,511700000,1191700000,5132135000
ON,2013-12-31,8.24,447900000,3690696000,509500000,942200000,4123396000
ON,2012-12-31,7.05,452600000,3190830000,486900000,1011900000,3715830000
ON,2011-12-31,7.72,446700000,3448524000,652900000,1207000000,4002624000
ON,2010-12-31,9.88,431000000,4258280000,623300000,888800000,4523780000
ON,2009-12-31,8.82,420800000,3711456000,525700000,933500000,4119256000
ON,2008-12-31,3.4,379000000,1288600000,458700000,1009800000,1839700000
ON,2007-12-31,8.88,290800000,2582304000,274600000,1159400000,3467104000
ON,2006-12-31,7.57,319800000,2420886000,268800000,1176000000,3328086000
ON,2005-12-31,5.53,263300000,1456049000,233300000,1067000000,2289749000
ON,2004-12-31,4.54,247800000,1125012000,105700000,1151800000,2171112000
ON,2003-12-31,6.48,187400000,1214352000,186600000,1302900000,2330652000
ON,2002-12-31,1.37,175600000,240572000,190400000,1423200000,1473372000
ON,2001-12-31,2.07,173400000,358938000,179800000,1386900000,1566038000
ON,2000-12-31,5.25,156100000,819525000,189000000,1259000000,1889525000
ON,1999-12-31,24,0,0,126800000,1295300000,1168500000
