date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,FIX,USD,0001035983,2025-02-20,2025-02-20 16:13:24,2024,FY,522433000,145485000,-66613000,16646000,107401000,-415314000,6544000,502888000,13283000,123705000,849057000,-111071000,-235466000,-2510000,0,5538000,-343509000,-25936000,0,-57912000,-42766000,-34145000,-160759000,0,344789000,549939000,205150000,849057000,-111071000,737986000,https://www.sec.gov/Archives/edgar/data/1035983/000155837025001222/0001558370-25-001222-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837025001222/fix-20241231x10k.htm
2023-12-31,FIX,USD,0001035983,2024-02-22,2024-02-22 16:08:04,2023,FY,323398000,81566000,95296000,12939000,73471000,-374205000,-29688000,136467000,340897000,52898000,639568000,-94838000,-102261000,-1860000,0,5951000,-193008000,-227033000,0,-21184000,-30379000,-20010000,-298624000,0,147936000,205150000,57214000,639568000,-94838000,544730000,https://www.sec.gov/Archives/edgar/data/1035983/000155837024001529/0001558370-24-001529-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837024001529/fix-20231231x10k.htm
2022-12-31,FIX,USD,0001035983,2023-02-22,2023-02-22 16:18:13,2022,FY,245947000,81347000,-94505000,10532000,29963000,-223178000,-13495000,165888000,100748000,28247000,301531000,-48359000,-49217000,-2460000,0,2858000,-97178000,-138155000,0,-38216000,-20077000,-9467000,-205915000,0,-1562000,57214000,58776000,301531000,-48359000,253172000,https://www.sec.gov/Archives/edgar/data/1035983/000155837023001757/0001558370-23-001757-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837023001757/fix-20221231x10k.htm
2021-12-31,FIX,USD,0001035983,2022-02-23,2022-02-23 16:36:56,2021,FY,143348000,68944000,6902000,10593000,-56954000,-58046000,-5651000,-37877000,44620000,7318000,180151000,-22330000,-227493000,0,0,3101000,-246722000,115499000,0,-27054000,-17384000,-610000,70451000,0,3880000,58776000,54896000,180151000,-22330000,157821000,https://www.sec.gov/Archives/edgar/data/1035983/000155837022001753/0001558370-22-001753-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837022001753/fix-20211231x10k.htm
2020-12-31,FIX,USD,0001035983,2021-02-25,2021-02-25 16:18:11,2020,FY,150139000,60629000,-7953000,6934000,64836000,38486000,-1457000,8373000,19434000,11925000,286510000,-24131000,-185941000,0,0,2270000,-207802000,-19534000,0,-30120000,-15499000,-9447000,-74600000,0,4108000,54896000,50788000,286510000,-24131000,262379000,https://www.sec.gov/Archives/edgar/data/1035983/000155837021001828/0001558370-21-001828-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837021001828/fix-20201231x10k.htm
2019-12-31,FIX,USD,0001035983,2020-02-26,2020-02-26 17:03:00,2019,FY,114324000,51572000,-4251000,5878000,-47037000,-49508000,2366000,-4271000,4376000,21542000,142028000,-31750000,-194859000,0,0,2159000,-224450000,124216000,0,-19550000,-14543000,-2533000,87590000,0,5168000,50788000,45620000,142028000,-31750000,110278000,https://www.sec.gov/Archives/edgar/data/1035983/000155837020001491/0001558370-20-001491-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837020001491/fix-20191231x10ka923f7.htm
2018-12-31,FIX,USD,0001035983,2019-02-21,2019-02-21 16:35:34,2018,FY,112903000,42689000,4456000,7161000,-25085000,-68621000,-1538000,28288000,16786000,5066000,147190000,-27268000,-70140000,0,0,1698000,-95710000,3873000,0,-28533000,-12268000,-5474000,-42402000,0,9078000,45620000,36542000,147190000,-27268000,119922000,https://www.sec.gov/Archives/edgar/data/1035983/000155837019000857/0001558370-19-000857-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837019000857/fix-20181231x10k.htm
2017-12-31,FIX,USD,0001035983,2018-02-22,2018-02-22 16:31:21,2017,FY,55272000,37456000,4178000,6377000,13529000,-37799000,-584000,22068000,29844000,-2722000,114090000,-35467000,-94860000,0,0,1359000,-128968000,43909000,2052000,-9007000,-10987000,-4569000,19346000,0,4468000,36542000,32074000,114090000,-35467000,78623000,https://www.sec.gov/Archives/edgar/data/1035983/000155837018000936/0001558370-18-000936-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837018000936/fix-20171231x10k.htm
2016-12-31,FIX,USD,0001035983,2017-02-23,2017-02-23 16:12:26,2016,FY,64896000,26166000,-1239000,5041000,-2524000,7038000,213000,2736000,-12511000,-1152000,91188000,-23217000,-57163000,0,0,1062000,-79318000,-10843000,1578000,-14392000,-10264000,-2339000,-36260000,0,-24390000,32074000,56464000,91188000,-23217000,67971000,https://www.sec.gov/Archives/edgar/data/1035983/000155837017000882/0001558370-17-000882-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000155837017000882/fix-20161231x10k.htm
2015-12-31,FIX,USD,0001035983,2016-02-23,2016-02-23 16:43:21,2015,FY,57440000,23416000,-414000,5609000,11052000,-3584000,956000,11617000,2063000,764000,97867000,-20808000,-6158000,0,0,1338000,-25628000,-28943000,3738000,-8330000,-9358000,-1208000,-47839000,0,24400000,56464000,32064000,97867000,-20808000,77059000,https://www.sec.gov/Archives/edgar/data/1035983/000104746916010332/0001047469-16-010332-index.htm,https://www.sec.gov/Archives/edgar/data/1035983/000104746916010332/a2227387z10-k.htm
