date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,recordDate,declarationDate,dividend,adjDividend
2025-10-28,300.42,304.51,298.09,299.14,297.83,402790,402790,-1.28,-0.42607,300.54,"October 28, 25",-0.0042607,,,,,
2025-10-27,304,309,299.19,301.69,300.37,562900,562900,-2.31,-0.75987,303.47,"October 27, 25",-0.0075987,,,,,
2025-10-24,293.28,301.74,290.69,299.91,298.59,525246,525246,6.63,2.26,296.405,"October 24, 25",0.0226,,,,,
2025-10-23,283.58,291.96,283.58,290.09,288.82,382161,382161,6.51,2.3,287.3025,"October 23, 25",0.023,,,,,
2025-10-22,288,288.05,282.15,283.64,282.39,350300,350300,-4.36,-1.51,285.46,"October 22, 25",-0.0151,,,,,
2025-10-21,287.43,291.56,287.15,287.53,286.27,277903,277903,0.105,0.03479108,288.4175,"October 21, 25",0.0003479108,,,,,
2025-10-20,281.81,287.04,281.81,285.77,284.52,320500,320500,3.96,1.41,284.1075,"October 20, 25",0.0141,,,,,
2025-10-17,280.16,283.4,277.01,280.02,278.79,359635,359635,-0.14,-0.04997144,280.1475,"October 17, 25",-0.0004997144,,,,,
2025-10-16,286.65,287.57,282.51,282.66,281.42,354361,354361,-3.99,-1.39,284.8475,"October 16, 25",-0.0139,,,,,
2025-10-15,293,295.49,278.64,284.96,283.71,562853,562853,-8.04,-2.74,288.0225,"October 15, 25",-0.0274,,,,,
2025-10-14,288.21,296.03,284.02,291.94,290.66,642907,642907,3.73,1.29,290.05,"October 14, 25",0.0129,,,,,
2025-10-13,283.51,288.23,283.16,287.9,286.64,334460,334460,4.39,1.55,285.7,"October 13, 25",0.0155,,,,,
2025-10-10,286.13,287.22,281.3,282.99,281.75,421900,421900,-3.14,-1.1,284.41,"October 10, 25",-0.011,,,,,
2025-10-09,290.83,291.49,284.71,286.14,284.88,333624,333624,-4.69,-1.61,288.2925,"October 09, 25",-0.0161,,,,,
2025-10-08,286.74,290.83,285.36,290.83,289.55,264974,264974,4.09,1.43,288.44,"October 08, 25",0.0143,,,,,
2025-10-07,289.57,291.34,284.18,285.38,284.13,442824,442824,-4.19,-1.45,287.6175,"October 07, 25",-0.0145,,,,,
2025-10-06,285.96,290.67,285.7,288.49,287.22,335505,335505,2.53,0.88474,287.705,"October 06, 25",0.0088474,,,,,
2025-10-03,283.34,286.37,279,284.24,282.99,387437,387437,0.9,0.31764,283.2375,"October 03, 25",0.0031764,,,,,
2025-10-02,285.58,287.13,281.41,282.22,280.98,378548,378548,-3.36,-1.18,284.085,"October 02, 25",-0.0118,,,,,
2025-10-01,284.54,291.52,283.75,286.01,284.75,468606,468606,1.47,0.51662,286.455,"October 01, 25",0.0051662,,,,,
2025-09-30,279.64,288.11,279.64,287.91,286.65,426066,426066,8.27,2.96,283.825,"September 30, 25",0.0296,,,,,
2025-09-29,281.38,282.25,278.81,279.53,278.3,308332,308332,-1.85,-0.65747,280.4925,"September 29, 25",-0.0065747,,,,,
2025-09-26,273.3,279.35,273.25,278.77,277.55,369063,369063,5.47,2,276.1675,"September 26, 25",0.02,,,,,
2025-09-25,278.92,281.1,270.2,271.25,270.06,699844,699844,-7.67,-2.75,275.3675,"September 25, 25",-0.0275,,,,,
2025-09-24,276.52,280.97,276.41,277.51,276.29,600774,600774,0.99,0.35802,277.8525,"September 24, 25",0.0035802,,,,,
2025-09-23,277,280.8,275.01,276.01,274.8,427300,427300,-0.99,-0.3574,277.205,"September 23, 25",-0.003574,,,,,
2025-09-22,273.88,276.86,273.68,276.16,274.95,497102,497102,2.28,0.83248,275.145,"September 22, 25",0.0083248,,,,,
2025-09-19,276.06,277,271.35,275.13,273.92,1344100,1344100,-0.93,-0.33688,274.885,"September 19, 25",-0.0033688,,,,,
2025-09-18,272.2,275.9,270.68,274.69,273.48,454729,454729,2.49,0.91477,273.3675,"September 18, 25",0.0091477,,,,,
2025-09-17,272.86,274.87,271.43,272.46,271.26,353738,353738,-0.4,-0.1466,272.905,"September 17, 25",-0.001466,,,,,
2025-09-16,274.29,276.91,270.29,273.19,271.99,609440,609440,-1.1,-0.40104,273.67,"September 16, 25",-0.0040104,,,,,
2025-09-15,273.13,276.59,270.81,273.02,271.82,504624,504624,-0.11,-0.04027386,273.3875,"September 15, 25",-0.0004027386,,,,,
2025-09-12,277.51,277.74,274.06,274.71,273.5,217121,217121,-2.8,-1.01,276.005,"September 12, 25",-0.0101,,,,,
2025-09-11,272.19,276.93,272.19,276.07,274.86,295200,295200,3.88,1.43,274.345,"September 11, 25",0.0143,,,,,
2025-09-10,267.52,273.71,267.18,271.93,270.74,408576,408576,4.41,1.65,270.085,"September 10, 25",0.0165,,,,,
2025-09-09,269.3,269.71,264,267.07,265.9,431953,431953,-2.23,-0.82807,267.52,"September 09, 25",-0.0082807,,,,,
2025-09-08,270.87,271.02,265.44,269.94,268.75,399657,399657,-0.93,-0.34334,269.3175,"September 08, 25",-0.0034334,,,,,
2025-09-05,270.14,271.33,266,271.13,269.94,362738,362738,0.99,0.36648,269.65,"September 05, 25",0.0036648,,,,,
2025-09-04,268.5,270.53,267.17,269.98,268.79,385876,385876,1.48,0.55121,269.045,"September 04, 25",0.0055121,,,,,
2025-09-03,270.29,270.32,266.6,269.33,268.15,456400,456400,-0.96,-0.35517,269.135,"September 03, 25",-0.0035517,,,,,
2025-09-02,269.64,272.26,267.51,269.71,268.53,453600,453600,0.07,0.02596054,269.78,"September 02, 25",0.0002596054,,,,,
2025-08-29,274.69,276.19,270.37,270.79,269.6,363983,363983,-3.9,-1.42,273.01,"August 29, 25",-0.0142,2025-09-12,2025-08-29,2025-07-30,1.35,1.35
2025-08-28,276.4,277.31,273.04,275.27,272.72,448136,448136,-1.13,-0.40883,275.505,"August 28, 25",-0.0040883,,,,,
2025-08-27,271.56,276.91,271.31,276.39,273.83,393304,393304,4.83,1.78,274.0425,"August 27, 25",0.0178,,,,,
2025-08-26,270.1,273.7,269.14,271.74,269.22,432758,432758,1.64,0.60718,271.17,"August 26, 25",0.0060718,,,,,
2025-08-25,270.53,271.63,269.73,270.72,268.21,342616,342616,0.19,0.07023251,270.6525,"August 25, 25",0.0007023251,,,,,
2025-08-22,267.96,271.63,267.96,269.98,267.48,359000,359000,2.02,0.75384,269.3825,"August 22, 25",0.0075384,,,,,
2025-08-21,266.52,267.54,264.55,266.48,264.01,242300,242300,-0.04,-0.01500825,266.2725,"August 21, 25",-0.0001500825,,,,,
2025-08-20,265,267.93,262.66,267.09,264.62,433457,433457,2.09,0.78868,265.67,"August 20, 25",0.0078868,,,,,
2025-08-19,265.96,267.86,263.09,265.4,262.94,629432,629432,-0.56,-0.21056,265.5775,"August 19, 25",-0.0021056,,,,,
2025-08-18,266.86,269.62,266.02,267.6,265.12,328140,328140,0.74,0.2773,267.525,"August 18, 25",0.002773,,,,,
2025-08-15,266.44,267,265.33,266.25,263.78,346614,346614,-0.19,-0.07131061,266.255,"August 15, 25",-0.0007131061,,,,,
2025-08-14,269.06,271.67,267.14,267.46,264.98,236920,236920,-1.6,-0.59466,268.8325,"August 14, 25",-0.0059466,,,,,
2025-08-13,269.85,271.47,265.71,269.43,266.94,337800,337800,-0.42,-0.15564,269.115,"August 13, 25",-0.0015564,,,,,
2025-08-12,266.22,268.43,264.79,268,265.52,351383,351383,1.78,0.66862,266.86,"August 12, 25",0.0066862,,,,,
2025-08-11,263.74,270.01,263.74,266.65,264.18,391285,391285,2.91,1.1,266.035,"August 11, 25",0.011,,,,,
2025-08-08,267.59,272,264.09,264.69,262.24,469116,469116,-2.9,-1.08,267.0925,"August 08, 25",-0.0108,,,,,
2025-08-07,268.42,268.42,259,266.45,263.98,476200,476200,-1.97,-0.73392,265.5725,"August 07, 25",-0.0073392,,,,,
2025-08-06,272,272.93,267.09,267.49,265.01,403456,403456,-4.51,-1.66,269.8775,"August 06, 25",-0.0166,,,,,
2025-08-05,265.37,271.48,264.54,270.92,268.41,591200,591200,5.55,2.09,268.0775,"August 05, 25",0.0209,,,,,
2025-08-04,270.37,273.02,264.81,265.67,263.21,417624,417624,-4.7,-1.74,268.4675,"August 04, 25",-0.0174,,,,,
2025-08-01,276.87,278.86,267.35,269.83,267.33,770100,770100,-7.04,-2.54,273.2275,"August 01, 25",-0.0254,,,,,
2025-07-31,278.67,293.14,277.57,278.86,276.28,2039009,2039009,0.19,0.068181,282.06,"July 31, 25",0.00068181,,,,,
2025-07-30,261.19,262,256.45,258.52,256.13,540357,540357,-2.67,-1.02,259.54,"July 30, 25",-0.0102,,,,,
2025-07-29,264.02,264.23,260.03,260.84,258.42,281021,281021,-3.18,-1.2,262.28,"July 29, 25",-0.012,,,,,
2025-07-28,265,265.2,261,262.49,260.06,315614,315614,-2.51,-0.94717,263.4225,"July 28, 25",-0.0094717,,,,,
2025-07-25,263.09,265.82,261.45,264.82,262.37,327600,327600,1.73,0.65757,263.795,"July 25, 25",0.0065757,,,,,
2025-07-24,264.72,268,262.75,263.33,260.89,371758,371758,-1.39,-0.52508,264.7,"July 24, 25",-0.0052508,,,,,
2025-07-23,257.17,265.6,257.17,265.56,263.1,587253,587253,8.39,3.26,261.375,"July 23, 25",0.0326,,,,,
2025-07-22,250.91,255.43,250.91,253.96,251.61,365207,365207,3.05,1.22,252.8025,"July 22, 25",0.0122,,,,,
2025-07-21,255.5,255.5,252.1,252.93,250.59,334217,334217,-2.57,-1.01,254.0075,"July 21, 25",-0.0101,,,,,
2025-07-18,255.02,257.61,251.84,254.49,252.13,542989,542989,-0.53,-0.20783,254.74,"July 18, 25",-0.0020783,,,,,
2025-07-17,254,256.17,253.59,255.35,252.99,322823,322823,1.35,0.5315,254.7775,"July 17, 25",0.005315,,,,,
2025-07-16,253.83,255.78,251.02,253.82,251.47,416140,416140,-0.01,-0.00393964,253.6125,"July 16, 25",-3.93964e-05,,,,,
2025-07-15,257.52,259.53,253.21,253.68,251.33,340635,340635,-3.84,-1.49,255.985,"July 15, 25",-0.0149,,,,,
2025-07-14,257.5,259.6,254.98,258.5,256.11,374700,374700,1,0.38835,257.645,"July 14, 25",0.0038835,,,,,
2025-07-11,257.19,259.13,253.87,258.18,255.79,367526,367526,0.995,0.38493,257.0925,"July 11, 25",0.0038493,,,,,
2025-07-10,251.58,258.45,250,258.11,255.72,657065,657065,6.53,2.6,254.535,"July 10, 25",0.026,,,,,
2025-07-09,248.86,250.2,247.01,248.92,246.62,290347,290347,0.06,0.02410994,248.7475,"July 09, 25",0.0002410994,,,,,
2025-07-08,252.67,252.85,246.34,247.95,245.65,560252,560252,-4.72,-1.87,249.9525,"July 08, 25",-0.0187,,,,,
2025-07-07,253.64,256.62,252.37,253.53,251.18,403229,403229,-0.11,-0.04336855,254.04,"July 07, 25",-0.0004336855,,,,,
2025-07-03,248.27,253.08,247.64,252.08,249.75,304200,304200,3.81,1.53,250.2675,"July 03, 25",0.0153,,,,,
2025-07-02,244.61,250.57,242.62,250.15,247.83,446118,446118,5.54,2.26,246.9875,"July 02, 25",0.0226,,,,,
2025-07-01,239.68,247.75,239.55,246.31,244.03,521514,521514,6.63,2.77,243.3225,"July 01, 25",0.0277,,,,,
2025-06-30,239.21,242.04,237.17,241.46,239.22,315932,315932,2.25,0.9406,239.97,"June 30, 25",0.009406,,,,,
2025-06-27,238.32,239.49,236.66,238.65,236.44,516000,516000,0.33,0.13847,238.28,"June 27, 25",0.0013847,,,,,
2025-06-26,236.73,241.86,236.19,239.83,237.61,292808,292808,3.1,1.31,238.6525,"June 26, 25",0.0131,,,,,
2025-06-25,231.44,236.08,228.69,235.12,232.94,612971,612971,3.68,1.59,232.8325,"June 25, 25",0.0159,,,,,
2025-06-24,233.82,234.25,229.72,231.63,229.49,379798,379798,-2.19,-0.93662,232.355,"June 24, 25",-0.0093662,,,,,
2025-06-23,235.81,239.68,235.21,237.1,234.9,495988,495988,1.29,0.54705,236.95,"June 23, 25",0.0054705,,,,,
2025-06-20,234.8,235.78,230.72,234.54,232.37,1555744,1555744,-0.26,-0.11073,233.96,"June 20, 25",-0.0011073,,,,,
2025-06-18,236.44,239.29,233.13,234.21,232.04,524350,524350,-2.22,-0.94316,235.7675,"June 18, 25",-0.0094316,,,,,
2025-06-17,230,234.47,227,234.08,231.91,544800,544800,4.08,1.77,231.3875,"June 17, 25",0.0177,,,,,
2025-06-16,234.74,234.74,226.75,229.26,227.14,546661,546661,-5.48,-2.33,231.3725,"June 16, 25",-0.0233,,,,,
2025-06-13,233.15,235.89,230,232.73,230.57,455900,455900,-0.42,-0.18014,232.9425,"June 13, 25",-0.0018014,,,,,
2025-06-12,224.81,229.3,223.49,229.12,227,329239,329239,4.31,1.92,226.68,"June 12, 25",0.0192,,,,,
2025-06-11,222.77,226.28,215.05,226.15,224.06,548169,548169,3.38,1.52,222.5625,"June 11, 25",0.0152,,,,,
2025-06-10,227.53,227.63,222.32,223.3,221.23,443430,443430,-4.23,-1.86,225.195,"June 10, 25",-0.0186,,,,,
2025-06-09,227.01,229.1,224.18,228.07,225.96,483400,483400,1.06,0.46694,227.09,"June 09, 25",0.0046694,,,,,
2025-06-06,225.98,228.03,225,226.49,224.39,313000,313000,0.51,0.22568,226.375,"June 06, 25",0.0022568,,,,,
2025-06-05,225.46,225.89,222.76,224.78,222.7,484341,484341,-0.68,-0.30161,224.7225,"June 05, 25",-0.0030161,,,,,
2025-06-04,228.99,228.99,224.75,224.79,222.71,463467,463467,-4.2,-1.83,226.88,"June 04, 25",-0.0183,,,,,
2025-06-03,224.19,229.03,222.18,227.96,225.85,491599,491599,3.77,1.68,225.84,"June 03, 25",0.0168,,,,,
2025-06-02,222.9,223.51,219.93,222.8,220.74,446351,446351,-0.1,-0.04486317,222.285,"June 02, 25",-0.0004486317,,,,,
2025-05-30,221.74,223.95,219.82,223.06,220.99,590940,590940,1.32,0.59529,222.1425,"May 30, 25",0.0059529,2025-06-13,2025-05-30,2025-04-30,1.35,1.35
2025-05-29,224.51,225.14,222.21,223.68,220.27,1057972,1057972,-0.83,-0.36969,223.885,"May 29, 25",-0.0036969,,,,,
2025-05-28,228.65,229.24,225.25,225.6,222.16,315844,315844,-3.05,-1.33,227.185,"May 28, 25",-0.0133,,,,,
2025-05-27,227,228.02,224.95,227.84,224.37,366230,366230,0.84,0.37004,226.9525,"May 27, 25",0.0037004,,,,,
2025-05-23,222.2,225.63,221.35,224.74,221.31,256873,256873,2.54,1.14,223.48,"May 23, 25",0.0114,,,,,
2025-05-22,222.55,226.11,220.74,224.49,221.07,551601,551601,1.94,0.87171,223.4725,"May 22, 25",0.0087171,,,,,
2025-05-21,228.01,228.01,222.87,223.38,219.98,453286,453286,-4.63,-2.03,225.5675,"May 21, 25",-0.0203,,,,,
2025-05-20,228.43,230,226.71,228.02,224.54,420442,420442,-0.41,-0.17949,228.29,"May 20, 25",-0.0017949,,,,,
2025-05-19,229.55,232.27,227.75,229.35,225.85,518400,518400,-0.2,-0.08712699,229.73,"May 19, 25",-0.0008712699,,,,,
2025-05-16,229.01,230.44,227.02,230.05,226.54,311397,311397,1.04,0.45413,229.13,"May 16, 25",0.0045413,,,,,
2025-05-15,227.36,229.04,224.32,228.16,224.68,385745,385745,0.8,0.35186,227.22,"May 15, 25",0.0035186,,,,,
2025-05-14,225.43,225.69,219.71,223.11,219.71,522300,522300,-2.32,-1.03,223.485,"May 14, 25",-0.0103,,,,,
2025-05-13,229.38,229.73,224.73,225.73,222.29,479292,479292,-3.65,-1.59,227.3925,"May 13, 25",-0.0159,,,,,
2025-05-12,235,235.6,227.68,229.74,226.24,530135,530135,-5.26,-2.24,232.005,"May 12, 25",-0.0224,,,,,
2025-05-09,235,235.27,230.22,231.63,228.1,329322,329322,-3.37,-1.43,233.03,"May 09, 25",-0.0143,,,,,
2025-05-08,231.48,234.63,229.49,232.95,229.4,522325,522325,1.47,0.63504,232.1375,"May 08, 25",0.0063504,,,,,
2025-05-07,231.61,234.22,230.16,230.21,226.7,429008,429008,-1.4,-0.60446,231.55,"May 07, 25",-0.0060446,,,,,
2025-05-06,231.15,233.78,229.45,232.9,229.35,504600,504600,1.75,0.75708,231.82,"May 06, 25",0.0075708,,,,,
2025-05-05,231.61,234.43,228.94,233.18,229.63,604241,604241,1.57,0.67786,232.04,"May 05, 25",0.0067786,,,,,
2025-05-02,230.17,232.85,223.52,230.02,226.51,669000,669000,-0.15,-0.06516922,229.14,"May 02, 25",-0.0006516922,,,,,
2025-05-01,237.86,238,222.02,227.48,224.01,1063413,1063413,-10.38,-4.36,231.34,"May 01, 25",-0.0436,,,,,
2025-04-30,230.02,230.97,226.4,230.34,226.83,748895,748895,0.32,0.13912,229.4325,"April 30, 25",0.0013912,,,,,
2025-04-29,227.05,231.84,227.05,230.37,226.86,504010,504010,3.32,1.46,229.0775,"April 29, 25",0.0146,,,,,
2025-04-28,232,232.35,225.53,228.35,224.87,679130,679130,-3.65,-1.57,229.5575,"April 28, 25",-0.0157,,,,,
2025-04-25,222.36,226.39,222.36,226.05,222.6,570330,570330,3.69,1.66,224.29,"April 25, 25",0.0166,,,,,
2025-04-24,219.77,222.25,217.01,221.9,218.52,824400,824400,2.13,0.9692,220.2325,"April 24, 25",0.009692,,,,,
2025-04-23,219,221.25,215.46,217.93,214.61,793437,793437,-1.07,-0.48858,218.41,"April 23, 25",-0.0048858,,,,,
2025-04-22,215.23,219.61,211.49,217.22,213.91,871717,871717,1.99,0.92459,215.8875,"April 22, 25",0.0092459,,,,,
2025-04-21,218.32,221.54,215.36,217.86,214.54,478148,478148,-0.46,-0.2107,218.27,"April 21, 25",-0.002107,,,,,
2025-04-17,214.05,220.39,213.58,219.48,216.14,793549,793549,5.43,2.54,216.875,"April 17, 25",0.0254,,,,,
2025-04-16,216.24,218.51,213.65,215.6,212.31,614886,614886,-0.64,-0.29597,216,"April 16, 25",-0.0029597,,,,,
2025-04-15,218.66,221.51,217.41,217.98,214.66,722800,722800,-0.68,-0.31099,218.89,"April 15, 25",-0.0031099,,,,,
2025-04-14,216.69,221.47,213.41,219.95,216.6,1152197,1152197,3.26,1.5,217.88,"April 14, 25",0.015,,,,,
2025-04-11,208.66,218.78,207.36,215.74,212.45,1474113,1474113,7.08,3.39,212.635,"April 11, 25",0.0339,,,,,
2025-04-10,196.86,203.77,195.32,200.89,197.83,836729,836729,4.03,2.05,199.21,"April 10, 25",0.0205,,,,,
2025-04-09,182.88,202.54,182.79,200.08,197.03,1009101,1009101,17.2,9.41,192.0725,"April 09, 25",0.0941,,,,,
2025-04-08,192.99,195.67,184.46,187.54,184.68,822859,822859,-5.45,-2.82,190.165,"April 08, 25",-0.0282,,,,,
2025-04-07,181.28,190.1,177.42,183.31,180.52,826364,826364,2.03,1.12,183.0275,"April 07, 25",0.0112,,,,,
2025-04-04,194.14,195.93,184.6,184.95,182.13,855917,855917,-9.19,-4.73,189.905,"April 04, 25",-0.0473,,,,,
2025-04-03,202.5,206.93,197.23,199.22,196.18,690700,690700,-3.28,-1.62,201.47,"April 03, 25",-0.0162,,,,,
2025-04-02,200,205.43,198.95,204.93,201.81,500248,500248,4.93,2.47,202.3275,"April 02, 25",0.0247,,,,,
2025-04-01,204.42,205.29,200.86,202.2,199.12,549872,549872,-2.22,-1.09,203.1925,"April 01, 25",-0.0109,,,,,
2025-03-31,204.01,206.68,202.29,204.04,200.93,666745,666745,0.03,0.01470516,204.255,"March 31, 25",0.0001470516,,,,,
2025-03-28,202.87,205.83,202.8,205.32,202.19,560259,560259,2.45,1.21,204.205,"March 28, 25",0.0121,,,,,
2025-03-27,203.57,204.88,200.75,203.15,200.05,350559,350559,-0.42,-0.20632,203.0875,"March 27, 25",-0.0020632,,,,,
2025-03-26,206.37,207.15,202.44,203.27,200.17,438258,438258,-3.1,-1.5,204.8075,"March 26, 25",-0.015,,,,,
2025-03-25,205.49,207.64,204.21,206.25,203.11,557428,557428,0.76,0.36985,205.8975,"March 25, 25",0.0036985,,,,,
2025-03-24,202.29,206.73,201.24,205.89,202.75,525721,525721,3.6,1.78,204.0375,"March 24, 25",0.0178,,,,,
2025-03-21,201.52,203.52,199.01,201.47,198.4,1446305,1446305,-0.05,-0.02481143,201.38,"March 21, 25",-0.0002481143,,,,,
2025-03-20,206.27,206.41,200.78,201.71,198.64,651241,651241,-4.56,-2.21,203.7925,"March 20, 25",-0.0221,,,,,
2025-03-19,208.09,211.25,206.71,207.43,204.27,518818,518818,-0.66,-0.31717,208.37,"March 19, 25",-0.0031717,,,,,
2025-03-18,206.44,210,204.44,208.57,205.39,681779,681779,2.13,1.03,207.3625,"March 18, 25",0.0103,,,,,
2025-03-17,196.61,208.8,196.61,207.13,203.97,1200831,1200831,10.52,5.35,202.2875,"March 17, 25",0.0535,,,,,
2025-03-14,196.4,198.18,194.83,196.16,193.17,790800,790800,-0.24,-0.1222,196.3925,"March 14, 25",-0.001222,,,,,
2025-03-13,191.57,198.14,191.57,195.51,192.53,755108,755108,3.94,2.06,194.1975,"March 13, 25",0.0206,,,,,
2025-03-12,194.37,195.85,188.01,191.73,188.81,498965,498965,-2.64,-1.36,192.49,"March 12, 25",-0.0136,,,,,
2025-03-11,196.9,196.9,190.35,195.01,192.04,947106,947106,-1.89,-0.95988,194.79,"March 11, 25",-0.0095988,,,,,
2025-03-10,193.34,204.27,193.15,197.03,194.03,1039601,1039601,3.69,1.91,196.9475,"March 10, 25",0.0191,,,,,
2025-03-07,191.91,197.84,190.49,195.97,192.98,929276,929276,4.06,2.12,194.0525,"March 07, 25",0.0212,,,,,
2025-03-06,191.91,195.42,187.39,193.93,190.97,1178310,1178310,2.02,1.05,192.1625,"March 06, 25",0.0105,,,,,
