date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,recordDate,dividend,paymentDate,declarationDate
2025-12-11,1310.7,1319.15,1304,1317.49,1317.49,293523,293523,6.79,0.51804,1312.835,"December 11, 25",0.0051804,,,,,
2025-12-10,1320,1322.5,1276.99,1302.9,1302.9,531400,531400,-17.1,-1.3,1305.5975,"December 10, 25",-0.013,,,,,
2025-12-09,1347.32,1356.94,1314.61,1318.02,1318.02,200046,200046,-29.3,-2.17,1334.2225,"December 09, 25",-0.0217,,,,,
2025-12-08,1344.54,1353.11,1332.78,1347.17,1347.17,186900,186900,2.63,0.19561,1344.4,"December 08, 25",0.0019561,,,,,
2025-12-05,1356.49,1359.14,1341.09,1346.86,1346.86,178649,178649,-9.63,-0.70992,1350.895,"December 05, 25",-0.0070992,,,,,
2025-12-04,1343.24,1367.65,1337.61,1360.1,1360.1,204400,204400,16.86,1.26,1352.15,"December 04, 25",0.0126,,,,,
2025-12-03,1347.52,1349.51,1332.13,1337.33,1337.33,197000,197000,-10.19,-0.7562,1341.6225,"December 03, 25",-0.007562,,,,,
2025-12-02,1360,1360,1332.68,1343.65,1343.65,193800,193800,-16.35,-1.2,1349.0825,"December 02, 25",-0.012,,,,,
2025-12-01,1351.06,1359.17,1340.04,1354.86,1354.86,202455,202455,3.8,0.28126,1351.2825,"December 01, 25",0.0028126,,,,,
2025-11-28,1354.96,1362.87,1345.05,1360.17,1360.17,114318,114318,5.21,0.38451,1355.7625,"November 28, 25",0.0038451,,,,,
2025-11-26,1352.86,1360.38,1349.66,1355.01,1355.01,239165,239165,2.15,0.15892,1354.4775,"November 26, 25",0.0015892,,,,,
2025-11-25,1338.78,1362.05,1331.94,1352.54,1352.54,283932,283932,13.76,1.03,1346.3275,"November 25, 25",0.0103,,,,,
2025-11-24,1341.36,1353.82,1331.79,1335.76,1335.76,479910,479910,-5.6,-0.41749,1340.6825,"November 24, 25",-0.0041749,,,,,
2025-11-21,1329.62,1360.84,1317.03,1347.22,1347.22,294400,294400,17.6,1.32,1338.6775,"November 21, 25",0.0132,,,,,
2025-11-20,1352.9,1364.16,1321.33,1327.87,1327.87,266000,266000,-25.03,-1.85,1341.565,"November 20, 25",-0.0185,,,,,
2025-11-19,1343.26,1358.87,1324.55,1341.19,1341.19,310038,310038,-2.07,-0.1541,1341.9675,"November 19, 25",-0.001541,,,,,
2025-11-18,1345.06,1365.69,1338.21,1351.06,1351.06,388200,388200,6,0.44608,1350.005,"November 18, 25",0.0044608,,,,,
2025-11-17,1347.29,1356.37,1326.18,1335.77,1335.77,362181,362181,-11.52,-0.85505,1341.4025,"November 17, 25",-0.0085505,,,,,
2025-11-14,1329.08,1359.15,1322.4,1340.6,1340.6,312900,312900,11.52,0.86676,1337.8075,"November 14, 25",0.0086676,,,,,
2025-11-13,1322.53,1358.01,1312.17,1325.04,1325.04,575954,575954,2.51,0.18979,1329.4375,"November 13, 25",0.0018979,,,,,
2025-11-12,1279.13,1341.61,1279.13,1307.97,1307.97,569313,569313,28.84,2.25,1301.96,"November 12, 25",0.0225,,,,,
2025-11-11,1285.2,1296.42,1273.23,1294,1294,330150,330150,8.8,0.68472,1287.2125,"November 11, 25",0.0068472,,,,,
2025-11-10,1281.5,1296.21,1270,1288.91,1288.91,295018,295018,7.41,0.57823,1284.155,"November 10, 25",0.0057823,,,,,
2025-11-07,1261.04,1286.34,1255.51,1284.76,1284.76,262000,262000,23.72,1.88,1271.9125,"November 07, 25",0.0188,,,,,
2025-11-06,1260.57,1279.7,1251.21,1271.6,1271.6,256200,256200,11.03,0.875,1265.77,"November 06, 25",0.00875,,,,,
2025-11-05,1275.56,1299.38,1261.45,1266.31,1266.31,326500,326500,-9.25,-0.72517,1275.675,"November 05, 25",-0.0072517,,,,,
2025-11-04,1292.55,1308.17,1283,1291.97,1291.97,250233,250233,-0.58,-0.04487254,1293.9225,"November 04, 25",-0.0004487254,,,,,
2025-11-03,1308.83,1310.8,1292.81,1300,1300,199326,199326,-8.83,-0.67465,1303.11,"November 03, 25",-0.0067465,,,,,
2025-10-31,1301.01,1311.41,1300.54,1308.51,1308.51,224227,224227,7.5,0.57648,1305.3675,"October 31, 25",0.0057648,,,,,
2025-10-30,1312.82,1333.59,1304.17,1306.14,1306.14,260007,260007,-6.68,-0.50883,1314.18,"October 30, 25",-0.0050883,,,,,
2025-10-29,1327.23,1337.83,1301.6,1316,1316,243800,243800,-11.23,-0.84612,1320.665,"October 29, 25",-0.0084612,,,,,
2025-10-28,1354.46,1356.94,1334.31,1335.12,1335.12,261633,261633,-19.34,-1.43,1345.2075,"October 28, 25",-0.0143,,,,,
2025-10-27,1354.76,1365.79,1346.62,1354.46,1354.46,229700,229700,-0.3,-0.02214414,1355.4075,"October 27, 25",-0.0002214414,,,,,
2025-10-24,1353.5,1361.51,1347.51,1359.3,1359.3,203500,203500,5.8,0.42852,1355.455,"October 24, 25",0.0042852,,,,,
2025-10-23,1314.21,1351.72,1314.21,1350,1350,284555,284555,35.79,2.72,1332.535,"October 23, 25",0.0272,,,,,
2025-10-22,1323.67,1332.51,1313.79,1314.19,1314.19,261800,261800,-9.48,-0.71619,1321.04,"October 22, 25",-0.0071619,,,,,
2025-10-21,1313.54,1331.83,1309.5,1329.17,1329.17,252344,252344,15.63,1.19,1321.01,"October 21, 25",0.0119,,,,,
2025-10-20,1270,1311.16,1269.53,1301.68,1301.68,383300,383300,31.68,2.49,1288.0925,"October 20, 25",0.0249,,,,,
2025-10-17,1253.08,1270.07,1249.87,1265.88,1265.88,288846,288846,12.8,1.02,1259.725,"October 17, 25",0.0102,,,,,
2025-10-16,1243.16,1270,1240.4,1249.42,1249.42,387373,387373,6.26,0.50356,1250.745,"October 16, 25",0.0050356,,,,,
2025-10-15,1299.35,1313.27,1235.69,1237.71,1237.71,751002,751002,-61.64,-4.74,1271.505,"October 15, 25",-0.0474,,,,,
2025-10-14,1286.91,1322.27,1284,1312.48,1312.48,240755,240755,25.57,1.99,1301.415,"October 14, 25",0.0199,,,,,
2025-10-13,1282.1,1293.92,1269.87,1293.08,1293.08,309932,309932,10.98,0.85641,1284.7425,"October 13, 25",0.0085641,,,,,
2025-10-10,1273.14,1287.8,1270,1277.99,1277.99,240018,240018,4.85,0.38095,1277.2325,"October 10, 25",0.0038095,,,,,
2025-10-09,1285,1286.75,1272.05,1275.44,1275.44,183826,183826,-9.56,-0.74397,1279.81,"October 09, 25",-0.0074397,,,,,
2025-10-08,1277.48,1290.93,1277.48,1285.85,1285.85,219700,219700,8.37,0.6552,1282.935,"October 08, 25",0.006552,,,,,
2025-10-07,1291.74,1303.66,1283.86,1284.38,1284.38,197700,197700,-7.36,-0.56977,1290.91,"October 07, 25",-0.0056977,,,,,
2025-10-06,1290.15,1296.6,1274.49,1291.74,1291.74,184700,184700,1.59,0.12324,1288.245,"October 06, 25",0.0012324,,,,,
2025-10-03,1279.86,1293.25,1277.6,1288.83,1288.83,258200,258200,8.97,0.70086,1284.885,"October 03, 25",0.0070086,,,,,
2025-10-02,1295.88,1304.86,1276.69,1283.81,1283.81,278010,278010,-12.07,-0.93141,1290.31,"October 02, 25",-0.0093141,,,,,
2025-10-01,1304.76,1333.02,1298.35,1300.8,1300.8,335900,335900,-3.96,-0.3035,1309.2325,"October 01, 25",-0.003035,,,,,
2025-09-30,1290.9,1323.25,1285.08,1318.02,1318.02,336800,336800,27.12,2.1,1304.3125,"September 30, 25",0.021,,,,,
2025-09-29,1299,1308.05,1281.11,1289.29,1289.29,196600,196600,-9.71,-0.7475,1294.3625,"September 29, 25",-0.007475,,,,,
2025-09-26,1299.04,1303.49,1291.4,1295.72,1295.72,197427,197427,-3.32,-0.25557,1297.4125,"September 26, 25",-0.0025557,,,,,
2025-09-25,1296.9,1296.9,1268.89,1290,1290,307942,307942,-6.9,-0.53204,1288.1725,"September 25, 25",-0.0053204,,,,,
2025-09-24,1299.37,1320,1297.93,1300,1300,227100,227100,0.63,0.04848504,1304.325,"September 24, 25",0.0004848504,,,,,
2025-09-23,1293.02,1304.52,1291.27,1299.37,1299.37,241238,241238,6.35,0.4911,1297.045,"September 23, 25",0.004911,,,,,
2025-09-22,1276.11,1296.22,1271.2,1295.29,1295.29,253400,253400,19.18,1.5,1284.705,"September 22, 25",0.015,,,,,
2025-09-19,1292.49,1297.92,1273.6,1282.46,1282.46,520229,520229,-10.03,-0.77602,1286.6175,"September 19, 25",-0.0077602,,,,,
2025-09-18,1277.53,1289.93,1272.25,1286.12,1286.12,267943,267943,8.59,0.67239,1281.4575,"September 18, 25",0.0067239,,,,,
2025-09-17,1273,1292.52,1265.49,1275.96,1275.96,259400,259400,2.96,0.23252,1276.7425,"September 17, 25",0.0023252,,,,,
2025-09-16,1302.25,1304.32,1279.64,1281.73,1281.73,260219,260219,-20.52,-1.58,1291.985,"September 16, 25",-0.0158,,,,,
2025-09-15,1275.57,1299.53,1273.66,1288.13,1288.13,315414,315414,12.56,0.98466,1284.2225,"September 15, 25",0.0098466,,,,,
2025-09-12,1293.52,1303.67,1269.32,1271.45,1271.45,396000,396000,-22.07,-1.71,1284.49,"September 12, 25",-0.0171,,,,,
2025-09-11,1289.61,1302.65,1284.24,1293.3,1293.3,433330,433330,3.69,0.28613,1292.45,"September 11, 25",0.0028613,,,,,
2025-09-10,1314.47,1324.88,1275.14,1287.32,1287.32,448000,448000,-27.15,-2.07,1300.4525,"September 10, 25",-0.0207,,,,,
2025-09-09,1289.46,1314.63,1277.83,1312.09,1312.09,689751,689751,22.63,1.75,1298.5025,"September 09, 25",0.0175,,,,,
2025-09-08,1251.99,1295.46,1243.55,1293.24,1293.24,630444,630444,41.25,3.29,1271.06,"September 08, 25",0.0329,,,,,
2025-09-05,1284.43,1285.1,1260.39,1271.04,1271.04,490000,490000,-13.39,-1.04,1275.24,"September 05, 25",-0.0104,,,,,
2025-09-04,1282.7,1283.15,1263,1281.81,1281.81,442900,442900,-0.89,-0.06938489,1277.665,"September 04, 25",-0.0006938489,,,,,
2025-09-03,1304,1304.99,1274.64,1278.48,1278.48,338800,338800,-25.52,-1.96,1290.5275,"September 03, 25",-0.0196,,,,,
2025-09-02,1304.79,1317.12,1289.24,1304.88,1304.88,434667,434667,0.09,0.00689766,1304.0075,"September 02, 25",6.89766e-05,90,2025-09-02,90,2025-09-12,2025-08-20
2025-08-29,1400.94,1402.5,1392.29,1398.88,1308.88,312077,312077,-2.06,-0.14704,1398.6525,"August 29, 25",-0.0014704,,,,,
2025-08-28,1396.82,1412.52,1387.72,1398.06,1308.11,427000,427000,1.24,0.08877307,1398.78,"August 28, 25",0.0008877307,,,,,
2025-08-27,1412.88,1427.4,1395,1395.04,1305.29,250800,250800,-17.84,-1.26,1407.58,"August 27, 25",-0.0126,,,,,
2025-08-26,1393.9,1414.42,1392.78,1413.34,1322.41,267011,267011,19.44,1.39,1403.61,"August 26, 25",0.0139,,,,,
2025-08-25,1409,1420.19,1386.67,1389.98,1300.55,181518,181518,-19.02,-1.35,1401.46,"August 25, 25",-0.0135,,,,,
2025-08-22,1401.18,1414.87,1397.95,1408.46,1317.84,251200,251200,7.28,0.51956,1405.615,"August 22, 25",0.0051956,,,,,
2025-08-21,1399.99,1415.66,1387.19,1393.14,1303.51,275584,275584,-6.85,-0.48929,1398.995,"August 21, 25",-0.0048929,,,,,
2025-08-20,1411,1418,1388.14,1402.16,1311.95,396000,396000,-8.84,-0.62651,1404.825,"August 20, 25",-0.0062651,,,,,
2025-08-19,1383.16,1404.3,1383.14,1397.78,1307.85,511900,511900,14.62,1.06,1392.095,"August 19, 25",0.0106,,,,,
2025-08-18,1387.9,1403.89,1382.46,1390.14,1300.7,405438,405438,2.24,0.16139,1391.0975,"August 18, 25",0.0016139,,,,,
2025-08-15,1411.47,1411.47,1385.39,1387.88,1298.59,496400,496400,-23.59,-1.67,1399.0525,"August 15, 25",-0.0167,,,,,
2025-08-14,1438,1438,1408.61,1412.73,1321.84,219754,219754,-25.27,-1.76,1424.335,"August 14, 25",-0.0176,,,,,
2025-08-13,1412.98,1427.78,1402.42,1425.81,1334.08,397500,397500,12.83,0.90801,1417.2475,"August 13, 25",0.0090801,,,,,
2025-08-12,1413.33,1422.54,1389.63,1410.7,1319.94,310027,310027,-2.63,-0.18609,1409.05,"August 12, 25",-0.0018609,,,,,
2025-08-11,1396.87,1424.76,1383.68,1409.55,1318.86,365941,365941,12.68,0.90774,1403.715,"August 11, 25",0.0090774,,,,,
2025-08-08,1434.82,1436,1387.85,1389.77,1300.36,433021,433021,-45.05,-3.14,1412.11,"August 08, 25",-0.0314,,,,,
2025-08-07,1401.76,1429.81,1385.14,1429.15,1337.2,462312,462312,27.39,1.95,1411.465,"August 07, 25",0.0195,,,,,
2025-08-06,1436,1436,1369.83,1401.22,1311.07,884861,884861,-34.78,-2.42,1410.7625,"August 06, 25",-0.0242,,,,,
2025-08-05,1455,1466.13,1382.2,1416.94,1325.78,1519598,1519598,-38.06,-2.62,1430.0675,"August 05, 25",-0.0262,,,,,
2025-08-04,1589.6,1616.89,1589.6,1608.98,1505.46,351539,351539,19.38,1.22,1601.2675,"August 04, 25",0.0122,,,,,
2025-08-01,1592.78,1596.33,1554.44,1585,1483.03,322700,322700,-7.78,-0.48845,1582.1375,"August 01, 25",-0.0048845,,,,,
2025-07-31,1612.81,1620.58,1599.03,1608.46,1504.98,199200,199200,-4.35,-0.26972,1610.22,"July 31, 25",-0.0026972,,,,,
2025-07-30,1602.23,1623.83,1602.23,1620.83,1516.55,159722,159722,18.6,1.16,1612.28,"July 30, 25",0.0116,,,,,
2025-07-29,1616.81,1616.81,1596.28,1606.69,1503.32,169426,169426,-10.12,-0.62592,1609.1475,"July 29, 25",-0.0062592,,,,,
2025-07-28,1617.45,1617.45,1597.33,1606.39,1503.04,119138,119138,-11.06,-0.68379,1609.655,"July 28, 25",-0.0068379,,,,,
2025-07-25,1599.93,1607.94,1592.18,1607.45,1504.03,201421,201421,7.52,0.47002,1601.875,"July 25, 25",0.0047002,,,,,
2025-07-24,1597.75,1615.35,1597.49,1599.24,1496.35,208405,208405,1.49,0.09325614,1602.4575,"July 24, 25",0.0009325614,,,,,
2025-07-23,1578.72,1598.92,1572.22,1597.75,1494.96,168100,168100,19.03,1.21,1586.9025,"July 23, 25",0.0121,,,,,
2025-07-22,1581.44,1584.79,1552.81,1571.06,1469.98,235574,235574,-10.38,-0.65636,1572.525,"July 22, 25",-0.0065636,,,,,
2025-07-21,1593.53,1611.89,1583.57,1583.67,1481.78,165900,165900,-9.86,-0.61875,1593.165,"July 21, 25",-0.0061875,,,,,
2025-07-18,1600.14,1607.31,1587.39,1597.3,1494.53,226000,226000,-2.84,-0.17748,1598.035,"July 18, 25",-0.0017748,,,,,
2025-07-17,1577.93,1596.55,1565,1595.25,1492.62,207800,207800,17.32,1.1,1583.6825,"July 17, 25",0.011,,,,,
2025-07-16,1583.66,1583.66,1540,1574.6,1473.29,245952,245952,-9.06,-0.57209,1570.48,"July 16, 25",-0.0057209,,,,,
2025-07-15,1581.24,1585.87,1560.33,1575.57,1474.2,478930,478930,-5.67,-0.35858,1575.7525,"July 15, 25",-0.0035858,,,,,
2025-07-14,1544.01,1574.85,1541.39,1574.85,1473.53,191951,191951,30.84,2,1558.775,"July 14, 25",0.02,,,,,
2025-07-11,1541.12,1553.85,1533.18,1543.04,1443.77,175320,175320,1.92,0.12458,1542.7975,"July 11, 25",0.0012458,,,,,
2025-07-10,1531.24,1546.54,1512.24,1539.53,1440.48,217920,217920,8.29,0.54139,1532.3875,"July 10, 25",0.0054139,,,,,
2025-07-09,1536.16,1536.16,1510.36,1526.44,1428.23,175800,175800,-9.72,-0.63275,1527.28,"July 09, 25",-0.0063275,,,,,
2025-07-08,1519.74,1541.88,1509.11,1530.1,1431.66,258300,258300,10.36,0.6817,1525.2075,"July 08, 25",0.006817,,,,,
2025-07-07,1525.28,1538.2,1514.86,1524.23,1426.17,308800,308800,-1.05,-0.06883982,1525.6425,"July 07, 25",-0.0006883982,,,,,
2025-07-03,1513.44,1525.69,1513.44,1522.98,1425,85248,85248,9.54,0.63035,1518.8875,"July 03, 25",0.0063035,,,,,
2025-07-02,1509.56,1522.14,1499.45,1511.65,1414.39,167300,167300,2.09,0.13845,1510.7,"July 02, 25",0.0013845,,,,,
2025-07-01,1515.1,1526.45,1481.02,1512.81,1415.48,285600,285600,-2.29,-0.15115,1508.845,"July 01, 25",-0.0015115,,,,,
2025-06-30,1510,1528.45,1497.41,1520.64,1422.81,290334,290334,10.64,0.70464,1514.125,"June 30, 25",0.0070464,,,,,
2025-06-27,1474.6,1503.15,1473.15,1499.17,1402.72,392000,392000,24.57,1.67,1487.5175,"June 27, 25",0.0167,,,,,
2025-06-26,1468.96,1485.6,1462.29,1471.86,1377.16,239219,239219,2.9,0.19742,1472.1775,"June 26, 25",0.0019742,,,,,
2025-06-25,1475.61,1479.02,1449.94,1457.24,1363.49,176600,176600,-18.37,-1.24,1465.4525,"June 25, 25",-0.0124,,,,,
2025-06-24,1475,1477.29,1445.93,1472.95,1378.18,337132,337132,-2.05,-0.13898,1467.7925,"June 24, 25",-0.0013898,,,,,
2025-06-23,1448.86,1472.32,1435.9,1470.68,1376.06,291249,291249,21.82,1.51,1456.94,"June 23, 25",0.0151,,,,,
2025-06-20,1420.78,1443.4,1409.4,1442.44,1349.64,476724,476724,21.66,1.52,1429.005,"June 20, 25",0.0152,,,,,
2025-06-18,1421.76,1434.99,1410.94,1414.48,1323.48,295927,295927,-7.28,-0.51204,1420.5425,"June 18, 25",-0.0051204,,,,,
2025-06-17,1422.31,1435.08,1420,1425.38,1333.68,217610,217610,3.07,0.21585,1425.6925,"June 17, 25",0.0021585,,,,,
2025-06-16,1444.51,1453.81,1423.7,1427.4,1335.57,213325,213325,-17.11,-1.18,1437.355,"June 16, 25",-0.0118,,,,,
2025-06-13,1433.58,1456,1421.23,1439.61,1346.99,318200,318200,6.03,0.42063,1437.605,"June 13, 25",0.0042063,,,,,
2025-06-12,1424.44,1453.61,1420.38,1435.84,1343.46,358103,358103,11.4,0.80031,1433.5675,"June 12, 25",0.0080031,,,,,
2025-06-11,1427.45,1432.94,1375,1429.62,1337.64,387390,387390,2.17,0.15202,1416.2525,"June 11, 25",0.0015202,,,,,
2025-06-10,1457.59,1457.59,1414.04,1433.04,1340.84,258100,258100,-24.55,-1.68,1440.565,"June 10, 25",-0.0168,,,,,
2025-06-09,1467.22,1470,1449.6,1460.06,1366.12,177222,177222,-7.16,-0.488,1461.72,"June 09, 25",-0.00488,,,,,
2025-06-06,1457.72,1467.92,1445.28,1465.89,1371.58,154543,154543,8.17,0.56046,1459.2025,"June 06, 25",0.0056046,,,,,
2025-06-05,1453.32,1463,1438.32,1444.49,1351.56,237219,237219,-8.83,-0.60757,1449.7825,"June 05, 25",-0.0060757,,,,,
2025-06-04,1465.71,1465.71,1447,1448.7,1355.49,173541,173541,-17.01,-1.16,1456.78,"June 04, 25",-0.0116,,,,,
2025-06-03,1451.88,1459.88,1440,1455.95,1362.28,276800,276800,4.07,0.28033,1451.9275,"June 03, 25",0.0028033,,,,,
2025-06-02,1462.36,1462.36,1440.92,1453.77,1360.24,152609,152609,-8.59,-0.58741,1454.8525,"June 02, 25",-0.0058741,,,,,
2025-05-30,1460.68,1472.39,1451.34,1468.43,1373.96,375000,375000,7.75,0.53057,1463.21,"May 30, 25",0.0053057,,,,,
2025-05-29,1459.75,1469.47,1450.01,1460.68,1366.7,247900,247900,0.93,0.06370954,1459.9775,"May 29, 25",0.0006370954,,,,,
2025-05-28,1458.36,1472,1454.11,1460.52,1366.55,231015,231015,2.16,0.14811,1461.2475,"May 28, 25",0.0014811,,,,,
2025-05-27,1446.3,1456.86,1438.16,1453.76,1360.23,222834,222834,7.46,0.5158,1448.77,"May 27, 25",0.005158,,,,,
2025-05-23,1391.46,1442.74,1389.95,1431.5,1339.4,430440,430440,40.04,2.88,1413.9125,"May 23, 25",0.0288,,,,,
2025-05-22,1405,1419.5,1402.51,1405.15,1314.75,230000,230000,0.15,0.01067616,1408.04,"May 22, 25",0.0001067616,,,,,
2025-05-21,1439.13,1440.71,1402.94,1407.98,1317.39,170603,170603,-31.15,-2.16,1422.69,"May 21, 25",-0.0216,,,,,
2025-05-20,1433,1441.38,1424.6,1429.57,1337.6,188770,188770,-3.43,-0.23936,1432.1375,"May 20, 25",-0.0023936,,,,,
2025-05-19,1418.17,1450,1415.55,1440,1347.35,230000,230000,21.83,1.54,1430.93,"May 19, 25",0.0154,,,,,
2025-05-16,1411.37,1423.32,1387.8,1423.17,1331.61,268942,268942,11.8,0.83607,1411.415,"May 16, 25",0.0083607,,,,,
2025-05-15,1399.41,1410.02,1390.66,1405.62,1315.19,252500,252500,6.21,0.44376,1401.4275,"May 15, 25",0.0044376,,,,,
2025-05-14,1420.35,1425.65,1389.01,1391.19,1301.68,347503,347503,-29.16,-2.05,1406.55,"May 14, 25",-0.0205,,,,,
2025-05-13,1420.83,1447.17,1414.8,1415.84,1324.75,280309,280309,-4.99,-0.3512,1424.66,"May 13, 25",-0.003512,,,,,
2025-05-12,1389.58,1417.81,1355.74,1417.18,1326,473421,473421,27.6,1.99,1395.0775,"May 12, 25",0.0199,,,,,
2025-05-09,1392.05,1392.05,1359.67,1373.49,1285.12,276300,276300,-18.56,-1.33,1379.315,"May 09, 25",-0.0133,,,,,
2025-05-08,1386.49,1410.66,1384.98,1384.99,1295.88,260413,260413,-1.5,-0.10819,1391.78,"May 08, 25",-0.0010819,,,,,
2025-05-07,1398,1413.28,1380.06,1382.76,1293.8,385301,385301,-15.24,-1.09,1393.525,"May 07, 25",-0.0109,,,,,
2025-05-06,1416.43,1445.46,1370.59,1391.86,1302.31,558235,558235,-24.57,-1.73,1406.085,"May 06, 25",-0.0173,,,,,
2025-05-05,1450,1488.54,1447.76,1472.62,1377.88,563378,563378,22.62,1.56,1464.73,"May 05, 25",0.0156,,,,,
2025-05-02,1450,1468,1442.44,1450.28,1356.97,385000,385000,0.28,0.01931034,1452.68,"May 02, 25",0.0001931034,,,,,
2025-05-01,1419.25,1443.77,1400.26,1434.19,1341.92,228000,228000,14.94,1.05,1424.3675,"May 01, 25",0.0105,,,,,
2025-04-30,1398,1416.81,1384,1413.07,1322.16,217600,217600,15.07,1.08,1402.97,"April 30, 25",0.0108,,,,,
2025-04-29,1393.93,1412.82,1391.72,1407.89,1317.31,157930,157930,13.96,1,1401.59,"April 29, 25",0.01,,,,,
2025-04-28,1386.51,1398.88,1380.23,1395.72,1305.92,170301,170301,9.21,0.66426,1390.335,"April 28, 25",0.0066426,,,,,
2025-04-25,1375.65,1384.06,1365.72,1378.13,1289.47,199112,199112,2.48,0.18028,1375.89,"April 25, 25",0.0018028,,,,,
2025-04-24,1354.39,1372.7,1348.28,1368.02,1280.01,210300,210300,13.63,1.01,1360.8475,"April 24, 25",0.0101,,,,,
2025-04-23,1336.25,1368.8,1331.39,1352,1265.02,324800,324800,15.75,1.18,1347.11,"April 23, 25",0.0118,,,,,
2025-04-22,1314.04,1316.29,1277.71,1307.9,1223.75,457113,457113,-6.14,-0.46726,1303.985,"April 22, 25",-0.0046726,,,,,
2025-04-21,1331.41,1340.06,1290.54,1306.55,1222.49,234400,234400,-24.86,-1.87,1317.14,"April 21, 25",-0.0187,,,,,
2025-04-17,1342.9,1361.41,1333.8,1337.66,1251.6,224400,224400,-5.24,-0.3902,1343.9425,"April 17, 25",-0.003902,,,,,
2025-04-16,1353.67,1368.3,1334.09,1336.3,1250.33,324300,324300,-17.37,-1.28,1348.09,"April 16, 25",-0.0128,,,,,
2025-04-15,1326.83,1369.4,1323.49,1360.92,1273.36,575500,575500,34.09,2.57,1345.16,"April 15, 25",0.0257,,,,,
2025-04-14,1325.8,1348.83,1317.25,1337.13,1251.1,337706,337706,11.33,0.85458,1332.2525,"April 14, 25",0.0085458,,,,,
2025-04-11,1294.68,1320.88,1278.12,1313.09,1228.61,268300,268300,18.41,1.42,1301.6925,"April 11, 25",0.0142,,,,,
2025-04-10,1301.05,1329.29,1257.16,1298.2,1214.68,360200,360200,-2.85,-0.21905,1296.425,"April 10, 25",-0.0021905,,,,,
2025-04-09,1219.76,1325.77,1209.75,1317.07,1232.33,509352,509352,97.31,7.98,1268.0875,"April 09, 25",0.0798,,,,,
2025-04-08,1295.99,1307.77,1214.02,1231.75,1152.5,365706,365706,-64.24,-4.96,1262.3825,"April 08, 25",-0.0496,,,,,
2025-04-07,1207.42,1296.8,1183.6,1249.55,1169.16,614500,614500,42.13,3.49,1234.3425,"April 07, 25",0.0349,,,,,
2025-04-04,1330.01,1344.82,1237.85,1237.85,1158.21,581905,581905,-92.16,-6.93,1287.6325,"April 04, 25",-0.0693,,,,,
2025-04-03,1360,1415.45,1340.5,1363.42,1275.7,352374,352374,3.42,0.25147,1369.8425,"April 03, 25",0.0025147,,,,,
2025-04-02,1378.62,1415.4,1371.55,1399.57,1309.53,251648,251648,20.95,1.52,1391.285,"April 02, 25",0.0152,,,,,
2025-04-01,1380.47,1402.34,1376.06,1397.44,1307.53,222752,222752,16.97,1.23,1389.0775,"April 01, 25",0.0123,,,,,
2025-03-31,1377.46,1393.84,1367.7,1383.29,1294.29,381000,381000,5.83,0.42324,1380.5725,"March 31, 25",0.0042324,,,,,
