holder,shares,dateReported,change
VANGUARD GROUP INC,261517655,2025-09-30,618408
"BlackRock, Inc.",198328901,2025-09-30,-7817779
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,123420731,2025-09-30,869980
FMR LLC,123282064,2025-09-30,-6009884
STATE STREET CORP,118286740,2025-09-30,992672
Capital Research Global Investors,68930804,2025-09-30,31613248
"GEODE CAPITAL MANAGEMENT, LLC",61001883,2025-09-30,2922040
Third Point LLC,50100000,2025-09-30,-1000000
AQR CAPITAL MANAGEMENT LLC,46590013,2025-09-30,21912919
DEUTSCHE BANK AG\,40077098,2025-09-30,-3264404
PRICE T ROWE ASSOCIATES INC /MD/,36944302,2025-09-30,-551856
AMERIPRISE FINANCIAL INC,36092371,2025-09-30,-656841
Capital International Investors,35545697,2025-09-30,-12884953
JPMORGAN CHASE & CO,33825899,2025-09-30,-23960148
"Sessa Capital IM, L.P.",24578101,2025-09-30,0
Legal & General Group Plc,23491376,2025-09-30,1110111
BANK OF AMERICA CORP /DE/,23408010,2025-09-30,1724356
CANADA PENSION PLAN INVESTMENT BOARD,21980469,2025-09-30,2168531
"Gallagher Fiduciary Advisors, LLC",20052912,2025-09-30,-507543
FRANKLIN RESOURCES INC,19815372,2025-09-30,-789947
Lombard Odier Asset Management (Europe) Ltd,19061000,2025-09-30,19061000
NORTHERN TRUST CORP,18943030,2025-09-30,540367
Pictet Asset Management Holding SA,18255489,2025-09-30,2620672
MORGAN STANLEY,16634850,2025-09-30,-1107775
Invesco Ltd.,16472400,2025-09-30,-267564
WELLINGTON MANAGEMENT GROUP LLP,15204052,2025-09-30,2640762
"Sixth Street Partners Management Company, L.P.",14809288,2025-09-30,0
UBS ASSET MANAGEMENT AMERICAS INC,14616904,2025-09-30,-2567559
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,14069364,2025-09-30,739468
PointState Capital LP,14022157,2025-09-30,353717
HSBC HOLDINGS PLC,13411335,2025-09-30,5396555
"Point72 Asset Management, L.P.",12420867,2025-09-30,-3918572
BANK OF MONTREAL /CAN/,11590259,2025-09-30,108311
BROOKFIELD Corp /ON/,11539512,2025-09-30,684899
GOLDMAN SACHS GROUP INC,11433997,2025-09-30,4892617
Bank of New York Mellon Corp,11042965,2025-09-30,9301
JENNISON ASSOCIATES LLC,10807853,2025-09-30,-461358
Squarepoint Ops LLC,10570651,2025-09-30,3316429
ATLAS Infrastructure Partners (UK) Ltd.,10195512,2025-09-30,33394
Man Group plc,9951634,2025-09-30,-1180507
BlueCrest Capital Management Ltd,9866878,2025-09-30,9866878
VAN ECK ASSOCIATES CORP,9359989,2025-09-30,3362285
BARROW HANLEY MEWHINNEY & STRAUSS LLC,9302090,2025-09-30,9302090
"LOCUST WOOD CAPITAL ADVISERS, LLC",9057078,2025-09-30,1277435
Covalis Capital LLP,8727254,2025-09-30,504071
MACQUARIE GROUP LTD,8707472,2025-09-30,1782914
Mitsubishi UFJ Trust & Banking Corp,8227934,2025-09-30,970118
"Zimmer Partners, LP",7911027,2025-09-30,-2376444
DIMENSIONAL FUND ADVISORS LP,7672781,2025-09-30,97732
BARCLAYS PLC,7610340,2025-09-30,392614
MACKENZIE FINANCIAL CORP,7438223,2025-09-30,350193
"ECP ControlCo, LLC",7124720,2025-09-30,0
"Nuveen, LLC",7043110,2025-09-30,1178898
MILLENNIUM MANAGEMENT LLC,6993174,2025-09-30,-12401803
Rokos Capital Management LLP,6829822,2025-09-30,6829822
CBRE INVESTMENT MANAGEMENT LISTED REAL ASSETS LLC,6795980,2025-09-30,934019
ALLIANCEBERNSTEIN L.P.,6784364,2025-09-30,3788058
"Clearbridge Investments, LLC",6705145,2025-09-30,554158
"COHEN & STEERS, INC.",6388494,2025-09-30,54861
"DME Capital Management, LP",6380853,2025-09-30,6380853
Swiss National Bank,6335100,2025-09-30,-317500
"Owl Creek Asset Management, L.P.",6105073,2025-09-30,3555699
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,5906313,2025-09-30,-452469
"Empyrean Capital Partners, LP",5900000,2025-09-30,1800000
"Sumitomo Mitsui Trust Holdings, Inc.",5742263,2025-09-30,-57690
UBS Group AG,5637097,2025-09-30,-3867902
CITADEL ADVISORS LLC,5298616,2025-09-30,-9950954
LOS ANGELES CAPITAL MANAGEMENT LLC,5205874,2025-09-30,4462132
CITIGROUP INC,5203484,2025-09-30,-195364
FIRST TRUST ADVISORS LP,4872888,2025-09-30,877148
Freestone Grove Partners LP,4813924,2025-09-30,3601848
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,4798784,2025-09-30,576761
WELLS FARGO & COMPANY/MN,4717061,2025-09-30,2244079
Amundi,4663850,2025-09-30,-889208
Silver Point Capital L.P.,4551000,2025-09-30,-836000
abrdn plc,4532923,2025-09-30,178423
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",4379797,2025-09-30,177982
RHUMBLINE ADVISERS,4375346,2025-09-30,-122101
DUFF & PHELPS INVESTMENT MANAGEMENT CO,4350186,2025-09-30,-808743
"Ensign Peak Advisors, Inc",4105965,2025-09-30,-259204
"BNP PARIBAS ARBITRAGE, SNC",3636523,2025-09-30,-634375
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",3537756,2025-09-30,43245
GREAT WEST LIFE ASSURANCE CO /CAN/,3453439,2025-09-30,104677
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,3394356,2025-09-30,-272117
"JANE STREET GROUP, LLC",3324280,2025-09-30,473522
National Pension Service,3209595,2025-09-30,159698
"Russell Investments Group, Ltd.",3177010,2025-09-30,1505599
LPL Financial LLC,3163544,2025-09-30,70925
PRINCIPAL FINANCIAL GROUP INC,2988885,2025-09-30,-7618
"CADEN CAPITAL PARTNERS, LP",2652333,2025-09-30,0
MANGROVE PARTNERS,2596895,2025-09-30,2596895
UniSuper Management Pty Ltd,2549519,2025-09-30,29957
Capitolis Liquid Global Markets LLC,2498900,2025-09-30,-2118000
NEW YORK STATE COMMON RETIREMENT FUND,2468629,2025-09-30,192321
"IEQ CAPITAL, LLC",2465159,2025-09-30,1947922
Sourcerock Group LLC,2451957,2025-09-30,167083
INTECH INVESTMENT MANAGEMENT LLC,2388466,2025-09-30,1541324
NOMURA HOLDINGS INC,2364046,2025-09-30,-421816
Neuberger Berman Group LLC,2334415,2025-09-30,56731
"NATIXIS ADVISORS, L.P.",2301797,2025-09-30,586608
Maryland State Retirement & Pension System,2147028,2025-09-30,59949
Philosophy Capital Management LLC,2128052,2025-09-30,200856
"Kovitz Investment Group Partners, LLC",2085460,2025-09-30,10514
Cerity Partners LLC,2033329,2025-09-30,621501
Andra AP-fonden,2007119,2025-09-30,-67300
"ADAGE CAPITAL PARTNERS GP, L.L.C.",2000800,2025-09-30,-12100
"Electron Capital Partners, LLC",1990264,2025-09-30,72233
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,1986836,2025-09-30,-4284
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,1986519,2025-09-30,-15691
Korea Investment CORP,1974778,2025-09-30,185145
GROUPAMA ASSET MANAGMENT,1953400,2025-09-30,-77645
WORLDQUANT MILLENNIUM ADVISORS LLC,1932991,2025-09-30,1626446
