holder,shares,dateReported,change
"Insight Wealth Strategies, LLC",0,2025-12-31,-25271
VANGUARD GROUP INC,18912182,2025-09-30,150045
"BlackRock, Inc.",15000115,2025-09-30,-924193
STATE STREET CORP,6562993,2025-09-30,-415487
MORGAN STANLEY,6514217,2025-09-30,469950
"GEODE CAPITAL MANAGEMENT, LLC",3768893,2025-09-30,-10327
"WCM INVESTMENT MANAGEMENT, LLC",3736821,2025-09-30,66144
AMERIPRISE FINANCIAL INC,3532548,2025-09-30,1128646
JPMORGAN CHASE & CO,2896867,2025-09-30,53811
FMR LLC,2811268,2025-09-30,1906618
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",2765293,2025-09-30,2148
PRICE T ROWE ASSOCIATES INC /MD/,2497047,2025-09-30,-107682
"TWO SIGMA ADVISERS, LP",2145000,2025-09-30,1354300
Invesco Ltd.,2022060,2025-09-30,-391862
"D. E. Shaw & Co., Inc.",1853887,2025-09-30,1853887
CANADA PENSION PLAN INVESTMENT BOARD,1766781,2025-09-30,564815
"TWO SIGMA INVESTMENTS, LP",1631100,2025-09-30,814360
Qube Research & Technologies Ltd,1583078,2025-09-30,709452
NORTHERN TRUST CORP,1558815,2025-09-30,94776
Neuberger Berman Group LLC,1509038,2025-09-30,-222746
AQR CAPITAL MANAGEMENT LLC,1374926,2025-09-30,157901
GOLDMAN SACHS GROUP INC,1332117,2025-09-30,528607
Amundi,1271759,2025-09-30,115933
UBS Group AG,1259460,2025-09-30,379926
JANUS HENDERSON GROUP PLC,1219135,2025-09-30,-2384600
UBS ASSET MANAGEMENT AMERICAS INC,1210251,2025-09-30,-259739
BANK OF AMERICA CORP /DE/,1100054,2025-09-30,-31793
DIMENSIONAL FUND ADVISORS LP,1089598,2025-09-30,10812
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1017152,2025-09-30,22923
"BNP PARIBAS ARBITRAGE, SNC",894243,2025-09-30,411349
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",893077,2025-09-30,296083
"FEDERATED HERMES, INC.",844794,2025-09-30,-64724
ROYAL BANK OF CANADA,833588,2025-09-30,123371
Legal & General Group Plc,823200,2025-09-30,-81325
HSBC HOLDINGS PLC,795150,2025-09-30,-9728
Bank of New York Mellon Corp,772977,2025-09-30,-71131
RENAISSANCE TECHNOLOGIES LLC,760900,2025-09-30,-108800
WORLDQUANT MILLENNIUM ADVISORS LLC,757104,2025-09-30,428793
"Pacer Advisors, Inc.",752624,2025-09-30,110976
DEUTSCHE BANK AG\,737768,2025-09-30,-423192
VICTORY CAPITAL MANAGEMENT INC,735452,2025-09-30,559757
Man Group plc,735396,2025-09-30,169039
"GOODNOW INVESTMENT GROUP, LLC",729084,2025-09-30,32470
MILLENNIUM MANAGEMENT LLC,689503,2025-09-30,178701
"Douglas Lane & Associates, LLC",668472,2025-09-30,-22113
BARCLAYS PLC,571176,2025-09-30,-74199
"Nuveen, LLC",561340,2025-09-30,28897
FIRST TRUST ADVISORS LP,553710,2025-09-30,-25701
"Bridgewater Associates, LP",514238,2025-09-30,107706
"Keenan Capital, LLC",493531,2025-09-30,25000
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,455807,2025-09-30,-206541
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,432317,2025-09-30,-104333
"JANE STREET GROUP, LLC",427637,2025-09-30,179593
Swiss National Bank,410700,2025-09-30,-17200
"Sumitomo Mitsui Trust Holdings, Inc.",384550,2025-09-30,7360
Andra AP-fonden,380210,2025-09-30,-1100
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",377385,2025-09-30,67051
VIRGINIA RETIREMENT SYSTEMS ET AL,376500,2025-09-30,-74200
ENVESTNET ASSET MANAGEMENT INC,373675,2025-09-30,-85737
CAPITAL FUND MANAGEMENT S.A.,371963,2025-09-30,333963
"Russell Investments Group, Ltd.",365156,2025-09-30,81200
ACADIAN ASSET MANAGEMENT LLC,354154,2025-09-30,352458
Assenagon Asset Management S.A.,354100,2025-09-30,-244023
CITADEL ADVISORS LLC,339065,2025-09-30,119996
WELLINGTON MANAGEMENT GROUP LLP,317150,2025-09-30,-2673454
Mitsubishi UFJ Trust & Banking Corp,307884,2025-09-30,17985
Boston Trust Walden Corp,305224,2025-09-30,305224
GREAT WEST LIFE ASSURANCE CO /CAN/,302212,2025-09-30,-2960
RHUMBLINE ADVISERS,298655,2025-09-30,-1675
National Pension Service,288941,2025-09-30,17032
Trexquant Investment LP,288337,2025-09-30,218281
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",283532,2025-09-30,6274
TUDOR INVESTMENT CORP ET AL,277950,2025-09-30,230069
Engineers Gate Manager LP,275826,2025-09-30,148858
Squarepoint Ops LLC,271531,2025-09-30,113782
TD ASSET MANAGEMENT INC,260682,2025-09-30,39626
RIVERBRIDGE PARTNERS LLC,253371,2025-09-30,-19218
FRANKLIN RESOURCES INC,247087,2025-09-30,-87230
OSSIAM,246284,2025-09-30,53212
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,241520,2025-09-30,-7029
CONGRESS ASSET MANAGEMENT CO /MA,237379,2025-09-30,-172459
Allianz Asset Management GmbH,236837,2025-09-30,-137342
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,232504,2025-09-30,1438
Vinva Investment Management Ltd,230073,2025-09-30,71838
"Connor, Clark & Lunn Investment Management Ltd.",223453,2025-09-30,223453
INTECH INVESTMENT MANAGEMENT LLC,217222,2025-09-30,27035
Fiera Capital Corp,211155,2025-09-30,-46480
CITIGROUP INC,190333,2025-09-30,-20149
ING GROEP NV,188198,2025-09-30,28149
APG Asset Management N.V.,188117,2025-09-30,-3900
"Susquehanna Portfolio Strategies, LLC",184922,2025-09-30,184922
DIAMOND HILL CAPITAL MANAGEMENT INC,184094,2025-09-30,34138
NATIXIS,181429,2025-09-30,156248
PRINCIPAL FINANCIAL GROUP INC,178769,2025-09-30,-14142
RAYMOND JAMES FINANCIAL INC,178238,2025-09-30,-9132
SEI INVESTMENTS CO,176181,2025-09-30,-1320
VOYA INVESTMENT MANAGEMENT LLC,165858,2025-09-30,-872433
"Epoch Investment Partners, Inc.",165434,2025-09-30,163874
NEW YORK STATE COMMON RETIREMENT FUND,158112,2025-09-30,0
Treasurer of the State of North Carolina,153112,2025-09-30,-2481
AMERICAN CENTURY COMPANIES INC,151432,2025-09-30,85733
ALLIANCEBERNSTEIN L.P.,151018,2025-09-30,-34859
"Freshford Capital Management, LLC",150928,2025-09-30,8813
"SG Americas Securities, LLC",140542,2025-09-30,48353
"Gotham Asset Management, LLC",138891,2025-09-30,91884
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,130772,2025-09-30,-10237
Achmea Investment Management B.V.,127866,2025-09-30,-606
Korea Investment CORP,127260,2025-09-30,2700
"ADAGE CAPITAL PARTNERS GP, L.L.C.",126000,2025-09-30,20500
DANSKE BANK A/S,125219,2025-09-30,33490
Swedbank AB,120943,2025-09-30,-472
Universal- Beteiligungs- und Servicegesellschaft mbH,119491,2025-09-30,-6726
SCHRODER INVESTMENT MANAGEMENT GROUP,117217,2025-09-30,739
AVIVA PLC,112752,2025-09-30,7079
"Rakuten Investment Management, Inc.",112728,2025-09-30,112728
Distillate Capital Partners LLC,112037,2025-09-30,36834
Zurcher Kantonalbank (Zurich Cantonalbank),111135,2025-09-30,75322
"NATIXIS ADVISORS, L.P.",109799,2025-09-30,-57808
PANAGORA ASSET MANAGEMENT INC,106113,2025-09-30,-117480
"CORSAIR CAPITAL MANAGEMENT, L.P.",105657,2025-09-30,-78905
"Sea Cliff Partners Management, LP",105000,2025-09-30,13005
"Empowered Funds, LLC",102562,2025-09-30,60514
MACKENZIE FINANCIAL CORP,102289,2025-09-30,11000
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,101798,2025-09-30,2454
BNP Paribas Asset Management Holding S.A.,99197,2025-09-30,16700
HRT FINANCIAL LP,95359,2025-09-30,52546
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,93774,2025-09-30,82974
STATE OF WISCONSIN INVESTMENT BOARD,92616,2025-09-30,-5374
ROYAL LONDON ASSET MANAGEMENT LTD,92562,2025-09-30,-371
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,91784,2025-09-30,-9661
WELLS FARGO & COMPANY/MN,88772,2025-09-30,2949
TORONTO DOMINION BANK,85685,2025-09-30,-2514
NATIONAL BANK OF CANADA /FI/,85667,2025-09-30,-37668
abrdn plc,84605,2025-09-30,-22166
"Diversified Investment Strategies, LLC",83025,2025-09-30,950
Pictet Asset Management Holding SA,81859,2025-09-30,7190
"Jump Financial, LLC",80926,2025-09-30,-19206
ALTA CAPITAL MANAGEMENT LLC/,79366,2025-09-30,-3750
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,78991,2025-09-30,3186
Verition Fund Management LLC,77961,2025-09-30,55041
PRUDENTIAL FINANCIAL INC,77117,2025-09-30,-5036
BANK OF MONTREAL /CAN/,76593,2025-09-30,7974
Y-Intercept (Hong Kong) Ltd,76199,2025-09-30,45190
FCF Advisors LLC,73154,2025-09-30,-1252
"Livforsakringsbolaget Skandia, Omsesidigt",71200,2025-09-30,1900
"Chevy Chase Trust Holdings, LLC",70750,2025-09-30,-4604
GDS Wealth Management,68577,2025-09-30,8637
"Resona Asset Management Co.,Ltd.",67804,2025-09-30,-974
Skandinaviska Enskilda Banken AB (publ),66629,2025-09-30,-1961
TEACHER RETIREMENT SYSTEM OF TEXAS,66435,2025-09-30,-62120
"Asset Management One Co., Ltd.",63676,2025-09-30,-468
Vestcor Inc,62715,2025-09-30,-7762
AXA Investment Managers S.A.,61993,2025-09-30,61993
LPL Financial LLC,61343,2025-09-30,-17012
"Ensign Peak Advisors, Inc",61271,2025-09-30,-16150
Robeco Schweiz AG,60000,2025-09-30,9300
"JACOBS LEVY EQUITY MANAGEMENT, INC",58601,2025-09-30,12732
"HANTZ FINANCIAL SERVICES, INC.",57330,2025-09-30,-9647
"Hedeker Wealth, LLC",57206,2025-09-30,1729
"Dai-Ichi Life Insurance Company, Ltd",56644,2025-09-30,8176
TWINBEECH CAPITAL LP,55996,2025-09-30,52573
Rathbones Group PLC,55440,2025-09-30,7724
NOMURA ASSET MANAGEMENT CO LTD,55240,2025-09-30,-31408
"Edgestream Partners, L.P.",54029,2025-09-30,-30000
Robeco Institutional Asset Management B.V.,53149,2025-09-30,-40879
Mn Services Vermogensbeheer B.V.,52800,2025-09-30,0
"Crescent Park Management, L.P.",52417,2025-09-30,-2510
"Rafferty Asset Management, LLC",52137,2025-09-30,-288
La Banque Postale Asset Management SA,51672,2025-09-30,-5047
KLP KAPITALFORVALTNING AS,50500,2025-09-30,-99900
"ADVISOR GROUP HOLDINGS, INC.",49808,2025-09-30,33405
PRUDENTIAL PLC,48081,2025-09-30,10436
State of New Jersey Common Pension Fund D,47073,2025-09-30,262
US BANCORP \DE\,46943,2025-09-30,-3455
Schonfeld Strategic Advisors LLC,46749,2025-09-30,35542
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",46391,2025-09-30,-86256
COMMERCE BANK,46186,2025-09-30,4124
Brevan Howard Capital Management LP,44467,2025-09-30,10782
Railway Pension Investments Ltd,44100,2025-09-30,23300
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",43737,2025-09-30,-15592
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",42527,2025-09-30,3161
Handelsbanken Fonder AB,42500,2025-09-30,8200
Arizona State Retirement System,41962,2025-09-30,646
Lansforsakringar Fondforvaltning AB (publ),41861,2025-09-30,0
"PineBridge Investments, L.P.",41632,2025-09-30,-72781
Harel Insurance Investments & Financial Services Ltd.,41430,2025-09-30,-2112
Candriam S.C.A.,41350,2025-09-30,-15111
INGALLS & SNYDER LLC,40857,2025-09-30,1414
"MetLife Investment Management, LLC",40839,2025-09-30,-1639
Ilmarinen Mutual Pension Insurance Co,40333,2025-09-30,9333
"Strategic Global Advisors, LLC",40057,2025-09-30,-671
DekaBank Deutsche Girozentrale,39722,2025-09-30,0
Illinois Municipal Retirement Fund,39241,2025-09-30,2637
"State of Alaska, Department of Revenue",39087,2025-09-30,-1093
STIFEL FINANCIAL CORP,38491,2025-09-30,-9744
Daiwa Securities Group Inc.,38070,2025-09-30,-5099
"Lifeworks Advisors, LLC",37837,2025-09-30,4137
"Financial Advisors Network, Inc.",37429,2025-09-30,1685
ProShare Advisors LLC,37423,2025-09-30,-1141
STATE OF MICHIGAN RETIREMENT SYSTEM,37400,2025-09-30,-1300
SOROS CAPITAL MANAGEMENT LLC,37222,2025-09-30,8118
"Kovitz Investment Group Partners, LLC",36415,2025-09-30,5205
IFM Investors Pty Ltd,36312,2025-09-30,-1894
Raiffeisen Bank International AG,35760,2025-09-30,-44343
KENNEDY CAPITAL MANAGEMENT LLC,35378,2025-09-30,6543
Czech National Bank,35164,2025-09-30,335
UniSuper Management Pty Ltd,35155,2025-09-30,1725
Ararat Capital Management LP,35027,2025-09-30,-7627
"State of Tennessee, Treasury Department",34920,2025-09-30,-18800
