date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,paymentDate,recordDate,dividend,declarationDate
2024-05-14,82.41,84.47,82.07,84.15,83.5,926909,926909,1.74,2.11,83.275,"May 14, 24",0.0211,,,,,
2024-05-13,82.14,82.75,80.55,81.97,81.33,1418015,1418015,-0.17,-0.20696,81.8525,"May 13, 24",-0.0020696,,,,,
2024-05-10,79.61,81.09,79.47,80.91,80.28,1463839,1463839,1.3,1.63,80.27,"May 10, 24",0.0163,0.08,2024-05-24,2024-05-13,0.08,2024-05-01
2024-05-09,77.24,79.79,76.61,79.63,78.93,816100,816100,2.39,3.09,78.3175,"May 09, 24",0.0309,,,,,
2024-05-08,77.53,77.7,76.57,77.05,76.37,838300,838300,-0.48,-0.61912,77.2125,"May 08, 24",-0.0061912,,,,,
2024-05-07,76.87,77.59,75.85,77.46,76.78,1007600,1007600,0.59,0.76753,76.9425,"May 07, 24",0.0076753,,,,,
2024-05-06,77.48,77.72,75.2,76.06,75.39,1090400,1090400,-1.42,-1.83,76.615,"May 06, 24",-0.0183,,,,,
2024-05-03,76.89,77.98,76.18,77.29,76.61,1509900,1509900,0.4,0.52022,77.085,"May 03, 24",0.0052022,,,,,
2024-05-02,74.45,76.31,73.08,75.6,74.94,2256000,2256000,1.15,1.54,74.86,"May 02, 24",0.0154,,,,,
2024-05-01,70.54,76.68,70.01,73.46,72.81,3117232,3117232,2.92,4.14,72.6725,"May 01, 24",0.0414,,,,,
2024-04-30,63.83,64.78,63.16,63.21,62.65,1329624,1329624,-0.62,-0.97133,63.745,"April 30, 24",-0.0097133,,,,,
2024-04-29,64.39,66.63,64.28,64.51,63.94,1604634,1604634,0.12,0.18636,64.9525,"April 29, 24",0.0018636,,,,,
2024-04-26,62.83,64.36,62.4,64.06,63.5,973800,973800,1.23,1.96,63.4125,"April 26, 24",0.0196,,,,,
2024-04-25,63.21,63.31,61.79,62.66,62.11,965800,965800,-0.55,-0.87012,62.7425,"April 25, 24",-0.0087012,,,,,
2024-04-24,63.22,63.95,62.61,63.52,62.96,984815,984815,0.3,0.47453,63.325,"April 24, 24",0.0047453,,,,,
2024-04-23,64,64.58,63.56,63.69,63.13,1217200,1217200,-0.31,-0.48438,63.9575,"April 23, 24",-0.0048438,,,,,
2024-04-22,62.54,63.39,61.82,62.8,62.25,829547,829547,0.26,0.41573,62.6375,"April 22, 24",0.0041573,,,,,
2024-04-19,62.45,62.96,61.94,62.12,61.57,909608,909608,-0.33,-0.52842,62.3675,"April 19, 24",-0.0052842,,,,,
2024-04-18,61.61,62.43,61.16,62.21,61.66,1174700,1174700,0.6,0.97387,61.8525,"April 18, 24",0.0097387,,,,,
2024-04-17,64.54,64.81,62.7,62.73,62.18,903000,903000,-1.81,-2.8,63.695,"April 17, 24",-0.028,,,,,
2024-04-16,65.29,65.29,63.65,64.01,63.45,1616348,1616348,-1.28,-1.96,64.56,"April 16, 24",-0.0196,,,,,
2024-04-15,67.26,67.46,65.1,65.52,64.94,735418,735418,-1.74,-2.59,66.335,"April 15, 24",-0.0259,,,,,
2024-04-12,68.09,68.52,66.28,66.73,66.14,703423,703423,-1.36,-2,67.405,"April 12, 24",-0.02,,,,,
2024-04-11,70.68,70.83,68.74,68.81,68.21,1101000,1101000,-1.87,-2.65,69.765,"April 11, 24",-0.0265,,,,,
2024-04-10,69.58,70.17,69.25,69.51,68.9,843726,843726,-0.07,-0.1006,69.6275,"April 10, 24",-0.001006,,,,,
2024-04-09,68.76,71.27,68.73,71.23,70.6,1175100,1175100,2.47,3.59,69.9975,"April 09, 24",0.0359,,,,,
2024-04-08,67.26,68.86,66.74,68.22,67.62,1008251,1008251,0.96,1.43,67.77,"April 08, 24",0.0143,,,,,
2024-04-05,67.02,68.36,66.85,66.99,66.4,1053200,1053200,-0.03,-0.04476276,67.305,"April 05, 24",-0.0004476276,,,,,
2024-04-04,68.49,68.87,66.77,67.05,66.46,858803,858803,-1.44,-2.1,67.795,"April 04, 24",-0.021,,,,,
2024-04-03,68.29,68.88,67.41,67.87,67.27,810500,810500,-0.42,-0.61502,68.1125,"April 03, 24",-0.0061502,,,,,
2024-04-02,68.9,68.98,67.34,68.76,68.16,689314,689314,-0.14,-0.20319,68.495,"April 02, 24",-0.0020319,,,,,
2024-04-01,70.75,70.82,68.61,69.41,68.8,772939,772939,-1.34,-1.89,69.8975,"April 01, 24",-0.0189,,,,,
2024-03-28,69.89,70.77,69.28,70.39,69.77,1180000,1180000,0.5,0.71541,70.0825,"March 28, 24",0.0071541,,,,,
2024-03-27,69.08,69.79,68,69.42,68.81,971600,971600,0.34,0.49218,69.0725,"March 27, 24",0.0049218,,,,,
2024-03-26,69.36,69.49,68.3,68.4,67.8,1465106,1465106,-0.96,-1.38,68.8875,"March 26, 24",-0.0138,,,,,
2024-03-25,71.73,71.75,69.08,69.22,68.61,1136300,1136300,-2.51,-3.5,70.445,"March 25, 24",-0.035,,,,,
2024-03-22,72.38,72.46,70.65,71.5,70.87,975518,975518,-0.88,-1.22,71.7475,"March 22, 24",-0.0122,,,,,
2024-03-21,72.75,72.78,71.81,72.33,71.69,821923,821923,-0.42,-0.57732,72.4175,"March 21, 24",-0.0057732,,,,,
2024-03-20,70.84,71.95,70.72,71.88,71.25,1190446,1190446,1.04,1.47,71.3475,"March 20, 24",0.0147,,,,,
2024-03-19,71.88,72.41,70.04,70.76,70.14,1041638,1041638,-1.12,-1.56,71.2725,"March 19, 24",-0.0156,,,,,
2024-03-18,72.48,72.87,71.04,71.88,71.25,1004049,1004049,-0.6,-0.82781,72.0675,"March 18, 24",-0.0082781,,,,,
2024-03-15,70.11,72.84,70.11,72.52,71.88,1749508,1749508,2.41,3.44,71.395,"March 15, 24",0.0344,,,,,
2024-03-14,72.19,72.39,69.7,71.22,70.59,1380400,1380400,-0.97,-1.34,71.375,"March 14, 24",-0.0134,,,,,
2024-03-13,74,74.68,72.01,72.49,71.85,995800,995800,-1.51,-2.04,73.295,"March 13, 24",-0.0204,,,,,
2024-03-12,75.07,75.67,73.22,74.12,73.47,1105200,1105200,-0.95,-1.27,74.52,"March 12, 24",-0.0127,,,,,
2024-03-11,76.78,77.41,74.69,75.13,74.47,1192602,1192602,-1.65,-2.15,76.0025,"March 11, 24",-0.0215,,,,,
2024-03-08,77.18,78.75,76.88,77.09,76.41,1513113,1513113,-0.09,-0.11661,77.475,"March 08, 24",-0.0011661,,,,,
2024-03-07,75.08,77.34,74.98,76.94,76.26,1418200,1418200,1.86,2.48,76.085,"March 07, 24",0.0248,,,,,
2024-03-06,73.43,76.06,71.64,74.68,74.02,1212700,1212700,1.25,1.7,73.9525,"March 06, 24",0.017,,,,,
2024-03-05,74.36,74.99,72.9,73.4,72.75,769400,769400,-0.96,-1.29,73.9125,"March 05, 24",-0.0129,,,,,
2024-03-04,74.39,75.07,73.67,74.88,74.22,707228,707228,0.49,0.65869,74.5025,"March 04, 24",0.0065869,,,,,
2024-03-01,73.48,74.58,72.1,74.38,73.73,1117214,1117214,0.9,1.22,73.635,"March 01, 24",0.0122,,,,,
2024-02-29,75,75.6,73.54,73.57,72.92,1241420,1241420,-1.43,-1.91,74.4275,"February 29, 24",-0.0191,,,,,
2024-02-28,72.72,74.43,72.55,74.39,73.74,1191471,1191471,1.67,2.3,73.5225,"February 28, 24",0.023,,,,,
2024-02-27,72.16,73.41,71.57,73.21,72.57,1156003,1156003,1.05,1.46,72.5875,"February 27, 24",0.0146,,,,,
2024-02-26,71.77,72.19,71.15,71.91,71.28,581214,581214,0.14,0.19507,71.755,"February 26, 24",0.0019507,,,,,
2024-02-23,72.07,72.57,71.16,71.62,70.99,479600,479600,-0.45,-0.62439,71.855,"February 23, 24",-0.0062439,,,,,
2024-02-22,71.65,72.55,70.98,71.76,71.13,801031,801031,0.11,0.15352,71.735,"February 22, 24",0.0015352,,,,,
2024-02-21,70,71.99,69.62,71.72,71.09,1373900,1373900,1.72,2.46,70.8325,"February 21, 24",0.0246,,,,,
2024-02-20,70.35,70.77,69.91,70.33,69.71,632240,632240,-0.02,-0.02842928,70.34,"February 20, 24",-0.0002842928,,,,,
2024-02-16,70.59,72.82,70.09,71.61,70.98,1048600,1048600,1.02,1.44,71.2775,"February 16, 24",0.0144,,,,,
2024-02-15,70.5,71.96,70.38,71.26,70.63,1109700,1109700,0.76,1.08,71.025,"February 15, 24",0.0108,,,,,
2024-02-14,68.41,70.22,67.63,70.12,69.5,1036506,1036506,1.71,2.5,69.095,"February 14, 24",0.025,,,,,
2024-02-13,68.2,68.84,66.35,67.52,66.93,1029930,1029930,-0.68,-0.99707,67.7275,"February 13, 24",-0.0099707,,,,,
2024-02-12,68.1,70.27,67.28,69.95,69.34,1277511,1277511,1.85,2.72,68.9,"February 12, 24",0.0272,,,,,
2024-02-09,67.9,68.19,66.79,67.95,67.35,908300,908300,0.05,0.0736377,67.7075,"February 09, 24",0.000736377,0.08,2024-02-26,2024-02-12,0.08,2024-02-01
2024-02-08,66.69,68.29,66.36,67.98,67.3,971437,971437,1.29,1.93,67.33,"February 08, 24",0.0193,,,,,
2024-02-07,67.77,67.8,66,66.36,65.7,942504,942504,-1.41,-2.08,66.9825,"February 07, 24",-0.0208,,,,,
2024-02-06,66.67,67.6,65.94,67.37,66.7,1017800,1017800,0.7,1.05,66.895,"February 06, 24",0.0105,,,,,
2024-02-05,65.91,68.01,65.35,66.77,66.1,1946000,1946000,0.86,1.3,66.51,"February 05, 24",0.013,,,,,
2024-02-02,66.68,67.78,64.97,65.98,65.32,1745415,1745415,-0.7,-1.05,66.3525,"February 02, 24",-0.0105,,,,,
2024-02-01,67.1,69.45,65.22,68.54,67.85,2507046,2507046,1.44,2.15,67.5775,"February 01, 24",0.0215,,,,,
2024-01-31,72.71,72.72,70.07,70.32,69.62,1434429,1434429,-2.39,-3.29,71.455,"January 31, 24",-0.0329,,,,,
2024-01-30,72.86,74,72.47,72.71,71.98,1131200,1131200,-0.15,-0.20587,73.01,"January 30, 24",-0.0020587,,,,,
2024-01-29,72.19,73.09,71.47,72.78,72.05,1080548,1080548,0.59,0.81729,72.3825,"January 29, 24",0.0081729,,,,,
2024-01-26,72.6,73.75,72.4,72.63,71.9,1070600,1070600,0.03,0.04132231,72.845,"January 26, 24",0.0004132231,,,,,
2024-01-25,72.23,72.23,70.53,71.12,70.41,560904,560904,-1.11,-1.54,71.5275,"January 25, 24",-0.0154,,,,,
2024-01-24,72.98,73.41,70.84,71.06,70.35,565500,565500,-1.92,-2.63,72.0725,"January 24, 24",-0.0263,,,,,
2024-01-23,72.43,72.65,70.97,72.48,71.76,534800,534800,0.05,0.06903217,72.1325,"January 23, 24",0.0006903217,,,,,
2024-01-22,70.94,72.61,70.36,72.02,71.3,660100,660100,1.08,1.52,71.4825,"January 22, 24",0.0152,,,,,
2024-01-19,70.24,70.71,68.43,70.32,69.62,2113911,2113911,0.08,0.1139,69.925,"January 19, 24",0.001139,,,,,
2024-01-18,69.99,70.24,69.27,69.86,69.16,914200,914200,-0.13,-0.18574,69.84,"January 18, 24",-0.0018574,,,,,
2024-01-17,70.41,71.34,69.3,69.84,69.14,966100,966100,-0.57,-0.80954,70.2225,"January 17, 24",-0.0080954,,,,,
2024-01-16,71.15,72.46,70.7,71.43,70.72,1100500,1100500,0.28,0.39353,71.435,"January 16, 24",0.0039353,,,,,
2024-01-12,73.73,74.25,72.06,72.17,71.45,575317,575317,-1.56,-2.12,73.0525,"January 12, 24",-0.0212,,,,,
2024-01-11,73.24,73.64,71.97,73.14,72.41,725700,725700,-0.1,-0.13654,72.9975,"January 11, 24",-0.0013654,,,,,
2024-01-10,72,73.53,70.75,73.15,72.42,903421,903421,1.15,1.6,72.3575,"January 10, 24",0.016,,,,,
2024-01-09,72.13,74.39,71.79,71.99,71.27,741200,741200,-0.14,-0.19409,72.575,"January 09, 24",-0.0019409,,,,,
2024-01-08,71.19,73.26,70.49,72.91,72.18,1234129,1234129,1.72,2.42,71.9625,"January 08, 24",0.0242,,,,,
2024-01-05,71.96,72.86,71.05,71.09,70.38,1090123,1090123,-0.87,-1.21,71.74,"January 05, 24",-0.0121,,,,,
2024-01-04,72.14,72.47,71.72,72.42,71.7,1572400,1572400,0.28,0.38813,72.1875,"January 04, 24",0.0038813,,,,,
2024-01-03,76.48,76.51,71.85,72.14,71.42,1176400,1176400,-4.34,-5.67,74.245,"January 03, 24",-0.0567,,,,,
2024-01-02,76.38,77.89,75.36,76.71,75.94,838700,838700,0.33,0.43205,76.585,"January 02, 24",0.0043205,,,,,
2023-12-29,77.62,78.27,76.78,77.16,76.39,592900,592900,-0.46,-0.59263,77.4575,"December 29, 23",-0.0059263,,,,,
2023-12-28,78.31,78.74,78.07,78.22,77.44,460109,460109,-0.09,-0.11493,78.335,"December 28, 23",-0.0011493,,,,,
2023-12-27,77.6,78.5,77.6,78.18,77.4,457337,457337,0.58,0.74742,77.97,"December 27, 23",0.0074742,,,,,
2023-12-26,77.66,78.2,77.08,77.94,77.16,439600,439600,0.28,0.36055,77.72,"December 26, 23",0.0036055,,,,,
2023-12-22,78.38,78.64,77.06,77.52,76.74,642812,642812,-0.86,-1.1,77.9,"December 22, 23",-0.011,,,,,
2023-12-21,76.78,78.28,76.47,77.72,76.94,1016000,1016000,0.94,1.22,77.3125,"December 21, 23",0.0122,,,,,
2023-12-20,77.42,77.94,75.81,75.86,75.1,574700,574700,-1.56,-2.01,76.7575,"December 20, 23",-0.0201,,,,,
2023-12-19,76.8,77.65,76.27,77.42,76.65,848500,848500,0.62,0.80729,77.035,"December 19, 23",0.0080729,,,,,
2023-12-18,76.48,76.8,75.45,76.02,75.26,1139500,1139500,-0.46,-0.60146,76.1875,"December 18, 23",-0.0060146,,,,,
2023-12-15,74.92,76.44,73.83,75.99,75.23,2971735,2971735,1.07,1.43,75.295,"December 15, 23",0.0143,,,,,
2023-12-14,75.67,76.77,74.2,75.04,74.29,2626700,2626700,-0.63,-0.83256,75.42,"December 14, 23",-0.0083256,,,,,
2023-12-13,69.24,74.19,68.91,74,73.26,1368900,1368900,4.76,6.87,71.585,"December 13, 23",0.0687,,,,,
2023-12-12,69.09,70.14,68.39,69.2,68.51,1770844,1770844,0.11,0.15921,69.205,"December 12, 23",0.0015921,,,,,
2023-12-11,68.61,69.33,68.31,69,68.31,1162346,1162346,0.39,0.56843,68.8125,"December 11, 23",0.0056843,,,,,
2023-12-08,68.05,69.49,67.71,68.31,67.63,1229200,1229200,0.26,0.38207,68.39,"December 08, 23",0.0038207,,,,,
2023-12-07,66.25,68.13,66.05,68.05,67.37,1023212,1023212,1.8,2.72,67.12,"December 07, 23",0.0272,,,,,
2023-12-06,65.07,66.44,64.82,66.04,65.38,1145800,1145800,0.97,1.49,65.5925,"December 06, 23",0.0149,,,,,
2023-12-05,64.88,65.27,63.52,64.38,63.74,926221,926221,-0.5,-0.77065,64.5125,"December 05, 23",-0.0077065,,,,,
2023-12-04,64.07,65.8,63.72,65.3,64.65,1076441,1076441,1.23,1.92,64.7225,"December 04, 23",0.0192,,,,,
2023-12-01,62.62,64.63,62.38,64.57,63.92,1189400,1189400,1.95,3.11,63.55,"December 01, 23",0.0311,,,,,
2023-11-30,63.54,63.96,61.91,62.9,62.27,1453540,1453540,-0.64,-1.01,63.0775,"November 30, 23",-0.0101,,,,,
2023-11-29,62.1,63.42,62.1,63.12,62.49,1192209,1192209,1.02,1.64,62.685,"November 29, 23",0.0164,,,,,
2023-11-28,62.22,62.57,61.23,61.66,61.04,727000,727000,-0.56,-0.90003,61.92,"November 28, 23",-0.0090003,,,,,
2023-11-27,63.75,63.94,62.18,62.26,61.64,809804,809804,-1.49,-2.34,63.0325,"November 27, 23",-0.0234,,,,,
2023-11-24,63.17,64.38,63.06,64.01,63.37,414100,414100,0.84,1.33,63.655,"November 24, 23",0.0133,,,,,
2023-11-22,64.21,64.83,63.54,63.58,62.94,850729,850729,-0.63,-0.98116,64.04,"November 22, 23",-0.0098116,,,,,
2023-11-21,63.97,65.2,63.42,63.52,62.88,1808968,1808968,-0.45,-0.70345,64.0275,"November 21, 23",-0.0070345,,,,,
2023-11-20,61.11,63.7,61.11,63.59,62.95,1834341,1834341,2.48,4.06,62.3775,"November 20, 23",0.0406,,,,,
2023-11-17,61.73,62.28,60.53,61.05,60.44,1057525,1057525,-0.68,-1.1,61.3975,"November 17, 23",-0.011,,,,,
2023-11-16,60.91,61.5,60.57,60.9,60.29,879200,879200,-0.01,-0.01641767,60.97,"November 16, 23",-0.0001641767,,,,,
2023-11-15,60.06,62.41,60.04,60.89,60.28,1112034,1112034,0.83,1.38,60.85,"November 15, 23",0.0138,,,,,
2023-11-14,59.27,60.67,58.99,60.36,59.76,1173500,1173500,1.09,1.84,59.8225,"November 14, 23",0.0184,,,,,
2023-11-13,57.04,57.58,56.45,57.1,56.53,997900,997900,0.06,0.10519,57.0425,"November 13, 23",0.0010519,,,,,
2023-11-10,56.86,57.67,55.63,57.49,56.92,968700,968700,0.63,1.11,56.9125,"November 10, 23",0.0111,,,,,
2023-11-09,58.77,59.21,56.54,56.86,56.29,944109,944109,-1.91,-3.25,57.845,"November 09, 23",-0.0325,0.08,2023-11-24,2023-11-10,0.08,2023-10-31
2023-11-08,59.94,60.02,58,58.67,58,1049138,1049138,-1.27,-2.12,59.1575,"November 08, 23",-0.0212,,,,,
2023-11-07,59.19,60.34,58.48,59.62,58.94,1917303,1917303,0.43,0.72647,59.4075,"November 07, 23",0.0072647,,,,,
2023-11-06,58.72,59.8,57.92,58.69,58.02,1567244,1567244,-0.03,-0.05108992,58.7825,"November 06, 23",-0.0005108992,,,,,
2023-11-03,56.91,59.41,56.36,58.72,58.05,1837100,1837100,1.81,3.18,57.85,"November 03, 23",0.0318,,,,,
2023-11-02,53.77,55.95,52.99,55.41,54.78,1887719,1887719,1.64,3.05,54.53,"November 02, 23",0.0305,,,,,
2023-11-01,54.93,54.93,51.79,52.83,52.23,2556413,2556413,-2.1,-3.82,53.62,"November 01, 23",-0.0382,,,,,
2023-10-31,57.54,60.63,53.25,54.63,54.01,3699825,3699825,-2.91,-5.06,56.5125,"October 31, 23",-0.0506,,,,,
2023-10-30,59.87,59.87,53.83,56.64,55.99,2958500,2958500,-3.23,-5.4,57.5525,"October 30, 23",-0.054,,,,,
2023-10-27,61.58,61.65,59.34,59.54,58.86,850541,850541,-2.04,-3.31,60.5275,"October 27, 23",-0.0331,,,,,
2023-10-26,61.37,62.25,60.67,61.51,60.81,1162400,1162400,0.14,0.22812,61.45,"October 26, 23",0.0022812,,,,,
2023-10-25,62.94,63.29,60.9,61.28,60.58,1230435,1230435,-1.66,-2.64,62.1025,"October 25, 23",-0.0264,,,,,
2023-10-24,63.32,64.05,62.59,63.63,62.9,1322500,1322500,0.31,0.48958,63.3975,"October 24, 23",0.0048958,,,,,
2023-10-23,63.71,64.65,63.32,63.41,62.69,1152514,1152514,-0.3,-0.47088,63.7725,"October 23, 23",-0.0047088,,,,,
2023-10-20,63.49,64.69,63.21,64.07,63.34,1379000,1379000,0.58,0.91353,63.865,"October 20, 23",0.0091353,,,,,
2023-10-19,66.34,66.35,63.36,63.5,62.77,1393027,1393027,-2.84,-4.28,64.8875,"October 19, 23",-0.0428,,,,,
2023-10-18,67.75,67.75,66.18,66.31,65.55,700000,700000,-1.44,-2.13,66.9975,"October 18, 23",-0.0213,,,,,
2023-10-17,67.52,68.85,66.49,68.36,67.58,658800,658800,0.84,1.24,67.805,"October 17, 23",0.0124,,,,,
2023-10-16,67.92,69.15,67.28,68.58,67.8,988314,988314,0.66,0.97173,68.2325,"October 16, 23",0.0097173,,,,,
2023-10-13,67.89,68.8,67.49,67.79,67.02,624000,624000,-0.1,-0.1473,67.9925,"October 13, 23",-0.001473,,,,,
2023-10-12,69.29,71.5,67.44,68.2,67.42,1306700,1306700,-1.09,-1.57,69.1075,"October 12, 23",-0.0157,,,,,
2023-10-11,69.54,69.85,68.64,69.29,68.5,504630,504630,-0.25,-0.35951,69.33,"October 11, 23",-0.0035951,,,,,
2023-10-10,67.94,69.75,67.52,69.41,68.62,760926,760926,1.47,2.16,68.655,"October 10, 23",0.0216,,,,,
2023-10-09,67.47,68.43,66.89,67.94,67.16,496200,496200,0.47,0.69661,67.6825,"October 09, 23",0.0069661,,,,,
2023-10-06,67.58,69.01,67.35,68.23,67.45,680900,680900,0.65,0.96182,68.0425,"October 06, 23",0.0096182,,,,,
2023-10-05,67.03,67.86,66.1,67.71,66.94,764801,764801,0.68,1.01,67.175,"October 05, 23",0.0101,,,,,
2023-10-04,66.81,66.97,66.09,66.8,66.04,838500,838500,-0.01,-0.01496782,66.6675,"October 04, 23",-0.0001496782,,,,,
2023-10-03,66.75,67.29,65.93,66.5,65.74,1044919,1044919,-0.25,-0.37453,66.6175,"October 03, 23",-0.0037453,,,,,
2023-10-02,67.9,67.96,65.77,67.15,66.38,1028500,1028500,-0.75,-1.1,67.195,"October 02, 23",-0.011,,,,,
2023-09-29,68.73,69.86,67.9,68.07,67.29,827327,827327,-0.66,-0.96028,68.64,"September 29, 23",-0.0096028,,,,,
2023-09-28,67.6,68.23,67.03,68.02,67.24,1004106,1004106,0.42,0.6213,67.72,"September 28, 23",0.006213,,,,,
2023-09-27,67.72,68.07,66.59,67.57,66.8,718131,718131,-0.15,-0.2215,67.4875,"September 27, 23",-0.002215,,,,,
2023-09-26,68.08,69.51,67.32,67.52,66.75,635900,635900,-0.56,-0.82256,68.1075,"September 26, 23",-0.0082256,,,,,
2023-09-25,69,69.22,68.23,68.43,67.65,863033,863033,-0.57,-0.82609,68.72,"September 25, 23",-0.0082609,,,,,
2023-09-22,69.93,70.18,69.2,69.35,68.56,1052400,1052400,-0.58,-0.8294,69.665,"September 22, 23",-0.008294,,,,,
2023-09-21,70.44,70.72,69.8,69.92,69.12,830000,830000,-0.52,-0.73822,70.22,"September 21, 23",-0.0073822,,,,,
2023-09-20,71.03,71.69,70.07,70.87,70.06,669831,669831,-0.16,-0.22526,70.915,"September 20, 23",-0.0022526,,,,,
2023-09-19,70.9,71.45,70.35,70.63,69.82,743500,743500,-0.27,-0.38082,70.8325,"September 19, 23",-0.0038082,,,,,
2023-09-18,73.15,73.37,71.01,71.17,70.36,893218,893218,-1.98,-2.71,72.175,"September 18, 23",-0.0271,,,,,
2023-09-15,73.88,76.55,72.97,73.65,72.81,1312900,1312900,-0.23,-0.31132,74.2625,"September 15, 23",-0.0031132,,,,,
2023-09-14,73.04,74.27,72.62,74.04,73.19,958500,958500,1,1.37,73.4925,"September 14, 23",0.0137,,,,,
2023-09-13,71.57,73.06,70.99,72.49,71.66,742723,742723,0.92,1.29,72.0275,"September 13, 23",0.0129,,,,,
2023-09-12,71.21,72.28,70.89,71.97,71.15,955300,955300,0.76,1.07,71.5875,"September 12, 23",0.0107,,,,,
2023-09-11,72.36,72.36,70.83,71.63,70.81,982918,982918,-0.73,-1.01,71.795,"September 11, 23",-0.0101,,,,,
2023-09-08,73.88,73.89,70.9,71.82,71,1085239,1085239,-2.06,-2.79,72.6225,"September 08, 23",-0.0279,,,,,
2023-09-07,75.14,75.5,73.88,73.98,73.14,762752,762752,-1.16,-1.54,74.625,"September 07, 23",-0.0154,,,,,
2023-09-06,77.03,77.03,75.2,75.51,74.65,766000,766000,-1.52,-1.97,76.1925,"September 06, 23",-0.0197,,,,,
2023-09-05,78.46,78.84,77.19,77.26,76.38,601700,601700,-1.2,-1.53,77.9375,"September 05, 23",-0.0153,,,,,
2023-09-01,78.78,79.97,78.42,78.76,77.86,511002,511002,-0.02,-0.02538715,78.9825,"September 01, 23",-0.0002538715,,,,,
2023-08-31,80.5,80.5,78.35,78.4,77.5,814005,814005,-2.1,-2.61,79.4375,"August 31, 23",-0.0261,,,,,
2023-08-30,80.52,81.07,79.65,80.24,79.32,697231,697231,-0.28,-0.34774,80.37,"August 30, 23",-0.0034774,,,,,
2023-08-29,78.64,80.29,78.27,80.28,79.36,890609,890609,1.64,2.09,79.37,"August 29, 23",0.0209,,,,,
2023-08-28,79,79.53,77.21,78.26,77.37,1252504,1252504,-0.74,-0.93671,78.5,"August 28, 23",-0.0093671,,,,,
2023-08-25,78.79,80.8,78.79,80.16,79.24,1020300,1020300,1.37,1.74,79.635,"August 25, 23",0.0174,,,,,
2023-08-24,78.54,79.59,78.44,78.79,77.89,427500,427500,0.25,0.31831,78.84,"August 24, 23",0.0031831,,,,,
2023-08-23,78.51,79.16,78.11,78.68,77.78,376525,376525,0.17,0.21653,78.615,"August 23, 23",0.0021653,,,,,
2023-08-22,78.46,78.96,77.57,78.24,77.35,566000,566000,-0.22,-0.2804,78.3075,"August 22, 23",-0.002804,,,,,
2023-08-21,78.56,79.05,77.83,78.68,77.78,523400,523400,0.12,0.15275,78.53,"August 21, 23",0.0015275,,,,,
2023-08-18,79.59,80.38,77.49,78.24,77.35,1262864,1262864,-1.35,-1.7,78.925,"August 18, 23",-0.017,,,,,
2023-08-17,81.83,82.67,79.93,80.24,79.32,629106,629106,-1.59,-1.94,81.1675,"August 17, 23",-0.0194,0.08,2023-09-01,2023-08-18,0.08,2023-08-08
2023-08-16,84.2,84.2,82.12,82.14,81.12,562335,562335,-2.06,-2.45,83.165,"August 16, 23",-0.0245,,,,,
2023-08-15,84.61,85.29,84.33,84.61,83.56,420509,420509,0,0,84.71,"August 15, 23",0,,,,,
2023-08-14,83.69,85,83.06,84.81,83.76,617300,617300,1.12,1.34,84.14,"August 14, 23",0.0134,,,,,
2023-08-11,82.53,85.04,82.4,84.39,83.34,424853,424853,1.86,2.25,83.59,"August 11, 23",0.0225,,,,,
2023-08-10,83.64,84.51,82.39,83,81.97,508544,508544,-0.64,-0.76518,83.385,"August 10, 23",-0.0076518,,,,,
2023-08-09,84.2,84.5,82.97,83,81.97,956444,956444,-1.2,-1.43,83.6675,"August 09, 23",-0.0143,,,,,
2023-08-08,83.36,85.85,82.15,84.3,83.25,1511619,1511619,0.94,1.13,83.915,"August 08, 23",0.0113,,,,,
2023-08-07,81.8,82.43,80.9,81.29,80.28,935327,935327,-0.51,-0.62347,81.605,"August 07, 23",-0.0062347,,,,,
2023-08-04,80.83,82.25,80.78,82.17,81.15,872700,872700,1.34,1.66,81.5075,"August 04, 23",0.0166,,,,,
2023-08-03,83.55,83.55,80.23,81.01,80,554340,554340,-2.53,-3.04,82.085,"August 03, 23",-0.0304,,,,,
2023-08-02,81.86,82.58,80.08,82.02,81,1280237,1280237,0.16,0.19546,81.635,"August 02, 23",0.0019546,,,,,
2023-08-01,83.15,83.87,82.08,82.1,81.08,965100,965100,-1.05,-1.26,82.8,"August 01, 23",-0.0126,,,,,
2023-07-31,83.63,83.92,83.11,83.4,82.36,826239,826239,-0.23,-0.27502,83.515,"July 31, 23",-0.0027502,,,,,
2023-07-28,84.78,84.82,82.14,83.79,82.75,774067,774067,-0.99,-1.17,83.8825,"July 28, 23",-0.0117,,,,,
2023-07-27,85.49,85.95,83.57,83.68,82.64,594620,594620,-1.81,-2.12,84.6725,"July 27, 23",-0.0212,,,,,
2023-07-26,85.17,85.5,83.38,84.98,83.92,1160400,1160400,-0.19,-0.22308,84.7575,"July 26, 23",-0.0022308,,,,,
2023-07-25,87,89.15,85.75,86.2,85.13,1234500,1234500,-0.8,-0.91954,87.025,"July 25, 23",-0.0091954,,,,,
2023-07-24,89.21,89.83,87.42,87.91,86.82,810700,810700,-1.3,-1.46,88.5925,"July 24, 23",-0.0146,,,,,
2023-07-21,87,89.91,85.42,89.42,88.31,1613800,1613800,2.42,2.78,87.9375,"July 21, 23",0.0278,,,,,
2023-07-20,84.2,86.98,83.34,86.92,85.84,1082813,1082813,2.72,3.23,85.36,"July 20, 23",0.0323,,,,,
