date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2025-10-03,SWKS,USD,0000004127,2025-10-28,2025-10-28 07:04:13,2025,FY,1161300000,212900000,1374200000,598100000,754700000,350000000,3077000000,1387000000,2176700000,809000000,2985700000,14200000,375600000,77500000,4840000000,0,7917000000,236000000,536200000,0,0,551000000,1323200000,666900000,0,0,169800000,836700000,0,207300000,2159900000,0,37200000,5656900000,-5100000,68100000,5757100000,5757100000,7917000000,0,7917000000,227100000,1203100000,41800000,https://www.sec.gov/Archives/edgar/data/4127/000110465925102806/0001104659-25-102806-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000110465925102806/tm2529220d2_ex2-1.htm
2024-09-27,SWKS,USD,0000004127,2024-11-15,2024-11-15 16:37:43,2024,FY,1368600000,194100000,1562700000,508800000,784800000,484700000,3341000000,1471900000,2176700000,900500000,3077200000,11400000,303500000,78300000,4942300000,0,8283300000,171800000,20200000,52500000,0,358200000,602700000,1180200000,0,0,163700000,1343900000,0,206100000,1946600000,0,40000000,6032900000,-5600000,269400000,6336700000,6336700000,8283300000,0,8283300000,205500000,1200400000,-168200000,https://www.sec.gov/Archives/edgar/data/4127/000000412724000131/0000004127-24-000131-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412724000131/swks-20240927.htm
2023-09-29,SWKS,USD,0000004127,2024-01-26,2024-01-25 20:11:56,2023,FY,718800000,15600000,734400000,864300000,1119700000,461100000,3179500000,1595500000,2176700000,1222100000,3398800000,4100000,192300000,56500000,5247200000,0,8426700000,159200000,327700000,58800000,0,410000000,955700000,1181600000,0,0,206700000,1388300000,0,217000000,2344000000,0,39900000,5876000000,-5600000,172400000,6082700000,6082700000,8426700000,0,8426700000,19700000,1509300000,790500000,https://www.sec.gov/Archives/edgar/data/4127/000000412724000002/0000004127-24-000002-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412724000002/swks-20230929.htm
2022-09-30,SWKS,USD,0000004127,2023-01-27,2023-01-27 16:20:03,2022,FY,566000000,20300000,586300000,1094000000,1212100000,337500000,3229900000,1827800000,2176700000,1444700000,3621400000,500000,52700000,141500000,5643900000,0,8873800000,274200000,517700000,48800000,0,386200000,1226900000,1896800000,0,0,281100000,2177900000,0,225400000,3404800000,0,40000000,5421900000,-4800000,11900000,5469000000,5469000000,8873800000,0,8873800000,20800000,2414500000,1848500000,https://www.sec.gov/Archives/edgar/data/4127/000000412723000005/0000004127-23-000005-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412723000005/swks-20220930.htm
2021-10-01,SWKS,USD,0000004127,2021-11-24,2021-11-24 16:48:16,2021,FY,882900000,137200000,1020100000,756200000,885000000,204100000,2865400000,1667700000,2176700000,1698600000,3875300000,7100000,119500000,55700000,5725300000,0,8590700000,236000000,33000000,88600000,0,300900000,658500000,2380100000,0,0,255000000,2635100000,0,177500000,3293600000,0,41300000,5185800000,-7900000,77900000,5297100000,5297100000,8590700000,0,8590700000,144300000,2413100000,1530200000,https://www.sec.gov/Archives/edgar/data/4127/000000412721000058/0000004127-21-000058-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412721000058/swks-20211001.htm
2020-10-02,SWKS,USD,0000004127,2021-01-29,2021-01-29 16:30:34,2020,FY,566700000,408100000,974800000,358500000,806000000,178300000,2317600000,1417400000,1189800000,53500000,1243300000,5200000,55300000,67900000,2789100000,0,5106700000,226900000,28200000,31200000,0,162100000,448400000,150700000,0,0,343400000,494100000,0,178900000,942500000,0,41400000,4820400000,-7800000,-689800000,4164200000,4164200000,5106700000,0,5106700000,413300000,178900000,-387800000,https://www.sec.gov/Archives/edgar/data/4127/000000412721000015/0000004127-21-000015-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412721000015/swks-20201002.htm
2019-09-27,SWKS,USD,0000004127,2020-01-27,2020-01-27 08:22:03,2019,FY,851300000,203300000,1054600000,465300000,609700000,105000000,2234600000,1205600000,1189800000,107900000,1297700000,27600000,40800000,33300000,2605000000,0,4839600000,190500000,0,0,0,183500000,374000000,0,0,312400000,30900000,343300000,0,0,717300000,0,42500000,4312600000,-7900000,-224900000,4122300000,4122300000,4839600000,0,4839600000,230900000,0,-851300000,https://www.sec.gov/Archives/edgar/data/4127/000000412720000009/0000004127-20-000009-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412720000009/fy1910-kajanuary242020.htm
2018-09-28,SWKS,USD,0000004127,2019-01-25,2019-01-25 16:32:35,2018,FY,733300000,294100000,1027400000,655800000,490200000,88800000,2262200000,1140900000,1189800000,143700000,1333500000,22800000,36500000,33000000,2566700000,0,4828900000,229900000,0,0,0,159800000,389700000,0,0,310500000,31700000,342200000,0,0,731900000,0,44400000,3732900000,-8800000,328500000,4097000000,4097000000,4828900000,0,4828900000,316900000,0,-733300000,https://www.sec.gov/Archives/edgar/data/4127/000000412719000005/0000004127-19-000005-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412719000005/fy1810-kajanuary252019.htm
2017-09-29,SWKS,USD,0000004127,2018-01-26,2018-01-26 17:15:27,2017,FY,1616800000,0,1616800000,454700000,493500000,68700000,2633700000,882300000,883000000,67800000,950800000,0,66500000,40300000,1939900000,0,4573600000,258400000,0,0,0,129500000,387900000,0,0,92900000,27100000,120000000,0,0,507900000,0,45800000,3059600000,-8500000,968800000,4065700000,4065700000,4573600000,0,4573600000,0,0,-1616800000,https://www.sec.gov/Archives/edgar/data/4127/000000412718000004/0000004127-18-000004-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412718000004/fy1710-kajanuary262018.htm
2016-09-30,SWKS,USD,0000004127,2016-11-22,2016-11-22 16:24:26,2016,FY,1083800000,0,1083800000,416600000,424000000,77700000,2002100000,806300000,873300000,67000000,940300000,0,54100000,52600000,1853300000,0,3855400000,110400000,0,0,0,99800000,210200000,0,0,71800000,32000000,103800000,0,0,314000000,0,46200000,2263600000,-10900000,1242500000,3541400000,3541400000,3855400000,0,3855400000,0,0,-1083800000,https://www.sec.gov/Archives/edgar/data/4127/000000412716000068/0000004127-16-000068-index.htm,https://www.sec.gov/Archives/edgar/data/4127/000000412716000068/fy1610k93016.htm
