date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,declarationDate,recordDate,adjDividend,paymentDate
2025-10-29,103.36,103.75,98.66,100.41,99.93,5557764,5557764,-2.95,-2.85,101.545,"October 29, 25",-0.0285,,,,,
2025-10-28,103.88,103.9,100.78,101,100.51,3350900,3350900,-2.88,-2.77,102.39,"October 28, 25",-0.0277,,,,,
2025-10-27,104.72,104.89,102.58,103.88,103.38,3433000,3433000,-0.84,-0.80214,104.0175,"October 27, 25",-0.0080214,,,,,
2025-10-24,105.88,106.12,102.84,103.77,103.27,2218099,2218099,-2.11,-1.99,104.6525,"October 24, 25",-0.0199,,,,,
2025-10-23,106.25,107.46,102.88,104.46,103.96,3048939,3048939,-1.79,-1.68,105.2625,"October 23, 25",-0.0168,,,,,
2025-10-22,107.46,107.46,102.91,104.39,103.89,2904907,2904907,-3.07,-2.86,105.555,"October 22, 25",-0.0286,,,,,
2025-10-21,106.75,108.52,105.52,106.1,105.59,2281800,2281800,-0.65,-0.6089,106.7225,"October 21, 25",-0.006089,,,,,
2025-10-20,103,107.54,102.44,106.9,106.39,3659100,3659100,3.9,3.79,104.97,"October 20, 25",0.0379,,,,,
2025-10-17,98.91,100.97,97.84,100.78,100.3,2306622,2306622,1.87,1.89,99.625,"October 17, 25",0.0189,,,,,
2025-10-16,103.33,104.07,97.57,98.59,98.12,3172220,3172220,-4.74,-4.59,100.89,"October 16, 25",-0.0459,,,,,
2025-10-15,101.82,104.05,101.58,103.17,102.68,2696050,2696050,1.35,1.33,102.655,"October 15, 25",0.0133,,,,,
2025-10-14,100.69,103.36,98.71,101.36,100.88,2969727,2969727,0.67,0.66541,101.03,"October 14, 25",0.0066541,,,,,
2025-10-13,102.56,103.07,101.35,102.68,102.19,1733100,1733100,0.12,0.117,102.415,"October 13, 25",0.00117,,,,,
2025-10-10,105.38,106.43,101.7,101.76,101.27,2149911,2149911,-3.62,-3.44,103.8175,"October 10, 25",-0.0344,,,,,
2025-10-09,109.35,109.6,105.11,105.98,105.47,1917510,1917510,-3.37,-3.08,107.51,"October 09, 25",-0.0308,,,,,
2025-10-08,109.72,109.93,107.18,108.68,108.16,2385200,2385200,-1.04,-0.94787,108.8775,"October 08, 25",-0.0094787,,,,,
2025-10-07,107.33,109.35,107.03,109.01,108.49,3228610,3228610,1.68,1.57,108.18,"October 07, 25",0.0157,,,,,
2025-10-06,108.78,110,107.22,107.73,107.22,3345906,3345906,-1.05,-0.96525,108.4325,"October 06, 25",-0.0096525,,,,,
2025-10-03,108.01,108.5,106.67,107.44,106.93,3046041,3046041,-0.57,-0.52773,107.655,"October 03, 25",-0.0052773,,,,,
2025-10-02,108.92,110.09,107.25,107.86,107.35,6168607,6168607,-1.06,-0.97319,108.53,"October 02, 25",-0.0097319,,,,,
2025-10-01,105.06,110.36,105.06,109.18,108.66,5251519,5251519,4.12,3.92,107.415,"October 01, 25",0.0392,,,,,
2025-09-30,106.6,108.36,106.18,106.24,105.73,4156229,4156229,-0.36,-0.33771,106.845,"September 30, 25",-0.0033771,,,,,
2025-09-29,105.44,108,105.16,106.81,106.3,4969483,4969483,1.37,1.3,106.3525,"September 29, 25",0.013,,,,,
2025-09-26,104.93,106.23,104.56,105.77,105.27,4402428,4402428,0.84,0.80053,105.3725,"September 26, 25",0.0080053,,,,,
2025-09-25,103.43,104.82,102.93,104.38,103.88,3959406,3959406,0.95,0.9185,103.89,"September 25, 25",0.009185,,,,,
2025-09-24,101,104.61,101,103.1,102.61,3482577,3482577,2.1,2.08,102.4275,"September 24, 25",0.0208,,,,,
2025-09-23,98.45,101.34,98.31,100.72,100.24,3521752,3521752,2.27,2.31,99.705,"September 23, 25",0.0231,,,,,
2025-09-22,97.92,98.59,96.12,98.26,97.79,3760900,3760900,0.34,0.34722,97.7225,"September 22, 25",0.0034722,,,,,
2025-09-19,98.82,99.08,97.39,98.5,98.03,11903400,11903400,-0.32,-0.32382,98.4475,"September 19, 25",-0.0032382,,,,,
2025-09-18,100.25,101,98.08,98.89,98.42,3880501,3880501,-1.36,-1.36,99.555,"September 18, 25",-0.0136,,,,,
2025-09-17,97.7,100.32,97.52,99.68,99.2,3647247,3647247,1.99,2.03,98.805,"September 17, 25",0.0203,,,,,
2025-09-16,95.94,97.94,94.69,97.52,97.05,3856295,3856295,1.58,1.65,96.5225,"September 16, 25",0.0165,,,,,
2025-09-15,96.42,97.48,95.42,95.58,95.12,3775985,3775985,-0.84,-0.87119,96.225,"September 15, 25",-0.0087119,,,,,
2025-09-12,96.44,97.56,95.79,96.22,95.76,1692944,1692944,-0.22,-0.22812,96.5025,"September 12, 25",-0.0022812,,,,,
2025-09-11,95.98,97.03,95.23,95.84,95.38,2326707,2326707,-0.14,-0.14586,96.02,"September 11, 25",-0.0014586,,,,,
2025-09-10,94.27,97,94.25,96.47,96.01,3001800,3001800,2.2,2.33,95.4975,"September 10, 25",0.0233,,,,,
2025-09-09,94.55,96.1,94.5,94.73,94.28,1884500,1884500,0.18,0.19038,94.97,"September 09, 25",0.0019038,,,,,
2025-09-08,96.75,97.44,94.02,94.52,94.07,2562400,2562400,-2.23,-2.3,95.6825,"September 08, 25",-0.023,,,,,
2025-09-05,95.86,96.76,94.46,95.51,95.05,2375646,2375646,-0.35,-0.36512,95.6475,"September 05, 25",-0.0036512,,,,,
2025-09-04,97.13,97.81,95.12,96.66,96.2,2383765,2383765,-0.47,-0.48389,96.68,"September 04, 25",-0.0048389,,,,,
2025-09-03,98.32,98.81,95.96,97.08,96.62,2610203,2610203,-1.23,-1.26,97.5425,"September 03, 25",-0.0126,,,,,
2025-09-02,95.96,98.26,95.76,98.21,97.74,3080628,3080628,2.25,2.34,97.0475,"September 02, 25",0.0234,,,,,
2025-08-29,96.87,97.33,96.19,96.78,96.32,1493940,1493940,-0.09,-0.09290802,96.7925,"August 29, 25",-0.0009290802,,,,,
2025-08-28,95.1,97.53,94.26,97.24,96.78,2303637,2303637,2.14,2.25,96.0325,"August 28, 25",0.0225,,,,,
2025-08-27,96.28,97.2,95.25,95.3,94.85,2547910,2547910,-0.98,-1.02,96.0075,"August 27, 25",-0.0102,,,,,
2025-08-26,94.56,96.55,93.53,96.28,95.82,3995261,3995261,1.72,1.82,95.23,"August 26, 25",0.0182,,,,,
2025-08-25,94.66,95.34,94.19,94.62,94.17,2245918,2245918,-0.04,-0.0422565,94.7025,"August 25, 25",-0.000422565,,,,,
2025-08-22,95.67,95.74,94.13,94.66,94.21,3435861,3435861,-1.01,-1.06,95.05,"August 22, 25",-0.0106,,,,,
2025-08-21,94,95.47,93.78,95.45,94.99,2467915,2467915,1.45,1.54,94.675,"August 21, 25",0.0154,,,,,
2025-08-20,92.86,94.41,92.75,94,93.55,2386896,2386896,1.14,1.23,93.505,"August 20, 25",0.0123,,,,,
2025-08-19,92.09,93.12,91.02,93.05,92.61,3123100,3123100,0.96,1.04,92.32,"August 19, 25",0.0104,,,,,
2025-08-18,94.06,94.43,91.81,93.03,92.59,4489047,4489047,-1.03,-1.1,93.3325,"August 18, 25",-0.011,,,,,
2025-08-15,94.99,96.07,92.54,95.13,94.68,6684176,6684176,0.14,0.14738,94.6825,"August 15, 25",0.0014738,,,,,
2025-08-14,95,97.34,94.5,94.99,94.54,3627200,3627200,-0.01,-0.01052632,95.4575,"August 14, 25",-0.0001052632,1.465,2025-07-29,2025-08-14,1.465,2025-09-04
2025-08-13,97.25,97.44,95.11,96.46,94.54,4754343,4754343,-0.79,-0.81234,96.565,"August 13, 25",-0.0081234,,,,,
2025-08-12,97.78,98.22,95.75,95.89,93.98,2859418,2859418,-1.89,-1.93,96.91,"August 12, 25",-0.0193,,,,,
2025-08-11,99.05,100,97.65,97.96,96.01,2459800,2459800,-1.09,-1.1,98.665,"August 11, 25",-0.011,,,,,
2025-08-08,100,100.95,98.03,99.14,97.17,2532656,2532656,-0.86,-0.86,99.53,"August 08, 25",-0.0086,,,,,
2025-08-07,101.65,102.73,99.9,100.01,98.02,2357909,2357909,-1.64,-1.61,101.0725,"August 07, 25",-0.0161,,,,,
2025-08-06,101.6,102.49,100.59,101.65,99.63,2591200,2591200,0.05,0.0492126,101.5825,"August 06, 25",0.000492126,,,,,
2025-08-05,101.94,101.94,99.55,101.04,99.03,2844475,2844475,-0.9,-0.88287,101.1175,"August 05, 25",-0.0088287,,,,,
2025-08-04,102.38,102.68,99.98,101.23,99.22,3675639,3675639,-1.15,-1.12,101.5675,"August 04, 25",-0.0112,,,,,
2025-08-01,104.27,104.39,101.43,101.97,99.94,2661646,2661646,-2.3,-2.21,103.015,"August 01, 25",-0.0221,,,,,
2025-07-31,103.88,105.89,103.41,104.78,102.69,4115925,4115925,0.905,0.86638,104.49,"July 31, 25",0.0086638,,,,,
2025-07-30,100,105.47,99.79,104.21,102.14,7646000,7646000,4.21,4.21,102.3675,"July 30, 25",0.0421,,,,,
2025-07-29,98.81,100.01,98.3,99.37,97.39,4111343,4111343,0.56,0.56674,99.1225,"July 29, 25",0.0056674,,,,,
2025-07-28,98.31,98.45,96.81,98.13,96.18,3302608,3302608,-0.18,-0.18309,97.925,"July 28, 25",-0.0018309,,,,,
2025-07-25,100,100.7,97.63,98.17,96.22,2399647,2399647,-1.83,-1.83,99.125,"July 25, 25",-0.0183,,,,,
2025-07-24,99.37,100.95,98.85,99.6,97.62,3901118,3901118,0.23,0.23146,99.6925,"July 24, 25",0.0023146,,,,,
2025-07-23,98.6,98.8,95.62,98.7,96.74,4969732,4969732,0.1,0.10142,97.93,"July 23, 25",0.0010142,,,,,
2025-07-22,99.63,101.38,98.6,99.61,97.63,4294122,4294122,-0.02,-0.02007427,99.805,"July 22, 25",-0.0002007427,,,,,
2025-07-21,107.53,107.53,98.58,99.41,97.43,6034700,6034700,-8.12,-7.55,103.2625,"July 21, 25",-0.0755,,,,,
2025-07-18,109.48,109.5,107.8,108.64,106.48,2257097,2257097,-0.84,-0.76726,108.855,"July 18, 25",-0.0076726,,,,,
2025-07-17,108.25,108.54,106.24,108.15,106,3206941,3206941,-0.1,-0.09237875,107.795,"July 17, 25",-0.0009237875,,,,,
2025-07-16,108.02,109.01,107.2,108.31,106.15,3516080,3516080,0.29,0.26847,108.135,"July 16, 25",0.0026847,,,,,
2025-07-15,109.62,109.67,106.26,107.51,105.37,3389972,3389972,-2.11,-1.92,108.265,"July 15, 25",-0.0192,,,,,
2025-07-14,106,110.38,105.57,109.58,107.4,4288707,4288707,3.58,3.38,107.8825,"July 14, 25",0.0338,,,,,
2025-07-11,105.7,106.69,105.24,105.57,103.47,2660300,2660300,-0.13,-0.12299,105.8,"July 11, 25",-0.0012299,,,,,
2025-07-10,104.94,105.75,103.39,105.2,103.11,2646337,2646337,0.26,0.24776,104.82,"July 10, 25",0.0024776,,,,,
2025-07-09,105.56,106.77,103.15,105.2,103.11,3383140,3383140,-0.36,-0.34104,105.17,"July 09, 25",-0.0034104,,,,,
2025-07-08,109.07,109.71,105.69,106.38,104.26,4017900,4017900,-2.69,-2.47,107.7125,"July 08, 25",-0.0247,,,,,
2025-07-07,108.25,110.07,107.77,108.9,106.73,3064095,3064095,0.65,0.60046,108.7475,"July 07, 25",0.0060046,,,,,
2025-07-03,111.42,111.42,107.94,108.74,106.58,1807029,1807029,-2.68,-2.41,109.88,"July 03, 25",-0.0241,,,,,
2025-07-02,112.15,112.4,109.13,110.34,108.14,3481016,3481016,-1.81,-1.61,111.005,"July 02, 25",-0.0161,,,,,
2025-07-01,116.44,116.65,110.9,111.19,108.98,3997821,3997821,-5.25,-4.51,113.795,"July 01, 25",-0.0451,,,,,
2025-06-30,117.65,118.65,116.35,116.94,114.61,2600255,2600255,-0.71,-0.60348,117.3975,"June 30, 25",-0.0060348,,,,,
2025-06-27,118.68,119.44,117.97,118.96,116.59,5158300,5158300,0.28,0.23593,118.7625,"June 27, 25",0.0023593,,,,,
2025-06-26,119.1,119.33,117.66,118.67,116.31,2737100,2737100,-0.43,-0.36104,118.69,"June 26, 25",-0.0036104,,,,,
2025-06-25,122.2,122.2,118.73,119.08,116.71,2714877,2714877,-3.12,-2.55,120.5525,"June 25, 25",-0.0255,,,,,
2025-06-24,120.99,123.29,120.56,122.53,120.09,4037800,4037800,1.54,1.27,121.8425,"June 24, 25",0.0127,,,,,
2025-06-23,121.91,123.14,120.69,121.45,119.03,3080900,3080900,-0.46,-0.37733,121.7975,"June 23, 25",-0.0037733,,,,,
2025-06-20,121.37,123.35,120.9,122.05,119.62,5906903,5906903,0.68,0.56027,121.9175,"June 20, 25",0.0056027,,,,,
2025-06-18,120.03,121.1,118.3,120.77,118.37,3101831,3101831,0.74,0.61651,120.05,"June 18, 25",0.0061651,,,,,
2025-06-17,119.21,119.98,117.88,119.59,117.21,2957700,2957700,0.38,0.31877,119.165,"June 17, 25",0.0031877,,,,,
2025-06-16,117.08,119.98,116.7,118.61,116.25,2617336,2617336,1.53,1.31,118.0925,"June 16, 25",0.0131,,,,,
2025-06-13,115.26,116.81,111.64,116.46,114.14,2314418,2314418,1.2,1.04,115.0425,"June 13, 25",0.0104,,,,,
2025-06-12,112.2,115.01,111.97,114.96,112.67,2613383,2613383,2.76,2.46,113.535,"June 12, 25",0.0246,,,,,
2025-06-11,113.35,113.73,111.78,112.23,110,2771731,2771731,-1.12,-0.98809,112.7725,"June 11, 25",-0.0098809,,,,,
2025-06-10,115.65,116.2,111.3,112.57,110.33,3332442,3332442,-3.08,-2.66,113.93,"June 10, 25",-0.0266,,,,,
2025-06-09,116.5,116.64,114.6,114.94,112.65,2490600,2490600,-1.56,-1.34,115.67,"June 09, 25",-0.0134,,,,,
2025-06-06,116.08,117.78,115.79,117.35,115.01,1536745,1536745,1.27,1.09,116.75,"June 06, 25",0.0109,,,,,
2025-06-05,116.35,116.73,114.8,115.57,113.27,1691639,1691639,-0.78,-0.67039,115.8625,"June 05, 25",-0.0067039,,,,,
2025-06-04,118.14,118.37,116.02,116.2,113.89,2146658,2146658,-1.94,-1.64,117.1825,"June 04, 25",-0.0164,,,,,
2025-06-03,119.4,120.04,118,118.22,115.87,2659400,2659400,-1.18,-0.98827,118.915,"June 03, 25",-0.0098827,,,,,
2025-06-02,118.36,119.41,117.3,119.3,116.93,2593316,2593316,0.94,0.79419,118.5925,"June 02, 25",0.0079419,,,,,
2025-05-30,115.87,116.55,114.75,116.13,113.82,5078500,5078500,0.26,0.22439,115.825,"May 30, 25",0.0022439,,,,,
2025-05-29,115.83,116.01,114.95,115.68,113.38,1457980,1457980,-0.15,-0.1295,115.6175,"May 29, 25",-0.001295,,,,,
2025-05-28,117.66,117.66,115.02,115.38,113.08,1899148,1899148,-2.28,-1.94,116.43,"May 28, 25",-0.0194,,,,,
2025-05-27,117.08,117.63,115.31,117.28,114.95,1883236,1883236,0.2,0.17082,116.825,"May 27, 25",0.0017082,,,,,
2025-05-23,114.62,116.19,113.99,115.96,113.65,1820686,1820686,1.34,1.17,115.19,"May 23, 25",0.0117,,,,,
2025-05-22,114.69,115.46,113.6,114.39,112.11,3273846,3273846,-0.3,-0.26157,114.535,"May 22, 25",-0.0026157,,,,,
2025-05-21,114.92,116.46,114.55,114.71,112.43,2465600,2465600,-0.21,-0.18274,115.16,"May 21, 25",-0.0018274,,,,,
2025-05-20,113.99,115.94,113.33,114.92,112.63,2715600,2715600,0.93,0.81586,114.545,"May 20, 25",0.0081586,,,,,
2025-05-19,114.02,114.33,112.36,113.48,111.22,2617229,2617229,-0.54,-0.4736,113.5475,"May 19, 25",-0.004736,,,,,
2025-05-16,114.9,114.9,113.28,114.02,111.75,1919438,1919438,-0.88,-0.76588,114.275,"May 16, 25",-0.0076588,,,,,
2025-05-15,112.2,114.44,112.2,114.09,111.82,2685042,2685042,1.89,1.68,113.2325,"May 15, 25",0.0168,0.575,2025-04-29,2025-05-15,0.575,2025-06-04
2025-05-14,112.24,113.57,111.45,113.31,110.49,2465359,2465359,1.07,0.95331,112.6425,"May 14, 25",0.0095331,,,,,
2025-05-13,112.8,114.04,111.96,113.1,110.28,3263946,3263946,0.3,0.26596,112.975,"May 13, 25",0.0026596,,,,,
2025-05-12,113.33,113.65,109.1,110.92,108.16,4011628,4011628,-2.41,-2.13,111.75,"May 12, 25",-0.0213,,,,,
2025-05-09,110.38,113.05,109.71,112.38,109.58,2943623,2943623,2,1.81,111.38,"May 09, 25",0.0181,,,,,
2025-05-08,111.22,111.71,108.73,108.81,106.1,3434800,3434800,-2.41,-2.17,110.1175,"May 08, 25",-0.0217,,,,,
2025-05-07,109.07,110.89,108.31,110.31,107.56,2500826,2500826,1.24,1.14,109.645,"May 07, 25",0.0114,,,,,
2025-05-06,108.83,110.12,107.84,108.51,105.81,2782400,2782400,-0.32,-0.29404,108.825,"May 06, 25",-0.0029404,,,,,
2025-05-05,105.39,108.85,105.31,108.35,105.65,3301569,3301569,2.96,2.81,106.975,"May 05, 25",0.0281,,,,,
2025-05-02,105.35,106.17,103.33,105.88,103.24,2828000,2828000,0.535,0.50308,105.1825,"May 02, 25",0.0050308,,,,,
2025-05-01,101.23,105.57,101.23,103.43,100.86,3977143,3977143,2.2,2.17,102.865,"May 01, 25",0.0217,,,,,
2025-04-30,104.51,105.93,101.88,103.9,101.31,6136763,6136763,-0.61,-0.58368,104.055,"April 30, 25",-0.0058368,,,,,
2025-04-29,106.33,108,105.55,107.47,104.8,3130322,3130322,1.14,1.07,106.8375,"April 29, 25",0.0107,,,,,
2025-04-28,105.47,107.34,105.41,107.11,104.44,2878948,2878948,1.64,1.55,106.3325,"April 28, 25",0.0155,,,,,
2025-04-25,103.16,105.44,103.02,105.3,102.68,1986300,1986300,2.14,2.07,104.23,"April 25, 25",0.0207,,,,,
2025-04-24,104.95,105.36,103.81,104.4,101.8,2447692,2447692,-0.55,-0.52406,104.63,"April 24, 25",-0.0052406,,,,,
2025-04-23,103.01,105.95,101.36,105.02,102.41,3538034,3538034,2.01,1.95,103.835,"April 23, 25",0.0195,,,,,
2025-04-22,103.93,104.43,102.03,103.01,100.45,2556235,2556235,-0.92,-0.88521,103.35,"April 22, 25",-0.0088521,,,,,
2025-04-21,106.4,106.4,101.22,102.24,99.7,3116313,3116313,-4.16,-3.91,104.065,"April 21, 25",-0.0391,,,,,
2025-04-17,106.27,107.3,105.69,106.47,103.82,3595900,3595900,0.2,0.1882,106.4325,"April 17, 25",0.001882,,,,,
2025-04-16,104.03,106.35,104.03,104.75,102.14,3219600,3219600,0.72,0.69211,104.79,"April 16, 25",0.0069211,,,,,
2025-04-15,103.13,104.99,102.71,104.23,101.64,2291200,2291200,1.1,1.07,103.765,"April 15, 25",0.0107,,,,,
2025-04-14,105.89,106.12,102.52,102.92,100.36,2820741,2820741,-2.97,-2.8,104.3625,"April 14, 25",-0.028,,,,,
2025-04-11,99.93,104.19,99.5,103.42,100.85,4418751,4418751,3.49,3.49,101.76,"April 11, 25",0.0349,,,,,
2025-04-10,101.5,102.1,97.44,99.55,97.07,4360314,4360314,-1.95,-1.92,100.1475,"April 10, 25",-0.0192,,,,,
2025-04-09,97.99,104.22,95.35,103.8,101.22,8978630,8978630,5.81,5.93,100.34,"April 09, 25",0.0593,,,,,
2025-04-08,105,105.58,98.54,100.01,97.52,6351885,6351885,-4.99,-4.75,102.2825,"April 08, 25",-0.0475,,,,,
2025-04-07,98.08,105.1,96.81,100.06,97.57,7631610,7631610,1.98,2.02,100.0125,"April 07, 25",0.0202,,,,,
2025-04-04,106.9,107,98.26,100.01,97.52,10622716,10622716,-6.89,-6.45,103.0425,"April 04, 25",-0.0645,,,,,
2025-04-03,110.59,112.66,110.4,110.55,107.8,4792202,4792202,-0.04,-0.03616964,111.05,"April 03, 25",-0.0003616964,,,,,
2025-04-02,112.32,114.03,111.86,113.87,111.04,3048529,3048529,1.56,1.38,113.02,"April 02, 25",0.0138,,,,,
2025-04-01,111.4,112.82,110.69,112.74,109.93,3140739,3140739,1.34,1.2,111.9125,"April 01, 25",0.012,,,,,
2025-03-31,110.94,112.23,109.9,111.32,108.55,3077200,3077200,0.38,0.34253,111.0975,"March 31, 25",0.0034253,,,,,
2025-03-28,109.73,111.18,109.54,110.94,108.18,3031256,3031256,1.21,1.1,110.3475,"March 28, 25",0.011,,,,,
2025-03-27,109.98,110.52,109.16,109.64,106.91,2805201,2805201,-0.34,-0.30915,109.825,"March 27, 25",-0.0030915,,,,,
2025-03-26,110,111.17,109.4,109.94,107.2,4183218,4183218,-0.06,-0.05454545,110.1275,"March 26, 25",-0.0005454545,,,,,
2025-03-25,109.2,110.1,108.78,109.81,107.08,4518400,4518400,0.61,0.55861,109.4725,"March 25, 25",0.0055861,,,,,
2025-03-24,108.03,109.4,107.36,109.1,106.38,5712500,5712500,1.07,0.99047,108.4725,"March 24, 25",0.0099047,,,,,
2025-03-21,109.04,109.58,107.07,107.35,104.68,53145103,53145103,-1.69,-1.55,108.26,"March 21, 25",-0.0155,,,,,
2025-03-20,108.34,109.63,107.89,109.25,106.53,6788517,6788517,0.91,0.83995,108.7775,"March 20, 25",0.0083995,,,,,
2025-03-19,107.03,109,106.43,108.56,105.86,5783798,5783798,1.53,1.43,107.755,"March 19, 25",0.0143,,,,,
2025-03-18,106.62,108.84,106.06,107,104.34,4952821,4952821,0.38,0.35641,107.13,"March 18, 25",0.0035641,,,,,
2025-03-17,102.5,105.76,101.95,105.57,102.94,4954805,4954805,3.07,3,103.945,"March 17, 25",0.03,,,,,
2025-03-14,101.15,103.21,100.56,102.6,100.05,3645078,3645078,1.45,1.43,101.88,"March 14, 25",0.0143,,,,,
