date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,paymentDate,recordDate,dividend
2024-05-02,372.08,373.42,366.3,372.07,357.76,531400,531400,-0.01,-0.00268759,370.9675,"May 02, 24",-2.68759e-05,,,,,
2024-05-01,366.63,375.18,366.63,369.9,355.67,567000,567000,3.27,0.89191,369.585,"May 01, 24",0.0089191,,,,,
2024-04-30,360,367.62,351.52,366.41,352.32,563337,563337,6.41,1.78,361.3875,"April 30, 24",0.0178,,,,,
2024-04-29,365,369.49,364.96,369.11,354.91,424922,424922,4.11,1.13,367.14,"April 29, 24",0.0113,,,,,
2024-04-26,363.85,366.37,361.44,364.7,350.67,294127,294127,0.85,0.23361,364.09,"April 26, 24",0.0023361,,,,,
2024-04-25,367.25,370.3,362.45,365.76,351.69,330800,330800,-1.49,-0.40572,366.44,"April 25, 24",-0.0040572,,,,,
2024-04-24,366.32,367.28,362.18,365.74,351.67,336000,336000,-0.58,-0.15833,365.38,"April 24, 24",-0.0015833,,,,,
2024-04-23,373.87,374.57,367.89,368.67,354.49,285044,285044,-5.2,-1.39,371.25,"April 23, 24",-0.0139,,,,,
2024-04-22,371.3,376,369.35,372.84,358.5,233613,233613,1.54,0.41476,372.3725,"April 22, 24",0.0041476,,,,,
2024-04-19,361.88,370.54,360,370.26,356.02,425229,425229,8.38,2.32,365.67,"April 19, 24",0.0232,,,,,
2024-04-18,359.7,362.16,355.22,360.21,346.36,399200,399200,0.51,0.14178,359.3225,"April 18, 24",0.0014178,,,,,
2024-04-17,356.87,358.79,354.08,357.14,343.4,446710,446710,0.27,0.0756578,356.72,"April 17, 24",0.000756578,,,,,
2024-04-16,359.92,361.85,356.53,359.92,346.08,302900,302900,0,0,359.555,"April 16, 24",0,,,,,
2024-04-15,364.65,368.14,359.1,359.53,345.7,207053,207053,-5.12,-1.4,362.855,"April 15, 24",-0.014,,,,,
2024-04-12,364.49,368,361.11,361.81,347.89,243700,243700,-2.68,-0.73527,363.8525,"April 12, 24",-0.0073527,,,,,
2024-04-11,368.35,371.73,362.62,366.15,352.07,343093,343093,-2.2,-0.59726,367.2125,"April 11, 24",-0.0059726,,,,,
2024-04-10,372.8,376.14,369.19,371.64,357.35,289200,289200,-1.16,-0.31116,372.4425,"April 10, 24",-0.0031116,,,,,
2024-04-09,380.66,380.78,369.74,371.5,357.21,307637,307637,-9.16,-2.41,375.67,"April 09, 24",-0.0241,,,,,
2024-04-08,381.27,384.08,379.21,381.11,366.45,220234,220234,-0.16,-0.04196501,381.4175,"April 08, 24",-0.0004196501,,,,,
2024-04-05,382.04,384.59,378.26,379.86,365.25,251914,251914,-2.18,-0.57062,381.1875,"April 05, 24",-0.0057062,,,,,
2024-04-04,390.48,391.69,379.4,379.46,364.87,289900,289900,-11.02,-2.82,385.2575,"April 04, 24",-0.0282,,,,,
2024-04-03,390.95,391.88,384.76,387.62,372.71,374500,374500,-3.33,-0.85177,388.8025,"April 03, 24",-0.0085177,,,,,
2024-04-02,399.57,400.75,391.8,391.87,376.8,305500,305500,-7.7,-1.93,395.9975,"April 02, 24",-0.0193,,,,,
2024-04-01,395.95,399.46,395.31,398.04,382.73,191441,191441,2.09,0.52784,397.19,"April 01, 24",0.0052784,,,,,
2024-03-28,396.57,399.88,396.3,397.5,382.21,241506,241506,0.93,0.23451,397.5625,"March 28, 24",0.0023451,,,,,
2024-03-27,391.52,396.22,390.19,395.79,380.57,245636,245636,4.27,1.09,393.43,"March 27, 24",0.0109,,,,,
2024-03-26,391,393.47,386.94,388.31,373.38,279664,279664,-2.69,-0.68798,389.93,"March 26, 24",-0.0068798,,,,,
2024-03-25,384.58,392.4,383.6,391.9,376.83,253226,253226,7.32,1.9,388.12,"March 25, 24",0.019,,,,,
2024-03-22,384.83,385.53,382.74,384.17,369.39,271848,271848,-0.66,-0.1715,384.3175,"March 22, 24",-0.001715,,,,,
2024-03-21,390.54,390.54,382.59,384.43,369.64,479912,479912,-6.11,-1.56,387.025,"March 21, 24",-0.0156,,,,,
2024-03-20,386.51,390.93,386.51,390.72,375.69,349600,349600,4.21,1.09,388.6675,"March 20, 24",0.0109,,,,,
2024-03-19,391.18,393.15,387.38,387.4,372.5,246309,246309,-3.78,-0.96631,389.7775,"March 19, 24",-0.0096631,,,,,
2024-03-18,389.53,392.14,388.06,388.11,373.18,384226,384226,-1.42,-0.36454,389.46,"March 18, 24",-0.0036454,2024-02-29,1.75,2024-03-27,2024-03-19,1.75
2024-03-15,386.59,393.3,386.59,392.87,376.08,844900,844900,6.28,1.62,389.8375,"March 15, 24",0.0162,,,,,
2024-03-14,384.79,388.5,384.79,388.31,371.71,247905,247905,3.52,0.91478,386.5975,"March 14, 24",0.0091478,,,,,
2024-03-13,385,388.19,383.87,386.04,369.54,303000,303000,1.04,0.27013,385.775,"March 13, 24",0.0027013,,,,,
2024-03-12,379.04,383.89,378.34,383.57,367.18,340900,340900,4.53,1.2,381.21,"March 12, 24",0.012,,,,,
2024-03-11,367.34,381.36,365.59,379.67,363.44,382500,382500,12.33,3.36,373.49,"March 11, 24",0.0336,,,,,
2024-03-08,365.51,369.85,363.34,367.7,351.98,332627,332627,2.19,0.59916,366.6,"March 08, 24",0.0059916,,,,,
2024-03-07,369.51,372.42,364.55,367.5,351.79,446942,446942,-2.01,-0.54396,368.495,"March 07, 24",-0.0054396,,,,,
2024-03-06,368.71,371.56,365.79,370.18,354.36,286010,286010,1.47,0.39869,369.06,"March 06, 24",0.0039869,,,,,
2024-03-05,368.12,371.96,365.8,366.93,351.25,364319,364319,-1.19,-0.32326,368.2025,"March 05, 24",-0.0032326,,,,,
2024-03-04,369.58,371.91,365.49,367.5,351.79,390300,390300,-2.08,-0.5628,368.62,"March 04, 24",-0.005628,,,,,
2024-03-01,368.5,370.02,367.08,369.92,354.11,455314,455314,1.42,0.38535,368.88,"March 01, 24",0.0038535,,,,,
2024-02-29,369.86,369.86,364.22,368.88,353.11,496928,496928,-0.98,-0.26497,368.205,"February 29, 24",-0.0026497,,,,,
2024-02-28,368.58,371.64,367.4,370.35,354.52,259301,259301,1.77,0.48022,369.4925,"February 28, 24",0.0048022,,,,,
2024-02-27,365.8,367.78,363.58,367.71,351.99,227900,227900,1.91,0.52214,366.2175,"February 27, 24",0.0052214,,,,,
2024-02-26,370.88,373.7,366.41,367,351.31,265936,265936,-3.88,-1.05,369.4975,"February 26, 24",-0.0105,,,,,
2024-02-23,370.45,372.22,368.72,370.88,355.03,225500,225500,0.43,0.11608,370.5675,"February 23, 24",0.0011608,,,,,
2024-02-22,363.99,372.13,361.26,370.45,354.62,507049,507049,6.46,1.77,366.9575,"February 22, 24",0.0177,,,,,
2024-02-21,367,369.51,359.96,361.9,346.43,456701,456701,-5.1,-1.39,364.5925,"February 21, 24",-0.0139,,,,,
2024-02-20,365.93,372.96,365.93,368.11,352.38,388372,388372,2.18,0.59574,368.2325,"February 20, 24",0.0059574,,,,,
2024-02-16,378.47,379,367.49,367.87,352.15,392003,392003,-10.6,-2.8,373.2075,"February 16, 24",-0.028,,,,,
2024-02-15,372.43,376.4,369.69,374.38,358.38,453300,453300,1.95,0.52359,373.225,"February 15, 24",0.0052359,,,,,
2024-02-14,367.7,373.52,366.04,371.04,355.18,444330,444330,3.34,0.90835,369.575,"February 14, 24",0.0090835,,,,,
2024-02-13,365,372.82,362.02,368.16,352.42,704943,704943,3.16,0.86575,367,"February 13, 24",0.0086575,,,,,
2024-02-12,354.57,364.28,354.13,360.93,345.5,413700,413700,6.36,1.79,358.4775,"February 12, 24",0.0179,,,,,
2024-02-09,351.74,355.19,348.36,353.76,338.64,691528,691528,2.02,0.57429,352.2625,"February 09, 24",0.0057429,,,,,
2024-02-08,359.86,365.01,343.76,354.56,339.41,1386288,1386288,-5.3,-1.47,355.7975,"February 08, 24",-0.0147,,,,,
2024-02-07,382.07,386.28,380.47,383.94,367.53,429600,429600,1.87,0.48944,383.19,"February 07, 24",0.0048944,,,,,
2024-02-06,382.9,384.37,380.02,380.63,364.36,294125,294125,-2.27,-0.59284,381.98,"February 06, 24",-0.0059284,,,,,
2024-02-05,380.78,384.29,378.76,381.81,365.49,250813,250813,1.03,0.2705,381.41,"February 05, 24",0.002705,,,,,
2024-02-02,381.24,383.6,379.89,381.34,365.04,392442,392442,0.1,0.0262302,381.5175,"February 02, 24",0.000262302,,,,,
2024-02-01,382.15,382.17,375.88,378.41,362.24,368147,368147,-3.74,-0.97867,379.6525,"February 01, 24",-0.0097867,,,,,
2024-01-31,382.81,388.5,382.11,384.97,368.52,344539,344539,2.16,0.56425,384.5975,"January 31, 24",0.0056425,,,,,
2024-01-30,377.65,380,377.15,379.73,363.5,288306,288306,2.08,0.55077,378.6325,"January 30, 24",0.0055077,,,,,
2024-01-29,378.74,379.64,375.82,377.51,361.38,337826,337826,-1.23,-0.32476,377.9275,"January 29, 24",-0.0032476,,,,,
2024-01-26,376.84,379.93,375.91,379.75,363.52,254947,254947,2.91,0.77221,378.1075,"January 26, 24",0.0077221,,,,,
2024-01-25,376.12,378.18,369.5,376.56,360.47,274630,274630,0.44,0.11698,375.09,"January 25, 24",0.0011698,,,,,
2024-01-24,374,378.23,374,375.01,358.98,331100,331100,1.01,0.27005,375.31,"January 24, 24",0.0027005,,,,,
2024-01-23,374.31,376.42,371.79,374.99,358.96,252700,252700,0.68,0.18167,374.3775,"January 23, 24",0.0018167,,,,,
2024-01-22,373.27,377.22,371.43,374.7,358.69,271329,271329,1.43,0.3831,374.155,"January 22, 24",0.003831,,,,,
2024-01-19,372.56,377.41,371.21,373.84,357.86,340800,340800,1.28,0.34357,373.755,"January 19, 24",0.0034357,,,,,
2024-01-18,363.04,369.45,361.38,368.92,353.15,261000,261000,5.88,1.62,365.6975,"January 18, 24",0.0162,,,,,
2024-01-17,368.42,372.78,364.36,365.2,349.59,294400,294400,-3.22,-0.874,367.69,"January 17, 24",-0.00874,,,,,
2024-01-16,371.01,373.09,367.65,369.23,353.45,316400,316400,-1.78,-0.47977,370.245,"January 16, 24",-0.0047977,,,,,
2024-01-12,375.33,378,370.39,370.43,354.6,346911,346911,-4.9,-1.31,373.5375,"January 12, 24",-0.0131,,,,,
2024-01-11,370.96,375.08,369.64,374.37,358.37,316143,316143,3.41,0.91924,372.5125,"January 11, 24",0.0091924,,,,,
2024-01-10,365.38,370.58,364.68,370.5,354.66,415867,415867,5.12,1.4,367.785,"January 10, 24",0.014,,,,,
2024-01-09,372.25,372.25,362.64,368.51,352.76,343136,343136,-3.74,-1,368.9125,"January 09, 24",-0.01,,,,,
2024-01-08,371.87,375,364.65,372.5,356.58,437300,437300,0.63,0.16941,371.005,"January 08, 24",0.0016941,,,,,
2024-01-05,370.83,371.53,365.2,371.41,355.54,529909,529909,0.58,0.15641,369.7425,"January 05, 24",0.0015641,,,,,
2024-01-04,366.38,370.37,364.08,367.69,351.97,541800,541800,1.31,0.35755,367.13,"January 04, 24",0.0035755,,,,,
2024-01-03,362.78,368.86,361.29,363.95,348.39,605742,605742,1.17,0.32251,364.22,"January 03, 24",0.0032251,,,,,
2024-01-02,355.01,362.23,355,361.65,346.19,409425,409425,6.64,1.87,358.4725,"January 02, 24",0.0187,,,,,
2023-12-29,352.46,354.46,351.05,353.58,338.47,210500,210500,1.12,0.31777,352.8875,"December 29, 23",0.0031777,,,,,
2023-12-28,350,354.22,350,352.61,337.54,214439,214439,2.61,0.74571,351.7075,"December 28, 23",0.0074571,,,,,
2023-12-27,350,352.57,348.61,350.69,335.7,377309,377309,0.69,0.19714,350.4675,"December 27, 23",0.0019714,,,,,
2023-12-26,354.94,355.88,349.69,351.28,336.27,355949,355949,-3.66,-1.03,352.9475,"December 26, 23",-0.0103,,,,,
2023-12-22,358,360.3,353.45,353.64,338.53,277116,277116,-4.36,-1.22,356.3475,"December 22, 23",-0.0122,,,,,
2023-12-21,356.36,358.98,352.77,357.63,342.34,395504,395504,1.27,0.35638,356.435,"December 21, 23",0.0035638,,,,,
2023-12-20,364.04,366.99,356.76,356.79,341.54,388727,388727,-7.25,-1.99,361.145,"December 20, 23",-0.0199,,,,,
2023-12-19,363.61,369,362.76,364.99,349.39,483124,483124,1.38,0.37953,365.09,"December 19, 23",0.0037953,,,,,
2023-12-18,360.01,368.69,357.38,363.8,348.25,697133,697133,3.79,1.05,362.47,"December 18, 23",0.0105,,,,,
2023-12-15,358.38,363.72,353.28,356.08,340.86,935500,935500,-2.3,-0.64178,357.865,"December 15, 23",-0.0064178,,,,,
2023-12-14,384.33,385.55,360.31,360.78,345.36,1173038,1173038,-23.55,-6.13,372.7425,"December 14, 23",-0.0613,,,,,
2023-12-13,396.27,399.38,386.59,386.83,370.3,338625,338625,-9.44,-2.38,392.2675,"December 13, 23",-0.0238,,,,,
2023-12-12,391,400.1,390.26,396.13,379.2,300200,300200,5.13,1.31,394.3725,"December 12, 23",0.0131,,,,,
2023-12-11,386.56,395.45,385.32,390.73,374.03,259700,259700,4.17,1.08,389.515,"December 11, 23",0.0108,,,,,
2023-12-08,384.19,386.63,382.25,384.78,368.33,292500,292500,0.59,0.15357,384.4625,"December 08, 23",0.0015357,,,,,
2023-12-07,390.51,392.96,380.84,383.36,366.98,332200,332200,-7.15,-1.83,386.9175,"December 07, 23",-0.0183,,,,,
2023-12-06,397.2,400.45,385.51,390.37,373.69,452000,452000,-6.83,-1.72,393.3825,"December 06, 23",-0.0172,,,,,
2023-12-05,397.99,399.24,394.3,397.19,380.21,333500,333500,-0.8,-0.20101,397.18,"December 05, 23",-0.0020101,,,,,
2023-12-04,405.68,408.71,398.12,399.06,382,517400,517400,-6.62,-1.63,402.8925,"December 04, 23",-0.0163,,,,,
2023-12-01,409.23,413.18,406.92,407.63,390.21,288309,288309,-1.6,-0.39098,409.24,"December 01, 23",-0.0039098,,,,,
2023-11-30,402.33,412.47,402.33,410.55,393,1225328,1225328,8.22,2.04,406.92,"November 30, 23",0.0204,,,,,
2023-11-29,405.53,405.87,398.38,402.34,385.14,332100,332100,-3.19,-0.78662,403.03,"November 29, 23",-0.0078662,,,,,
2023-11-28,417.04,417.04,406.15,406.25,388.89,412430,412430,-10.79,-2.59,411.62,"November 28, 23",-0.0259,2023-11-09,1.75,2023-12-15,2023-11-29,1.75
2023-11-27,414.57,416.05,412.25,414.59,395.2,256100,256100,0.02,0.00482428,414.365,"November 27, 23",4.82428e-05,,,,,
2023-11-24,410.67,417.92,410.67,414.25,394.88,143706,143706,3.58,0.87175,413.3775,"November 24, 23",0.0087175,,,,,
2023-11-22,405.3,408.45,403.42,408.01,388.93,325600,325600,2.71,0.66864,406.295,"November 22, 23",0.0066864,,,,,
2023-11-21,404.35,416.78,404.35,406.99,387.96,413200,413200,2.64,0.6529,408.1175,"November 21, 23",0.006529,,,,,
2023-11-20,394.66,401.92,393.96,399.7,381.01,368300,368300,5.04,1.28,397.56,"November 20, 23",0.0128,,,,,
2023-11-17,399.52,403.23,396,396.3,377.77,334604,334604,-3.22,-0.80597,398.7625,"November 17, 23",-0.0080597,,,,,
2023-11-16,392.97,399.69,392.69,399.31,380.63,444006,444006,6.34,1.61,396.165,"November 16, 23",0.0161,,,,,
2023-11-15,395.28,398.01,387.72,390.02,371.78,401800,401800,-5.26,-1.33,392.7575,"November 15, 23",-0.0133,,,,,
2023-11-14,387.58,401.46,387.58,393.16,374.77,662900,662900,5.58,1.44,392.445,"November 14, 23",0.0144,,,,,
2023-11-13,385.71,386.5,381.8,385.85,367.8,368332,368332,0.14,0.0362967,384.965,"November 13, 23",0.000362967,,,,,
2023-11-10,380.47,385.69,378.62,384.68,366.69,274937,274937,4.21,1.11,382.365,"November 10, 23",0.0111,,,,,
2023-11-09,383.28,386.55,376.44,380.17,362.39,420029,420029,-3.11,-0.81142,381.61,"November 09, 23",-0.0081142,,,,,
2023-11-08,384.92,386.62,379.82,381.27,363.44,270507,270507,-3.65,-0.94825,383.1575,"November 08, 23",-0.0094825,,,,,
2023-11-07,382.77,386.12,382,383.99,366.03,247602,247602,1.22,0.31873,383.72,"November 07, 23",0.0031873,,,,,
2023-11-06,386.27,388.74,379.62,382.77,364.87,477939,477939,-3.5,-0.9061,384.35,"November 06, 23",-0.009061,,,,,
2023-11-03,381.94,389.11,378.76,385.41,367.38,351000,351000,3.47,0.90852,383.805,"November 03, 23",0.0090852,,,,,
2023-11-02,400.09,400.32,379.57,382.04,364.17,825009,825009,-18.05,-4.51,390.505,"November 02, 23",-0.0451,,,,,
2023-11-01,398,403.52,395.63,402.39,383.57,392800,392800,4.39,1.1,399.885,"November 01, 23",0.011,,,,,
2023-10-31,394.29,397.91,393.19,395.62,377.12,420600,420600,1.33,0.33732,395.2525,"October 31, 23",0.0033732,,,,,
2023-10-30,388.59,393.24,386.47,392.64,374.28,323441,323441,4.05,1.04,390.235,"October 30, 23",0.0104,,,,,
2023-10-27,383.15,390.56,378.59,385.58,367.55,648815,648815,2.43,0.63422,384.47,"October 27, 23",0.0063422,,,,,
2023-10-26,400,404.56,381.13,383.22,365.3,673023,673023,-16.78,-4.19,392.2275,"October 26, 23",-0.0419,,,,,
2023-10-25,397.32,406.12,394.63,396.69,378.14,541900,541900,-0.63,-0.15856,398.69,"October 25, 23",-0.0015856,,,,,
2023-10-24,387.95,397.93,387.57,397.1,378.53,481000,481000,9.15,2.36,392.6375,"October 24, 23",0.0236,,,,,
2023-10-23,395.43,397.19,388.52,389.03,370.84,349637,349637,-6.4,-1.62,392.5425,"October 23, 23",-0.0162,,,,,
2023-10-20,401.98,402.97,394.57,396.02,377.5,389100,389100,-5.96,-1.48,398.885,"October 20, 23",-0.0148,,,,,
2023-10-19,405.5,408.28,401.62,401.85,383.06,350226,350226,-3.65,-0.90012,404.3125,"October 19, 23",-0.0090012,,,,,
2023-10-18,407.71,410.74,405.36,406.25,387.25,290631,290631,-1.46,-0.3581,407.515,"October 18, 23",-0.003581,,,,,
2023-10-17,406.69,410.31,406.69,408.04,388.96,261136,261136,1.35,0.33195,407.9325,"October 17, 23",0.0033195,,,,,
2023-10-16,400,406.03,400,405.28,386.33,256837,256837,5.28,1.32,402.8275,"October 16, 23",0.0132,,,,,
2023-10-13,396.75,399.92,394.44,398.38,379.75,237800,237800,1.63,0.41084,397.3725,"October 13, 23",0.0041084,,,,,
2023-10-12,396.58,398.72,390.85,393.88,375.46,196415,196415,-2.7,-0.68082,395.0075,"October 12, 23",-0.0068082,,,,,
2023-10-11,388.24,393.22,387.98,392.5,374.14,237526,237526,4.26,1.1,390.485,"October 11, 23",0.011,,,,,
2023-10-10,391.4,391.4,384.23,385.31,367.29,198645,198645,-6.09,-1.56,388.085,"October 10, 23",-0.0156,,,,,
2023-10-09,389.93,391.84,385.69,390.08,371.84,241200,241200,0.15,0.03846844,389.385,"October 09, 23",0.0003846844,,,,,
2023-10-06,390.26,394.41,385.53,391.78,373.46,319053,319053,1.52,0.38948,390.495,"October 06, 23",0.0038948,,,,,
2023-10-05,383.47,388.93,383.47,387.08,368.98,304100,304100,3.61,0.9414,385.7375,"October 05, 23",0.009414,,,,,
2023-10-04,373.18,386.44,373.18,385.29,367.27,338429,338429,12.11,3.25,379.5225,"October 04, 23",0.0325,,,,,
2023-10-03,375.56,376.65,368.6,372.19,354.78,207700,207700,-3.37,-0.89733,373.25,"October 03, 23",-0.0089733,,,,,
2023-10-02,372.06,375.69,369.19,375.62,358.05,221832,221832,3.56,0.95683,373.14,"October 02, 23",0.0095683,,,,,
2023-09-29,380.68,380.68,370.68,371.67,354.29,339737,339737,-9.01,-2.37,375.9275,"September 29, 23",-0.0237,,,,,
2023-09-28,383.18,386.16,379.51,381.49,363.65,320800,320800,-1.69,-0.44105,382.585,"September 28, 23",-0.0044105,,,,,
2023-09-27,386.73,386.73,376.24,381.72,363.87,649900,649900,-5.01,-1.3,382.855,"September 27, 23",-0.013,,,,,
2023-09-26,386.68,390.14,383.81,386.07,368.01,345400,345400,-0.61,-0.15775,386.675,"September 26, 23",-0.0015775,,,,,
2023-09-25,390.13,393.28,386.22,388.69,370.51,269400,269400,-1.44,-0.36911,389.58,"September 25, 23",-0.0036911,,,,,
2023-09-22,392.2,394.69,391.29,391.8,373.48,404600,404600,-0.4,-0.10199,392.495,"September 22, 23",-0.0010199,,,,,
2023-09-21,391.72,394.74,390.82,392.47,374.11,453100,453100,0.75,0.19146,392.4375,"September 21, 23",0.0019146,,,,,
2023-09-20,390.17,393.15,388.12,391.99,373.66,388432,388432,1.82,0.46646,390.8575,"September 20, 23",0.0046646,,,,,
2023-09-19,385.28,389.47,383.5,388.63,370.45,444325,444325,3.35,0.8695,386.72,"September 19, 23",0.008695,,,,,
2023-09-18,377.44,385.02,374.67,384.37,366.39,335149,335149,6.93,1.84,380.375,"September 18, 23",0.0184,2023-09-08,1.75,2023-09-29,2023-09-19,1.75
2023-09-15,377.96,381.9,377.96,379.21,359.81,396862,396862,1.25,0.33072,379.2575,"September 15, 23",0.0033072,,,,,
2023-09-14,379.07,380.64,376.67,380.17,360.72,239536,239536,1.1,0.29018,379.1375,"September 14, 23",0.0029018,,,,,
2023-09-13,378,379.69,371.73,375.16,355.97,235300,235300,-2.84,-0.75132,376.145,"September 13, 23",-0.0075132,,,,,
2023-09-12,378.61,380.81,373.9,376.29,357.04,282545,282545,-2.32,-0.61277,377.4025,"September 12, 23",-0.0061277,,,,,
2023-09-11,372.79,379.77,372.79,377.85,358.52,303533,303533,5.06,1.36,375.8,"September 11, 23",0.0136,,,,,
2023-09-08,370.5,371.82,366.48,370.7,351.73,256400,256400,0.2,0.05398111,369.875,"September 08, 23",0.0005398111,,,,,
2023-09-07,367.97,373,364.77,367.22,348.43,363821,363821,-0.75,-0.20382,368.24,"September 07, 23",-0.0020382,,,,,
2023-09-06,360.83,366.87,360.83,366.31,347.57,255500,255500,5.48,1.52,363.71,"September 06, 23",0.0152,,,,,
2023-09-05,364.33,367.78,361.44,361.66,343.16,280600,280600,-2.67,-0.73285,363.8025,"September 05, 23",-0.0073285,,,,,
2023-09-01,363.35,367.92,362.31,364.8,346.14,190800,190800,1.45,0.39906,364.595,"September 01, 23",0.0039906,,,,,
2023-08-31,362.8,364.28,360.02,360.68,342.23,245100,245100,-2.12,-0.58434,361.945,"August 31, 23",-0.0058434,,,,,
2023-08-30,359.11,368.92,359.11,362.7,344.14,275339,275339,3.59,0.99969,362.46,"August 30, 23",0.0099969,,,,,
2023-08-29,352.07,360.33,351.25,359.85,341.44,198327,198327,7.78,2.21,355.875,"August 29, 23",0.0221,,,,,
2023-08-28,354.87,354.87,349.13,351.75,333.75,171941,171941,-3.12,-0.8792,352.655,"August 28, 23",-0.008792,,,,,
2023-08-25,358.35,359,352.34,352.88,334.83,182000,182000,-5.47,-1.53,355.6425,"August 25, 23",-0.0153,,,,,
2023-08-24,352.51,359.24,350.91,358.08,339.76,231500,231500,5.57,1.58,355.185,"August 24, 23",0.0158,,,,,
2023-08-23,347.76,353.66,346.84,352.61,334.57,167000,167000,4.85,1.39,350.2175,"August 23, 23",0.0139,,,,,
2023-08-22,347.05,348.92,344.95,346.8,329.06,132514,132514,-0.25,-0.07203573,346.93,"August 22, 23",-0.0007203573,,,,,
2023-08-21,348.05,351.07,343.36,348.6,330.77,133100,133100,0.55,0.15802,347.77,"August 21, 23",0.0015802,,,,,
2023-08-18,345.84,352.19,345.84,348.4,330.58,164300,164300,2.56,0.74023,348.0675,"August 18, 23",0.0074023,,,,,
2023-08-17,358.3,360.17,345.64,347.19,329.43,144100,144100,-11.11,-3.1,352.825,"August 17, 23",-0.031,,,,,
2023-08-16,354.81,358.53,352.53,354.91,336.75,146000,146000,0.1,0.0281841,355.195,"August 16, 23",0.000281841,,,,,
2023-08-15,353.84,358.11,350.59,354.88,336.72,200900,200900,1.04,0.29392,354.355,"August 15, 23",0.0029392,,,,,
2023-08-14,356.99,358.22,353.87,355.76,337.56,168348,168348,-1.23,-0.34455,356.21,"August 14, 23",-0.0034455,,,,,
2023-08-11,356.73,359.88,353.45,356.02,337.81,189018,189018,-0.71,-0.19903,356.52,"August 11, 23",-0.0019903,,,,,
2023-08-10,362.63,366.43,357.61,358.6,340.25,203935,203935,-4.03,-1.11,361.3175,"August 10, 23",-0.0111,,,,,
2023-08-09,348.29,360.84,347.67,359,340.63,287300,287300,10.71,3.08,353.95,"August 09, 23",0.0308,,,,,
2023-08-08,355.81,358.05,345.83,346.06,328.36,323835,323835,-9.75,-2.74,351.4375,"August 08, 23",-0.0274,,,,,
2023-08-07,358.16,362.65,355.3,358.67,340.32,148138,148138,0.51,0.14239,358.695,"August 07, 23",0.0014239,,,,,
2023-08-04,360.81,362.7,354.54,355.3,337.12,206400,206400,-5.51,-1.53,358.3375,"August 04, 23",-0.0153,,,,,
2023-08-03,359,365.04,357.79,362.3,343.76,216100,216100,3.3,0.91922,361.0325,"August 03, 23",0.0091922,,,,,
2023-08-02,360.74,361.53,357.99,359.55,341.16,218000,218000,-1.19,-0.32988,359.9525,"August 02, 23",-0.0032988,,,,,
2023-08-01,361.22,363.74,357.58,359.23,340.85,257900,257900,-1.99,-0.55091,360.4425,"August 01, 23",-0.0055091,,,,,
2023-07-31,359.39,363.77,358.41,360.51,342.07,323500,323500,1.12,0.31164,360.52,"July 31, 23",0.0031164,,,,,
2023-07-28,361.26,364.66,354.32,359.15,340.78,371600,371600,-2.11,-0.58407,359.8475,"July 28, 23",-0.0058407,,,,,
2023-07-27,380.9,385,352.69,357.84,339.53,580900,580900,-23.06,-6.05,369.1075,"July 27, 23",-0.0605,,,,,
2023-07-26,367.54,374.25,363.04,364.75,346.09,355400,355400,-2.79,-0.7591,367.395,"July 26, 23",-0.007591,,,,,
2023-07-25,369.97,370.79,366.2,366.57,347.82,243800,243800,-3.4,-0.91899,368.3825,"July 25, 23",-0.0091899,,,,,
2023-07-24,366.37,373.33,365.54,370.11,351.18,276507,276507,3.74,1.02,368.8375,"July 24, 23",0.0102,,,,,
2023-07-21,367.63,374.22,362.91,366.96,348.19,290000,290000,-0.67,-0.18225,367.93,"July 21, 23",-0.0018225,,,,,
2023-07-20,359.72,366.49,359.72,365.06,346.38,270327,270327,5.34,1.48,362.7475,"July 20, 23",0.0148,,,,,
2023-07-19,356.14,361.9,356.14,357.23,338.95,204201,204201,1.09,0.30606,357.8525,"July 19, 23",0.0030606,,,,,
2023-07-18,357.6,361.54,356.39,358.04,339.72,171030,171030,0.44,0.12304,358.3925,"July 18, 23",0.0012304,,,,,
2023-07-17,352.91,361.91,352.91,359.02,340.65,227000,227000,6.11,1.73,356.6875,"July 17, 23",0.0173,,,,,
2023-07-14,353.48,353.65,348.75,352.66,334.62,211839,211839,-0.82,-0.23198,352.135,"July 14, 23",-0.0023198,,,,,
2023-07-13,351.98,354.35,351.29,353.74,335.64,240100,240100,1.76,0.50003,352.84,"July 13, 23",0.0050003,,,,,
2023-07-12,353.53,354.74,348.74,352.64,334.6,239809,239809,-0.89,-0.25175,352.4125,"July 12, 23",-0.0025175,,,,,
2023-07-11,348.8,352.36,346.14,351.82,333.82,177500,177500,3.02,0.86583,349.78,"July 11, 23",0.0086583,,,,,
2023-07-10,349.79,351.9,344.58,347.06,329.3,151500,151500,-2.73,-0.78047,348.3325,"July 10, 23",-0.0078047,,,,,
2023-07-07,346.83,355.26,344.18,351.28,333.31,406916,406916,4.45,1.28,349.3875,"July 07, 23",0.0128,,,,,
2023-07-06,338.94,342.73,338.94,341.28,323.82,349723,349723,2.34,0.69039,340.4725,"July 06, 23",0.0069039,,,,,
2023-07-05,340.94,340.94,333.65,339.63,322.25,284900,284900,-1.31,-0.38423,338.79,"July 05, 23",-0.0038423,,,,,
